parnme,partrans,parval1,pargp,comments
vks_1_1,none,1.0,uzf_vks,#
vks_1_2,none,1.0,uzf_vks,#
vks_1_3,none,1.0,uzf_vks,#
vks_2_1,none,1.0,uzf_vks,#
vks_2_2,none,1.0,uzf_vks,#
vks_2_3,none,1.0,uzf_vks,#
vks_3_1,none,1.0,uzf_vks,#
vks_3_2,none,1.0,uzf_vks,#
vks_3_3,none,1.0,uzf_vks,#
vks_4_1,none,1.0,uzf_vks,#
vks_4_2,none,1.0,uzf_vks,#
vks_4_3,none,1.0,uzf_vks,#
vks_5_1,none,1.0,uzf_vks,#
vks_5_2,none,1.0,uzf_vks,#
vks_5_3,none,1.0,uzf_vks,#
vks_6_1,none,1.0,uzf_vks,#
vks_6_2,none,1.0,uzf_vks,#
vks_6_3,none,1.0,uzf_vks,#
vks_7_2,none,1.0,uzf_vks,#
vks_7_3,none,1.0,uzf_vks,#
vks_8_1,none,1.0,uzf_vks,#
vks_8_2,none,1.0,uzf_vks,#
vks_8_3,none,1.0,uzf_vks,#
vks_9_1,none,1.0,uzf_vks,#
vks_9_2,none,1.0,uzf_vks,#
vks_9_3,none,1.0,uzf_vks,#
vks_10_1,none,1.0,uzf_vks,#
vks_10_2,none,1.0,uzf_vks,#
vks_10_3,none,1.0,uzf_vks,#
vks_11_1,none,1.0,uzf_vks,#
vks_11_2,none,1.0,uzf_vks,#
vks_11_3,none,1.0,uzf_vks,#
vks_12_1,none,1.0,uzf_vks,#
vks_12_2,none,1.0,uzf_vks,#
vks_12_3,none,1.0,uzf_vks,#
vks_13_1,none,1.0,uzf_vks,#
vks_13_3,none,1.0,uzf_vks,#
vks_14_1,none,1.0,uzf_vks,#
vks_14_2,none,1.0,uzf_vks,#
vks_14_3,none,1.0,uzf_vks,#
vks_15_1,none,1.0,uzf_vks,#
vks_15_2,none,1.0,uzf_vks,#
vks_15_3,none,1.0,uzf_vks,#
vks_16_1,none,1.0,uzf_vks,#
vks_16_2,none,1.0,uzf_vks,#
vks_16_3,none,1.0,uzf_vks,#
vks_17_1,none,1.0,uzf_vks,#
vks_17_2,none,1.0,uzf_vks,#
vks_17_3,none,1.0,uzf_vks,#
vks_18_1,none,1.0,uzf_vks,#
vks_18_2,none,1.0,uzf_vks,#
vks_18_3,none,1.0,uzf_vks,#
vks_19_1,none,1.0,uzf_vks,#
vks_19_2,none,1.0,uzf_vks,#
vks_19_3,none,1.0,uzf_vks,#
vks_20_2,none,1.0,uzf_vks,#
vks_20_3,none,1.0,uzf_vks,#
vks_21_1,none,1.0,uzf_vks,#
vks_21_2,none,1.0,uzf_vks,#
vks_21_3,none,1.0,uzf_vks,#
vks_22_1,none,1.0,uzf_vks,#
vks_22_2,none,1.0,uzf_vks,#
vks_22_3,none,1.0,uzf_vks,#
surfk_1,none,1.0,uzf_surfk,#
finf_1,none,1.0,uzf_finf,#
pet_1,none,1.0,uzf_pet,#
sfr_k1.0,none,1.0,sfr_ks,#
sfr_k2.0,none,1.0,sfr_ks,#
sfr_k3.0,none,1.0,sfr_ks,#
sfr_k4.0,none,1.0,sfr_ks,#
sfr_k5.0,none,1.0,sfr_ks,#
sfr_k6.0,none,1.0,sfr_ks,#
sfr_k7.0,none,1.0,sfr_ks,#
sfr_k8.0,none,1.0,sfr_ks,#
sfr_k9.0,none,1.0,sfr_ks,#
sfr_k10.0,none,1.0,sfr_ks,#
sfr_k11.0,none,1.0,sfr_ks,#
sfr_k12.0,none,1.0,sfr_ks,#
sfr_k13.0,none,1.0,sfr_ks,#
sfr_k14.0,none,1.0,sfr_ks,#
