


 STREAM LISTING     PERIOD      1   STEP        1

 LAYER ROW COL. STREAM  RCH.   FLOW INTO    STREAM     FLOW OUT OF   OVRLND.    DIRECT     STREAM      STREAM      STREAM     STREAM  STREAMBED   FLOW TO   CHNG. UNSAT.   GW 
                SEG.NO.  NO.   STRM. RCH.    LOSS       STRM. RCH.   RUNOFF     PRECIP       ET         HEAD        DEPTH      WIDTH  CONDCTNC.   WAT. TAB.   STORAGE     HEAD
   2   24   49     2    12    1.8509E+04 -3.2420E+02   2.0288E+04  1.456E+03  0.000E+00  0.000E+00  2.70050E+02  6.986E-02  5.201E+00  3.766E+02  0.000E+00  0.000E+00  2.709E+02
   2   25   50     2    13    2.0288E+04 -1.8829E+02   2.1932E+04  1.456E+03  0.000E+00  0.000E+00  2.66103E+02  7.350E-02  5.201E+00  3.766E+02  0.000E+00  0.000E+00  2.666E+02
   2   14   64     3     1    0.0000E+00  6.3515E+01   2.8542E+03  2.918E+03  0.000E+00  0.000E+00  3.73223E+02  1.262E-02  5.178E+00  4.391E+02  0.000E+00  0.000E+00  3.731E+02
   2   15   65     3     2    2.8542E+03 -3.9484E+01   5.8114E+03  2.918E+03  0.000E+00  0.000E+00  3.63245E+02  2.458E-02  5.178E+00  4.391E+02  0.000E+00  0.000E+00  3.633E+02
   2   16   66     3     3    5.8114E+03 -2.6390E+02   8.9930E+03  2.918E+03  0.000E+00  0.000E+00  3.29024E+02  3.389E-02  5.178E+00  4.391E+02  0.000E+00  0.000E+00  3.296E+02
   2   17   67     4     1    2.2339E+04 -2.9406E+02   2.3865E+04  1.232E+03  0.000E+00  0.000E+00  3.25128E+02  1.082E-01  5.685E+00  7.232E+02  0.000E+00  0.000E+00  3.255E+02
   2   18   68     4     2    2.3865E+04 -3.4836E+01   2.4722E+04  8.215E+02  0.000E+00  0.000E+00  3.22952E+02  1.116E-01  5.685E+00  4.821E+02  0.000E+00  0.000E+00  3.230E+02
   2   19   69     4     3    2.4722E+04 -7.5313E+00   2.5430E+04  7.014E+02  0.000E+00  0.000E+00  3.19274E+02  1.137E-01  5.685E+00  4.116E+02  0.000E+00  0.000E+00  3.193E+02
   2   20   69     4     4    2.5430E+04 -1.5055E+02   2.6282E+04  7.014E+02  0.000E+00  0.000E+00  3.15786E+02  1.158E-01  5.685E+00  4.116E+02  0.000E+00  0.000E+00  3.162E+02
   1   21   70     4     5    2.6282E+04  2.2174E+02   2.6882E+04  8.215E+02  0.000E+00  0.000E+00  3.13188E+02  1.177E-01  5.685E+00  4.821E+02  0.000E+00  0.000E+00  3.127E+02
   1   22   71     4     6    2.6882E+04 -4.6591E+01   2.7630E+04  7.014E+02  0.000E+00  0.000E+00  3.10090E+02  1.195E-01  5.685E+00  4.116E+02  0.000E+00  0.000E+00  3.102E+02
   1   17   76     5     1    3.8963E+05  2.1742E+02   3.9136E+05  1.941E+03  0.000E+00  0.000E+00  3.10651E+02  6.214E-01  5.128E+00  4.348E+02  2.174E+02  0.000E+00  3.076E+02
   1   18   77     5     2    3.9136E+05  3.4509E+01   3.9298E+05  1.657E+03  0.000E+00  0.000E+00  3.04553E+02  6.229E-01  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.045E+02
   1   19   77     5     3    3.9298E+05 -8.7621E+01   3.9473E+05  1.657E+03  0.000E+00  0.000E+00  3.03465E+02  6.245E-01  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.037E+02
   1   20   78     5     4    3.9473E+05  3.5430E+02   3.9631E+05  1.941E+03  0.000E+00  0.000E+00  3.02626E+02  6.261E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.018E+02
   1   21   79     5     5    3.9631E+05  1.1230E+01   3.9824E+05  1.941E+03  0.000E+00  0.000E+00  2.98788E+02  6.278E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  2.988E+02
   1   22   80     5     6    3.9824E+05 -7.2625E+02   4.0062E+05  1.657E+03  0.000E+00  0.000E+00  2.93110E+02  6.298E-01  5.128E+00  3.713E+02  0.000E+00  0.000E+00  2.951E+02
   1   23   80     5     7    4.0062E+05 -3.4066E+02   4.0262E+05  1.657E+03  0.000E+00  0.000E+00  2.92772E+02  6.319E-01  5.128E+00  3.713E+02  0.000E+00  0.000E+00  2.937E+02
   1   24   81     5     8    4.0262E+05 -9.0595E+01   4.0465E+05  1.941E+03  0.000E+00  0.000E+00  2.91574E+02  6.338E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  2.918E+02
   2   19   56     6     1    0.0000E+00 -3.8247E+02   2.1133E+03  1.731E+03  0.000E+00  0.000E+00  3.28762E+02  1.210E-02  5.160E+00  4.376E+02  0.000E+00  0.000E+00  3.296E+02
   2   20   55     6     2    2.1133E+03 -3.2973E+02   4.1739E+03  1.731E+03  0.000E+00  0.000E+00  3.16683E+02  2.327E-02  5.160E+00  4.376E+02  0.000E+00  0.000E+00  3.174E+02
   2   21   54     6     3    4.1739E+03 -2.2836E+02   5.8800E+03  1.478E+03  0.000E+00  0.000E+00  3.01941E+02  3.084E-02  5.160E+00  3.736E+02  0.000E+00  0.000E+00  3.026E+02
   2   22   54     6     4    5.8800E+03 -3.8204E+02   7.7398E+03  1.478E+03  0.000E+00  0.000E+00  2.91357E+02  3.700E-02  5.160E+00  3.736E+02  0.000E+00  0.000E+00  2.924E+02
   2   23   53     6     5    7.7398E+03 -3.9577E+02   9.8664E+03  1.731E+03  0.000E+00  0.000E+00  2.82053E+02  4.316E-02  5.160E+00  4.376E+02  0.000E+00  0.000E+00  2.830E+02
   2   24   52     6     6    9.8664E+03 -3.8473E+02   1.1982E+04  1.731E+03  0.000E+00  0.000E+00  2.70089E+02  4.913E-02  5.160E+00  4.376E+02  0.000E+00  0.000E+00  2.710E+02
   2   25   51     6     7    1.1982E+04 -3.0020E+02   1.4013E+04  1.731E+03  0.000E+00  0.000E+00  2.65885E+02  5.453E-02  5.160E+00  4.376E+02  0.000E+00  0.000E+00  2.666E+02
   1   20   83     7     1    0.0000E+00  2.2227E+02   1.9562E+03  2.179E+03  0.000E+00  0.000E+00  3.05925E+02  1.549E-02  5.242E+00  4.445E+02  2.223E+02  0.000E+00  3.007E+02
   1   21   82     7     2    1.9562E+03  2.2227E+02   3.9125E+03  2.179E+03  0.000E+00  0.000E+00  2.99960E+02  2.994E-02  5.242E+00  4.445E+02  2.223E+02  0.000E+00  2.983E+02
   1   22   81     7     3    3.9125E+03 -3.3578E+02   6.1082E+03  1.860E+03  0.000E+00  0.000E+00  2.93751E+02  4.127E-02  5.242E+00  3.795E+02  0.000E+00  0.000E+00  2.946E+02
   1   23   81     7     4    6.1082E+03 -3.1900E+02   8.2872E+03  1.860E+03  0.000E+00  0.000E+00  2.92051E+02  5.129E-02  5.242E+00  3.795E+02  0.000E+00  0.000E+00  2.929E+02
   1   24   82     7     5    8.2872E+03 -1.4357E+02   1.0291E+04  1.860E+03  0.000E+00  0.000E+00  2.90380E+02  5.977E-02  5.242E+00  3.795E+02  0.000E+00  0.000E+00  2.908E+02
   1   22   72     8     1    3.9727E+04 -1.6390E+02   4.0949E+04  1.059E+03  0.000E+00  0.000E+00  3.08256E+02  1.557E-01  6.224E+00  6.374E+02  0.000E+00  0.000E+00  3.085E+02
   1   22   73     8     2    4.0949E+04 -1.2534E+02   4.1695E+04  6.204E+02  0.000E+00  0.000E+00  3.05828E+02  1.580E-01  6.224E+00  3.735E+02  0.000E+00  0.000E+00  3.062E+02
   1   22   74     8     3    4.1695E+04  7.6123E+01   4.2368E+04  7.486E+02  0.000E+00  0.000E+00  3.04860E+02  1.596E-01  6.224E+00  4.506E+02  0.000E+00  0.000E+00  3.047E+02
   1   21   75     8     4    4.2368E+04 -8.4868E+01   4.3329E+04  8.768E+02  0.000E+00  0.000E+00  3.03512E+02  1.615E-01  6.224E+00  5.278E+02  0.000E+00  0.000E+00  3.037E+02
   1   22   76     8     5    4.3329E+04 -1.1532E+02   4.4321E+04  8.768E+02  0.000E+00  0.000E+00  3.01844E+02  1.637E-01  6.224E+00  5.278E+02  0.000E+00  0.000E+00  3.021E+02
   1   23   77     8     6    4.4321E+04 -8.8325E+01   4.5158E+04  7.486E+02  0.000E+00  0.000E+00  2.99716E+02  1.657E-01  6.224E+00  4.506E+02  0.000E+00  0.000E+00  2.999E+02
   1   24   77     8     7    4.5158E+04 -1.8280E+02   4.6090E+04  7.486E+02  0.000E+00  0.000E+00  2.98448E+02  1.677E-01  6.224E+00  4.506E+02  0.000E+00  0.000E+00  2.989E+02
   1   25   78     8     8    4.6090E+04  1.0892E+02   4.6857E+04  8.768E+02  0.000E+00  0.000E+00  2.97330E+02  1.696E-01  6.224E+00  5.278E+02  0.000E+00  0.000E+00  2.971E+02
   1   24   79     8     9    4.6857E+04 -4.6142E+02   4.8196E+04  8.768E+02  0.000E+00  0.000E+00  2.93562E+02  1.718E-01  6.224E+00  5.278E+02  0.000E+00  0.000E+00  2.944E+02
   1   25   80     8    10    4.8196E+04 -2.3566E+02   4.9180E+04  7.486E+02  0.000E+00  0.000E+00  2.91604E+02  1.744E-01  6.224E+00  4.506E+02  0.000E+00  0.000E+00  2.921E+02
   1   25   81     8    11    4.9180E+04 -2.4743E+02   5.0048E+04  6.204E+02  0.000E+00  0.000E+00  2.89426E+02  1.763E-01  6.224E+00  3.735E+02  0.000E+00  0.000E+00  2.901E+02
   2   23    8     9     1    0.0000E+00 -3.5356E+02   2.2355E+03  1.882E+03  0.000E+00  0.000E+00  4.82014E+02  1.394E-02  5.128E+00  4.348E+02  0.000E+00  0.000E+00  4.828E+02
   2   24    9     9     2    2.2355E+03 -2.3082E+02   4.0731E+03  1.607E+03  0.000E+00  0.000E+00  4.67636E+02  2.598E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  4.683E+02
   2   25    9     9     3    4.0731E+03 -2.5713E+02   5.9371E+03  1.607E+03  0.000E+00  0.000E+00  4.55074E+02  3.427E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  4.558E+02
   2   26   10     9     4    5.9371E+03 -4.7868E+02   8.2977E+03  1.882E+03  0.000E+00  0.000E+00  4.25882E+02  4.233E-02  5.128E+00  4.348E+02  0.000E+00  0.000E+00  4.270E+02
   2   27   11     9     5    8.2977E+03 -3.6288E+02   1.0543E+04  1.882E+03  0.000E+00  0.000E+00  4.11230E+02  5.009E-02  5.128E+00  4.348E+02  0.000E+00  0.000E+00  4.121E+02
   2   28   12     9     6    1.0543E+04 -5.7416E+02   1.2999E+04  1.882E+03  0.000E+00  0.000E+00  3.98757E+02  5.725E-02  5.128E+00  4.348E+02  0.000E+00  0.000E+00  4.001E+02
   2   29   13     9     7    1.2999E+04 -2.4894E+02   1.4854E+04  1.607E+03  0.000E+00  0.000E+00  3.98743E+02  6.333E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.994E+02
   2   30   13     9     8    1.4854E+04 -3.2873E+02   1.6790E+04  1.607E+03  0.000E+00  0.000E+00  3.95528E+02  6.837E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.964E+02
   2   31   14     9     9    1.6790E+04 -3.9506E+02   1.8792E+04  1.607E+03  0.000E+00  0.000E+00  3.90323E+02  7.335E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.914E+02
   2   31   15     9    10    1.8792E+04 -2.9291E+02   2.0416E+04  1.332E+03  0.000E+00  0.000E+00  3.90318E+02  7.775E-02  5.128E+00  3.077E+02  0.000E+00  0.000E+00  3.913E+02
   2   31   16     9    11    2.0416E+04 -3.0805E+02   2.2331E+04  1.607E+03  0.000E+00  0.000E+00  3.90312E+02  8.189E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.911E+02
   2   32   17     9    12    2.2331E+04 -3.3555E+02   2.4549E+04  1.882E+03  0.000E+00  0.000E+00  3.87867E+02  8.655E-02  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.886E+02
   2   33   18     9    13    2.4549E+04 -3.1152E+02   2.6467E+04  1.607E+03  0.000E+00  0.000E+00  3.82311E+02  9.106E-02  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.832E+02
   2   33   19     9    14    2.6467E+04 -2.5784E+02   2.8056E+04  1.332E+03  0.000E+00  0.000E+00  3.79095E+02  9.476E-02  5.128E+00  3.077E+02  0.000E+00  0.000E+00  3.799E+02
   2   33   20     9    15    2.8056E+04 -2.2399E+02   2.9612E+04  1.332E+03  0.000E+00  0.000E+00  3.76768E+02  9.801E-02  5.128E+00  3.077E+02  0.000E+00  0.000E+00  3.775E+02
   2   33   21     9    16    2.9612E+04 -2.5242E+02   3.1196E+04  1.332E+03  0.000E+00  0.000E+00  3.75021E+02  1.012E-01  5.128E+00  3.077E+02  0.000E+00  0.000E+00  3.758E+02
   2   33   22     9    17    3.1196E+04 -2.7622E+02   3.3079E+04  1.607E+03  0.000E+00  0.000E+00  3.73085E+02  1.046E-01  5.128E+00  3.713E+02  0.000E+00  0.000E+00  3.738E+02
   2   34   23     9    18    3.3079E+04 -2.7083E+02   3.5232E+04  1.882E+03  0.000E+00  0.000E+00  3.70328E+02  1.085E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.710E+02
   2   35   24     9    19    3.5232E+04 -3.3102E+02   3.7445E+04  1.882E+03  0.000E+00  0.000E+00  3.66583E+02  1.126E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.673E+02
   2   36   25     9    20    3.7445E+04 -3.7576E+02   3.9703E+04  1.882E+03  0.000E+00  0.000E+00  3.62737E+02  1.167E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.636E+02
   2   37   26     9    21    3.9703E+04 -3.5222E+02   4.1937E+04  1.882E+03  0.000E+00  0.000E+00  3.58581E+02  1.207E-01  5.128E+00  4.348E+02  0.000E+00  0.000E+00  3.594E+02
   2   23   44    10     1    0.0000E+00 -1.8703E+02   2.3776E+03  2.191E+03  0.000E+00  0.000E+00  4.17419E+02  9.156E-03  5.233E+00  4.438E+02  0.000E+00  0.000E+00  4.178E+02
   2   24   45    10     2    2.3776E+03  7.9206E+01   4.4889E+03  2.191E+03  0.000E+00  0.000E+00  3.85047E+02  1.730E-02  5.233E+00  4.438E+02  0.000E+00  0.000E+00  3.849E+02
   2   25   46    10     3    4.4889E+03  1.8943E+02   6.1697E+03  1.870E+03  0.000E+00  0.000E+00  3.52653E+02  2.252E-02  5.233E+00  3.789E+02  1.894E+02  0.000E+00  3.483E+02
   2   25   47    10     4    6.1697E+03  4.0993E+01   7.6786E+03  1.550E+03  0.000E+00  0.000E+00  2.96976E+02  2.635E-02  5.233E+00  3.140E+02  0.000E+00  0.000E+00  2.968E+02
   2   25   48    10     5    7.6786E+03 -2.2158E+02   9.4501E+03  1.550E+03  0.000E+00  0.000E+00  2.80170E+02  2.994E-02  5.233E+00  3.140E+02  0.000E+00  0.000E+00  2.809E+02
   2   25   49    10     6    9.4501E+03 -4.0121E+02   1.1722E+04  1.870E+03  0.000E+00  0.000E+00  2.67794E+02  3.400E-02  5.233E+00  3.789E+02  0.000E+00  0.000E+00  2.689E+02
   2   23   64    11     1    0.0000E+00  6.9009E+01   1.5946E+03  1.664E+03  0.000E+00  0.000E+00  3.88060E+02  9.838E-03  5.174E+00  4.387E+02  0.000E+00  0.000E+00  3.879E+02
   2   24   65    11     2    1.5946E+03  1.8728E+02   2.8277E+03  1.420E+03  0.000E+00  0.000E+00  3.61758E+02  1.814E-02  5.174E+00  3.746E+02  1.873E+02  0.000E+00  3.604E+02
   2   24   66    11     3    2.8277E+03 -2.3590E+02   4.4840E+03  1.420E+03  0.000E+00  0.000E+00  3.44915E+02  2.453E-02  5.174E+00  3.746E+02  0.000E+00  0.000E+00  3.455E+02
   2   25   67    11     4    4.4840E+03 -9.0721E+00   6.1567E+03  1.664E+03  0.000E+00  0.000E+00  3.37381E+02  3.072E-02  5.174E+00  4.387E+02  0.000E+00  0.000E+00  3.374E+02
   2   24   68    11     5    6.1567E+03 -2.1293E+02   7.7901E+03  1.420E+03  0.000E+00  0.000E+00  3.28586E+02  3.614E-02  5.174E+00  3.746E+02  0.000E+00  0.000E+00  3.292E+02
   2   24   69    11     6    7.7901E+03 -4.5833E+01   9.0130E+03  1.177E+03  0.000E+00  0.000E+00  3.24640E+02  4.041E-02  5.174E+00  3.104E+02  0.000E+00  0.000E+00  3.248E+02
   2   24   70    11     7    9.0130E+03 -2.1890E+02   1.0652E+04  1.420E+03  0.000E+00  0.000E+00  3.19544E+02  4.441E-02  5.174E+00  3.746E+02  0.000E+00  0.000E+00  3.201E+02
   1   23   71    11     8    1.0652E+04  2.1936E+02   1.2097E+04  1.664E+03  0.000E+00  0.000E+00  3.12728E+02  4.847E-02  5.174E+00  4.387E+02  2.194E+02  0.000E+00  3.106E+02
   2   25   20    12     1    0.0000E+00 -1.7972E+02   1.7972E+03  1.618E+03  0.000E+00  0.000E+00  5.49699E+02  9.423E-03  5.142E+00  3.085E+02  0.000E+00  0.000E+00  5.503E+02
   2   25   21    12     2    1.7972E+03 -2.9154E+02   4.0406E+03  1.952E+03  0.000E+00  0.000E+00  5.36679E+02  1.911E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  5.375E+02
   2   26   22    12     3    4.0406E+03 -1.9058E+02   6.5172E+03  2.286E+03  0.000E+00  0.000E+00  5.12207E+02  2.726E-02  5.142E+00  4.360E+02  0.000E+00  0.000E+00  5.126E+02
   2   27   23    12     4    6.5172E+03 -4.0697E+01   8.8440E+03  2.286E+03  0.000E+00  0.000E+00  4.63584E+02  3.414E-02  5.142E+00  4.360E+02  0.000E+00  0.000E+00  4.637E+02
   2   28   24    12     5    8.8440E+03 -3.4418E+02   1.1140E+04  1.952E+03  0.000E+00  0.000E+00  4.00980E+02  3.998E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  4.019E+02
   2   29   24    12     6    1.1140E+04 -3.7771E+02   1.3135E+04  1.618E+03  0.000E+00  0.000E+00  3.85875E+02  4.493E-02  5.142E+00  3.085E+02  0.000E+00  0.000E+00  3.871E+02
   2   30   24    12     7    1.3135E+04 -4.1426E+02   1.5501E+04  1.952E+03  0.000E+00  0.000E+00  3.78060E+02  4.961E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.792E+02
   2   31   25    12     8    1.5501E+04 -3.5938E+02   1.7812E+04  1.952E+03  0.000E+00  0.000E+00  3.74984E+02  5.432E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.759E+02
   2   32   25    12     9    1.7812E+04 -3.2402E+02   2.0088E+04  1.952E+03  0.000E+00  0.000E+00  3.72469E+02  5.870E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.733E+02
   2   33   24    12    10    2.0088E+04 -3.3030E+02   2.2370E+04  1.952E+03  0.000E+00  0.000E+00  3.69613E+02  6.283E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.705E+02
   2   34   24    12    11    2.2370E+04 -2.7410E+02   2.4596E+04  1.952E+03  0.000E+00  0.000E+00  3.68167E+02  6.676E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.689E+02
   2   35   25    12    12    2.4596E+04 -3.7505E+02   2.7257E+04  2.286E+03  0.000E+00  0.000E+00  3.64661E+02  7.084E-02  5.142E+00  4.360E+02  0.000E+00  0.000E+00  3.655E+02
   2   36   26    12    13    2.7257E+04 -3.7793E+02   2.9921E+04  2.286E+03  0.000E+00  0.000E+00  3.60865E+02  7.512E-02  5.142E+00  4.360E+02  0.000E+00  0.000E+00  3.617E+02
   2   37   27    12    14    2.9921E+04 -3.4374E+02   3.2217E+04  1.952E+03  0.000E+00  0.000E+00  3.57419E+02  7.897E-02  5.142E+00  3.723E+02  0.000E+00  0.000E+00  3.583E+02
   1   25   82    13     1    4.6499E+05 -6.2351E+02   4.6913E+05  3.519E+03  0.000E+00  0.000E+00  2.87466E+02  5.455E-01  1.076E+01  1.424E+03  0.000E+00  0.000E+00  2.879E+02
   1   26   82    13     2    4.6913E+05 -4.3655E+02   4.7117E+05  1.595E+03  0.000E+00  0.000E+00  2.86537E+02  5.473E-01  1.076E+01  6.459E+02  0.000E+00  0.000E+00  2.872E+02
   1   26   83    13     3    4.7117E+05 -3.2037E+02   4.7308E+05  1.595E+03  0.000E+00  0.000E+00  2.86328E+02  5.484E-01  1.077E+01  6.462E+02  0.000E+00  0.000E+00  2.868E+02
   1   27   83    13     4    4.7308E+05 -2.4252E+02   4.7492E+05  1.595E+03  0.000E+00  0.000E+00  2.86319E+02  5.495E-01  1.077E+01  6.465E+02  0.000E+00  0.000E+00  2.867E+02
   1   28   83    13     5    4.7492E+05 -2.2889E+02   4.7674E+05  1.595E+03  0.000E+00  0.000E+00  2.86251E+02  5.506E-01  1.078E+01  6.468E+02  0.000E+00  0.000E+00  2.866E+02
   1   29   83    13     6    4.7674E+05 -2.3015E+02   4.7857E+05  1.595E+03  0.000E+00  0.000E+00  2.85702E+02  5.516E-01  1.078E+01  6.470E+02  0.000E+00  0.000E+00  2.861E+02
   1   30   83    13     7    4.7857E+05 -3.9143E+02   4.8088E+05  1.924E+03  0.000E+00  0.000E+00  2.84563E+02  5.528E-01  1.079E+01  7.811E+02  0.000E+00  0.000E+00  2.851E+02
   1   31   84    13     8    4.8088E+05 -9.2384E+02   4.8373E+05  1.924E+03  0.000E+00  0.000E+00  2.81354E+02  5.542E-01  1.080E+01  7.816E+02  0.000E+00  0.000E+00  2.825E+02
   2   26   50    14     1    4.7667E+04 -5.7602E+02   5.0636E+04  2.393E+03  0.000E+00  0.000E+00  2.62362E+02  1.622E-01  6.434E+00  9.317E+02  0.000E+00  0.000E+00  2.630E+02
   1   27   50    14     2    5.0636E+04  5.1045E+00   5.1622E+04  9.916E+02  0.000E+00  0.000E+00  2.58506E+02  1.661E-01  6.434E+00  3.861E+02  0.000E+00  0.000E+00  2.585E+02
   1   28   50    14     3    5.1622E+04 -2.9538E+02   5.2909E+04  9.916E+02  0.000E+00  0.000E+00  2.55068E+02  1.683E-01  6.434E+00  3.861E+02  0.000E+00  0.000E+00  2.558E+02
   1   29   50    14     4    5.2909E+04 -2.1873E+02   5.4120E+04  9.916E+02  0.000E+00  0.000E+00  2.53641E+02  1.707E-01  6.434E+00  3.861E+02  0.000E+00  0.000E+00  2.542E+02
   2   28   54    15     1    0.0000E+00 -1.9978E+02   1.5276E+03  1.328E+03  0.000E+00  0.000E+00  2.75601E+02  1.092E-02  5.210E+00  3.126E+02  0.000E+00  0.000E+00  2.762E+02
   2   28   53    15     2    1.5276E+03 -2.8730E+02   3.1427E+03  1.328E+03  0.000E+00  0.000E+00  2.65341E+02  2.135E-02  5.210E+00  3.126E+02  0.000E+00  0.000E+00  2.663E+02
   2   28   52    15     3    3.1427E+03 -4.6234E+02   5.2072E+03  1.602E+03  0.000E+00  0.000E+00  2.57460E+02  3.025E-02  5.210E+00  3.772E+02  0.000E+00  0.000E+00  2.587E+02
   1   29   51    15     4    5.2072E+03 -3.0436E+02   7.3882E+03  1.877E+03  0.000E+00  0.000E+00  2.53519E+02  3.872E-02  5.210E+00  4.418E+02  0.000E+00  0.000E+00  2.542E+02
   2   33   68    16     1    0.0000E+00  7.0018E+01   1.1541E+03  1.224E+03  0.000E+00  0.000E+00  3.30791E+02  1.065E-02  5.630E+00  3.378E+02  0.000E+00  0.000E+00  3.306E+02
