simval,obsnme,obsval,weight,obgnme,comments
150.6534119,HO_67,147.7821045,1,HEADS,#
144.7483826,HO_68,149.2326965,1,HEADS,#
145.8453979,HO_69,144.2118988,1,HEADS,#
145.8453979,HO_70,143.3656006,1,HEADS,#
549.8233032,HO_71,553.6599731,1,HEADS,#
241.9588013,HO_72,238.9631958,1,HEADS,#
241.2354279,HO_73,234.0574951,1,HEADS,#
220.3145142,HO_74,219.5382996,1,HEADS,#
220.3356781,HO_75,220.8305054,1,HEADS,#
235.2829285,HO_76,256.0740967,1,HEADS,#
225.5241241,HO_77,229.4248047,1,HEADS,#
223.84021,HO_78,230.2480011,1,HEADS,#
222.7898865,HO_79,226.5200958,1,HEADS,#
233.4615173,HO_80,258.1863098,1,HEADS,#
215.7781525,HO_81,220.4496002,1,HEADS,#
211.4780884,HO_82,217.5948029,1,HEADS,#
215.0687561,HO_83,205.7369995,1,HEADS,#
201.7618103,HO_84,199.0420074,1,HEADS,#
196.2021942,HO_85,204.3538055,1,HEADS,#
220.9307556,HO_86,219.5148926,1,HEADS,#
225.5659027,HO_87,237.5769043,1,HEADS,#
227.609375,HO_88,232.4210968,1,HEADS,#
229.3805389,HO_89,238.8916931,1,HEADS,#
199.0794373,HO_90,189.3600006,1,HEADS,#
215.4238739,HO_91,200.1997986,1,HEADS,#
199.0525665,HO_92,199.7277985,1,HEADS,#
210.9496002,HO_93,196.1876068,1,HEADS,#
180.7115021,HO_94,184.2821045,1,HEADS,#
163.8295441,HO_95,165.5505981,1,HEADS,#
148.2297821,HO_96,119.115799,1,HEADS,#
153.5795441,HO_97,161.8251038,1,HEADS,#
159.0900574,HO_98,155.513504,1,HEADS,#
161.1009216,HO_99,162.7463989,1,HEADS,#
188.1389923,HO_100,196.154007,1,HEADS,#
162.6985931,HO_101,160.1815033,1,HEADS,#
162.7077179,HO_102,161.9006042,1,HEADS,#
176.687912,HO_103,176.0525055,1,HEADS,#
172.9825745,HO_104,169.0267944,1,HEADS,#
172.279068,HO_105,167.7711029,1,HEADS,#
171.1531219,HO_106,166.3034973,1,HEADS,#
170.7926941,HO_107,169.6499023,1,HEADS,#
174.9635468,HO_108,170.872406,1,HEADS,#
175.4363403,HO_109,171.620697,1,HEADS,#
175.8000793,HO_110,170.5137939,1,HEADS,#
174.2268982,HO_111,171.2335968,1,HEADS,#
177.1741333,HO_112,171.6618042,1,HEADS,#
157.1807861,HO_113,168.6000977,1,HEADS,#
175.4206696,HO_114,171.8840027,1,HEADS,#
235.955658,HO_115,248.593399,1,HEADS,#
232.1239014,HO_116,237.550705,1,HEADS,#
231.5228424,HO_117,245.3903046,1,HEADS,#
226.5207367,HO_118,233.6596985,1,HEADS,#
228.4034729,HO_119,239.3838043,1,HEADS,#
254.2011108,HO_120,250.3955994,1,HEADS,#
238.905014,HO_121,237.7501068,1,HEADS,#
251.7189484,HO_122,315.9039001,1,HEADS,#
246.2623749,HO_123,261.9816895,1,HEADS,#
276.1566162,HO_124,266.2253113,1,HEADS,#
239.8241272,HO_125,273.72229,1,HEADS,#
234.9711609,HO_126,236.4089966,1,HEADS,#
221.0566254,HO_127,222.7682953,1,HEADS,#
215.9482117,HO_128,181.5769959,1,HEADS,#
238.4203491,HO_129,245.4844055,1,HEADS,#
214.1023865,HO_130,202.239502,1,HEADS,#
227.5507813,HO_131,229.0007935,1,HEADS,#
216.4707031,HO_132,209.319397,1,HEADS,#
235.4817505,HO_133,239.668396,1,HEADS,#
235.0423584,HO_134,239.4304047,1,HEADS,#
216.5257568,HO_135,212.7848969,1,HEADS,#
222.2585907,HO_136,216.1938019,1,HEADS,#
234.7412872,HO_137,235.8403015,1,HEADS,#
217.636734,HO_138,221.0471039,1,HEADS,#
229.0328979,HO_139,240.2382965,1,HEADS,#
227.3488007,HO_140,238.408493,1,HEADS,#
240.0153656,HO_141,243.4120026,1,HEADS,#
243.0815125,HO_142,216.5908966,1,HEADS,#
244.4686584,HO_143,246.8574982,1,HEADS,#
225.8907166,HO_144,219.9797974,1,HEADS,#
225.2460175,HO_145,235.4192963,1,HEADS,#
255.0176849,HO_146,261.6144104,1,HEADS,#
256.3803406,HO_147,258.6901855,1,HEADS,#
217.7664642,HO_148,223.7277985,1,HEADS,#
219.8899384,HO_149,216.5771942,1,HEADS,#
233.1284027,HO_150,248.2718048,1,HEADS,#
234.4601746,HO_151,250.7162933,1,HEADS,#
190.9853821,HO_152,189.6833954,1,HEADS,#
185.2463837,HO_153,184.0695038,1,HEADS,#
188.1268463,HO_154,180.0469055,1,HEADS,#
188.1268463,HO_155,177.7863007,1,HEADS,#
188.1268463,HO_156,177.5688934,1,HEADS,#
188.1268463,HO_157,177.3616028,1,HEADS,#
212.9355469,HO_158,201.2501068,1,HEADS,#
212.9355469,HO_159,187.1136932,1,HEADS,#
212.9355469,HO_160,196.2494965,1,HEADS,#
303.5642395,HO_161,296.0020142,1,HEADS,#
225.080368,HO_162,211.0440063,1,HEADS,#
215.047699,HO_163,219.0704041,1,HEADS,#
214.9308014,HO_164,215.0095062,1,HEADS,#
232.0445709,HO_165,231.4859009,1,HEADS,#
221.2839355,HO_166,222.9356995,1,HEADS,#
276.1438599,HO_167,271.6306152,1,HEADS,#
278.7782593,HO_168,275.4259033,1,HEADS,#
288.3102112,HO_169,291.7077942,1,HEADS,#
288.1550598,HO_170,291.2170105,1,HEADS,#
396100,gflo_1,395595.8841,1,GgFlo,RUSSIAN_R_NR_UKIAH
718390,gflo_2,634756.8383,1,GgFlo,EF_RUSSIAN_R_NR_CALPELLA
759950,gflo_3,673222.8037,1,GgFlo,EF_RUSSIAN_R_NR_UKIAH
-999,gflo_4,883061.6941,1,GgFlo,RUSSIAN_R_NR_TALMAG
1650700,gflo_5,1491150.587,1,GgFlo,RUSSIAN_R_NR_HOPLAND
2220900,gflo_6,2027111.034,1,GgFlo,RUSSIAN_R_NR_CLOVERDALE
-999,gflo_7,103461.3666,1,GgFlo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999,gflo_8,69467.94264,1,GgFlo,BIG_SULPHUR_C_NR_CLOVERDALE
-999,gflo_9,256581.6327,1,GgFlo,RUSSIAN_R_GEYSERVILLE
-999,gflo_10,268818.2818,1,GgFlo,RUSSIAN_R_JIMTOWN
-999,gflo_11,2347.101309,1,GgFlo,MAACAMA_C_NR_KELLOGG
-999,gflo_12,272438.8721,1,GgFlo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
3271600,gflo_13,3120063.55,1,GgFlo,RUSSIAN_R_NR_HEALDSBURG
-999,gflo_14,715847.0784,1,GgFlo,DRY_C_NR_GEYSERVILLE
799780,gflo_15,270012.4967,1,GgFlo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
956260,gflo_16,192046.4763,1,GgFlo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999,gflo_17,709277.9336,1,GgFlo,RUSSIAN_R_NR_WINDSOR
5239400,gflo_18,4899465.932,1,GgFlo,RUSSIAN_R_NR_GUERNEVILLE
-999,gflo_19,-999,1,GgFlo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
378390,gflo_20,375101.7284,1,GgFlo,AUSTIN_C_NR_CAZADERO
0.12011773,bsflo_1,0.114,1,Basflo,RUSSIAN_R_NR_UKIAH
0.178531378,bsflo_2,0.114,1,Basflo,EF_RUSSIAN_R_NR_CALPELLA
-999,bsflo_3,-999,1,Basflo,EF_RUSSIAN_R_NR_UKIAH
-999,bsflo_4,-999,1,Basflo,RUSSIAN_R_NR_TALMAG
0.122855453,bsflo_5,0.114,1,Basflo,RUSSIAN_R_NR_HOPLAND
0.11292332,bsflo_6,0.114,1,Basflo,RUSSIAN_R_NR_CLOVERDALE
-999,bsflo_7,-999,1,Basflo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999,bsflo_8,-999,1,Basflo,BIG_SULPHUR_C_NR_CLOVERDALE
-999,bsflo_9,-999,1,Basflo,RUSSIAN_R_GEYSERVILLE
-999,bsflo_10,-999,1,Basflo,RUSSIAN_R_JIMTOWN
-999,bsflo_11,-999,1,Basflo,MAACAMA_C_NR_KELLOGG
-999,bsflo_12,-999,1,Basflo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
0.090617782,bsflo_13,0.114,1,Basflo,RUSSIAN_R_NR_HEALDSBURG
-999,bsflo_14,-999,1,Basflo,DRY_C_NR_GEYSERVILLE
-999,bsflo_15,-999,1,Basflo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
-0.017080119,bsflo_16,0.114,1,Basflo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999,bsflo_17,-999,1,Basflo,RUSSIAN_R_NR_WINDSOR
1.28583041,bsflo_18,0.114,1,Basflo,RUSSIAN_R_NR_GUERNEVILLE
-999,bsflo_19,-999,1,Basflo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
0.052062904,bsflo_20,0.114,1,Basflo,AUSTIN_C_NR_CAZADERO
41793.34477,pmpchg,0,1,PmpCHG,# Total pump change
