name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.394939,0.644604,-0.894269,1.68415
ks_10,0.263498,1.92474,-3.58599,4.11298,0.274979,1.91934,-3.56371,4.11366
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.52848,0.357301,-4.24308,-2.81388
ks_101,-3.15989,1.92474,-7.00938,0.689591,-3.03987,1.91224,-6.86436,0.784609
ks_102,-4.13077,2.17474,-8.48025,0.218717,-3.98274,2.16922,-8.32118,0.355707
ks_103,-3.46344,1.92474,-7.31293,0.386043,-3.31149,1.91847,-7.14844,0.525457
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-4.99189,2.15517,-9.30222,-0.681563
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-4.97159,2.16606,-9.3037,-0.639472
ks_106,-3.83863,1.92474,-7.68812,0.010853,-3.77444,1.91012,-7.59469,0.045802
ks_107,-3.60033,1.92474,-7.44981,0.249159,-3.4635,1.90426,-7.27201,0.345013
ks_108,0.652651,1.92474,-3.19683,4.50214,0.638272,1.92269,-3.20712,4.48366
ks_109,0.879498,1.92474,-2.96999,4.72898,0.869597,1.92374,-2.97789,4.71708
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.312587,1.59016,-3.49291,2.86774
ks_110,0.581321,1.92474,-3.26816,4.43081,0.535869,1.91552,-3.29518,4.36692
ks_111,0.949968,1.92474,-2.89952,4.79945,0.871027,1.627,-2.38298,4.12503
ks_112,0.664827,1.92474,-3.18466,4.51431,0.577304,1.92225,-3.2672,4.4218
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.37779,0.681776,-2.74134,-0.0142372
ks_114,0.989559,1.92474,-2.85993,4.83904,0.894243,0.591699,-0.289156,2.07764
ks_115,0.830076,1.92474,-3.01941,4.67956,0.843853,1.90008,-2.95631,4.64401
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.429877,1.79682,-4.02351,3.16376
ks_117,1.1429,1.92474,-2.70658,4.99239,1.12722,1.10288,-1.07855,3.33298
ks_118,0.297972,1.92474,-3.55151,4.14746,0.279425,1.91828,-3.55713,4.11598
ks_119,1.02847,1.92474,-2.82101,4.87796,1.00575,1.92018,-2.8346,4.84611
ks_12,0.967035,1.92474,-2.88245,4.81652,0.962482,1.92321,-2.88394,4.80891
ks_120,-0.913607,1.92474,-4.76309,2.93588,-1.01682,1.69201,-4.40085,2.36721
