name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-4.90538,2.16774,-9.24086,-0.569904
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-4.9729,2.16727,-9.30744,-0.638367
ks_106,-3.83863,1.92474,-7.68812,0.010853,-3.67091,1.90964,-7.49018,0.148369
ks_110,0.581321,1.92474,-3.26816,4.43081,0.513059,1.83935,-3.16564,4.19176
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.40107,0.624347,-2.64976,-0.152375
ks_115,0.830076,1.92474,-3.01941,4.67956,0.853548,1.76659,-2.67963,4.38673
ks_121,0.362177,1.92474,-3.48731,4.21166,0.342349,1.77531,-3.20827,3.89297
ks_122,1.62604,1.92474,-2.22345,5.47552,1.86403,1.76189,-1.65975,5.38782
ks_125,1.4743,1.92474,-2.37519,5.32378,1.90622,0.296434,1.31335,2.49909
ks_131,-3.6968,1.92474,-7.54629,0.152681,-3.55804,1.90773,-7.37351,0.257423
ks_133,-3.6968,1.92474,-7.54629,0.152681,-3.65558,1.90933,-7.47424,0.163075
ks_143,-2.85699,1.92474,-6.70647,0.9925,-2.48868,1.85307,-6.19482,1.21746
ks_145,1.46664,1.92474,-2.38284,5.31613,1.47167,1.91981,-2.36794,5.31128
ks_149,-3.57512,1.92474,-7.4246,0.274367,-3.51404,1.90694,-7.32791,0.299834
ks_160,0.0408041,1.92474,-3.80868,3.89029,0.0885277,1.88362,-3.67871,3.85576
ks_166,-1.80654,1.92474,-5.65603,2.04294,-1.81197,1.92471,-5.66138,2.03745
ks_173,-2.23359,1.92474,-6.08307,1.6159,-1.92241,1.91428,-5.75098,1.90615
ks_176,-2.84466,1.92474,-6.69415,1.00482,-2.59398,1.85719,-6.30836,1.12041
ks_183,-0.00164134,1.92474,-3.85113,3.84784,-0.013464,1.92473,-3.86292,3.83599
ks_193,-2.83863,1.92474,-6.68812,1.01085,-2.66341,1.87007,-6.40355,1.07673
ks_194,-5.01954,2.17474,-9.36903,-0.670057,-5.03079,2.16725,-9.3653,-0.696286
ks_199,-4.96658,2.17474,-9.31606,-0.617091,-4.9311,2.16805,-9.26721,-0.594995
ks_201,-5.01954,2.17474,-9.36903,-0.670057,-5.02417,2.16722,-9.35861,-0.68972
ks_215,-4.00877,2.17474,-8.35826,0.340711,-3.97241,2.15843,-8.28926,0.34444
ks_216,-4,1.92474,-7.84949,-0.150515,-3.85305,1.91212,-7.67729,-0.028814
ks_221,-3.90309,1.92474,-7.75257,-0.053605,-3.68295,1.90885,-7.50066,0.134756
ks_222,-3.97881,1.92474,-7.8283,-0.129326,-3.92196,1.91317,-7.7483,-0.0956244
ks_233,-4.24185,2.17474,-8.59133,0.10764,-4.18086,2.16183,-8.50452,0.142789
ks_34,1.70716,1.92474,-2.14233,5.55664,1.69014,1.90168,-2.11323,5.49351
ks_4,1.83603,1.92474,-2.01346,5.68551,1.82257,0.783926,0.254718,3.39042
ks_40,0.0710561,1.92474,-3.77843,3.92054,0.155366,1.41219,-2.669,2.97974
ks_5,2.2014,1.92474,-1.64809,6.05088,2.2973,0.572795,1.15171,3.44289
ks_55,0.96256,1.92474,-2.88692,4.81205,0.789707,0.985163,-1.18062,2.76003
ks_56,1.86418,1.92474,-1.9853,5.71367,1.85372,1.91474,-1.97575,5.68319
ks_62,-0.71202,1.92474,-4.56151,3.13746,-0.561659,0.122088,-0.805836,-0.317483
ks_82,2.69897,1.92474,-1.15051,6.54846,2.69897,1.57767,-0.456366,5.85431
ks_84,-4.07417,2.17474,-8.42366,0.275313,-3.99402,2.15928,-8.31258,0.324549
ks_85,-4.90309,2.17474,-9.25257,-0.553605,-4.81065,2.16711,-9.14486,-0.476441
ks_88,1.42839,1.92474,-2.42109,5.27788,2.69897,0.415802,1.86737,3.53057
ks_92,-3.9431,1.92474,-7.79258,-0.0936101,-3.87935,1.91243,-7.7042,-0.0545014
pond_recharge,4.34242,1.25,1.84242,6.84242,4.69475,0.134444,4.42586,4.96364
sfr_k_1,-1.21804,1.92474,-5.06752,2.63145,-1.44095,0.439173,-2.3193,-0.562609
sfr_k_10,-0.946829,1.92474,-4.79631,2.90266,-0.938544,1.44753,-3.83361,1.95652
sfr_k_12,-0.0530682,1.92474,-3.90255,3.79642,0.129071,1.73351,-3.33795,3.59609
sfr_k_13,-1.00168,1.92474,-4.85117,2.8478,-0.990065,1.92457,-4.8392,2.85907
sfr_k_21,-0.754118,1.92474,-4.6036,3.09537,-0.874822,1.90179,-4.67841,2.92876
sfr_k_22,-0.900767,1.92474,-4.75025,2.94872,-0.92377,1.92472,-4.77321,2.92567
sfr_k_8,-0.519657,1.92474,-4.36914,3.32983,-0.502468,1.7733,-4.04907,3.04414
surfk_1_1,-3.64975,3.17474,-9.99924,2.69973,-3.52206,2.94218,-9.40642,2.3623
surfk_1_13,-3.60033,3.17474,-9.94981,2.74916,-3.56116,3.09759,-9.75635,2.63403
surfk_1_2,-3.64782,3.17474,-9.9973,2.70167,-3.49891,1.66055,-6.82,-0.177824
surfk_1_5,-3.47756,3.17474,-9.82704,2.87193,-3.28261,2.90548,-9.09358,2.52836
surfk_1_8,-3.6038,3.17474,-9.95329,2.74568,-3.49134,3.09214,-9.67563,2.69295
surfk_2_11,-3.63639,3.17474,-9.98587,2.7131,-3.56949,3.09963,-9.76875,2.62978
surfk_2_14,-3.83863,3.17474,-10.1881,2.51085,-3.80506,3.11607,-10.0372,2.42708
surfk_2_15,-3.78781,3.17474,-10.1373,2.56167,-3.73073,3.11122,-9.95316,2.49171
surfk_2_3,-4.00087,3.17474,-10.3504,2.34862,-3.9716,3.12374,-10.2191,2.27588
surfk_2_6,-3.88941,3.17474,-10.2389,2.46007,-3.75842,3.08621,-9.93083,2.414
surfk_3_14,-7.50169,3.17474,-13.8512,-1.1522,-7.47972,3.17081,-13.8213,-1.13811
surfk_3_19,-7.50864,3.17474,-13.8581,-1.15915,-7.4743,3.16427,-13.8028,-1.14576
surfk_3_5,-7.50864,3.17474,-13.8581,-1.15915,-7.47834,3.17038,-13.8191,-1.13758
surfk_3_6,-7.00087,3.17474,-13.3504,-0.651384,-6.96272,3.16929,-13.3013,-0.624144
surfk_3_7,-7.51145,3.17474,-13.8609,-1.16196,-7.48014,3.16428,-13.8087,-1.15159
surfk_3_9,-7.50864,3.17474,-13.8581,-1.15915,-7.50135,3.07508,-13.6515,-1.35119
vka_ratio_1,0.343478,2.75e+09,-5.5e+09,5.5e+09,0.0613716,0.27759,-0.493808,0.616551
vka_ratio_2,0.101393,2.75e+09,-5.5e+09,5.5e+09,0.167897,0.0471453,0.0736061,0.262187
vka_ratio_3,0.0601119,2.75e+09,-5.5e+09,5.5e+09,0.00102706,0.00793174,-0.0148364,0.0168905
