name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.50299,0.313753,-4.13049,-2.87548
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-4.79724,2.16765,-9.13254,-0.461937
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-4.86942,2.16816,-9.20574,-0.533097
ks_107,-3.60033,1.92474,-7.44981,0.249159,-3.43926,1.71822,-6.87569,-0.00282309
ks_109,0.879498,1.92474,-2.96999,4.72898,0.865778,1.81671,-2.76764,4.49919
ks_110,0.581321,1.92474,-3.26816,4.43081,0.501138,1.86014,-3.21915,4.22143
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.48827,0.529809,-2.54788,-0.42865
ks_122,1.62604,1.92474,-2.22345,5.47552,1.92014,1.75972,-1.5993,5.43958
ks_130,0.744962,1.92474,-3.10452,4.59445,0.567491,1.60675,-2.64601,3.78099
ks_132,-3.70115,1.92474,-7.55063,0.148338,-3.60426,1.90863,-7.42152,0.212985
ks_137,-2.41454,1.92474,-6.26402,1.43495,-1.9726,1.91888,-5.81036,1.86515
ks_140,1.17628,1.92474,-2.6732,5.02577,1.20106,1.84,-2.47894,4.88105
ks_147,0.352003,1.92474,-3.49748,4.20149,0.367861,1.69712,-3.02638,3.7621
ks_154,1.49229,1.92474,-2.3572,5.34177,1.44676,1.92463,-2.40251,5.29602
ks_156,-0.73157,1.92474,-4.58106,3.11791,-0.724334,1.69067,-4.10568,2.65701
ks_157,-0.744379,1.92474,-4.59386,3.10511,-0.799982,0.395821,-1.59162,-0.00834034
ks_160,0.0408041,1.92474,-3.80868,3.89029,0.105687,1.90029,-3.6949,3.90628
ks_161,2.69897,1.92474,-1.15051,6.54846,2.69897,1.51512,-0.331268,5.72921
ks_170,-2.82102,1.92474,-6.67051,1.02846,-2.36417,1.83909,-6.04236,1.31401
ks_174,0.782152,1.92474,-3.06733,4.63164,0.773985,1.92473,-3.07548,4.62345
ks_175,-0.888234,1.92474,-4.73772,2.96125,-0.904001,1.84317,-4.59034,2.78233
ks_196,-5.01818,2.17474,-9.36767,-0.668696,-5.02619,2.16878,-9.36376,-0.688626
ks_2,-1.63783,1.92474,-5.48732,2.21165,-1.83837,0.680193,-3.19876,-0.477985
ks_209,-3.5784,1.92474,-7.42788,0.271089,-3.40425,1.76525,-6.93474,0.126248
