name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.301963,0.542055,-0.782147,1.38607
ks_10,0.263498,1.92474,-3.58599,4.11298,0.260305,1.92466,-3.58902,4.10963
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.85278,0.610921,-5.07462,-2.63093
ks_101,-3.15989,1.92474,-7.00938,0.689591,-3.16014,1.91882,-6.99777,0.677486
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.0705,2.17133,-8.41315,0.272153
ks_103,-3.46344,1.92474,-7.31293,0.386043,-3.38183,1.92022,-7.22227,0.458596
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01411,2.17335,-9.36082,-0.667403
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00788,2.17335,-9.35457,-0.661185
ks_106,-3.83863,1.92474,-7.68812,0.010853,-3.83666,1.922,-7.68065,0.00733252
ks_107,-3.60033,1.92474,-7.44981,0.249159,-3.52499,1.90604,-7.33707,0.287095
ks_108,0.652651,1.92474,-3.19683,4.50214,0.651766,1.92431,-3.19686,4.50039
ks_109,0.879498,1.92474,-2.96999,4.72898,0.876265,1.91688,-2.95749,4.71002
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.415502,1.69947,-3.81444,2.98343
ks_110,0.581321,1.92474,-3.26816,4.43081,0.571179,1.92023,-3.26929,4.41165
ks_111,0.949968,1.92474,-2.89952,4.79945,0.921808,1.70241,-2.48302,4.32663
ks_112,0.664827,1.92474,-3.18466,4.51431,0.635891,1.92284,-3.20979,4.48157
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.23485,0.708274,-2.6514,0.181696
ks_114,0.989559,1.92474,-2.85993,4.83904,0.945731,0.82939,-0.713048,2.60451
ks_115,0.830076,1.92474,-3.01941,4.67956,0.831332,1.9146,-2.99787,4.66053
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.416591,1.78651,-3.98961,3.15642
ks_117,1.1429,1.92474,-2.70658,4.99239,1.13475,1.08092,-1.0271,3.2966
ks_118,0.297972,1.92474,-3.55151,4.14746,0.29177,1.91654,-3.54132,4.12486
ks_119,1.02847,1.92474,-2.82101,4.87796,1.02845,1.92242,-2.81638,4.87329
ks_12,0.967035,1.92474,-2.88245,4.81652,0.968802,1.92471,-2.88061,4.81822
ks_120,-0.913607,1.92474,-4.76309,2.93588,-0.955285,1.64955,-4.25438,2.34381
ks_121,0.362177,1.92474,-3.48731,4.21166,0.358041,1.82669,-3.29533,4.01141
ks_122,1.62604,1.92474,-2.22345,5.47552,1.64376,1.86925,-2.09475,5.38227
ks_123,0.985268,1.92474,-2.86422,4.83475,0.936201,1.91059,-2.88499,4.75739
ks_124,0.327011,1.92474,-3.52247,4.1765,0.327011,1.9247,-3.52239,4.17641
ks_125,1.4743,1.92474,-2.37519,5.32378,1.50298,0.880159,-0.257342,3.2633
ks_126,2.42325,1.92474,-1.42624,6.27273,2.69897,1.87344,-1.0479,6.44584
ks_127,-0.0321821,1.92474,-3.88167,3.8173,-0.0231392,1.85847,-3.74007,3.69379
ks_128,0.670847,1.92474,-3.17864,4.52033,0.750885,0.96829,-1.18569,2.68746
ks_129,0.81602,1.92474,-3.03347,4.6655,0.672606,1.92211,-3.17162,4.51683
ks_13,-0.139816,1.92474,-3.9893,3.70967,0.0794994,0.598919,-1.11834,1.27734
ks_130,0.744962,1.92474,-3.10452,4.59445,0.631918,1.83321,-3.03449,4.29833
ks_131,-3.6968,1.92474,-7.54629,0.152681,-3.69654,1.92156,-7.53967,0.146578
ks_132,-3.70115,1.92474,-7.55063,0.148338,-3.70087,1.92139,-7.54365,0.141906
ks_133,-3.6968,1.92474,-7.54629,0.152681,-3.69651,1.92148,-7.53947,0.146457
ks_134,-1.56541,1.92474,-5.41489,2.28408,-1.56541,1.92471,-5.41482,2.284
ks_135,-3.7986,1.92474,-7.64809,0.0508821,-3.79837,1.92189,-7.64214,0.0454004
ks_136,-3.61261,1.92474,-7.4621,0.236875,-3.53603,1.92091,-7.37786,0.305794
ks_137,-2.41454,1.92474,-6.26402,1.43495,-2.22913,1.89633,-6.02179,1.56353
ks_138,0.82867,1.92474,-3.02082,4.67815,0.830457,1.9244,-3.01835,4.67926
ks_139,-3.64016,1.92474,-7.48965,0.20932,-3.63987,1.92137,-7.4826,0.202866
ks_14,0.639096,1.92474,-3.21039,4.48858,0.637216,1.92093,-3.20464,4.47907
ks_140,1.17628,1.92474,-2.6732,5.02577,1.17771,1.91477,-2.65182,5.00724
ks_141,-3.70333,1.92474,-7.55282,0.14615,-3.70308,1.92159,-7.54626,0.140102
ks_142,-3.69897,1.92474,-7.54846,0.150515,-3.69871,1.92157,-7.54185,0.144426
ks_143,-2.85699,1.92474,-6.70647,0.9925,-2.70212,1.91369,-6.5295,1.12525
ks_144,0.0208007,1.92474,-3.82868,3.87029,0.0252895,1.92392,-3.82255,3.87313
ks_145,1.46664,1.92474,-2.38284,5.31613,1.46602,1.90894,-2.35186,5.28391
