obsnme,simval,obsval,weight,obgnme,comments
HO_0,95.8347091675,60.7131004333,1.0,HEADS,#
HO_1,256.182128906,321.51519775400004,1.0,HEADS,#
HO_2,53.0408325195,92.14749908450001,1.0,HEADS,#
HO_3,37.0466461182,43.8522987366,1.0,HEADS,#
HO_4,1.24649822712,1.17550003529,1.0,HEADS,#
HO_5,23.9884872437,2.3805000782,1.0,HEADS,#
HO_6,49.677192688000005,60.0546989441,1.0,HEADS,#
HO_7,120.809913635,190.309295654,1.0,HEADS,#
HO_8,44.2649307251,42.330600738499996,1.0,HEADS,#
HO_9,38.78647995,52.0217018127,1.0,HEADS,#
HO_10,31.715320587199997,51.3138008118,1.0,HEADS,#
HO_11,27.797191619899998,26.0044002533,1.0,HEADS,#
HO_12,14.669107437100001,15.5081996918,1.0,HEADS,#
HO_13,290.631896973,380.53979492199994,1.0,HEADS,#
HO_14,47.0046005249,14.0573997498,1.0,HEADS,#
HO_15,55.0738143921,60.5152015686,1.0,HEADS,#
HO_16,10.0988063812,6.1166000366199995,1.0,HEADS,#
HO_17,49.6908416748,38.3134002686,1.0,HEADS,#
HO_18,43.938369751,38.8009986877,1.0,HEADS,#
HO_19,25.268283844000003,27.7947006226,1.0,HEADS,#
HO_20,24.247863769499997,18.7147006989,1.0,HEADS,#
HO_21,21.061542511,5.3654999732999995,1.0,HEADS,#
HO_22,20.715423584,12.701899528499998,1.0,HEADS,#
HO_23,20.6642723083,12.933799743699998,1.0,HEADS,#
HO_24,20.7332496643,12.055999755899999,1.0,HEADS,#
HO_25,20.2777309418,16.8985004425,1.0,HEADS,#
HO_26,21.9665756226,17.4908008575,1.0,HEADS,#
HO_27,18.725818634,17.8964004517,1.0,HEADS,#
HO_28,25.5836143494,20.4466991425,1.0,HEADS,#
HO_29,49.8109703064,38.5256004333,1.0,HEADS,#
HO_30,72.9152603149,12.826000213599999,1.0,HEADS,#
HO_31,51.8056945801,35.315700531,1.0,HEADS,#
HO_32,47.1669235229,44.568099975600006,1.0,HEADS,#
HO_33,51.2341308594,38.0232009888,1.0,HEADS,#
HO_34,9.356862068180002,4.741499900819999,1.0,HEADS,#
HO_35,22.8662338257,12.4693002701,1.0,HEADS,#
HO_36,126.311485291,131.841796875,1.0,HEADS,#
HO_37,132.653015137,125.179397583,1.0,HEADS,#
HO_38,65.1802597046,64.1027984619,1.0,HEADS,#
HO_39,61.9677848816,58.2778015137,1.0,HEADS,#
HO_40,80.2002639771,95.8992004395,1.0,HEADS,#
HO_41,49.1686706543,44.5270004272,1.0,HEADS,#
HO_42,44.9986343384,57.997299194300005,1.0,HEADS,#
HO_43,52.9014396667,52.448501586899994,1.0,HEADS,#
HO_44,91.9888458252,86.3453979492,1.0,HEADS,#
HO_45,99.5637435913,101.793296814,1.0,HEADS,#
HO_46,215.27755737299998,337.276397705,1.0,HEADS,#
HO_47,52.950393676800005,52.812698364300005,1.0,HEADS,#
HO_48,53.0755119324,53.846801757799994,1.0,HEADS,#
HO_49,87.2758102417,79.1760025024,1.0,HEADS,#
HO_50,64.6722488403,83.1737976074,1.0,HEADS,#
HO_51,84.5500259399,85.94339752200001,1.0,HEADS,#
HO_52,62.1469650269,52.555400848400005,1.0,HEADS,#
HO_53,80.4990081787,70.5123977661,1.0,HEADS,#
HO_54,51.4081268311,49.913398742700004,1.0,HEADS,#
HO_55,55.027812957799995,49.6344985962,1.0,HEADS,#
HO_56,48.1581077576,43.7001991272,1.0,HEADS,#
HO_57,51.4926528931,47.0382995605,1.0,HEADS,#
HO_58,51.8143463135,48.792400360100004,1.0,HEADS,#
HO_59,52.646797180200004,49.9469985962,1.0,HEADS,#
HO_60,58.288078308100005,60.305000305200004,1.0,HEADS,#
HO_61,56.6271362305,58.0648002625,1.0,HEADS,#
HO_62,355.37792968800005,342.960998535,1.0,HEADS,#
HO_63,146.988830566,140.086105347,1.0,HEADS,#
HO_64,280.09808349599996,336.102996826,1.0,HEADS,#
HO_65,150.446868896,147.782104492,1.0,HEADS,#
HO_66,150.76499939,149.232696533,1.0,HEADS,#
HO_67,148.743499756,144.211898804,1.0,HEADS,#
HO_68,148.743499756,143.365600586,1.0,HEADS,#
HO_69,515.217834473,553.659973145,1.0,HEADS,#
HO_70,249.841079712,238.96319580099998,1.0,HEADS,#
HO_71,279.02120971700003,234.057495117,1.0,HEADS,#
HO_72,238.48126220700001,219.53829956099997,1.0,HEADS,#
HO_73,237.36817932099999,220.830505371,1.0,HEADS,#
HO_74,259.40402221700003,256.07409668,1.0,HEADS,#
HO_75,233.60005188,229.424804688,1.0,HEADS,#
HO_76,231.144073486,230.24800109900002,1.0,HEADS,#
HO_77,230.20484924299998,226.520095825,1.0,HEADS,#
HO_78,251.95010376,258.186309814,1.0,HEADS,#
HO_79,230.145599365,220.44960022,1.0,HEADS,#
HO_80,219.94161987299998,217.59480285599997,1.0,HEADS,#
HO_81,219.16247558599997,205.736999512,1.0,HEADS,#
HO_82,220.371414185,199.04200744599999,1.0,HEADS,#
HO_83,208.338424683,204.353805542,1.0,HEADS,#
HO_84,214.858108521,219.514892578,1.0,HEADS,#
HO_85,202.222518921,237.576904297,1.0,HEADS,#
HO_86,201.242843628,232.421096802,1.0,HEADS,#
HO_87,201.150985718,238.891693115,1.0,HEADS,#
HO_88,196.64744567900001,189.36000061,1.0,HEADS,#
HO_89,196.775375366,200.199798584,1.0,HEADS,#
HO_90,194.48178100599998,199.727798462,1.0,HEADS,#
HO_91,195.13288879400002,196.187606812,1.0,HEADS,#
HO_92,182.29217529299999,184.282104492,1.0,HEADS,#
HO_93,173.02850341799999,165.550598145,1.0,HEADS,#
HO_94,171.3828125,119.11579895,1.0,HEADS,#
HO_95,158.176513672,161.82510376,1.0,HEADS,#
HO_96,160.925384521,155.513504028,1.0,HEADS,#
HO_97,163.856307983,162.746398926,1.0,HEADS,#
HO_98,195.20779418900003,196.154006958,1.0,HEADS,#
HO_99,167.039505005,160.18150329600002,1.0,HEADS,#
HO_100,167.093276978,161.90060424799998,1.0,HEADS,#
HO_101,179.365249634,176.05250549299998,1.0,HEADS,#
HO_102,182.856185913,169.026794434,1.0,HEADS,#
HO_103,183.23223877,167.771102905,1.0,HEADS,#
HO_104,177.01335144,166.303497314,1.0,HEADS,#
HO_105,180.012557983,169.649902344,1.0,HEADS,#
HO_106,175.95782470700001,170.872406006,1.0,HEADS,#
HO_107,177.526672363,171.620697021,1.0,HEADS,#
HO_108,177.93949890099998,170.513793945,1.0,HEADS,#
HO_109,177.48793029799998,171.233596802,1.0,HEADS,#
HO_110,177.80252075200002,171.661804199,1.0,HEADS,#
HO_111,181.261627197,168.600097656,1.0,HEADS,#
HO_112,177.042144775,171.88400268599997,1.0,HEADS,#
HO_113,249.499298096,248.59339904799998,1.0,HEADS,#
HO_114,243.214263916,237.55070495599998,1.0,HEADS,#
HO_115,239.528640747,245.390304565,1.0,HEADS,#
HO_116,230.47300720200002,233.659698486,1.0,HEADS,#
HO_117,230.28359985400002,239.38380432099999,1.0,HEADS,#
HO_118,292.452575684,250.395599365,1.0,HEADS,#
HO_119,254.038787842,237.750106812,1.0,HEADS,#
HO_120,252.67669677700002,315.903900146,1.0,HEADS,#
HO_121,246.552612305,261.981689453,1.0,HEADS,#
HO_122,285.543701172,266.22531127900004,1.0,HEADS,#
HO_123,237.691986084,273.72229003900003,1.0,HEADS,#
HO_124,235.26388549799998,236.40899658200001,1.0,HEADS,#
HO_125,221.797348022,222.768295288,1.0,HEADS,#
HO_126,219.321685791,181.57699585,1.0,HEADS,#
HO_127,246.820281982,245.484405518,1.0,HEADS,#
HO_128,208.65380859400003,202.239501953,1.0,HEADS,#
HO_129,228.9190979,229.00079345700001,1.0,HEADS,#
HO_130,216.88320922900002,209.31939697299998,1.0,HEADS,#
HO_131,240.845321655,239.668395996,1.0,HEADS,#
HO_132,240.35179138200002,239.430404663,1.0,HEADS,#
HO_133,212.309890747,212.78489685099998,1.0,HEADS,#
HO_134,223.263381958,216.19380188,1.0,HEADS,#
HO_135,239.80612182599998,235.840301514,1.0,HEADS,#
HO_136,216.444992065,221.04710388200002,1.0,HEADS,#
HO_137,218.470016479,240.238296509,1.0,HEADS,#
HO_138,216.902893066,238.408493042,1.0,HEADS,#
HO_139,235.793823242,243.412002563,1.0,HEADS,#
HO_140,241.331008911,216.59089660599997,1.0,HEADS,#
HO_141,243.293243408,246.85749816900002,1.0,HEADS,#
HO_142,220.26683044400002,219.979797363,1.0,HEADS,#
HO_143,220.05464172400002,235.419296265,1.0,HEADS,#
HO_144,253.61946106,261.6144104,1.0,HEADS,#
HO_145,253.766311646,258.690185547,1.0,HEADS,#
HO_146,214.65196228,223.727798462,1.0,HEADS,#
HO_147,217.73432922400002,216.577194214,1.0,HEADS,#
HO_148,228.90524292,248.27180481,1.0,HEADS,#
HO_149,230.66091918900003,250.716293335,1.0,HEADS,#
HO_150,189.641311646,189.68339538599997,1.0,HEADS,#
HO_151,186.907608032,184.069503784,1.0,HEADS,#
HO_152,190.46719360400002,180.046905518,1.0,HEADS,#
HO_153,190.46719360400002,177.786300659,1.0,HEADS,#
HO_154,190.46719360400002,177.568893433,1.0,HEADS,#
HO_155,190.46719360400002,177.361602783,1.0,HEADS,#
HO_156,217.21376037599998,201.250106812,1.0,HEADS,#
HO_157,217.21376037599998,187.113693237,1.0,HEADS,#
HO_158,217.21376037599998,196.24949646,1.0,HEADS,#
HO_159,320.046295166,296.00201416,1.0,HEADS,#
HO_160,221.634918213,211.04400634799998,1.0,HEADS,#
HO_161,213.46308898900003,219.070404053,1.0,HEADS,#
HO_162,213.95877075200002,215.00950622599998,1.0,HEADS,#
HO_163,232.564910889,231.485900879,1.0,HEADS,#
HO_164,219.345016479,222.935699463,1.0,HEADS,#
HO_165,288.848693848,271.630615234,1.0,HEADS,#
HO_166,274.321105957,275.42590332,1.0,HEADS,#
HO_167,288.70153808599997,291.707794189,1.0,HEADS,#
HO_168,288.410125732,291.217010498,1.0,HEADS,#
gflo_1,427670.0,423377.95,1.0,GgFlo,RUSSIAN_R_NR_UKIAH
gflo_2,765660.0,748235.25,1.0,GgFlo,EF_RUSSIAN_R_NR_CALPELLA
gflo_3,760830.0,780522.41,1.0,GgFlo,EF_RUSSIAN_R_NR_UKIAH
gflo_4,1449100.0,935002.67,1.0,GgFlo,RUSSIAN_R_NR_TALMAG
gflo_5,1695400.0,1664231.92,1.0,GgFlo,RUSSIAN_R_NR_HOPLAND
gflo_6,2267000.0,2236198.06,1.0,GgFlo,RUSSIAN_R_NR_CLOVERDALE
gflo_7,67907.0,105951.69,1.0,GgFlo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
gflo_8,392620.0,150280.02,1.0,GgFlo,BIG_SULPHUR_C_NR_CLOVERDALE
gflo_9,2952800.0,1251431.98,1.0,GgFlo,RUSSIAN_R_GEYSERVILLE
gflo_10,3096200.0,823298.52,1.0,GgFlo,RUSSIAN_R_JIMTOWN
gflo_11,192060.0,75501.21,1.0,GgFlo,MAACAMA_C_NR_KELLOGG
gflo_12,3480600.0,272585.84,1.0,GgFlo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
gflo_13,3492300.0,3384856.6,1.0,GgFlo,RUSSIAN_R_NR_HEALDSBURG
gflo_14,208620.0,736828.56,1.0,GgFlo,DRY_C_NR_GEYSERVILLE
gflo_15,254230.0,252110.66,1.0,GgFlo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
gflo_16,453400.0,208254.73,1.0,GgFlo,DRY_C_NR_MOUTH_NR_HEALDSBURG
gflo_17,4008200.0,649214.2,1.0,GgFlo,RUSSIAN_R_NR_WINDSOR
gflo_18,4847600.0,5416172.77,1.0,GgFlo,RUSSIAN_R_NR_GUERNEVILLE
gflo_19,4923400.0,-999.0,1.0,GgFlo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
gflo_20,394970.0,395207.15,1.0,GgFlo,AUSTIN_C_NR_CAZADERO
bsflo_1,81059.80000000005,92107.69,1.0,Basflo,RUSSIAN_R_NR_UKIAH
bsflo_2,375036.3,451434.51,1.0,Basflo,EF_RUSSIAN_R_NR_CALPELLA
bsflo_3,349587.69999999995,587386.14,1.0,Basflo,EF_RUSSIAN_R_NR_UKIAH
bsflo_4,499680.78,434863.58,1.0,Basflo,RUSSIAN_R_NR_TALMAG
bsflo_5,560987.04,735404.7,1.0,Basflo,RUSSIAN_R_NR_HOPLAND
bsflo_6,559681.6200000001,866261.21,1.0,Basflo,RUSSIAN_R_NR_CLOVERDALE
bsflo_7,-30850.0,26760.65,1.0,Basflo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
bsflo_8,11064.0,61471.69,1.0,Basflo,BIG_SULPHUR_C_NR_CLOVERDALE
bsflo_9,581817.2200000002,346378.24,1.0,Basflo,RUSSIAN_R_GEYSERVILLE
bsflo_10,570858.2199999997,329124.7,1.0,Basflo,RUSSIAN_R_JIMTOWN
bsflo_11,-2335.6999999999825,15998.79,1.0,Basflo,MAACAMA_C_NR_KELLOGG
bsflo_12,572029.2200000002,336729.53,1.0,Basflo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
bsflo_13,583729.2200000002,1135215.2,1.0,Basflo,RUSSIAN_R_NR_HEALDSBURG
bsflo_14,-529865.2000000001,281528.09,1.0,Basflo,DRY_C_NR_GEYSERVILLE
bsflo_15,-524325.7000000001,249663.46,1.0,Basflo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
bsflo_16,-483672.3999999999,199633.42,1.0,Basflo,DRY_C_NR_MOUTH_NR_HEALDSBURG
bsflo_17,102229.91999999993,1118588.41,1.0,Basflo,RUSSIAN_R_NR_WINDSOR
bsflo_18,722209.4199999999,1553074.73,1.0,Basflo,RUSSIAN_R_NR_GUERNEVILLE
bsflo_19,725038.0199999996,-999.0,1.0,Basflo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
bsflo_20,8783.0,101589.57,1.0,Basflo,AUSTIN_C_NR_CAZADERO
pmpchg,66144.42587092001,0.0,1.0,PmpCHG,# Total pump change
