,parnme,partrans,parval1,pargp,comments
144,ks_56,none,0.4245580328875777,upw_ks,558
145,ks_57,none,2.983336691806923,upw_ks,565
146,ks_58,none,7.154644190379643,upw_ks,568
147,ks_59,none,0.03792559892912815,upw_ks,578
148,ks_60,none,0.21287015449338667,upw_ks,588
149,ks_61,none,0.1922911701751219,upw_ks,595
150,ks_62,none,3.233626305158659,upw_ks,598
151,ks_63,none,2.083512013529965,upw_ks,615
152,ks_64,none,4.548823655649701,upw_ks,617
153,ks_65,none,3.014663858886476,upw_ks,618
154,ks_66,none,0.25359227361950637,upw_ks,625
155,ks_67,none,5.400527264474286,upw_ks,627
156,ks_68,none,0.7861761073357206,upw_ks,628
157,ks_69,none,1.4947891651212148,upw_ks,637
158,ks_70,none,0.7333273692771787,upw_ks,645
159,ks_71,none,2.316444353205346,upw_ks,647
160,ks_72,none,2.148907288870526,upw_ks,648
161,ks_73,none,7.072199004401551,upw_ks,655
162,ks_74,none,0.4793668957488869,upw_ks,657
163,ks_75,none,0.5545570925784026,upw_ks,658
164,ks_76,none,9.900764282828634,upw_ks,665
165,ks_77,none,1.8817599088317194,upw_ks,667
166,ks_78,none,3.6419928098112733,upw_ks,668
167,ks_79,none,1.2965075370312762,upw_ks,795
168,ks_80,none,47.845593709923996,upw_ks,796
169,ks_81,none,0.351723704114531,upw_ks,797
170,ks_82,none,0.5722650949027831,upw_ks,798
171,ks_83,none,0.001173035758052659,upw_ks,1010
172,ks_84,none,0.0009695804509942603,upw_ks,1020
173,ks_85,none,0.0001028175035142668,upw_ks,1030
174,ks_86,none,4.4700832227872786e-05,upw_ks,1040
175,ks_87,none,0.0002961518376669168,upw_ks,1050
176,ks_88,none,4.148756390408491e-06,upw_ks,1060
177,ks_89,none,1.9892663926892458e-06,upw_ks,1070
178,ks_90,none,6.175476532270184e-05,upw_ks,1080
179,ks_91,none,4.712748346255988e-05,upw_ks,1090
180,ks_92,none,8.069780702485252e-05,upw_ks,1100
181,ks_93,none,1.0401648475911616,upw_ks,1101
182,ks_94,none,7.294607670935011e-05,upw_ks,1110
183,ks_95,none,5.815552744376517,upw_ks,1121
184,ks_96,none,0.3938887430673866,upw_ks,1131
185,ks_97,none,0.0005942920645225128,upw_ks,1140
186,ks_98,none,0.0001105937213288522,upw_ks,1150
187,ks_99,none,0.0001523209234238591,upw_ks,1160
188,ks_100,none,1.717359874170885,upw_ks,1171
189,ks_101,none,0.2410999069141664,upw_ks,1181
190,ks_102,none,9.866929577459124e-06,upw_ks,1190
191,ks_103,none,3.254112943330925,upw_ks,1191
192,ks_104,none,3.0916211827520055,upw_ks,1211
193,ks_105,none,0.003719070612813007,upw_ks,1220
194,ks_106,none,0.00038042928181010574,upw_ks,1260
195,ks_107,none,0.0005939060174593574,upw_ks,1290
196,ks_108,none,3.6168103321602616e-06,upw_ks,1320
197,ks_109,none,8.613423304841149e-05,upw_ks,1350
198,ks_110,none,3.8762040535630326e-05,upw_ks,1360
199,ks_111,none,1.9948671685205624e-05,upw_ks,1370
200,ks_112,none,0.00015952084591340594,upw_ks,1380
201,ks_113,none,0.0005889922294588477,upw_ks,1410
202,ks_114,none,2.296842543214974e-05,upw_ks,1420
203,ks_115,none,0.00016593146271813903,upw_ks,1430
204,ks_116,none,2.6199844531568882e-05,upw_ks,1440
205,ks_117,none,0.00019419241547533555,upw_ks,1450
206,ks_118,none,0.0001063811804552669,upw_ks,1460
207,ks_119,none,5.188535155683222e-05,upw_ks,1480
208,ks_120,none,9.377054688036374e-05,upw_ks,1490
209,ks_121,none,4.27786397416786,upw_ks,2112
210,ks_122,none,28.812048868806286,upw_ks,2113
211,ks_123,none,7.234013370143508,upw_ks,2122
212,ks_124,none,1.1748764007568533,upw_ks,2123
213,ks_125,none,0.16427639710268432,upw_ks,2182
214,ks_126,none,3.164761346521087,upw_ks,2183
215,ks_127,none,20.68813763563196,upw_ks,3102
216,ks_128,none,1.5281842325740325,upw_ks,3103
217,ks_129,none,1.5065105030855037,upw_ks,3104
218,ks_130,none,100.54895242786002,upw_ks,3112
219,ks_131,none,15.907257963299928,upw_ks,3114
220,ks_132,none,1.1145568354795328,upw_ks,3122
221,ks_133,none,1.4751911562968525,upw_ks,3123
222,ks_134,none,7.69085126006581,upw_ks,3124
223,ks_135,none,0.4686853552455014,upw_ks,3142
224,ks_136,none,0.22013080664187096,upw_ks,3152
225,ks_137,none,0.3281483383502518,upw_ks,3154
226,ks_138,none,13.53851080616678,upw_ks,3162
227,ks_139,none,6.646507282254358,upw_ks,3163
228,ks_140,none,0.9020298173655839,upw_ks,3164
229,ks_141,none,26.27066443344828,upw_ks,3172
230,ks_142,none,1.1287995604020185,upw_ks,3173
231,ks_143,none,22.4894152222446,upw_ks,3174
232,ks_144,none,0.24915185779265572,upw_ks,4125
233,ks_145,none,0.7312615692345886,upw_ks,4135
234,ks_146,none,0.5279517284508358,upw_ks,4175
235,ks_147,none,6.648691514348897,upw_ks,4185
236,ks_148,none,0.25859781327223286,upw_ks,4195
237,ks_149,none,1.7529694159812315,upw_ks,4215
238,ks_150,none,1.2745579018601203,upw_ks,5106
239,ks_151,none,2.6347860531421268,upw_ks,5108
240,ks_152,none,0.378039206603845,upw_ks,5115
241,ks_153,none,0.07372432147768387,upw_ks,5118
242,ks_154,none,0.6614079900541284,upw_ks,5128
243,ks_155,none,0.661885906699081,upw_ks,5145
244,ks_156,none,1.2600389519940438,upw_ks,5146
245,ks_157,none,0.10659012570630394,upw_ks,5147
246,ks_158,none,4.099923086196552,upw_ks,5148
247,ks_159,none,0.21622903723211787,upw_ks,5158
248,ks_160,none,0.5848469217970582,upw_ks,5168
249,ks_161,none,0.22101471077913107,upw_ks,5178
250,ks_162,none,4.970117056995882,upw_ks,5185
251,ks_163,none,4.018827333451137,upw_ks,5188
252,ks_164,none,0.14434452954665225,upw_ks,5198
253,ks_165,none,0.12608198216829736,upw_ks,5208
254,ks_166,none,6.131721233197607,upw_ks,5218
255,ks_167,none,10.858764402439505,upw_ks,5228
256,ks_168,none,9.02941298511763,upw_ks,7105
257,ks_169,none,0.7130757070677021,upw_ks,7106
258,ks_170,none,3.641097935570177,upw_ks,7107
259,ks_171,none,1.6573376678833047,upw_ks,7115
260,ks_172,none,0.9859005335752553,upw_ks,7125
261,ks_173,none,0.5412095729618709,upw_ks,7126
262,ks_174,none,0.5599865508240022,upw_ks,7127
263,ks_175,none,0.6247142416419896,upw_ks,7146
264,ks_176,none,0.3977487866631747,upw_ks,7155
265,ks_177,none,0.5137272787806038,upw_ks,7156
266,ks_178,none,6.4624393998973515,upw_ks,7157
267,ks_179,none,0.30773431159711095,upw_ks,7165
268,ks_180,none,0.16109712434838208,upw_ks,7166
269,ks_181,none,0.38846732212167107,upw_ks,7167
270,ks_182,none,0.9339881667998068,upw_ks,7175
271,ks_183,none,1.8961410747862923,upw_ks,7176
272,ks_184,none,0.10309311299878146,upw_ks,7177
273,ks_185,none,0.4145771783693426,upw_ks,8115
274,ks_186,none,0.23313585453886523,upw_ks,8116
275,ks_187,none,3.5557331471549785,upw_ks,8118
276,ks_188,none,1.3072440114507782,upw_ks,8125
277,ks_189,none,0.5911342977210026,upw_ks,8126
278,ks_190,none,2.2994745725610257,upw_ks,8127
279,ks_191,none,2.8476632368299533,upw_ks,9175
280,ks_192,none,0.32483489530277176,upw_ks,9177
281,ks_193,none,5.995252716887667,upw_ks,9185
282,ks_194,none,3.8215030689099274,upw_ks,9187
283,ks_195,none,0.7752202710921092,upw_ks,9188
284,ks_196,none,0.9404974469269338,upw_ks,9217
285,ks_197,none,9.137490845289682e-06,upw_ks,10100
286,ks_198,none,0.00042666163267905547,upw_ks,10110
287,ks_199,none,0.00021860616433157205,upw_ks,10120
288,ks_200,none,0.00036907836527616924,upw_ks,10140
289,ks_201,none,1.754869242397547e-05,upw_ks,10160
290,ks_202,none,0.0001466922275561652,upw_ks,10170
291,ks_203,none,0.00017553814905634074,upw_ks,10180
292,ks_204,none,6.656610402879697e-05,upw_ks,10190
293,ks_205,none,0.0001597228086660425,upw_ks,10200
294,ks_206,none,0.0007751331177333857,upw_ks,10210
295,ks_207,none,0.003587785341825477,upw_ks,10220
296,ks_208,none,1.2705132733616076e-05,upw_ks,11140
297,ks_209,none,0.00014295562626999217,upw_ks,11160
298,ks_210,none,0.00033120138932965797,upw_ks,11180
299,ks_211,none,4.857686336165244e-05,upw_ks,11190
300,ks_212,none,0.0003133822506760772,upw_ks,11200
301,ks_213,none,2.0377092692258923e-05,upw_ks,11210
302,ks_214,none,4.123017411534077e-05,upw_ks,11220
303,ks_215,none,0.0002613504002993247,upw_ks,12100
304,ks_216,none,0.0001679251070375757,upw_ks,12120
305,ks_217,none,0.0007579427507875796,upw_ks,12130
306,ks_218,none,7.043455654988018e-05,upw_ks,12140
307,ks_219,none,0.000328029180615545,upw_ks,12150
308,ks_220,none,4.451505383688032e-05,upw_ks,12160
309,ks_221,none,0.00010033439699628406,upw_ks,12170
310,ks_222,none,0.00010564552801994657,upw_ks,12180
311,ks_223,none,0.00012332690694353838,upw_ks,12200
312,ks_224,none,6.950733965973817e-05,upw_ks,12210
313,ks_225,none,2.7583336374457036e-05,upw_ks,12220
314,ks_226,none,0.0003609174277828481,upw_ks,13100
315,ks_227,none,0.0004043119404274055,upw_ks,13110
316,ks_228,none,0.0003135992174770451,upw_ks,13120
317,ks_229,none,3.708985561222719e-05,upw_ks,13140
318,ks_230,none,9.685897584573584e-05,upw_ks,13150
319,ks_231,none,4.1556624779563514e-05,upw_ks,13160
320,ks_232,none,0.003919860700977791,upw_ks,13180
321,ks_233,none,9.464764491766066e-05,upw_ks,13200
322,ks_234,none,6.280804854797555e-06,upw_ks,13210
323,ks_235,none,0.0002391892972677081,upw_ks,13220
324,ks_236,none,3.5469263296078525e-05,upw_ks,14100
325,ks_237,none,3.5423881842326506e-05,upw_ks,14110
326,ks_238,none,8.891757898572353e-06,upw_ks,14120
327,ks_239,none,0.001190778000228768,upw_ks,14130
328,ks_240,none,0.0004736359085753395,upw_ks,14140
329,ks_241,none,0.00020129520962866953,upw_ks,14150
330,ks_242,none,1.203580108883961e-05,upw_ks,14160
331,ks_243,none,1.4990273314695163e-05,upw_ks,14170
332,ks_244,none,4.9830062327643305e-06,upw_ks,14180
333,ks_245,none,4.934917055366316e-05,upw_ks,14190
334,ks_246,none,0.00011887250594815538,upw_ks,14210
335,vka_ratio_1,none,0.13310269330116567,upw_vka,14210
336,vka_ratio_2,none,0.12482180597495408,upw_vka,14210
337,vka_ratio_3,none,0.1623507151071546,upw_vka,14210
