FID,index,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2,subbasin
0,512.000000000000000,513.000000000000000,1.000000000000000,0.000000000000000,101.000000000000000,0.000000000000000,0.000000000000000,240.724380493199988,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
1,641.000000000000000,642.000000000000000,1.000000000000000,0.000000000000000,365.000000000000000,0.000000000000000,0.000000000000000,390.810302734400011,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16
2,515.000000000000000,516.000000000000000,1.000000000000000,0.000000000000000,88.000000000000000,0.000000000000000,0.000000000000000,187.986618042000003,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
3,516.000000000000000,517.000000000000000,1.000000000000000,0.000000000000000,97.000000000000000,0.000000000000000,0.000000000000000,383.720336914100017,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
4,517.000000000000000,518.000000000000000,1.000000000000000,0.000000000000000,88.000000000000000,0.000000000000000,0.000000000000000,461.838745117200006,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
5,518.000000000000000,519.000000000000000,1.000000000000000,0.000000000000000,76.000000000000000,0.000000000000000,0.000000000000000,11.158824920650000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
6,521.000000000000000,522.000000000000000,1.000000000000000,0.000000000000000,81.000000000000000,0.000000000000000,0.000000000000000,443.583343505900018,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
7,542.000000000000000,543.000000000000000,1.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,148.214508056600010,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2
8,550.000000000000000,551.000000000000000,1.000000000000000,0.000000000000000,438.000000000000000,0.000000000000000,0.000000000000000,1191.017333984000061,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18
9,561.000000000000000,562.000000000000000,1.000000000000000,0.000000000000000,393.000000000000000,0.000000000000000,0.000000000000000,67.301620483400001,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999106000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17
