Date,Hacienda,SCWA Diversion,Dry Creek Mouth,Healdsburg,Cloverdale,Hopland,Millview,Lake Mendocino,Calpella
Jul-06,-392822.4192,-391795.6284,-6431.935834,-53297.47173,-21650.86456,-20096.1248,-341.3395736,-357.9521224,-303.4428495
Aug-06,-364516.5674,-363678.9787,-6057.41072,-48757.68845,-20593.14356,-19006.72539,-332.788772,-246.0571399,-206.1424401
Sep-06,-320772.8897,-319906.8174,-6149.886365,-48641.42447,-19969.82297,-18470.90043,-336.3081638,-256.6447635,-229.4894084
Oct-06,-311745.0095,-310932.5671,-4461.247249,-33482.70013,-11547.14525,-10463.14122,-371.2571873,-136.065665,-128.3954125
Nov-06,-208729.4117,-207949.6728,-2941.424643,-23456.32942,-9618.649663,-8816.460119,-364.6985088,-91.80687676,-88.50978479
Dec-06,-179179.5377,-178424.9517,-2424.676576,-25381.58575,-14381.76159,-13511.40014,-3233.869368,-109.385119,-102.8668872
Jan-07,-209838.4412,-209083.8551,-2630.628742,-23984.26605,-12497.89658,-11676.3743,-3494.948384,-101.0187156,-94.50048387
Feb-07,-190903.964,-190068.5295,-2546.46215,-25402.89004,-14249.64847,-13393.08187,-3218.764949,-112.6791537,-105.46254
Mar-07,-198799.3499,-198047.7387,-2851.535989,-27759.11717,-16116.70418,-15316.02001,-3695.469439,-110.910198,-103.2399455
Apr-07,-268713.9654,-267932.1012,-3775.676675,-36094.7986,-17820.53112,-16993.15749,-4750.087994,-115.4295246,-107.503597
May-07,-285128.7206,-284286.6063,-4826.505125,-41780.61083,-18780.12534,-17681.6675,-5612.511881,-191.2655099,-160.7853948
Jun-07,-320518.348,-319482.2102,-5021.163188,-49567.50001,-22346.26147,-20885.37736,-7336.251293,-181.3617298,-163.184556
Jul-07,-332007.1478,-330950.6461,-4856.991405,-51944.27916,-25487.67254,-24017.13695,-7333.357886,-246.0571399,-206.1424401
Aug-07,-284226.8052,-283182.6021,-5239.211998,-52441.0029,-26216.54282,-24736.89379,-7411.085651,-246.0571399,-206.1424401
Sep-07,-282009.435,-280978.9434,-4747.52761,-46796.20279,-22532.41718,-21147.64885,-6511.420879,-182.2662818,-164.089108
Oct-07,-217507.2961,-216672.2787,-3972.088526,-30024.84321,-11727.12534,-10624.15274,-4081.808256,-129.1940643,-121.5238118
Nov-07,-209163.7919,-208418.0507,-2974.289136,-20936.61664,-8105.349733,-7303.160189,-3504.247766,-85.19804485,-81.90095288
Dec-07,-198397.4944,-197647.2114,-2576.439804,-18342.51375,-7441.19046,-6619.668185,-2904.835484,-103.7642034,-97.24597161
Jan-08,-170213.2623,-169466.6278,-1723.124559,-22233.42465,-13369.14677,-12639.11476,-3505.191987,-122.6759943,-116.1577626
Feb-08,-169224.0507,-168425.9241,-1932.349511,-23516.21316,-14182.63825,-13402.2592,-3653.745577,-126.5677892,-119.6000242
Mar-08,-203923.373,-203180.8158,-2134.571802,-25236.50135,-14700.4929,-13970.46089,-3125.005661,-96.01531662,-92.82458245
Apr-08,-254648.4919,-253879.4886,-3371.146187,-28375.51214,-13807.00569,-13093.15675,-4167.900328,-106.3281329,-103.0310409
May-08,-230494.1338,-229633.1629,-4210.982268,-39785.48416,-16901.29695,-15905.96818,-5848.12513,-216.1662004,-185.6860853
Jun-08,-331562.8728,-330370.1818,-4470.511279,-46975.05678,-21974.91962,-20684.13795,-6683.917987,-203.4913889,-185.3142151
Jul-08,-300555.4135,-299355.3099,-4508.225194,-49244.67298,-24732.77114,-23413.51274,-7042.284302,-229.0980694,-189.1833696
Aug-08,-263916.7953,-262554.7374,-4361.077794,-47234.76582,-25248.91405,-23929.65565,-6399.395786,-229.0980694,-189.1833696
Sep-08,-308999.0023,-307808.9013,-4175.469956,-43758.90904,-22436.12083,-21145.33916,-6549.72916,-289.5546694,-262.3993143
Oct-08,-223101.4958,-222049.5493,-3603.728686,-31819.03207,-13352.18713,-12356.85836,-4622.34854,-211.4686332,-180.9885181
Nov-08,-166994.4724,-166078.7375,-2351.366076,-19940.6397,-10326.27397,-9612.42503,-3055.920665,-100.9880583,-97.69096637
Dec-08,-157956.2605,-157131.5889,-1886.285825,-17026.3801,-8205.281153,-7475.249141,-2905.415551,-126.8277527,-120.309521
Jan-09,-161811.3168,-160986.6453,-3064.336734,-18371.03093,-6944.60137,-6258.681791,-3005.618239,-120.355894,-113.8376623
Feb-09,-196534.4045,-195621.3753,-3449.069285,-22211.27987,-10034.10523,-9317.956291,-2644.038308,-135.684657,-128.4680433
Mar-09,-165090.1719,-164277.4913,-2958.707141,-23393.50735,-12387.19293,-11706.29286,-2164.276611,-90.52034227,-87.3296081
Apr-09,-258202.0702,-257335.2681,-4422.375471,-31923.49922,-16524.48153,-15746.43806,-3586.280407,-120.2298299,-112.3039023
May-09,-237416.6936,-236455.8081,-5383.08772,-34831.36735,-13913.99375,-13131.81572,-3447.791033,-199.5591668,-169.0790517
Jun-09,-271485.6739,-270302.2772,-6364.046322,-41735.39619,-15107.5366,-13883.31535,-3684.125363,-208.2862628,-190.109089
Jul-09,-243544.9729,-242353.7914,-6610.780548,-47384.86548,-19104.34256,-17786.30527,-4730.588812,-229.0980694,-189.1833696
Aug-09,-268713.7974,-267510.2893,-6728.011525,-47810.44542,-19613.74649,-18100.53889,-4587.347838,-246.5598768,-206.645177
Sep-09,-246025.0238,-244627.5242,-6490.721622,-44762.01538,-17447.54541,-16071.90709,-4122.576534,-255.4094438,-214.164254
Oct-09,-173019.9783,-172094.181,-4996.452666,-31576.21863,-11561.42033,-10669.03012,-2749.079919,-134.6956278,-127.0253753
Nov-09,-195289.996,-194457.2688,-3645.337681,-20777.00777,-7434.708097,-6732.373165,-2686.226615,-95.58811136,-88.85260522
Dec-09,-170349.7246,-169543.6907,-3099.089793,-17022.58215,-5572.59684,-4869.581785,-2662.009795,-106.9237345,-100.4055028
Jan-10,-158390.6096,-157649.2235,-2201.144455,-18970.19245,-9751.383928,-8936.602275,-2459.667319,-114.9973074,-108.4790757
Feb-10,-177230.373,-176416.4561,-2284.268971,-21821.57589,-12320.9757,-11604.96134,-2752.081677,-98.36451081,-94.83191227
Mar-10,-196557.1869,-195812.8778,-2344.131076,-21916.34049,-12085.1568,-11420.11088,-2761.482103,-88.84536461,-85.65463044
Apr-10,-120991.1983,-120180.9439,-2500.187504,-23396.08192,-12816.26192,-12121.48386,-2618.472962,-101.4917144,-98.19462238
May-10,-178589.6436,-177803.2932,-3352.983496,-23832.14184,-7887.090882,-7114.734045,-2849.146853,-114.9349173,-107.2646648
Jun-10,-264195.1982,-263430.3402,-5093.036721,-35090.28719,-12127.15253,-11002.92503,-4070.266325,-189.5238275,-171.3466537
Jul-10,-274010.9236,-273229.4652,-4819.539261,-45481.8764,-22040.47146,-20524.8774,-5946.846965,-246.0571399,-206.1424401
Aug-10,-296158.4206,-295389.9059,-4793.520393,-44911.08749,-21886.08567,-20302.1097,-5808.012589,-261.2886069,-235.009231
Sep-10,-260674.9404,-259868.0846,-4647.014432,-42214.61911,-19597.16302,-18186.50489,-5254.638584,-322.2552704,-304.0780966
Oct-10,-216673.7647,-216049.3679,-3277.549809,-33492.51976,-16147.64574,-14917.78745,-4194.364356,-122.7905959,-92.3104808
Nov-10,-170268.3457,-169740.2445,-2423.15432,-20330.26955,-10127.98377,-9402.915386,-2673.427484,-167.4151689,-160.6796628
Dec-10,-184263.4488,-183735.6463,-2268.750775,-20621.15055,-11107.2498,-10343.49823,-2336.208253,-114.9973074,-108.4790757
Jan-11,-145091.6536,-144570.4451,-1744.524709,-20099.60744,-11847.57234,-11155.86598,-2305.526034,-114.9973074,-108.4790757
Feb-11,-166159.3241,-165594.0337,-1777.180736,-20609.90611,-11862.73527,-11089.41626,-2360.630245,-121.1049531,-113.8883394
Mar-11,-137499.199,-136973.358,-1695.9346,-19961.80722,-11699.23404,-11035.40922,-2303.774013,-162.0146796,-155.4964479
Apr-11,-152539.6411,-152074.6452,-2142.649935,-20134.85997,-8638.45714,-7928.537374,-2517.070506,-93.24482675,-89.79199213
May-11,-248899.2133,-248416.2818,-2970.777952,-24117.55147,-8961.270484,-7999.642309,-3470.257149,-114.2008823,-106.5306297
Jun-11,-219448.9965,-218844.9074,-3832.847346,-32653.23066,-12152.01515,-11064.71827,-4163.8322,-189.1026328,-171.3466537
Jul-11,-251242.7688,-250572.383,-4244.305174,-40455.29916,-18302.10128,-16972.64822,-5696.323917,-246.0571399,-206.1424401
Aug-11,-303258.8211,-302611.27,-4134.377697,-42656.36258,-21471.43661,-19885.01844,-5973.886486,-246.0571399,-206.1424401
Sep-11,-264284.4796,-263586.386,-4107.054637,-44044.73543,-22031.40984,-20694.92258,-5827.390113,-254.2590445,-213.0138547
Oct-11,-184311.5042,-183774.0649,-2685.303342,-31624.90497,-14828.40369,-13783.13178,-3494.838532,-196.7489085,-166.2687934
Nov-11,-184314.1345,-183858.0918,-1877.643145,-22896.6447,-12993.4253,-12164.10235,-2759.932076,-167.4151689,-160.6796628
Dec-11,-186398.7837,-185959.2837,-1718.027346,-21895.15372,-12539.73156,-11843.69208,-2623.066532,-109.385119,-102.8668872
Jan-12,-167169.5061,-166735.6232,-1732.931248,-21844.22254,-12169.2249,-11421.89899,-2658.536989,-109.385119,-102.8668872
Feb-12,-171510.9948,-171064.6266,-1757.881694,-21739.33348,-12120.27175,-11353.08046,-2572.591264,-173.1881058,-166.2203408
Mar-12,-160291.6723,-159869.706,-1683.095164,-21041.1507,-11670.38083,-10945.35912,-2503.488457,-73.13033542,-66.61210368
Apr-12,-167148.3505,-166698.0355,-1871.308115,-22110.70963,-11923.52981,-11126.68956,-2660.280333,-118.7660812,-110.8401536
May-12,-282930.9786,-282408.2672,-3438.818718,-32017.1859,-14163.94202,-13099.13242,-4462.205323,-200.2253702,-169.7452551
Jun-12,-281399.428,-280738.7864,-3760.190986,-35954.64661,-13537.9949,-12229.88146,-321.6349982,-202.8427726,-171.3466537
Jul-12,-332458.3954,-331818.397,-3936.564856,-38118.65343,-15400.43533,-14010.4927,-311.3817862,-354.1159238,-314.201224
Aug-12,-285381.8478,-284742.1324,-3841.265156,-39397.04261,-16196.02506,-14736.57996,-333.2395731,-298.6562703,-258.7415705
Sep-12,-273721.9962,-273111.9979,-3525.088304,-36371.20008,-14808.90922,-13232.70089,-346.492634,-360.114589,-332.9592339
Oct-12,-266372.046,-265824.708,-2813.618878,-29340.34293,-11514.41426,-10294.52427,-274.0069367,-200.2253702,-169.7452551
Nov-12,-165891.6145,-165434.5144,-1769.89715,-20122.69122,-10227.71232,-9339.92958,-1526.272463,-93.08015209,-89.78306012
Dec-12,-159014.8886,-158594.0638,-1586.343467,-21767.10797,-12482.66979,-11691.83284,-2450.492482,-109.385119,-102.8668872
Jan-13,-178732.8499,-178310.4466,-1505.691445,-21646.11458,-11523.08967,-10852.76386,-2526.532521,-105.6927792,-101.6265204
Feb-13,-168899.8777,-168504.8498,-1647.662345,-22895.85284,-11632.51072,-10827.76148,-2597.802953,-117.6659323,-114.5835302
Mar-13,-172689.1233,-172275.7756,-1825.194371,-24646.52497,-11792.81585,-10987.25297,-2686.839069,-87.87483899,-82.18451878
Apr-13,-244271.4046,-243794.4625,-2396.710532,-27352.13531,-13499.88163,-12527.02103,-3373.38884,-131.852499,-123.1839189
May-13,-268584.7444,-267862.8284,-3203.600344,-35647.20277,-15325.33285,-13961.42631,-4859.551814,-188.7398279,-162.9856585
Jun-13,-282146.443,-281482.6684,-3353.569391,-39225.47364,-17707.1117,-16241.75514,-5475.755784,-276.9224785,-238.9296188
Jul-13,-328809.6461,-328020.7055,-3736.724556,-46493.01577,-22415.40458,-20715.17679,-6410.497916,-379.8225709,-308.9377881
Aug-13,-260460.1285,-259685.7498,-3614.088083,-45217.23138,-22010.51353,-20368.27468,-6269.689217,-372.1321403,-310.4544421
Sep-13,-264594.5348,-263897.469,-3939.581117,-43249.86473,-19544.61887,-17856.98553,-5461.845728,-193.9069151,-173.2890696
Oct-13,-272207.493,-271523.7397,-3481.249463,-33716.99528,-13620.58133,-12154.65086,-4508.83671,-163.7708314,-160.5837636
Nov-13,-207726.6798,-207219.4788,-2434.172773,-27913.36059,-14078.28107,-12989.17421,-3512.262281,-88.78252152,-88.2778007
Dec-13,-211375.5113,-210917.83,-1930.464648,-24225.52586,-13092.94071,-12182.94633,-3088.008406,-92.83460931,-91.85773031
Jan-14,-195687.3386,-195276.7874,-1785.017054,-24133.05225,-13395.57797,-12625.642,-4069.19049,-84.61452722,-83.58880291
Feb-14,-183006.6865,-182629.2508,-1377.701609,-19905.19635,-11962.32716,-11223.19211,-3452.422032,-88.23668959,-87.66887793
Mar-14,-169225.9757,-168854.0341,-1541.198199,-19350.02896,-10941.01738,-10194.4601,-2492.348509,-112.5520198,-105.0300416
Apr-14,-224981.082,-224503.0352,-1810.751346,-22926.0079,-12864.98091,-11828.28749,-3469.122929,-134.5527844,-125.4299436
May-14,-229255.3406,-228670.2778,-2639.833668,-27838.70977,-14757.1967,-13727.43294,-3983.181903,-184.8677956,-163.9259244
Jun-14,-266498.2586,-265854.4018,-3060.231297,-35712.98016,-17586.51065,-16389.34834,-4679.238744,-341.5217583,-317.2194189
Jul-14,-281696.866,-280925.4892,-3222.485989,-37868.55847,-17862.44868,-16499.26404,-4521.628348,-344.935842,-305.8239973
Aug-14,-217728.7499,-217060.2483,-4248.579697,-38665.3267,-17155.12979,-15861.87,-4135.178653,-300.1002419,-263.08869
Sep-14,-267985.7821,-267245.5157,-4471.333821,-34432.79061,-13529.09519,-12245.58667,-3566.731579,-346.6825355,-324.2476656
Oct-14,-194736.994,-194163.601,-3267.896539,-27996.9558,-12873.19991,-11821.94746,-2873.009343,-181.0579625,-168.6637938
Nov-14,-169598.9835,-169213.0591,-1487.077769,-24745.44856,-11193.02323,-10467.90121,-2325.073341,-98.43533771,-90.80142527
Dec-14,-183709.413,-183333.9802,-2168.424741,-22538.32136,-10736.51935,-10128.43299,-2175.386631,-89.19781594,-85.16818474
Jan-15,-131372.3213,-131014.7672,-573.3376156,-16767.18081,-11177.02929,-10406.31508,-2628.903401,-94.39102325,-90.5201351
Feb-15,-137554.7895,-137156.9576,-408.2424576,-17086.03608,-11567.18464,-10872.34691,-3245.469898,-123.8946406,-120.2038647
Mar-15,-169816.7554,-169378.3705,-455.9560068,-18816.68553,-12191.34033,-11474.49143,-3068.927925,-132.1417106,-127.1718321
Apr-15,-164497.4153,-164003.5312,-526.0294087,-16077.63446,-8687.892615,-7917.808889,-2131.164216,-142.3633494,-133.7578481
May-15,-186050.9957,-185494.5543,-2147.179274,-22660.1012,-9357.709262,-8551.10664,-2589.440759,-205.3578597,-175.3432128
Jun-15,-232890.6979,-232156.7376,-1997.191724,-29911.89956,-13941.67979,-12904.4457,-3341.877413,-311.1382624,-281.9779787
Jul-15,-169220.5923,-168538.9586,-2362.614181,-32976.75816,-14943.2576,-13952.87565,-3523.943289,-311.0901452,-264.6883314
Aug-15,-189112.606,-188461.2964,-2721.616866,-33040.13399,-15184.38082,-14139.94174,-3495.531408,-301.6266174,-268.9499717
Sep-15,-210925.7263,-210170.0421,-2494.500109,-30073.73172,-13116.08399,-11802.66262,-2763.268477,-357.0293259,-332.4746257
Oct-15,-214015.5303,-213442.5083,-2097.664863,-25717.16855,-11900.01844,-10929.20195,-3012.902771,-184.3451646,-174.6374168
Nov-15,-134231.8779,-133788.655,-424.1303199,-15927.63964,-9333.178922,-8589.97007,-2313.46856,-175.1717689,-162.62944
Dec-15,-147331.9806,-146918.3976,-293.6412474,-14707.41993,-9235.618533,-8536.353878,-1950.373652,-113.2990399,-100.8316052
