name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0900085,1.92474,-3.93949,3.75948,-0.0429082,0.246053,-0.535014,0.449197
ks_10,0.247122,1.92474,-3.60236,4.09661,0.247213,1.92468,-3.60215,4.09658
ks_100,-5,1.92474,-8.84949,-1.15051,-4.96782,0.806232,-6.58029,-3.35536
ks_101,-3.07402,1.92474,-6.92351,0.775465,-3.07407,1.91735,-6.90877,0.760633
ks_102,-4.09909,1.92474,-7.94857,-0.249602,-4.09914,1.9224,-7.94393,-0.254345
ks_103,-3.3589,1.92474,-7.20838,0.490588,-3.35997,1.91804,-7.19606,0.476121
ks_104,-5,1.92474,-8.84949,-1.15051,-5,1.88449,-8.76898,-1.23102
ks_106,-3.83823,1.92474,-7.68772,0.0112512,-3.83828,1.92169,-7.68167,0.00510342
ks_107,-3.50405,1.92474,-7.35353,0.345437,-3.50434,1.91319,-7.33072,0.322038
ks_108,0.637547,1.92474,-3.21194,4.48703,0.637519,1.92467,-3.21181,4.48685
ks_109,0.838043,1.92474,-3.01144,4.68753,0.838283,1.87622,-2.91415,4.59072
ks_11,-0.490698,1.92474,-4.34018,3.35879,-0.493438,1.6579,-3.80924,2.82237
ks_110,0.594602,1.92474,-3.25488,4.44409,0.594417,1.92253,-3.25065,4.43949
ks_111,0.685636,1.92474,-3.16385,4.53512,0.682366,1.71692,-2.75147,4.1162
ks_112,0.496188,1.92474,-3.3533,4.34567,0.495984,1.89606,-3.29615,4.28811
ks_113,0.0269262,1.92474,-3.82256,3.87641,0.0251455,1.16481,-2.30448,2.35477
ks_114,0.889733,1.92474,-2.95975,4.73922,0.896722,0.749805,-0.602888,2.39633
ks_115,0.80789,1.92474,-3.04159,4.65738,0.808142,1.90982,-3.0115,4.62778
ks_116,-0.399165,1.92474,-4.24865,3.45032,-0.400777,1.80902,-4.01882,3.21727
ks_117,1.12743,1.92474,-2.72206,4.97691,1.12924,1.30373,-1.47822,3.73671
ks_118,0.309221,1.92474,-3.54026,4.15871,0.309201,1.91608,-3.52297,4.14137
ks_119,1.01936,1.92474,-2.83012,4.86885,1.01926,1.89823,-2.77721,4.81572
ks_12,0.951862,1.92474,-2.89762,4.80135,0.951867,1.92469,-2.89751,4.80125
ks_120,-0.795898,1.92474,-4.64538,3.05359,-0.797025,1.59621,-3.98945,2.3954
ks_121,0.331828,1.92474,-3.51766,4.18131,0.333151,1.81299,-3.29282,3.95912
ks_122,1.58533,1.92474,-2.26415,5.43482,1.58535,1.70791,-1.83047,5.00118
ks_123,1.0499,1.92474,-2.79958,4.89939,1.04908,1.85799,-2.66689,4.76506
ks_124,0.302602,1.92474,-3.54688,4.15209,0.302595,1.92471,-3.54682,4.15201
ks_125,2.69897,1.92474,-1.15051,6.54846,2.69792,0.904858,0.888201,4.50763
ks_126,2.69897,1.92474,-1.15051,6.54846,2.69897,1.86088,-1.02279,6.42073
ks_127,0.290414,1.92474,-3.55907,4.1399,0.289061,1.89586,-3.50267,4.08079
ks_128,0.5267,1.92474,-3.32279,4.37618,0.527154,1.10988,-1.69261,2.74692
ks_129,0.777639,1.92474,-3.07185,4.62712,0.777382,1.92446,-3.07154,4.62631
ks_13,0.239501,1.92474,-3.60998,4.08899,0.241012,0.53319,-0.825369,1.30739
ks_130,1.1557,1.92474,-2.69379,5.00518,1.15155,1.8173,-2.48304,4.78614
ks_131,-3.69638,1.92474,-7.54587,0.1531,-3.69643,1.9212,-7.53883,0.145969
ks_132,-3.69858,1.92474,-7.54806,0.150906,-3.69853,1.921,-7.54054,0.143475
ks_133,-3.69466,1.92474,-7.54415,0.154821,-3.69428,1.92115,-7.53658,0.148024
ks_134,-1.58019,1.92474,-5.42967,2.2693,-1.58018,1.92469,-5.42955,2.26919
ks_135,-3.7994,1.92474,-7.64889,0.0500811,-3.79945,1.92157,-7.64259,0.0436856
ks_136,-3.53604,1.92474,-7.38552,0.313448,-3.53631,1.9132,-7.36271,0.290086
ks_137,-2.37772,1.92474,-6.2272,1.47177,-2.37796,1.89619,-6.17034,1.41441
ks_138,0.799706,1.92474,-3.04978,4.64919,0.799396,1.92432,-3.04925,4.64804
ks_139,-3.64043,1.92474,-7.48991,0.209059,-3.64047,1.92098,-7.48243,0.201486
ks_14,0.657167,1.92474,-3.19232,4.50665,0.656776,1.924,-3.19123,4.50479
ks_141,-3.70371,1.92474,-7.5532,0.145771,-3.70376,1.92123,-7.54622,0.138695
