name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0900085,1.92474,-3.93949,3.75948,-0.0900346,0.240885,-0.571804,0.391735
ks_10,0.247122,1.92474,-3.60236,4.09661,0.247128,1.92474,-3.60234,4.0966
ks_100,-5,1.92474,-8.84949,-1.15051,-5,0.797655,-6.59531,-3.40469
ks_101,-3.07402,1.92474,-6.92351,0.775465,-3.07402,1.92474,-6.9235,0.775462
ks_102,-4.09909,1.92474,-7.94857,-0.249602,-4.09909,1.92474,-7.94857,-0.249604
ks_103,-3.3589,1.92474,-7.20838,0.490588,-3.35897,1.92337,-7.20571,0.487774
ks_104,-5,1.92474,-8.84949,-1.15051,-5,1.88443,-8.76886,-1.23114
ks_105,-4.99568,1.92474,-8.84516,-1.14619,-4.99567,1.92464,-8.84495,-1.14639
ks_106,-3.83823,1.92474,-7.68772,0.0112512,-3.83823,1.92474,-7.68772,0.0112509
ks_107,-3.50405,1.92474,-7.35353,0.345437,-3.50411,1.91803,-7.34018,0.331961
ks_108,0.637547,1.92474,-3.21194,4.48703,0.637514,1.92457,-3.21163,4.48666
ks_109,0.838043,1.92474,-3.01144,4.68753,0.83799,1.92287,-3.00776,4.68374
ks_11,-0.490698,1.92474,-4.34018,3.35879,-0.49167,1.60737,-3.7064,2.72306
ks_110,0.594602,1.92474,-3.25488,4.44409,0.594503,1.92282,-3.25114,4.44014
ks_111,0.685636,1.92474,-3.16385,4.53512,0.683268,1.74393,-2.80459,4.17112
ks_112,0.496188,1.92474,-3.3533,4.34567,0.496817,1.90459,-3.31237,4.306
ks_113,0.0269262,1.92474,-3.82256,3.87641,0.0259754,1.11837,-2.21076,2.26271
ks_114,0.889733,1.92474,-2.95975,4.73922,0.889754,0.805604,-0.721454,2.50096
ks_115,0.80789,1.92474,-3.04159,4.65738,0.807899,1.89703,-2.98615,4.60195
ks_116,-0.399165,1.92474,-4.24865,3.45032,-0.400396,1.72338,-3.84716,3.04637
ks_117,1.12743,1.92474,-2.72206,4.97691,1.12743,1.63798,-2.14853,4.40338
ks_118,0.309221,1.92474,-3.54026,4.15871,0.309221,1.91033,-3.51143,4.12987
ks_119,1.01936,1.92474,-2.83012,4.86885,1.01936,1.90056,-2.78177,4.82049
ks_12,0.951862,1.92474,-2.89762,4.80135,0.951861,1.92474,-2.89762,4.80135
ks_120,-0.795898,1.92474,-4.64538,3.05359,-0.796055,1.57166,-3.93938,2.34727
