name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0733276,1.92474,-3.92281,3.77616,-0.0722982,0.237688,-0.547674,0.403078
ks_10,0.246582,1.92474,-3.6029,4.09607,0.246573,1.91991,-3.59324,4.08639
ks_100,-5,2.17474,-9.34949,-0.650515,-4.99906,2.15535,-9.30977,-0.688348
ks_101,-3.07444,1.92474,-6.92393,0.775043,-3.07444,1.91799,-6.91043,0.761547
ks_102,-4.10073,2.17474,-8.45021,0.248758,-4.10071,2.17165,-8.44401,0.242591
ks_103,-3.36421,1.92474,-7.21369,0.485275,-3.36456,1.91832,-7.20121,0.47208
ks_104,-5,2.17474,-9.34949,-0.650515,-5.00007,2.17334,-9.34675,-0.653379
ks_105,-4.99568,2.17474,-9.34516,-0.646194,-4.99567,2.17333,-9.34233,-0.649003
ks_106,-3.83841,1.92474,-7.6879,0.0110746,-3.83841,1.92196,-7.68232,0.00550915
ks_107,-3.5071,1.92474,-7.35659,0.342382,-3.5071,1.91139,-7.32988,0.31569
ks_108,0.648601,1.92474,-3.20088,4.49809,0.648494,1.92407,-3.19965,4.49664
ks_109,0.855804,1.92474,-2.99368,4.70529,0.854611,1.87663,-2.89865,4.60787
ks_11,-0.513501,1.92474,-4.36299,3.33598,-0.513013,1.76865,-4.05032,3.02429
ks_110,0.591057,1.92474,-3.25843,4.44054,0.590719,1.92365,-3.25658,4.43802
ks_111,0.683327,1.92474,-3.16616,4.53281,0.640918,1.70825,-2.77559,4.05743
ks_112,0.501648,1.92474,-3.34784,4.35113,0.504549,1.9196,-3.33465,4.34374
ks_113,-0.995705,1.92474,-4.84519,2.85378,-0.995214,0.427718,-1.85065,-0.139777
ks_114,0.916144,1.92474,-2.93334,4.76563,0.916435,0.721322,-0.526209,2.35908
ks_115,0.808699,1.92474,-3.04079,4.65818,0.80874,1.87582,-2.9429,4.56038
ks_116,-0.393246,1.92474,-4.24273,3.45624,-0.3934,1.82358,-4.04056,3.25376
ks_117,1.14226,1.92474,-2.70722,4.99175,1.14097,1.14909,-1.15721,3.43915
ks_118,0.308198,1.92474,-3.54129,4.15768,0.30809,1.91435,-3.52061,4.13679
ks_119,1.01924,1.92474,-2.83025,4.86872,1.01916,1.89654,-2.77392,4.81224
ks_12,0.951704,1.92474,-2.89778,4.80119,0.951715,1.9247,-2.89768,4.80111
