name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_111,0.683327,1.92474,-3.16616,4.53281,0.683082,1.44717,-2.21127,3.57743
ks_123,1.04673,1.92474,-2.80275,4.89622,1.04663,1.75476,-2.46289,4.55616
ks_133,-3.69697,1.92474,-7.54646,0.152515,-3.697,1.92352,-7.54404,0.15005
ks_134,-1.58016,1.92474,-5.42964,2.26933,-1.58015,1.92473,-5.42961,2.26931
ks_148,0.775739,1.92474,-3.07375,4.62522,0.775718,1.92468,-3.07364,4.62508
ks_154,1.74999,1.92474,-2.0995,5.59947,1.75,1.89862,-2.04725,5.54724
ks_175,-0.902474,1.92474,-4.75196,2.94701,-0.902469,1.92474,-4.75194,2.947
ks_186,-4.00789,2.17474,-8.35737,0.341596,-4.00788,2.17468,-8.35724,0.341472
ks_190,-5,2.17474,-9.34949,-0.650515,-5.00027,2.10445,-9.20917,-0.791373
ks_206,-5,2.17474,-9.34949,-0.650515,-5.00025,0.873301,-6.74685,-3.25365
ks_208,-4.86012,2.17474,-9.20961,-0.510636,-4.86017,1.85879,-8.57776,-1.14258
ks_21,-0.165866,1.92474,-4.01535,3.68362,-0.166086,1.35934,-2.88477,2.5526
ks_211,-4.05502,2.17474,-8.40451,0.294461,-4.05502,2.17473,-8.40449,0.29445
ks_215,-4.00833,2.17474,-8.35782,0.341154,-4.00833,2.17458,-8.35749,0.340834
ks_26,2.69897,2.17474,-1.65051,7.04846,3.69897,2.10179,-0.504614,7.90255
ks_31,0.420288,1.92474,-3.4292,4.26977,0.420288,1.91824,-3.4162,4.25678
ks_38,-0.655784,1.92474,-4.50527,3.1937,-0.655859,1.19428,-3.04442,1.7327
ks_40,-0.185744,1.92474,-4.03523,3.66374,-0.185766,1.17283,-2.53142,2.15988
ks_41,0.0579143,1.92474,-3.79157,3.9074,0.0579778,1.75526,-3.45253,3.56849
ks_42,0.35467,1.92474,-3.49482,4.20415,0.354728,1.60326,-2.8518,3.56125
ks_49,-3.68475,1.92474,-7.53423,0.164737,-3.68474,1.92283,-7.5304,0.160913
ks_51,-4.33913,2.17474,-8.68862,0.0103505,-4.33896,2.13726,-8.61347,-0.0644534
ks_65,-2.72723,1.92474,-6.57671,1.12226,-2.72728,1.92384,-6.57496,1.1204
ks_88,1.34012,1.92474,-2.50937,5.1896,1.34012,0.0552514,1.22962,1.45062
sfr_k_17,-0.997843,1.92474,-4.84733,2.85164,-0.998079,0.735926,-2.46993,0.473773
sfr_k_22,-0.969235,1.92474,-4.81872,2.88025,-0.969181,1.89865,-4.76648,2.82812
surfk_3_22,-7.51145,3.17474,-13.8609,-1.16196,-7.51144,3.17474,-13.8609,-1.16196
vka_ratio_2,0.100663,2.75e+09,-5.5e+09,5.5e+09,0.10077,0.00851741,0.0837352,0.117805
