name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0760558,1.92474,-3.92554,3.77343,-0.073399,0.258413,-0.590225,0.443427
ks_10,0.247198,1.92474,-3.60229,4.09668,0.246581,1.91931,-3.59204,4.0852
ks_100,-5,1.92474,-8.84949,-1.15051,-4.99931,0.80702,-6.61335,-3.38527
ks_101,-3.07394,1.92474,-6.92342,0.775546,-3.07444,1.91209,-6.89863,0.749742
ks_102,-4.09909,1.92474,-7.94857,-0.249602,-4.10075,1.92219,-7.94514,-0.256362
ks_103,-3.35941,1.92474,-7.2089,0.490075,-3.36398,1.91284,-7.18967,0.461708
ks_104,-5,1.92474,-8.84949,-1.15051,-5,1.87713,-8.75427,-1.24573
ks_105,-4.99568,1.92474,-8.84516,-1.14619,-4.99566,1.92362,-8.84289,-1.14842
ks_106,-3.8382,1.92474,-7.68768,0.0112871,-3.83841,1.91555,-7.66951,-0.00730585
ks_107,-3.50414,1.92474,-7.35363,0.34534,-3.50688,1.91269,-7.33227,0.318503
ks_108,0.637271,1.92474,-3.21221,4.48676,0.648606,1.92409,-3.19958,4.4968
ks_109,0.837924,1.92474,-3.01156,4.68741,0.855814,1.86939,-2.88298,4.5946
ks_11,-0.493226,1.92474,-4.34271,3.35626,-0.513485,1.68575,-3.88499,2.85802
ks_110,0.593729,1.92474,-3.25576,4.44321,0.59106,1.91531,-3.23956,4.42168
ks_112,0.496788,1.92474,-3.3527,4.34627,0.50165,1.89608,-3.29051,4.29381
ks_113,0.0210845,1.92474,-3.8284,3.87057,0.00430902,1.12125,-2.23819,2.2468
ks_114,0.889783,1.92474,-2.9597,4.73927,0.916139,0.722216,-0.528293,2.36057
ks_115,0.808334,1.92474,-3.04115,4.65782,0.808634,1.91135,-3.01406,4.63133
ks_116,-0.400685,1.92474,-4.25017,3.4488,-0.392856,1.80728,-4.00741,3.2217
ks_117,1.12747,1.92474,-2.72202,4.97695,1.14217,1.24554,-1.34892,3.63326
ks_118,0.308838,1.92474,-3.54065,4.15832,0.308198,1.91306,-3.51792,4.13431
ks_119,1.01934,1.92474,-2.83014,4.86883,1.01926,1.89717,-2.77509,4.81361
ks_12,0.951898,1.92474,-2.89759,4.80138,0.951704,1.91395,-2.87619,4.77959
ks_120,-0.796382,1.92474,-4.64587,3.0531,-0.800217,1.5105,-3.82121,2.22077
ks_121,0.332334,1.92474,-3.51715,4.18182,0.333397,1.87224,-3.41109,4.07788
ks_122,1.58572,1.92474,-2.26377,5.4352,1.59814,1.8145,-2.03086,5.22714
ks_123,1.04895,1.92474,-2.80054,4.89843,1.04673,1.86019,-2.67366,4.76711
ks_124,0.302595,1.92474,-3.54689,4.15208,0.302572,1.91643,-3.53029,4.13543
ks_125,2.69319,1.92474,-1.15629,6.54268,2.64913,1.04127,0.566585,4.73168
ks_126,2.69897,1.92474,-1.15051,6.54846,2.69163,1.85525,-1.01887,6.40212
ks_127,0.287577,1.92474,-3.56191,4.13706,0.27865,1.91664,-3.55462,4.11192
ks_128,0.527063,1.92474,-3.32242,4.37655,0.537092,1.28105,-2.02502,3.0992
ks_129,0.777694,1.92474,-3.07179,4.62718,0.778352,1.91404,-3.04974,4.60644
ks_13,0.230704,1.92474,-3.61878,4.08019,0.227435,0.566454,-0.905473,1.36034
ks_130,1.14754,1.92474,-2.70194,4.99703,1.12191,1.79483,-2.46775,4.71157
ks_131,-3.69635,1.92474,-7.54583,0.153137,-3.69653,1.92088,-7.53829,0.145242
ks_132,-3.69871,1.92474,-7.54819,0.15078,-3.70083,1.91488,-7.53059,0.128944
ks_133,-3.69472,1.92474,-7.54421,0.154761,-3.69697,1.92079,-7.53855,0.144614
ks_134,-1.58014,1.92474,-5.42963,2.26934,-1.58016,1.91459,-5.40934,2.24902
ks_135,-3.79937,1.92474,-7.64885,0.0501167,-3.79959,1.92128,-7.64216,0.0429775
ks_136,-3.536,1.92474,-7.38548,0.313485,-3.53817,1.91281,-7.36379,0.287451
ks_137,-2.37717,1.92474,-6.22666,1.47231,-2.38149,1.89678,-6.17506,1.41207
