193
basin_dprst_volop 1
basin_cfs 1
swrad 35005
swrad 58328
swrad 39556
tminc 3872
tmaxc 3872
tminc 24089
tmaxc 24089
tminc 39556
tmaxc 39556
tminc 58328
tmaxc 58328
tminc 73774
tmaxc 73774
potet 39556
potet 69475
sub_cfs 1
sub_cfs 2
sub_cfs 3
sub_cfs 4
sub_cfs 5
sub_cfs 6
sub_cfs 7
sub_cfs 8
sub_cfs 9
sub_cfs 10
sub_cfs 11
sub_cfs 12
sub_cfs 13
sub_cfs 14
sub_cfs 15
sub_cfs 16
sub_cfs 17
sub_cfs 18
sub_cfs 19
sub_cfs 20
sub_cfs 21
sub_cfs 22
sub_inq 1
sub_inq 2
sub_inq 3
sub_inq 4
sub_inq 5
sub_inq 6
sub_inq 7
sub_inq 8
sub_inq 9
sub_inq 10
sub_inq 11
sub_inq 12
sub_inq 13
sub_inq 14
sub_inq 15
sub_inq 16
sub_inq 17
sub_inq 18
sub_inq 19
sub_inq 20
sub_inq 21
sub_inq 22
subinc_precip 1
subinc_precip 2
subinc_precip 3
subinc_precip 4
subinc_precip 5
subinc_precip 6
subinc_precip 7
subinc_precip 8
subinc_precip 9
subinc_precip 10
subinc_precip 11
subinc_precip 12
subinc_precip 13
subinc_precip 14
subinc_precip 15
subinc_precip 16
subinc_precip 17
subinc_precip 18
subinc_precip 19
subinc_precip 20
subinc_precip 21
subinc_precip 22
subinc_actet 1
subinc_actet 2
subinc_actet 3
subinc_actet 4
subinc_actet 5
subinc_actet 6
subinc_actet 7
subinc_actet 8
subinc_actet 9
subinc_actet 10
subinc_actet 11
subinc_actet 12
subinc_actet 13
subinc_actet 14
subinc_actet 15
subinc_actet 16
subinc_actet 17
subinc_actet 18
subinc_actet 19
subinc_actet 20
subinc_actet 21
subinc_actet 22
sub_sroff 1
sub_sroff 2
sub_sroff 3
sub_sroff 4
sub_sroff 5
sub_sroff 6
sub_sroff 7
sub_sroff 8
sub_sroff 9
sub_sroff 10
sub_sroff 11
sub_sroff 12
sub_sroff 13
sub_sroff 14
sub_sroff 15
sub_sroff 16
sub_sroff 17
sub_sroff 18
sub_sroff 19
sub_sroff 20
sub_sroff 21
sub_sroff 22
subinc_sroff 1
subinc_sroff 2
subinc_sroff 3
subinc_sroff 4
subinc_sroff 5
subinc_sroff 6
subinc_sroff 7
subinc_sroff 8
subinc_sroff 9
subinc_sroff 10
subinc_sroff 11
subinc_sroff 12
subinc_sroff 13
subinc_sroff 14
subinc_sroff 15
subinc_sroff 16
subinc_sroff 17
subinc_sroff 18
subinc_sroff 19
subinc_sroff 20
subinc_sroff 21
subinc_sroff 22
subinc_interflow 1
subinc_interflow 2
subinc_interflow 3
subinc_interflow 4
subinc_interflow 5
subinc_interflow 6
subinc_interflow 7
subinc_interflow 8
subinc_interflow 9
subinc_interflow 10
subinc_interflow 11
subinc_interflow 12
subinc_interflow 13
subinc_interflow 14
subinc_interflow 15
subinc_interflow 16
subinc_interflow 17
subinc_interflow 18
subinc_interflow 19
subinc_interflow 20
subinc_interflow 21
subinc_interflow 22
subinc_gwflow 1
subinc_gwflow 2
subinc_gwflow 3
subinc_gwflow 4
subinc_gwflow 5
subinc_gwflow 6
subinc_gwflow 7
subinc_gwflow 8
subinc_gwflow 9
subinc_gwflow 10
subinc_gwflow 11
subinc_gwflow 12
subinc_gwflow 13
subinc_gwflow 14
subinc_gwflow 15
subinc_gwflow 16
subinc_gwflow 17
subinc_gwflow 18
subinc_gwflow 19
subinc_gwflow 20
subinc_gwflow 21
subinc_gwflow 22
