Date, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
1990-01-01, 3.059E-03, 7.321E-03, 5.944E-03, 1.628E-02, 4.120E-03, 3.740E-04, 4.338E-04, 5.099E-04, 1.032E-04, 4.530E-03, 7.664E-03, 5.424E-03, 8.246E-03, 2.467E-04, 7.603E-04, 2.852E-03, 6.835E-03, 5.267E-03, 1.023E-03, 8.945E-03, 6.640E-04, 4.385E-06
1990-01-02, 9.424E-04, 1.374E-10, 1.272E-04, 3.408E-03, 2.469E-03, 2.408E-03, 3.871E-03, 5.509E-03, 7.764E-03, 7.360E-04, 5.691E-06, 6.429E-04, 0.000E+00, 9.098E-04, 2.430E-04, 0.000E+00, 4.088E-03, 8.459E-03, 2.325E-03, 1.997E-02, 1.226E-03, 5.163E-04
1990-01-03, 8.098E-07, 3.490E-12, 0.000E+00, 1.087E-05, 1.046E-05, 0.000E+00, 0.000E+00, 0.000E+00, 1.330E-06, 0.000E+00, 4.856E-06, 1.140E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.717E-06, 0.000E+00, 0.000E+00, 1.642E-04, 0.000E+00, 0.000E+00
1990-01-04, 7.208E-07, 0.000E+00, 0.000E+00, 9.955E-06, 9.519E-06, 0.000E+00, 0.000E+00, 0.000E+00, 1.178E-06, 0.000E+00, 4.179E-06, 1.009E-06, 0.000E+00, 0.000E+00, 0.000E+00,-1.873E-13, 5.092E-06, 0.000E+00, 0.000E+00, 1.446E-04, 0.000E+00, 0.000E+00
1990-01-05, 6.454E-07, 4.012E-10, 1.258E-11, 9.195E-06, 8.722E-06, 0.000E+00, 0.000E+00, 0.000E+00, 1.048E-06, 0.000E+00, 3.623E-06, 8.981E-07, 0.000E+00, 0.000E+00, 0.000E+00,-1.873E-13, 4.554E-06, 0.000E+00, 0.000E+00, 1.283E-04, 0.000E+00, 0.000E+00
1990-01-06, 2.204E-04, 8.302E-04, 2.246E-04, 8.565E-04, 2.152E-03, 3.643E-03, 1.065E-08, 1.670E-31, 9.363E-07, 9.202E-36, 8.363E-03, 4.479E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.088E-06, 0.000E+00, 0.000E+00, 1.150E-04, 0.000E+00, 6.749E-05
1990-01-07, 5.976E-02, 1.001E-01, 6.980E-02, 1.761E-01, 7.585E-02, 5.897E-02, 1.395E-02, 1.659E-02, 5.892E-03, 4.492E-02, 4.337E-02, 3.744E-02, 8.531E-02, 3.428E-03, 7.816E-03, 2.778E-02, 7.948E-02, 4.434E-02, 7.297E-02, 3.618E-02, 6.340E-02, 1.572E-03
1990-01-08, 7.012E-02, 3.657E-02, 8.692E-03, 4.018E-02, 2.632E-02, 3.234E-02, 4.210E-02, 5.816E-02, 8.512E-02, 1.038E-02, 3.237E-03, 6.462E-03, 4.410E-03, 1.052E-02, 2.706E-03, 1.363E-03, 2.807E-02, 5.716E-02, 9.093E-02, 5.490E-02, 7.123E-02, 7.823E-03
1990-01-09, 1.211E-02, 2.466E-03, 3.181E-04, 3.609E-03, 2.770E-03, 2.203E-03, 2.341E-03, 3.132E-03, 3.550E-03, 4.107E-04, 6.446E-05, 1.505E-04, 0.000E+00, 4.834E-04, 9.668E-05, 2.833E-05, 9.309E-04, 1.264E-03, 1.210E-02, 3.835E-02, 1.386E-02, 4.756E-04
1990-01-10, 1.510E-05, 5.849E-10, 3.015E-11, 2.693E-04, 1.873E-04, 8.678E-16, 0.000E+00, 0.000E+00, 2.320E-05, 0.000E+00, 5.648E-05, 9.460E-06, 0.000E+00, 0.000E+00, 0.000E+00, 7.747E-06, 2.000E-04, 1.034E-04, 0.000E+00, 1.421E-03, 0.000E+00, 0.000E+00
1990-01-11, 1.299E-05, 1.511E-09, 1.174E-10, 2.304E-04, 1.605E-04, 1.846E-15, 0.000E+00, 0.000E+00, 1.942E-05, 0.000E+00, 3.657E-05, 8.200E-06, 0.000E+00, 0.000E+00, 0.000E+00, 6.160E-06, 1.781E-04, 8.522E-05, 0.000E+00, 1.217E-03, 0.000E+00, 0.000E+00
1990-01-12, 1.799E-02, 1.422E-02, 1.866E-02, 5.165E-02, 2.291E-02, 2.129E-02, 1.099E-02, 1.315E-02, 7.588E-03, 2.977E-02, 4.330E-02, 3.151E-02, 5.465E-02, 2.585E-03, 4.897E-03, 1.759E-02, 4.959E-02, 1.043E-02, 4.486E-03, 2.562E-02, 3.068E-03, 9.746E-04
1990-01-13, 4.324E-02, 3.629E-02, 2.157E-02, 6.473E-02, 3.888E-02, 5.457E-02, 9.464E-02, 6.888E-02, 9.044E-02, 7.135E-02, 1.065E-01, 7.665E-02, 1.286E-01, 1.454E-02, 1.172E-02, 4.319E-02, 1.435E-01, 9.945E-02, 1.254E-01, 1.164E-01, 9.552E-02, 8.642E-03
1990-01-14, 7.614E-03, 1.205E-03, 7.728E-04, 5.031E-03, 3.574E-03, 1.681E-02, 4.021E-02, 4.852E-02, 6.928E-02, 2.410E-02, 6.306E-03, 1.348E-02, 3.504E-02, 1.032E-02, 4.336E-03, 1.228E-02, 5.964E-02, 5.645E-02, 6.795E-02, 1.186E-01, 5.265E-02, 6.591E-03
1990-01-15, 3.145E-04, 0.000E+00, 0.000E+00, 4.227E-04, 6.383E-04, 1.218E-03, 1.075E-03, 1.214E-03, 1.556E-03, 1.233E-03, 5.422E-04, 6.554E-04, 1.751E-03, 3.056E-04, 1.316E-04, 6.567E-04, 3.475E-03, 1.488E-03, 4.161E-04, 4.379E-03, 1.044E-04, 2.328E-04
1990-01-16, 4.630E-03, 1.477E-03, 3.406E-03, 1.145E-02, 5.368E-03, 3.469E-03, 7.920E-04, 8.560E-04, 5.843E-04, 5.321E-04, 2.669E-04, 3.974E-04, 6.304E-04, 1.496E-04, 5.848E-05, 4.153E-04, 2.939E-03, 3.344E-03, 1.249E-03, 3.617E-03, 3.960E-05, 1.896E-04
1990-01-17, 1.468E-03, 1.072E-03, 2.305E-04, 1.597E-03, 1.322E-03, 1.798E-04, 6.181E-06, 0.000E+00, 8.269E-05, 3.118E-06, 8.938E-05, 4.053E-05, 0.000E+00, 1.974E-05, 0.000E+00, 2.683E-04, 1.687E-03, 5.054E-04, 0.000E+00, 2.962E-03, 0.000E+00, 3.290E-05
1990-01-18, 3.209E-05, 1.327E-10, 1.364E-16, 3.016E-04, 2.261E-04, 1.193E-16, 2.972E-05, 0.000E+00, 7.371E-05, 5.500E-06, 7.781E-05, 3.449E-05, 0.000E+00, 1.643E-05, 0.000E+00, 2.218E-04, 1.388E-03, 4.030E-04, 0.000E+00, 2.607E-03, 0.000E+00, 1.670E-05
1990-01-19, 2.939E-05, 0.000E+00, 0.000E+00, 2.584E-04, 1.979E-04, 0.000E+00, 1.798E-05, 0.000E+00, 6.610E-05, 2.599E-06, 5.995E-05, 2.973E-05, 0.000E+00, 6.856E-06, 0.000E+00, 1.742E-04, 1.173E-03, 3.280E-04, 0.000E+00, 2.261E-03, 0.000E+00, 1.358E-05
1990-01-20, 2.728E-05, 0.000E+00, 0.000E+00, 2.275E-04, 1.769E-04, 0.000E+00, 1.242E-06, 0.000E+00, 5.946E-05, 0.000E+00, 4.440E-05, 2.589E-05, 0.000E+00, 1.007E-05, 0.000E+00, 1.497E-04, 1.045E-03, 2.900E-04, 0.000E+00, 1.960E-03, 0.000E+00, 9.776E-06
1990-01-21, 2.518E-05, 6.710E-11, 9.962E-12, 2.013E-04, 1.581E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.392E-05, 0.000E+00, 3.906E-05, 2.276E-05, 0.000E+00, 5.804E-06, 0.000E+00, 1.182E-04, 8.971E-04, 2.432E-04, 0.000E+00, 1.717E-03, 0.000E+00, 6.888E-06
1990-01-22, 2.321E-05, 2.855E-11, 5.002E-12, 1.792E-04, 1.416E-04, 0.000E+00, 0.000E+00, 0.000E+00, 4.889E-05, 0.000E+00, 3.209E-05, 2.017E-05, 0.000E+00, 4.627E-06, 0.000E+00, 9.661E-05, 7.854E-04, 2.088E-04, 0.000E+00, 1.502E-03, 0.000E+00, 5.198E-06
