Date, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
1990-01-01, 3.001E-03, 7.321E-03, 5.402E-03, 1.181E-02, 2.921E-03, 3.740E-04, 4.179E-04, 5.072E-04, 9.108E-05, 4.504E-03, 5.602E-03, 5.190E-03, 8.246E-03, 2.467E-04, 7.603E-04, 2.792E-03, 5.663E-03, 5.228E-03, 1.023E-03, 7.616E-03, 5.175E-04, 4.385E-06
1990-01-02, 9.399E-04, 1.374E-10, 1.111E-04, 3.271E-03, 2.450E-03, 2.408E-03, 3.708E-03, 5.479E-03, 7.566E-03, 7.360E-04, 6.068E-21, 6.416E-04, 0.000E+00, 8.423E-04, 2.430E-04, 0.000E+00, 4.081E-03, 8.377E-03, 2.325E-03, 1.668E-02, 1.042E-03, 4.382E-04
1990-01-03, 0.000E+00, 3.490E-12, 0.000E+00, 2.853E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-05, 6.583E-12, 4.012E-10, 1.258E-11, 9.469E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-06, 2.198E-04, 8.302E-04, 2.246E-04, 8.480E-04, 1.635E-03, 3.643E-03, 1.065E-08, 1.670E-31, 0.000E+00, 9.202E-36, 5.661E-03, 4.173E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.749E-05
1990-01-07, 5.922E-02, 1.001E-01, 6.536E-02, 1.354E-01, 6.294E-02, 5.897E-02, 1.341E-02, 1.649E-02, 5.383E-03, 4.470E-02, 3.402E-02, 3.653E-02, 8.531E-02, 3.410E-03, 7.816E-03, 2.673E-02, 6.164E-02, 4.373E-02, 7.297E-02, 3.424E-02, 6.165E-02, 1.551E-03
1990-01-08, 7.006E-02, 3.657E-02, 8.348E-03, 3.669E-02, 2.457E-02, 3.234E-02, 4.065E-02, 5.766E-02, 8.179E-02, 1.037E-02, 2.418E-03, 6.379E-03, 4.410E-03, 8.610E-03, 2.706E-03, 1.232E-03, 2.515E-02, 5.535E-02, 9.093E-02, 4.789E-02, 6.978E-02, 7.140E-03
1990-01-09, 1.209E-02, 2.466E-03, 3.181E-04, 3.288E-03, 2.518E-03, 2.203E-03, 2.266E-03, 3.085E-03, 3.429E-03, 4.107E-04, 1.059E-19, 1.393E-04, 0.000E+00, 3.540E-04, 9.668E-05, 0.000E+00, 6.375E-04, 1.065E-03, 1.210E-02, 3.169E-02, 1.344E-02, 4.416E-04
1990-01-10, 3.760E-10, 5.849E-10, 3.015E-11, 2.670E-08, 1.050E-09, 8.678E-16, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-11, 6.779E-10, 1.511E-09, 1.174E-10, 5.979E-08, 2.266E-09, 1.846E-15, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-12, 1.781E-02, 1.422E-02, 1.729E-02, 3.887E-02, 1.835E-02, 2.129E-02, 1.065E-02, 1.294E-02, 7.165E-03, 2.963E-02, 3.234E-02, 3.058E-02, 5.465E-02, 2.444E-03, 4.897E-03, 1.637E-02, 3.509E-02, 1.002E-02, 4.486E-03, 2.274E-02, 2.327E-03, 9.283E-04
1990-01-13, 4.296E-02, 3.629E-02, 2.023E-02, 5.198E-02, 3.301E-02, 5.457E-02, 5.275E-02, 6.734E-02, 8.318E-02, 7.032E-02, 7.216E-02, 7.327E-02, 1.286E-01, 1.144E-02, 1.172E-02, 3.423E-02, 1.005E-01, 9.391E-02, 1.254E-01, 9.073E-02, 9.131E-02, 8.007E-03
1990-01-14, 7.565E-03, 1.205E-03, 7.191E-04, 4.060E-03, 2.882E-03, 1.681E-02, 3.580E-02, 4.678E-02, 6.211E-02, 2.373E-02, 5.663E-03, 1.341E-02, 3.504E-02, 7.038E-03, 4.336E-03, 9.592E-03, 4.000E-02, 5.112E-02, 6.795E-02, 7.340E-02, 4.904E-02, 5.525E-03
1990-01-15, 2.786E-04, 0.000E+00, 0.000E+00, 1.477E-37, 3.401E-04, 1.218E-03, 8.840E-04, 1.182E-03, 1.377E-03, 1.181E-03, 3.721E-04, 5.966E-04, 1.751E-03, 1.691E-04, 1.316E-04, 1.993E-04, 7.579E-04, 7.809E-04, 4.161E-04, 5.944E-04, 7.533E-05, 1.686E-04
1990-01-16, 4.535E-03, 1.477E-03, 3.128E-03, 8.525E-03, 4.714E-03, 3.469E-03, 6.822E-04, 8.394E-04, 4.725E-04, 5.102E-04, 1.419E-04, 3.491E-04, 6.304E-04, 7.580E-05, 5.848E-05, 7.354E-05, 8.140E-04, 2.651E-03, 1.249E-03, 2.283E-04, 2.841E-05, 1.550E-04
1990-01-17, 1.433E-03, 1.072E-03, 2.305E-04, 1.244E-03, 4.334E-04, 1.798E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.539E-05
1990-01-18, 2.690E-10, 1.327E-10, 1.364E-16, 1.589E-11, 1.439E-10, 1.193E-16, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-20, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-21, 3.976E-10, 6.710E-11, 9.962E-12, 3.802E-11, 2.849E-15, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-22, 1.666E-10, 2.855E-11, 5.002E-12, 3.613E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-23, 6.359E-13, 1.836E-12, 0.000E+00, 5.291E-12, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-24, 4.785E-10, 3.515E-11, 1.578E-15, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-25, 1.738E-10, 4.073E-10, 7.807E-11, 3.336E-08, 9.239E-10, 7.599E-16, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-26, 9.047E-04, 8.587E-04, 1.986E-04, 1.316E-03, 9.655E-04, 2.713E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.225E-05, 2.799E-03, 5.538E-03, 3.238E-03, 1.531E-05
1990-01-27, 1.402E-13, 1.767E-12, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-28, 1.374E-12, 2.962E-11, 2.980E-12, 3.269E-17, 1.265E-15, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-29, 6.761E-04, 6.340E-04, 7.361E-04, 1.832E-03, 2.115E-03, 3.440E-03, 6.625E-04, 8.028E-04, 3.554E-04, 2.984E-04, 4.122E-05, 1.178E-04, 2.146E-04, 4.888E-05, 3.966E-05, 2.281E-05, 2.763E-04, 3.792E-04, 7.797E-04, 4.890E-03, 9.967E-04, 1.025E-04
1990-01-30, 2.440E-02, 2.608E-02, 1.298E-02, 2.910E-02, 1.365E-02, 1.151E-02, 7.195E-03, 9.471E-03, 1.168E-02, 5.908E-03, 8.174E-03, 7.857E-03, 8.369E-03, 1.440E-03, 9.977E-04, 2.297E-03, 7.907E-03, 1.246E-02, 4.035E-02, 2.451E-02, 3.701E-02, 1.365E-03
1990-01-31, 9.330E-03, 4.504E-04, 9.673E-05, 5.406E-03, 8.629E-03, 1.397E-02, 3.708E-03, 4.464E-03, 2.566E-03, 2.256E-03, 8.104E-04, 1.327E-03, 2.869E-03, 4.616E-04, 3.979E-04, 7.261E-04, 2.993E-03, 2.396E-03, 2.519E-03, 1.089E-02, 1.879E-03, 5.947E-04
1990-02-01, 1.532E-02, 1.897E-02, 9.900E-03, 2.563E-02, 1.103E-02, 7.321E-03, 1.505E-02, 1.684E-02, 1.977E-02, 1.683E-02, 1.377E-02, 1.568E-02, 2.888E-02, 2.894E-03, 2.862E-03, 8.126E-03, 2.510E-02, 2.382E-02, 3.315E-02, 5.032E-02, 2.415E-02, 2.024E-03
1990-02-02, 4.387E-03, 9.404E-10, 1.383E-04, 1.542E-03, 1.521E-03, 1.489E-03, 3.204E-04, 3.842E-04, 4.040E-04, 4.881E-05, 1.773E-20, 0.000E+00, 0.000E+00, 4.274E-05, 8.308E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.004E-03, 4.635E-05, 1.242E-04
1990-02-03, 2.478E-02, 1.834E-02, 1.450E-02, 2.935E-02, 1.515E-02, 1.585E-02, 1.153E-03, 1.092E-03, 3.899E-04, 2.285E-02, 2.647E-02, 2.466E-02, 4.701E-02, 1.151E-03, 3.431E-03, 1.261E-02, 2.430E-02, 3.207E-03, 5.064E-04, 1.133E-02, 1.592E-03, 3.956E-04
1990-02-04, 4.597E-03, 2.298E-03, 7.084E-04, 1.109E-02, 8.714E-03, 1.254E-02, 2.796E-02, 3.142E-02, 3.907E-02, 4.798E-03, 1.582E-18, 2.819E-03, 0.000E+00, 4.220E-03, 1.256E-03, 0.000E+00, 1.484E-02, 2.817E-02, 5.623E-02, 4.030E-02, 4.170E-02, 3.958E-03
1990-02-05, 4.685E-03, 1.784E-03, 3.627E-04, 1.651E-03, 3.455E-03, 6.387E-03, 1.021E-08, 8.831E-31, 0.000E+00, 3.132E-34, 2.099E-03, 1.374E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.996E-05, 5.254E-03, 8.617E-03, 5.576E-03, 1.455E-04
1990-02-06, 8.926E-03, 7.253E-03, 5.165E-03, 1.554E-02, 7.980E-03, 4.654E-03, 5.409E-03, 6.291E-03, 8.848E-03, 3.893E-03, 9.931E-04, 1.870E-03, 5.700E-03, 1.054E-03, 6.255E-04, 1.337E-03, 4.135E-03, 3.102E-03, 1.535E-03, 9.792E-03, 6.384E-04, 1.077E-03
