Date, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
1990-01-01, 1.907E-01, 3.135E-01, 3.619E-01, 2.428E-01, 1.490E-01, 2.550E-02, 7.423E-02, 3.683E-02, 1.147E-02, 1.640E-01, 3.371E-01, 2.474E-01, 2.211E-01, 1.009E-01, 1.647E-01, 2.598E-01, 1.462E-01, 1.860E-01, 1.127E-01, 3.363E-01, 5.736E-02, 6.856E-03
1990-01-02, 1.460E-01, 4.663E-06, 8.411E-03, 1.394E-01, 1.121E-01, 1.138E-01, 2.074E-01, 2.160E-01, 2.486E-01, 5.059E-02, 0.000E+00, 3.700E-02, 0.000E+00, 1.905E-01, 7.041E-02, 0.000E+00, 1.220E-01, 2.515E-01, 1.361E-01, 6.197E-01, 7.189E-02, 2.833E-01
1990-01-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1990-01-06, 3.802E-02, 5.323E-02, 2.991E-02, 4.336E-02, 8.390E-02, 1.485E-01, 3.871E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.561E-01, 1.955E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.999E-02
1990-01-07, 2.441E+00, 3.023E+00, 2.831E+00, 2.347E+00, 2.224E+00, 1.803E+00, 8.737E-01, 6.884E-01, 2.729E-01, 1.392E+00, 1.458E+00, 1.327E+00, 1.737E+00, 9.078E-01, 1.437E+00, 2.042E+00, 1.271E+00, 1.383E+00, 1.847E+00, 1.012E+00, 2.278E+00, 4.991E-01
1990-01-08, 2.284E+00, 1.053E+00, 2.973E-01, 1.115E+00, 8.990E-01, 1.005E+00, 1.729E+00, 1.794E+00, 2.095E+00, 4.868E-01, 1.040E-01, 2.644E-01, 9.671E-02, 1.650E+00, 6.497E-01, 1.137E-01, 6.577E-01, 1.455E+00, 1.609E+00, 1.359E+00, 1.941E+00, 2.410E+00
1990-01-09, 3.937E-01, 7.692E-02, 7.611E-03, 1.200E-01, 9.605E-02, 7.364E-02, 9.095E-02, 9.437E-02, 1.061E-01, 2.219E-02, 0.000E+00, 7.017E-03, 0.000E+00, 8.105E-02, 3.088E-02, 0.000E+00, 2.314E-02, 5.466E-02, 1.754E-01, 8.281E-01, 4.107E-01, 1.336E-01
1990-01-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
