parnme,partrans,parval1,pargp,comments
lak_cond_1,none, 1.00000000000000000,lak_cd,#
lak_cond_2,none, 1.00000000000000000,lak_cd,#
lak_cond_12,none, 1.069490000000000052,lak_cd,#
sfr_k_1,none, 0.02981740000000,sfr_ks,#
sfr_k_2,none, 0.08747770000000,sfr_ks,#
sfr_k_3,none, 0.08912420000000,sfr_ks,#
sfr_k_4,none, 0.02720630000000,sfr_ks,#
sfr_k_5,none, 0.36058800000000,sfr_ks,#
sfr_k_6,none, 0.92702400000000,sfr_ks,#
sfr_k_7,none, 0.25089900000000,sfr_ks,#
sfr_k_8,none, 0.31729100000000,sfr_ks,#
sfr_k_9,none, 0.16718600000000,sfr_ks,#
sfr_k_10,none, 0.114617000000000,sfr_ks,#
sfr_k_11,none, 0.223738000000000,sfr_ks,#
sfr_k_12,none, 1.159850000000000,sfr_ks,#
sfr_k_13,none, 0.103104000000000,sfr_ks,#
sfr_k_14,none, 0.147604000000000,sfr_ks,#
sfr_k_15,none, 0.114750000000000,sfr_ks,#
sfr_k_16,none, 0.378343000000000,sfr_ks,#
sfr_k_17,none, 0.119665000000000,sfr_ks,#
sfr_k_18,none, 0.337536000000000,sfr_ks,#
sfr_k_19,none, 0.106312000000000,sfr_ks,#
sfr_k_20,none, 0.101578000000000,sfr_ks,#
sfr_k_21,none, 0.148823000000000,sfr_ks,#
sfr_k_22,none, 0.119465000000000,sfr_ks,#
vks_1_1,none, 2.5100000000e-04,uzf_vks,#
vks_1_10,none, 2.51000000000e-04,uzf_vks,#
vks_1_11,none, 2.51000000000e-04,uzf_vks,#
vks_1_12,none, 2.51000000000e-04,uzf_vks,#
vks_1_13,none, 2.51000000000e-04,uzf_vks,#
vks_1_14,none, 2.51000000000e-04,uzf_vks,#
vks_1_15,none, 2.51000000000e-04,uzf_vks,#
vks_1_16,none, 2.51000000000e-04,uzf_vks,#
vks_1_17,none, 2.51000000000e-04,uzf_vks,#
vks_1_18,none, 2.51000000000e-04,uzf_vks,#
vks_1_19,none, 2.51000000000e-04,uzf_vks,#
vks_1_2,none, 2.5100000000e-04,uzf_vks,#
vks_1_21,none, 2.51000000000e-04,uzf_vks,#
vks_1_3,none, 2.5100000000e-04,uzf_vks,#
