8.23	0	0
8.25	2112.989747	256.1199693
8.27	4168.104225	504.0029293
8.3	7256.503519	874.2775324
8.32	9319.254766	1120.102736
8.34	11385.06072	1365.115194
8.36	13453.92138	1609.320739
8.39	16562.93995	1974.128719
8.41	18639.43738	2216.342138
8.43	20718.98951	2457.768626
8.45	22801.59636	2698.41377
8.48	25931.2342	3057.928561
8.5	28021.47781	3296.644448
8.52	30114.77613	3534.598137
8.54	32211.12916	3771.794983
8.56	34310.53689	4008.240291
8.59	37465.37607	4361.510602
8.61	39572.42057	4596.09995
8.63	41682.51978	4829.955942
8.65	43795.6737	5063.083664
8.68	46971.13215	5411.420754
8.7	49091.92283	5642.749751
8.72	51215.76822	5873.367915
8.74	53342.66832	6103.280128
8.77	56538.74605	6446.835353
8.79	58673.28291	6675.003744
8.81	60810.87449	6902.482916
8.83	62951.52077	7129.27755
8.86	66168.21777	7468.196136
8.88	68316.50082	7693.299642
8.9	70467.83858	7917.734671
8.92	72622.23104	8141.505722
8.94	74779.67821	8364.61725
8.97	78021.57655	8698.057586
8.99	80186.66049	8919.539542
9.01	82354.79913	9140.377262
9.03	84525.99249	9360.575026
9.06	87788.51009	9689.681026
9.08	89967.34022	9908.297381
9.1	92149.22505	10126.28847
9.12	94334.16458	10343.6584
9.15	97617.30147	10668.55754
9.17	99809.87777	10884.39234
9.19	102005.5088	11099.62011
9.21	104204.1945	11314.24479
9.24	107507.9507	11635.0596
9.26	109714.2731	11848.19364
9.28	111923.6503	12060.73818
9.3	114136.0822	12272.69702
9.32	116351.5689	12484.07391
9.35	119680.5263	12800.05629
9.37	121903.6497	13009.99463
9.39	124129.8278	13219.36398
9.41	126359.0606	13428.16797
9.44	129708.6374	13740.32175
9.46	131945.5069	13947.728
9.48	134185.4312	14154.58135
9.5	136428.4102	14360.88528
9.53	139798.6062	14669.31859
9.55	142049.2219	14874.26408
9.57	144302.8924	15078.67214
9.59	146559.6176	15282.54615
9.62	149950.4329	15587.36308
9.64	152214.7948	15789.91647
9.66	154482.2114	15991.94735
9.68	156752.6828	16193.45896
9.7	159026.2088	16394.45452
9.73	162442.2255	16694.9872
9.75	164723.3883	16894.70649
9.77	167007.6058	17093.92076
9.79	169294.878	17292.6331
9.82	172731.514	17589.76721
9.84	175026.423	17787.23811
9.86	177324.3867	17984.21771
9.88	179625.4051	18180.70902
9.91	183082.6603	18474.53686
9.93	185391.3154	18669.82029
9.95	187703.0253	18864.62566
9.97	190017.7899	19058.95586
10	193495.6644	19349.56644
10.02	195818.0658	19542.72113
10.04	198143.5218	19735.41054
10.06	200472.0326	19927.63744
10.08	202803.5981	20119.40457
10.11	206306.6739	20406.1992
10.13	208645.8762	20596.82884
10.15	210988.1331	20787.00819
10.17	213333.4448	20976.7399
10.2	216857.1399	21260.50391
10.22	219210.0883	21449.12801
10.24	221566.0914	21637.31362
10.26	223925.1493	21825.06328
10.29	227469.4637	22105.87596
10.31	229836.1583	22292.54687
10.33	232205.9076	22478.79067
10.35	234578.7116	22664.60982
10.38	238143.6453	22942.54771
10.4	240524.0861	23127.31597
10.42	242907.5816	23311.6681
10.44	245294.1318	23495.60649
10.46	247683.7367	23679.13353
10.49	251273.8717	23953.65793
10.51	253671.1134	24136.16683
10.53	256071.4098	24318.27253
10.55	258474.7609	24499.97733
10.58	262085.5151	24771.78782
10.6	264496.503	24952.50028
10.62	266910.5456	25132.81973
10.64	269327.6428	25312.74839
10.67	272959.0164	25581.91344
10.69	275383.7504	25760.87469
10.71	277811.5392	25939.45277
10.73	280242.3826	26117.64983
10.76	283894.3754	26384.23564
10.78	286332.8557	26561.48939
10.8	288774.3906	26738.3695
10.82	291218.9803	26914.87803
10.84	293666.6246	27091.01703
10.87	297343.8188	27354.53714
10.89	299799.0999	27529.76124
10.91	302257.4357	27704.62289
10.93	304718.8263	27879.12409
10.96	308416.6397	28140.20435
10.98	310885.667	28313.81302
11	313357.749	28487.06809
11.02	315832.8857	28659.97148
11.05	319551.3184	28918.67135
11.07	322034.0919	29090.70387
11.09	324519.9201	29262.39135
11.11	327008.803	29433.73564
11.14	330747.8549	29690.11265
11.16	333244.3746	29860.60704
11.18	335743.949	30030.76467
11.2	338246.5781	30200.58733
11.22	340752.2619	30370.07682
11.25	344516.5152	30623.69024
11.27	347029.8357	30792.35455
11.29	349546.211	30960.69185
11.31	352065.641	31128.70389
11.34	355850.5135	31380.11583
11.36	358377.5803	31547.32221
11.38	360907.7017	31714.20929
11.4	363440.8779	31880.77876
12	4849422.619	404118.5516
13	8639883.339	664606.4107
14	22281702.96	1591550.212
16	64201230.89	4012576.931
18	170777731.2	9487651.732
20	433942769.3	21697138.46
25	1396643795	55865751.79
30	4041723305	134724110.2
