name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0733276,1.92474,-3.92281,3.77616,-0.0736052,0.166062,-0.405729,0.258519
ks_10,0.246582,1.92474,-3.6029,4.09607,0.24668,1.92474,-3.6028,4.09616
ks_100,-5,2.17474,-9.34949,-0.650515,-4.99689,0.838521,-6.67394,-3.31985
ks_101,-3.07444,1.92474,-6.92393,0.775043,-3.07435,1.92382,-6.92199,0.77328
ks_102,-4.10073,2.17474,-8.45021,0.248758,-4.10064,2.17474,-8.45012,0.248849
ks_103,-3.36421,1.92474,-7.21369,0.485275,-3.36424,1.92331,-7.21086,0.482378
ks_104,-5,2.17474,-9.34949,-0.650515,-4.99991,2.17474,-9.34939,-0.650424
ks_105,-4.99568,2.17474,-9.34516,-0.646194,-4.99558,2.17468,-9.34493,-0.646217
ks_106,-3.83841,1.92474,-7.6879,0.0110746,-3.83832,1.92454,-7.68739,0.0107508
ks_107,-3.5071,1.92474,-7.35659,0.342382,-3.50709,1.92193,-7.35094,0.336772
ks_108,0.648601,1.92474,-3.20088,4.49809,0.648661,1.91536,-3.18205,4.47937
ks_109,0.855804,1.92474,-2.99368,4.70529,0.855909,1.8847,-2.91348,4.6253
ks_11,-0.513501,1.92474,-4.36299,3.33598,-0.513427,1.78356,-4.08055,3.0537
ks_110,0.591057,1.92474,-3.25843,4.44054,0.591036,1.91549,-3.23994,4.42201
ks_111,0.683327,1.92474,-3.16616,4.53281,0.681468,1.74867,-2.81587,4.17881
ks_112,0.501648,1.92474,-3.34784,4.35113,0.501474,1.91111,-3.32075,4.3237
ks_113,-0.995705,1.92474,-4.84519,2.85378,-0.995883,0.421939,-1.83976,-0.152004
ks_114,0.916144,1.92474,-2.93334,4.76563,0.914304,0.596691,-0.279078,2.10769
ks_115,0.808699,1.92474,-3.04079,4.65818,0.808808,1.91067,-3.01254,4.63015
ks_116,-0.393246,1.92474,-4.24273,3.45624,-0.393195,1.72037,-3.83394,3.04755
ks_117,1.14226,1.92474,-2.70722,4.99175,1.14191,0.417321,0.307264,1.97655
ks_118,0.308198,1.92474,-3.54129,4.15768,0.308226,1.91531,-3.52239,4.13884
ks_119,1.01924,1.92474,-2.83025,4.86872,1.01932,1.90003,-2.78074,4.81938
ks_12,0.951704,1.92474,-2.89778,4.80119,0.951794,1.92447,-2.89715,4.80074
ks_120,-0.80022,1.92474,-4.6497,3.04927,-0.8004,1.5726,-3.94561,2.34481
ks_121,0.333692,1.92474,-3.51579,4.18318,0.333834,1.81457,-3.29531,3.96298
ks_122,1.59814,1.92474,-2.25135,5.44762,1.59828,1.68593,-1.77358,4.97014
ks_123,1.04673,1.92474,-2.80275,4.89622,1.04668,1.86013,-2.67358,4.76694
ks_124,0.302572,1.92474,-3.54691,4.15206,0.302663,1.92467,-3.54668,4.152
ks_125,2.64905,1.92474,-1.20043,6.49854,2.64437,0.919583,0.8052,4.48353
ks_126,2.69128,1.92474,-1.15821,6.54076,2.69105,1.92017,-1.14929,6.5314
ks_127,0.278221,1.92474,-3.57126,4.12771,0.27793,1.90033,-3.52273,4.07859
ks_128,0.537076,1.92474,-3.31241,4.38656,0.535884,1.49629,-2.45669,3.52846
ks_129,0.778353,1.92474,-3.07113,4.62784,0.778527,1.92472,-3.07092,4.62797
ks_13,0.22743,1.92474,-3.62206,4.07691,0.224814,0.451658,-0.678501,1.12813
ks_130,1.12145,1.92474,-2.72803,4.97094,1.11772,1.7274,-2.33708,4.57252
ks_131,-3.69653,1.92474,-7.54601,0.15296,-3.69644,1.92474,-7.54592,0.153049
ks_132,-3.70083,1.92474,-7.55031,0.148659,-3.70074,1.92455,-7.54984,0.148361
ks_133,-3.69697,1.92474,-7.54646,0.152515,-3.69689,1.92468,-7.54625,0.152481
ks_134,-1.58016,1.92474,-5.42964,2.26933,-1.58007,1.92474,-5.42955,2.26941
ks_135,-3.79959,1.92474,-7.64908,0.049895,-3.79959,1.92474,-7.64908,0.049895
ks_136,-3.53818,1.92474,-7.38767,0.311302,-3.53815,1.91815,-7.37446,0.298156
ks_137,-2.38139,1.92474,-6.23087,1.4681,-2.38318,1.92078,-6.22473,1.45838
ks_138,0.808623,1.92474,-3.04086,4.65811,0.808718,1.92435,-3.03999,4.65743
ks_139,-3.64055,1.92474,-7.49004,0.208933,-3.64055,1.92474,-7.49004,0.208933
ks_14,0.656075,1.92474,-3.19341,4.50556,0.656118,1.9246,-3.19308,4.50531
ks_140,1.15983,1.92474,-2.68966,5.00931,1.15803,1.92257,-2.6871,5.00316
ks_141,-3.70386,1.92474,-7.55334,0.145628,-3.70386,1.92474,-7.55334,0.145625
ks_142,-3.69934,1.92474,-7.54883,0.150141,-3.69934,1.92474,-7.54883,0.150141
ks_143,-2.76204,1.92474,-6.61153,1.08744,-2.76196,1.92474,-6.61144,1.08753
ks_144,0.00397043,1.92474,-3.84551,3.85346,0.00407294,1.91996,-3.83584,3.84399
ks_145,1.4682,1.92474,-2.38128,5.31769,1.46829,1.92472,-2.38114,5.31773
ks_146,0.758082,1.92474,-3.0914,4.60757,0.758166,1.92218,-3.0862,4.60253
ks_147,0.607333,1.92474,-3.24215,4.45682,0.605541,1.92465,-3.24375,4.45484
ks_148,0.775739,1.92474,-3.07375,4.62522,0.775871,1.91816,-3.06044,4.61218
ks_149,-3.57848,1.92474,-7.42797,0.271002,-3.57839,1.92474,-7.42788,0.271091
ks_15,0.433551,1.92474,-3.41593,4.28304,0.431694,0.315297,-0.198899,1.06229
ks_150,0.859452,1.92474,-2.99003,4.70894,0.85952,1.92454,-2.98955,4.70859
ks_151,0.778673,1.92474,-3.07081,4.62816,0.778764,1.92474,-3.07072,4.62825
ks_152,-1.00476,1.92474,-4.85424,2.84473,-1.00448,1.88403,-4.77253,2.76357
ks_153,1.58345,1.92474,-2.26604,5.43293,1.58391,1.83051,-2.07711,5.24494
ks_154,1.74999,1.92474,-2.0995,5.59947,1.75003,1.91632,-2.08262,5.58267
ks_155,-3.71063,1.92474,-7.56011,0.138858,-3.71053,1.92443,-7.55939,0.138321
ks_156,-0.731944,1.92474,-4.58143,3.11754,-0.731848,1.65452,-4.04089,2.57719
ks_157,-0.705202,1.92474,-4.55469,3.14428,-0.707212,1.30142,-3.31005,1.89563
ks_158,-0.202789,1.92474,-4.05227,3.6467,-0.20272,1.91525,-4.03322,3.62778
ks_159,-1.5723,1.92474,-5.42178,2.27719,-1.57222,1.9247,-5.42162,2.27719
ks_16,2.69072,1.92474,-1.15877,6.5402,2.69036,1.88705,-1.08374,6.46446
ks_160,0.02264,1.92474,-3.82684,3.87213,0.0228236,1.91912,-3.81542,3.86107
ks_161,2.55771,1.92474,-1.29178,6.40719,2.55829,1.32009,-0.081888,5.19846
ks_162,-0.729042,1.92474,-4.57853,3.12044,-0.728951,1.92318,-4.57532,3.11741
ks_163,-1.16305,1.92474,-5.01254,2.68643,-1.16298,1.92465,-5.01227,2.68632
ks_164,-1.26359,1.92474,-5.11308,2.58589,-1.26351,1.92368,-5.11086,2.58384
