hru_id,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12
50702,1.0,1.0,1.0,1.0,0.7820354297047611,0.8483440389329561,0.8469384513479989,0.7871049957416788,0.7816122820916369,1.0,1.0,1.0
50701,1.0,1.0,1.0,1.0,0.4747737234234487,0.6387851270893958,0.6351749877664997,0.4883958604681601,0.4838643362687276,1.0,1.0,1.0
50954,1.0,1.0,1.0,1.0,0.8652148383485841,0.9052286891094626,0.905411473436742,0.8713935717614901,0.8775024039941793,1.0,1.0,1.0
50955,1.0,1.0,1.0,1.0,0.705724348838988,0.7956954616655442,0.7940544592727946,0.713341759636007,0.7084529139459977,1.0,1.0,1.0
50700,1.0,1.0,1.0,1.0,0.7484221599155997,0.8198890064870474,0.820500973249892,0.7584222350753108,0.7644510442964579,1.0,1.0,1.0
50447,1.0,1.0,1.0,1.0,0.3248110444700916,0.5167734226775251,0.5170038437863266,0.3458273293691808,0.33982428834880435,1.0,1.0,1.0
50448,1.0,1.0,1.0,1.0,0.7892544522685876,0.8520933762241343,0.8518536483781614,0.7967442997119094,0.7978497687510349,1.0,1.0,1.0
50449,1.0,1.0,1.0,1.0,0.9961288074913673,0.9972995376243625,0.9972683984802668,0.9962003088357332,0.996054910747133,1.0,1.0,1.0
51208,1.0,1.0,1.0,1.0,0.9773690476981274,0.9837094084913016,0.9838956371925498,0.9785605762825698,0.9798484252598162,1.0,1.0,1.0
50445,1.0,1.0,1.0,1.0,0.8926069301959402,0.9221275207683418,0.9220423308830593,0.8955089593920588,0.8934256768008483,1.0,1.0,1.0
50446,1.0,1.0,1.0,1.0,0.27717461427915663,0.48298444330103507,0.4830777279655568,0.29954074337638764,0.2940540412197337,1.0,1.0,1.0
50699,1.0,1.0,1.0,1.0,0.9471272156825357,0.9610927557670779,0.9617840051148377,0.9509085105361881,0.9580519534210722,1.0,1.0,1.0
50698,1.0,1.0,1.0,1.0,0.7157062720919087,0.7957821272316494,0.7950685620560503,0.7228806598238593,0.7175334812515838,1.0,1.0,1.0
50193,1.0,1.0,1.0,1.0,0.9446140899373576,0.9596868464739682,0.9597023996482241,0.9461876196914607,0.9451335779578397,1.0,1.0,1.0
50194,1.0,1.0,1.0,1.0,0.9849545713987095,0.9890948666674884,0.9890016359156636,0.985177524670472,0.9844872106884949,1.0,1.0,1.0
50697,1.0,1.0,1.0,1.0,0.9711123162334334,0.9790457821622247,0.9785641820447442,0.9710532066225519,0.9692288077043574,1.0,1.0,1.0
51474,1.0,1.0,1.0,1.0,0.7265982610864244,0.8022673302079069,0.7838555536051026,0.7135371032550979,0.703371187334733,1.0,1.0,1.0
51473,1.0,1.0,1.0,1.0,0.9599558524402129,0.9712758981113264,0.9687610900127686,0.958343737847997,0.9575209776656096,1.0,1.0,1.0
51727,1.0,1.0,1.0,1.0,0.8708900921603264,0.9060586342981433,0.8981103625378686,0.8653872203170712,0.8600218387558258,1.0,1.0,1.0
51726,1.0,1.0,1.0,1.0,0.9304077368064225,0.9502392028288459,0.9461359701993244,0.9286644141252077,0.9306947115638623,1.0,1.0,1.0
50973,1.0,1.0,1.0,1.0,0.9286601084917817,0.9488166394610582,0.9437042456213773,0.924536808269536,0.9199384215451608,1.0,1.0,1.0
50972,1.0,1.0,1.0,1.0,0.9637934624356433,0.9740925936330966,0.9714402334857887,0.9615602213784912,0.9588634615709787,1.0,1.0,1.0
51226,1.0,1.0,1.0,1.0,0.8888792296097612,0.9180101691944624,0.9115321053265916,0.8864459287747439,0.8924058505682626,1.0,1.0,1.0
51227,1.0,1.0,1.0,1.0,0.6972578659521977,0.7828364593825958,0.7618250224251544,0.6819293766195537,0.668559527913769,1.0,1.0,1.0
50974,1.0,1.0,1.0,1.0,0.9961909081472061,0.9972372525414518,0.9969850355623141,0.9960091876944627,0.9958455278296362,1.0,1.0,1.0
51480,1.0,1.0,1.0,1.0,0.9255609971885563,0.9453147171585166,0.9408714786164426,0.9236889925791103,0.9267792474634389,1.0,1.0,1.0
51228,1.0,1.0,1.0,1.0,0.9198128834571992,0.9429397559543162,0.9369151010444429,0.915021399942852,0.9102787771676865,1.0,1.0,1.0
51481,1.0,1.0,1.0,1.0,0.9705330051747425,0.9785621680097656,0.9765990916130269,0.9692458776437921,0.968682992522393,1.0,1.0,1.0
51483,1.0,1.0,1.0,1.0,0.8131155597693084,0.8683750703440614,0.8517118388912807,0.7983000133880733,0.7830968398302989,1.0,1.0,1.0
51736,1.0,1.0,1.0,1.0,0.6257882874060706,0.7336862101509329,0.7050139586471753,0.6020340175496314,0.5760390111492446,1.0,1.0,1.0
51735,1.0,1.0,1.0,1.0,0.993742384387964,0.9955040999992661,0.9950704851376485,0.9933988744359024,0.9930014031456398,1.0,1.0,1.0
51501,1.0,1.0,1.0,1.0,0.8555456813133077,0.896643712817401,0.8846076752537779,0.847198994125067,0.8436099105403176,1.0,1.0,1.0
