time,tasmin_day_HadGEM2-ES_historical
1950-03-12 00:00:00+00:00,274.6615
1950-03-13 00:00:00+00:00,277.23303
1950-03-14 00:00:00+00:00,275.7842
1950-03-15 00:00:00+00:00,274.3744
1950-03-16 00:00:00+00:00,273.88605
1950-03-17 00:00:00+00:00,273.02985
1950-03-18 00:00:00+00:00,275.14276
1950-03-19 00:00:00+00:00,277.43283
1950-03-20 00:00:00+00:00,283.50854
1950-03-21 00:00:00+00:00,279.22635
1950-03-22 00:00:00+00:00,283.44644
1950-03-23 00:00:00+00:00,286.3915
1950-03-24 00:00:00+00:00,285.6308
1950-03-25 00:00:00+00:00,285.25958
1950-03-26 00:00:00+00:00,280.9526
1950-03-27 00:00:00+00:00,280.7814
1950-03-28 00:00:00+00:00,285.63144
1950-03-29 00:00:00+00:00,283.0591
1950-03-30 00:00:00+00:00,281.88422
1950-03-31 00:00:00+00:00,285.41016
1950-04-01 00:00:00+00:00,281.86542
1950-04-02 00:00:00+00:00,276.50574
1950-04-03 00:00:00+00:00,273.67334
1950-04-04 00:00:00+00:00,274.9304
1950-04-05 00:00:00+00:00,276.59573
1950-04-06 00:00:00+00:00,276.40714
1950-04-07 00:00:00+00:00,280.6046
1950-04-08 00:00:00+00:00,281.0034
1950-04-09 00:00:00+00:00,278.61188
1950-04-10 00:00:00+00:00,273.63303
1950-04-11 00:00:00+00:00,274.17038
1950-04-12 00:00:00+00:00,278.71762
1950-04-13 00:00:00+00:00,277.9256
1950-04-14 00:00:00+00:00,278.86038
1950-04-15 00:00:00+00:00,280.14172
1950-04-16 00:00:00+00:00,282.9254
1950-04-17 00:00:00+00:00,280.2837
1950-04-18 00:00:00+00:00,279.92383
1950-04-19 00:00:00+00:00,279.79636
1950-04-20 00:00:00+00:00,278.0618
1950-04-21 00:00:00+00:00,279.61414
1950-04-22 00:00:00+00:00,278.722
1950-04-23 00:00:00+00:00,278.53336
1950-04-24 00:00:00+00:00,280.54584
1950-04-25 00:00:00+00:00,280.42175
1950-04-26 00:00:00+00:00,278.57278
1950-04-27 00:00:00+00:00,278.86743
1950-04-28 00:00:00+00:00,279.47635
1950-04-29 00:00:00+00:00,275.70483
1950-04-30 00:00:00+00:00,276.1863
1950-05-01 00:00:00+00:00,278.08453
1950-05-02 00:00:00+00:00,280.80377
1950-05-03 00:00:00+00:00,280.5004
1950-05-04 00:00:00+00:00,281.17984
1950-05-05 00:00:00+00:00,278.62634
1950-05-06 00:00:00+00:00,282.60638
1950-05-07 00:00:00+00:00,279.97498
1950-05-08 00:00:00+00:00,279.55112
1950-05-09 00:00:00+00:00,278.91467
1950-05-10 00:00:00+00:00,280.32913
1950-05-11 00:00:00+00:00,277.19943
1950-05-12 00:00:00+00:00,277.29575
1950-05-13 00:00:00+00:00,277.6346
1950-05-14 00:00:00+00:00,283.95572
1950-05-15 00:00:00+00:00,287.17963
1950-05-16 00:00:00+00:00,286.6626
1950-05-17 00:00:00+00:00,281.59137
1950-05-18 00:00:00+00:00,283.5204
1950-05-19 00:00:00+00:00,284.20447
1950-05-20 00:00:00+00:00,284.20837
1950-05-21 00:00:00+00:00,283.23
1950-05-22 00:00:00+00:00,279.03894
1950-05-23 00:00:00+00:00,278.51334
1950-05-24 00:00:00+00:00,280.88348
1950-05-25 00:00:00+00:00,279.08286
1950-05-26 00:00:00+00:00,283.09375
1950-05-27 00:00:00+00:00,285.0705
1950-05-28 00:00:00+00:00,287.11316
1950-05-29 00:00:00+00:00,287.36023
1950-05-30 00:00:00+00:00,280.25452
1950-05-31 00:00:00+00:00,282.58243
1950-06-01 00:00:00+00:00,283.0478
1950-06-02 00:00:00+00:00,284.33505
1950-06-03 00:00:00+00:00,280.65628
1950-06-04 00:00:00+00:00,284.10205
1950-06-05 00:00:00+00:00,284.4033
1950-06-06 00:00:00+00:00,286.18048
1950-06-07 00:00:00+00:00,286.37576
1950-06-08 00:00:00+00:00,285.15244
1950-06-09 00:00:00+00:00,284.8139
1950-06-10 00:00:00+00:00,286.19678
1950-06-11 00:00:00+00:00,285.29492
1950-06-12 00:00:00+00:00,286.73093
1950-06-13 00:00:00+00:00,285.8366
1950-06-14 00:00:00+00:00,284.73108
1950-06-15 00:00:00+00:00,284.47607
1950-06-16 00:00:00+00:00,284.37283
1950-06-17 00:00:00+00:00,285.58157
1950-06-18 00:00:00+00:00,286.59888
1950-06-19 00:00:00+00:00,284.29694
1950-06-20 00:00:00+00:00,284.27066
1950-06-21 00:00:00+00:00,283.1057
1950-06-22 00:00:00+00:00,281.65204
1950-06-23 00:00:00+00:00,283.7203
1950-06-24 00:00:00+00:00,283.511
1950-06-25 00:00:00+00:00,283.64157
1950-06-26 00:00:00+00:00,284.5144
1950-06-27 00:00:00+00:00,286.51904
1950-06-28 00:00:00+00:00,285.40817
1950-06-29 00:00:00+00:00,285.68906
1950-06-30 00:00:00+00:00,284.75275
1950-07-01 00:00:00+00:00,286.64816
1950-07-02 00:00:00+00:00,289.93033
1950-07-03 00:00:00+00:00,288.51984
1950-07-04 00:00:00+00:00,287.79623
1950-07-05 00:00:00+00:00,287.9715
1950-07-06 00:00:00+00:00,287.84723
1950-07-07 00:00:00+00:00,285.79495
1950-07-08 00:00:00+00:00,284.2886
1950-07-09 00:00:00+00:00,283.0704
1950-07-10 00:00:00+00:00,283.4706
1950-07-11 00:00:00+00:00,283.15543
1950-07-12 00:00:00+00:00,282.5615
1950-07-13 00:00:00+00:00,282.65918
1950-07-14 00:00:00+00:00,281.09015
1950-07-15 00:00:00+00:00,282.0565
1950-07-16 00:00:00+00:00,282.29974
1950-07-17 00:00:00+00:00,283.55786
1950-07-18 00:00:00+00:00,283.8453
1950-07-19 00:00:00+00:00,283.60748
1950-07-20 00:00:00+00:00,284.80603
1950-07-21 00:00:00+00:00,286.22205
1950-07-22 00:00:00+00:00,285.05148
1950-07-23 00:00:00+00:00,285.88684
1950-07-24 00:00:00+00:00,285.06924
1950-07-25 00:00:00+00:00,285.84375
1950-07-26 00:00:00+00:00,285.3091
1950-07-27 00:00:00+00:00,285.78394
1950-07-28 00:00:00+00:00,285.14624
1950-07-29 00:00:00+00:00,283.88596
1950-07-30 00:00:00+00:00,283.7361
1950-07-31 00:00:00+00:00,281.65335
1950-08-01 00:00:00+00:00,282.69586
1950-08-02 00:00:00+00:00,284.29114
1950-08-03 00:00:00+00:00,283.21304
1950-08-04 00:00:00+00:00,282.71158
1950-08-05 00:00:00+00:00,284.51236
1950-08-06 00:00:00+00:00,286.30417
1950-08-07 00:00:00+00:00,287.27325
1950-08-08 00:00:00+00:00,283.8019
1950-08-09 00:00:00+00:00,285.42395
1950-08-10 00:00:00+00:00,284.92188
1950-08-11 00:00:00+00:00,283.31784
1950-08-12 00:00:00+00:00,282.88678
1950-08-13 00:00:00+00:00,281.7297
1950-08-14 00:00:00+00:00,281.8562
1950-08-15 00:00:00+00:00,279.32413
1950-08-16 00:00:00+00:00,280.08115
1950-08-17 00:00:00+00:00,280.06555
1950-08-18 00:00:00+00:00,280.5814
1950-08-19 00:00:00+00:00,280.35812
1950-08-20 00:00:00+00:00,283.31973
1950-08-21 00:00:00+00:00,284.90744
1950-08-22 00:00:00+00:00,283.1099
1950-08-23 00:00:00+00:00,283.54532
1950-08-24 00:00:00+00:00,281.65204
1950-08-25 00:00:00+00:00,284.40704
1950-08-26 00:00:00+00:00,283.13083
1950-08-27 00:00:00+00:00,284.85007
1950-08-28 00:00:00+00:00,287.22162
1950-08-29 00:00:00+00:00,283.0043
1950-08-30 00:00:00+00:00,281.83548
1950-08-31 00:00:00+00:00,281.8128
1950-09-01 00:00:00+00:00,283.2162
1950-09-02 00:00:00+00:00,281.49234
1950-09-03 00:00:00+00:00,282.45245
1950-09-04 00:00:00+00:00,281.53598
1950-09-05 00:00:00+00:00,282.5064
1950-09-06 00:00:00+00:00,281.94177
1950-09-07 00:00:00+00:00,282.88455
1950-09-08 00:00:00+00:00,284.62735
1950-09-09 00:00:00+00:00,282.06534
1950-09-10 00:00:00+00:00,283.92352
1950-09-11 00:00:00+00:00,284.49774
1950-09-12 00:00:00+00:00,279.8508
1950-09-13 00:00:00+00:00,279.9617
1950-09-14 00:00:00+00:00,281.58508
1950-09-15 00:00:00+00:00,281.76907
1950-09-16 00:00:00+00:00,280.5339
1950-09-17 00:00:00+00:00,281.16434
1950-09-18 00:00:00+00:00,282.5703
1950-09-19 00:00:00+00:00,281.402
1950-09-20 00:00:00+00:00,281.66016
1950-09-21 00:00:00+00:00,281.81693
1950-09-22 00:00:00+00:00,281.48367
1950-09-23 00:00:00+00:00,283.69617
1950-09-24 00:00:00+00:00,281.50128
1950-09-25 00:00:00+00:00,282.8338
1950-09-26 00:00:00+00:00,286.02573
1950-09-27 00:00:00+00:00,284.25403
1950-09-28 00:00:00+00:00,284.2264
1950-09-29 00:00:00+00:00,283.97653
1950-09-30 00:00:00+00:00,283.15186
1950-10-01 00:00:00+00:00,282.05612
1950-10-02 00:00:00+00:00,279.77545
1950-10-03 00:00:00+00:00,279.28204
1950-10-04 00:00:00+00:00,283.80542
1950-10-05 00:00:00+00:00,283.70413
1950-10-06 00:00:00+00:00,282.1004
1950-10-07 00:00:00+00:00,284.30588
1950-10-08 00:00:00+00:00,285.05115
1950-10-09 00:00:00+00:00,281.73392
1950-10-10 00:00:00+00:00,278.6715
1950-10-11 00:00:00+00:00,280.97864
1950-10-12 00:00:00+00:00,281.21722
1950-10-13 00:00:00+00:00,283.4455
1950-10-14 00:00:00+00:00,283.7822
1950-10-15 00:00:00+00:00,283.23465
1950-10-16 00:00:00+00:00,282.26407
1950-10-17 00:00:00+00:00,280.34772
1950-10-18 00:00:00+00:00,282.68982
1950-10-19 00:00:00+00:00,280.08124
1950-10-20 00:00:00+00:00,282.0607
1950-10-21 00:00:00+00:00,280.65665
1950-10-22 00:00:00+00:00,279.15082
1950-10-23 00:00:00+00:00,276.94244
1950-10-24 00:00:00+00:00,278.05466
1950-10-25 00:00:00+00:00,278.54312
1950-10-26 00:00:00+00:00,278.64615
1950-10-27 00:00:00+00:00,279.72217
1950-10-28 00:00:00+00:00,280.28067
1950-10-29 00:00:00+00:00,280.00983
1950-10-30 00:00:00+00:00,276.18475
1950-10-31 00:00:00+00:00,279.6863
1950-11-01 00:00:00+00:00,280.88922
1950-11-02 00:00:00+00:00,278.96872
1950-11-03 00:00:00+00:00,278.4301
1950-11-04 00:00:00+00:00,276.0644
1950-11-05 00:00:00+00:00,278.9914
1950-11-06 00:00:00+00:00,277.34628
1950-11-07 00:00:00+00:00,275.80606
1950-11-08 00:00:00+00:00,277.7401
1950-11-09 00:00:00+00:00,274.7333
1950-11-10 00:00:00+00:00,273.0704
1950-11-11 00:00:00+00:00,275.75134
1950-11-12 00:00:00+00:00,275.10428
1950-11-13 00:00:00+00:00,273.7498
1950-11-14 00:00:00+00:00,277.28195
1950-11-15 00:00:00+00:00,282.68085
1950-11-16 00:00:00+00:00,280.37744
1950-11-17 00:00:00+00:00,280.49387
1950-11-18 00:00:00+00:00,275.33737
1950-11-19 00:00:00+00:00,278.75476
1950-11-20 00:00:00+00:00,273.91666
1950-11-21 00:00:00+00:00,272.9178
1950-11-22 00:00:00+00:00,270.66986
1950-11-23 00:00:00+00:00,265.24384
1950-11-24 00:00:00+00:00,269.2935
1950-11-25 00:00:00+00:00,273.1091
1950-11-26 00:00:00+00:00,273.96298
1950-11-27 00:00:00+00:00,271.47107
1950-11-28 00:00:00+00:00,275.0067
1950-11-29 00:00:00+00:00,274.43713
1950-11-30 00:00:00+00:00,276.76132
1950-12-01 00:00:00+00:00,275.2835
1950-12-02 00:00:00+00:00,275.0923
1950-12-03 00:00:00+00:00,270.59686
1950-12-04 00:00:00+00:00,274.5108
1950-12-05 00:00:00+00:00,276.9047
1950-12-06 00:00:00+00:00,276.11505
1950-12-07 00:00:00+00:00,276.6747
1950-12-08 00:00:00+00:00,274.39685
1950-12-09 00:00:00+00:00,273.54575
1950-12-10 00:00:00+00:00,272.37872
1950-12-11 00:00:00+00:00,269.81073
1950-12-12 00:00:00+00:00,272.347
1950-12-13 00:00:00+00:00,275.80008
1950-12-14 00:00:00+00:00,278.87424
1950-12-15 00:00:00+00:00,279.60205
1950-12-16 00:00:00+00:00,274.6016
1950-12-17 00:00:00+00:00,270.1924
1950-12-18 00:00:00+00:00,269.49585
1950-12-19 00:00:00+00:00,270.23535
1950-12-20 00:00:00+00:00,267.99237
1950-12-21 00:00:00+00:00,267.27188
1950-12-22 00:00:00+00:00,269.764
1950-12-23 00:00:00+00:00,268.96713
1950-12-24 00:00:00+00:00,270.15994
1950-12-25 00:00:00+00:00,274.40558
1950-12-26 00:00:00+00:00,274.57385
1950-12-27 00:00:00+00:00,275.97025
1950-12-28 00:00:00+00:00,270.33588
1950-12-29 00:00:00+00:00,268.26172
1950-12-30 00:00:00+00:00,269.27826
1950-12-31 00:00:00+00:00,273.04596
1951-01-01 00:00:00+00:00,270.12228
1951-01-02 00:00:00+00:00,268.40085
1951-01-03 00:00:00+00:00,270.63498
1951-01-04 00:00:00+00:00,270.4319
1951-01-05 00:00:00+00:00,270.6923
1951-01-06 00:00:00+00:00,268.6866
1951-01-07 00:00:00+00:00,271.17395
1951-01-08 00:00:00+00:00,268.41907
1951-01-09 00:00:00+00:00,266.46585
1951-01-10 00:00:00+00:00,265.41205
1951-01-11 00:00:00+00:00,264.77847
1951-01-12 00:00:00+00:00,267.03214
1951-01-13 00:00:00+00:00,269.70505
1951-01-14 00:00:00+00:00,273.02664
1951-01-15 00:00:00+00:00,276.17212
1951-01-16 00:00:00+00:00,273.53845
1951-01-17 00:00:00+00:00,271.7955
1951-01-18 00:00:00+00:00,271.60834
1951-01-19 00:00:00+00:00,276.9898
1951-01-20 00:00:00+00:00,277.08398
1951-01-21 00:00:00+00:00,274.7381
1951-01-22 00:00:00+00:00,274.9353
1951-01-23 00:00:00+00:00,274.00513
1951-01-24 00:00:00+00:00,274.89532
1951-01-25 00:00:00+00:00,273.03033
1951-01-26 00:00:00+00:00,273.22632
1951-01-27 00:00:00+00:00,274.3302
1951-01-28 00:00:00+00:00,275.13092
1951-01-29 00:00:00+00:00,278.70352
1951-01-30 00:00:00+00:00,278.83545
1951-01-31 00:00:00+00:00,278.8947
1951-02-01 00:00:00+00:00,280.39948
1951-02-02 00:00:00+00:00,282.2729
1951-02-03 00:00:00+00:00,284.50836
1951-02-04 00:00:00+00:00,285.19427
1951-02-05 00:00:00+00:00,276.45795
1951-02-06 00:00:00+00:00,275.7746
1951-02-07 00:00:00+00:00,275.24234
1951-02-08 00:00:00+00:00,274.02975
1951-02-09 00:00:00+00:00,274.02005
1951-02-10 00:00:00+00:00,274.40616
1951-02-11 00:00:00+00:00,273.58688
1951-02-12 00:00:00+00:00,269.97653
1951-02-13 00:00:00+00:00,271.72522
1951-02-14 00:00:00+00:00,271.60284
1951-02-15 00:00:00+00:00,274.972
1951-02-16 00:00:00+00:00,273.03714
1951-02-17 00:00:00+00:00,276.69696
1951-02-18 00:00:00+00:00,274.1734
1951-02-19 00:00:00+00:00,276.23718
1951-02-20 00:00:00+00:00,277.29532
1951-02-21 00:00:00+00:00,279.81458
1951-02-22 00:00:00+00:00,278.93298
1951-02-23 00:00:00+00:00,275.15775
1951-02-24 00:00:00+00:00,276.5844
1951-02-25 00:00:00+00:00,277.98535
1951-02-26 00:00:00+00:00,273.43866
1951-02-27 00:00:00+00:00,271.82388
1951-02-28 00:00:00+00:00,272.7672
1951-03-01 00:00:00+00:00,276.5287
1951-03-02 00:00:00+00:00,277.93396
1951-03-03 00:00:00+00:00,274.37988
1951-03-04 00:00:00+00:00,277.96152
1951-03-05 00:00:00+00:00,270.8906
1951-03-06 00:00:00+00:00,271.31772
1951-03-07 00:00:00+00:00,270.24152
1951-03-08 00:00:00+00:00,271.90277
1951-03-09 00:00:00+00:00,271.0977
1951-03-10 00:00:00+00:00,273.9645
1951-03-11 00:00:00+00:00,274.5665
1951-03-12 00:00:00+00:00,275.61996
1951-03-13 00:00:00+00:00,280.10403
1951-03-14 00:00:00+00:00,279.69583
1951-03-15 00:00:00+00:00,280.219
1951-03-16 00:00:00+00:00,279.74295
1951-03-17 00:00:00+00:00,281.8037
1951-03-18 00:00:00+00:00,280.81665
1951-03-19 00:00:00+00:00,274.34445
1951-03-20 00:00:00+00:00,272.28745
1951-03-21 00:00:00+00:00,275.34845
1951-03-22 00:00:00+00:00,280.51245
1951-03-23 00:00:00+00:00,276.64407
1951-03-24 00:00:00+00:00,275.95697
1951-03-25 00:00:00+00:00,277.2073
1951-03-26 00:00:00+00:00,278.39474
1951-03-27 00:00:00+00:00,276.406
1951-03-28 00:00:00+00:00,275.94348
1951-03-29 00:00:00+00:00,277.68857
1951-03-30 00:00:00+00:00,276.28717
1951-03-31 00:00:00+00:00,282.63004
1951-04-01 00:00:00+00:00,283.11115
1951-04-02 00:00:00+00:00,280.572
1951-04-03 00:00:00+00:00,281.8954
1951-04-04 00:00:00+00:00,281.01776
1951-04-05 00:00:00+00:00,280.00327
1951-04-06 00:00:00+00:00,280.70682
1951-04-07 00:00:00+00:00,279.47958
1951-04-08 00:00:00+00:00,276.82678
1951-04-09 00:00:00+00:00,279.18243
1951-04-10 00:00:00+00:00,280.02817
1951-04-11 00:00:00+00:00,280.99863
1951-04-12 00:00:00+00:00,278.55142
1951-04-13 00:00:00+00:00,279.5441
1951-04-14 00:00:00+00:00,279.10574
1951-04-15 00:00:00+00:00,282.1365
1951-04-16 00:00:00+00:00,280.36105
1951-04-17 00:00:00+00:00,277.67847
1951-04-18 00:00:00+00:00,278.35342
1951-04-19 00:00:00+00:00,278.70663
1951-04-20 00:00:00+00:00,278.9743
1951-04-21 00:00:00+00:00,280.17953
1951-04-22 00:00:00+00:00,281.4306
1951-04-23 00:00:00+00:00,276.80725
1951-04-24 00:00:00+00:00,276.63403
1951-04-25 00:00:00+00:00,275.52634
1951-04-26 00:00:00+00:00,276.04553
1951-04-27 00:00:00+00:00,275.1535
1951-04-28 00:00:00+00:00,276.9524
1951-04-29 00:00:00+00:00,279.62964
1951-04-30 00:00:00+00:00,278.37228
1951-05-01 00:00:00+00:00,277.18896
1951-05-02 00:00:00+00:00,279.72815
1951-05-03 00:00:00+00:00,280.88577
1951-05-04 00:00:00+00:00,281.31946
1951-05-05 00:00:00+00:00,280.09802
1951-05-06 00:00:00+00:00,281.19226
1951-05-07 00:00:00+00:00,280.60068
1951-05-08 00:00:00+00:00,280.45407
1951-05-09 00:00:00+00:00,279.69815
1951-05-10 00:00:00+00:00,279.20154
1951-05-11 00:00:00+00:00,283.08594
1951-05-12 00:00:00+00:00,284.53033
1951-05-13 00:00:00+00:00,285.71075
1951-05-14 00:00:00+00:00,281.55142
1951-05-15 00:00:00+00:00,279.39114
1951-05-16 00:00:00+00:00,280.8734
1951-05-17 00:00:00+00:00,282.34918
1951-05-18 00:00:00+00:00,281.26935
1951-05-19 00:00:00+00:00,280.9036
1951-05-20 00:00:00+00:00,279.4875
1951-05-21 00:00:00+00:00,281.04263
1951-05-22 00:00:00+00:00,277.89633
1951-05-23 00:00:00+00:00,280.7196
1951-05-24 00:00:00+00:00,281.65424
1951-05-25 00:00:00+00:00,279.72037
1951-05-26 00:00:00+00:00,279.12415
1951-05-27 00:00:00+00:00,278.47455
1951-05-28 00:00:00+00:00,279.02905
1951-05-29 00:00:00+00:00,280.35434
1951-05-30 00:00:00+00:00,281.89734
1951-05-31 00:00:00+00:00,281.05432
1951-06-01 00:00:00+00:00,281.11932
1951-06-02 00:00:00+00:00,278.65533
1951-06-03 00:00:00+00:00,279.67358
1951-06-04 00:00:00+00:00,281.02
1951-06-05 00:00:00+00:00,283.72028
1951-06-06 00:00:00+00:00,283.42633
1951-06-07 00:00:00+00:00,282.7131
1951-06-08 00:00:00+00:00,282.848
1951-06-09 00:00:00+00:00,283.67792
1951-06-10 00:00:00+00:00,280.52374
1951-06-11 00:00:00+00:00,285.53784
1951-06-12 00:00:00+00:00,286.32043
1951-06-13 00:00:00+00:00,282.66858
1951-06-14 00:00:00+00:00,280.73312
1951-06-15 00:00:00+00:00,285.31775
1951-06-16 00:00:00+00:00,288.2818
1951-06-17 00:00:00+00:00,288.38364
1951-06-18 00:00:00+00:00,287.54755
1951-06-19 00:00:00+00:00,286.39963
1951-06-20 00:00:00+00:00,286.94943
1951-06-21 00:00:00+00:00,284.22214
1951-06-22 00:00:00+00:00,283.57968
1951-06-23 00:00:00+00:00,282.567
1951-06-24 00:00:00+00:00,282.4604
1951-06-25 00:00:00+00:00,287.09885
1951-06-26 00:00:00+00:00,285.46143
1951-06-27 00:00:00+00:00,283.3989
1951-06-28 00:00:00+00:00,279.9122
1951-06-29 00:00:00+00:00,281.02942
1951-06-30 00:00:00+00:00,280.0791
1951-07-01 00:00:00+00:00,282.37146
1951-07-02 00:00:00+00:00,282.7759
1951-07-03 00:00:00+00:00,282.1064
1951-07-04 00:00:00+00:00,284.15533
1951-07-05 00:00:00+00:00,284.1297
1951-07-06 00:00:00+00:00,284.14523
1951-07-07 00:00:00+00:00,282.1054
1951-07-08 00:00:00+00:00,285.06326
1951-07-09 00:00:00+00:00,286.35623
1951-07-10 00:00:00+00:00,282.94318
1951-07-11 00:00:00+00:00,282.63284
1951-07-12 00:00:00+00:00,281.3076
1951-07-13 00:00:00+00:00,281.3231
1951-07-14 00:00:00+00:00,283.56888
1951-07-15 00:00:00+00:00,283.0371
1951-07-16 00:00:00+00:00,284.26105
1951-07-17 00:00:00+00:00,282.91592
1951-07-18 00:00:00+00:00,283.7489
1951-07-19 00:00:00+00:00,284.55267
1951-07-20 00:00:00+00:00,285.639
1951-07-21 00:00:00+00:00,282.92407
1951-07-22 00:00:00+00:00,284.93472
1951-07-23 00:00:00+00:00,283.5948
1951-07-24 00:00:00+00:00,284.44916
1951-07-25 00:00:00+00:00,283.61514
1951-07-26 00:00:00+00:00,284.1051
1951-07-27 00:00:00+00:00,282.15527
1951-07-28 00:00:00+00:00,282.47763
1951-07-29 00:00:00+00:00,284.45227
1951-07-30 00:00:00+00:00,286.9566
1951-07-31 00:00:00+00:00,285.67596
1951-08-01 00:00:00+00:00,286.32892
1951-08-02 00:00:00+00:00,286.29303
1951-08-03 00:00:00+00:00,286.29544
1951-08-04 00:00:00+00:00,287.6473
1951-08-05 00:00:00+00:00,286.40784
1951-08-06 00:00:00+00:00,285.89578
1951-08-07 00:00:00+00:00,284.7431
1951-08-08 00:00:00+00:00,282.4698
1951-08-09 00:00:00+00:00,281.96844
1951-08-10 00:00:00+00:00,282.78464
1951-08-11 00:00:00+00:00,282.13977
1951-08-12 00:00:00+00:00,282.28574
1951-08-13 00:00:00+00:00,280.93033
1951-08-14 00:00:00+00:00,283.1693
1951-08-15 00:00:00+00:00,285.76566
1951-08-16 00:00:00+00:00,284.8197
1951-08-17 00:00:00+00:00,285.00076
1951-08-18 00:00:00+00:00,286.23495
1951-08-19 00:00:00+00:00,288.21805
1951-08-20 00:00:00+00:00,287.14398
1951-08-21 00:00:00+00:00,286.23584
1951-08-22 00:00:00+00:00,285.96613
1951-08-23 00:00:00+00:00,285.77902
1951-08-24 00:00:00+00:00,285.42258
1951-08-25 00:00:00+00:00,286.01016
1951-08-26 00:00:00+00:00,286.69443
1951-08-27 00:00:00+00:00,284.44406
1951-08-28 00:00:00+00:00,286.01184
1951-08-29 00:00:00+00:00,285.63748
1951-08-30 00:00:00+00:00,286.3522
1951-08-31 00:00:00+00:00,285.62228
1951-09-01 00:00:00+00:00,285.63095
1951-09-02 00:00:00+00:00,285.75015
1951-09-03 00:00:00+00:00,284.4351
1951-09-04 00:00:00+00:00,284.83804
1951-09-05 00:00:00+00:00,285.58664
1951-09-06 00:00:00+00:00,284.63376
1951-09-07 00:00:00+00:00,285.21603
1951-09-08 00:00:00+00:00,283.42792
1951-09-09 00:00:00+00:00,285.11365
1951-09-10 00:00:00+00:00,285.0743
1951-09-11 00:00:00+00:00,283.91177
1951-09-12 00:00:00+00:00,286.55188
1951-09-13 00:00:00+00:00,285.50595
1951-09-14 00:00:00+00:00,283.41986
1951-09-15 00:00:00+00:00,283.91644
1951-09-16 00:00:00+00:00,283.33798
1951-09-17 00:00:00+00:00,280.6177
1951-09-18 00:00:00+00:00,284.2789
1951-09-19 00:00:00+00:00,286.82074
1951-09-20 00:00:00+00:00,284.72034
1951-09-21 00:00:00+00:00,282.9291
1951-09-22 00:00:00+00:00,286.8494
1951-09-23 00:00:00+00:00,286.47495
1951-09-24 00:00:00+00:00,286.95886
1951-09-25 00:00:00+00:00,283.47534
1951-09-26 00:00:00+00:00,281.348
1951-09-27 00:00:00+00:00,281.5272
