time,tasmax_day_CNRM-CM5_rcp85
2006-01-01 00:00:00+00:00,290.3432
2006-01-02 00:00:00+00:00,290.58124
2006-01-03 00:00:00+00:00,289.40652
2006-01-04 00:00:00+00:00,290.09415
2006-01-05 00:00:00+00:00,289.3079
2006-01-06 00:00:00+00:00,291.06107
2006-01-07 00:00:00+00:00,290.10745
2006-01-08 00:00:00+00:00,289.96756
2006-01-09 00:00:00+00:00,289.07306
2006-01-10 00:00:00+00:00,288.0064
2006-01-11 00:00:00+00:00,288.48624
2006-01-12 00:00:00+00:00,288.05545
2006-01-13 00:00:00+00:00,287.7143
2006-01-14 00:00:00+00:00,287.74762
2006-01-15 00:00:00+00:00,288.18442
2006-01-16 00:00:00+00:00,289.32755
2006-01-17 00:00:00+00:00,288.89523
2006-01-18 00:00:00+00:00,289.137
2006-01-19 00:00:00+00:00,287.07938
2006-01-20 00:00:00+00:00,286.69604
2006-01-21 00:00:00+00:00,289.80215
2006-01-22 00:00:00+00:00,294.3334
2006-01-23 00:00:00+00:00,292.1974
2006-01-24 00:00:00+00:00,291.3085
2006-01-25 00:00:00+00:00,290.04074
2006-01-26 00:00:00+00:00,294.69852
2006-01-27 00:00:00+00:00,293.62363
2006-01-28 00:00:00+00:00,290.7156
2006-01-29 00:00:00+00:00,288.6294
2006-01-30 00:00:00+00:00,287.46698
2006-01-31 00:00:00+00:00,286.36182
2006-02-01 00:00:00+00:00,290.1654
2006-02-02 00:00:00+00:00,289.45288
2006-02-03 00:00:00+00:00,285.51108
2006-02-04 00:00:00+00:00,286.6733
2006-02-05 00:00:00+00:00,286.11642
2006-02-06 00:00:00+00:00,291.5597
2006-02-07 00:00:00+00:00,291.24158
2006-02-08 00:00:00+00:00,290.16315
2006-02-09 00:00:00+00:00,289.70157
2006-02-10 00:00:00+00:00,290.31326
2006-02-11 00:00:00+00:00,290.54276
2006-02-12 00:00:00+00:00,291.0614
2006-02-13 00:00:00+00:00,290.83813
2006-02-14 00:00:00+00:00,292.1577
2006-02-15 00:00:00+00:00,293.21066
2006-02-16 00:00:00+00:00,294.11728
2006-02-17 00:00:00+00:00,293.76978
2006-02-18 00:00:00+00:00,292.31964
2006-02-19 00:00:00+00:00,293.56738
2006-02-20 00:00:00+00:00,293.13327
2006-02-21 00:00:00+00:00,296.46274
2006-02-22 00:00:00+00:00,294.4973
2006-02-23 00:00:00+00:00,295.768
2006-02-24 00:00:00+00:00,295.35788
2006-02-25 00:00:00+00:00,294.7733
2006-02-26 00:00:00+00:00,294.92554
2006-02-27 00:00:00+00:00,295.58188
2006-02-28 00:00:00+00:00,292.0898
2006-03-01 00:00:00+00:00,295.84784
2006-03-02 00:00:00+00:00,298.3956
2006-03-03 00:00:00+00:00,296.18448
2006-03-04 00:00:00+00:00,292.6782
2006-03-05 00:00:00+00:00,288.7716
2006-03-06 00:00:00+00:00,290.33368
2006-03-07 00:00:00+00:00,289.10608
2006-03-08 00:00:00+00:00,294.98764
2006-03-09 00:00:00+00:00,298.5052
2006-03-10 00:00:00+00:00,296.72473
2006-03-11 00:00:00+00:00,291.22195
2006-03-12 00:00:00+00:00,289.4835
2006-03-13 00:00:00+00:00,290.97
2006-03-14 00:00:00+00:00,296.93262
2006-03-15 00:00:00+00:00,293.96646
2006-03-16 00:00:00+00:00,292.72922
2006-03-17 00:00:00+00:00,291.72583
2006-03-18 00:00:00+00:00,292.12457
2006-03-19 00:00:00+00:00,291.59195
2006-03-20 00:00:00+00:00,290.38547
2006-03-21 00:00:00+00:00,289.80927
2006-03-22 00:00:00+00:00,290.06845
2006-03-23 00:00:00+00:00,292.24127
2006-03-24 00:00:00+00:00,295.80173
2006-03-25 00:00:00+00:00,296.98618
2006-03-26 00:00:00+00:00,291.05115
2006-03-27 00:00:00+00:00,293.65967
2006-03-28 00:00:00+00:00,295.94666
2006-03-29 00:00:00+00:00,297.30106
2006-03-30 00:00:00+00:00,296.67404
2006-03-31 00:00:00+00:00,295.83115
2006-04-01 00:00:00+00:00,293.0907
2006-04-02 00:00:00+00:00,295.968
2006-04-03 00:00:00+00:00,299.71725
2006-04-04 00:00:00+00:00,296.31546
2006-04-05 00:00:00+00:00,297.67612
2006-04-06 00:00:00+00:00,295.17563
2006-04-07 00:00:00+00:00,294.72214
2006-04-08 00:00:00+00:00,296.39212
2006-04-09 00:00:00+00:00,294.68536
2006-04-10 00:00:00+00:00,298.6723
2006-04-11 00:00:00+00:00,299.6636
2006-04-12 00:00:00+00:00,299.70386
2006-04-13 00:00:00+00:00,300.903
2006-04-14 00:00:00+00:00,299.64554
2006-04-15 00:00:00+00:00,302.75174
2006-04-16 00:00:00+00:00,301.63544
2006-04-17 00:00:00+00:00,303.60315
2006-04-18 00:00:00+00:00,301.12485
2006-04-19 00:00:00+00:00,299.12637
2006-04-20 00:00:00+00:00,297.54236
2006-04-21 00:00:00+00:00,293.84515
2006-04-22 00:00:00+00:00,294.0195
2006-04-23 00:00:00+00:00,291.38632
2006-04-24 00:00:00+00:00,297.23392
2006-04-25 00:00:00+00:00,294.29034
2006-04-26 00:00:00+00:00,296.22266
2006-04-27 00:00:00+00:00,290.59085
2006-04-28 00:00:00+00:00,293.65262
2006-04-29 00:00:00+00:00,297.41632
2006-04-30 00:00:00+00:00,297.76996
2006-05-01 00:00:00+00:00,298.08224
2006-05-02 00:00:00+00:00,293.60672
2006-05-03 00:00:00+00:00,293.72958
2006-05-04 00:00:00+00:00,295.6123
2006-05-05 00:00:00+00:00,297.97516
2006-05-06 00:00:00+00:00,298.37573
2006-05-07 00:00:00+00:00,294.7293
2006-05-08 00:00:00+00:00,294.8556
2006-05-09 00:00:00+00:00,294.2456
2006-05-10 00:00:00+00:00,299.91342
2006-05-11 00:00:00+00:00,298.80243
2006-05-12 00:00:00+00:00,294.86752
2006-05-13 00:00:00+00:00,295.729
2006-05-14 00:00:00+00:00,295.65295
2006-05-15 00:00:00+00:00,297.24954
2006-05-16 00:00:00+00:00,303.43518
2006-05-17 00:00:00+00:00,308.3699
2006-05-18 00:00:00+00:00,307.52063
2006-05-19 00:00:00+00:00,308.2002
2006-05-20 00:00:00+00:00,307.56125
2006-05-21 00:00:00+00:00,301.04892
2006-05-22 00:00:00+00:00,300.68927
2006-05-23 00:00:00+00:00,298.01114
2006-05-24 00:00:00+00:00,298.90732
2006-05-25 00:00:00+00:00,299.86172
2006-05-26 00:00:00+00:00,300.27933
2006-05-27 00:00:00+00:00,298.38083
2006-05-28 00:00:00+00:00,302.8683
2006-05-29 00:00:00+00:00,306.33383
2006-05-30 00:00:00+00:00,311.57193
2006-05-31 00:00:00+00:00,310.9021
2006-06-01 00:00:00+00:00,300.0386
2006-06-02 00:00:00+00:00,295.5892
2006-06-03 00:00:00+00:00,296.5844
2006-06-04 00:00:00+00:00,300.1282
2006-06-05 00:00:00+00:00,294.93234
2006-06-06 00:00:00+00:00,290.1736
2006-06-07 00:00:00+00:00,295.68906
2006-06-08 00:00:00+00:00,297.82834
2006-06-09 00:00:00+00:00,295.21506
2006-06-10 00:00:00+00:00,301.36584
2006-06-11 00:00:00+00:00,305.9224
2006-06-12 00:00:00+00:00,311.95947
2006-06-13 00:00:00+00:00,314.62576
2006-06-14 00:00:00+00:00,310.57877
2006-06-15 00:00:00+00:00,308.49844
2006-06-16 00:00:00+00:00,305.28082
2006-06-17 00:00:00+00:00,304.68417
2006-06-18 00:00:00+00:00,299.2678
2006-06-19 00:00:00+00:00,306.32773
2006-06-20 00:00:00+00:00,306.58603
2006-06-21 00:00:00+00:00,300.75372
2006-06-22 00:00:00+00:00,300.5403
2006-06-23 00:00:00+00:00,298.45615
2006-06-24 00:00:00+00:00,299.89694
2006-06-25 00:00:00+00:00,302.54514
2006-06-26 00:00:00+00:00,300.2918
2006-06-27 00:00:00+00:00,299.34125
2006-06-28 00:00:00+00:00,301.2167
2006-06-29 00:00:00+00:00,300.4299
2006-06-30 00:00:00+00:00,302.39105
2006-07-01 00:00:00+00:00,300.1542
2006-07-02 00:00:00+00:00,300.78168
2006-07-03 00:00:00+00:00,300.89542
2006-07-04 00:00:00+00:00,301.4065
2006-07-05 00:00:00+00:00,302.29944
2006-07-06 00:00:00+00:00,300.64526
2006-07-07 00:00:00+00:00,295.95566
2006-07-08 00:00:00+00:00,293.82733
2006-07-09 00:00:00+00:00,297.4527
2006-07-10 00:00:00+00:00,300.6717
2006-07-11 00:00:00+00:00,303.1432
2006-07-12 00:00:00+00:00,302.3015
2006-07-13 00:00:00+00:00,300.59695
2006-07-14 00:00:00+00:00,302.7411
2006-07-15 00:00:00+00:00,303.83212
2006-07-16 00:00:00+00:00,303.8169
2006-07-17 00:00:00+00:00,301.8775
2006-07-18 00:00:00+00:00,299.74802
2006-07-19 00:00:00+00:00,297.2322
2006-07-20 00:00:00+00:00,300.80316
2006-07-21 00:00:00+00:00,300.18475
2006-07-22 00:00:00+00:00,302.41385
2006-07-23 00:00:00+00:00,304.6636
2006-07-24 00:00:00+00:00,300.1367
2006-07-25 00:00:00+00:00,303.0903
2006-07-26 00:00:00+00:00,305.6062
2006-07-27 00:00:00+00:00,305.2065
2006-07-28 00:00:00+00:00,306.57358
2006-07-29 00:00:00+00:00,304.97842
2006-07-30 00:00:00+00:00,304.6847
2006-07-31 00:00:00+00:00,305.05542
2006-08-01 00:00:00+00:00,305.10965
2006-08-02 00:00:00+00:00,304.00363
2006-08-03 00:00:00+00:00,305.17923
2006-08-04 00:00:00+00:00,307.5887
2006-08-05 00:00:00+00:00,305.49976
2006-08-06 00:00:00+00:00,303.7508
2006-08-07 00:00:00+00:00,301.94302
2006-08-08 00:00:00+00:00,301.90778
2006-08-09 00:00:00+00:00,302.93747
2006-08-10 00:00:00+00:00,305.51453
2006-08-11 00:00:00+00:00,306.36426
2006-08-12 00:00:00+00:00,306.623
2006-08-13 00:00:00+00:00,302.95474
2006-08-14 00:00:00+00:00,304.16232
2006-08-15 00:00:00+00:00,300.06082
2006-08-16 00:00:00+00:00,300.61102
2006-08-17 00:00:00+00:00,298.3342
2006-08-18 00:00:00+00:00,304.36316
2006-08-19 00:00:00+00:00,309.48196
2006-08-20 00:00:00+00:00,308.3388
2006-08-21 00:00:00+00:00,302.95505
2006-08-22 00:00:00+00:00,304.176
2006-08-23 00:00:00+00:00,302.1924
2006-08-24 00:00:00+00:00,301.8159
2006-08-25 00:00:00+00:00,303.80402
2006-08-26 00:00:00+00:00,304.22296
2006-08-27 00:00:00+00:00,297.7919
2006-08-28 00:00:00+00:00,300.09338
2006-08-29 00:00:00+00:00,298.0472
2006-08-30 00:00:00+00:00,298.96777
2006-08-31 00:00:00+00:00,304.75214
2006-09-01 00:00:00+00:00,303.47232
2006-09-02 00:00:00+00:00,298.79233
2006-09-03 00:00:00+00:00,298.06516
2006-09-04 00:00:00+00:00,299.1948
2006-09-05 00:00:00+00:00,303.1591
2006-09-06 00:00:00+00:00,306.06937
2006-09-07 00:00:00+00:00,308.03522
2006-09-08 00:00:00+00:00,306.0914
2006-09-09 00:00:00+00:00,301.89825
2006-09-10 00:00:00+00:00,300.38553
2006-09-11 00:00:00+00:00,299.28793
2006-09-12 00:00:00+00:00,299.9111
2006-09-13 00:00:00+00:00,299.4792
2006-09-14 00:00:00+00:00,302.33063
2006-09-15 00:00:00+00:00,300.20892
2006-09-16 00:00:00+00:00,302.01758
2006-09-17 00:00:00+00:00,298.87204
2006-09-18 00:00:00+00:00,299.1355
2006-09-19 00:00:00+00:00,296.07877
2006-09-20 00:00:00+00:00,299.15634
2006-09-21 00:00:00+00:00,298.95874
2006-09-22 00:00:00+00:00,299.80847
2006-09-23 00:00:00+00:00,299.57977
2006-09-24 00:00:00+00:00,302.22397
2006-09-25 00:00:00+00:00,303.00027
2006-09-26 00:00:00+00:00,302.4751
2006-09-27 00:00:00+00:00,301.80917
2006-09-28 00:00:00+00:00,298.41663
2006-09-29 00:00:00+00:00,302.23325
2006-09-30 00:00:00+00:00,304.25616
2006-10-01 00:00:00+00:00,303.2616
2006-10-02 00:00:00+00:00,300.9493
2006-10-03 00:00:00+00:00,299.333
2006-10-04 00:00:00+00:00,301.23914
2006-10-05 00:00:00+00:00,295.61584
2006-10-06 00:00:00+00:00,296.71606
2006-10-07 00:00:00+00:00,298.3855
2006-10-08 00:00:00+00:00,298.27872
2006-10-09 00:00:00+00:00,295.15292
2006-10-10 00:00:00+00:00,293.60312
2006-10-11 00:00:00+00:00,298.05453
2006-10-12 00:00:00+00:00,294.0607
2006-10-13 00:00:00+00:00,293.02023
2006-10-14 00:00:00+00:00,293.03848
2006-10-15 00:00:00+00:00,297.36264
2006-10-16 00:00:00+00:00,295.82224
2006-10-17 00:00:00+00:00,297.8631
2006-10-18 00:00:00+00:00,302.80975
2006-10-19 00:00:00+00:00,302.87134
2006-10-20 00:00:00+00:00,303.5398
2006-10-21 00:00:00+00:00,305.29596
2006-10-22 00:00:00+00:00,305.93478
2006-10-23 00:00:00+00:00,304.3523
2006-10-24 00:00:00+00:00,304.29013
2006-10-25 00:00:00+00:00,304.50943
2006-10-26 00:00:00+00:00,302.32764
