time,tasmax_day_MIROC5_historical
1950-07-21 00:00:00+00:00,304.1828
1950-07-22 00:00:00+00:00,309.40204
1950-07-23 00:00:00+00:00,310.51483
1950-07-24 00:00:00+00:00,310.26596
1950-07-25 00:00:00+00:00,305.5617
1950-07-26 00:00:00+00:00,304.15564
1950-07-27 00:00:00+00:00,301.62796
1950-07-28 00:00:00+00:00,299.48242
1950-07-29 00:00:00+00:00,299.5469
1950-07-30 00:00:00+00:00,298.52982
1950-07-31 00:00:00+00:00,299.72083
1950-08-01 00:00:00+00:00,302.13147
1950-08-02 00:00:00+00:00,304.93695
1950-08-03 00:00:00+00:00,299.92062
1950-08-04 00:00:00+00:00,299.34555
1950-08-05 00:00:00+00:00,300.46094
1950-08-06 00:00:00+00:00,304.77124
1950-08-07 00:00:00+00:00,303.72177
1950-08-08 00:00:00+00:00,304.77036
1950-08-09 00:00:00+00:00,302.0873
1950-08-10 00:00:00+00:00,302.26877
1950-08-11 00:00:00+00:00,299.77695
1950-08-12 00:00:00+00:00,299.30173
1950-08-13 00:00:00+00:00,299.68146
1950-08-14 00:00:00+00:00,300.0886
1950-08-15 00:00:00+00:00,296.83826
1950-08-16 00:00:00+00:00,300.5851
1950-08-17 00:00:00+00:00,299.96326
1950-08-18 00:00:00+00:00,305.3876
1950-08-19 00:00:00+00:00,304.24146
1950-08-20 00:00:00+00:00,304.61682
1950-08-21 00:00:00+00:00,304.41815
1950-08-22 00:00:00+00:00,303.5746
1950-08-23 00:00:00+00:00,304.54584
1950-08-24 00:00:00+00:00,304.40698
1950-08-25 00:00:00+00:00,304.3544
1950-08-26 00:00:00+00:00,309.38116
1950-08-27 00:00:00+00:00,308.6896
1950-08-28 00:00:00+00:00,305.87183
1950-08-29 00:00:00+00:00,303.13235
1950-08-30 00:00:00+00:00,306.83258
1950-08-31 00:00:00+00:00,304.93442
1950-09-01 00:00:00+00:00,302.56476
1950-09-02 00:00:00+00:00,301.39197
1950-09-03 00:00:00+00:00,300.5006
1950-09-04 00:00:00+00:00,296.22736
1950-09-05 00:00:00+00:00,296.34653
1950-09-06 00:00:00+00:00,303.72684
1950-09-07 00:00:00+00:00,303.67755
1950-09-08 00:00:00+00:00,303.1682
1950-09-09 00:00:00+00:00,300.1503
1950-09-10 00:00:00+00:00,301.772
1950-09-11 00:00:00+00:00,302.01068
1950-09-12 00:00:00+00:00,297.1518
1950-09-13 00:00:00+00:00,298.50812
1950-09-14 00:00:00+00:00,298.8237
1950-09-15 00:00:00+00:00,297.01093
1950-09-16 00:00:00+00:00,292.97653
1950-09-17 00:00:00+00:00,296.02414
1950-09-18 00:00:00+00:00,300.37677
1950-09-19 00:00:00+00:00,298.26404
1950-09-20 00:00:00+00:00,296.51596
1950-09-21 00:00:00+00:00,298.88528
1950-09-22 00:00:00+00:00,294.32584
1950-09-23 00:00:00+00:00,297.86
1950-09-24 00:00:00+00:00,301.39703
1950-09-25 00:00:00+00:00,303.95563
1950-09-26 00:00:00+00:00,304.41174
1950-09-27 00:00:00+00:00,305.87552
1950-09-28 00:00:00+00:00,302.78262
1950-09-29 00:00:00+00:00,301.5
1950-09-30 00:00:00+00:00,297.86322
1950-10-01 00:00:00+00:00,299.31824
1950-10-02 00:00:00+00:00,296.98807
1950-10-03 00:00:00+00:00,293.89578
1950-10-04 00:00:00+00:00,296.1947
1950-10-05 00:00:00+00:00,294.85098
1950-10-06 00:00:00+00:00,297.05887
1950-10-07 00:00:00+00:00,296.99573
1950-10-08 00:00:00+00:00,297.35513
1950-10-09 00:00:00+00:00,298.3463
1950-10-10 00:00:00+00:00,296.69836
1950-10-11 00:00:00+00:00,298.89896
1950-10-12 00:00:00+00:00,300.04218
1950-10-13 00:00:00+00:00,303.26575
1950-10-14 00:00:00+00:00,306.171
1950-10-15 00:00:00+00:00,305.27338
1950-10-16 00:00:00+00:00,304.87643
1950-10-17 00:00:00+00:00,303.39032
1950-10-18 00:00:00+00:00,306.25067
1950-10-19 00:00:00+00:00,306.2031
1950-10-20 00:00:00+00:00,304.38004
1950-10-21 00:00:00+00:00,301.3959
1950-10-22 00:00:00+00:00,297.18454
1950-10-23 00:00:00+00:00,291.67374
1950-10-24 00:00:00+00:00,292.47943
1950-10-25 00:00:00+00:00,298.41736
1950-10-26 00:00:00+00:00,302.39816
1950-10-27 00:00:00+00:00,301.87674
1950-10-28 00:00:00+00:00,298.73163
1950-10-29 00:00:00+00:00,297.435
1950-10-30 00:00:00+00:00,297.92517
1950-10-31 00:00:00+00:00,298.2777
1950-11-01 00:00:00+00:00,292.92563
1950-11-02 00:00:00+00:00,290.155
1950-11-03 00:00:00+00:00,290.28195
1950-11-04 00:00:00+00:00,288.0357
1950-11-05 00:00:00+00:00,287.25122
1950-11-06 00:00:00+00:00,290.34103
1950-11-07 00:00:00+00:00,293.64752
1950-11-08 00:00:00+00:00,290.21017
1950-11-09 00:00:00+00:00,288.14334
1950-11-10 00:00:00+00:00,287.75217
1950-11-11 00:00:00+00:00,288.03253
1950-11-12 00:00:00+00:00,287.63333
1950-11-13 00:00:00+00:00,286.61395
1950-11-14 00:00:00+00:00,288.22275
1950-11-15 00:00:00+00:00,289.48944
1950-11-16 00:00:00+00:00,288.87418
1950-11-17 00:00:00+00:00,288.61505
1950-11-18 00:00:00+00:00,288.26413
1950-11-19 00:00:00+00:00,287.70032
1950-11-20 00:00:00+00:00,288.13028
1950-11-21 00:00:00+00:00,288.14478
1950-11-22 00:00:00+00:00,288.73477
1950-11-23 00:00:00+00:00,289.32385
1950-11-24 00:00:00+00:00,289.1188
1950-11-25 00:00:00+00:00,292.0482
1950-11-26 00:00:00+00:00,290.71725
1950-11-27 00:00:00+00:00,287.12802
1950-11-28 00:00:00+00:00,292.7615
1950-11-29 00:00:00+00:00,292.20145
1950-11-30 00:00:00+00:00,290.9791
1950-12-01 00:00:00+00:00,291.1632
1950-12-02 00:00:00+00:00,286.2226
1950-12-03 00:00:00+00:00,288.03278
1950-12-04 00:00:00+00:00,290.45264
1950-12-05 00:00:00+00:00,289.13312
1950-12-06 00:00:00+00:00,288.5461
1950-12-07 00:00:00+00:00,288.42862
1950-12-08 00:00:00+00:00,289.08676
1950-12-09 00:00:00+00:00,289.99338
1950-12-10 00:00:00+00:00,289.93805
1950-12-11 00:00:00+00:00,290.2374
1950-12-12 00:00:00+00:00,289.34485
1950-12-13 00:00:00+00:00,289.44952
1950-12-14 00:00:00+00:00,286.83936
1950-12-15 00:00:00+00:00,284.79376
1950-12-16 00:00:00+00:00,282.99704
1950-12-17 00:00:00+00:00,284.0442
1950-12-18 00:00:00+00:00,284.3583
1950-12-19 00:00:00+00:00,286.4239
1950-12-20 00:00:00+00:00,285.30627
1950-12-21 00:00:00+00:00,284.2031
1950-12-22 00:00:00+00:00,283.40942
1950-12-23 00:00:00+00:00,283.48923
1950-12-24 00:00:00+00:00,281.86777
1950-12-25 00:00:00+00:00,281.70056
1950-12-26 00:00:00+00:00,283.68085
1950-12-27 00:00:00+00:00,286.01553
1950-12-28 00:00:00+00:00,287.77966
1950-12-29 00:00:00+00:00,290.34222
1950-12-30 00:00:00+00:00,288.2457
1950-12-31 00:00:00+00:00,286.6171
1951-01-01 00:00:00+00:00,286.26855
1951-01-02 00:00:00+00:00,286.90536
1951-01-03 00:00:00+00:00,287.44147
1951-01-04 00:00:00+00:00,285.69867
1951-01-05 00:00:00+00:00,286.52054
1951-01-06 00:00:00+00:00,284.821
1951-01-07 00:00:00+00:00,285.1175
1951-01-08 00:00:00+00:00,285.62735
1951-01-09 00:00:00+00:00,285.87918
1951-01-10 00:00:00+00:00,285.88138
1951-01-11 00:00:00+00:00,284.5543
1951-01-12 00:00:00+00:00,284.91663
1951-01-13 00:00:00+00:00,285.7409
1951-01-14 00:00:00+00:00,284.97717
1951-01-15 00:00:00+00:00,285.58914
1951-01-16 00:00:00+00:00,289.18265
1951-01-17 00:00:00+00:00,289.72363
1951-01-18 00:00:00+00:00,290.5577
1951-01-19 00:00:00+00:00,293.82068
1951-01-20 00:00:00+00:00,292.67944
1951-01-21 00:00:00+00:00,291.68863
1951-01-22 00:00:00+00:00,292.0318
1951-01-23 00:00:00+00:00,287.5527
1951-01-24 00:00:00+00:00,286.93866
1951-01-25 00:00:00+00:00,286.6159
1951-01-26 00:00:00+00:00,287.78592
1951-01-27 00:00:00+00:00,287.89948
1951-01-28 00:00:00+00:00,287.55902
1951-01-29 00:00:00+00:00,285.95422
1951-01-30 00:00:00+00:00,286.6217
1951-01-31 00:00:00+00:00,287.50586
1951-02-01 00:00:00+00:00,291.17334
1951-02-02 00:00:00+00:00,291.09155
1951-02-03 00:00:00+00:00,291.43387
1951-02-04 00:00:00+00:00,292.60083
1951-02-05 00:00:00+00:00,291.6887
1951-02-06 00:00:00+00:00,291.41342
1951-02-07 00:00:00+00:00,291.77423
1951-02-08 00:00:00+00:00,290.7092
1951-02-09 00:00:00+00:00,287.79797
1951-02-10 00:00:00+00:00,287.64133
1951-02-11 00:00:00+00:00,288.6428
1951-02-12 00:00:00+00:00,287.192
1951-02-13 00:00:00+00:00,288.12717
1951-02-14 00:00:00+00:00,289.61353
1951-02-15 00:00:00+00:00,295.26483
1951-02-16 00:00:00+00:00,300.10825
1951-02-17 00:00:00+00:00,296.94138
1951-02-18 00:00:00+00:00,295.96402
1951-02-19 00:00:00+00:00,291.90228
1951-02-20 00:00:00+00:00,289.8494
1951-02-21 00:00:00+00:00,289.73126
1951-02-22 00:00:00+00:00,288.82956
1951-02-23 00:00:00+00:00,289.1307
1951-02-24 00:00:00+00:00,289.7136
1951-02-25 00:00:00+00:00,289.99292
1951-02-26 00:00:00+00:00,289.60663
1951-02-27 00:00:00+00:00,291.93225
1951-02-28 00:00:00+00:00,295.05344
1951-03-01 00:00:00+00:00,297.65527
1951-03-02 00:00:00+00:00,300.08405
1951-03-03 00:00:00+00:00,298.48102
1951-03-04 00:00:00+00:00,296.9014
1951-03-05 00:00:00+00:00,293.39365
1951-03-06 00:00:00+00:00,290.72934
1951-03-07 00:00:00+00:00,291.90982
1951-03-08 00:00:00+00:00,290.99524
1951-03-09 00:00:00+00:00,293.71008
1951-03-10 00:00:00+00:00,291.60272
1951-03-11 00:00:00+00:00,295.1645
1951-03-12 00:00:00+00:00,296.45718
1951-03-13 00:00:00+00:00,293.64438
1951-03-14 00:00:00+00:00,294.9039
1951-03-15 00:00:00+00:00,297.1134
1951-03-16 00:00:00+00:00,298.77643
1951-03-17 00:00:00+00:00,298.48105
1951-03-18 00:00:00+00:00,298.20764
1951-03-19 00:00:00+00:00,297.94778
1951-03-20 00:00:00+00:00,295.9342
1951-03-21 00:00:00+00:00,297.87634
1951-03-22 00:00:00+00:00,297.998
1951-03-23 00:00:00+00:00,296.2187
1951-03-24 00:00:00+00:00,296.32037
1951-03-25 00:00:00+00:00,295.34955
1951-03-26 00:00:00+00:00,290.27853
1951-03-27 00:00:00+00:00,293.5149
1951-03-28 00:00:00+00:00,292.91763
1951-03-29 00:00:00+00:00,292.2488
1951-03-30 00:00:00+00:00,295.78726
1951-03-31 00:00:00+00:00,297.50433
1951-04-01 00:00:00+00:00,301.12482
1951-04-02 00:00:00+00:00,297.44757
1951-04-03 00:00:00+00:00,297.99826
1951-04-04 00:00:00+00:00,300.52853
1951-04-05 00:00:00+00:00,299.2844
1951-04-06 00:00:00+00:00,297.86523
1951-04-07 00:00:00+00:00,293.50464
1951-04-08 00:00:00+00:00,296.70932
1951-04-09 00:00:00+00:00,299.29803
1951-04-10 00:00:00+00:00,298.01434
1951-04-11 00:00:00+00:00,291.8177
1951-04-12 00:00:00+00:00,291.05692
1951-04-13 00:00:00+00:00,288.2904
1951-04-14 00:00:00+00:00,289.0564
1951-04-15 00:00:00+00:00,291.78345
1951-04-16 00:00:00+00:00,295.75284
1951-04-17 00:00:00+00:00,299.00946
1951-04-18 00:00:00+00:00,296.57263
1951-04-19 00:00:00+00:00,297.60648
1951-04-20 00:00:00+00:00,297.72623
1951-04-21 00:00:00+00:00,298.22574
1951-04-22 00:00:00+00:00,297.4131
1951-04-23 00:00:00+00:00,292.5629
1951-04-24 00:00:00+00:00,298.175
1951-04-25 00:00:00+00:00,297.2911
1951-04-26 00:00:00+00:00,296.5288
1951-04-27 00:00:00+00:00,295.46353
1951-04-28 00:00:00+00:00,295.5282
1951-04-29 00:00:00+00:00,298.84454
1951-04-30 00:00:00+00:00,301.98947
1951-05-01 00:00:00+00:00,302.4095
1951-05-02 00:00:00+00:00,292.20645
1951-05-03 00:00:00+00:00,291.23154
1951-05-04 00:00:00+00:00,292.65765
1951-05-05 00:00:00+00:00,293.3255
1951-05-06 00:00:00+00:00,294.16058
1951-05-07 00:00:00+00:00,296.35608
1951-05-08 00:00:00+00:00,297.026
1951-05-09 00:00:00+00:00,295.41885
1951-05-10 00:00:00+00:00,294.68314
1951-05-11 00:00:00+00:00,295.49313
1951-05-12 00:00:00+00:00,300.8929
1951-05-13 00:00:00+00:00,297.20206
1951-05-14 00:00:00+00:00,299.38065
1951-05-15 00:00:00+00:00,302.2012
1951-05-16 00:00:00+00:00,302.84134
1951-05-17 00:00:00+00:00,305.04367
1951-05-18 00:00:00+00:00,302.48282
1951-05-19 00:00:00+00:00,302.12378
1951-05-20 00:00:00+00:00,299.86887
1951-05-21 00:00:00+00:00,307.71823
1951-05-22 00:00:00+00:00,305.20642
1951-05-23 00:00:00+00:00,297.72125
1951-05-24 00:00:00+00:00,297.32907
1951-05-25 00:00:00+00:00,302.7816
1951-05-26 00:00:00+00:00,301.9947
1951-05-27 00:00:00+00:00,299.561
1951-05-28 00:00:00+00:00,304.81644
1951-05-29 00:00:00+00:00,300.81647
1951-05-30 00:00:00+00:00,294.79376
1951-05-31 00:00:00+00:00,297.74246
1951-06-01 00:00:00+00:00,297.2297
1951-06-02 00:00:00+00:00,295.4657
1951-06-03 00:00:00+00:00,290.24722
1951-06-04 00:00:00+00:00,294.09268
1951-06-05 00:00:00+00:00,298.5272
1951-06-06 00:00:00+00:00,299.22687
1951-06-07 00:00:00+00:00,299.06238
1951-06-08 00:00:00+00:00,300.40598
1951-06-09 00:00:00+00:00,301.3444
1951-06-10 00:00:00+00:00,302.40637
1951-06-11 00:00:00+00:00,297.11026
1951-06-12 00:00:00+00:00,300.23227
1951-06-13 00:00:00+00:00,302.80148
1951-06-14 00:00:00+00:00,304.7929
1951-06-15 00:00:00+00:00,303.04846
1951-06-16 00:00:00+00:00,302.58496
1951-06-17 00:00:00+00:00,302.22998
1951-06-18 00:00:00+00:00,302.9631
1951-06-19 00:00:00+00:00,301.7242
1951-06-20 00:00:00+00:00,300.85083
1951-06-21 00:00:00+00:00,301.69827
1951-06-22 00:00:00+00:00,301.12842
1951-06-23 00:00:00+00:00,301.8403
1951-06-24 00:00:00+00:00,302.59183
1951-06-25 00:00:00+00:00,303.54834
1951-06-26 00:00:00+00:00,302.56897
1951-06-27 00:00:00+00:00,303.35458
1951-06-28 00:00:00+00:00,301.95078
1951-06-29 00:00:00+00:00,302.86578
1951-06-30 00:00:00+00:00,303.25098
1951-07-01 00:00:00+00:00,304.1971
1951-07-02 00:00:00+00:00,307.95016
1951-07-03 00:00:00+00:00,308.8017
1951-07-04 00:00:00+00:00,305.66782
1951-07-05 00:00:00+00:00,306.48724
1951-07-06 00:00:00+00:00,308.0429
1951-07-07 00:00:00+00:00,303.8186
1951-07-08 00:00:00+00:00,304.47186
1951-07-09 00:00:00+00:00,302.82333
1951-07-10 00:00:00+00:00,303.24588
1951-07-11 00:00:00+00:00,299.98444
1951-07-12 00:00:00+00:00,303.08408
1951-07-13 00:00:00+00:00,304.43692
1951-07-14 00:00:00+00:00,307.91302
1951-07-15 00:00:00+00:00,306.39035
1951-07-16 00:00:00+00:00,303.7146
1951-07-17 00:00:00+00:00,301.0742
1951-07-18 00:00:00+00:00,304.53918
1951-07-19 00:00:00+00:00,303.4944
1951-07-20 00:00:00+00:00,302.7923
1951-07-21 00:00:00+00:00,302.809
1951-07-22 00:00:00+00:00,308.19324
1951-07-23 00:00:00+00:00,312.6156
1951-07-24 00:00:00+00:00,310.0118
1951-07-25 00:00:00+00:00,310.72974
1951-07-26 00:00:00+00:00,310.76508
1951-07-27 00:00:00+00:00,309.24625
1951-07-28 00:00:00+00:00,307.51553
1951-07-29 00:00:00+00:00,306.4503
1951-07-30 00:00:00+00:00,308.68445
1951-07-31 00:00:00+00:00,310.68558
1951-08-01 00:00:00+00:00,312.08868
1951-08-02 00:00:00+00:00,310.92758
1951-08-03 00:00:00+00:00,306.10144
1951-08-04 00:00:00+00:00,303.1799
1951-08-05 00:00:00+00:00,301.71262
1951-08-06 00:00:00+00:00,310.20444
1951-08-07 00:00:00+00:00,311.66336
1951-08-08 00:00:00+00:00,308.48376
1951-08-09 00:00:00+00:00,307.21167
1951-08-10 00:00:00+00:00,306.20807
1951-08-11 00:00:00+00:00,302.02686
1951-08-12 00:00:00+00:00,299.42786
1951-08-13 00:00:00+00:00,297.60495
1951-08-14 00:00:00+00:00,294.33572
1951-08-15 00:00:00+00:00,300.3978
1951-08-16 00:00:00+00:00,302.1386
1951-08-17 00:00:00+00:00,303.72934
1951-08-18 00:00:00+00:00,304.14468
1951-08-19 00:00:00+00:00,305.00754
1951-08-20 00:00:00+00:00,302.97675
1951-08-21 00:00:00+00:00,296.10406
1951-08-22 00:00:00+00:00,299.21103
1951-08-23 00:00:00+00:00,298.62466
1951-08-24 00:00:00+00:00,301.76672
1951-08-25 00:00:00+00:00,303.88144
1951-08-26 00:00:00+00:00,303.99652
1951-08-27 00:00:00+00:00,300.1185
1951-08-28 00:00:00+00:00,302.81537
1951-08-29 00:00:00+00:00,300.7151
1951-08-30 00:00:00+00:00,301.65015
1951-08-31 00:00:00+00:00,298.6593
1951-09-01 00:00:00+00:00,297.5485
1951-09-02 00:00:00+00:00,297.99515
1951-09-03 00:00:00+00:00,298.03647
1951-09-04 00:00:00+00:00,302.58112
1951-09-05 00:00:00+00:00,303.21683
1951-09-06 00:00:00+00:00,301.07565
1951-09-07 00:00:00+00:00,305.95114
1951-09-08 00:00:00+00:00,307.4922
1951-09-09 00:00:00+00:00,306.50604
1951-09-10 00:00:00+00:00,306.86322
1951-09-11 00:00:00+00:00,299.36664
1951-09-12 00:00:00+00:00,292.0893
1951-09-13 00:00:00+00:00,290.74072
1951-09-14 00:00:00+00:00,290.4581
1951-09-15 00:00:00+00:00,293.52213
1951-09-16 00:00:00+00:00,294.62598
1951-09-17 00:00:00+00:00,299.21045
1951-09-18 00:00:00+00:00,299.93365
1951-09-19 00:00:00+00:00,298.36862
1951-09-20 00:00:00+00:00,297.74896
1951-09-21 00:00:00+00:00,292.3597
1951-09-22 00:00:00+00:00,292.56082
1951-09-23 00:00:00+00:00,293.5633
1951-09-24 00:00:00+00:00,294.02036
1951-09-25 00:00:00+00:00,299.765
1951-09-26 00:00:00+00:00,300.76816
1951-09-27 00:00:00+00:00,302.24252
