time,tasmax_day_MIROC5_historical
1950-01-01 00:00:00+00:00,290.70526
1950-01-02 00:00:00+00:00,290.976
1950-01-03 00:00:00+00:00,289.2513
1950-01-04 00:00:00+00:00,290.4159
1950-01-05 00:00:00+00:00,290.35526
1950-01-06 00:00:00+00:00,288.3581
1950-01-07 00:00:00+00:00,288.51398
1950-01-08 00:00:00+00:00,290.94894
1950-01-09 00:00:00+00:00,292.9239
1950-01-10 00:00:00+00:00,291.32495
1950-01-11 00:00:00+00:00,290.68094
1950-01-12 00:00:00+00:00,291.25314
1950-01-13 00:00:00+00:00,290.2186
1950-01-14 00:00:00+00:00,291.04248
1950-01-15 00:00:00+00:00,292.42215
1950-01-16 00:00:00+00:00,291.16467
1950-01-17 00:00:00+00:00,285.82748
1950-01-18 00:00:00+00:00,282.92053
1950-01-19 00:00:00+00:00,285.2153
1950-01-20 00:00:00+00:00,286.53094
1950-01-21 00:00:00+00:00,288.13068
1950-01-22 00:00:00+00:00,290.56442
1950-01-23 00:00:00+00:00,288.75757
1950-01-24 00:00:00+00:00,287.7543
1950-01-25 00:00:00+00:00,290.615
1950-01-26 00:00:00+00:00,291.12122
1950-01-27 00:00:00+00:00,288.9704
1950-01-28 00:00:00+00:00,286.95126
1950-01-29 00:00:00+00:00,285.66455
1950-01-30 00:00:00+00:00,285.3161
1950-01-31 00:00:00+00:00,287.72336
1950-02-01 00:00:00+00:00,290.79633
1950-02-02 00:00:00+00:00,291.6538
1950-02-03 00:00:00+00:00,289.4441
1950-02-04 00:00:00+00:00,287.28723
1950-02-05 00:00:00+00:00,289.39255
1950-02-06 00:00:00+00:00,287.39703
1950-02-07 00:00:00+00:00,288.19153
1950-02-08 00:00:00+00:00,287.90744
1950-02-09 00:00:00+00:00,288.1207
1950-02-10 00:00:00+00:00,290.2261
1950-02-11 00:00:00+00:00,289.42163
1950-02-12 00:00:00+00:00,288.6379
1950-02-13 00:00:00+00:00,289.709
1950-02-14 00:00:00+00:00,289.53705
1950-02-15 00:00:00+00:00,288.39438
1950-02-16 00:00:00+00:00,289.7634
1950-02-17 00:00:00+00:00,290.73767
1950-02-18 00:00:00+00:00,292.0468
1950-02-19 00:00:00+00:00,290.52032
1950-02-20 00:00:00+00:00,288.2655
1950-02-21 00:00:00+00:00,287.83862
1950-02-22 00:00:00+00:00,289.35587
1950-02-23 00:00:00+00:00,288.59937
1950-02-24 00:00:00+00:00,290.14886
1950-02-25 00:00:00+00:00,293.41907
1950-02-26 00:00:00+00:00,291.4251
1950-02-27 00:00:00+00:00,288.77655
1950-02-28 00:00:00+00:00,289.6085
1950-03-01 00:00:00+00:00,289.92963
1950-03-02 00:00:00+00:00,290.83734
1950-03-03 00:00:00+00:00,288.27408
1950-03-04 00:00:00+00:00,288.39932
1950-03-05 00:00:00+00:00,289.08432
1950-03-06 00:00:00+00:00,295.56674
1950-03-07 00:00:00+00:00,295.7348
1950-03-08 00:00:00+00:00,295.93594
1950-03-09 00:00:00+00:00,292.89606
1950-03-10 00:00:00+00:00,291.4866
1950-03-11 00:00:00+00:00,290.91678
1950-03-12 00:00:00+00:00,290.52988
1950-03-13 00:00:00+00:00,291.3408
1950-03-14 00:00:00+00:00,292.61642
1950-03-15 00:00:00+00:00,292.22305
1950-03-16 00:00:00+00:00,291.26544
1950-03-17 00:00:00+00:00,291.04346
1950-03-18 00:00:00+00:00,292.1488
1950-03-19 00:00:00+00:00,291.88565
1950-03-20 00:00:00+00:00,288.5796
1950-03-21 00:00:00+00:00,287.46484
1950-03-22 00:00:00+00:00,290.3389
1950-03-23 00:00:00+00:00,291.13498
1950-03-24 00:00:00+00:00,292.59213
1950-03-25 00:00:00+00:00,292.9916
1950-03-26 00:00:00+00:00,292.3354
1950-03-27 00:00:00+00:00,290.8876
1950-03-28 00:00:00+00:00,289.19437
1950-03-29 00:00:00+00:00,290.77072
1950-03-30 00:00:00+00:00,294.15536
1950-03-31 00:00:00+00:00,295.05502
1950-04-01 00:00:00+00:00,294.11972
1950-04-02 00:00:00+00:00,287.89008
1950-04-03 00:00:00+00:00,290.69974
1950-04-04 00:00:00+00:00,294.36108
1950-04-05 00:00:00+00:00,295.66354
1950-04-06 00:00:00+00:00,296.40536
1950-04-07 00:00:00+00:00,297.50153
1950-04-08 00:00:00+00:00,297.33316
1950-04-09 00:00:00+00:00,295.61
1950-04-10 00:00:00+00:00,298.03174
1950-04-11 00:00:00+00:00,298.75183
1950-04-12 00:00:00+00:00,297.13504
1950-04-13 00:00:00+00:00,292.37088
1950-04-14 00:00:00+00:00,290.13272
1950-04-15 00:00:00+00:00,290.45255
1950-04-16 00:00:00+00:00,290.41617
1950-04-17 00:00:00+00:00,288.14468
1950-04-18 00:00:00+00:00,291.8847
1950-04-19 00:00:00+00:00,292.69614
1950-04-20 00:00:00+00:00,296.55774
1950-04-21 00:00:00+00:00,302.02063
1950-04-22 00:00:00+00:00,299.1031
1950-04-23 00:00:00+00:00,295.29504
1950-04-24 00:00:00+00:00,294.12747
1950-04-25 00:00:00+00:00,288.58313
1950-04-26 00:00:00+00:00,288.7275
1950-04-27 00:00:00+00:00,293.32986
1950-04-28 00:00:00+00:00,293.10065
1950-04-29 00:00:00+00:00,294.56662
1950-04-30 00:00:00+00:00,295.15222
1950-05-01 00:00:00+00:00,296.0724
1950-05-02 00:00:00+00:00,299.252
1950-05-03 00:00:00+00:00,296.89682
1950-05-04 00:00:00+00:00,294.47162
1950-05-05 00:00:00+00:00,293.51276
1950-05-06 00:00:00+00:00,295.2889
1950-05-07 00:00:00+00:00,295.03528
1950-05-08 00:00:00+00:00,292.69406
1950-05-09 00:00:00+00:00,294.33438
1950-05-10 00:00:00+00:00,294.6802
1950-05-11 00:00:00+00:00,295.67548
1950-05-12 00:00:00+00:00,302.14993
1950-05-13 00:00:00+00:00,301.22702
1950-05-14 00:00:00+00:00,298.63522
1950-05-15 00:00:00+00:00,295.88596
1950-05-16 00:00:00+00:00,295.7289
1950-05-17 00:00:00+00:00,295.61417
1950-05-18 00:00:00+00:00,293.39624
1950-05-19 00:00:00+00:00,296.3505
1950-05-20 00:00:00+00:00,300.58276
1950-05-21 00:00:00+00:00,300.72092
1950-05-22 00:00:00+00:00,305.5114
1950-05-23 00:00:00+00:00,304.29932
1950-05-24 00:00:00+00:00,303.12277
1950-05-25 00:00:00+00:00,299.2691
1950-05-26 00:00:00+00:00,305.21344
1950-05-27 00:00:00+00:00,304.28607
1950-05-28 00:00:00+00:00,300.95206
1950-05-29 00:00:00+00:00,297.97336
1950-05-30 00:00:00+00:00,298.84695
1950-05-31 00:00:00+00:00,306.40195
1950-06-01 00:00:00+00:00,308.15494
1950-06-02 00:00:00+00:00,304.4916
1950-06-03 00:00:00+00:00,302.17892
1950-06-04 00:00:00+00:00,302.5091
1950-06-05 00:00:00+00:00,304.88986
1950-06-06 00:00:00+00:00,304.89218
1950-06-07 00:00:00+00:00,300.29623
1950-06-08 00:00:00+00:00,301.9038
1950-06-09 00:00:00+00:00,299.99576
1950-06-10 00:00:00+00:00,297.54977
1950-06-11 00:00:00+00:00,302.36728
1950-06-12 00:00:00+00:00,303.37723
1950-06-13 00:00:00+00:00,301.9903
1950-06-14 00:00:00+00:00,295.40015
1950-06-15 00:00:00+00:00,293.15787
1950-06-16 00:00:00+00:00,295.12042
1950-06-17 00:00:00+00:00,298.15353
1950-06-18 00:00:00+00:00,297.71088
1950-06-19 00:00:00+00:00,297.25497
1950-06-20 00:00:00+00:00,300.4446
1950-06-21 00:00:00+00:00,301.67145
1950-06-22 00:00:00+00:00,304.97766
1950-06-23 00:00:00+00:00,303.71967
1950-06-24 00:00:00+00:00,300.46335
1950-06-25 00:00:00+00:00,302.5827
1950-06-26 00:00:00+00:00,304.06033
1950-06-27 00:00:00+00:00,307.8131
1950-06-28 00:00:00+00:00,309.545
1950-06-29 00:00:00+00:00,307.78635
1950-06-30 00:00:00+00:00,301.48447
1950-07-01 00:00:00+00:00,303.5072
1950-07-02 00:00:00+00:00,304.8889
1950-07-03 00:00:00+00:00,309.02267
1950-07-04 00:00:00+00:00,309.37106
1950-07-05 00:00:00+00:00,303.93527
1950-07-06 00:00:00+00:00,301.78583
1950-07-07 00:00:00+00:00,301.64398
1950-07-08 00:00:00+00:00,304.3763
1950-07-09 00:00:00+00:00,297.91165
1950-07-10 00:00:00+00:00,299.64908
1950-07-11 00:00:00+00:00,301.33026
1950-07-12 00:00:00+00:00,299.89948
1950-07-13 00:00:00+00:00,298.09198
1950-07-14 00:00:00+00:00,301.37625
1950-07-15 00:00:00+00:00,303.78445
1950-07-16 00:00:00+00:00,305.5047
1950-07-17 00:00:00+00:00,301.48016
1950-07-18 00:00:00+00:00,303.57587
1950-07-19 00:00:00+00:00,303.39673
1950-07-20 00:00:00+00:00,304.39374
