time,tasmax_day_MIROC5_rcp85
2006-07-05 00:00:00+00:00,306.84424
2006-07-06 00:00:00+00:00,309.40002
2006-07-07 00:00:00+00:00,307.73257
2006-07-08 00:00:00+00:00,305.84482
2006-07-09 00:00:00+00:00,306.2382
2006-07-10 00:00:00+00:00,301.54453
2006-07-11 00:00:00+00:00,306.34576
2006-07-12 00:00:00+00:00,303.68756
2006-07-13 00:00:00+00:00,304.25772
2006-07-14 00:00:00+00:00,303.1327
2006-07-15 00:00:00+00:00,300.7974
2006-07-16 00:00:00+00:00,301.7775
2006-07-17 00:00:00+00:00,303.3902
2006-07-18 00:00:00+00:00,301.8401
2006-07-19 00:00:00+00:00,304.83472
2006-07-20 00:00:00+00:00,303.37894
2006-07-21 00:00:00+00:00,303.16522
2006-07-22 00:00:00+00:00,302.79605
2006-07-23 00:00:00+00:00,302.44577
2006-07-24 00:00:00+00:00,306.01733
2006-07-25 00:00:00+00:00,309.85892
2006-07-26 00:00:00+00:00,308.37274
2006-07-27 00:00:00+00:00,310.6197
2006-07-28 00:00:00+00:00,311.7572
2006-07-29 00:00:00+00:00,310.59674
2006-07-30 00:00:00+00:00,308.20673
2006-07-31 00:00:00+00:00,302.46844
2006-08-01 00:00:00+00:00,304.5517
2006-08-02 00:00:00+00:00,305.63025
2006-08-03 00:00:00+00:00,305.52573
2006-08-04 00:00:00+00:00,303.70706
2006-08-05 00:00:00+00:00,307.67294
2006-08-06 00:00:00+00:00,306.38467
2006-08-07 00:00:00+00:00,300.34537
2006-08-08 00:00:00+00:00,298.1327
2006-08-09 00:00:00+00:00,300.08282
2006-08-10 00:00:00+00:00,305.40576
2006-08-11 00:00:00+00:00,308.9535
2006-08-12 00:00:00+00:00,311.22723
2006-08-13 00:00:00+00:00,310.75348
2006-08-14 00:00:00+00:00,308.45633
2006-08-15 00:00:00+00:00,308.44153
2006-08-16 00:00:00+00:00,313.05072
2006-08-17 00:00:00+00:00,310.04974
2006-08-18 00:00:00+00:00,308.88168
2006-08-19 00:00:00+00:00,307.55133
2006-08-20 00:00:00+00:00,307.53625
2006-08-21 00:00:00+00:00,307.09628
2006-08-22 00:00:00+00:00,309.8532
2006-08-23 00:00:00+00:00,311.3036
2006-08-24 00:00:00+00:00,309.90143
2006-08-25 00:00:00+00:00,309.47272
2006-08-26 00:00:00+00:00,308.557
2006-08-27 00:00:00+00:00,304.19675
2006-08-28 00:00:00+00:00,307.16837
2006-08-29 00:00:00+00:00,302.15848
2006-08-30 00:00:00+00:00,303.9327
2006-08-31 00:00:00+00:00,302.4503
2006-09-01 00:00:00+00:00,303.50082
2006-09-02 00:00:00+00:00,299.87958
2006-09-03 00:00:00+00:00,299.04123
2006-09-04 00:00:00+00:00,305.03732
2006-09-05 00:00:00+00:00,304.43677
2006-09-06 00:00:00+00:00,305.93048
2006-09-07 00:00:00+00:00,299.31943
2006-09-08 00:00:00+00:00,304.38794
2006-09-09 00:00:00+00:00,310.52164
2006-09-10 00:00:00+00:00,307.18524
2006-09-11 00:00:00+00:00,297.83173
2006-09-12 00:00:00+00:00,295.3435
2006-09-13 00:00:00+00:00,295.85623
2006-09-14 00:00:00+00:00,296.63443
2006-09-15 00:00:00+00:00,302.05457
2006-09-16 00:00:00+00:00,305.12424
2006-09-17 00:00:00+00:00,305.1658
2006-09-18 00:00:00+00:00,306.79605
2006-09-19 00:00:00+00:00,304.63452
2006-09-20 00:00:00+00:00,299.599
2006-09-21 00:00:00+00:00,301.51752
2006-09-22 00:00:00+00:00,304.2826
2006-09-23 00:00:00+00:00,304.36728
2006-09-24 00:00:00+00:00,301.2437
2006-09-25 00:00:00+00:00,295.9307
2006-09-26 00:00:00+00:00,294.9754
2006-09-27 00:00:00+00:00,295.19656
2006-09-28 00:00:00+00:00,298.2614
2006-09-29 00:00:00+00:00,293.90308
2006-09-30 00:00:00+00:00,294.49817
2006-10-01 00:00:00+00:00,295.99286
2006-10-02 00:00:00+00:00,298.31665
2006-10-03 00:00:00+00:00,298.38937
2006-10-04 00:00:00+00:00,301.503
2006-10-05 00:00:00+00:00,300.06213
2006-10-06 00:00:00+00:00,291.53683
2006-10-07 00:00:00+00:00,297.46304
2006-10-08 00:00:00+00:00,300.48886
2006-10-09 00:00:00+00:00,300.31714
2006-10-10 00:00:00+00:00,304.0136
2006-10-11 00:00:00+00:00,302.5036
2006-10-12 00:00:00+00:00,299.25082
2006-10-13 00:00:00+00:00,297.79257
2006-10-14 00:00:00+00:00,302.98816
2006-10-15 00:00:00+00:00,306.44394
2006-10-16 00:00:00+00:00,303.7285
2006-10-17 00:00:00+00:00,304.65097
2006-10-18 00:00:00+00:00,298.87146
2006-10-19 00:00:00+00:00,299.8049
2006-10-20 00:00:00+00:00,302.0209
2006-10-21 00:00:00+00:00,303.6915
2006-10-22 00:00:00+00:00,303.74826
2006-10-23 00:00:00+00:00,305.0097
2006-10-24 00:00:00+00:00,300.39423
2006-10-25 00:00:00+00:00,298.58768
2006-10-26 00:00:00+00:00,290.77332
2006-10-27 00:00:00+00:00,290.27576
2006-10-28 00:00:00+00:00,291.4544
2006-10-29 00:00:00+00:00,292.80563
2006-10-30 00:00:00+00:00,294.6699
2006-10-31 00:00:00+00:00,295.9831
2006-11-01 00:00:00+00:00,294.2189
2006-11-02 00:00:00+00:00,292.36765
2006-11-03 00:00:00+00:00,291.98453
2006-11-04 00:00:00+00:00,292.1872
2006-11-05 00:00:00+00:00,294.6468
2006-11-06 00:00:00+00:00,295.3969
2006-11-07 00:00:00+00:00,297.2912
2006-11-08 00:00:00+00:00,296.4078
2006-11-09 00:00:00+00:00,298.41968
2006-11-10 00:00:00+00:00,295.80118
2006-11-11 00:00:00+00:00,294.54617
2006-11-12 00:00:00+00:00,291.69568
2006-11-13 00:00:00+00:00,293.37738
2006-11-14 00:00:00+00:00,296.8111
2006-11-15 00:00:00+00:00,295.6639
2006-11-16 00:00:00+00:00,295.24524
2006-11-17 00:00:00+00:00,292.31125
2006-11-18 00:00:00+00:00,289.26505
2006-11-19 00:00:00+00:00,288.1633
2006-11-20 00:00:00+00:00,290.03568
2006-11-21 00:00:00+00:00,288.42935
2006-11-22 00:00:00+00:00,285.76068
2006-11-23 00:00:00+00:00,288.09573
2006-11-24 00:00:00+00:00,289.88724
2006-11-25 00:00:00+00:00,287.97626
2006-11-26 00:00:00+00:00,284.9879
2006-11-27 00:00:00+00:00,284.93524
2006-11-28 00:00:00+00:00,284.26437
2006-11-29 00:00:00+00:00,285.49417
2006-11-30 00:00:00+00:00,287.23572
2006-12-01 00:00:00+00:00,289.7455
2006-12-02 00:00:00+00:00,290.6001
2006-12-03 00:00:00+00:00,290.64035
2006-12-04 00:00:00+00:00,289.32938
2006-12-05 00:00:00+00:00,285.44305
2006-12-06 00:00:00+00:00,286.78732
2006-12-07 00:00:00+00:00,286.63278
2006-12-08 00:00:00+00:00,289.02646
2006-12-09 00:00:00+00:00,286.56088
2006-12-10 00:00:00+00:00,286.47495
2006-12-11 00:00:00+00:00,286.7694
2006-12-12 00:00:00+00:00,288.13074
2006-12-13 00:00:00+00:00,286.15482
2006-12-14 00:00:00+00:00,285.03403
2006-12-15 00:00:00+00:00,284.7278
2006-12-16 00:00:00+00:00,283.31863
2006-12-17 00:00:00+00:00,282.77182
2006-12-18 00:00:00+00:00,283.2394
2006-12-19 00:00:00+00:00,283.1081
2006-12-20 00:00:00+00:00,283.28033
2006-12-21 00:00:00+00:00,283.91562
2006-12-22 00:00:00+00:00,285.65704
2006-12-23 00:00:00+00:00,287.4912
2006-12-24 00:00:00+00:00,288.0342
2006-12-25 00:00:00+00:00,290.77698
2006-12-26 00:00:00+00:00,289.12305
2006-12-27 00:00:00+00:00,288.534
2006-12-28 00:00:00+00:00,285.84808
2006-12-29 00:00:00+00:00,284.95248
2006-12-30 00:00:00+00:00,283.6669
2006-12-31 00:00:00+00:00,284.16037
2007-01-01 00:00:00+00:00,285.69458
2007-01-02 00:00:00+00:00,285.16208
2007-01-03 00:00:00+00:00,285.6669
2007-01-04 00:00:00+00:00,285.58493
2007-01-05 00:00:00+00:00,285.99762
2007-01-06 00:00:00+00:00,288.1325
2007-01-07 00:00:00+00:00,289.99924
2007-01-08 00:00:00+00:00,293.93365
2007-01-09 00:00:00+00:00,290.34732
2007-01-10 00:00:00+00:00,291.09372
2007-01-11 00:00:00+00:00,289.19016
2007-01-12 00:00:00+00:00,291.5506
2007-01-13 00:00:00+00:00,290.15228
2007-01-14 00:00:00+00:00,290.224
2007-01-15 00:00:00+00:00,292.02383
2007-01-16 00:00:00+00:00,292.59424
2007-01-17 00:00:00+00:00,291.8214
2007-01-18 00:00:00+00:00,291.15274
2007-01-19 00:00:00+00:00,291.45645
2007-01-20 00:00:00+00:00,289.13196
2007-01-21 00:00:00+00:00,287.05542
2007-01-22 00:00:00+00:00,286.26318
2007-01-23 00:00:00+00:00,287.85263
2007-01-24 00:00:00+00:00,288.9931
2007-01-25 00:00:00+00:00,287.97455
2007-01-26 00:00:00+00:00,287.8024
2007-01-27 00:00:00+00:00,287.7778
2007-01-28 00:00:00+00:00,283.59155
2007-01-29 00:00:00+00:00,283.72708
2007-01-30 00:00:00+00:00,284.89117
2007-01-31 00:00:00+00:00,288.50806
2007-02-01 00:00:00+00:00,294.94345
2007-02-02 00:00:00+00:00,299.029
2007-02-03 00:00:00+00:00,297.7224
2007-02-04 00:00:00+00:00,296.04062
2007-02-05 00:00:00+00:00,297.43976
2007-02-06 00:00:00+00:00,298.15494
2007-02-07 00:00:00+00:00,298.2517
2007-02-08 00:00:00+00:00,295.965
2007-02-09 00:00:00+00:00,295.53653
2007-02-10 00:00:00+00:00,290.29315
2007-02-11 00:00:00+00:00,287.4847
2007-02-12 00:00:00+00:00,288.91702
2007-02-13 00:00:00+00:00,289.52652
2007-02-14 00:00:00+00:00,290.34268
2007-02-15 00:00:00+00:00,290.04025
2007-02-16 00:00:00+00:00,291.3757
2007-02-17 00:00:00+00:00,291.24207
2007-02-18 00:00:00+00:00,287.879
2007-02-19 00:00:00+00:00,286.7059
2007-02-20 00:00:00+00:00,287.77515
2007-02-21 00:00:00+00:00,285.15134
2007-02-22 00:00:00+00:00,290.02737
2007-02-23 00:00:00+00:00,289.3334
2007-02-24 00:00:00+00:00,287.29474
2007-02-25 00:00:00+00:00,282.99643
2007-02-26 00:00:00+00:00,286.13568
2007-02-27 00:00:00+00:00,289.48697
2007-02-28 00:00:00+00:00,289.57834
2007-03-01 00:00:00+00:00,291.8137
2007-03-02 00:00:00+00:00,289.68988
2007-03-03 00:00:00+00:00,289.6206
2007-03-04 00:00:00+00:00,293.40106
2007-03-05 00:00:00+00:00,293.73743
2007-03-06 00:00:00+00:00,294.13904
2007-03-07 00:00:00+00:00,293.35654
2007-03-08 00:00:00+00:00,288.69623
2007-03-09 00:00:00+00:00,290.8063
2007-03-10 00:00:00+00:00,289.2046
2007-03-11 00:00:00+00:00,287.97766
2007-03-12 00:00:00+00:00,286.40668
2007-03-13 00:00:00+00:00,289.8566
2007-03-14 00:00:00+00:00,291.89743
2007-03-15 00:00:00+00:00,294.64856
2007-03-16 00:00:00+00:00,292.80154
2007-03-17 00:00:00+00:00,291.429
2007-03-18 00:00:00+00:00,286.0289
2007-03-19 00:00:00+00:00,284.7714
2007-03-20 00:00:00+00:00,285.16443
2007-03-21 00:00:00+00:00,289.66995
2007-03-22 00:00:00+00:00,296.01266
2007-03-23 00:00:00+00:00,300.78854
2007-03-24 00:00:00+00:00,303.3201
2007-03-25 00:00:00+00:00,303.6376
2007-03-26 00:00:00+00:00,305.1728
2007-03-27 00:00:00+00:00,305.45526
2007-03-28 00:00:00+00:00,303.57422
2007-03-29 00:00:00+00:00,296.50946
2007-03-30 00:00:00+00:00,293.72556
2007-03-31 00:00:00+00:00,294.9986
2007-04-01 00:00:00+00:00,294.27173
2007-04-02 00:00:00+00:00,297.06982
2007-04-03 00:00:00+00:00,293.92307
2007-04-04 00:00:00+00:00,290.15424
2007-04-05 00:00:00+00:00,291.1019
2007-04-06 00:00:00+00:00,290.94678
2007-04-07 00:00:00+00:00,289.8347
2007-04-08 00:00:00+00:00,290.2249
2007-04-09 00:00:00+00:00,295.4573
2007-04-10 00:00:00+00:00,297.09164
2007-04-11 00:00:00+00:00,298.09927
2007-04-12 00:00:00+00:00,298.24323
2007-04-13 00:00:00+00:00,299.73102
2007-04-14 00:00:00+00:00,297.49103
2007-04-15 00:00:00+00:00,294.9341
2007-04-16 00:00:00+00:00,298.23474
2007-04-17 00:00:00+00:00,298.64767
2007-04-18 00:00:00+00:00,297.48105
2007-04-19 00:00:00+00:00,295.7295
2007-04-20 00:00:00+00:00,295.36218
2007-04-21 00:00:00+00:00,296.95703
2007-04-22 00:00:00+00:00,297.239
2007-04-23 00:00:00+00:00,297.24493
2007-04-24 00:00:00+00:00,293.8049
2007-04-25 00:00:00+00:00,294.2858
2007-04-26 00:00:00+00:00,295.09543
2007-04-27 00:00:00+00:00,299.5324
2007-04-28 00:00:00+00:00,298.6285
2007-04-29 00:00:00+00:00,296.67645
2007-04-30 00:00:00+00:00,299.7107
2007-05-01 00:00:00+00:00,297.0336
2007-05-02 00:00:00+00:00,297.91153
2007-05-03 00:00:00+00:00,299.451
2007-05-04 00:00:00+00:00,296.27734
2007-05-05 00:00:00+00:00,298.27237
2007-05-06 00:00:00+00:00,299.7755
2007-05-07 00:00:00+00:00,300.46106
2007-05-08 00:00:00+00:00,300.6013
2007-05-09 00:00:00+00:00,299.98236
2007-05-10 00:00:00+00:00,301.4231
2007-05-11 00:00:00+00:00,304.94177
2007-05-12 00:00:00+00:00,303.06558
2007-05-13 00:00:00+00:00,297.21872
2007-05-14 00:00:00+00:00,298.99222
2007-05-15 00:00:00+00:00,300.3079
2007-05-16 00:00:00+00:00,301.14618
2007-05-17 00:00:00+00:00,297.1185
2007-05-18 00:00:00+00:00,299.7479
2007-05-19 00:00:00+00:00,292.9943
2007-05-20 00:00:00+00:00,297.3652
2007-05-21 00:00:00+00:00,301.2097
2007-05-22 00:00:00+00:00,310.3026
2007-05-23 00:00:00+00:00,315.2913
2007-05-24 00:00:00+00:00,312.86804
2007-05-25 00:00:00+00:00,311.5741
2007-05-26 00:00:00+00:00,310.5652
2007-05-27 00:00:00+00:00,307.2492
2007-05-28 00:00:00+00:00,305.2725
2007-05-29 00:00:00+00:00,302.25235
2007-05-30 00:00:00+00:00,307.92615
2007-05-31 00:00:00+00:00,304.6203
2007-06-01 00:00:00+00:00,302.3611
2007-06-02 00:00:00+00:00,297.99313
2007-06-03 00:00:00+00:00,300.88925
2007-06-04 00:00:00+00:00,305.8051
2007-06-05 00:00:00+00:00,304.33646
2007-06-06 00:00:00+00:00,301.08353
2007-06-07 00:00:00+00:00,299.52457
2007-06-08 00:00:00+00:00,299.38977
2007-06-09 00:00:00+00:00,301.66382
2007-06-10 00:00:00+00:00,302.24753
2007-06-11 00:00:00+00:00,303.5522
2007-06-12 00:00:00+00:00,302.12793
2007-06-13 00:00:00+00:00,299.50494
2007-06-14 00:00:00+00:00,298.79047
2007-06-15 00:00:00+00:00,302.90063
2007-06-16 00:00:00+00:00,303.72534
2007-06-17 00:00:00+00:00,299.6566
2007-06-18 00:00:00+00:00,300.1506
2007-06-19 00:00:00+00:00,300.33862
2007-06-20 00:00:00+00:00,304.74115
2007-06-21 00:00:00+00:00,305.50314
2007-06-22 00:00:00+00:00,309.66016
2007-06-23 00:00:00+00:00,302.39514
2007-06-24 00:00:00+00:00,306.47864
2007-06-25 00:00:00+00:00,301.89893
2007-06-26 00:00:00+00:00,298.60428
2007-06-27 00:00:00+00:00,309.9459
2007-06-28 00:00:00+00:00,311.39264
2007-06-29 00:00:00+00:00,310.48077
2007-06-30 00:00:00+00:00,312.1193
2007-07-01 00:00:00+00:00,304.6508
2007-07-02 00:00:00+00:00,305.3812
2007-07-03 00:00:00+00:00,311.20547
2007-07-04 00:00:00+00:00,311.88354
2007-07-05 00:00:00+00:00,310.95135
2007-07-06 00:00:00+00:00,308.87717
2007-07-07 00:00:00+00:00,310.60358
2007-07-08 00:00:00+00:00,309.95993
2007-07-09 00:00:00+00:00,308.99838
2007-07-10 00:00:00+00:00,302.97934
2007-07-11 00:00:00+00:00,305.6607
2007-07-12 00:00:00+00:00,310.27075
2007-07-13 00:00:00+00:00,310.7433
2007-07-14 00:00:00+00:00,312.28384
2007-07-15 00:00:00+00:00,304.33157
2007-07-16 00:00:00+00:00,298.35004
2007-07-17 00:00:00+00:00,298.2531
2007-07-18 00:00:00+00:00,299.3694
2007-07-19 00:00:00+00:00,300.31335
2007-07-20 00:00:00+00:00,301.66473
2007-07-21 00:00:00+00:00,307.55103
2007-07-22 00:00:00+00:00,309.73474
2007-07-23 00:00:00+00:00,306.22647
2007-07-24 00:00:00+00:00,305.82727
2007-07-25 00:00:00+00:00,302.11835
2007-07-26 00:00:00+00:00,305.7717
2007-07-27 00:00:00+00:00,304.94278
2007-07-28 00:00:00+00:00,302.01523
2007-07-29 00:00:00+00:00,302.27792
2007-07-30 00:00:00+00:00,305.97745
2007-07-31 00:00:00+00:00,304.078
2007-08-01 00:00:00+00:00,298.21423
2007-08-02 00:00:00+00:00,298.84592
2007-08-03 00:00:00+00:00,300.1352
2007-08-04 00:00:00+00:00,308.06567
2007-08-05 00:00:00+00:00,309.51605
2007-08-06 00:00:00+00:00,307.02316
2007-08-07 00:00:00+00:00,303.15915
2007-08-08 00:00:00+00:00,298.41818
2007-08-09 00:00:00+00:00,298.55963
2007-08-10 00:00:00+00:00,301.61707
2007-08-11 00:00:00+00:00,301.58847
2007-08-12 00:00:00+00:00,302.03165
2007-08-13 00:00:00+00:00,304.1211
2007-08-14 00:00:00+00:00,303.7429
2007-08-15 00:00:00+00:00,302.0464
2007-08-16 00:00:00+00:00,301.32397
2007-08-17 00:00:00+00:00,300.58035
2007-08-18 00:00:00+00:00,299.04358
2007-08-19 00:00:00+00:00,300.77295
2007-08-20 00:00:00+00:00,303.42728
2007-08-21 00:00:00+00:00,300.69925
2007-08-22 00:00:00+00:00,300.69162
2007-08-23 00:00:00+00:00,304.1731
2007-08-24 00:00:00+00:00,302.9548
2007-08-25 00:00:00+00:00,302.248
2007-08-26 00:00:00+00:00,300.79385
2007-08-27 00:00:00+00:00,302.82584
2007-08-28 00:00:00+00:00,304.44113
2007-08-29 00:00:00+00:00,304.08823
2007-08-30 00:00:00+00:00,299.85022
2007-08-31 00:00:00+00:00,298.3706
2007-09-01 00:00:00+00:00,298.45615
2007-09-02 00:00:00+00:00,303.0877
2007-09-03 00:00:00+00:00,310.66452
2007-09-04 00:00:00+00:00,309.67093
2007-09-05 00:00:00+00:00,310.2588
2007-09-06 00:00:00+00:00,308.07367
2007-09-07 00:00:00+00:00,300.75586
2007-09-08 00:00:00+00:00,299.58145
2007-09-09 00:00:00+00:00,300.08887
2007-09-10 00:00:00+00:00,306.69318
2007-09-11 00:00:00+00:00,310.01526
2007-09-12 00:00:00+00:00,312.19565
2007-09-13 00:00:00+00:00,310.47772
2007-09-14 00:00:00+00:00,304.80838
2007-09-15 00:00:00+00:00,298.60928
2007-09-16 00:00:00+00:00,297.58646
2007-09-17 00:00:00+00:00,300.70123
2007-09-18 00:00:00+00:00,309.72092
2007-09-19 00:00:00+00:00,309.50284
2007-09-20 00:00:00+00:00,310.24048
2007-09-21 00:00:00+00:00,306.4188
2007-09-22 00:00:00+00:00,305.2555
2007-09-23 00:00:00+00:00,302.33084
2007-09-24 00:00:00+00:00,297.8275
2007-09-25 00:00:00+00:00,301.12698
2007-09-26 00:00:00+00:00,302.94067
2007-09-27 00:00:00+00:00,303.14185
