time,tasmin_day_CanESM2_historical
1950-02-16 00:00:00+00:00,283.6409
1950-02-17 00:00:00+00:00,284.54315
1950-02-18 00:00:00+00:00,278.99747
1950-02-19 00:00:00+00:00,271.0285
1950-02-20 00:00:00+00:00,271.42
1950-02-21 00:00:00+00:00,276.3369
1950-02-22 00:00:00+00:00,277.56296
1950-02-23 00:00:00+00:00,273.4003
1950-02-24 00:00:00+00:00,275.7248
1950-02-25 00:00:00+00:00,274.18665
1950-02-26 00:00:00+00:00,271.77304
1950-02-27 00:00:00+00:00,276.52155
1950-02-28 00:00:00+00:00,280.0713
1950-03-01 00:00:00+00:00,280.2133
1950-03-02 00:00:00+00:00,276.12613
1950-03-03 00:00:00+00:00,274.87112
1950-03-04 00:00:00+00:00,275.4631
1950-03-05 00:00:00+00:00,278.04538
1950-03-06 00:00:00+00:00,276.65094
1950-03-07 00:00:00+00:00,278.25357
1950-03-08 00:00:00+00:00,277.77823
1950-03-09 00:00:00+00:00,274.7747
1950-03-10 00:00:00+00:00,279.09613
1950-03-11 00:00:00+00:00,280.15305
1950-03-12 00:00:00+00:00,278.0101
1950-03-13 00:00:00+00:00,276.42932
1950-03-14 00:00:00+00:00,273.47046
1950-03-15 00:00:00+00:00,274.03494
1950-03-16 00:00:00+00:00,276.99774
1950-03-17 00:00:00+00:00,276.68634
1950-03-18 00:00:00+00:00,275.89633
1950-03-19 00:00:00+00:00,276.6368
1950-03-20 00:00:00+00:00,276.66394
1950-03-21 00:00:00+00:00,275.95712
1950-03-22 00:00:00+00:00,276.94632
1950-03-23 00:00:00+00:00,276.97964
1950-03-24 00:00:00+00:00,279.11618
1950-03-25 00:00:00+00:00,278.48013
1950-03-26 00:00:00+00:00,280.6093
1950-03-27 00:00:00+00:00,277.4453
1950-03-28 00:00:00+00:00,278.25272
1950-03-29 00:00:00+00:00,280.03864
1950-03-30 00:00:00+00:00,280.81403
1950-03-31 00:00:00+00:00,279.72803
1950-04-01 00:00:00+00:00,276.86072
1950-04-02 00:00:00+00:00,279.25162
1950-04-03 00:00:00+00:00,283.24237
1950-04-04 00:00:00+00:00,280.66125
1950-04-05 00:00:00+00:00,277.4853
1950-04-06 00:00:00+00:00,279.7294
1950-04-07 00:00:00+00:00,279.70108
1950-04-08 00:00:00+00:00,275.70483
1950-04-09 00:00:00+00:00,273.6795
1950-04-10 00:00:00+00:00,275.27985
1950-04-11 00:00:00+00:00,277.59506
1950-04-12 00:00:00+00:00,278.30426
1950-04-13 00:00:00+00:00,278.80325
1950-04-14 00:00:00+00:00,277.5345
1950-04-15 00:00:00+00:00,279.4667
1950-04-16 00:00:00+00:00,279.13364
1950-04-17 00:00:00+00:00,284.77496
1950-04-18 00:00:00+00:00,284.42554
1950-04-19 00:00:00+00:00,283.64975
1950-04-20 00:00:00+00:00,279.528
1950-04-21 00:00:00+00:00,279.54297
1950-04-22 00:00:00+00:00,278.4651
1950-04-23 00:00:00+00:00,279.25665
1950-04-24 00:00:00+00:00,279.51236
1950-04-25 00:00:00+00:00,279.51038
1950-04-26 00:00:00+00:00,282.23694
1950-04-27 00:00:00+00:00,284.27997
1950-04-28 00:00:00+00:00,280.6518
1950-04-29 00:00:00+00:00,281.2229
1950-04-30 00:00:00+00:00,279.89236
1950-05-01 00:00:00+00:00,278.8692
1950-05-02 00:00:00+00:00,278.82495
1950-05-03 00:00:00+00:00,280.34634
1950-05-04 00:00:00+00:00,277.87506
1950-05-05 00:00:00+00:00,277.5428
1950-05-06 00:00:00+00:00,278.8742
1950-05-07 00:00:00+00:00,277.31793
1950-05-08 00:00:00+00:00,278.78613
1950-05-09 00:00:00+00:00,278.1151
1950-05-10 00:00:00+00:00,280.37796
1950-05-11 00:00:00+00:00,280.5397
1950-05-12 00:00:00+00:00,278.7452
1950-05-13 00:00:00+00:00,279.3983
1950-05-14 00:00:00+00:00,279.754
1950-05-15 00:00:00+00:00,277.44528
1950-05-16 00:00:00+00:00,276.9405
1950-05-17 00:00:00+00:00,277.79865
1950-05-18 00:00:00+00:00,277.5648
1950-05-19 00:00:00+00:00,278.69748
1950-05-20 00:00:00+00:00,277.81476
1950-05-21 00:00:00+00:00,279.48846
1950-05-22 00:00:00+00:00,285.64053
1950-05-23 00:00:00+00:00,287.3114
1950-05-24 00:00:00+00:00,287.2688
1950-05-25 00:00:00+00:00,283.00812
1950-05-26 00:00:00+00:00,281.87796
1950-05-27 00:00:00+00:00,283.05145
1950-05-28 00:00:00+00:00,283.03427
1950-05-29 00:00:00+00:00,283.66156
1950-05-30 00:00:00+00:00,281.73117
1950-05-31 00:00:00+00:00,280.3285
1950-06-01 00:00:00+00:00,278.09634
1950-06-02 00:00:00+00:00,282.1266
1950-06-03 00:00:00+00:00,283.7487
1950-06-04 00:00:00+00:00,286.80493
1950-06-05 00:00:00+00:00,285.64337
1950-06-06 00:00:00+00:00,284.09323
1950-06-07 00:00:00+00:00,279.7173
1950-06-08 00:00:00+00:00,282.1258
1950-06-09 00:00:00+00:00,281.80045
1950-06-10 00:00:00+00:00,282.5059
1950-06-11 00:00:00+00:00,281.20517
1950-06-12 00:00:00+00:00,281.0476
1950-06-13 00:00:00+00:00,279.33704
1950-06-14 00:00:00+00:00,282.36423
1950-06-15 00:00:00+00:00,281.49744
1950-06-16 00:00:00+00:00,282.6617
1950-06-17 00:00:00+00:00,281.80954
1950-06-18 00:00:00+00:00,280.9036
1950-06-19 00:00:00+00:00,282.34244
1950-06-20 00:00:00+00:00,282.77872
1950-06-21 00:00:00+00:00,281.75516
1950-06-22 00:00:00+00:00,282.5775
1950-06-23 00:00:00+00:00,283.03125
1950-06-24 00:00:00+00:00,282.0453
1950-06-25 00:00:00+00:00,281.0358
1950-06-26 00:00:00+00:00,283.34357
1950-06-27 00:00:00+00:00,281.8636
1950-06-28 00:00:00+00:00,279.02017
1950-06-29 00:00:00+00:00,279.8308
1950-06-30 00:00:00+00:00,280.8862
1950-07-01 00:00:00+00:00,281.5115
1950-07-02 00:00:00+00:00,281.22015
1950-07-03 00:00:00+00:00,281.5443
1950-07-04 00:00:00+00:00,280.92175
1950-07-05 00:00:00+00:00,283.48087
1950-07-06 00:00:00+00:00,283.15015
1950-07-07 00:00:00+00:00,283.18375
1950-07-08 00:00:00+00:00,284.47308
1950-07-09 00:00:00+00:00,284.84506
1950-07-10 00:00:00+00:00,283.81168
1950-07-11 00:00:00+00:00,284.9121
1950-07-12 00:00:00+00:00,283.4591
1950-07-13 00:00:00+00:00,283.3711
1950-07-14 00:00:00+00:00,283.22723
1950-07-15 00:00:00+00:00,283.78088
1950-07-16 00:00:00+00:00,283.9042
1950-07-17 00:00:00+00:00,286.08606
1950-07-18 00:00:00+00:00,285.4761
1950-07-19 00:00:00+00:00,284.3759
1950-07-20 00:00:00+00:00,284.0426
1950-07-21 00:00:00+00:00,284.0496
1950-07-22 00:00:00+00:00,284.4663
1950-07-23 00:00:00+00:00,284.59262
1950-07-24 00:00:00+00:00,285.50613
1950-07-25 00:00:00+00:00,284.30756
1950-07-26 00:00:00+00:00,285.27536
1950-07-27 00:00:00+00:00,284.8582
1950-07-28 00:00:00+00:00,284.38815
1950-07-29 00:00:00+00:00,285.38382
1950-07-30 00:00:00+00:00,284.77377
1950-07-31 00:00:00+00:00,285.27484
1950-08-01 00:00:00+00:00,284.50842
1950-08-02 00:00:00+00:00,283.57538
1950-08-03 00:00:00+00:00,283.64667
1950-08-04 00:00:00+00:00,284.81442
1950-08-05 00:00:00+00:00,283.89395
1950-08-06 00:00:00+00:00,285.1384
1950-08-07 00:00:00+00:00,285.34354
1950-08-08 00:00:00+00:00,283.34415
1950-08-09 00:00:00+00:00,283.9405
1950-08-10 00:00:00+00:00,283.2558
1950-08-11 00:00:00+00:00,282.68958
1950-08-12 00:00:00+00:00,283.75378
1950-08-13 00:00:00+00:00,283.15616
1950-08-14 00:00:00+00:00,282.29834
1950-08-15 00:00:00+00:00,282.91968
1950-08-16 00:00:00+00:00,284.96957
1950-08-17 00:00:00+00:00,284.64688
1950-08-18 00:00:00+00:00,286.24478
1950-08-19 00:00:00+00:00,290.25446
1950-08-20 00:00:00+00:00,288.92996
1950-08-21 00:00:00+00:00,288.52805
1950-08-22 00:00:00+00:00,288.00494
1950-08-23 00:00:00+00:00,283.36572
1950-08-24 00:00:00+00:00,288.9627
1950-08-25 00:00:00+00:00,286.6195
1950-08-26 00:00:00+00:00,286.10602
1950-08-27 00:00:00+00:00,285.55383
1950-08-28 00:00:00+00:00,285.40265
1950-08-29 00:00:00+00:00,283.83008
1950-08-30 00:00:00+00:00,283.04825
1950-08-31 00:00:00+00:00,284.23834
1950-09-01 00:00:00+00:00,283.30304
1950-09-02 00:00:00+00:00,284.55905
1950-09-03 00:00:00+00:00,284.0851
1950-09-04 00:00:00+00:00,284.92877
1950-09-05 00:00:00+00:00,281.6717
1950-09-06 00:00:00+00:00,280.25854
1950-09-07 00:00:00+00:00,283.1039
1950-09-08 00:00:00+00:00,282.44266
1950-09-09 00:00:00+00:00,282.3263
1950-09-10 00:00:00+00:00,281.9216
1950-09-11 00:00:00+00:00,283.37653
1950-09-12 00:00:00+00:00,282.96216
1950-09-13 00:00:00+00:00,281.91907
1950-09-14 00:00:00+00:00,281.72916
1950-09-15 00:00:00+00:00,283.10886
1950-09-16 00:00:00+00:00,282.52396
1950-09-17 00:00:00+00:00,284.74115
1950-09-18 00:00:00+00:00,284.35437
1950-09-19 00:00:00+00:00,284.89618
1950-09-20 00:00:00+00:00,284.54285
1950-09-21 00:00:00+00:00,282.86414
1950-09-22 00:00:00+00:00,281.33405
1950-09-23 00:00:00+00:00,281.36368
1950-09-24 00:00:00+00:00,281.5469
1950-09-25 00:00:00+00:00,280.8708
1950-09-26 00:00:00+00:00,281.628
1950-09-27 00:00:00+00:00,282.4329
1950-09-28 00:00:00+00:00,282.36975
1950-09-29 00:00:00+00:00,283.52243
1950-09-30 00:00:00+00:00,284.03677
1950-10-01 00:00:00+00:00,283.58978
1950-10-02 00:00:00+00:00,280.91223
1950-10-03 00:00:00+00:00,279.93777
1950-10-04 00:00:00+00:00,281.60004
1950-10-05 00:00:00+00:00,281.97055
1950-10-06 00:00:00+00:00,280.97296
1950-10-07 00:00:00+00:00,279.2492
1950-10-08 00:00:00+00:00,278.72617
1950-10-09 00:00:00+00:00,279.7745
1950-10-10 00:00:00+00:00,282.51053
1950-10-11 00:00:00+00:00,286.22632
1950-10-12 00:00:00+00:00,284.03085
1950-10-13 00:00:00+00:00,284.09808
1950-10-14 00:00:00+00:00,281.6575
1950-10-15 00:00:00+00:00,280.87405
1950-10-16 00:00:00+00:00,281.71494
1950-10-17 00:00:00+00:00,277.2425
1950-10-18 00:00:00+00:00,277.70264
1950-10-19 00:00:00+00:00,274.63187
1950-10-20 00:00:00+00:00,273.6061
1950-10-21 00:00:00+00:00,273.771
1950-10-22 00:00:00+00:00,277.1806
1950-10-23 00:00:00+00:00,277.496
1950-10-24 00:00:00+00:00,276.9215
1950-10-25 00:00:00+00:00,276.53394
1950-10-26 00:00:00+00:00,278.0074
1950-10-27 00:00:00+00:00,279.84833
1950-10-28 00:00:00+00:00,279.04465
1950-10-29 00:00:00+00:00,282.8622
1950-10-30 00:00:00+00:00,277.6747
1950-10-31 00:00:00+00:00,278.00867
1950-11-01 00:00:00+00:00,276.89413
1950-11-02 00:00:00+00:00,281.80817
1950-11-03 00:00:00+00:00,277.52777
1950-11-04 00:00:00+00:00,277.45358
1950-11-05 00:00:00+00:00,278.14462
1950-11-06 00:00:00+00:00,277.13718
1950-11-07 00:00:00+00:00,277.15573
1950-11-08 00:00:00+00:00,277.8709
1950-11-09 00:00:00+00:00,277.54214
1950-11-10 00:00:00+00:00,277.35822
1950-11-11 00:00:00+00:00,276.17038
1950-11-12 00:00:00+00:00,274.09933
1950-11-13 00:00:00+00:00,273.02277
1950-11-14 00:00:00+00:00,276.11377
1950-11-15 00:00:00+00:00,275.81122
1950-11-16 00:00:00+00:00,273.88992
1950-11-17 00:00:00+00:00,274.66248
1950-11-18 00:00:00+00:00,277.339
1950-11-19 00:00:00+00:00,272.6832
1950-11-20 00:00:00+00:00,278.6828
1950-11-21 00:00:00+00:00,276.7559
1950-11-22 00:00:00+00:00,273.5563
1950-11-23 00:00:00+00:00,281.0898
1950-11-24 00:00:00+00:00,275.67538
1950-11-25 00:00:00+00:00,275.23828
1950-11-26 00:00:00+00:00,274.56808
1950-11-27 00:00:00+00:00,273.67828
1950-11-28 00:00:00+00:00,279.44928
1950-11-29 00:00:00+00:00,276.10788
1950-11-30 00:00:00+00:00,279.0278
1950-12-01 00:00:00+00:00,280.79453
1950-12-02 00:00:00+00:00,284.0517
1950-12-03 00:00:00+00:00,283.8477
1950-12-04 00:00:00+00:00,283.9128
1950-12-05 00:00:00+00:00,274.7474
1950-12-06 00:00:00+00:00,271.45554
1950-12-07 00:00:00+00:00,277.4794
1950-12-08 00:00:00+00:00,275.88977
1950-12-09 00:00:00+00:00,270.8968
1950-12-10 00:00:00+00:00,273.62976
1950-12-11 00:00:00+00:00,279.83182
1950-12-12 00:00:00+00:00,274.6227
1950-12-13 00:00:00+00:00,281.91962
1950-12-14 00:00:00+00:00,274.49243
1950-12-15 00:00:00+00:00,271.424
1950-12-16 00:00:00+00:00,271.74994
1950-12-17 00:00:00+00:00,272.38925
1950-12-18 00:00:00+00:00,275.27414
1950-12-19 00:00:00+00:00,273.49847
1950-12-20 00:00:00+00:00,273.84622
1950-12-21 00:00:00+00:00,272.08755
1950-12-22 00:00:00+00:00,271.38242
1950-12-23 00:00:00+00:00,273.21808
1950-12-24 00:00:00+00:00,273.02664
1950-12-25 00:00:00+00:00,271.91055
1950-12-26 00:00:00+00:00,272.91013
1950-12-27 00:00:00+00:00,274.89545
1950-12-28 00:00:00+00:00,272.6727
1950-12-29 00:00:00+00:00,273.64523
1950-12-30 00:00:00+00:00,277.29816
1950-12-31 00:00:00+00:00,283.73953
1951-01-01 00:00:00+00:00,282.14233
1951-01-02 00:00:00+00:00,274.35312
1951-01-03 00:00:00+00:00,275.5942
1951-01-04 00:00:00+00:00,272.57144
1951-01-05 00:00:00+00:00,270.3787
1951-01-06 00:00:00+00:00,272.15506
1951-01-07 00:00:00+00:00,271.35077
1951-01-08 00:00:00+00:00,268.99722
1951-01-09 00:00:00+00:00,272.68573
1951-01-10 00:00:00+00:00,273.06955
1951-01-11 00:00:00+00:00,271.29065
1951-01-12 00:00:00+00:00,273.35605
1951-01-13 00:00:00+00:00,274.27203
1951-01-14 00:00:00+00:00,279.157
1951-01-15 00:00:00+00:00,277.89026
1951-01-16 00:00:00+00:00,273.919
1951-01-17 00:00:00+00:00,275.13507
1951-01-18 00:00:00+00:00,281.42188
1951-01-19 00:00:00+00:00,273.6735
1951-01-20 00:00:00+00:00,276.71625
1951-01-21 00:00:00+00:00,277.0544
1951-01-22 00:00:00+00:00,274.57654
1951-01-23 00:00:00+00:00,275.75946
1951-01-24 00:00:00+00:00,272.84683
1951-01-25 00:00:00+00:00,275.17328
1951-01-26 00:00:00+00:00,273.89575
1951-01-27 00:00:00+00:00,274.14362
1951-01-28 00:00:00+00:00,275.5705
1951-01-29 00:00:00+00:00,275.78165
1951-01-30 00:00:00+00:00,273.76013
1951-01-31 00:00:00+00:00,273.92657
1951-02-01 00:00:00+00:00,279.7015
1951-02-02 00:00:00+00:00,281.83774
1951-02-03 00:00:00+00:00,275.32632
1951-02-04 00:00:00+00:00,270.94623
1951-02-05 00:00:00+00:00,271.88528
1951-02-06 00:00:00+00:00,271.68137
1951-02-07 00:00:00+00:00,275.60065
1951-02-08 00:00:00+00:00,281.29486
1951-02-09 00:00:00+00:00,279.9847
1951-02-10 00:00:00+00:00,279.5448
1951-02-11 00:00:00+00:00,279.04968
1951-02-12 00:00:00+00:00,277.1704
1951-02-13 00:00:00+00:00,273.5582
1951-02-14 00:00:00+00:00,276.82043
1951-02-15 00:00:00+00:00,277.06674
1951-02-16 00:00:00+00:00,274.38428
1951-02-17 00:00:00+00:00,280.72006
1951-02-18 00:00:00+00:00,279.88998
1951-02-19 00:00:00+00:00,275.1636
1951-02-20 00:00:00+00:00,275.36853
1951-02-21 00:00:00+00:00,275.95813
1951-02-22 00:00:00+00:00,275.56543
1951-02-23 00:00:00+00:00,277.89963
1951-02-24 00:00:00+00:00,278.95215
1951-02-25 00:00:00+00:00,279.74945
1951-02-26 00:00:00+00:00,281.03183
1951-02-27 00:00:00+00:00,279.50516
1951-02-28 00:00:00+00:00,284.24487
1951-03-01 00:00:00+00:00,276.7091
1951-03-02 00:00:00+00:00,273.10974
1951-03-03 00:00:00+00:00,276.52625
1951-03-04 00:00:00+00:00,278.82117
1951-03-05 00:00:00+00:00,277.3379
1951-03-06 00:00:00+00:00,278.59488
1951-03-07 00:00:00+00:00,278.7727
1951-03-08 00:00:00+00:00,279.4836
1951-03-09 00:00:00+00:00,278.34628
1951-03-10 00:00:00+00:00,281.38263
1951-03-11 00:00:00+00:00,282.89325
1951-03-12 00:00:00+00:00,279.19098
1951-03-13 00:00:00+00:00,279.4925
1951-03-14 00:00:00+00:00,278.91498
1951-03-15 00:00:00+00:00,278.61646
1951-03-16 00:00:00+00:00,277.42865
1951-03-17 00:00:00+00:00,278.31668
1951-03-18 00:00:00+00:00,276.15582
1951-03-19 00:00:00+00:00,276.49994
1951-03-20 00:00:00+00:00,278.95007
1951-03-21 00:00:00+00:00,279.74564
1951-03-22 00:00:00+00:00,281.18967
1951-03-23 00:00:00+00:00,279.11328
1951-03-24 00:00:00+00:00,282.0254
1951-03-25 00:00:00+00:00,283.48224
1951-03-26 00:00:00+00:00,282.5438
1951-03-27 00:00:00+00:00,282.61865
1951-03-28 00:00:00+00:00,281.00778
1951-03-29 00:00:00+00:00,281.39526
1951-03-30 00:00:00+00:00,282.55655
1951-03-31 00:00:00+00:00,280.93982
1951-04-01 00:00:00+00:00,277.6515
1951-04-02 00:00:00+00:00,278.20532
1951-04-03 00:00:00+00:00,277.2778
1951-04-04 00:00:00+00:00,275.50296
1951-04-05 00:00:00+00:00,276.51675
1951-04-06 00:00:00+00:00,276.94992
1951-04-07 00:00:00+00:00,276.22003
1951-04-08 00:00:00+00:00,277.16345
1951-04-09 00:00:00+00:00,278.66653
1951-04-10 00:00:00+00:00,274.604
1951-04-11 00:00:00+00:00,273.96735
1951-04-12 00:00:00+00:00,276.30307
1951-04-13 00:00:00+00:00,277.65506
1951-04-14 00:00:00+00:00,278.9598
1951-04-15 00:00:00+00:00,278.9201
1951-04-16 00:00:00+00:00,277.98007
1951-04-17 00:00:00+00:00,277.1911
1951-04-18 00:00:00+00:00,277.0113
1951-04-19 00:00:00+00:00,279.80197
1951-04-20 00:00:00+00:00,279.92145
1951-04-21 00:00:00+00:00,280.65848
1951-04-22 00:00:00+00:00,277.31158
1951-04-23 00:00:00+00:00,276.69873
1951-04-24 00:00:00+00:00,277.91653
1951-04-25 00:00:00+00:00,279.07977
1951-04-26 00:00:00+00:00,280.64175
1951-04-27 00:00:00+00:00,281.02502
1951-04-28 00:00:00+00:00,276.88107
1951-04-29 00:00:00+00:00,279.22354
1951-04-30 00:00:00+00:00,277.7933
1951-05-01 00:00:00+00:00,277.63306
1951-05-02 00:00:00+00:00,276.80118
1951-05-03 00:00:00+00:00,277.31528
1951-05-04 00:00:00+00:00,277.54892
1951-05-05 00:00:00+00:00,278.26114
1951-05-06 00:00:00+00:00,277.62415
1951-05-07 00:00:00+00:00,279.46985
1951-05-08 00:00:00+00:00,280.90222
1951-05-09 00:00:00+00:00,280.94296
1951-05-10 00:00:00+00:00,282.00806
1951-05-11 00:00:00+00:00,279.73257
1951-05-12 00:00:00+00:00,280.85345
1951-05-13 00:00:00+00:00,280.5584
1951-05-14 00:00:00+00:00,280.6811
1951-05-15 00:00:00+00:00,280.58813
1951-05-16 00:00:00+00:00,281.59933
1951-05-17 00:00:00+00:00,280.79202
1951-05-18 00:00:00+00:00,281.59143
1951-05-19 00:00:00+00:00,279.9055
1951-05-20 00:00:00+00:00,280.6456
1951-05-21 00:00:00+00:00,283.2873
1951-05-22 00:00:00+00:00,282.49753
1951-05-23 00:00:00+00:00,283.7401
1951-05-24 00:00:00+00:00,284.3976
1951-05-25 00:00:00+00:00,282.4448
1951-05-26 00:00:00+00:00,279.477
1951-05-27 00:00:00+00:00,280.62805
1951-05-28 00:00:00+00:00,281.66257
1951-05-29 00:00:00+00:00,282.01834
1951-05-30 00:00:00+00:00,281.86908
1951-05-31 00:00:00+00:00,282.35638
1951-06-01 00:00:00+00:00,283.90524
1951-06-02 00:00:00+00:00,283.9197
1951-06-03 00:00:00+00:00,284.77457
1951-06-04 00:00:00+00:00,284.88315
1951-06-05 00:00:00+00:00,285.00882
1951-06-06 00:00:00+00:00,285.01657
1951-06-07 00:00:00+00:00,282.80273
1951-06-08 00:00:00+00:00,280.0909
1951-06-09 00:00:00+00:00,280.97375
1951-06-10 00:00:00+00:00,282.4509
1951-06-11 00:00:00+00:00,281.67908
1951-06-12 00:00:00+00:00,280.96243
1951-06-13 00:00:00+00:00,282.4554
1951-06-14 00:00:00+00:00,283.0345
1951-06-15 00:00:00+00:00,285.32584
1951-06-16 00:00:00+00:00,286.20593
1951-06-17 00:00:00+00:00,284.44772
1951-06-18 00:00:00+00:00,283.36908
1951-06-19 00:00:00+00:00,283.75262
1951-06-20 00:00:00+00:00,283.4048
1951-06-21 00:00:00+00:00,284.79245
1951-06-22 00:00:00+00:00,284.32928
1951-06-23 00:00:00+00:00,283.9759
1951-06-24 00:00:00+00:00,285.45926
1951-06-25 00:00:00+00:00,285.54788
1951-06-26 00:00:00+00:00,283.89853
1951-06-27 00:00:00+00:00,282.92645
1951-06-28 00:00:00+00:00,283.44736
1951-06-29 00:00:00+00:00,284.2324
1951-06-30 00:00:00+00:00,285.00424
1951-07-01 00:00:00+00:00,282.50806
1951-07-02 00:00:00+00:00,282.31796
1951-07-03 00:00:00+00:00,285.57422
1951-07-04 00:00:00+00:00,285.33655
1951-07-05 00:00:00+00:00,283.6463
1951-07-06 00:00:00+00:00,281.91095
1951-07-07 00:00:00+00:00,280.8751
1951-07-08 00:00:00+00:00,282.16797
1951-07-09 00:00:00+00:00,282.3388
1951-07-10 00:00:00+00:00,287.3953
1951-07-11 00:00:00+00:00,289.4073
1951-07-12 00:00:00+00:00,281.7483
1951-07-13 00:00:00+00:00,281.85934
1951-07-14 00:00:00+00:00,281.8886
1951-07-15 00:00:00+00:00,282.8862
1951-07-16 00:00:00+00:00,284.45526
1951-07-17 00:00:00+00:00,283.49695
1951-07-18 00:00:00+00:00,283.24243
1951-07-19 00:00:00+00:00,284.6975
1951-07-20 00:00:00+00:00,283.1364
1951-07-21 00:00:00+00:00,282.4426
1951-07-22 00:00:00+00:00,282.64444
1951-07-23 00:00:00+00:00,282.50616
1951-07-24 00:00:00+00:00,283.39963
1951-07-25 00:00:00+00:00,283.43118
1951-07-26 00:00:00+00:00,283.98306
1951-07-27 00:00:00+00:00,284.90906
1951-07-28 00:00:00+00:00,283.7346
1951-07-29 00:00:00+00:00,282.9294
1951-07-30 00:00:00+00:00,283.08066
1951-07-31 00:00:00+00:00,282.57474
1951-08-01 00:00:00+00:00,281.5326
1951-08-02 00:00:00+00:00,283.2854
1951-08-03 00:00:00+00:00,283.13495
1951-08-04 00:00:00+00:00,284.17813
1951-08-05 00:00:00+00:00,286.37726
1951-08-06 00:00:00+00:00,284.4241
1951-08-07 00:00:00+00:00,284.46628
1951-08-08 00:00:00+00:00,283.91812
1951-08-09 00:00:00+00:00,281.83887
1951-08-10 00:00:00+00:00,281.05777
1951-08-11 00:00:00+00:00,280.23584
1951-08-12 00:00:00+00:00,281.4581
1951-08-13 00:00:00+00:00,285.7165
1951-08-14 00:00:00+00:00,281.69806
1951-08-15 00:00:00+00:00,283.43073
1951-08-16 00:00:00+00:00,282.30887
1951-08-17 00:00:00+00:00,281.42276
1951-08-18 00:00:00+00:00,284.88617
1951-08-19 00:00:00+00:00,283.2839
1951-08-20 00:00:00+00:00,282.52832
1951-08-21 00:00:00+00:00,283.41364
1951-08-22 00:00:00+00:00,283.9564
1951-08-23 00:00:00+00:00,284.713
1951-08-24 00:00:00+00:00,283.63657
1951-08-25 00:00:00+00:00,283.59543
1951-08-26 00:00:00+00:00,283.5855
1951-08-27 00:00:00+00:00,284.3645
1951-08-28 00:00:00+00:00,283.99774
1951-08-29 00:00:00+00:00,284.1131
1951-08-30 00:00:00+00:00,284.69293
1951-08-31 00:00:00+00:00,284.12793
1951-09-01 00:00:00+00:00,284.4056
1951-09-02 00:00:00+00:00,285.38742
1951-09-03 00:00:00+00:00,282.206
1951-09-04 00:00:00+00:00,283.99857
1951-09-05 00:00:00+00:00,283.1992
1951-09-06 00:00:00+00:00,282.81436
1951-09-07 00:00:00+00:00,282.5497
1951-09-08 00:00:00+00:00,281.41605
1951-09-09 00:00:00+00:00,281.2869
1951-09-10 00:00:00+00:00,282.90527
1951-09-11 00:00:00+00:00,280.6829
1951-09-12 00:00:00+00:00,280.8967
1951-09-13 00:00:00+00:00,278.43002
1951-09-14 00:00:00+00:00,282.93796
1951-09-15 00:00:00+00:00,281.56805
1951-09-16 00:00:00+00:00,283.17877
1951-09-17 00:00:00+00:00,282.48596
1951-09-18 00:00:00+00:00,281.98633
1951-09-19 00:00:00+00:00,282.61212
1951-09-20 00:00:00+00:00,280.40076
1951-09-21 00:00:00+00:00,281.0144
1951-09-22 00:00:00+00:00,279.97366
1951-09-23 00:00:00+00:00,281.42917
1951-09-24 00:00:00+00:00,282.1451
1951-09-25 00:00:00+00:00,280.53537
1951-09-26 00:00:00+00:00,280.03018
1951-09-27 00:00:00+00:00,280.7019
