time,pr_day_CanESM2_historical
1951-05-19 00:00:00+00:00,0.0
1951-05-20 00:00:00+00:00,0.0
1951-05-21 00:00:00+00:00,7.725028e-05
1951-05-22 00:00:00+00:00,5.0402414e-05
1951-05-23 00:00:00+00:00,8.893501e-06
1951-05-24 00:00:00+00:00,2.3326846e-05
1951-05-25 00:00:00+00:00,3.3689816e-05
1951-05-26 00:00:00+00:00,0.0
1951-05-27 00:00:00+00:00,3.652112e-07
1951-05-28 00:00:00+00:00,0.0
1951-05-29 00:00:00+00:00,6.1414075e-06
1951-05-30 00:00:00+00:00,0.0
1951-05-31 00:00:00+00:00,0.0
1951-06-01 00:00:00+00:00,0.0
1951-06-02 00:00:00+00:00,0.0
1951-06-03 00:00:00+00:00,0.0
1951-06-04 00:00:00+00:00,0.0
1951-06-05 00:00:00+00:00,0.0
1951-06-06 00:00:00+00:00,0.0
1951-06-07 00:00:00+00:00,0.0
1951-06-08 00:00:00+00:00,0.0
1951-06-09 00:00:00+00:00,0.0
1951-06-10 00:00:00+00:00,0.0
1951-06-11 00:00:00+00:00,0.0
1951-06-12 00:00:00+00:00,0.0
1951-06-13 00:00:00+00:00,0.0
1951-06-14 00:00:00+00:00,0.0
1951-06-15 00:00:00+00:00,0.0
1951-06-16 00:00:00+00:00,0.0
1951-06-17 00:00:00+00:00,0.0
1951-06-18 00:00:00+00:00,0.0
1951-06-19 00:00:00+00:00,3.089929e-07
1951-06-20 00:00:00+00:00,0.0
1951-06-21 00:00:00+00:00,0.0
1951-06-22 00:00:00+00:00,0.0
1951-06-23 00:00:00+00:00,0.0
1951-06-24 00:00:00+00:00,0.0
1951-06-25 00:00:00+00:00,0.0
1951-06-26 00:00:00+00:00,0.0
1951-06-27 00:00:00+00:00,0.0
1951-06-28 00:00:00+00:00,0.0
1951-06-29 00:00:00+00:00,0.0
1951-06-30 00:00:00+00:00,0.0
1951-07-01 00:00:00+00:00,0.0
1951-07-02 00:00:00+00:00,0.0
1951-07-03 00:00:00+00:00,0.0
1951-07-04 00:00:00+00:00,0.0
1951-07-05 00:00:00+00:00,0.0
1951-07-06 00:00:00+00:00,0.0
1951-07-07 00:00:00+00:00,0.0
1951-07-08 00:00:00+00:00,7.2668256e-05
1951-07-09 00:00:00+00:00,0.0
1951-07-10 00:00:00+00:00,0.0
1951-07-11 00:00:00+00:00,0.0
1951-07-12 00:00:00+00:00,0.0
1951-07-13 00:00:00+00:00,0.0
1951-07-14 00:00:00+00:00,0.0
1951-07-15 00:00:00+00:00,0.0
1951-07-16 00:00:00+00:00,0.0
1951-07-17 00:00:00+00:00,0.0
1951-07-18 00:00:00+00:00,0.0
