time,tasmax_day_CanESM2_rcp85
2006-01-01 00:00:00+00:00,287.60257
2006-01-02 00:00:00+00:00,285.6944
2006-01-03 00:00:00+00:00,285.57687
2006-01-04 00:00:00+00:00,285.7175
2006-01-05 00:00:00+00:00,286.10443
2006-01-06 00:00:00+00:00,286.6386
2006-01-07 00:00:00+00:00,286.82938
2006-01-08 00:00:00+00:00,287.1224
2006-01-09 00:00:00+00:00,286.55444
2006-01-10 00:00:00+00:00,285.6085
2006-01-11 00:00:00+00:00,287.67123
2006-01-12 00:00:00+00:00,290.56668
2006-01-13 00:00:00+00:00,289.52863
2006-01-14 00:00:00+00:00,287.82245
2006-01-15 00:00:00+00:00,284.9926
2006-01-16 00:00:00+00:00,286.3354
2006-01-17 00:00:00+00:00,285.59738
2006-01-18 00:00:00+00:00,286.92535
2006-01-19 00:00:00+00:00,287.13336
2006-01-20 00:00:00+00:00,287.00015
2006-01-21 00:00:00+00:00,289.95535
2006-01-22 00:00:00+00:00,289.12842
2006-01-23 00:00:00+00:00,287.68732
2006-01-24 00:00:00+00:00,286.00162
2006-01-25 00:00:00+00:00,286.52148
2006-01-26 00:00:00+00:00,287.61377
2006-01-27 00:00:00+00:00,292.00568
2006-01-28 00:00:00+00:00,293.6819
2006-01-29 00:00:00+00:00,290.4956
2006-01-30 00:00:00+00:00,286.9665
2006-01-31 00:00:00+00:00,291.71896
2006-02-01 00:00:00+00:00,292.1669
2006-02-02 00:00:00+00:00,288.70154
2006-02-03 00:00:00+00:00,288.509
2006-02-04 00:00:00+00:00,288.11606
2006-02-05 00:00:00+00:00,287.30762
2006-02-06 00:00:00+00:00,289.62717
2006-02-07 00:00:00+00:00,288.52347
2006-02-08 00:00:00+00:00,289.50748
2006-02-09 00:00:00+00:00,289.70752
2006-02-10 00:00:00+00:00,294.68622
2006-02-11 00:00:00+00:00,292.5293
2006-02-12 00:00:00+00:00,289.28833
2006-02-13 00:00:00+00:00,288.57773
2006-02-14 00:00:00+00:00,289.89197
2006-02-15 00:00:00+00:00,294.5513
2006-02-16 00:00:00+00:00,293.66202
2006-02-17 00:00:00+00:00,291.40366
2006-02-18 00:00:00+00:00,288.44333
2006-02-19 00:00:00+00:00,287.09387
2006-02-20 00:00:00+00:00,290.1411
2006-02-21 00:00:00+00:00,293.96555
2006-02-22 00:00:00+00:00,293.33072
2006-02-23 00:00:00+00:00,293.3586
2006-02-24 00:00:00+00:00,294.15912
2006-02-25 00:00:00+00:00,292.86557
2006-02-26 00:00:00+00:00,295.22318
2006-02-27 00:00:00+00:00,293.70828
2006-02-28 00:00:00+00:00,290.94043
2006-03-01 00:00:00+00:00,289.24414
2006-03-02 00:00:00+00:00,290.8382
2006-03-03 00:00:00+00:00,291.93344
2006-03-04 00:00:00+00:00,291.6826
2006-03-05 00:00:00+00:00,293.70535
2006-03-06 00:00:00+00:00,294.1176
2006-03-07 00:00:00+00:00,295.29517
2006-03-08 00:00:00+00:00,294.81015
2006-03-09 00:00:00+00:00,296.0967
2006-03-10 00:00:00+00:00,298.0895
2006-03-11 00:00:00+00:00,296.7208
2006-03-12 00:00:00+00:00,293.63348
2006-03-13 00:00:00+00:00,291.533
2006-03-14 00:00:00+00:00,293.04428
2006-03-15 00:00:00+00:00,295.4591
2006-03-16 00:00:00+00:00,296.90012
2006-03-17 00:00:00+00:00,293.43527
2006-03-18 00:00:00+00:00,293.78607
2006-03-19 00:00:00+00:00,291.46506
2006-03-20 00:00:00+00:00,292.87833
2006-03-21 00:00:00+00:00,293.66278
2006-03-22 00:00:00+00:00,295.88095
2006-03-23 00:00:00+00:00,297.49387
2006-03-24 00:00:00+00:00,300.81802
2006-03-25 00:00:00+00:00,299.27533
2006-03-26 00:00:00+00:00,294.74017
2006-03-27 00:00:00+00:00,297.91498
2006-03-28 00:00:00+00:00,297.6837
2006-03-29 00:00:00+00:00,297.96103
2006-03-30 00:00:00+00:00,292.7295
2006-03-31 00:00:00+00:00,294.2794
2006-04-01 00:00:00+00:00,298.32642
2006-04-02 00:00:00+00:00,299.5791
2006-04-03 00:00:00+00:00,298.99963
2006-04-04 00:00:00+00:00,297.13306
2006-04-05 00:00:00+00:00,293.87222
2006-04-06 00:00:00+00:00,294.4853
2006-04-07 00:00:00+00:00,291.8792
2006-04-08 00:00:00+00:00,291.29642
2006-04-09 00:00:00+00:00,295.2755
2006-04-10 00:00:00+00:00,296.70084
2006-04-11 00:00:00+00:00,291.61252
2006-04-12 00:00:00+00:00,290.20374
2006-04-13 00:00:00+00:00,294.40103
2006-04-14 00:00:00+00:00,298.29788
2006-04-15 00:00:00+00:00,298.16763
2006-04-16 00:00:00+00:00,292.2195
2006-04-17 00:00:00+00:00,287.93002
2006-04-18 00:00:00+00:00,289.07663
2006-04-19 00:00:00+00:00,289.7731
2006-04-20 00:00:00+00:00,291.58014
2006-04-21 00:00:00+00:00,290.86673
2006-04-22 00:00:00+00:00,291.86624
2006-04-23 00:00:00+00:00,292.54572
2006-04-24 00:00:00+00:00,292.33636
2006-04-25 00:00:00+00:00,292.3721
2006-04-26 00:00:00+00:00,293.51666
2006-04-27 00:00:00+00:00,293.202
2006-04-28 00:00:00+00:00,297.407
2006-04-29 00:00:00+00:00,295.5066
2006-04-30 00:00:00+00:00,294.14145
2006-05-01 00:00:00+00:00,292.34067
2006-05-02 00:00:00+00:00,293.02277
2006-05-03 00:00:00+00:00,292.52567
2006-05-04 00:00:00+00:00,295.68048
2006-05-05 00:00:00+00:00,297.8438
2006-05-06 00:00:00+00:00,297.98108
2006-05-07 00:00:00+00:00,296.44937
2006-05-08 00:00:00+00:00,292.17087
2006-05-09 00:00:00+00:00,292.08398
2006-05-10 00:00:00+00:00,292.2434
2006-05-11 00:00:00+00:00,292.5744
2006-05-12 00:00:00+00:00,295.452
2006-05-13 00:00:00+00:00,296.78802
2006-05-14 00:00:00+00:00,296.90915
2006-05-15 00:00:00+00:00,299.28726
2006-05-16 00:00:00+00:00,296.92822
2006-05-17 00:00:00+00:00,294.9762
2006-05-18 00:00:00+00:00,295.35464
2006-05-19 00:00:00+00:00,296.36252
2006-05-20 00:00:00+00:00,293.97403
