time,tasmax_day_CNRM-CM5_historical
1950-02-27 00:00:00+00:00,285.79764
1950-02-28 00:00:00+00:00,284.3407
1950-03-01 00:00:00+00:00,287.71954
1950-03-02 00:00:00+00:00,288.896
1950-03-03 00:00:00+00:00,287.64178
1950-03-04 00:00:00+00:00,288.48853
1950-03-05 00:00:00+00:00,290.58737
1950-03-06 00:00:00+00:00,291.75903
1950-03-07 00:00:00+00:00,289.7429
1950-03-08 00:00:00+00:00,290.27765
1950-03-09 00:00:00+00:00,289.70068
1950-03-10 00:00:00+00:00,290.83032
1950-03-11 00:00:00+00:00,292.12857
1950-03-12 00:00:00+00:00,291.4422
1950-03-13 00:00:00+00:00,289.32788
1950-03-14 00:00:00+00:00,289.6616
1950-03-15 00:00:00+00:00,293.33527
1950-03-16 00:00:00+00:00,291.03015
1950-03-17 00:00:00+00:00,291.1123
1950-03-18 00:00:00+00:00,288.37387
1950-03-19 00:00:00+00:00,291.20074
1950-03-20 00:00:00+00:00,287.27197
1950-03-21 00:00:00+00:00,286.40805
1950-03-22 00:00:00+00:00,289.52518
1950-03-23 00:00:00+00:00,288.30444
1950-03-24 00:00:00+00:00,289.37607
1950-03-25 00:00:00+00:00,293.89392
1950-03-26 00:00:00+00:00,293.02805
1950-03-27 00:00:00+00:00,292.401
1950-03-28 00:00:00+00:00,291.1468
1950-03-29 00:00:00+00:00,289.96994
1950-03-30 00:00:00+00:00,292.06332
1950-03-31 00:00:00+00:00,293.70197
1950-04-01 00:00:00+00:00,295.89917
1950-04-02 00:00:00+00:00,295.11954
1950-04-03 00:00:00+00:00,294.3898
1950-04-04 00:00:00+00:00,296.4892
1950-04-05 00:00:00+00:00,299.67203
1950-04-06 00:00:00+00:00,299.5681
1950-04-07 00:00:00+00:00,301.30994
1950-04-08 00:00:00+00:00,299.99823
1950-04-09 00:00:00+00:00,300.2418
1950-04-10 00:00:00+00:00,296.27197
1950-04-11 00:00:00+00:00,289.6052
1950-04-12 00:00:00+00:00,287.7171
1950-04-13 00:00:00+00:00,289.9272
1950-04-14 00:00:00+00:00,289.0711
1950-04-15 00:00:00+00:00,287.63358
1950-04-16 00:00:00+00:00,293.49057
1950-04-17 00:00:00+00:00,292.0182
1950-04-18 00:00:00+00:00,291.15152
1950-04-19 00:00:00+00:00,294.31708
1950-04-20 00:00:00+00:00,292.02762
1950-04-21 00:00:00+00:00,291.3537
1950-04-22 00:00:00+00:00,292.35892
1950-04-23 00:00:00+00:00,290.4847
1950-04-24 00:00:00+00:00,287.58215
1950-04-25 00:00:00+00:00,286.26453
1950-04-26 00:00:00+00:00,286.81955
1950-04-27 00:00:00+00:00,288.2841
1950-04-28 00:00:00+00:00,290.0461
1950-04-29 00:00:00+00:00,294.9035
1950-04-30 00:00:00+00:00,297.64307
1950-05-01 00:00:00+00:00,298.2962
1950-05-02 00:00:00+00:00,293.47208
1950-05-03 00:00:00+00:00,289.46594
1950-05-04 00:00:00+00:00,290.87616
1950-05-05 00:00:00+00:00,291.20578
1950-05-06 00:00:00+00:00,293.1184
1950-05-07 00:00:00+00:00,298.16577
1950-05-08 00:00:00+00:00,295.77148
1950-05-09 00:00:00+00:00,295.6164
1950-05-10 00:00:00+00:00,293.02228
1950-05-11 00:00:00+00:00,290.20078
1950-05-12 00:00:00+00:00,294.22934
1950-05-13 00:00:00+00:00,297.56665
1950-05-14 00:00:00+00:00,302.5544
1950-05-15 00:00:00+00:00,303.5431
1950-05-16 00:00:00+00:00,302.7572
1950-05-17 00:00:00+00:00,303.07867
1950-05-18 00:00:00+00:00,304.97583
1950-05-19 00:00:00+00:00,302.94046
1950-05-20 00:00:00+00:00,300.9613
1950-05-21 00:00:00+00:00,296.03052
1950-05-22 00:00:00+00:00,292.00516
1950-05-23 00:00:00+00:00,296.8015
1950-05-24 00:00:00+00:00,296.26224
1950-05-25 00:00:00+00:00,291.20734
1950-05-26 00:00:00+00:00,290.33658
1950-05-27 00:00:00+00:00,292.36716
1950-05-28 00:00:00+00:00,292.4272
1950-05-29 00:00:00+00:00,292.78
1950-05-30 00:00:00+00:00,294.04532
1950-05-31 00:00:00+00:00,295.35495
1950-06-01 00:00:00+00:00,297.31683
1950-06-02 00:00:00+00:00,299.9015
1950-06-03 00:00:00+00:00,303.18445
1950-06-04 00:00:00+00:00,306.14676
1950-06-05 00:00:00+00:00,304.267
1950-06-06 00:00:00+00:00,309.16522
1950-06-07 00:00:00+00:00,307.03546
1950-06-08 00:00:00+00:00,307.22272
1950-06-09 00:00:00+00:00,305.4956
1950-06-10 00:00:00+00:00,305.09265
1950-06-11 00:00:00+00:00,303.39133
1950-06-12 00:00:00+00:00,296.04663
1950-06-13 00:00:00+00:00,292.3812
1950-06-14 00:00:00+00:00,294.4851
1950-06-15 00:00:00+00:00,298.62347
1950-06-16 00:00:00+00:00,302.98398
1950-06-17 00:00:00+00:00,299.46463
1950-06-18 00:00:00+00:00,298.0828
1950-06-19 00:00:00+00:00,300.1989
1950-06-20 00:00:00+00:00,298.86743
1950-06-21 00:00:00+00:00,300.4736
1950-06-22 00:00:00+00:00,302.5867
1950-06-23 00:00:00+00:00,300.47958
1950-06-24 00:00:00+00:00,301.7661
1950-06-25 00:00:00+00:00,304.36615
1950-06-26 00:00:00+00:00,304.77747
1950-06-27 00:00:00+00:00,301.6168
1950-06-28 00:00:00+00:00,299.40213
1950-06-29 00:00:00+00:00,299.29147
1950-06-30 00:00:00+00:00,302.6755
1950-07-01 00:00:00+00:00,303.3948
1950-07-02 00:00:00+00:00,301.02527
1950-07-03 00:00:00+00:00,298.0645
1950-07-04 00:00:00+00:00,298.76974
1950-07-05 00:00:00+00:00,301.32605
1950-07-06 00:00:00+00:00,303.1905
1950-07-07 00:00:00+00:00,301.28955
1950-07-08 00:00:00+00:00,302.38577
1950-07-09 00:00:00+00:00,301.60843
1950-07-10 00:00:00+00:00,298.65546
1950-07-11 00:00:00+00:00,299.39136
1950-07-12 00:00:00+00:00,298.46967
1950-07-13 00:00:00+00:00,297.24728
1950-07-14 00:00:00+00:00,297.63443
1950-07-15 00:00:00+00:00,300.50134
1950-07-16 00:00:00+00:00,301.0408
1950-07-17 00:00:00+00:00,300.85983
1950-07-18 00:00:00+00:00,298.6911
1950-07-19 00:00:00+00:00,303.7148
1950-07-20 00:00:00+00:00,307.3126
1950-07-21 00:00:00+00:00,303.76105
1950-07-22 00:00:00+00:00,301.64975
1950-07-23 00:00:00+00:00,297.57858
1950-07-24 00:00:00+00:00,297.7455
1950-07-25 00:00:00+00:00,304.18018
1950-07-26 00:00:00+00:00,302.4955
1950-07-27 00:00:00+00:00,299.64383
1950-07-28 00:00:00+00:00,299.45
1950-07-29 00:00:00+00:00,299.4064
1950-07-30 00:00:00+00:00,297.60522
1950-07-31 00:00:00+00:00,299.79312
1950-08-01 00:00:00+00:00,301.68112
1950-08-02 00:00:00+00:00,302.59232
1950-08-03 00:00:00+00:00,305.1315
1950-08-04 00:00:00+00:00,305.1053
1950-08-05 00:00:00+00:00,307.57373
1950-08-06 00:00:00+00:00,303.9981
1950-08-07 00:00:00+00:00,301.64706
1950-08-08 00:00:00+00:00,301.51102
1950-08-09 00:00:00+00:00,304.05878
1950-08-10 00:00:00+00:00,301.75082
1950-08-11 00:00:00+00:00,307.5679
1950-08-12 00:00:00+00:00,309.16638
1950-08-13 00:00:00+00:00,305.59842
1950-08-14 00:00:00+00:00,309.62445
1950-08-15 00:00:00+00:00,310.73135
1950-08-16 00:00:00+00:00,310.14938
1950-08-17 00:00:00+00:00,309.47293
1950-08-18 00:00:00+00:00,306.24994
1950-08-19 00:00:00+00:00,302.63794
1950-08-20 00:00:00+00:00,304.97522
1950-08-21 00:00:00+00:00,304.23962
1950-08-22 00:00:00+00:00,301.09158
1950-08-23 00:00:00+00:00,303.16968
1950-08-24 00:00:00+00:00,298.51523
1950-08-25 00:00:00+00:00,300.51862
1950-08-26 00:00:00+00:00,299.19904
1950-08-27 00:00:00+00:00,299.91803
1950-08-28 00:00:00+00:00,300.7158
1950-08-29 00:00:00+00:00,300.596
1950-08-30 00:00:00+00:00,302.38757
1950-08-31 00:00:00+00:00,304.89447
1950-09-01 00:00:00+00:00,302.60803
1950-09-02 00:00:00+00:00,300.0366
1950-09-03 00:00:00+00:00,309.65985
1950-09-04 00:00:00+00:00,307.76047
1950-09-05 00:00:00+00:00,305.32773
1950-09-06 00:00:00+00:00,303.16766
1950-09-07 00:00:00+00:00,305.91202
1950-09-08 00:00:00+00:00,301.15823
1950-09-09 00:00:00+00:00,303.8563
1950-09-10 00:00:00+00:00,299.82727
1950-09-11 00:00:00+00:00,300.3269
1950-09-12 00:00:00+00:00,298.2375
1950-09-13 00:00:00+00:00,297.76395
1950-09-14 00:00:00+00:00,299.90256
1950-09-15 00:00:00+00:00,300.32446
1950-09-16 00:00:00+00:00,301.552
1950-09-17 00:00:00+00:00,298.67932
1950-09-18 00:00:00+00:00,297.28403
1950-09-19 00:00:00+00:00,298.99872
1950-09-20 00:00:00+00:00,299.16602
1950-09-21 00:00:00+00:00,299.17093
1950-09-22 00:00:00+00:00,298.60858
1950-09-23 00:00:00+00:00,299.36676
1950-09-24 00:00:00+00:00,295.76965
1950-09-25 00:00:00+00:00,295.71558
1950-09-26 00:00:00+00:00,299.7737
1950-09-27 00:00:00+00:00,302.23453
1950-09-28 00:00:00+00:00,299.36853
1950-09-29 00:00:00+00:00,296.58124
1950-09-30 00:00:00+00:00,297.07104
1950-10-01 00:00:00+00:00,300.94803
1950-10-02 00:00:00+00:00,304.10114
1950-10-03 00:00:00+00:00,304.43143
1950-10-04 00:00:00+00:00,301.81805
1950-10-05 00:00:00+00:00,302.18564
1950-10-06 00:00:00+00:00,300.54382
1950-10-07 00:00:00+00:00,303.52338
1950-10-08 00:00:00+00:00,306.6288
1950-10-09 00:00:00+00:00,305.8484
1950-10-10 00:00:00+00:00,304.01956
1950-10-11 00:00:00+00:00,306.21103
1950-10-12 00:00:00+00:00,306.3754
1950-10-13 00:00:00+00:00,305.6287
1950-10-14 00:00:00+00:00,306.06104
1950-10-15 00:00:00+00:00,304.6305
1950-10-16 00:00:00+00:00,304.33447
1950-10-17 00:00:00+00:00,304.0484
1950-10-18 00:00:00+00:00,299.93713
1950-10-19 00:00:00+00:00,300.34747
1950-10-20 00:00:00+00:00,298.5738
1950-10-21 00:00:00+00:00,296.84622
1950-10-22 00:00:00+00:00,298.84558
1950-10-23 00:00:00+00:00,295.8736
1950-10-24 00:00:00+00:00,291.63675
1950-10-25 00:00:00+00:00,295.29886
1950-10-26 00:00:00+00:00,301.6109
1950-10-27 00:00:00+00:00,299.1453
1950-10-28 00:00:00+00:00,298.18674
1950-10-29 00:00:00+00:00,303.2741
1950-10-30 00:00:00+00:00,301.41705
1950-10-31 00:00:00+00:00,300.02692
1950-11-01 00:00:00+00:00,300.86264
1950-11-02 00:00:00+00:00,297.96655
1950-11-03 00:00:00+00:00,297.01672
1950-11-04 00:00:00+00:00,295.84225
1950-11-05 00:00:00+00:00,294.81104
1950-11-06 00:00:00+00:00,296.2083
1950-11-07 00:00:00+00:00,296.67715
1950-11-08 00:00:00+00:00,293.1045
1950-11-09 00:00:00+00:00,289.79465
1950-11-10 00:00:00+00:00,290.33105
1950-11-11 00:00:00+00:00,288.39355
1950-11-12 00:00:00+00:00,289.07086
1950-11-13 00:00:00+00:00,289.9969
1950-11-14 00:00:00+00:00,291.32755
1950-11-15 00:00:00+00:00,291.20444
1950-11-16 00:00:00+00:00,290.50797
1950-11-17 00:00:00+00:00,289.22644
1950-11-18 00:00:00+00:00,287.4281
1950-11-19 00:00:00+00:00,287.22644
1950-11-20 00:00:00+00:00,287.1262
1950-11-21 00:00:00+00:00,287.38116
1950-11-22 00:00:00+00:00,287.37952
1950-11-23 00:00:00+00:00,288.16617
1950-11-24 00:00:00+00:00,289.03055
1950-11-25 00:00:00+00:00,288.15134
1950-11-26 00:00:00+00:00,286.4325
1950-11-27 00:00:00+00:00,286.59677
1950-11-28 00:00:00+00:00,287.25302
1950-11-29 00:00:00+00:00,286.52478
1950-11-30 00:00:00+00:00,284.0168
1950-12-01 00:00:00+00:00,288.40115
1950-12-02 00:00:00+00:00,285.3647
1950-12-03 00:00:00+00:00,283.8977
1950-12-04 00:00:00+00:00,284.72824
1950-12-05 00:00:00+00:00,285.69604
1950-12-06 00:00:00+00:00,286.21613
1950-12-07 00:00:00+00:00,287.62637
1950-12-08 00:00:00+00:00,287.19223
1950-12-09 00:00:00+00:00,287.37473
1950-12-10 00:00:00+00:00,289.3648
1950-12-11 00:00:00+00:00,290.8484
1950-12-12 00:00:00+00:00,288.55493
1950-12-13 00:00:00+00:00,289.42343
1950-12-14 00:00:00+00:00,288.25784
1950-12-15 00:00:00+00:00,285.77713
1950-12-16 00:00:00+00:00,287.46722
1950-12-17 00:00:00+00:00,287.95148
1950-12-18 00:00:00+00:00,286.21188
1950-12-19 00:00:00+00:00,288.1673
1950-12-20 00:00:00+00:00,285.3978
1950-12-21 00:00:00+00:00,287.80637
1950-12-22 00:00:00+00:00,288.76025
1950-12-23 00:00:00+00:00,289.58493
1950-12-24 00:00:00+00:00,288.65894
1950-12-25 00:00:00+00:00,286.7544
1950-12-26 00:00:00+00:00,287.0896
1950-12-27 00:00:00+00:00,285.4906
1950-12-28 00:00:00+00:00,287.0962
1950-12-29 00:00:00+00:00,287.08115
1950-12-30 00:00:00+00:00,288.04376
1950-12-31 00:00:00+00:00,290.22244
1951-01-01 00:00:00+00:00,294.727
1951-01-02 00:00:00+00:00,295.10458
1951-01-03 00:00:00+00:00,289.3454
1951-01-04 00:00:00+00:00,287.39844
1951-01-05 00:00:00+00:00,288.8291
1951-01-06 00:00:00+00:00,290.56433
1951-01-07 00:00:00+00:00,288.86502
1951-01-08 00:00:00+00:00,289.09756
1951-01-09 00:00:00+00:00,287.3301
1951-01-10 00:00:00+00:00,287.45334
1951-01-11 00:00:00+00:00,286.9238
1951-01-12 00:00:00+00:00,286.1221
1951-01-13 00:00:00+00:00,285.03888
1951-01-14 00:00:00+00:00,282.8861
1951-01-15 00:00:00+00:00,285.59167
1951-01-16 00:00:00+00:00,285.7844
1951-01-17 00:00:00+00:00,284.39304
1951-01-18 00:00:00+00:00,287.31842
1951-01-19 00:00:00+00:00,288.87494
1951-01-20 00:00:00+00:00,284.5475
1951-01-21 00:00:00+00:00,285.58716
1951-01-22 00:00:00+00:00,285.44745
1951-01-23 00:00:00+00:00,285.07343
1951-01-24 00:00:00+00:00,286.31174
1951-01-25 00:00:00+00:00,284.96216
1951-01-26 00:00:00+00:00,285.3294
1951-01-27 00:00:00+00:00,285.24368
1951-01-28 00:00:00+00:00,284.33395
1951-01-29 00:00:00+00:00,285.29858
1951-01-30 00:00:00+00:00,284.79135
1951-01-31 00:00:00+00:00,284.33255
1951-02-01 00:00:00+00:00,285.76694
1951-02-02 00:00:00+00:00,285.66705
1951-02-03 00:00:00+00:00,283.18665
1951-02-04 00:00:00+00:00,283.55356
1951-02-05 00:00:00+00:00,282.6117
1951-02-06 00:00:00+00:00,284.28354
1951-02-07 00:00:00+00:00,286.57074
1951-02-08 00:00:00+00:00,287.51166
1951-02-09 00:00:00+00:00,288.44226
1951-02-10 00:00:00+00:00,288.34415
1951-02-11 00:00:00+00:00,285.79572
1951-02-12 00:00:00+00:00,286.98203
1951-02-13 00:00:00+00:00,285.5892
1951-02-14 00:00:00+00:00,286.78738
1951-02-15 00:00:00+00:00,288.31482
1951-02-16 00:00:00+00:00,286.52017
1951-02-17 00:00:00+00:00,286.2031
1951-02-18 00:00:00+00:00,283.43228
1951-02-19 00:00:00+00:00,285.3285
1951-02-20 00:00:00+00:00,285.49603
1951-02-21 00:00:00+00:00,285.63007
1951-02-22 00:00:00+00:00,286.24078
1951-02-23 00:00:00+00:00,286.49402
1951-02-24 00:00:00+00:00,290.91498
1951-02-25 00:00:00+00:00,289.48538
1951-02-26 00:00:00+00:00,288.5735
1951-02-27 00:00:00+00:00,286.45142
1951-02-28 00:00:00+00:00,284.5113
1951-03-01 00:00:00+00:00,285.20502
1951-03-02 00:00:00+00:00,289.01797
1951-03-03 00:00:00+00:00,286.53336
1951-03-04 00:00:00+00:00,287.18298
1951-03-05 00:00:00+00:00,289.52832
1951-03-06 00:00:00+00:00,295.0822
1951-03-07 00:00:00+00:00,295.4735
1951-03-08 00:00:00+00:00,295.3057
1951-03-09 00:00:00+00:00,295.4914
1951-03-10 00:00:00+00:00,294.89862
1951-03-11 00:00:00+00:00,294.44214
1951-03-12 00:00:00+00:00,292.6665
1951-03-13 00:00:00+00:00,285.32877
1951-03-14 00:00:00+00:00,284.49686
1951-03-15 00:00:00+00:00,286.07852
1951-03-16 00:00:00+00:00,286.4723
1951-03-17 00:00:00+00:00,284.64606
1951-03-18 00:00:00+00:00,288.189
1951-03-19 00:00:00+00:00,289.77835
1951-03-20 00:00:00+00:00,291.1852
1951-03-21 00:00:00+00:00,289.61557
1951-03-22 00:00:00+00:00,289.44934
1951-03-23 00:00:00+00:00,288.6078
1951-03-24 00:00:00+00:00,294.14572
1951-03-25 00:00:00+00:00,297.1054
1951-03-26 00:00:00+00:00,293.40347
1951-03-27 00:00:00+00:00,286.40054
1951-03-28 00:00:00+00:00,291.34082
1951-03-29 00:00:00+00:00,290.79364
1951-03-30 00:00:00+00:00,290.80045
1951-03-31 00:00:00+00:00,294.81677
1951-04-01 00:00:00+00:00,289.3543
1951-04-02 00:00:00+00:00,288.88174
1951-04-03 00:00:00+00:00,290.24405
1951-04-04 00:00:00+00:00,288.97665
1951-04-05 00:00:00+00:00,287.6455
1951-04-06 00:00:00+00:00,287.1581
1951-04-07 00:00:00+00:00,284.80472
1951-04-08 00:00:00+00:00,285.83524
1951-04-09 00:00:00+00:00,290.66348
1951-04-10 00:00:00+00:00,288.58975
1951-04-11 00:00:00+00:00,286.25592
1951-04-12 00:00:00+00:00,289.44934
1951-04-13 00:00:00+00:00,290.9894
1951-04-14 00:00:00+00:00,292.44193
1951-04-15 00:00:00+00:00,291.64703
1951-04-16 00:00:00+00:00,292.3046
1951-04-17 00:00:00+00:00,292.23993
1951-04-18 00:00:00+00:00,293.65753
1951-04-19 00:00:00+00:00,294.19662
1951-04-20 00:00:00+00:00,297.22784
1951-04-21 00:00:00+00:00,298.92694
1951-04-22 00:00:00+00:00,299.59872
1951-04-23 00:00:00+00:00,304.2575
1951-04-24 00:00:00+00:00,303.6076
1951-04-25 00:00:00+00:00,301.4635
1951-04-26 00:00:00+00:00,299.80597
1951-04-27 00:00:00+00:00,299.81525
1951-04-28 00:00:00+00:00,299.5162
1951-04-29 00:00:00+00:00,298.45273
1951-04-30 00:00:00+00:00,291.847
1951-05-01 00:00:00+00:00,293.68726
1951-05-02 00:00:00+00:00,297.16916
1951-05-03 00:00:00+00:00,295.57346
1951-05-04 00:00:00+00:00,290.19797
1951-05-05 00:00:00+00:00,290.55954
1951-05-06 00:00:00+00:00,292.18573
1951-05-07 00:00:00+00:00,296.96664
1951-05-08 00:00:00+00:00,290.96335
1951-05-09 00:00:00+00:00,291.8066
1951-05-10 00:00:00+00:00,297.64532
1951-05-11 00:00:00+00:00,296.7913
1951-05-12 00:00:00+00:00,307.4226
1951-05-13 00:00:00+00:00,305.515
1951-05-14 00:00:00+00:00,306.67972
1951-05-15 00:00:00+00:00,304.121
1951-05-16 00:00:00+00:00,297.49368
1951-05-17 00:00:00+00:00,299.2832
1951-05-18 00:00:00+00:00,300.3077
1951-05-19 00:00:00+00:00,299.82193
1951-05-20 00:00:00+00:00,298.28973
1951-05-21 00:00:00+00:00,297.53738
1951-05-22 00:00:00+00:00,300.69623
1951-05-23 00:00:00+00:00,298.9041
1951-05-24 00:00:00+00:00,297.12808
1951-05-25 00:00:00+00:00,296.02405
1951-05-26 00:00:00+00:00,296.6574
1951-05-27 00:00:00+00:00,292.0056
1951-05-28 00:00:00+00:00,290.69794
1951-05-29 00:00:00+00:00,293.82254
1951-05-30 00:00:00+00:00,295.431
1951-05-31 00:00:00+00:00,298.1142
1951-06-01 00:00:00+00:00,301.77798
1951-06-02 00:00:00+00:00,302.04535
1951-06-03 00:00:00+00:00,301.85092
1951-06-04 00:00:00+00:00,298.65668
1951-06-05 00:00:00+00:00,298.4487
1951-06-06 00:00:00+00:00,294.0384
1951-06-07 00:00:00+00:00,293.82156
1951-06-08 00:00:00+00:00,297.98376
1951-06-09 00:00:00+00:00,299.67532
1951-06-10 00:00:00+00:00,299.7159
1951-06-11 00:00:00+00:00,300.52563
1951-06-12 00:00:00+00:00,302.26407
1951-06-13 00:00:00+00:00,304.313
1951-06-14 00:00:00+00:00,304.7589
1951-06-15 00:00:00+00:00,307.85364
1951-06-16 00:00:00+00:00,300.61075
1951-06-17 00:00:00+00:00,299.12946
1951-06-18 00:00:00+00:00,300.3021
1951-06-19 00:00:00+00:00,300.57233
1951-06-20 00:00:00+00:00,302.1816
1951-06-21 00:00:00+00:00,303.91293
1951-06-22 00:00:00+00:00,304.7809
1951-06-23 00:00:00+00:00,309.16223
1951-06-24 00:00:00+00:00,309.0116
1951-06-25 00:00:00+00:00,304.05765
1951-06-26 00:00:00+00:00,300.57452
1951-06-27 00:00:00+00:00,304.07224
1951-06-28 00:00:00+00:00,300.54025
1951-06-29 00:00:00+00:00,299.24258
1951-06-30 00:00:00+00:00,301.97452
1951-07-01 00:00:00+00:00,300.48837
1951-07-02 00:00:00+00:00,303.64136
1951-07-03 00:00:00+00:00,298.97406
1951-07-04 00:00:00+00:00,299.28796
1951-07-05 00:00:00+00:00,303.19055
1951-07-06 00:00:00+00:00,302.16348
1951-07-07 00:00:00+00:00,305.3168
1951-07-08 00:00:00+00:00,308.584
1951-07-09 00:00:00+00:00,307.1056
1951-07-10 00:00:00+00:00,312.4086
1951-07-11 00:00:00+00:00,307.97153
1951-07-12 00:00:00+00:00,305.95847
1951-07-13 00:00:00+00:00,306.90927
1951-07-14 00:00:00+00:00,304.09152
1951-07-15 00:00:00+00:00,300.9969
1951-07-16 00:00:00+00:00,301.60022
1951-07-17 00:00:00+00:00,301.5762
1951-07-18 00:00:00+00:00,308.07843
1951-07-19 00:00:00+00:00,306.74976
1951-07-20 00:00:00+00:00,304.18738
1951-07-21 00:00:00+00:00,300.21188
1951-07-22 00:00:00+00:00,300.79477
1951-07-23 00:00:00+00:00,299.69138
1951-07-24 00:00:00+00:00,300.0304
1951-07-25 00:00:00+00:00,301.4615
1951-07-26 00:00:00+00:00,304.19788
1951-07-27 00:00:00+00:00,300.3573
1951-07-28 00:00:00+00:00,297.35065
1951-07-29 00:00:00+00:00,302.16516
1951-07-30 00:00:00+00:00,305.1119
1951-07-31 00:00:00+00:00,302.82648
1951-08-01 00:00:00+00:00,298.85522
1951-08-02 00:00:00+00:00,300.00372
1951-08-03 00:00:00+00:00,298.15222
1951-08-04 00:00:00+00:00,297.3062
1951-08-05 00:00:00+00:00,302.46848
1951-08-06 00:00:00+00:00,301.1514
1951-08-07 00:00:00+00:00,304.68143
1951-08-08 00:00:00+00:00,303.93723
1951-08-09 00:00:00+00:00,305.56036
1951-08-10 00:00:00+00:00,305.68283
1951-08-11 00:00:00+00:00,306.36996
1951-08-12 00:00:00+00:00,304.4327
1951-08-13 00:00:00+00:00,305.49936
1951-08-14 00:00:00+00:00,301.43817
1951-08-15 00:00:00+00:00,305.55496
1951-08-16 00:00:00+00:00,303.84
1951-08-17 00:00:00+00:00,305.63428
1951-08-18 00:00:00+00:00,301.92776
1951-08-19 00:00:00+00:00,304.1722
1951-08-20 00:00:00+00:00,304.6321
1951-08-21 00:00:00+00:00,301.3286
1951-08-22 00:00:00+00:00,299.8299
1951-08-23 00:00:00+00:00,298.774
1951-08-24 00:00:00+00:00,299.3105
1951-08-25 00:00:00+00:00,304.66248
1951-08-26 00:00:00+00:00,301.2848
1951-08-27 00:00:00+00:00,299.95096
1951-08-28 00:00:00+00:00,298.87482
1951-08-29 00:00:00+00:00,298.8221
1951-08-30 00:00:00+00:00,305.50735
1951-08-31 00:00:00+00:00,304.4932
1951-09-01 00:00:00+00:00,299.21823
1951-09-02 00:00:00+00:00,299.27942
1951-09-03 00:00:00+00:00,299.58646
1951-09-04 00:00:00+00:00,298.93683
1951-09-05 00:00:00+00:00,304.32568
1951-09-06 00:00:00+00:00,305.90512
1951-09-07 00:00:00+00:00,306.03778
1951-09-08 00:00:00+00:00,304.29166
1951-09-09 00:00:00+00:00,296.16077
1951-09-10 00:00:00+00:00,298.3822
1951-09-11 00:00:00+00:00,299.62946
1951-09-12 00:00:00+00:00,302.43445
1951-09-13 00:00:00+00:00,300.18793
1951-09-14 00:00:00+00:00,301.97617
1951-09-15 00:00:00+00:00,305.68292
1951-09-16 00:00:00+00:00,308.4373
1951-09-17 00:00:00+00:00,308.18985
1951-09-18 00:00:00+00:00,309.74402
1951-09-19 00:00:00+00:00,310.1406
1951-09-20 00:00:00+00:00,310.66235
1951-09-21 00:00:00+00:00,309.28357
1951-09-22 00:00:00+00:00,309.7639
1951-09-23 00:00:00+00:00,310.4897
1951-09-24 00:00:00+00:00,312.8871
1951-09-25 00:00:00+00:00,314.04572
1951-09-26 00:00:00+00:00,312.5875
1951-09-27 00:00:00+00:00,309.57156
