time,tasmin_day_MIROC5_historical
1950-03-04 00:00:00+00:00,280.51642
1950-03-05 00:00:00+00:00,275.22134
1950-03-06 00:00:00+00:00,275.51224
1950-03-07 00:00:00+00:00,275.72925
1950-03-08 00:00:00+00:00,277.5793
1950-03-09 00:00:00+00:00,277.8388
1950-03-10 00:00:00+00:00,278.74686
1950-03-11 00:00:00+00:00,280.33594
1950-03-12 00:00:00+00:00,284.68524
1950-03-13 00:00:00+00:00,279.9501
1950-03-14 00:00:00+00:00,277.32028
1950-03-15 00:00:00+00:00,278.44513
1950-03-16 00:00:00+00:00,275.85226
1950-03-17 00:00:00+00:00,277.2911
1950-03-18 00:00:00+00:00,276.647
1950-03-19 00:00:00+00:00,278.8539
1950-03-20 00:00:00+00:00,277.7406
1950-03-21 00:00:00+00:00,277.00287
1950-03-22 00:00:00+00:00,278.6746
1950-03-23 00:00:00+00:00,275.78445
1950-03-24 00:00:00+00:00,275.47174
1950-03-25 00:00:00+00:00,276.3199
1950-03-26 00:00:00+00:00,279.2726
1950-03-27 00:00:00+00:00,285.23788
1950-03-28 00:00:00+00:00,283.6858
1950-03-29 00:00:00+00:00,276.08755
1950-03-30 00:00:00+00:00,276.56497
1950-03-31 00:00:00+00:00,276.30087
1950-04-01 00:00:00+00:00,279.41113
1950-04-02 00:00:00+00:00,280.81808
1950-04-03 00:00:00+00:00,276.98083
1950-04-04 00:00:00+00:00,277.67706
1950-04-05 00:00:00+00:00,277.10748
1950-04-06 00:00:00+00:00,277.41745
1950-04-07 00:00:00+00:00,280.68408
1950-04-08 00:00:00+00:00,282.8699
1950-04-09 00:00:00+00:00,284.51364
1950-04-10 00:00:00+00:00,279.89856
1950-04-11 00:00:00+00:00,279.8935
1950-04-12 00:00:00+00:00,279.10278
1950-04-13 00:00:00+00:00,281.23065
1950-04-14 00:00:00+00:00,281.54776
1950-04-15 00:00:00+00:00,275.67963
1950-04-16 00:00:00+00:00,278.61108
1950-04-17 00:00:00+00:00,281.60217
1950-04-18 00:00:00+00:00,279.15234
1950-04-19 00:00:00+00:00,277.18353
1950-04-20 00:00:00+00:00,279.1964
1950-04-21 00:00:00+00:00,281.81757
1950-04-22 00:00:00+00:00,280.00174
1950-04-23 00:00:00+00:00,279.47644
1950-04-24 00:00:00+00:00,279.45886
1950-04-25 00:00:00+00:00,278.0379
1950-04-26 00:00:00+00:00,281.3792
1950-04-27 00:00:00+00:00,278.24448
1950-04-28 00:00:00+00:00,279.73346
1950-04-29 00:00:00+00:00,279.61053
1950-04-30 00:00:00+00:00,279.0992
1950-05-01 00:00:00+00:00,277.86975
1950-05-02 00:00:00+00:00,278.66785
1950-05-03 00:00:00+00:00,281.0179
1950-05-04 00:00:00+00:00,280.71024
1950-05-05 00:00:00+00:00,280.34488
1950-05-06 00:00:00+00:00,280.31332
1950-05-07 00:00:00+00:00,282.9563
1950-05-08 00:00:00+00:00,284.84885
1950-05-09 00:00:00+00:00,282.36157
1950-05-10 00:00:00+00:00,279.72598
1950-05-11 00:00:00+00:00,283.2533
1950-05-12 00:00:00+00:00,279.08112
1950-05-13 00:00:00+00:00,280.36496
1950-05-14 00:00:00+00:00,281.055
1950-05-15 00:00:00+00:00,281.232
1950-05-16 00:00:00+00:00,281.96298
1950-05-17 00:00:00+00:00,282.3286
1950-05-18 00:00:00+00:00,281.54675
1950-05-19 00:00:00+00:00,280.25372
1950-05-20 00:00:00+00:00,280.52957
1950-05-21 00:00:00+00:00,282.77893
1950-05-22 00:00:00+00:00,284.06586
1950-05-23 00:00:00+00:00,283.28506
1950-05-24 00:00:00+00:00,284.5187
1950-05-25 00:00:00+00:00,282.11023
1950-05-26 00:00:00+00:00,284.01114
1950-05-27 00:00:00+00:00,284.53665
1950-05-28 00:00:00+00:00,285.17035
1950-05-29 00:00:00+00:00,283.24112
1950-05-30 00:00:00+00:00,281.80206
1950-05-31 00:00:00+00:00,283.76706
1950-06-01 00:00:00+00:00,284.77878
1950-06-02 00:00:00+00:00,284.20154
1950-06-03 00:00:00+00:00,284.26978
1950-06-04 00:00:00+00:00,283.39978
1950-06-05 00:00:00+00:00,283.5438
1950-06-06 00:00:00+00:00,283.4025
1950-06-07 00:00:00+00:00,282.40396
1950-06-08 00:00:00+00:00,281.4555
1950-06-09 00:00:00+00:00,284.20557
1950-06-10 00:00:00+00:00,284.737
1950-06-11 00:00:00+00:00,283.7663
1950-06-12 00:00:00+00:00,283.9694
1950-06-13 00:00:00+00:00,285.9503
1950-06-14 00:00:00+00:00,282.05695
1950-06-15 00:00:00+00:00,280.88577
1950-06-16 00:00:00+00:00,281.61777
1950-06-17 00:00:00+00:00,282.38278
1950-06-18 00:00:00+00:00,283.55893
1950-06-19 00:00:00+00:00,284.44318
1950-06-20 00:00:00+00:00,282.78757
1950-06-21 00:00:00+00:00,284.1658
1950-06-22 00:00:00+00:00,282.78442
1950-06-23 00:00:00+00:00,283.1375
1950-06-24 00:00:00+00:00,284.4633
1950-06-25 00:00:00+00:00,284.51193
1950-06-26 00:00:00+00:00,283.7936
1950-06-27 00:00:00+00:00,283.6568
1950-06-28 00:00:00+00:00,284.67715
1950-06-29 00:00:00+00:00,285.53793
1950-06-30 00:00:00+00:00,283.08084
1950-07-01 00:00:00+00:00,284.32788
1950-07-02 00:00:00+00:00,284.33548
1950-07-03 00:00:00+00:00,284.15787
1950-07-04 00:00:00+00:00,285.89676
1950-07-05 00:00:00+00:00,285.1517
1950-07-06 00:00:00+00:00,284.25555
1950-07-07 00:00:00+00:00,284.0186
1950-07-08 00:00:00+00:00,282.72195
1950-07-09 00:00:00+00:00,284.5664
1950-07-10 00:00:00+00:00,285.3045
1950-07-11 00:00:00+00:00,283.30557
1950-07-12 00:00:00+00:00,285.06003
1950-07-13 00:00:00+00:00,287.4934
1950-07-14 00:00:00+00:00,285.15277
1950-07-15 00:00:00+00:00,284.74612
1950-07-16 00:00:00+00:00,284.9944
1950-07-17 00:00:00+00:00,285.06598
1950-07-18 00:00:00+00:00,282.46182
1950-07-19 00:00:00+00:00,283.16528
1950-07-20 00:00:00+00:00,283.1698
1950-07-21 00:00:00+00:00,284.00446
1950-07-22 00:00:00+00:00,283.4321
1950-07-23 00:00:00+00:00,285.4094
1950-07-24 00:00:00+00:00,286.6582
1950-07-25 00:00:00+00:00,285.70596
1950-07-26 00:00:00+00:00,286.98273
1950-07-27 00:00:00+00:00,286.52878
1950-07-28 00:00:00+00:00,286.29572
1950-07-29 00:00:00+00:00,286.1622
1950-07-30 00:00:00+00:00,285.08517
1950-07-31 00:00:00+00:00,284.95706
1950-08-01 00:00:00+00:00,282.1198
1950-08-02 00:00:00+00:00,282.74414
1950-08-03 00:00:00+00:00,285.165
1950-08-04 00:00:00+00:00,284.98953
1950-08-05 00:00:00+00:00,285.2445
1950-08-06 00:00:00+00:00,284.35333
1950-08-07 00:00:00+00:00,284.45627
1950-08-08 00:00:00+00:00,283.0906
1950-08-09 00:00:00+00:00,283.76175
1950-08-10 00:00:00+00:00,284.30573
1950-08-11 00:00:00+00:00,283.84
1950-08-12 00:00:00+00:00,284.2957
1950-08-13 00:00:00+00:00,284.19852
1950-08-14 00:00:00+00:00,284.6794
1950-08-15 00:00:00+00:00,283.91025
1950-08-16 00:00:00+00:00,283.11902
1950-08-17 00:00:00+00:00,281.7198
1950-08-18 00:00:00+00:00,281.99127
1950-08-19 00:00:00+00:00,281.47556
1950-08-20 00:00:00+00:00,282.11426
1950-08-21 00:00:00+00:00,284.4505
1950-08-22 00:00:00+00:00,284.7619
1950-08-23 00:00:00+00:00,283.19452
1950-08-24 00:00:00+00:00,282.71396
1950-08-25 00:00:00+00:00,284.14276
1950-08-26 00:00:00+00:00,283.141
1950-08-27 00:00:00+00:00,282.73114
1950-08-28 00:00:00+00:00,284.50623
1950-08-29 00:00:00+00:00,283.68112
1950-08-30 00:00:00+00:00,282.86005
1950-08-31 00:00:00+00:00,281.70825
1950-09-01 00:00:00+00:00,283.86877
1950-09-02 00:00:00+00:00,284.52872
1950-09-03 00:00:00+00:00,283.10178
1950-09-04 00:00:00+00:00,284.064
1950-09-05 00:00:00+00:00,285.20746
1950-09-06 00:00:00+00:00,281.8576
1950-09-07 00:00:00+00:00,281.50186
1950-09-08 00:00:00+00:00,282.1292
1950-09-09 00:00:00+00:00,283.3188
1950-09-10 00:00:00+00:00,282.15683
1950-09-11 00:00:00+00:00,283.24835
1950-09-12 00:00:00+00:00,283.80157
1950-09-13 00:00:00+00:00,283.12814
1950-09-14 00:00:00+00:00,282.38358
1950-09-15 00:00:00+00:00,281.81644
1950-09-16 00:00:00+00:00,283.27933
1950-09-17 00:00:00+00:00,283.91858
1950-09-18 00:00:00+00:00,283.83356
1950-09-19 00:00:00+00:00,283.26968
1950-09-20 00:00:00+00:00,283.9367
1950-09-21 00:00:00+00:00,284.45242
1950-09-22 00:00:00+00:00,283.72116
1950-09-23 00:00:00+00:00,280.89236
1950-09-24 00:00:00+00:00,282.6932
1950-09-25 00:00:00+00:00,283.11682
1950-09-26 00:00:00+00:00,282.69586
1950-09-27 00:00:00+00:00,281.21924
1950-09-28 00:00:00+00:00,280.61853
1950-09-29 00:00:00+00:00,282.25992
1950-09-30 00:00:00+00:00,282.98547
1950-10-01 00:00:00+00:00,281.87372
1950-10-02 00:00:00+00:00,281.56662
1950-10-03 00:00:00+00:00,280.87503
1950-10-04 00:00:00+00:00,279.63873
1950-10-05 00:00:00+00:00,282.3593
1950-10-06 00:00:00+00:00,282.353
1950-10-07 00:00:00+00:00,280.80887
1950-10-08 00:00:00+00:00,281.79947
1950-10-09 00:00:00+00:00,281.04465
1950-10-10 00:00:00+00:00,285.44598
1950-10-11 00:00:00+00:00,284.6485
1950-10-12 00:00:00+00:00,281.918
1950-10-13 00:00:00+00:00,281.5966
1950-10-14 00:00:00+00:00,285.14246
1950-10-15 00:00:00+00:00,282.78958
1950-10-16 00:00:00+00:00,279.54294
1950-10-17 00:00:00+00:00,280.60034
1950-10-18 00:00:00+00:00,279.6634
1950-10-19 00:00:00+00:00,279.31143
1950-10-20 00:00:00+00:00,280.66913
1950-10-21 00:00:00+00:00,278.05078
1950-10-22 00:00:00+00:00,280.4713
1950-10-23 00:00:00+00:00,282.42297
1950-10-24 00:00:00+00:00,284.94733
1950-10-25 00:00:00+00:00,279.52768
1950-10-26 00:00:00+00:00,278.90408
1950-10-27 00:00:00+00:00,279.11182
1950-10-28 00:00:00+00:00,283.05594
1950-10-29 00:00:00+00:00,277.24072
1950-10-30 00:00:00+00:00,276.41873
1950-10-31 00:00:00+00:00,277.48718
1950-11-01 00:00:00+00:00,277.695
1950-11-02 00:00:00+00:00,276.18076
1950-11-03 00:00:00+00:00,274.96457
1950-11-04 00:00:00+00:00,274.95468
1950-11-05 00:00:00+00:00,275.48837
1950-11-06 00:00:00+00:00,275.11185
1950-11-07 00:00:00+00:00,274.208
1950-11-08 00:00:00+00:00,275.65735
1950-11-09 00:00:00+00:00,276.13138
1950-11-10 00:00:00+00:00,271.17255
1950-11-11 00:00:00+00:00,272.0674
1950-11-12 00:00:00+00:00,271.7775
1950-11-13 00:00:00+00:00,278.75983
1950-11-14 00:00:00+00:00,274.15076
1950-11-15 00:00:00+00:00,277.21405
1950-11-16 00:00:00+00:00,279.28006
1950-11-17 00:00:00+00:00,279.80585
1950-11-18 00:00:00+00:00,280.78683
1950-11-19 00:00:00+00:00,282.36496
1950-11-20 00:00:00+00:00,277.32513
1950-11-21 00:00:00+00:00,272.08386
1950-11-22 00:00:00+00:00,272.28772
1950-11-23 00:00:00+00:00,271.99527
1950-11-24 00:00:00+00:00,275.72516
1950-11-25 00:00:00+00:00,276.80933
1950-11-26 00:00:00+00:00,277.3655
1950-11-27 00:00:00+00:00,275.9009
1950-11-28 00:00:00+00:00,275.71048
1950-11-29 00:00:00+00:00,273.63458
1950-11-30 00:00:00+00:00,273.82086
1950-12-01 00:00:00+00:00,273.30167
1950-12-02 00:00:00+00:00,276.25565
1950-12-03 00:00:00+00:00,277.5225
1950-12-04 00:00:00+00:00,272.49585
1950-12-05 00:00:00+00:00,272.37772
1950-12-06 00:00:00+00:00,275.61288
1950-12-07 00:00:00+00:00,276.6411
1950-12-08 00:00:00+00:00,272.25674
1950-12-09 00:00:00+00:00,271.33905
1950-12-10 00:00:00+00:00,272.40002
1950-12-11 00:00:00+00:00,273.42197
1950-12-12 00:00:00+00:00,271.28745
1950-12-13 00:00:00+00:00,270.7835
1950-12-14 00:00:00+00:00,271.27625
1950-12-15 00:00:00+00:00,274.6357
1950-12-16 00:00:00+00:00,269.95157
1950-12-17 00:00:00+00:00,270.98886
1950-12-18 00:00:00+00:00,271.8243
1950-12-19 00:00:00+00:00,269.28012
1950-12-20 00:00:00+00:00,267.50513
1950-12-21 00:00:00+00:00,267.53836
1950-12-22 00:00:00+00:00,267.8516
1950-12-23 00:00:00+00:00,268.8481
1950-12-24 00:00:00+00:00,271.80392
1950-12-25 00:00:00+00:00,270.72055
1950-12-26 00:00:00+00:00,274.6373
1950-12-27 00:00:00+00:00,277.47675
1950-12-28 00:00:00+00:00,282.2917
1950-12-29 00:00:00+00:00,280.32922
1950-12-30 00:00:00+00:00,282.3166
1950-12-31 00:00:00+00:00,280.3949
1951-01-01 00:00:00+00:00,280.7397
1951-01-02 00:00:00+00:00,277.53226
1951-01-03 00:00:00+00:00,283.16504
1951-01-04 00:00:00+00:00,277.47244
1951-01-05 00:00:00+00:00,274.13672
1951-01-06 00:00:00+00:00,281.17435
1951-01-07 00:00:00+00:00,282.6185
1951-01-08 00:00:00+00:00,280.19952
1951-01-09 00:00:00+00:00,280.79425
1951-01-10 00:00:00+00:00,280.932
1951-01-11 00:00:00+00:00,276.1491
1951-01-12 00:00:00+00:00,273.10785
1951-01-13 00:00:00+00:00,272.73755
1951-01-14 00:00:00+00:00,273.6238
1951-01-15 00:00:00+00:00,278.70337
1951-01-16 00:00:00+00:00,276.96423
1951-01-17 00:00:00+00:00,276.9326
1951-01-18 00:00:00+00:00,275.7517
1951-01-19 00:00:00+00:00,276.51373
1951-01-20 00:00:00+00:00,275.2847
1951-01-21 00:00:00+00:00,274.16757
1951-01-22 00:00:00+00:00,276.46902
1951-01-23 00:00:00+00:00,282.0884
1951-01-24 00:00:00+00:00,278.0671
1951-01-25 00:00:00+00:00,281.17804
1951-01-26 00:00:00+00:00,274.87653
1951-01-27 00:00:00+00:00,280.81854
1951-01-28 00:00:00+00:00,281.2211
1951-01-29 00:00:00+00:00,282.03537
1951-01-30 00:00:00+00:00,276.5475
1951-01-31 00:00:00+00:00,275.21796
1951-02-01 00:00:00+00:00,275.2204
1951-02-02 00:00:00+00:00,272.27127
1951-02-03 00:00:00+00:00,273.8267
1951-02-04 00:00:00+00:00,274.6615
1951-02-05 00:00:00+00:00,275.22675
1951-02-06 00:00:00+00:00,271.58774
1951-02-07 00:00:00+00:00,272.0672
1951-02-08 00:00:00+00:00,276.00787
1951-02-09 00:00:00+00:00,273.42242
1951-02-10 00:00:00+00:00,271.38782
1951-02-11 00:00:00+00:00,274.79596
1951-02-12 00:00:00+00:00,278.28098
1951-02-13 00:00:00+00:00,273.5776
1951-02-14 00:00:00+00:00,274.22223
1951-02-15 00:00:00+00:00,273.94516
1951-02-16 00:00:00+00:00,276.4399
1951-02-17 00:00:00+00:00,277.6381
1951-02-18 00:00:00+00:00,276.14166
1951-02-19 00:00:00+00:00,276.8059
1951-02-20 00:00:00+00:00,279.70572
1951-02-21 00:00:00+00:00,277.83365
1951-02-22 00:00:00+00:00,281.17184
1951-02-23 00:00:00+00:00,281.4843
1951-02-24 00:00:00+00:00,280.05328
1951-02-25 00:00:00+00:00,280.97266
1951-02-26 00:00:00+00:00,284.9263
1951-02-27 00:00:00+00:00,282.5999
1951-02-28 00:00:00+00:00,277.27075
1951-03-01 00:00:00+00:00,281.2224
1951-03-02 00:00:00+00:00,277.97336
1951-03-03 00:00:00+00:00,277.0731
1951-03-04 00:00:00+00:00,277.15424
1951-03-05 00:00:00+00:00,279.60553
1951-03-06 00:00:00+00:00,280.4073
1951-03-07 00:00:00+00:00,278.91013
1951-03-08 00:00:00+00:00,279.39398
1951-03-09 00:00:00+00:00,276.246
1951-03-10 00:00:00+00:00,277.37088
1951-03-11 00:00:00+00:00,277.8262
1951-03-12 00:00:00+00:00,277.51416
1951-03-13 00:00:00+00:00,278.40448
1951-03-14 00:00:00+00:00,278.66412
1951-03-15 00:00:00+00:00,277.44592
1951-03-16 00:00:00+00:00,282.15555
1951-03-17 00:00:00+00:00,282.6085
1951-03-18 00:00:00+00:00,279.57343
1951-03-19 00:00:00+00:00,280.71503
1951-03-20 00:00:00+00:00,279.6184
1951-03-21 00:00:00+00:00,280.82898
1951-03-22 00:00:00+00:00,282.19138
1951-03-23 00:00:00+00:00,280.0736
1951-03-24 00:00:00+00:00,280.61353
1951-03-25 00:00:00+00:00,282.0432
1951-03-26 00:00:00+00:00,283.20956
1951-03-27 00:00:00+00:00,279.9239
1951-03-28 00:00:00+00:00,279.7308
1951-03-29 00:00:00+00:00,282.11343
1951-03-30 00:00:00+00:00,279.71674
1951-03-31 00:00:00+00:00,277.14072
1951-04-01 00:00:00+00:00,278.74255
1951-04-02 00:00:00+00:00,282.19495
1951-04-03 00:00:00+00:00,280.78336
1951-04-04 00:00:00+00:00,278.80148
1951-04-05 00:00:00+00:00,281.34238
1951-04-06 00:00:00+00:00,279.67108
1951-04-07 00:00:00+00:00,278.9315
1951-04-08 00:00:00+00:00,279.0309
1951-04-09 00:00:00+00:00,279.72806
1951-04-10 00:00:00+00:00,278.41748
1951-04-11 00:00:00+00:00,277.9251
1951-04-12 00:00:00+00:00,277.999
1951-04-13 00:00:00+00:00,278.90878
1951-04-14 00:00:00+00:00,277.88214
1951-04-15 00:00:00+00:00,278.29257
1951-04-16 00:00:00+00:00,278.20746
1951-04-17 00:00:00+00:00,279.24942
1951-04-18 00:00:00+00:00,279.8999
1951-04-19 00:00:00+00:00,281.04282
1951-04-20 00:00:00+00:00,281.09232
1951-04-21 00:00:00+00:00,279.44373
1951-04-22 00:00:00+00:00,278.3257
1951-04-23 00:00:00+00:00,280.99457
1951-04-24 00:00:00+00:00,279.38647
1951-04-25 00:00:00+00:00,282.04294
1951-04-26 00:00:00+00:00,282.10492
1951-04-27 00:00:00+00:00,280.3351
1951-04-28 00:00:00+00:00,278.84283
1951-04-29 00:00:00+00:00,279.63495
1951-04-30 00:00:00+00:00,281.55466
1951-05-01 00:00:00+00:00,281.7062
1951-05-02 00:00:00+00:00,283.3081
1951-05-03 00:00:00+00:00,282.1261
1951-05-04 00:00:00+00:00,283.97946
1951-05-05 00:00:00+00:00,280.5241
1951-05-06 00:00:00+00:00,280.68356
1951-05-07 00:00:00+00:00,278.2943
1951-05-08 00:00:00+00:00,279.12457
1951-05-09 00:00:00+00:00,280.9098
1951-05-10 00:00:00+00:00,281.56628
1951-05-11 00:00:00+00:00,283.1549
1951-05-12 00:00:00+00:00,278.59714
1951-05-13 00:00:00+00:00,279.4743
1951-05-14 00:00:00+00:00,281.56354
1951-05-15 00:00:00+00:00,281.14142
1951-05-16 00:00:00+00:00,280.2224
1951-05-17 00:00:00+00:00,283.6126
1951-05-18 00:00:00+00:00,281.3663
1951-05-19 00:00:00+00:00,282.4574
1951-05-20 00:00:00+00:00,281.4294
1951-05-21 00:00:00+00:00,282.72186
1951-05-22 00:00:00+00:00,282.6227
1951-05-23 00:00:00+00:00,280.5111
1951-05-24 00:00:00+00:00,280.9411
1951-05-25 00:00:00+00:00,282.51083
1951-05-26 00:00:00+00:00,282.55954
1951-05-27 00:00:00+00:00,283.90775
1951-05-28 00:00:00+00:00,284.438
1951-05-29 00:00:00+00:00,282.71094
1951-05-30 00:00:00+00:00,284.78918
1951-05-31 00:00:00+00:00,282.51608
1951-06-01 00:00:00+00:00,283.0199
1951-06-02 00:00:00+00:00,283.19897
1951-06-03 00:00:00+00:00,283.26328
1951-06-04 00:00:00+00:00,281.36612
1951-06-05 00:00:00+00:00,282.8604
1951-06-06 00:00:00+00:00,283.24933
1951-06-07 00:00:00+00:00,284.05264
1951-06-08 00:00:00+00:00,283.29828
1951-06-09 00:00:00+00:00,284.7751
1951-06-10 00:00:00+00:00,284.20593
1951-06-11 00:00:00+00:00,282.23846
1951-06-12 00:00:00+00:00,281.56027
1951-06-13 00:00:00+00:00,282.87482
1951-06-14 00:00:00+00:00,284.20724
1951-06-15 00:00:00+00:00,284.7145
1951-06-16 00:00:00+00:00,283.9759
1951-06-17 00:00:00+00:00,283.06534
1951-06-18 00:00:00+00:00,283.43405
1951-06-19 00:00:00+00:00,283.41354
1951-06-20 00:00:00+00:00,283.99802
1951-06-21 00:00:00+00:00,285.01935
1951-06-22 00:00:00+00:00,284.1127
1951-06-23 00:00:00+00:00,283.9098
1951-06-24 00:00:00+00:00,284.1275
1951-06-25 00:00:00+00:00,285.97983
1951-06-26 00:00:00+00:00,284.7649
1951-06-27 00:00:00+00:00,282.739
1951-06-28 00:00:00+00:00,282.1323
1951-06-29 00:00:00+00:00,285.56833
1951-06-30 00:00:00+00:00,285.03427
1951-07-01 00:00:00+00:00,284.13678
1951-07-02 00:00:00+00:00,284.9692
1951-07-03 00:00:00+00:00,285.97757
1951-07-04 00:00:00+00:00,286.3875
1951-07-05 00:00:00+00:00,285.7281
1951-07-06 00:00:00+00:00,282.83566
1951-07-07 00:00:00+00:00,285.25922
1951-07-08 00:00:00+00:00,283.19794
1951-07-09 00:00:00+00:00,284.74683
1951-07-10 00:00:00+00:00,283.81378
1951-07-11 00:00:00+00:00,281.5178
1951-07-12 00:00:00+00:00,282.64783
1951-07-13 00:00:00+00:00,281.29373
1951-07-14 00:00:00+00:00,285.42926
1951-07-15 00:00:00+00:00,284.24765
1951-07-16 00:00:00+00:00,283.88434
1951-07-17 00:00:00+00:00,283.7675
1951-07-18 00:00:00+00:00,281.92664
1951-07-19 00:00:00+00:00,281.79916
1951-07-20 00:00:00+00:00,281.81293
1951-07-21 00:00:00+00:00,280.90536
1951-07-22 00:00:00+00:00,281.87674
1951-07-23 00:00:00+00:00,285.02887
1951-07-24 00:00:00+00:00,282.5659
1951-07-25 00:00:00+00:00,283.03165
1951-07-26 00:00:00+00:00,283.14566
1951-07-27 00:00:00+00:00,284.4171
1951-07-28 00:00:00+00:00,286.02124
1951-07-29 00:00:00+00:00,286.23544
1951-07-30 00:00:00+00:00,285.07648
1951-07-31 00:00:00+00:00,286.5191
1951-08-01 00:00:00+00:00,286.31152
1951-08-02 00:00:00+00:00,282.66412
1951-08-03 00:00:00+00:00,281.475
1951-08-04 00:00:00+00:00,286.14233
1951-08-05 00:00:00+00:00,283.88266
1951-08-06 00:00:00+00:00,285.15994
1951-08-07 00:00:00+00:00,284.56378
1951-08-08 00:00:00+00:00,286.00098
1951-08-09 00:00:00+00:00,285.3223
1951-08-10 00:00:00+00:00,285.19455
1951-08-11 00:00:00+00:00,286.05585
1951-08-12 00:00:00+00:00,284.31418
1951-08-13 00:00:00+00:00,283.85013
1951-08-14 00:00:00+00:00,285.45578
1951-08-15 00:00:00+00:00,283.99667
1951-08-16 00:00:00+00:00,283.65982
1951-08-17 00:00:00+00:00,283.99213
1951-08-18 00:00:00+00:00,284.40042
1951-08-19 00:00:00+00:00,283.37708
1951-08-20 00:00:00+00:00,282.21887
1951-08-21 00:00:00+00:00,280.41058
1951-08-22 00:00:00+00:00,284.57156
1951-08-23 00:00:00+00:00,283.35577
1951-08-24 00:00:00+00:00,283.21368
1951-08-25 00:00:00+00:00,282.9016
1951-08-26 00:00:00+00:00,283.23938
1951-08-27 00:00:00+00:00,284.58405
1951-08-28 00:00:00+00:00,284.5868
1951-08-29 00:00:00+00:00,286.87653
1951-08-30 00:00:00+00:00,288.50287
1951-08-31 00:00:00+00:00,287.4741
1951-09-01 00:00:00+00:00,289.30786
1951-09-02 00:00:00+00:00,288.26627
1951-09-03 00:00:00+00:00,284.85034
1951-09-04 00:00:00+00:00,281.37433
1951-09-05 00:00:00+00:00,284.50534
1951-09-06 00:00:00+00:00,284.03195
1951-09-07 00:00:00+00:00,283.49142
1951-09-08 00:00:00+00:00,281.67032
1951-09-09 00:00:00+00:00,281.43207
1951-09-10 00:00:00+00:00,282.4506
1951-09-11 00:00:00+00:00,283.0795
1951-09-12 00:00:00+00:00,282.18488
1951-09-13 00:00:00+00:00,282.8672
1951-09-14 00:00:00+00:00,282.00537
1951-09-15 00:00:00+00:00,283.51883
1951-09-16 00:00:00+00:00,283.86
1951-09-17 00:00:00+00:00,285.10727
1951-09-18 00:00:00+00:00,283.3368
1951-09-19 00:00:00+00:00,284.11047
1951-09-20 00:00:00+00:00,284.98743
1951-09-21 00:00:00+00:00,284.2743
1951-09-22 00:00:00+00:00,285.33273
1951-09-23 00:00:00+00:00,280.82584
1951-09-24 00:00:00+00:00,282.41553
1951-09-25 00:00:00+00:00,284.0326
1951-09-26 00:00:00+00:00,283.81274
1951-09-27 00:00:00+00:00,282.8385
