time,tasmax_day_CNRM-CM5_rcp45
2006-03-03 00:00:00+00:00,290.5648
2006-03-04 00:00:00+00:00,293.42322
2006-03-05 00:00:00+00:00,293.20892
2006-03-06 00:00:00+00:00,293.09393
2006-03-07 00:00:00+00:00,290.66443
2006-03-08 00:00:00+00:00,289.68817
2006-03-09 00:00:00+00:00,288.92422
2006-03-10 00:00:00+00:00,289.57852
2006-03-11 00:00:00+00:00,289.67267
2006-03-12 00:00:00+00:00,291.81763
2006-03-13 00:00:00+00:00,290.79102
2006-03-14 00:00:00+00:00,287.74173
2006-03-15 00:00:00+00:00,291.5397
2006-03-16 00:00:00+00:00,296.71124
2006-03-17 00:00:00+00:00,300.96182
2006-03-18 00:00:00+00:00,301.73828
2006-03-19 00:00:00+00:00,300.7782
2006-03-20 00:00:00+00:00,301.66855
2006-03-21 00:00:00+00:00,296.04138
2006-03-22 00:00:00+00:00,293.24268
2006-03-23 00:00:00+00:00,289.79156
2006-03-24 00:00:00+00:00,295.50238
2006-03-25 00:00:00+00:00,302.05515
2006-03-26 00:00:00+00:00,301.24994
2006-03-27 00:00:00+00:00,301.4413
2006-03-28 00:00:00+00:00,298.74298
2006-03-29 00:00:00+00:00,297.4335
2006-03-30 00:00:00+00:00,294.91144
2006-03-31 00:00:00+00:00,294.12848
2006-04-01 00:00:00+00:00,294.63406
2006-04-02 00:00:00+00:00,298.2912
2006-04-03 00:00:00+00:00,294.0253
2006-04-04 00:00:00+00:00,292.77222
2006-04-05 00:00:00+00:00,291.5826
2006-04-06 00:00:00+00:00,292.89624
2006-04-07 00:00:00+00:00,296.74887
2006-04-08 00:00:00+00:00,295.78793
2006-04-09 00:00:00+00:00,291.74408
2006-04-10 00:00:00+00:00,290.33215
2006-04-11 00:00:00+00:00,291.61508
2006-04-12 00:00:00+00:00,290.22598
2006-04-13 00:00:00+00:00,295.75403
2006-04-14 00:00:00+00:00,293.8503
2006-04-15 00:00:00+00:00,288.2402
2006-04-16 00:00:00+00:00,294.14548
2006-04-17 00:00:00+00:00,297.11453
2006-04-18 00:00:00+00:00,292.37625
2006-04-19 00:00:00+00:00,289.26733
2006-04-20 00:00:00+00:00,287.7565
2006-04-21 00:00:00+00:00,290.64716
2006-04-22 00:00:00+00:00,291.9495
2006-04-23 00:00:00+00:00,296.84497
2006-04-24 00:00:00+00:00,300.05103
2006-04-25 00:00:00+00:00,302.92776
2006-04-26 00:00:00+00:00,299.09976
2006-04-27 00:00:00+00:00,291.2195
2006-04-28 00:00:00+00:00,291.1135
2006-04-29 00:00:00+00:00,293.21036
2006-04-30 00:00:00+00:00,293.79944
2006-05-01 00:00:00+00:00,294.32825
2006-05-02 00:00:00+00:00,293.7359
2006-05-03 00:00:00+00:00,290.8259
2006-05-04 00:00:00+00:00,293.92133
2006-05-05 00:00:00+00:00,294.70926
2006-05-06 00:00:00+00:00,296.29404
2006-05-07 00:00:00+00:00,292.11667
2006-05-08 00:00:00+00:00,295.75922
2006-05-09 00:00:00+00:00,299.53473
2006-05-10 00:00:00+00:00,300.44238
2006-05-11 00:00:00+00:00,301.34653
2006-05-12 00:00:00+00:00,297.7474
2006-05-13 00:00:00+00:00,299.47467
2006-05-14 00:00:00+00:00,302.67123
2006-05-15 00:00:00+00:00,302.7201
2006-05-16 00:00:00+00:00,301.29163
2006-05-17 00:00:00+00:00,305.2372
2006-05-18 00:00:00+00:00,305.77625
2006-05-19 00:00:00+00:00,304.29047
2006-05-20 00:00:00+00:00,295.98474
2006-05-21 00:00:00+00:00,301.286
2006-05-22 00:00:00+00:00,299.55496
2006-05-23 00:00:00+00:00,302.8887
2006-05-24 00:00:00+00:00,302.9715
2006-05-25 00:00:00+00:00,304.62656
2006-05-26 00:00:00+00:00,306.65387
2006-05-27 00:00:00+00:00,303.8544
2006-05-28 00:00:00+00:00,303.6775
2006-05-29 00:00:00+00:00,298.94656
2006-05-30 00:00:00+00:00,298.42737
2006-05-31 00:00:00+00:00,300.98602
2006-06-01 00:00:00+00:00,299.81323
2006-06-02 00:00:00+00:00,300.2684
2006-06-03 00:00:00+00:00,304.301
2006-06-04 00:00:00+00:00,303.4803
2006-06-05 00:00:00+00:00,301.83252
2006-06-06 00:00:00+00:00,301.1017
2006-06-07 00:00:00+00:00,301.91476
2006-06-08 00:00:00+00:00,301.86945
2006-06-09 00:00:00+00:00,297.50815
2006-06-10 00:00:00+00:00,294.91846
2006-06-11 00:00:00+00:00,293.6352
2006-06-12 00:00:00+00:00,294.83243
2006-06-13 00:00:00+00:00,296.4564
2006-06-14 00:00:00+00:00,300.5811
2006-06-15 00:00:00+00:00,300.14322
2006-06-16 00:00:00+00:00,299.8896
2006-06-17 00:00:00+00:00,299.16245
2006-06-18 00:00:00+00:00,300.48608
2006-06-19 00:00:00+00:00,301.54492
2006-06-20 00:00:00+00:00,300.3609
2006-06-21 00:00:00+00:00,299.49097
2006-06-22 00:00:00+00:00,296.08566
2006-06-23 00:00:00+00:00,294.33362
2006-06-24 00:00:00+00:00,299.6326
2006-06-25 00:00:00+00:00,303.5571
2006-06-26 00:00:00+00:00,308.713
2006-06-27 00:00:00+00:00,312.22913
2006-06-28 00:00:00+00:00,310.47955
2006-06-29 00:00:00+00:00,308.8864
2006-06-30 00:00:00+00:00,309.87628
2006-07-01 00:00:00+00:00,305.0238
2006-07-02 00:00:00+00:00,303.33136
2006-07-03 00:00:00+00:00,303.48145
2006-07-04 00:00:00+00:00,305.777
2006-07-05 00:00:00+00:00,310.93716
2006-07-06 00:00:00+00:00,313.1518
2006-07-07 00:00:00+00:00,308.66986
2006-07-08 00:00:00+00:00,307.30493
2006-07-09 00:00:00+00:00,305.40616
2006-07-10 00:00:00+00:00,304.93024
2006-07-11 00:00:00+00:00,303.93063
2006-07-12 00:00:00+00:00,302.97125
2006-07-13 00:00:00+00:00,302.28943
2006-07-14 00:00:00+00:00,302.34027
2006-07-15 00:00:00+00:00,308.0942
2006-07-16 00:00:00+00:00,309.44473
2006-07-17 00:00:00+00:00,304.844
2006-07-18 00:00:00+00:00,304.98404
2006-07-19 00:00:00+00:00,307.57095
2006-07-20 00:00:00+00:00,309.5543
2006-07-21 00:00:00+00:00,307.7041
2006-07-22 00:00:00+00:00,305.8094
2006-07-23 00:00:00+00:00,305.21613
2006-07-24 00:00:00+00:00,304.59775
2006-07-25 00:00:00+00:00,301.41638
2006-07-26 00:00:00+00:00,304.18716
2006-07-27 00:00:00+00:00,305.85635
2006-07-28 00:00:00+00:00,306.90985
2006-07-29 00:00:00+00:00,301.4405
2006-07-30 00:00:00+00:00,301.44022
2006-07-31 00:00:00+00:00,304.4899
2006-08-01 00:00:00+00:00,304.67798
2006-08-02 00:00:00+00:00,304.35767
2006-08-03 00:00:00+00:00,304.20593
2006-08-04 00:00:00+00:00,300.8685
2006-08-05 00:00:00+00:00,303.70514
2006-08-06 00:00:00+00:00,303.82468
2006-08-07 00:00:00+00:00,302.68298
2006-08-08 00:00:00+00:00,303.93124
2006-08-09 00:00:00+00:00,301.80475
2006-08-10 00:00:00+00:00,301.19946
2006-08-11 00:00:00+00:00,299.59927
2006-08-12 00:00:00+00:00,305.26877
2006-08-13 00:00:00+00:00,305.09946
2006-08-14 00:00:00+00:00,302.59955
2006-08-15 00:00:00+00:00,300.69986
2006-08-16 00:00:00+00:00,302.69623
2006-08-17 00:00:00+00:00,302.77808
2006-08-18 00:00:00+00:00,305.05844
2006-08-19 00:00:00+00:00,304.45465
2006-08-20 00:00:00+00:00,306.20316
2006-08-21 00:00:00+00:00,304.80905
2006-08-22 00:00:00+00:00,301.76453
2006-08-23 00:00:00+00:00,303.8671
2006-08-24 00:00:00+00:00,304.3039
2006-08-25 00:00:00+00:00,304.52744
2006-08-26 00:00:00+00:00,305.56876
2006-08-27 00:00:00+00:00,305.98737
2006-08-28 00:00:00+00:00,304.40527
2006-08-29 00:00:00+00:00,303.37286
2006-08-30 00:00:00+00:00,301.6887
2006-08-31 00:00:00+00:00,301.4033
2006-09-01 00:00:00+00:00,302.82504
2006-09-02 00:00:00+00:00,306.94818
2006-09-03 00:00:00+00:00,304.02036
2006-09-04 00:00:00+00:00,302.6962
2006-09-05 00:00:00+00:00,301.80905
2006-09-06 00:00:00+00:00,303.12656
2006-09-07 00:00:00+00:00,301.26657
2006-09-08 00:00:00+00:00,297.7235
2006-09-09 00:00:00+00:00,298.7684
2006-09-10 00:00:00+00:00,299.81967
2006-09-11 00:00:00+00:00,300.62646
2006-09-12 00:00:00+00:00,295.34714
2006-09-13 00:00:00+00:00,299.40637
2006-09-14 00:00:00+00:00,301.02222
2006-09-15 00:00:00+00:00,307.17508
2006-09-16 00:00:00+00:00,304.0741
2006-09-17 00:00:00+00:00,297.71756
2006-09-18 00:00:00+00:00,301.9518
2006-09-19 00:00:00+00:00,302.68076
2006-09-20 00:00:00+00:00,299.26337
2006-09-21 00:00:00+00:00,299.33798
2006-09-22 00:00:00+00:00,300.22446
2006-09-23 00:00:00+00:00,302.14355
2006-09-24 00:00:00+00:00,301.34592
2006-09-25 00:00:00+00:00,303.15063
2006-09-26 00:00:00+00:00,302.8023
2006-09-27 00:00:00+00:00,302.96222
2006-09-28 00:00:00+00:00,299.90454
2006-09-29 00:00:00+00:00,296.14502
2006-09-30 00:00:00+00:00,300.9046
2006-10-01 00:00:00+00:00,307.679
2006-10-02 00:00:00+00:00,309.3171
2006-10-03 00:00:00+00:00,301.61255
2006-10-04 00:00:00+00:00,296.53586
2006-10-05 00:00:00+00:00,299.5165
2006-10-06 00:00:00+00:00,299.74228
2006-10-07 00:00:00+00:00,298.16467
2006-10-08 00:00:00+00:00,300.69006
2006-10-09 00:00:00+00:00,304.43164
2006-10-10 00:00:00+00:00,301.79388
2006-10-11 00:00:00+00:00,301.21747
2006-10-12 00:00:00+00:00,298.77417
2006-10-13 00:00:00+00:00,297.99042
2006-10-14 00:00:00+00:00,304.37357
2006-10-15 00:00:00+00:00,305.83337
2006-10-16 00:00:00+00:00,304.58685
2006-10-17 00:00:00+00:00,301.55435
2006-10-18 00:00:00+00:00,299.97452
2006-10-19 00:00:00+00:00,299.9556
2006-10-20 00:00:00+00:00,302.60693
2006-10-21 00:00:00+00:00,302.07593
2006-10-22 00:00:00+00:00,306.0754
2006-10-23 00:00:00+00:00,305.9933
2006-10-24 00:00:00+00:00,304.9366
2006-10-25 00:00:00+00:00,300.55292
2006-10-26 00:00:00+00:00,296.75427
2006-10-27 00:00:00+00:00,297.58438
2006-10-28 00:00:00+00:00,302.72433
2006-10-29 00:00:00+00:00,304.41434
2006-10-30 00:00:00+00:00,301.95877
2006-10-31 00:00:00+00:00,300.40347
2006-11-01 00:00:00+00:00,296.72052
2006-11-02 00:00:00+00:00,295.70935
2006-11-03 00:00:00+00:00,294.47043
2006-11-04 00:00:00+00:00,294.0325
2006-11-05 00:00:00+00:00,292.01932
2006-11-06 00:00:00+00:00,292.5424
2006-11-07 00:00:00+00:00,295.26276
2006-11-08 00:00:00+00:00,297.67645
2006-11-09 00:00:00+00:00,297.1521
2006-11-10 00:00:00+00:00,292.85617
2006-11-11 00:00:00+00:00,290.03635
2006-11-12 00:00:00+00:00,291.264
2006-11-13 00:00:00+00:00,292.30597
2006-11-14 00:00:00+00:00,289.75726
2006-11-15 00:00:00+00:00,289.13773
2006-11-16 00:00:00+00:00,288.41516
2006-11-17 00:00:00+00:00,288.28104
2006-11-18 00:00:00+00:00,286.13943
2006-11-19 00:00:00+00:00,287.51575
2006-11-20 00:00:00+00:00,287.87576
2006-11-21 00:00:00+00:00,290.09036
2006-11-22 00:00:00+00:00,292.88895
2006-11-23 00:00:00+00:00,291.52054
2006-11-24 00:00:00+00:00,289.2458
2006-11-25 00:00:00+00:00,289.0158
2006-11-26 00:00:00+00:00,287.92157
2006-11-27 00:00:00+00:00,287.0328
2006-11-28 00:00:00+00:00,285.78113
2006-11-29 00:00:00+00:00,289.28287
2006-11-30 00:00:00+00:00,290.2843
2006-12-01 00:00:00+00:00,289.68475
2006-12-02 00:00:00+00:00,294.3095
2006-12-03 00:00:00+00:00,294.38968
2006-12-04 00:00:00+00:00,294.1559
2006-12-05 00:00:00+00:00,293.33282
2006-12-06 00:00:00+00:00,288.64767
2006-12-07 00:00:00+00:00,288.20767
2006-12-08 00:00:00+00:00,287.75775
2006-12-09 00:00:00+00:00,288.1688
2006-12-10 00:00:00+00:00,288.38385
2006-12-11 00:00:00+00:00,288.44244
2006-12-12 00:00:00+00:00,287.8117
2006-12-13 00:00:00+00:00,285.01123
2006-12-14 00:00:00+00:00,286.0528
2006-12-15 00:00:00+00:00,288.42862
2006-12-16 00:00:00+00:00,285.85806
2006-12-17 00:00:00+00:00,284.44928
2006-12-18 00:00:00+00:00,287.1067
2006-12-19 00:00:00+00:00,288.1822
2006-12-20 00:00:00+00:00,286.87485
2006-12-21 00:00:00+00:00,288.7499
2006-12-22 00:00:00+00:00,289.26636
2006-12-23 00:00:00+00:00,289.3125
2006-12-24 00:00:00+00:00,290.07257
2006-12-25 00:00:00+00:00,290.3852
2006-12-26 00:00:00+00:00,292.329
2006-12-27 00:00:00+00:00,288.36172
2006-12-28 00:00:00+00:00,288.09683
2006-12-29 00:00:00+00:00,284.9185
2006-12-30 00:00:00+00:00,286.21887
2006-12-31 00:00:00+00:00,285.8286
2007-01-01 00:00:00+00:00,284.972
2007-01-02 00:00:00+00:00,286.7742
2007-01-03 00:00:00+00:00,288.83127
2007-01-04 00:00:00+00:00,288.61462
2007-01-05 00:00:00+00:00,289.40308
2007-01-06 00:00:00+00:00,287.0422
2007-01-07 00:00:00+00:00,289.2536
2007-01-08 00:00:00+00:00,288.31116
2007-01-09 00:00:00+00:00,285.15952
2007-01-10 00:00:00+00:00,285.35037
2007-01-11 00:00:00+00:00,286.01566
2007-01-12 00:00:00+00:00,285.4818
2007-01-13 00:00:00+00:00,286.06305
2007-01-14 00:00:00+00:00,284.27316
2007-01-15 00:00:00+00:00,285.41974
2007-01-16 00:00:00+00:00,286.46945
2007-01-17 00:00:00+00:00,286.26736
2007-01-18 00:00:00+00:00,285.68564
2007-01-19 00:00:00+00:00,285.09308
2007-01-20 00:00:00+00:00,285.0511
2007-01-21 00:00:00+00:00,286.4932
2007-01-22 00:00:00+00:00,284.4409
2007-01-23 00:00:00+00:00,284.8252
2007-01-24 00:00:00+00:00,286.6924
2007-01-25 00:00:00+00:00,287.02982
2007-01-26 00:00:00+00:00,287.2267
2007-01-27 00:00:00+00:00,287.1547
2007-01-28 00:00:00+00:00,288.3358
2007-01-29 00:00:00+00:00,287.15915
2007-01-30 00:00:00+00:00,287.78012
2007-01-31 00:00:00+00:00,287.20993
2007-02-01 00:00:00+00:00,286.8804
2007-02-02 00:00:00+00:00,288.07672
2007-02-03 00:00:00+00:00,287.2164
2007-02-04 00:00:00+00:00,287.15567
2007-02-05 00:00:00+00:00,289.97485
2007-02-06 00:00:00+00:00,291.21606
2007-02-07 00:00:00+00:00,291.41922
2007-02-08 00:00:00+00:00,293.57242
2007-02-09 00:00:00+00:00,293.57617
2007-02-10 00:00:00+00:00,292.99823
2007-02-11 00:00:00+00:00,293.02542
2007-02-12 00:00:00+00:00,293.06384
2007-02-13 00:00:00+00:00,293.04306
2007-02-14 00:00:00+00:00,294.3648
2007-02-15 00:00:00+00:00,296.47873
2007-02-16 00:00:00+00:00,294.21713
2007-02-17 00:00:00+00:00,292.40454
2007-02-18 00:00:00+00:00,293.34204
2007-02-19 00:00:00+00:00,294.80057
2007-02-20 00:00:00+00:00,290.66583
2007-02-21 00:00:00+00:00,290.72556
2007-02-22 00:00:00+00:00,289.6011
2007-02-23 00:00:00+00:00,288.838
2007-02-24 00:00:00+00:00,289.25403
2007-02-25 00:00:00+00:00,295.1624
2007-02-26 00:00:00+00:00,294.15393
2007-02-27 00:00:00+00:00,296.07455
2007-02-28 00:00:00+00:00,294.7632
2007-03-01 00:00:00+00:00,293.948
2007-03-02 00:00:00+00:00,295.13486
2007-03-03 00:00:00+00:00,296.65616
2007-03-04 00:00:00+00:00,293.63882
2007-03-05 00:00:00+00:00,290.42514
2007-03-06 00:00:00+00:00,293.12195
2007-03-07 00:00:00+00:00,289.40244
2007-03-08 00:00:00+00:00,293.11545
2007-03-09 00:00:00+00:00,294.07605
2007-03-10 00:00:00+00:00,291.08606
2007-03-11 00:00:00+00:00,290.38605
2007-03-12 00:00:00+00:00,293.52582
2007-03-13 00:00:00+00:00,295.3696
2007-03-14 00:00:00+00:00,296.50098
2007-03-15 00:00:00+00:00,292.4484
2007-03-16 00:00:00+00:00,288.30237
2007-03-17 00:00:00+00:00,289.21628
2007-03-18 00:00:00+00:00,291.35892
2007-03-19 00:00:00+00:00,291.8545
2007-03-20 00:00:00+00:00,295.563
2007-03-21 00:00:00+00:00,299.31348
2007-03-22 00:00:00+00:00,302.38483
2007-03-23 00:00:00+00:00,300.45764
2007-03-24 00:00:00+00:00,297.82272
2007-03-25 00:00:00+00:00,293.3655
2007-03-26 00:00:00+00:00,293.83966
2007-03-27 00:00:00+00:00,295.07465
2007-03-28 00:00:00+00:00,300.95563
2007-03-29 00:00:00+00:00,300.66672
2007-03-30 00:00:00+00:00,298.55478
2007-03-31 00:00:00+00:00,292.51883
2007-04-01 00:00:00+00:00,296.08102
2007-04-02 00:00:00+00:00,295.7796
2007-04-03 00:00:00+00:00,297.74567
2007-04-04 00:00:00+00:00,301.7406
2007-04-05 00:00:00+00:00,300.42245
2007-04-06 00:00:00+00:00,296.77487
2007-04-07 00:00:00+00:00,292.8019
2007-04-08 00:00:00+00:00,289.10855
2007-04-09 00:00:00+00:00,288.46234
2007-04-10 00:00:00+00:00,287.85394
2007-04-11 00:00:00+00:00,290.07437
2007-04-12 00:00:00+00:00,289.52548
2007-04-13 00:00:00+00:00,294.32257
2007-04-14 00:00:00+00:00,298.72305
2007-04-15 00:00:00+00:00,299.33615
2007-04-16 00:00:00+00:00,294.92947
2007-04-17 00:00:00+00:00,297.70074
2007-04-18 00:00:00+00:00,298.29874
2007-04-19 00:00:00+00:00,300.52808
2007-04-20 00:00:00+00:00,296.3888
2007-04-21 00:00:00+00:00,296.66116
2007-04-22 00:00:00+00:00,298.71124
2007-04-23 00:00:00+00:00,298.20758
2007-04-24 00:00:00+00:00,297.4124
2007-04-25 00:00:00+00:00,298.96793
2007-04-26 00:00:00+00:00,296.59982
2007-04-27 00:00:00+00:00,297.60086
2007-04-28 00:00:00+00:00,299.24432
2007-04-29 00:00:00+00:00,302.63165
2007-04-30 00:00:00+00:00,303.10593
2007-05-01 00:00:00+00:00,300.07095
2007-05-02 00:00:00+00:00,298.84973
2007-05-03 00:00:00+00:00,295.37766
2007-05-04 00:00:00+00:00,295.3016
2007-05-05 00:00:00+00:00,297.55258
2007-05-06 00:00:00+00:00,297.3087
2007-05-07 00:00:00+00:00,300.70947
2007-05-08 00:00:00+00:00,297.91885
2007-05-09 00:00:00+00:00,302.87988
2007-05-10 00:00:00+00:00,300.1649
2007-05-11 00:00:00+00:00,297.49994
2007-05-12 00:00:00+00:00,299.59326
2007-05-13 00:00:00+00:00,298.84903
2007-05-14 00:00:00+00:00,296.94946
2007-05-15 00:00:00+00:00,296.97092
2007-05-16 00:00:00+00:00,296.80505
2007-05-17 00:00:00+00:00,294.44836
2007-05-18 00:00:00+00:00,294.77646
2007-05-19 00:00:00+00:00,301.7519
2007-05-20 00:00:00+00:00,300.324
2007-05-21 00:00:00+00:00,300.1652
2007-05-22 00:00:00+00:00,304.86465
2007-05-23 00:00:00+00:00,299.84265
2007-05-24 00:00:00+00:00,294.1767
2007-05-25 00:00:00+00:00,307.3256
2007-05-26 00:00:00+00:00,311.25977
2007-05-27 00:00:00+00:00,310.03397
2007-05-28 00:00:00+00:00,303.3874
2007-05-29 00:00:00+00:00,306.25082
2007-05-30 00:00:00+00:00,309.32233
2007-05-31 00:00:00+00:00,310.22308
2007-06-01 00:00:00+00:00,301.43872
2007-06-02 00:00:00+00:00,300.0117
2007-06-03 00:00:00+00:00,304.86145
2007-06-04 00:00:00+00:00,301.83508
2007-06-05 00:00:00+00:00,300.52127
2007-06-06 00:00:00+00:00,300.07263
2007-06-07 00:00:00+00:00,299.061
2007-06-08 00:00:00+00:00,298.07703
2007-06-09 00:00:00+00:00,297.95328
2007-06-10 00:00:00+00:00,297.8511
2007-06-11 00:00:00+00:00,297.5234
2007-06-12 00:00:00+00:00,295.596
2007-06-13 00:00:00+00:00,296.46042
2007-06-14 00:00:00+00:00,299.08768
2007-06-15 00:00:00+00:00,298.1832
2007-06-16 00:00:00+00:00,296.66125
2007-06-17 00:00:00+00:00,293.4122
2007-06-18 00:00:00+00:00,296.05243
2007-06-19 00:00:00+00:00,295.23267
2007-06-20 00:00:00+00:00,296.0441
2007-06-21 00:00:00+00:00,300.46954
2007-06-22 00:00:00+00:00,302.42188
2007-06-23 00:00:00+00:00,302.308
2007-06-24 00:00:00+00:00,305.4455
2007-06-25 00:00:00+00:00,303.97882
2007-06-26 00:00:00+00:00,302.75815
2007-06-27 00:00:00+00:00,302.82025
2007-06-28 00:00:00+00:00,302.82843
2007-06-29 00:00:00+00:00,301.63727
2007-06-30 00:00:00+00:00,302.09967
2007-07-01 00:00:00+00:00,307.91217
2007-07-02 00:00:00+00:00,312.50253
2007-07-03 00:00:00+00:00,314.05432
2007-07-04 00:00:00+00:00,305.8864
2007-07-05 00:00:00+00:00,301.903
2007-07-06 00:00:00+00:00,300.06097
2007-07-07 00:00:00+00:00,300.14902
2007-07-08 00:00:00+00:00,304.11526
2007-07-09 00:00:00+00:00,309.06296
2007-07-10 00:00:00+00:00,305.79306
2007-07-11 00:00:00+00:00,305.3956
2007-07-12 00:00:00+00:00,306.81195
2007-07-13 00:00:00+00:00,301.41455
2007-07-14 00:00:00+00:00,299.19385
2007-07-15 00:00:00+00:00,301.25775
2007-07-16 00:00:00+00:00,300.5365
2007-07-17 00:00:00+00:00,300.71692
2007-07-18 00:00:00+00:00,298.92612
2007-07-19 00:00:00+00:00,301.22507
2007-07-20 00:00:00+00:00,300.58942
2007-07-21 00:00:00+00:00,299.3544
2007-07-22 00:00:00+00:00,304.7435
2007-07-23 00:00:00+00:00,305.1824
2007-07-24 00:00:00+00:00,301.75208
2007-07-25 00:00:00+00:00,303.4625
2007-07-26 00:00:00+00:00,303.5836
2007-07-27 00:00:00+00:00,301.6326
2007-07-28 00:00:00+00:00,301.19437
2007-07-29 00:00:00+00:00,298.4171
2007-07-30 00:00:00+00:00,299.19415
2007-07-31 00:00:00+00:00,301.48102
2007-08-01 00:00:00+00:00,300.03152
2007-08-02 00:00:00+00:00,301.77057
2007-08-03 00:00:00+00:00,302.37805
2007-08-04 00:00:00+00:00,307.337
2007-08-05 00:00:00+00:00,309.26892
2007-08-06 00:00:00+00:00,309.29904
2007-08-07 00:00:00+00:00,307.53998
2007-08-08 00:00:00+00:00,301.88147
2007-08-09 00:00:00+00:00,303.35352
2007-08-10 00:00:00+00:00,302.36646
2007-08-11 00:00:00+00:00,301.20203
2007-08-12 00:00:00+00:00,301.2803
2007-08-13 00:00:00+00:00,301.88028
2007-08-14 00:00:00+00:00,300.4167
2007-08-15 00:00:00+00:00,301.54898
2007-08-16 00:00:00+00:00,299.44647
2007-08-17 00:00:00+00:00,301.73865
2007-08-18 00:00:00+00:00,301.5173
2007-08-19 00:00:00+00:00,298.50494
2007-08-20 00:00:00+00:00,298.1403
2007-08-21 00:00:00+00:00,301.39908
2007-08-22 00:00:00+00:00,302.01236
2007-08-23 00:00:00+00:00,304.64005
2007-08-24 00:00:00+00:00,301.66742
2007-08-25 00:00:00+00:00,302.95813
2007-08-26 00:00:00+00:00,299.52826
2007-08-27 00:00:00+00:00,300.19043
2007-08-28 00:00:00+00:00,304.54007
2007-08-29 00:00:00+00:00,306.97485
2007-08-30 00:00:00+00:00,301.4362
2007-08-31 00:00:00+00:00,301.7807
2007-09-01 00:00:00+00:00,301.2356
2007-09-02 00:00:00+00:00,303.91016
2007-09-03 00:00:00+00:00,303.36417
2007-09-04 00:00:00+00:00,309.58707
2007-09-05 00:00:00+00:00,304.68488
2007-09-06 00:00:00+00:00,300.97968
2007-09-07 00:00:00+00:00,312.81915
2007-09-08 00:00:00+00:00,310.4014
2007-09-09 00:00:00+00:00,303.63547
2007-09-10 00:00:00+00:00,303.7454
2007-09-11 00:00:00+00:00,302.09088
2007-09-12 00:00:00+00:00,302.73212
2007-09-13 00:00:00+00:00,302.6565
2007-09-14 00:00:00+00:00,301.6363
2007-09-15 00:00:00+00:00,300.75742
2007-09-16 00:00:00+00:00,301.53494
2007-09-17 00:00:00+00:00,301.422
2007-09-18 00:00:00+00:00,299.53186
2007-09-19 00:00:00+00:00,303.7237
2007-09-20 00:00:00+00:00,299.48486
2007-09-21 00:00:00+00:00,300.61737
2007-09-22 00:00:00+00:00,300.76074
2007-09-23 00:00:00+00:00,302.36572
2007-09-24 00:00:00+00:00,302.7438
2007-09-25 00:00:00+00:00,303.35614
2007-09-26 00:00:00+00:00,299.278
2007-09-27 00:00:00+00:00,303.57257
