time,pr_day_CNRM-CM5_historical
1950-01-01 00:00:00+00:00,2.6671578e-06
1950-01-02 00:00:00+00:00,0.0
1950-01-03 00:00:00+00:00,0.0
1950-01-04 00:00:00+00:00,0.0
1950-01-05 00:00:00+00:00,0.0
1950-01-06 00:00:00+00:00,0.0
1950-01-07 00:00:00+00:00,4.983318e-06
1950-01-08 00:00:00+00:00,0.0
1950-01-09 00:00:00+00:00,3.5479374e-05
1950-01-10 00:00:00+00:00,5.0971357e-05
1950-01-11 00:00:00+00:00,4.5415723e-06
1950-01-12 00:00:00+00:00,0.0
1950-01-13 00:00:00+00:00,1.64502e-07
1950-01-14 00:00:00+00:00,6.328958e-05
1950-01-15 00:00:00+00:00,4.040906e-05
1950-01-16 00:00:00+00:00,6.279624e-05
1950-01-17 00:00:00+00:00,2.4186995e-06
1950-01-18 00:00:00+00:00,0.0
1950-01-19 00:00:00+00:00,3.9331505e-07
1950-01-20 00:00:00+00:00,1.8775136e-05
1950-01-21 00:00:00+00:00,0.00021830929
1950-01-22 00:00:00+00:00,0.00029072337
1950-01-23 00:00:00+00:00,0.0004637754
1950-01-24 00:00:00+00:00,0.00024804965
1950-01-25 00:00:00+00:00,0.00012662986
1950-01-26 00:00:00+00:00,0.0001461026
1950-01-27 00:00:00+00:00,0.0
1950-01-28 00:00:00+00:00,1.9070243e-05
1950-01-29 00:00:00+00:00,9.128272e-06
1950-01-30 00:00:00+00:00,0.0
1950-01-31 00:00:00+00:00,0.0
1950-02-01 00:00:00+00:00,0.0
1950-02-02 00:00:00+00:00,0.00016874759
1950-02-03 00:00:00+00:00,8.649196e-05
1950-02-04 00:00:00+00:00,9.6788235e-06
1950-02-05 00:00:00+00:00,7.2861176e-06
1950-02-06 00:00:00+00:00,4.926183e-05
1950-02-07 00:00:00+00:00,6.781851e-05
1950-02-08 00:00:00+00:00,0.00036413255
1950-02-09 00:00:00+00:00,0.0004689579
1950-02-10 00:00:00+00:00,6.1204864e-06
1950-02-11 00:00:00+00:00,0.0
1950-02-12 00:00:00+00:00,0.0
1950-02-13 00:00:00+00:00,0.0001703395
1950-02-14 00:00:00+00:00,0.00043437755
1950-02-15 00:00:00+00:00,4.978265e-05
1950-02-16 00:00:00+00:00,7.684664e-06
1950-02-17 00:00:00+00:00,0.00019094584
1950-02-18 00:00:00+00:00,8.588594e-05
1950-02-19 00:00:00+00:00,3.7695303e-05
1950-02-20 00:00:00+00:00,9.2037684e-05
1950-02-21 00:00:00+00:00,9.0341906e-05
1950-02-22 00:00:00+00:00,0.00038958868
1950-02-23 00:00:00+00:00,0.00017524262
1950-02-24 00:00:00+00:00,0.00016309375
1950-02-25 00:00:00+00:00,0.00033776017
1950-02-26 00:00:00+00:00,0.0002449368
1950-02-27 00:00:00+00:00,0.00011273917
1950-02-28 00:00:00+00:00,3.2184205e-05
1950-03-01 00:00:00+00:00,8.4617226e-05
1950-03-02 00:00:00+00:00,0.00019632645
1950-03-03 00:00:00+00:00,0.00010133918
1950-03-04 00:00:00+00:00,0.00017294908
1950-03-05 00:00:00+00:00,0.0008135159
1950-03-06 00:00:00+00:00,0.00058296917
1950-03-07 00:00:00+00:00,0.00039986265
1950-03-08 00:00:00+00:00,2.0899975e-07
1950-03-09 00:00:00+00:00,8.063153e-06
1950-03-10 00:00:00+00:00,0.0
1950-03-11 00:00:00+00:00,0.0
1950-03-12 00:00:00+00:00,7.553904e-06
1950-03-13 00:00:00+00:00,4.170279e-05
1950-03-14 00:00:00+00:00,4.755205e-06
1950-03-15 00:00:00+00:00,0.0
1950-03-16 00:00:00+00:00,0.0
1950-03-17 00:00:00+00:00,3.0829054e-07
1950-03-18 00:00:00+00:00,0.000101086654
1950-03-19 00:00:00+00:00,4.3539472e-05
1950-03-20 00:00:00+00:00,7.427528e-05
1950-03-21 00:00:00+00:00,6.53108e-05
1950-03-22 00:00:00+00:00,2.5520524e-07
1950-03-23 00:00:00+00:00,7.125402e-05
1950-03-24 00:00:00+00:00,1.905845e-05
1950-03-25 00:00:00+00:00,0.0
1950-03-26 00:00:00+00:00,0.0
1950-03-27 00:00:00+00:00,1.0743588e-06
1950-03-28 00:00:00+00:00,3.2056812e-06
1950-03-29 00:00:00+00:00,0.0
1950-03-30 00:00:00+00:00,0.0
1950-03-31 00:00:00+00:00,0.0
1950-04-01 00:00:00+00:00,0.0
1950-04-02 00:00:00+00:00,0.0
1950-04-03 00:00:00+00:00,0.0
1950-04-04 00:00:00+00:00,0.0
1950-04-05 00:00:00+00:00,0.0
1950-04-06 00:00:00+00:00,0.0
1950-04-07 00:00:00+00:00,0.0
1950-04-08 00:00:00+00:00,0.0
1950-04-09 00:00:00+00:00,0.0
1950-04-10 00:00:00+00:00,1.874497e-05
1950-04-11 00:00:00+00:00,1.6317568e-05
1950-04-12 00:00:00+00:00,4.9144004e-05
1950-04-13 00:00:00+00:00,3.883208e-05
1950-04-14 00:00:00+00:00,0.00011182855
1950-04-15 00:00:00+00:00,0.00017081664
1950-04-16 00:00:00+00:00,0.000121222474
1950-04-17 00:00:00+00:00,2.2156482e-05
1950-04-18 00:00:00+00:00,2.2032918e-05
1950-04-19 00:00:00+00:00,0.0
1950-04-20 00:00:00+00:00,2.3300488e-05
1950-04-21 00:00:00+00:00,0.0
1950-04-22 00:00:00+00:00,0.0
1950-04-23 00:00:00+00:00,0.000117347154
1950-04-24 00:00:00+00:00,0.00021212122
1950-04-25 00:00:00+00:00,0.00010204858
1950-04-26 00:00:00+00:00,7.013728e-05
1950-04-27 00:00:00+00:00,2.6062646e-05
1950-04-28 00:00:00+00:00,0.0
1950-04-29 00:00:00+00:00,0.0
1950-04-30 00:00:00+00:00,0.0
1950-05-01 00:00:00+00:00,0.0
1950-05-02 00:00:00+00:00,2.5783944e-05
1950-05-03 00:00:00+00:00,3.226679e-05
1950-05-04 00:00:00+00:00,6.7669454e-05
1950-05-05 00:00:00+00:00,1.7888218e-05
1950-05-06 00:00:00+00:00,0.0
1950-05-07 00:00:00+00:00,0.0
1950-05-08 00:00:00+00:00,0.0
1950-05-09 00:00:00+00:00,0.0
1950-05-10 00:00:00+00:00,0.0
1950-05-11 00:00:00+00:00,6.521831e-05
1950-05-12 00:00:00+00:00,3.104877e-05
1950-05-13 00:00:00+00:00,0.0
1950-05-14 00:00:00+00:00,0.0
1950-05-15 00:00:00+00:00,0.0
1950-05-16 00:00:00+00:00,0.0
1950-05-17 00:00:00+00:00,0.0
1950-05-18 00:00:00+00:00,0.0
1950-05-19 00:00:00+00:00,0.0
1950-05-20 00:00:00+00:00,0.0
1950-05-21 00:00:00+00:00,1.8689183e-05
1950-05-22 00:00:00+00:00,7.427996e-05
1950-05-23 00:00:00+00:00,0.0
1950-05-24 00:00:00+00:00,0.0
1950-05-25 00:00:00+00:00,4.433603e-05
1950-05-26 00:00:00+00:00,4.2806216e-05
1950-05-27 00:00:00+00:00,3.4993907e-05
1950-05-28 00:00:00+00:00,5.9301576e-05
1950-05-29 00:00:00+00:00,2.6878282e-05
1950-05-30 00:00:00+00:00,1.769934e-05
1950-05-31 00:00:00+00:00,7.54802e-06
1950-06-01 00:00:00+00:00,0.0
1950-06-02 00:00:00+00:00,0.0
1950-06-03 00:00:00+00:00,0.0
1950-06-04 00:00:00+00:00,0.0
1950-06-05 00:00:00+00:00,0.0
1950-06-06 00:00:00+00:00,0.0
1950-06-07 00:00:00+00:00,0.0
1950-06-08 00:00:00+00:00,0.0
1950-06-09 00:00:00+00:00,0.0
1950-06-10 00:00:00+00:00,0.0
1950-06-11 00:00:00+00:00,0.0
1950-06-12 00:00:00+00:00,3.4210767e-05
1950-06-13 00:00:00+00:00,4.1771844e-05
1950-06-14 00:00:00+00:00,0.0
1950-06-15 00:00:00+00:00,0.0
1950-06-16 00:00:00+00:00,0.0
1950-06-17 00:00:00+00:00,0.0
1950-06-18 00:00:00+00:00,0.0
1950-06-19 00:00:00+00:00,0.0
1950-06-20 00:00:00+00:00,0.0
1950-06-21 00:00:00+00:00,0.0
1950-06-22 00:00:00+00:00,0.0
1950-06-23 00:00:00+00:00,0.0
1950-06-24 00:00:00+00:00,0.0
1950-06-25 00:00:00+00:00,0.0
1950-06-26 00:00:00+00:00,0.0
1950-06-27 00:00:00+00:00,0.0
1950-06-28 00:00:00+00:00,0.0
1950-06-29 00:00:00+00:00,0.0
1950-06-30 00:00:00+00:00,0.0
1950-07-01 00:00:00+00:00,0.0
1950-07-02 00:00:00+00:00,0.0
1950-07-03 00:00:00+00:00,0.0
1950-07-04 00:00:00+00:00,1.6395946e-07
1950-07-05 00:00:00+00:00,0.0
1950-07-06 00:00:00+00:00,0.0
1950-07-07 00:00:00+00:00,0.0
1950-07-08 00:00:00+00:00,0.0
1950-07-09 00:00:00+00:00,0.0
1950-07-10 00:00:00+00:00,0.0
1950-07-11 00:00:00+00:00,0.0
1950-07-12 00:00:00+00:00,0.0
1950-07-13 00:00:00+00:00,1.3722335e-05
1950-07-14 00:00:00+00:00,0.0
1950-07-15 00:00:00+00:00,0.0
1950-07-16 00:00:00+00:00,0.0
1950-07-17 00:00:00+00:00,0.0
1950-07-18 00:00:00+00:00,0.0
1950-07-19 00:00:00+00:00,0.0
1950-07-20 00:00:00+00:00,0.0
1950-07-21 00:00:00+00:00,0.0
1950-07-22 00:00:00+00:00,0.0
1950-07-23 00:00:00+00:00,0.0
1950-07-24 00:00:00+00:00,0.0
1950-07-25 00:00:00+00:00,0.0
1950-07-26 00:00:00+00:00,0.0
1950-07-27 00:00:00+00:00,0.0
1950-07-28 00:00:00+00:00,0.0
1950-07-29 00:00:00+00:00,0.0
1950-07-30 00:00:00+00:00,0.0
1950-07-31 00:00:00+00:00,0.0
1950-08-01 00:00:00+00:00,0.0
1950-08-02 00:00:00+00:00,0.0
1950-08-03 00:00:00+00:00,0.0
1950-08-04 00:00:00+00:00,0.0
1950-08-05 00:00:00+00:00,0.0
1950-08-06 00:00:00+00:00,0.0
1950-08-07 00:00:00+00:00,0.0
1950-08-08 00:00:00+00:00,0.0
1950-08-09 00:00:00+00:00,0.0
1950-08-10 00:00:00+00:00,0.0
1950-08-11 00:00:00+00:00,0.0
1950-08-12 00:00:00+00:00,0.0
1950-08-13 00:00:00+00:00,0.0
1950-08-14 00:00:00+00:00,0.0
1950-08-15 00:00:00+00:00,0.0
1950-08-16 00:00:00+00:00,0.0
1950-08-17 00:00:00+00:00,0.0
1950-08-18 00:00:00+00:00,0.0
1950-08-19 00:00:00+00:00,0.0
1950-08-20 00:00:00+00:00,0.0
1950-08-21 00:00:00+00:00,0.0
1950-08-22 00:00:00+00:00,1.4352927e-06
1950-08-23 00:00:00+00:00,0.000114017865
1950-08-24 00:00:00+00:00,0.0
1950-08-25 00:00:00+00:00,0.0
1950-08-26 00:00:00+00:00,0.0
