time,pr_day_HadGEM2-ES_historical
1950-01-01 00:00:00+00:00,0.0
1950-01-02 00:00:00+00:00,2.434944e-06
1950-01-03 00:00:00+00:00,2.769957e-06
1950-01-04 00:00:00+00:00,0.0
1950-01-05 00:00:00+00:00,0.0
1950-01-06 00:00:00+00:00,0.0
1950-01-07 00:00:00+00:00,1.5121664e-05
1950-01-08 00:00:00+00:00,0.0
1950-01-09 00:00:00+00:00,5.0594746e-05
1950-01-10 00:00:00+00:00,1.9834422e-05
1950-01-11 00:00:00+00:00,0.0
1950-01-12 00:00:00+00:00,5.6531997e-05
1950-01-13 00:00:00+00:00,0.0001759314
1950-01-14 00:00:00+00:00,1.9192721e-05
1950-01-15 00:00:00+00:00,0.0
1950-01-16 00:00:00+00:00,1.0102165e-05
1950-01-17 00:00:00+00:00,0.00016259684
1950-01-18 00:00:00+00:00,0.00012019561
1950-01-19 00:00:00+00:00,0.0
1950-01-20 00:00:00+00:00,0.0
1950-01-21 00:00:00+00:00,0.0
1950-01-22 00:00:00+00:00,0.0
1950-01-23 00:00:00+00:00,3.6467106e-06
1950-01-24 00:00:00+00:00,0.0
1950-01-25 00:00:00+00:00,3.9540588e-08
1950-01-26 00:00:00+00:00,7.876986e-08
1950-01-27 00:00:00+00:00,0.0
1950-01-28 00:00:00+00:00,0.0
1950-01-29 00:00:00+00:00,0.0
1950-01-30 00:00:00+00:00,0.0
1950-01-31 00:00:00+00:00,0.0
1950-02-01 00:00:00+00:00,0.0
1950-02-02 00:00:00+00:00,0.0
1950-02-03 00:00:00+00:00,0.0
1950-02-04 00:00:00+00:00,5.1160855e-06
1950-02-05 00:00:00+00:00,0.00015775643
1950-02-06 00:00:00+00:00,1.4073621e-05
1950-02-07 00:00:00+00:00,0.0
1950-02-08 00:00:00+00:00,1.053892e-06
1950-02-09 00:00:00+00:00,0.0
1950-02-10 00:00:00+00:00,8.670983e-06
1950-02-11 00:00:00+00:00,1.1981229e-05
1950-02-12 00:00:00+00:00,1.5264021e-06
1950-02-13 00:00:00+00:00,0.0
1950-02-14 00:00:00+00:00,0.0
1950-02-15 00:00:00+00:00,0.0
1950-02-16 00:00:00+00:00,1.9461197e-07
1950-02-17 00:00:00+00:00,3.917059e-05
1950-02-18 00:00:00+00:00,8.629511e-05
1950-02-19 00:00:00+00:00,3.6478592e-05
1950-02-20 00:00:00+00:00,0.0
1950-02-21 00:00:00+00:00,0.0
1950-02-22 00:00:00+00:00,0.0
1950-02-23 00:00:00+00:00,0.0
1950-02-24 00:00:00+00:00,4.0461124e-05
1950-02-25 00:00:00+00:00,0.0001501879
1950-02-26 00:00:00+00:00,0.00034044418
1950-02-27 00:00:00+00:00,0.00011166465
1950-02-28 00:00:00+00:00,0.00020698326
1950-03-01 00:00:00+00:00,0.0003454646
1950-03-02 00:00:00+00:00,0.00017582667
1950-03-03 00:00:00+00:00,2.9664092e-05
1950-03-04 00:00:00+00:00,0.0
1950-03-05 00:00:00+00:00,3.3609813e-05
1950-03-06 00:00:00+00:00,5.4858305e-05
1950-03-07 00:00:00+00:00,7.339923e-05
1950-03-08 00:00:00+00:00,6.443812e-05
1950-03-09 00:00:00+00:00,0.00027503766
1950-03-10 00:00:00+00:00,0.00076967094
1950-03-11 00:00:00+00:00,0.0004712059
1950-03-12 00:00:00+00:00,0.0001166607
1950-03-13 00:00:00+00:00,1.5553942e-05
1950-03-14 00:00:00+00:00,0.00011764248
1950-03-15 00:00:00+00:00,0.00014665176
1950-03-16 00:00:00+00:00,2.0137855e-05
1950-03-17 00:00:00+00:00,0.0
1950-03-18 00:00:00+00:00,0.0
