time,tasmax_day_HadGEM2-ES_rcp85
2006-01-01 00:00:00+00:00,285.61188
2006-01-02 00:00:00+00:00,282.81424
2006-01-03 00:00:00+00:00,285.68292
2006-01-04 00:00:00+00:00,284.73663
2006-01-05 00:00:00+00:00,283.14743
2006-01-06 00:00:00+00:00,283.84082
2006-01-07 00:00:00+00:00,285.65463
2006-01-08 00:00:00+00:00,287.97757
2006-01-09 00:00:00+00:00,288.75073
2006-01-10 00:00:00+00:00,287.26395
2006-01-11 00:00:00+00:00,287.342
2006-01-12 00:00:00+00:00,288.28476
2006-01-13 00:00:00+00:00,286.3411
2006-01-14 00:00:00+00:00,286.26895
2006-01-15 00:00:00+00:00,286.28632
2006-01-16 00:00:00+00:00,286.96338
2006-01-17 00:00:00+00:00,286.95068
2006-01-18 00:00:00+00:00,288.8627
2006-01-19 00:00:00+00:00,288.55832
2006-01-20 00:00:00+00:00,286.4332
2006-01-21 00:00:00+00:00,285.95877
2006-01-22 00:00:00+00:00,291.65768
2006-01-23 00:00:00+00:00,290.25192
2006-01-24 00:00:00+00:00,287.11215
2006-01-25 00:00:00+00:00,284.62143
2006-01-26 00:00:00+00:00,287.41602
2006-01-27 00:00:00+00:00,290.06787
2006-01-28 00:00:00+00:00,292.12982
2006-01-29 00:00:00+00:00,293.0349
2006-01-30 00:00:00+00:00,294.5494
2006-01-31 00:00:00+00:00,293.7227
2006-02-01 00:00:00+00:00,297.21912
2006-02-02 00:00:00+00:00,294.6009
2006-02-03 00:00:00+00:00,294.91904
2006-02-04 00:00:00+00:00,291.6597
2006-02-05 00:00:00+00:00,291.5546
2006-02-06 00:00:00+00:00,291.85324
2006-02-07 00:00:00+00:00,291.62567
2006-02-08 00:00:00+00:00,291.2864
2006-02-09 00:00:00+00:00,291.98843
2006-02-10 00:00:00+00:00,291.00394
2006-02-11 00:00:00+00:00,294.76678
2006-02-12 00:00:00+00:00,294.50943
2006-02-13 00:00:00+00:00,290.5849
2006-02-14 00:00:00+00:00,290.4798
2006-02-15 00:00:00+00:00,293.4569
2006-02-16 00:00:00+00:00,292.0716
2006-02-17 00:00:00+00:00,291.41748
2006-02-18 00:00:00+00:00,292.33377
2006-02-19 00:00:00+00:00,293.56567
2006-02-20 00:00:00+00:00,292.56613
2006-02-21 00:00:00+00:00,291.372
2006-02-22 00:00:00+00:00,296.05835
2006-02-23 00:00:00+00:00,294.92096
2006-02-24 00:00:00+00:00,291.15546
2006-02-25 00:00:00+00:00,295.07782
2006-02-26 00:00:00+00:00,297.73773
2006-02-27 00:00:00+00:00,297.5241
2006-02-28 00:00:00+00:00,298.18634
2006-03-01 00:00:00+00:00,295.7485
2006-03-02 00:00:00+00:00,290.38205
2006-03-03 00:00:00+00:00,285.63782
2006-03-04 00:00:00+00:00,286.29135
2006-03-05 00:00:00+00:00,285.32315
2006-03-06 00:00:00+00:00,285.95334
2006-03-07 00:00:00+00:00,289.30942
2006-03-08 00:00:00+00:00,290.9783
2006-03-09 00:00:00+00:00,289.124
2006-03-10 00:00:00+00:00,290.846
2006-03-11 00:00:00+00:00,294.9032
2006-03-12 00:00:00+00:00,296.0129
2006-03-13 00:00:00+00:00,295.44656
2006-03-14 00:00:00+00:00,292.0596
2006-03-15 00:00:00+00:00,291.31335
2006-03-16 00:00:00+00:00,293.6688
2006-03-17 00:00:00+00:00,292.26932
2006-03-18 00:00:00+00:00,294.13516
2006-03-19 00:00:00+00:00,297.30353
2006-03-20 00:00:00+00:00,298.975
2006-03-21 00:00:00+00:00,297.76587
2006-03-22 00:00:00+00:00,294.70966
2006-03-23 00:00:00+00:00,292.44632
2006-03-24 00:00:00+00:00,291.2531
2006-03-25 00:00:00+00:00,291.36212
2006-03-26 00:00:00+00:00,289.02542
2006-03-27 00:00:00+00:00,291.4881
2006-03-28 00:00:00+00:00,296.40768
2006-03-29 00:00:00+00:00,300.34866
2006-03-30 00:00:00+00:00,299.06104
2006-03-31 00:00:00+00:00,294.6462
2006-04-01 00:00:00+00:00,293.6805
2006-04-02 00:00:00+00:00,296.99652
2006-04-03 00:00:00+00:00,298.84637
2006-04-04 00:00:00+00:00,297.32983
2006-04-05 00:00:00+00:00,294.74304
2006-04-06 00:00:00+00:00,297.48453
2006-04-07 00:00:00+00:00,300.0767
2006-04-08 00:00:00+00:00,302.9769
2006-04-09 00:00:00+00:00,300.2184
2006-04-10 00:00:00+00:00,294.6767
2006-04-11 00:00:00+00:00,290.46136
2006-04-12 00:00:00+00:00,287.8149
2006-04-13 00:00:00+00:00,292.976
2006-04-14 00:00:00+00:00,296.35452
2006-04-15 00:00:00+00:00,295.69647
2006-04-16 00:00:00+00:00,294.6006
2006-04-17 00:00:00+00:00,294.6476
2006-04-18 00:00:00+00:00,294.3001
2006-04-19 00:00:00+00:00,299.62518
2006-04-20 00:00:00+00:00,302.50592
2006-04-21 00:00:00+00:00,304.39767
2006-04-22 00:00:00+00:00,303.54904
2006-04-23 00:00:00+00:00,304.64975
2006-04-24 00:00:00+00:00,302.8884
2006-04-25 00:00:00+00:00,295.7707
2006-04-26 00:00:00+00:00,298.84732
2006-04-27 00:00:00+00:00,297.89188
2006-04-28 00:00:00+00:00,292.1838
2006-04-29 00:00:00+00:00,289.96097
2006-04-30 00:00:00+00:00,295.50742
2006-05-01 00:00:00+00:00,297.1961
2006-05-02 00:00:00+00:00,298.71204
2006-05-03 00:00:00+00:00,298.44867
2006-05-04 00:00:00+00:00,298.08633
2006-05-05 00:00:00+00:00,294.37753
2006-05-06 00:00:00+00:00,295.69214
2006-05-07 00:00:00+00:00,296.839
2006-05-08 00:00:00+00:00,296.94864
2006-05-09 00:00:00+00:00,302.04758
2006-05-10 00:00:00+00:00,306.75958
2006-05-11 00:00:00+00:00,308.2993
2006-05-12 00:00:00+00:00,307.7788
2006-05-13 00:00:00+00:00,302.17273
2006-05-14 00:00:00+00:00,296.97678
2006-05-15 00:00:00+00:00,297.47745
2006-05-16 00:00:00+00:00,293.95074
2006-05-17 00:00:00+00:00,294.31335
2006-05-18 00:00:00+00:00,294.2281
2006-05-19 00:00:00+00:00,294.72842
2006-05-20 00:00:00+00:00,297.2228
2006-05-21 00:00:00+00:00,298.34515
2006-05-22 00:00:00+00:00,301.30246
2006-05-23 00:00:00+00:00,298.48264
2006-05-24 00:00:00+00:00,294.9518
2006-05-25 00:00:00+00:00,294.69254
2006-05-26 00:00:00+00:00,290.62097
2006-05-27 00:00:00+00:00,289.57394
2006-05-28 00:00:00+00:00,288.65408
2006-05-29 00:00:00+00:00,291.83395
2006-05-30 00:00:00+00:00,290.8982
2006-05-31 00:00:00+00:00,293.63635
2006-06-01 00:00:00+00:00,292.77625
2006-06-02 00:00:00+00:00,295.66312
2006-06-03 00:00:00+00:00,290.9233
2006-06-04 00:00:00+00:00,291.231
2006-06-05 00:00:00+00:00,294.2175
2006-06-06 00:00:00+00:00,294.7664
2006-06-07 00:00:00+00:00,296.91592
2006-06-08 00:00:00+00:00,298.7478
2006-06-09 00:00:00+00:00,297.60263
2006-06-10 00:00:00+00:00,298.17886
2006-06-11 00:00:00+00:00,297.57486
2006-06-12 00:00:00+00:00,294.41537
2006-06-13 00:00:00+00:00,298.41983
2006-06-14 00:00:00+00:00,297.73392
2006-06-15 00:00:00+00:00,301.8128
2006-06-16 00:00:00+00:00,302.65146
2006-06-17 00:00:00+00:00,303.60904
2006-06-18 00:00:00+00:00,306.35455
2006-06-19 00:00:00+00:00,311.30215
2006-06-20 00:00:00+00:00,312.22772
2006-06-21 00:00:00+00:00,313.6802
2006-06-22 00:00:00+00:00,307.12823
2006-06-23 00:00:00+00:00,302.9125
2006-06-24 00:00:00+00:00,304.5771
2006-06-25 00:00:00+00:00,303.61465
2006-06-26 00:00:00+00:00,297.97952
2006-06-27 00:00:00+00:00,298.13464
2006-06-28 00:00:00+00:00,301.32486
2006-06-29 00:00:00+00:00,305.06308
2006-06-30 00:00:00+00:00,306.0381
2006-07-01 00:00:00+00:00,309.09683
2006-07-02 00:00:00+00:00,309.70642
2006-07-03 00:00:00+00:00,308.0413
2006-07-04 00:00:00+00:00,304.43527
2006-07-05 00:00:00+00:00,303.74765
2006-07-06 00:00:00+00:00,304.37363
2006-07-07 00:00:00+00:00,305.17343
2006-07-08 00:00:00+00:00,310.28885
2006-07-09 00:00:00+00:00,307.2368
2006-07-10 00:00:00+00:00,306.31546
2006-07-11 00:00:00+00:00,304.17255
2006-07-12 00:00:00+00:00,304.29297
2006-07-13 00:00:00+00:00,303.0298
2006-07-14 00:00:00+00:00,301.60355
2006-07-15 00:00:00+00:00,302.4949
2006-07-16 00:00:00+00:00,303.1595
2006-07-17 00:00:00+00:00,303.98166
2006-07-18 00:00:00+00:00,302.17422
2006-07-19 00:00:00+00:00,301.6389
2006-07-20 00:00:00+00:00,296.6509
2006-07-21 00:00:00+00:00,301.35553
2006-07-22 00:00:00+00:00,300.89743
2006-07-23 00:00:00+00:00,301.1078
2006-07-24 00:00:00+00:00,300.2598
2006-07-25 00:00:00+00:00,300.62277
2006-07-26 00:00:00+00:00,301.54147
2006-07-27 00:00:00+00:00,301.79636
2006-07-28 00:00:00+00:00,301.48175
2006-07-29 00:00:00+00:00,307.66684
2006-07-30 00:00:00+00:00,308.14328
2006-07-31 00:00:00+00:00,308.2102
2006-08-01 00:00:00+00:00,302.69943
2006-08-02 00:00:00+00:00,302.93152
2006-08-03 00:00:00+00:00,305.72205
2006-08-04 00:00:00+00:00,301.3061
2006-08-05 00:00:00+00:00,300.71088
2006-08-06 00:00:00+00:00,298.55887
2006-08-07 00:00:00+00:00,298.88123
2006-08-08 00:00:00+00:00,294.83914
2006-08-09 00:00:00+00:00,296.61234
2006-08-10 00:00:00+00:00,293.8752
2006-08-11 00:00:00+00:00,295.8161
2006-08-12 00:00:00+00:00,296.57788
2006-08-13 00:00:00+00:00,297.6877
2006-08-14 00:00:00+00:00,296.25827
2006-08-15 00:00:00+00:00,299.6616
2006-08-16 00:00:00+00:00,300.3478
2006-08-17 00:00:00+00:00,303.94217
2006-08-18 00:00:00+00:00,302.84793
2006-08-19 00:00:00+00:00,305.12595
2006-08-20 00:00:00+00:00,306.99564
2006-08-21 00:00:00+00:00,304.42242
2006-08-22 00:00:00+00:00,303.6785
2006-08-23 00:00:00+00:00,304.2342
2006-08-24 00:00:00+00:00,304.3605
2006-08-25 00:00:00+00:00,306.105
2006-08-26 00:00:00+00:00,307.67844
2006-08-27 00:00:00+00:00,307.54538
2006-08-28 00:00:00+00:00,306.28513
2006-08-29 00:00:00+00:00,308.7242
2006-08-30 00:00:00+00:00,303.3108
2006-08-31 00:00:00+00:00,305.24786
2006-09-01 00:00:00+00:00,302.26117
2006-09-02 00:00:00+00:00,304.5149
2006-09-03 00:00:00+00:00,305.85593
2006-09-04 00:00:00+00:00,307.7377
2006-09-05 00:00:00+00:00,307.7145
2006-09-06 00:00:00+00:00,307.18384
2006-09-07 00:00:00+00:00,301.90033
2006-09-08 00:00:00+00:00,310.18375
2006-09-09 00:00:00+00:00,308.97937
2006-09-10 00:00:00+00:00,310.85608
2006-09-11 00:00:00+00:00,302.3792
2006-09-12 00:00:00+00:00,304.65356
2006-09-13 00:00:00+00:00,307.26343
2006-09-14 00:00:00+00:00,305.30396
2006-09-15 00:00:00+00:00,308.79413
2006-09-16 00:00:00+00:00,308.2637
2006-09-17 00:00:00+00:00,302.83417
2006-09-18 00:00:00+00:00,302.07227
2006-09-19 00:00:00+00:00,303.32437
2006-09-20 00:00:00+00:00,306.16992
2006-09-21 00:00:00+00:00,300.86957
2006-09-22 00:00:00+00:00,296.22736
2006-09-23 00:00:00+00:00,296.23627
2006-09-24 00:00:00+00:00,300.49918
2006-09-25 00:00:00+00:00,303.75494
2006-09-26 00:00:00+00:00,302.41495
2006-09-27 00:00:00+00:00,301.23718
2006-09-28 00:00:00+00:00,298.33975
2006-09-29 00:00:00+00:00,296.64508
2006-09-30 00:00:00+00:00,298.96323
2006-10-01 00:00:00+00:00,294.8188
2006-10-02 00:00:00+00:00,293.30994
2006-10-03 00:00:00+00:00,296.26904
2006-10-04 00:00:00+00:00,297.67587
2006-10-05 00:00:00+00:00,292.75027
2006-10-06 00:00:00+00:00,292.44305
2006-10-07 00:00:00+00:00,293.16415
2006-10-08 00:00:00+00:00,297.0787
2006-10-09 00:00:00+00:00,296.31497
2006-10-10 00:00:00+00:00,298.9013
2006-10-11 00:00:00+00:00,296.63358
2006-10-12 00:00:00+00:00,300.32346
2006-10-13 00:00:00+00:00,302.0841
2006-10-14 00:00:00+00:00,302.1345
2006-10-15 00:00:00+00:00,300.88193
2006-10-16 00:00:00+00:00,299.13446
2006-10-17 00:00:00+00:00,294.9859
2006-10-18 00:00:00+00:00,292.5616
2006-10-19 00:00:00+00:00,297.4861
2006-10-20 00:00:00+00:00,301.01685
2006-10-21 00:00:00+00:00,300.84442
2006-10-22 00:00:00+00:00,295.54846
2006-10-23 00:00:00+00:00,293.81525
2006-10-24 00:00:00+00:00,291.93832
2006-10-25 00:00:00+00:00,291.6816
2006-10-26 00:00:00+00:00,297.09848
2006-10-27 00:00:00+00:00,293.1993
2006-10-28 00:00:00+00:00,294.98352
2006-10-29 00:00:00+00:00,295.2472
2006-10-30 00:00:00+00:00,293.2464
2006-10-31 00:00:00+00:00,292.49286
2006-11-01 00:00:00+00:00,290.9063
2006-11-02 00:00:00+00:00,290.9753
2006-11-03 00:00:00+00:00,294.23767
2006-11-04 00:00:00+00:00,291.75668
2006-11-05 00:00:00+00:00,295.0328
2006-11-06 00:00:00+00:00,295.95343
2006-11-07 00:00:00+00:00,294.7336
2006-11-08 00:00:00+00:00,288.92242
2006-11-09 00:00:00+00:00,290.88907
2006-11-10 00:00:00+00:00,290.59198
2006-11-11 00:00:00+00:00,293.21765
2006-11-12 00:00:00+00:00,290.66278
2006-11-13 00:00:00+00:00,292.64386
2006-11-14 00:00:00+00:00,294.76642
2006-11-15 00:00:00+00:00,292.538
2006-11-16 00:00:00+00:00,288.98868
2006-11-17 00:00:00+00:00,291.65555
2006-11-18 00:00:00+00:00,291.21054
2006-11-19 00:00:00+00:00,290.5232
2006-11-20 00:00:00+00:00,288.8571
2006-11-21 00:00:00+00:00,291.7733
2006-11-22 00:00:00+00:00,291.91217
2006-11-23 00:00:00+00:00,292.23083
2006-11-24 00:00:00+00:00,291.75488
2006-11-25 00:00:00+00:00,289.5974
2006-11-26 00:00:00+00:00,289.5393
2006-11-27 00:00:00+00:00,289.7358
2006-11-28 00:00:00+00:00,290.0507
2006-11-29 00:00:00+00:00,288.35837
2006-11-30 00:00:00+00:00,290.05792
2006-12-01 00:00:00+00:00,286.14316
2006-12-02 00:00:00+00:00,284.24344
2006-12-03 00:00:00+00:00,283.5847
2006-12-04 00:00:00+00:00,286.32742
2006-12-05 00:00:00+00:00,288.2346
2006-12-06 00:00:00+00:00,288.4511
2006-12-07 00:00:00+00:00,289.65952
2006-12-08 00:00:00+00:00,290.43506
2006-12-09 00:00:00+00:00,289.21484
2006-12-10 00:00:00+00:00,289.42407
2006-12-11 00:00:00+00:00,290.56775
2006-12-12 00:00:00+00:00,291.44055
2006-12-13 00:00:00+00:00,290.80014
2006-12-14 00:00:00+00:00,291.05133
2006-12-15 00:00:00+00:00,288.90298
2006-12-16 00:00:00+00:00,282.42792
2006-12-17 00:00:00+00:00,282.40698
2006-12-18 00:00:00+00:00,287.3671
2006-12-19 00:00:00+00:00,286.61487
2006-12-20 00:00:00+00:00,286.4779
2006-12-21 00:00:00+00:00,287.03772
2006-12-22 00:00:00+00:00,288.29153
2006-12-23 00:00:00+00:00,286.26788
2006-12-24 00:00:00+00:00,287.16373
2006-12-25 00:00:00+00:00,285.99
2006-12-26 00:00:00+00:00,286.2205
2006-12-27 00:00:00+00:00,285.37625
2006-12-28 00:00:00+00:00,284.25427
2006-12-29 00:00:00+00:00,283.42004
2006-12-30 00:00:00+00:00,283.84515
2006-12-31 00:00:00+00:00,284.2608
2007-01-01 00:00:00+00:00,286.76926
2007-01-02 00:00:00+00:00,288.25064
2007-01-03 00:00:00+00:00,289.1815
2007-01-04 00:00:00+00:00,287.28925
2007-01-05 00:00:00+00:00,287.66898
2007-01-06 00:00:00+00:00,283.27164
2007-01-07 00:00:00+00:00,279.12976
2007-01-08 00:00:00+00:00,281.5024
2007-01-09 00:00:00+00:00,280.96225
2007-01-10 00:00:00+00:00,281.68427
2007-01-11 00:00:00+00:00,281.64493
2007-01-12 00:00:00+00:00,283.62314
2007-01-13 00:00:00+00:00,284.70612
2007-01-14 00:00:00+00:00,284.31155
2007-01-15 00:00:00+00:00,284.28592
2007-01-16 00:00:00+00:00,284.3573
2007-01-17 00:00:00+00:00,287.52097
2007-01-18 00:00:00+00:00,288.73782
2007-01-19 00:00:00+00:00,288.1099
2007-01-20 00:00:00+00:00,288.32968
2007-01-21 00:00:00+00:00,286.11237
2007-01-22 00:00:00+00:00,284.27255
2007-01-23 00:00:00+00:00,286.87317
2007-01-24 00:00:00+00:00,288.76028
2007-01-25 00:00:00+00:00,289.39426
2007-01-26 00:00:00+00:00,288.946
2007-01-27 00:00:00+00:00,285.51105
2007-01-28 00:00:00+00:00,285.2725
2007-01-29 00:00:00+00:00,285.09665
2007-01-30 00:00:00+00:00,288.0096
2007-01-31 00:00:00+00:00,288.48593
2007-02-01 00:00:00+00:00,289.88968
2007-02-02 00:00:00+00:00,289.7588
2007-02-03 00:00:00+00:00,289.23822
2007-02-04 00:00:00+00:00,288.49182
2007-02-05 00:00:00+00:00,287.6075
2007-02-06 00:00:00+00:00,289.90588
2007-02-07 00:00:00+00:00,289.1891
2007-02-08 00:00:00+00:00,289.87268
2007-02-09 00:00:00+00:00,289.1852
2007-02-10 00:00:00+00:00,291.6283
2007-02-11 00:00:00+00:00,289.52145
2007-02-12 00:00:00+00:00,287.4371
2007-02-13 00:00:00+00:00,287.74115
2007-02-14 00:00:00+00:00,288.38733
2007-02-15 00:00:00+00:00,286.59012
2007-02-16 00:00:00+00:00,288.41595
2007-02-17 00:00:00+00:00,290.0201
2007-02-18 00:00:00+00:00,291.30887
2007-02-19 00:00:00+00:00,291.56564
2007-02-20 00:00:00+00:00,294.21628
2007-02-21 00:00:00+00:00,294.99393
2007-02-22 00:00:00+00:00,291.703
2007-02-23 00:00:00+00:00,288.5073
2007-02-24 00:00:00+00:00,284.09583
2007-02-25 00:00:00+00:00,287.65323
2007-02-26 00:00:00+00:00,287.92584
2007-02-27 00:00:00+00:00,294.24603
2007-02-28 00:00:00+00:00,298.03342
2007-03-01 00:00:00+00:00,295.82037
2007-03-02 00:00:00+00:00,295.50165
2007-03-03 00:00:00+00:00,293.75052
2007-03-04 00:00:00+00:00,292.6815
2007-03-05 00:00:00+00:00,290.33972
2007-03-06 00:00:00+00:00,290.48654
2007-03-07 00:00:00+00:00,288.1729
2007-03-08 00:00:00+00:00,289.6326
2007-03-09 00:00:00+00:00,291.68973
2007-03-10 00:00:00+00:00,291.5038
2007-03-11 00:00:00+00:00,287.85916
2007-03-12 00:00:00+00:00,291.3832
2007-03-13 00:00:00+00:00,293.07562
2007-03-14 00:00:00+00:00,291.45245
2007-03-15 00:00:00+00:00,292.79727
2007-03-16 00:00:00+00:00,289.86328
2007-03-17 00:00:00+00:00,291.09088
2007-03-18 00:00:00+00:00,291.9513
2007-03-19 00:00:00+00:00,291.79196
2007-03-20 00:00:00+00:00,291.7286
2007-03-21 00:00:00+00:00,291.57593
2007-03-22 00:00:00+00:00,288.31253
2007-03-23 00:00:00+00:00,289.43182
2007-03-24 00:00:00+00:00,292.64862
2007-03-25 00:00:00+00:00,292.16818
2007-03-26 00:00:00+00:00,295.90536
2007-03-27 00:00:00+00:00,296.5864
2007-03-28 00:00:00+00:00,299.2233
2007-03-29 00:00:00+00:00,296.8399
2007-03-30 00:00:00+00:00,296.34683
2007-03-31 00:00:00+00:00,293.7114
2007-04-01 00:00:00+00:00,299.18918
2007-04-02 00:00:00+00:00,301.58173
2007-04-03 00:00:00+00:00,301.10876
2007-04-04 00:00:00+00:00,303.23138
2007-04-05 00:00:00+00:00,302.83624
2007-04-06 00:00:00+00:00,301.08957
2007-04-07 00:00:00+00:00,297.30057
2007-04-08 00:00:00+00:00,297.2459
2007-04-09 00:00:00+00:00,296.40192
2007-04-10 00:00:00+00:00,296.35233
2007-04-11 00:00:00+00:00,295.40384
2007-04-12 00:00:00+00:00,290.4943
2007-04-13 00:00:00+00:00,294.68857
2007-04-14 00:00:00+00:00,294.34482
2007-04-15 00:00:00+00:00,289.43378
2007-04-16 00:00:00+00:00,289.29553
2007-04-17 00:00:00+00:00,292.06622
2007-04-18 00:00:00+00:00,294.96683
2007-04-19 00:00:00+00:00,295.2969
2007-04-20 00:00:00+00:00,294.08722
2007-04-21 00:00:00+00:00,296.438
2007-04-22 00:00:00+00:00,296.86172
2007-04-23 00:00:00+00:00,304.924
2007-04-24 00:00:00+00:00,306.09882
2007-04-25 00:00:00+00:00,306.67255
2007-04-26 00:00:00+00:00,307.65936
2007-04-27 00:00:00+00:00,306.33255
2007-04-28 00:00:00+00:00,296.7266
2007-04-29 00:00:00+00:00,297.79694
2007-04-30 00:00:00+00:00,296.7226
2007-05-01 00:00:00+00:00,291.90485
2007-05-02 00:00:00+00:00,293.2322
2007-05-03 00:00:00+00:00,294.73575
2007-05-04 00:00:00+00:00,293.64017
2007-05-05 00:00:00+00:00,294.8917
2007-05-06 00:00:00+00:00,296.49927
2007-05-07 00:00:00+00:00,301.69318
2007-05-08 00:00:00+00:00,301.3394
2007-05-09 00:00:00+00:00,301.35352
2007-05-10 00:00:00+00:00,297.53296
2007-05-11 00:00:00+00:00,300.81696
2007-05-12 00:00:00+00:00,302.96603
2007-05-13 00:00:00+00:00,302.00906
2007-05-14 00:00:00+00:00,296.81064
2007-05-15 00:00:00+00:00,296.05637
2007-05-16 00:00:00+00:00,297.22714
2007-05-17 00:00:00+00:00,300.89948
2007-05-18 00:00:00+00:00,303.11157
2007-05-19 00:00:00+00:00,299.19638
2007-05-20 00:00:00+00:00,299.22403
2007-05-21 00:00:00+00:00,304.99637
2007-05-22 00:00:00+00:00,307.7999
2007-05-23 00:00:00+00:00,309.06088
2007-05-24 00:00:00+00:00,309.27844
2007-05-25 00:00:00+00:00,305.91397
2007-05-26 00:00:00+00:00,303.22052
2007-05-27 00:00:00+00:00,302.7671
2007-05-28 00:00:00+00:00,305.44467
2007-05-29 00:00:00+00:00,307.70013
2007-05-30 00:00:00+00:00,304.93826
2007-05-31 00:00:00+00:00,309.33823
2007-06-01 00:00:00+00:00,313.48602
2007-06-02 00:00:00+00:00,315.39972
2007-06-03 00:00:00+00:00,312.57956
2007-06-04 00:00:00+00:00,309.91107
2007-06-05 00:00:00+00:00,312.20544
2007-06-06 00:00:00+00:00,310.4179
2007-06-07 00:00:00+00:00,299.39932
2007-06-08 00:00:00+00:00,297.69266
2007-06-09 00:00:00+00:00,302.04953
2007-06-10 00:00:00+00:00,301.83603
2007-06-11 00:00:00+00:00,302.54333
2007-06-12 00:00:00+00:00,301.1392
2007-06-13 00:00:00+00:00,299.9772
2007-06-14 00:00:00+00:00,302.60794
2007-06-15 00:00:00+00:00,302.86
2007-06-16 00:00:00+00:00,306.5674
2007-06-17 00:00:00+00:00,311.0197
2007-06-18 00:00:00+00:00,309.5572
2007-06-19 00:00:00+00:00,303.76367
2007-06-20 00:00:00+00:00,309.34775
2007-06-21 00:00:00+00:00,303.36493
2007-06-22 00:00:00+00:00,308.46796
2007-06-23 00:00:00+00:00,316.5703
2007-06-24 00:00:00+00:00,314.90143
2007-06-25 00:00:00+00:00,313.08356
