time,tasmin_day_MIROC5_rcp85
2006-05-26 00:00:00+00:00,282.0119
2006-05-27 00:00:00+00:00,282.73242
2006-05-28 00:00:00+00:00,280.1771
2006-05-29 00:00:00+00:00,281.0183
2006-05-30 00:00:00+00:00,279.7782
2006-05-31 00:00:00+00:00,277.122
2006-06-01 00:00:00+00:00,280.17593
2006-06-02 00:00:00+00:00,281.57925
2006-06-03 00:00:00+00:00,281.99615
2006-06-04 00:00:00+00:00,282.54694
2006-06-05 00:00:00+00:00,281.93433
2006-06-06 00:00:00+00:00,283.7951
2006-06-07 00:00:00+00:00,281.71597
2006-06-08 00:00:00+00:00,283.22974
2006-06-09 00:00:00+00:00,280.87878
2006-06-10 00:00:00+00:00,282.05518
2006-06-11 00:00:00+00:00,282.9038
2006-06-12 00:00:00+00:00,285.89636
2006-06-13 00:00:00+00:00,285.2396
2006-06-14 00:00:00+00:00,284.6052
2006-06-15 00:00:00+00:00,287.95822
2006-06-16 00:00:00+00:00,287.07468
2006-06-17 00:00:00+00:00,285.73355
2006-06-18 00:00:00+00:00,283.9248
2006-06-19 00:00:00+00:00,283.90723
2006-06-20 00:00:00+00:00,285.67984
2006-06-21 00:00:00+00:00,287.17368
2006-06-22 00:00:00+00:00,286.80365
2006-06-23 00:00:00+00:00,289.20575
2006-06-24 00:00:00+00:00,291.37033
2006-06-25 00:00:00+00:00,288.5985
2006-06-26 00:00:00+00:00,287.1586
2006-06-27 00:00:00+00:00,286.9815
2006-06-28 00:00:00+00:00,284.33005
2006-06-29 00:00:00+00:00,283.73032
2006-06-30 00:00:00+00:00,284.1148
2006-07-01 00:00:00+00:00,282.4816
2006-07-02 00:00:00+00:00,280.72968
2006-07-03 00:00:00+00:00,281.29416
2006-07-04 00:00:00+00:00,284.2736
2006-07-05 00:00:00+00:00,284.8803
2006-07-06 00:00:00+00:00,285.03812
2006-07-07 00:00:00+00:00,284.78546
2006-07-08 00:00:00+00:00,283.54346
2006-07-09 00:00:00+00:00,283.22327
2006-07-10 00:00:00+00:00,284.27213
2006-07-11 00:00:00+00:00,282.69415
2006-07-12 00:00:00+00:00,283.6714
2006-07-13 00:00:00+00:00,284.30316
2006-07-14 00:00:00+00:00,284.46234
2006-07-15 00:00:00+00:00,285.55487
2006-07-16 00:00:00+00:00,284.69037
2006-07-17 00:00:00+00:00,286.62122
2006-07-18 00:00:00+00:00,283.7868
2006-07-19 00:00:00+00:00,284.3213
2006-07-20 00:00:00+00:00,285.68515
2006-07-21 00:00:00+00:00,285.9414
2006-07-22 00:00:00+00:00,285.0048
2006-07-23 00:00:00+00:00,282.83963
2006-07-24 00:00:00+00:00,284.1931
2006-07-25 00:00:00+00:00,285.59064
2006-07-26 00:00:00+00:00,286.35614
2006-07-27 00:00:00+00:00,286.0475
2006-07-28 00:00:00+00:00,287.9304
2006-07-29 00:00:00+00:00,286.10007
2006-07-30 00:00:00+00:00,284.19525
2006-07-31 00:00:00+00:00,285.47296
2006-08-01 00:00:00+00:00,283.1921
2006-08-02 00:00:00+00:00,283.03574
2006-08-03 00:00:00+00:00,285.2382
2006-08-04 00:00:00+00:00,285.1788
2006-08-05 00:00:00+00:00,284.91797
2006-08-06 00:00:00+00:00,284.57254
2006-08-07 00:00:00+00:00,285.55066
2006-08-08 00:00:00+00:00,285.7944
2006-08-09 00:00:00+00:00,282.95258
2006-08-10 00:00:00+00:00,282.3935
2006-08-11 00:00:00+00:00,284.44186
2006-08-12 00:00:00+00:00,285.875
2006-08-13 00:00:00+00:00,285.6983
2006-08-14 00:00:00+00:00,284.2093
2006-08-15 00:00:00+00:00,285.31015
2006-08-16 00:00:00+00:00,285.04437
2006-08-17 00:00:00+00:00,286.15192
2006-08-18 00:00:00+00:00,285.40085
2006-08-19 00:00:00+00:00,284.63974
2006-08-20 00:00:00+00:00,282.65628
2006-08-21 00:00:00+00:00,283.4831
2006-08-22 00:00:00+00:00,283.9261
2006-08-23 00:00:00+00:00,284.4103
2006-08-24 00:00:00+00:00,284.6729
2006-08-25 00:00:00+00:00,284.46088
2006-08-26 00:00:00+00:00,284.8378
2006-08-27 00:00:00+00:00,286.4336
2006-08-28 00:00:00+00:00,285.8274
2006-08-29 00:00:00+00:00,284.76852
2006-08-30 00:00:00+00:00,284.63443
2006-08-31 00:00:00+00:00,284.80713
2006-09-01 00:00:00+00:00,284.25748
2006-09-02 00:00:00+00:00,285.06808
2006-09-03 00:00:00+00:00,284.73022
2006-09-04 00:00:00+00:00,283.2028
2006-09-05 00:00:00+00:00,284.1122
2006-09-06 00:00:00+00:00,284.7959
2006-09-07 00:00:00+00:00,286.17902
2006-09-08 00:00:00+00:00,284.45752
2006-09-09 00:00:00+00:00,285.28845
2006-09-10 00:00:00+00:00,287.5247
2006-09-11 00:00:00+00:00,285.09845
2006-09-12 00:00:00+00:00,285.95395
2006-09-13 00:00:00+00:00,284.79727
2006-09-14 00:00:00+00:00,285.59467
2006-09-15 00:00:00+00:00,283.20557
2006-09-16 00:00:00+00:00,284.5471
2006-09-17 00:00:00+00:00,283.2206
2006-09-18 00:00:00+00:00,283.8626
2006-09-19 00:00:00+00:00,284.1913
2006-09-20 00:00:00+00:00,283.72983
2006-09-21 00:00:00+00:00,284.40863
2006-09-22 00:00:00+00:00,284.03506
2006-09-23 00:00:00+00:00,285.52927
2006-09-24 00:00:00+00:00,283.14053
2006-09-25 00:00:00+00:00,282.1759
2006-09-26 00:00:00+00:00,282.713
2006-09-27 00:00:00+00:00,282.76285
2006-09-28 00:00:00+00:00,279.57343
2006-09-29 00:00:00+00:00,282.82504
2006-09-30 00:00:00+00:00,284.33142
2006-10-01 00:00:00+00:00,282.02487
2006-10-02 00:00:00+00:00,281.28436
2006-10-03 00:00:00+00:00,281.86484
2006-10-04 00:00:00+00:00,281.32596
2006-10-05 00:00:00+00:00,280.67868
2006-10-06 00:00:00+00:00,282.10406
2006-10-07 00:00:00+00:00,280.73193
2006-10-08 00:00:00+00:00,280.3694
2006-10-09 00:00:00+00:00,281.6557
2006-10-10 00:00:00+00:00,279.3183
2006-10-11 00:00:00+00:00,281.2102
2006-10-12 00:00:00+00:00,281.83008
2006-10-13 00:00:00+00:00,280.4316
2006-10-14 00:00:00+00:00,281.5511
2006-10-15 00:00:00+00:00,281.1077
2006-10-16 00:00:00+00:00,281.67688
2006-10-17 00:00:00+00:00,280.77817
2006-10-18 00:00:00+00:00,280.59897
2006-10-19 00:00:00+00:00,282.2223
2006-10-20 00:00:00+00:00,282.78693
2006-10-21 00:00:00+00:00,283.13025
2006-10-22 00:00:00+00:00,281.77844
2006-10-23 00:00:00+00:00,281.55466
2006-10-24 00:00:00+00:00,283.01086
2006-10-25 00:00:00+00:00,279.0354
2006-10-26 00:00:00+00:00,283.8802
2006-10-27 00:00:00+00:00,283.50476
2006-10-28 00:00:00+00:00,282.6697
2006-10-29 00:00:00+00:00,282.0003
2006-10-30 00:00:00+00:00,280.68524
2006-10-31 00:00:00+00:00,278.31888
2006-11-01 00:00:00+00:00,276.99106
2006-11-02 00:00:00+00:00,277.0893
2006-11-03 00:00:00+00:00,276.4288
2006-11-04 00:00:00+00:00,278.41034
2006-11-05 00:00:00+00:00,276.49454
2006-11-06 00:00:00+00:00,280.7916
2006-11-07 00:00:00+00:00,276.51883
2006-11-08 00:00:00+00:00,275.88342
2006-11-09 00:00:00+00:00,275.4814
2006-11-10 00:00:00+00:00,276.6343
2006-11-11 00:00:00+00:00,277.50748
2006-11-12 00:00:00+00:00,282.84058
2006-11-13 00:00:00+00:00,279.53543
2006-11-14 00:00:00+00:00,279.4829
2006-11-15 00:00:00+00:00,278.7461
2006-11-16 00:00:00+00:00,278.3718
2006-11-17 00:00:00+00:00,278.64716
2006-11-18 00:00:00+00:00,281.8404
2006-11-19 00:00:00+00:00,278.85852
2006-11-20 00:00:00+00:00,279.90317
2006-11-21 00:00:00+00:00,280.28152
2006-11-22 00:00:00+00:00,278.5623
2006-11-23 00:00:00+00:00,274.48758
2006-11-24 00:00:00+00:00,276.24268
2006-11-25 00:00:00+00:00,279.46866
2006-11-26 00:00:00+00:00,275.80548
2006-11-27 00:00:00+00:00,279.17386
2006-11-28 00:00:00+00:00,278.77628
2006-11-29 00:00:00+00:00,279.2291
2006-11-30 00:00:00+00:00,280.57443
2006-12-01 00:00:00+00:00,280.78857
2006-12-02 00:00:00+00:00,277.44946
2006-12-03 00:00:00+00:00,277.08694
2006-12-04 00:00:00+00:00,275.78488
2006-12-05 00:00:00+00:00,280.96472
2006-12-06 00:00:00+00:00,276.76532
2006-12-07 00:00:00+00:00,277.4241
2006-12-08 00:00:00+00:00,275.35797
2006-12-09 00:00:00+00:00,275.21594
2006-12-10 00:00:00+00:00,278.1706
2006-12-11 00:00:00+00:00,279.46802
2006-12-12 00:00:00+00:00,283.39438
2006-12-13 00:00:00+00:00,279.50293
2006-12-14 00:00:00+00:00,274.39804
2006-12-15 00:00:00+00:00,273.57095
2006-12-16 00:00:00+00:00,278.04416
2006-12-17 00:00:00+00:00,278.05066
2006-12-18 00:00:00+00:00,275.35593
2006-12-19 00:00:00+00:00,275.4813
2006-12-20 00:00:00+00:00,275.08902
2006-12-21 00:00:00+00:00,276.06268
2006-12-22 00:00:00+00:00,276.38858
2006-12-23 00:00:00+00:00,276.27908
2006-12-24 00:00:00+00:00,278.73837
2006-12-25 00:00:00+00:00,278.43488
2006-12-26 00:00:00+00:00,279.0315
2006-12-27 00:00:00+00:00,280.38828
2006-12-28 00:00:00+00:00,281.99484
2006-12-29 00:00:00+00:00,281.759
2006-12-30 00:00:00+00:00,278.68472
2006-12-31 00:00:00+00:00,277.6964
2007-01-01 00:00:00+00:00,278.01382
2007-01-02 00:00:00+00:00,280.5142
2007-01-03 00:00:00+00:00,278.90402
2007-01-04 00:00:00+00:00,277.61234
2007-01-05 00:00:00+00:00,277.64713
2007-01-06 00:00:00+00:00,275.26395
2007-01-07 00:00:00+00:00,274.32312
2007-01-08 00:00:00+00:00,277.96487
2007-01-09 00:00:00+00:00,273.6969
2007-01-10 00:00:00+00:00,275.11002
2007-01-11 00:00:00+00:00,277.70645
2007-01-12 00:00:00+00:00,275.1321
2007-01-13 00:00:00+00:00,274.35522
2007-01-14 00:00:00+00:00,272.69904
2007-01-15 00:00:00+00:00,275.5237
2007-01-16 00:00:00+00:00,275.1768
2007-01-17 00:00:00+00:00,274.85703
2007-01-18 00:00:00+00:00,275.1466
2007-01-19 00:00:00+00:00,275.3347
2007-01-20 00:00:00+00:00,278.1646
2007-01-21 00:00:00+00:00,276.6374
2007-01-22 00:00:00+00:00,277.50815
2007-01-23 00:00:00+00:00,281.52136
2007-01-24 00:00:00+00:00,278.6818
2007-01-25 00:00:00+00:00,277.7454
2007-01-26 00:00:00+00:00,280.10397
2007-01-27 00:00:00+00:00,279.0477
2007-01-28 00:00:00+00:00,272.4216
2007-01-29 00:00:00+00:00,274.37927
2007-01-30 00:00:00+00:00,275.00894
2007-01-31 00:00:00+00:00,280.44327
2007-02-01 00:00:00+00:00,279.01477
2007-02-02 00:00:00+00:00,277.32446
2007-02-03 00:00:00+00:00,277.56018
2007-02-04 00:00:00+00:00,277.28998
2007-02-05 00:00:00+00:00,277.4439
2007-02-06 00:00:00+00:00,278.1253
2007-02-07 00:00:00+00:00,276.59467
2007-02-08 00:00:00+00:00,275.21756
2007-02-09 00:00:00+00:00,275.60626
2007-02-10 00:00:00+00:00,274.21173
2007-02-11 00:00:00+00:00,272.4232
2007-02-12 00:00:00+00:00,275.6052
2007-02-13 00:00:00+00:00,283.77753
2007-02-14 00:00:00+00:00,283.54434
2007-02-15 00:00:00+00:00,285.7882
2007-02-16 00:00:00+00:00,282.85385
2007-02-17 00:00:00+00:00,279.40283
2007-02-18 00:00:00+00:00,279.37613
2007-02-19 00:00:00+00:00,278.78345
2007-02-20 00:00:00+00:00,272.82983
2007-02-21 00:00:00+00:00,276.05228
2007-02-22 00:00:00+00:00,276.83673
2007-02-23 00:00:00+00:00,281.24533
2007-02-24 00:00:00+00:00,276.57657
2007-02-25 00:00:00+00:00,276.40732
2007-02-26 00:00:00+00:00,274.21756
2007-02-27 00:00:00+00:00,274.46808
2007-02-28 00:00:00+00:00,274.7413
2007-03-01 00:00:00+00:00,274.2479
2007-03-02 00:00:00+00:00,275.29242
2007-03-03 00:00:00+00:00,270.2265
2007-03-04 00:00:00+00:00,271.09152
2007-03-05 00:00:00+00:00,271.79697
2007-03-06 00:00:00+00:00,274.82605
2007-03-07 00:00:00+00:00,276.1639
2007-03-08 00:00:00+00:00,281.70633
2007-03-09 00:00:00+00:00,282.30286
2007-03-10 00:00:00+00:00,282.37042
2007-03-11 00:00:00+00:00,280.14346
2007-03-12 00:00:00+00:00,273.59534
2007-03-13 00:00:00+00:00,274.20505
2007-03-14 00:00:00+00:00,276.24286
2007-03-15 00:00:00+00:00,277.16367
2007-03-16 00:00:00+00:00,279.60483
2007-03-17 00:00:00+00:00,280.73944
2007-03-18 00:00:00+00:00,281.7308
2007-03-19 00:00:00+00:00,273.56143
2007-03-20 00:00:00+00:00,272.53766
2007-03-21 00:00:00+00:00,273.99658
2007-03-22 00:00:00+00:00,274.15903
2007-03-23 00:00:00+00:00,275.6875
2007-03-24 00:00:00+00:00,279.45544
2007-03-25 00:00:00+00:00,278.9616
2007-03-26 00:00:00+00:00,279.3166
2007-03-27 00:00:00+00:00,280.30908
2007-03-28 00:00:00+00:00,281.44202
2007-03-29 00:00:00+00:00,283.68616
2007-03-30 00:00:00+00:00,285.3591
2007-03-31 00:00:00+00:00,278.95663
2007-04-01 00:00:00+00:00,278.41306
2007-04-02 00:00:00+00:00,281.1263
2007-04-03 00:00:00+00:00,282.30276
2007-04-04 00:00:00+00:00,276.97403
2007-04-05 00:00:00+00:00,276.74338
2007-04-06 00:00:00+00:00,281.77246
2007-04-07 00:00:00+00:00,281.47113
2007-04-08 00:00:00+00:00,278.9343
2007-04-09 00:00:00+00:00,279.4979
2007-04-10 00:00:00+00:00,277.73145
2007-04-11 00:00:00+00:00,280.75238
2007-04-12 00:00:00+00:00,282.8046
2007-04-13 00:00:00+00:00,282.37433
2007-04-14 00:00:00+00:00,280.88873
2007-04-15 00:00:00+00:00,281.1711
2007-04-16 00:00:00+00:00,280.81906
2007-04-17 00:00:00+00:00,280.49857
2007-04-18 00:00:00+00:00,280.10562
2007-04-19 00:00:00+00:00,280.831
2007-04-20 00:00:00+00:00,281.133
2007-04-21 00:00:00+00:00,281.6286
2007-04-22 00:00:00+00:00,278.6428
2007-04-23 00:00:00+00:00,278.90182
2007-04-24 00:00:00+00:00,280.33658
2007-04-25 00:00:00+00:00,278.92935
2007-04-26 00:00:00+00:00,279.11023
2007-04-27 00:00:00+00:00,279.11325
2007-04-28 00:00:00+00:00,279.98904
2007-04-29 00:00:00+00:00,278.9941
2007-04-30 00:00:00+00:00,280.74802
2007-05-01 00:00:00+00:00,280.1813
2007-05-02 00:00:00+00:00,279.58017
2007-05-03 00:00:00+00:00,281.2349
2007-05-04 00:00:00+00:00,279.2974
2007-05-05 00:00:00+00:00,281.37308
2007-05-06 00:00:00+00:00,281.98685
2007-05-07 00:00:00+00:00,282.00647
2007-05-08 00:00:00+00:00,281.26334
2007-05-09 00:00:00+00:00,279.85855
2007-05-10 00:00:00+00:00,280.2171
2007-05-11 00:00:00+00:00,279.4999
2007-05-12 00:00:00+00:00,281.53815
2007-05-13 00:00:00+00:00,280.27444
2007-05-14 00:00:00+00:00,283.18375
2007-05-15 00:00:00+00:00,285.40085
2007-05-16 00:00:00+00:00,281.1704
2007-05-17 00:00:00+00:00,279.17307
2007-05-18 00:00:00+00:00,280.92148
2007-05-19 00:00:00+00:00,281.39035
2007-05-20 00:00:00+00:00,281.34634
2007-05-21 00:00:00+00:00,280.8435
2007-05-22 00:00:00+00:00,285.51605
2007-05-23 00:00:00+00:00,289.19345
2007-05-24 00:00:00+00:00,286.6844
2007-05-25 00:00:00+00:00,287.34763
2007-05-26 00:00:00+00:00,287.54318
2007-05-27 00:00:00+00:00,285.0392
2007-05-28 00:00:00+00:00,284.55328
2007-05-29 00:00:00+00:00,285.31177
2007-05-30 00:00:00+00:00,285.2501
2007-05-31 00:00:00+00:00,288.47888
2007-06-01 00:00:00+00:00,285.10022
2007-06-02 00:00:00+00:00,286.0663
2007-06-03 00:00:00+00:00,286.24597
2007-06-04 00:00:00+00:00,287.27643
2007-06-05 00:00:00+00:00,285.70865
2007-06-06 00:00:00+00:00,286.0357
2007-06-07 00:00:00+00:00,286.08978
2007-06-08 00:00:00+00:00,284.9843
2007-06-09 00:00:00+00:00,282.3897
2007-06-10 00:00:00+00:00,281.96075
2007-06-11 00:00:00+00:00,283.18915
2007-06-12 00:00:00+00:00,283.71225
2007-06-13 00:00:00+00:00,284.60022
2007-06-14 00:00:00+00:00,282.7202
2007-06-15 00:00:00+00:00,283.41785
2007-06-16 00:00:00+00:00,285.44684
2007-06-17 00:00:00+00:00,286.1313
2007-06-18 00:00:00+00:00,283.46982
2007-06-19 00:00:00+00:00,284.3078
2007-06-20 00:00:00+00:00,283.75595
2007-06-21 00:00:00+00:00,286.13583
2007-06-22 00:00:00+00:00,286.10294
2007-06-23 00:00:00+00:00,286.51035
2007-06-24 00:00:00+00:00,285.68716
2007-06-25 00:00:00+00:00,285.46527
2007-06-26 00:00:00+00:00,285.6729
2007-06-27 00:00:00+00:00,282.51657
2007-06-28 00:00:00+00:00,288.21628
2007-06-29 00:00:00+00:00,287.41516
2007-06-30 00:00:00+00:00,284.57993
2007-07-01 00:00:00+00:00,285.39423
2007-07-02 00:00:00+00:00,285.90485
2007-07-03 00:00:00+00:00,283.10202
2007-07-04 00:00:00+00:00,283.99084
2007-07-05 00:00:00+00:00,285.4363
2007-07-06 00:00:00+00:00,284.45114
2007-07-07 00:00:00+00:00,285.01315
2007-07-08 00:00:00+00:00,284.96213
2007-07-09 00:00:00+00:00,284.9342
2007-07-10 00:00:00+00:00,283.86877
2007-07-11 00:00:00+00:00,281.93216
2007-07-12 00:00:00+00:00,283.70755
2007-07-13 00:00:00+00:00,292.3984
2007-07-14 00:00:00+00:00,288.81067
2007-07-15 00:00:00+00:00,285.17752
2007-07-16 00:00:00+00:00,285.45587
2007-07-17 00:00:00+00:00,285.13
2007-07-18 00:00:00+00:00,283.09885
2007-07-19 00:00:00+00:00,284.4999
2007-07-20 00:00:00+00:00,284.7996
2007-07-21 00:00:00+00:00,284.41736
2007-07-22 00:00:00+00:00,285.5942
2007-07-23 00:00:00+00:00,284.45016
2007-07-24 00:00:00+00:00,284.6575
2007-07-25 00:00:00+00:00,284.85367
2007-07-26 00:00:00+00:00,283.81448
2007-07-27 00:00:00+00:00,283.3853
2007-07-28 00:00:00+00:00,285.11176
2007-07-29 00:00:00+00:00,284.38443
2007-07-30 00:00:00+00:00,283.59238
2007-07-31 00:00:00+00:00,282.99753
2007-08-01 00:00:00+00:00,287.12793
2007-08-02 00:00:00+00:00,287.90067
2007-08-03 00:00:00+00:00,287.95932
2007-08-04 00:00:00+00:00,285.28912
2007-08-05 00:00:00+00:00,286.0949
2007-08-06 00:00:00+00:00,285.19977
2007-08-07 00:00:00+00:00,283.10748
2007-08-08 00:00:00+00:00,284.31647
2007-08-09 00:00:00+00:00,283.23474
2007-08-10 00:00:00+00:00,282.9505
2007-08-11 00:00:00+00:00,282.87225
2007-08-12 00:00:00+00:00,282.68335
2007-08-13 00:00:00+00:00,283.15817
2007-08-14 00:00:00+00:00,284.1707
2007-08-15 00:00:00+00:00,284.0576
2007-08-16 00:00:00+00:00,283.85687
2007-08-17 00:00:00+00:00,282.58032
2007-08-18 00:00:00+00:00,283.4121
2007-08-19 00:00:00+00:00,282.73734
2007-08-20 00:00:00+00:00,282.12482
2007-08-21 00:00:00+00:00,284.07388
2007-08-22 00:00:00+00:00,284.21
2007-08-23 00:00:00+00:00,283.90677
2007-08-24 00:00:00+00:00,283.42307
2007-08-25 00:00:00+00:00,284.1683
2007-08-26 00:00:00+00:00,283.51804
2007-08-27 00:00:00+00:00,283.52032
2007-08-28 00:00:00+00:00,281.1378
2007-08-29 00:00:00+00:00,282.85037
2007-08-30 00:00:00+00:00,286.34525
2007-08-31 00:00:00+00:00,286.4287
2007-09-01 00:00:00+00:00,283.47305
2007-09-02 00:00:00+00:00,282.43735
2007-09-03 00:00:00+00:00,283.9738
2007-09-04 00:00:00+00:00,283.37485
2007-09-05 00:00:00+00:00,285.0931
2007-09-06 00:00:00+00:00,283.1162
2007-09-07 00:00:00+00:00,282.9293
2007-09-08 00:00:00+00:00,281.77924
2007-09-09 00:00:00+00:00,284.03537
2007-09-10 00:00:00+00:00,281.31378
2007-09-11 00:00:00+00:00,282.31647
2007-09-12 00:00:00+00:00,285.40848
2007-09-13 00:00:00+00:00,284.77252
2007-09-14 00:00:00+00:00,282.56314
2007-09-15 00:00:00+00:00,284.66016
2007-09-16 00:00:00+00:00,283.21933
2007-09-17 00:00:00+00:00,279.8205
2007-09-18 00:00:00+00:00,282.16544
2007-09-19 00:00:00+00:00,281.9704
2007-09-20 00:00:00+00:00,284.2992
2007-09-21 00:00:00+00:00,286.37885
2007-09-22 00:00:00+00:00,285.68353
2007-09-23 00:00:00+00:00,282.61923
2007-09-24 00:00:00+00:00,282.88742
2007-09-25 00:00:00+00:00,281.21982
2007-09-26 00:00:00+00:00,281.86984
2007-09-27 00:00:00+00:00,280.39484
