date,pr_day_CanESM2_historical_ap,pr_day_CanESM2_historical_sr,pr_day_CNRM-CM5_historical_ap,pr_day_CNRM-CM5_historical_sr,pr_day_HadGEM2-ES_historical_ap,pr_day_HadGEM2-ES_historical_sr,pr_day_MIROC5_historical_ap,pr_day_MIROC5_historical_sr
1950-01-01,1.3970125503924335,1.489977122126965,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-02,1.1370547462790812,1.199996752662331,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-03,0.4960543040117044,0.3859856440178705,0.0,0.0,0.0,0.0,0.009995323415029206,0.0
1950-01-04,1.1830233872186384,0.5640559020269091,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-05,0.31996907820443204,0.37607750122459466,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-07,0.0,0.0,0.0,0.0,0.023974404079276132,0.018974821335181854,0.0,0.0
1950-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-09,0.030999853442764583,0.04698894974018164,0.07998699568669133,0.049957384581052616,0.1299928986392082,0.2299828102416198,0.0,0.0
1950-01-10,0.0,0.02099869053429918,0.13711863936586724,0.20407416254181138,0.03599867634535656,0.04897795222502915,0.0,0.0
1950-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-12,0.0,0.0,0.0,0.0,0.15798801442065857,0.12399900399612632,0.0,0.0
1950-01-13,0.0,0.0,0.0,0.0,0.6770481862387729,0.6699817687145,0.0,0.0
1950-01-14,0.019979071677029333,0.009999122958963061,0.18997826706548607,0.18897180848608922,0.033996713259226416,0.012996556715740619,0.0,0.0
1950-01-15,0.012993531834581469,0.014997659704790597,0.09498949364038631,0.03197496208905967,0.0,0.0,0.0,0.0
1950-01-16,0.0,0.0,0.1869856823609592,0.19295745779652917,0.011997907626447677,0.0,0.0,0.0
1950-01-17,0.0,0.0,0.0,0.0,0.6189806582084567,0.6499277460575483,0.11014812789606877,0.19609540064829273
1950-01-18,0.0,0.0,0.0,0.0,0.45306967038396206,0.4279612529510083,0.08999799836080899,0.0769719451468374
1950-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.019971268875011956,0.010995503399636428
1950-01-20,0.0,0.0,0.030999409287931476,0.0,0.0,0.0,0.009987379694250554,0.009984842393359727
1950-01-21,0.0,0.0,0.8450221571860974,0.9899999251952557,0.0,0.0,0.0099956386112083,0.04717242771777021
1950-01-22,0.0,0.0,1.2051009867388904,0.9699821816596491,0.0,0.0,0.0,0.0
1950-01-23,0.0,0.0,1.9900624704812584,1.2900295567225748,0.0,0.0,0.0,0.0
1950-01-24,0.0,0.0,0.999995937701407,1.169981633342208,0.0,0.0,0.0,0.0
1950-01-25,0.0,0.0,0.45991943354339065,0.4999611903586068,0.0,0.0,0.0,0.0
1950-01-26,0.0,0.0,0.5380642895943242,0.7399784850108401,0.0,0.0,0.0,0.0
1950-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-01-28,0.0,0.0,0.032965398381697875,0.049978700531027834,0.0,0.0,0.009998267475535345,0.0
1950-01-29,0.0,0.0,0.009997380180125626,0.0,0.0,0.0,0.20996274418890962,0.20999654349505031
1950-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2899982613354237,1.3099889095810475
1950-01-31,0.0,0.0,0.0,0.0,0.0,0.0,3.061064927427268,2.7399895648092167
1950-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.8370026614521628,1.2410051067936587
1950-02-02,0.0,0.0,0.6380119163534672,0.8099896246085855,0.0,0.0,1.4299812578426896,1.1479989074784136
1950-02-03,0.0,0.0,0.2799985579122759,0.15097904048431662,0.0,0.0,0.980125831903058,1.1650436513723044
1950-02-04,0.0,0.0,0.010991006365518478,0.0,0.0,0.0,0.7929656863134142,0.5699908918368926
1950-02-05,0.0,0.0,0.0,0.0,0.5999475393479667,0.6900364266264223,1.701015484919138,1.5930241463123098
1950-02-06,0.0,0.0,0.12999168736937575,0.08397788066637173,0.020991845894205708,0.05998483585509888,0.5899749336689147,0.57998203254431
1950-02-07,0.0,0.0,0.20998696248809257,0.03999942551919667,0.0,0.0,0.0,0.0
1950-02-08,0.0,0.0,1.4750420906502832,1.44602778414223,0.0,0.0,0.341084425937159,0.4770619252300291
1950-02-09,0.0,0.0,2.030009181445666,1.497018969766784,0.0,0.0,0.5699952522763163,0.39099388009009867
1950-02-10,0.0,0.0,0.0,0.0,0.00998996128983223,0.0,1.6040109700252996,1.4799936163036156
1950-02-11,0.0,0.0,0.0,0.0,0.017994860474821395,0.0,2.6200004144179667,2.4090418844925314
1950-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.15999756477697108,0.30999088154957666
1950-02-13,0.0,0.0,0.6499993615791094,0.22599650710676836,0.0,0.0,0.0,0.0
1950-02-14,0.0,0.0,1.8400688819543953,1.2199973401522675,0.0,0.0,0.0,0.0
1950-02-15,0.1499996382751368,0.12999356079729463,0.1299818024787931,0.23998756482933775,0.0,0.0,0.018993698161665986,0.014999913899506376
1950-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-02-17,0.03299819578726716,0.04498046028202339,0.747039195755488,0.48804470464537275,0.09099807774434912,0.027994791500388184,0.0,0.0
