parnme,partrans,parval1,pargp,comments
lak_cond_1,none,1.0,lak_cd,#
lak_cond_2,none,1.0,lak_cd,#
sfr_k_1,none,6.2416192,sfr_ks,#
sfr_k_2,none,4.3073936,sfr_ks,#
sfr_k_3,none,5.0,sfr_ks,#
sfr_k_4,none,5.1663705,sfr_ks,#
sfr_k_5,none,6.1138766,sfr_ks,#
sfr_k_6,none,6.888303,sfr_ks,#
sfr_k_7,none,5.0,sfr_ks,#
sfr_k_8,none,5.0,sfr_ks,#
sfr_k_9,none,5.1024557,sfr_ks,#
sfr_k_10,none,4.8430425,sfr_ks,#
sfr_k_11,none,4.9999998,sfr_ks,#
sfr_k_12,none,36.930624,sfr_ks,#
sfr_k_13,none,5.0,sfr_ks,#
sfr_k_14,none,4.9910897,sfr_ks,#
sfr_k_15,none,4.9903173,sfr_ks,#
sfr_k_16,none,4.549502,sfr_ks,#
sfr_k_17,none,5.9100598,sfr_ks,#
sfr_k_18,none,4.5928815,sfr_ks,#
sfr_k_19,none,5.0,sfr_ks,#
sfr_k_20,none,5.0,sfr_ks,#
sfr_k_21,none,5.1148823,sfr_ks,#
sfr_k_22,none,5.0699796,sfr_ks,#
vks_1_1,none,0.00021380868,uzf_vks,#
vks_1_10,none,0.00023137687,uzf_vks,#
vks_1_11,none,0.00025535661,uzf_vks,#
vks_1_12,none,0.00019596507,uzf_vks,#
vks_1_13,none,0.0002179615,uzf_vks,#
vks_1_14,none,0.00025107715,uzf_vks,#
vks_1_15,none,0.00025512806,uzf_vks,#
vks_1_16,none,0.00052207887,uzf_vks,#
vks_1_17,none,0.00015175122,uzf_vks,#
vks_1_18,none,0.00025874093,uzf_vks,#
vks_1_19,none,0.000251189,uzf_vks,#
vks_1_2,none,0.00033759069,uzf_vks,#
vks_1_21,none,0.00025111562,uzf_vks,#
vks_1_3,none,0.00025687644,uzf_vks,#
vks_1_4,none,0.00020455783,uzf_vks,#
vks_1_5,none,0.00037540838,uzf_vks,#
vks_1_6,none,0.00026420448,uzf_vks,#
vks_1_8,none,0.000251189,uzf_vks,#
vks_1_9,none,0.00023574405,uzf_vks,#
vks_2_1,none,0.0004778505,uzf_vks,#
vks_2_10,none,0.00024326665,uzf_vks,#
vks_2_11,none,0.00024225683,uzf_vks,#
vks_2_12,none,0.00027654086,uzf_vks,#
vks_2_14,none,0.00015811175,uzf_vks,#
vks_2_15,none,0.00015854371,uzf_vks,#
vks_2_16,none,0.00034259071,uzf_vks,#
