obsnme,simval,obsval,weight,obgnme,comments
HO_0,72.2142028809,60.7131004333,1.0,HEADS,#
HO_1,288.03918457,321.51519775400004,1.0,HEADS,#
HO_2,89.36200714110001,92.14749908450001,1.0,HEADS,#
HO_3,41.2881088257,43.8522987366,1.0,HEADS,#
HO_4,1.23157727718,1.17550003529,1.0,HEADS,#
HO_5,2.46100091934,2.3805000782,1.0,HEADS,#
HO_6,57.4391860962,60.0546989441,1.0,HEADS,#
HO_7,162.321029663,190.309295654,1.0,HEADS,#
HO_8,50.7331504822,42.330600738499996,1.0,HEADS,#
HO_9,44.951534271199996,52.0217018127,1.0,HEADS,#
HO_10,52.5571670532,48.610500335699996,1.0,HEADS,#
HO_11,45.2885894775,51.3138008118,1.0,HEADS,#
HO_12,26.1972312927,26.0044002533,1.0,HEADS,#
HO_13,19.060043335,15.5081996918,1.0,HEADS,#
HO_14,357.855407715,380.53979492199994,1.0,HEADS,#
HO_15,20.76912117,14.0573997498,1.0,HEADS,#
HO_16,57.402961731000005,60.5152015686,1.0,HEADS,#
HO_17,6.24583625793,6.1166000366199995,1.0,HEADS,#
HO_18,42.7865104675,38.3134002686,1.0,HEADS,#
HO_19,43.3363952637,38.8009986877,1.0,HEADS,#
HO_20,20.076408386199997,17.3945999146,1.0,HEADS,#
HO_21,28.8615760803,27.7947006226,1.0,HEADS,#
HO_22,23.8856010437,18.7147006989,1.0,HEADS,#
HO_23,19.7371406555,5.3654999732999995,1.0,HEADS,#
HO_24,19.8603305817,12.701899528499998,1.0,HEADS,#
HO_25,20.3796730042,12.933799743699998,1.0,HEADS,#
HO_26,20.4044532776,12.055999755899999,1.0,HEADS,#
HO_27,21.5601158142,16.8985004425,1.0,HEADS,#
HO_28,21.1446971893,17.4908008575,1.0,HEADS,#
HO_29,20.0253562927,17.8964004517,1.0,HEADS,#
HO_30,25.395235061599998,20.4466991425,1.0,HEADS,#
HO_31,45.2114105225,38.5256004333,1.0,HEADS,#
HO_32,42.3892593384,12.826000213599999,1.0,HEADS,#
HO_33,42.156841278099996,35.315700531,1.0,HEADS,#
HO_34,43.6414756775,44.568099975600006,1.0,HEADS,#
