index,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2,FID0
525,526,1,0,69,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,41
526,527,1,0,50,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,42
527,528,1,0,37,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,43
528,529,1,0,21,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,44
529,530,1,0,43,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,45
531,532,1,0,35,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,46
533,534,1,0,19,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,47
534,535,1,0,17,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,48
535,536,1,0,39,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,49
536,537,1,0,42,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50
537,538,1,0,31,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,51
538,539,1,0,34,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,52
539,540,1,0,25,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,53
540,541,1,0,16,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,54
541,542,1,0,13,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,55
543,544,1,0,8,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,56
544,545,1,0,5,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,57
545,546,1,0,7,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,58
546,547,1,0,28,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,59
547,548,1,0,107,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,60
548,549,1,0,57,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,61
549,550,1,0,445,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,62
551,552,1,0,442,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,63
552,553,1,0,444,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,64
553,554,1,0,441,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,65
554,555,1,0,440,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,66
555,556,1,0,427,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,67
556,557,1,0,437,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,68
558,559,1,0,433,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,69
560,561,1,0,402,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,70
568,569,1,0,397,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,71
572,573,1,0,381,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,72
573,574,1,0,373,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,73
574,575,1,0,351,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,74
578,579,1,0,338,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,75
579,580,1,0,330,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,76
580,581,1,0,321,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,77
581,582,1,0,292,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,78
582,583,1,0,320,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,79
584,585,1,0,286,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,80
587,588,1,0,273,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,81
588,589,1,0,265,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,82
589,590,1,0,196,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,83
590,591,1,0,199,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,84
594,595,1,0,244,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,85
595,596,1,0,254,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,86
598,599,1,0,252,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,87
608,609,1,0,309,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,88
612,613,1,0,318,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,89
613,614,1,0,263,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90
614,615,1,0,266,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,91
616,617,1,0,272,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,92
617,618,1,0,284,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,93
618,619,1,0,300,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,94
619,620,1,0,293,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,95
621,622,1,0,323,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,96
624,625,1,0,339,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,97
625,626,1,0,335,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,98
626,627,1,0,377,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,99
627,628,1,0,327,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,100
628,629,1,0,336,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,101
629,630,1,0,352,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,102
631,632,1,0,355,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,103
633,634,1,0,366,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,104
636,637,1,0,406,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,105
639,640,1,0,379,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,106
640,641,1,0,238,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,107
512,513,1,0,101,0,0,240.7243805,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
641,642,1,0,365,0,0,390.8103027,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1
515,516,1,0,88,0,0,187.986618,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2
516,517,1,0,97,0,0,383.7203369,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3
517,518,1,0,88,0,0,461.8387451,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4
518,519,1,0,76,0,0,11.15882492,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5
521,522,1,0,81,0,0,443.5833435,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6
542,543,1,0,20,0,0,148.2145081,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7
550,551,1,0,438,0,0,1191.017334,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8
561,562,1,0,393,0,0,67.30162048,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9
562,563,1,0,391,0,0,0.579879165,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
563,564,1,0,389,0,0,845.9421997,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11
564,565,1,0,389,0,0,215.8413849,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12
565,566,1,0,383,0,0,408.7883606,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13
567,568,1,0,372,0,0,73.16159821,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14
571,572,1,0,372,0,0,1101.476563,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15
575,576,1,0,348,0,0,164.1959381,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16
576,577,1,0,341,0,0,882.9959717,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17
577,578,1,0,357,0,0,265.9041138,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18
450,451,1,0,83,0,0,824.4855957,0,0,0,0.039999999,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19
585,586,1,0,281,0,0,578.0415039,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20
591,592,1,0,214,0,0,793.44104,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,21
593,594,1,0,228,0,0,521.631897,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22
600,601,1,0,262,0,0,1008.980408,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,23
602,603,1,0,270,0,0,189.183548,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,24
604,605,1,0,278,0,0,215.2663727,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,25
605,606,1,0,282,0,0,162.5404816,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,26
478,479,1,0,170,0,0,20.48851013,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27
607,608,1,0,296,0,0,522.3984375,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,28
611,612,1,0,308,0,0,374.6982117,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,29
490,491,1,0,161,0,0,45.70278931,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30
491,492,1,0,153,0,0,287.1587524,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31
620,621,1,0,318,0,0,474.3345032,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32
623,624,1,0,323,0,0,1386.541016,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,33
632,633,1,0,310,0,0,29.70259094,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,34
634,635,1,0,408,0,0,68.39743042,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,35
635,636,1,0,422,0,0,104.6855011,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,36
637,638,1,0,416,0,0,516.9038696,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,37
638,639,1,0,426,0,0,35.68347549,0,0,0,0.039999999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
