error_metric,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
nse_annual,0.9347410378672477,0.9448787657240273,0.9998757399833864,,0.9864162713769274,0.9741406054386469,,,,,,,0.9479231729993832,,,,,0.9415137192507416,,0.8399199824173216,,
log_nse_annual,0.9361770736695914,0.9663754166269584,0.999868894951473,,0.9852419555395546,0.9796308987148574,,,,,,,0.9685070238376976,,,,,0.9696645996317796,,0.8469102824169173,,
rmse_annual,16875.718155446008,18468.95437646962,817.3673850562058,,27412.607640622304,52751.343847818476,,,,,,,116071.90883701347,,,,,207734.30768881453,,20710.516765093522,,
percent_bias_annual,-3.38196802761877,2.646098312524489,-0.4004158988904256,,0.25336388270590143,2.8579568386087644,,,,,,,8.184832736771197,,,,,7.453689779396768,,-14.29718787100571,,
kge_annual,0.9097075575635789,0.941703987972603,0.9957045409013505,,0.9753488353879547,0.9035729782258946,,,,,,,0.8357236151589075,,,,,0.8200151913923229,,0.8207224467578595,,
alpha_kge_annual,1.0797083568709591,1.0463433597660092,1.0015548889452743,,0.9764009464302985,0.9082613672162875,,,,,,,0.8576735226963637,,,,,0.8364443079951439,,1.104317282964566,,
beta_kge_annual,1.0338196802761876,0.9735390168747547,1.0040041589889044,,0.9974663611729409,0.9714204316139123,,,,,,,0.918151672632288,,,,,0.9254631022060321,,1.1429718787100571,,
corr_kge_annual,0.9743966363131192,0.9765365306073007,0.9999998338346263,,0.9933407761984947,0.9919128463558617,,,,,,,0.9944542104345653,,,,,0.9906022444378255,,0.9714100110266566,,
nse_monthly,0.9545696875451932,0.8913958109906992,0.9999726076859228,,0.9837207381021674,0.9680589007825027,,,,,,,0.9699737194356912,,,,,0.9596491666338322,,0.9123803905564671,,
log_nse_monthly,0.8912106101299048,0.9204067051553756,0.9998261836350866,,0.9743956007972607,0.9659045849368322,,,,,,,0.9555460236327745,,,,,0.9507106628985579,,0.8899276007716367,,
rmse_monthly,63.651013767539446,86.37118290258611,1.2063600505442507,,113.21611559761055,234.35685906386084,,,,,,,378.12079683344797,,,,,739.9535661041135,,72.9845784515582,,
percent_bias_monthly,-3.141491714670107,2.5176654378702037,-0.40014257296074596,,-0.0915094482067977,2.4546784990958663,,,,,,,7.939381836600804,,,,,7.201777255408951,,-14.158002911660219,,
kge_monthly,0.9605939625923359,0.9039007150603086,0.9956688616448326,,0.9681123373524028,0.9397677014320773,,,,,,,0.8774943285598213,,,,,0.8683825300313539,,0.8013122156664146,,
alpha_kge_monthly,1.0081278735392716,0.9255893288129164,1.001657513503175,,0.9691217344428716,0.9471566547155533,,,,,,,0.9073133195958404,,,,,0.8908768619855532,,1.1367134714507807,,
beta_kge_monthly,1.031414917146701,0.9748233456212979,1.0040014257296073,,1.000915094482068,0.9754532150090413,,,,,,,0.9206061816339921,,,,,0.9279822274459105,,1.141580029116602,,
corr_kge_monthly,0.9776420833580196,0.9446442355874013,0.9999992457901112,,0.9920931455433076,0.9847367763388016,,,,,,,0.9893491589096666,,,,,0.9848758607790431,,0.9727721149809974,,
nse_daily,0.7984587078176852,0.5554763021701048,0.9999873938874638,,0.9292765768766607,0.8499054270200721,,,,,,,0.8141225666418953,,,,,0.7142642333593949,,0.7142119612442913,,
log_nse_daily,0.84233213982319,0.8902847401864056,0.9989762583528454,,0.9449419566729057,0.9285849529770386,,,,,,,0.909436810782589,,,,,0.8999301256536533,,0.8277978249776174,,
rmse_daily,220.24378580231732,269.3746490517121,1.3152433521697213,,334.66063344600263,727.4873018462347,,,,,,,1374.426773454108,,,,,2757.8972073303294,,252.10735655373915,,
percent_bias_daily,-3.095247755270247,2.4596866542313576,-0.4008982990938985,,-0.10751192749849522,2.3726975734818883,,,,,,,7.872827614948821,,,,,7.19663070370325,,-14.120980060024545,,
kge_daily,0.829524940816169,0.7545960839187194,0.9959038909726186,,0.9257141660965824,0.9167807690123795,,,,,,,0.8516559973438141,,,,,0.8205047573850918,,0.7986750922359536,,
alpha_kge_daily,0.870175161186872,0.9349343871849911,1.0008403346812118,,0.9347837039044786,0.9773162945772241,,,,,,,0.9200327573318713,,,,,0.9332834849426891,,0.9909029024028494,,
beta_kge_daily,1.0309524775527024,0.9754031334576864,1.0040089829909389,,1.001075119274985,0.9762730242651811,,,,,,,0.9212717238505118,,,,,0.9280336929629676,,1.1412098006002453,,
corr_kge_daily,0.8939377486368243,0.7646607932933078,0.999998528228692,,0.964446322822358,0.923528302379619,,,,,,,0.9029791684294294,,,,,0.8497059568996697,,0.8567912240260791,,
