well_id,resid_mean,resid_median,resid_min,resid_max,rmse,bias,num_obs
HO_61,5.818763577206123,5.842250823999997,4.560096740700004,6.689586639399998,5.830854042209899,1.0,49
HO_62,-5.702329677997778,-6.9517822266000024,-8.044582366899995,-1.234020233199999,6.0411210438033915,0.0,45
HO_63,-0.30727713451428584,-0.04231643680000019,-1.0972061157999988,0.16159820549999893,0.5780458237805255,0.2857142857142857,7
HO_64,28.180175781000003,28.180175781000003,28.180175781000003,28.180175781000003,28.180175781000003,1.0,1
HO_65,7.0245666509999865,7.0245666509999865,7.0245666509999865,7.0245666509999865,7.0245666509999865,1.0,1
HO_66,-3.9309997560000056,-3.9309997560000056,-3.9309997560000056,-3.9309997560000056,3.9309997560000056,0.0,1
HO_67,1.7563574375128201,1.8052520749999985,-0.6078643790000058,2.711563109999986,1.8890170944923768,0.9743589743589743,39
HO_68,-1.7264902750333315,-1.5524902349999934,-2.941467285000016,-1.1488189699999793,1.7843554179622056,0.0,30
HO_69,4.57080471912903,4.83717346200001,2.306701660000016,5.991744995000005,4.75223271465488,1.0,31
HO_70,5.417076357000001,5.492019654000018,4.347885131999988,6.04672241199998,5.447482804108729,1.0,31
HO_71,3.928100585999914,3.928100585999914,3.928100585999914,3.928100585999914,3.928100585999914,1.0,1
HO_72,-16.393005370999987,-16.393005370999987,-16.393005370999987,-16.393005370999987,16.393005370999987,0.0,1
HO_73,3.7401845831052647,4.0519561760000045,1.2099304200000063,6.487121581999986,4.191151641162327,1.0,19
HO_74,-9.176788329999994,-9.176788329999994,-9.176788329999994,-9.176788329999994,9.176788329999994,0.0,1
HO_75,-13.772029876812503,-14.084655761999997,-15.384735108000001,-10.466857909999987,13.828400700086927,0.0,16
HO_76,-18.8419751255,-18.50592804,-20.451400757000016,-17.37057495100001,18.87642085033653,0.0,22
HO_77,-19.458126831199998,-18.659729003999985,-21.589385985999996,-17.088333129999995,19.535206480633708,0.0,15
HO_78,-24.045135497888882,-24.196289062000005,-25.14346313499999,-22.37232971199998,24.06692030834185,0.0,9
HO_79,-20.385487365900005,-20.59460449250001,-21.292877196999996,-19.20529174799998,20.3959671200162,0.0,10
HO_80,-6.6400207518,-6.898513793999996,-7.551269531000003,-5.052566528,6.70095329932758,0.0,5
HO_81,-6.990552629857141,-7.210800171000017,-7.880249023999994,-4.551147460999999,7.0653566808595825,0.0,7
HO_82,-4.988403320238097,-5.061523437999995,-5.8113555909999945,-4.1589965820000145,5.013535781724762,0.0,21
HO_83,-8.840148924999994,-8.840148924999994,-8.840148924999994,-8.840148924999994,8.840148924999994,0.0,1
HO_84,-3.867443431454548,-4.134811401000007,-4.401153564999987,-2.397491455000022,3.9174075946150433,0.0,22
HO_85,-20.136545453571426,-20.174919128000013,-20.239257812000005,-19.771820067999982,20.1368559585064,0.0,14
HO_86,-22.559122721333324,-22.59254455599998,-22.648056029999992,-22.436767578,22.55930000984114,0.0,3
HO_87,-48.33448918658333,-47.1931381225,-56.163589477000016,-38.54562377899998,48.573110316799564,0.0,12
HO_88,-46.43471457754545,-45.55404663099998,-54.876510620999994,-36.76051330599998,46.71931511614044,0.0,11
HO_89,-43.30598214953847,-41.862808228000006,-50.60223388700001,-38.60992431599999,43.47320359900338,0.0,13
HO_90,-1.9110412599999904,-1.9110412599999904,-1.9110412599999904,-1.9110412599999904,1.9110412599999904,0.0,1
HO_91,-38.34874071392857,-38.87117004349999,-43.499145508,-33.374389648000005,38.47143145033259,0.0,14
HO_92,-7.516555786000012,-7.516555786000012,-10.527893066000019,-4.505218506000006,8.097330615577462,0.0,2
HO_93,-3.4833766394285703,-3.0599823000000015,-6.957550048000002,-1.8625946049999982,3.807991032270517,0.0,7
HO_94,-28.861770629999995,-28.861770629999995,-28.861770629999995,-28.861770629999995,28.861770629999995,0.0,1
HO_95,-12.426574706999986,-12.426574706999986,-12.98263549799998,-11.870513915999993,12.439009709455947,0.0,2
HO_96,39.316635131,39.316635131,39.316635131,39.316635131,39.316635131,1.0,1
HO_97,2.254355367066667,2.256484985500009,1.9032897949999779,2.600112915000011,2.264754513170996,1.0,30
HO_98,8.177513122500002,8.177513122500002,7.449249266999999,8.905776978000006,8.209877533306296,1.0,2
HO_99,-0.9645156859999844,-0.9645156859999844,-3.0315856929999825,1.1025543210000137,2.2810236566899067,0.5,2
HO_100,-8.790428160999994,-8.790428160999994,-9.648696898999987,-7.932159423000002,8.832228058668427,0.0,2
HO_101,9.838668823000006,9.838668823000006,9.838668823000006,9.838668823000006,9.838668823000006,1.0,1
HO_102,8.834289551000012,8.834289551000012,8.834289551000012,8.834289551000012,8.834289551000012,1.0,1
HO_103,0.6094512939999959,0.6094512939999959,0.6094512939999959,0.6094512939999959,0.6094512939999959,1.0,1
HO_104,-0.3174641930000064,0.26438903799999025,-1.9727325439999959,0.7559509269999865,1.2292324241307926,0.6666666666666666,3
HO_105,1.78167724650001,1.78167724650001,1.0025939950000122,2.5607604980000076,1.9445679529046205,1.0,2
HO_106,4.228630065999994,4.228630065999994,4.169143676999994,4.288116454999994,4.229048458643549,1.0,2
HO_107,0.956918945299999,2.163589477499997,-3.180313111000004,3.505386351999988,2.298337540099728,0.6,50
HO_108,3.6046295170000064,3.6046295170000064,3.1584930420000035,4.050765992000009,3.6321332174292738,1.0,2
HO_109,2.748344421999988,2.748344421999988,2.263214111999986,3.2334747319999906,2.7908329365297284,1.0,2
HO_110,4.129562378333342,4.35296630900001,3.4950866700000063,4.54063415600001,4.154567970187948,1.0,3
HO_111,0.8899383550000266,0.8899383550000266,0.8899383550000266,0.8899383550000266,0.8899383550000266,1.0,1
HO_112,4.990402221999986,4.990402221999986,4.845031738999978,5.135772704999994,4.992519095073153,1.0,2
HO_113,6.730219522999998,6.9662780759999805,6.153778076000009,7.0706024170000035,6.742685750255671,1.0,3
HO_114,2.0858154297499993,1.4516525270000074,-0.3516387940000243,5.791595459000007,3.077370303436841,0.75,4
HO_115,-3.9921340945000026,-3.9921340945000026,-4.246475220000008,-3.7377929689999974,4.0002279980758555,0.0,2
HO_116,-7.208050376368421,-7.326751709000007,-7.8588104250000015,-5.897766112999989,7.222726279419999,0.0,19
HO_117,-9.81745692657143,-10.144927978999988,-10.857391357000012,-6.981323241999974,9.857812040002676,0.0,21
HO_118,-7.310913085999999,-7.310913085999999,-7.361846923999991,-7.259979248000008,7.311090507366151,0.0,2
HO_119,-20.838401794500015,-20.838401794500015,-21.057052612000007,-20.619750977000024,20.839548880170483,0.0,2
HO_120,-35.571020508000004,-36.01928711000002,-36.08943176299999,-33.97889709500001,35.580163713774574,0.0,5
HO_121,-22.545013427571416,-22.79756164599999,-24.01884460399998,-20.922714232999994,22.579973592933754,0.0,7
HO_122,-170.07801818866668,-170.068161011,-170.58111572300004,-169.58477783200001,170.07850471992413,0.0,3
HO_123,-98.181015015,-98.143966675,-98.74359130900001,-97.655487061,98.1820234265986,0.0,3
HO_124,1.1624374388749956,1.2010040279999998,-0.9229431150000096,2.9684753419999765,1.8831808346049108,0.625,8
HO_125,-121.24923366977777,-120.51841735800002,-130.57475280799997,-119.33393859899996,121.29528766646868,0.0,9
HO_126,-31.761271159,-31.750732422,-31.882751464999984,-31.650329590000013,31.76141376716949,0.0,3
HO_127,-22.782980782714287,-22.76991271999998,-23.08096313499999,-22.512359619000023,22.78382851658922,0.0,7
HO_128,21.118568420499983,21.118568420499983,20.67987060599998,21.557266234999986,21.123124482514093,1.0,2
HO_129,6.848838806000003,6.848838806000003,6.813156128000003,6.884521484000004,6.848931759338883,1.0,2
HO_130,0.19235784336363404,0.19871520999998893,-0.3651275639999767,0.5929718019999939,0.3519677425232004,0.7272727272727273,11
HO_131,8.618890762375003,7.815223693500002,5.045425415000011,15.609130859000004,9.33407943081741,1.0,8
HO_132,0.6636098226666624,0.734375,0.14230346699997654,1.1141510010000104,0.7747880076456481,1.0,3
HO_133,-3.0174255370909138,-3.7046203609999964,-4.932815551999994,0.7557525639999767,3.473847873416645,0.09090909090909091,11
HO_134,-4.186952863571427,-4.653274536999987,-5.244750976999995,-2.5604553219999957,4.310336443108094,0.0,7
HO_135,14.022318522000006,14.065536499000018,13.881423949999999,14.119995117000002,14.022690065134189,1.0,3
HO_136,2.0000610349999994,1.9744262689999914,1.2023315429999855,2.700073242000002,2.0501027356819677,1.0,7
HO_137,0.9515686034285693,1.128036499000018,0.5252227779999998,1.2108764649999841,0.9903259135210053,1.0,7
HO_138,21.399541219000003,21.339584351000013,21.301467895000002,21.557571410999998,21.399838627861385,1.0,3
HO_139,6.1307627363333195,6.1682739259999835,5.515899657999995,6.708114624999979,6.150109865832597,1.0,3
HO_140,0.3916829426666766,0.4671020510000119,-0.2810516360000008,0.9889984130000187,0.6519949409474611,0.6666666666666666,3
HO_141,0.5186244420000078,-0.0026092529999743874,-1.2474212649999856,2.7966918939999914,1.6383372469499873,0.42857142857142855,7
HO_142,17.34767150799999,17.34767150799999,17.34767150799999,17.34767150799999,17.34767150799999,1.0,1
HO_143,-5.988784789999992,-6.035781859999986,-6.206375121999997,-5.724197387999993,5.992111218184325,0.0,3
HO_144,50.00626264314285,49.971160888999975,49.84236145,50.27775573699998,50.006461158794785,1.0,7
HO_145,28.21909441271429,28.384277343999997,27.321792602000016,28.82633972100001,28.22442850336613,1.0,7
HO_146,-8.738705953000007,-8.976333618000012,-11.524246216000023,-5.55009460399998,9.147333677861713,0.0,6
HO_147,-19.7552871705,-19.943191529000003,-20.33668518099998,-18.975875855000027,19.76184733965936,0.0,8
HO_148,-0.4212188719999972,-0.4212188719999972,-0.4735412599999904,-0.36889648400000397,0.4244560877346111,0.0,2
HO_149,11.066360473750002,7.424110413000008,6.780792235999996,22.636428832999997,12.935969907457473,1.0,4
HO_150,-10.322727203500008,-10.35269928000001,-11.267776489,-9.317733765000014,10.351597770958344,0.0,4
HO_151,-23.337605794666672,-23.346817017000006,-24.05665588400001,-22.609344483,23.34508524363273,0.0,3
HO_152,3.0043271382499968,2.6638412475000024,1.0431518560000086,11.668014525999979,3.3801048344348166,1.0,48
HO_153,-2.9727172850000088,-2.8795013430000154,-3.3764953609999964,-2.755371093000008,2.9822745829178916,0.0,4
HO_154,5.029485066999996,4.44673156799999,4.281051636000001,6.360671996999997,5.117257501219635,1.0,3
HO_155,7.290084838666663,6.643249510999993,6.318222045999988,8.908782959000007,7.380585064851585,1.0,3
HO_156,7.507553100333335,6.838348388000014,6.507232665999993,9.177078246999997,7.60100543342086,1.0,3
HO_157,7.714787801,6.915634155999982,6.887054443000011,9.341674804000007,7.800094076872158,1.0,3
HO_158,9.39010620099999,9.412918089999977,9.035461425999983,9.72193908700001,9.394301282535086,1.0,3
HO_159,20.823176066000002,20.80612182600001,20.57760620100001,21.08580017099999,20.82421308039539,1.0,3
HO_160,14.390635172666663,13.913604735999996,13.76776123099998,15.490539551000012,14.411759800530529,1.0,3
HO_161,-0.8540954595000301,-0.8540954595000301,-0.8899230960000182,-0.818267823000042,0.8548465789109428,0.0,2
HO_162,9.256088256666677,9.702453613000017,5.724273681,12.341537476000013,9.647425607537643,1.0,3
HO_163,19.15975952149998,19.15975952149998,18.97657775899998,19.342941283999977,19.16063517944595,1.0,2
HO_164,18.18165588366666,18.141098021999994,17.86578369099999,18.538085937999995,18.183750021948043,1.0,3
HO_165,-2.459742228333321,-1.9589385989999926,-3.70118713399998,-1.719100951999991,2.613524741207189,0.0,3
HO_166,-3.9332618712499965,-3.771247864000003,-4.882217406999985,-3.3083343499999955,3.986021145304174,0.0,4
HO_167,-0.7661539720000027,-0.9245300299999712,-1.0331726080000294,-0.34075927800000727,0.8242811615455041,0.0,3
HO_168,0.439270019666651,0.4393615724999904,-0.569244384000001,1.1338500979999822,0.6596615044677104,0.75,12
HO_169,0.82876586886667,1.1167297360000248,-1.1746520990000135,2.5952148439999974,1.4100426621546638,0.6666666666666666,15
HO_170,1.8858049180833392,1.9731292725000174,0.031341553000004296,3.512176512999986,2.0029374703972156,1.0,36
