well_id,resid_mean,resid_median,resid_min,resid_max,rmse,bias,num_obs
HO_0,-2.039680481000005,-2.039680481000005,-2.039680481000005,-2.039680481000005,2.039680481000005,0.0,1
HO_1,2.9629821780000043,2.9629821780000043,2.9629821780000043,2.9629821780000043,2.9629821780000043,1.0,1
HO_2,-18.78091345891111,-18.936668396,-20.247413635300006,-17.10451507559999,18.81690384440018,0.0,9
HO_3,19.81498183143667,17.6897220611,4.025447845400002,39.317236423459995,24.13215356446089,1.0,9
HO_4,-0.06740219333538916,-0.1369466661899999,-2.323305781788,3.0320767384500007,0.9287832517414093,0.39057591623036647,955
HO_5,-0.9785722454085714,-1.157304649575,-1.5904908438400012,1.0663874698000002,1.1537559563625188,0.07142857142857142,14
HO_6,-17.752330780099996,-17.752330780099996,-17.752330780099996,-17.752330780099996,17.752330780099996,0.0,1
HO_7,-1.118628607888891,-1.1960144040000102,-1.8942718499999955,-0.4412689210000167,1.201890492804513,0.0,9
HO_8,-1.9582604302333348,-2.340206146299998,-4.195934295600004,0.7000045776999997,2.7883468893968337,0.2222222222222222,9
HO_9,-2.766281127937501,-2.6365413665999995,-4.815834045400003,-1.0979042052999972,2.987841339976061,0.0,8
HO_10,-8.706145816388888,-6.896705627499998,-23.5407371521,-5.252468109200002,10.204781181411319,0.0,9
HO_11,2.753928184524998,2.637630462649998,1.7904014587999981,3.9256553649999972,2.8460409345184687,1.0,8
HO_12,-2.779420268779592,-2.795978546099999,-3.5985260009999998,-2.0969238280999996,2.7964816073477987,0.0,49
HO_13,-0.7458858488999986,-0.7458858488999986,-0.7458858488999986,-0.7458858488999986,0.7458858488999986,0.0,1
HO_14,13.854797363999978,13.854797363999978,13.854797363999978,13.854797363999978,13.854797363999978,1.0,1
HO_15,3.4426050186,3.4426050186,3.4426050186,3.4426050186,3.4426050186,1.0,1
HO_16,-0.5388949257857141,-0.6944713592499987,-1.1377105712999978,1.3986282348000003,0.7998948632756978,0.07142857142857142,14
HO_17,-0.4205170698266172,-0.4307389259400001,-7.79380130768,6.17594242092,1.8966739638546966,0.378698224852071,2366
HO_18,24.944267272900003,24.944267272900003,24.944267272900003,24.944267272900003,24.944267272900003,1.0,1
HO_19,2.694149017400001,2.694149017400001,2.694149017400001,2.694149017400001,2.694149017400001,1.0,1
HO_20,-8.490607346431334,-7.795959472669999,-12.049784660370001,0.41728782654000085,8.810036464247945,0.022222222222222223,45
HO_21,-6.025642394999998,-6.025642394999998,-6.025642394999998,-6.025642394999998,6.025642394999998,0.0,1
HO_22,8.0781354905,8.0781354905,8.0781354905,8.0781354905,8.0781354905,1.0,1
HO_23,-7.083656893332111,-6.851679563519999,-13.97222757335,-6.073398590060001,7.134268777995506,0.0,1786
HO_24,-2.3545493193815896,-2.2731013298100002,-7.086805343599998,-0.3701629638999986,2.425534819417847,0.0,1938
HO_25,0.4288246630096587,0.5465526580999995,-2.9390478134,2.787861824,0.8410435344963452,0.8750804893754024,1553
HO_26,1.3606377876564244,1.5012168884150006,-1.2755498886000005,3.9050912856999993,1.6062404787507694,0.9330306469920545,1762
HO_27,1.1506785573143243,1.2169222832000006,-1.521827697700001,2.2193880080999993,1.3591990514923586,0.9324324324324325,74
HO_28,-5.431480180135227,-5.380334854150001,-7.5449514389,-3.4483146667,5.477849077855438,0.0,88
HO_29,1.3930136362691954,1.4330472945999997,-0.9218568802,4.020447731020001,1.5657311304031034,0.9425287356321839,87
HO_30,4.766847658155,4.577934265150001,3.240579605099999,6.061389923099998,4.815185852879448,1.0,40
HO_31,3.94451791048125,3.8118219375499987,2.3054122925000016,5.8374719619,4.063936810748608,1.0,16
HO_32,50.8403783678891,54.01215648647,32.7724914551,61.351420760191004,51.42951250480742,1.0,10
HO_33,20.383616805075,19.1277523041,11.206661224400001,30.867212295599998,21.025362284239364,1.0,16
HO_34,1.1447326173191497,1.262302398700001,-0.6115379334000011,2.3931274414000043,1.3664300483023342,0.9361702127659575,47
HO_35,10.22908287049,11.790130615250003,2.6136703490999977,17.014808654800007,11.083179167920138,1.0,50
HO_36,1.5642985459852041,1.669781217485001,-4.880750271099999,8.010980096470004,1.7548436711304731,0.9728682170542635,2064
HO_37,2.0085708319143123,1.85336828231,-3.9302930832000023,5.1141176224,2.2259587094624838,0.9821958456973294,2022
HO_38,-3.9152870181999986,-4.288764953999987,-6.630828858000001,1.6190414430000004,4.497654021738071,0.1,10
HO_39,7.894841875285711,4.074035645000009,1.6716918939999914,19.188507079999994,10.35461575427169,1.0,14
HO_40,0.3292806413333348,0.295543670699999,-1.7242889403999868,1.9244537354000002,0.9161774661135214,0.6388888888888888,36
HO_41,-3.607536315899999,-3.607536315899999,-3.607536315899999,-3.607536315899999,3.607536315899999,0.0,1
HO_42,-17.508178711,-17.508178711,-17.508178711,-17.508178711,17.508178711,0.0,1
HO_43,2.4001269531260006,2.459018707300004,0.7902183532000038,3.0606651306000003,2.4342710812084687,1.0,50
HO_44,-7.0360679627000025,-7.0360679627000025,-7.0360679627000025,-7.0360679627000025,7.0360679627000025,0.0,1
HO_45,-1.1967039107999984,-1.2048339843499996,-1.3854904174999945,-0.991657257,1.2085953729479813,0.0,4
HO_46,0.21186325073599932,0.38323593139999446,-2.2181549072000024,2.0937576294000024,1.0012269557362485,0.72,50
HO_47,-7.553921508750003,-7.621833801399994,-10.322052001499998,-3.992500305100009,7.650320939924499,0.0,40
HO_48,-5.842010498000036,-5.842010498000036,-5.842010498000036,-5.842010498000036,5.842010498000036,0.0,1
HO_49,1.9952845853823524,1.7862510681000003,0.8958740233999976,2.942481994699996,2.1305567168967445,1.0,17
HO_50,-4.579422542042857,-4.637634277399997,-4.6899147033999995,-4.4143142700000055,4.5807700583360615,0.0,7
HO_51,-2.4605407715000016,-2.440410614000001,-3.1019821167000003,-1.855224609399997,2.4959818845252504,0.0,8
HO_52,4.551153295170589,4.57759857180001,3.8537673950000055,5.4005813598,4.588075558683721,1.0,17
HO_53,2.0742157830277757,2.123386383049997,1.3600082397999955,2.6563339233999983,2.100392969145547,1.0,18
HO_54,0.87545471189,1.0328330992999994,0.0019721984999989672,1.2988471983999972,0.9701127398687789,1.0,10
HO_55,-5.192258661445454,-5.283111572300001,-6.6307373047000056,-4.206314086899994,5.2384219868497865,0.0,11
HO_56,4.5352660285111135,4.643520355200003,3.9150505066000036,4.8538856507000006,4.542893449861261,1.0,9
HO_57,3.8801762717000017,2.7514553070000005,0.4402923584000007,11.2425842285,5.369283232586752,1.0,14
HO_58,8.895205539197825,8.709486007649996,6.975471496600001,13.639320373499999,8.957230822074262,1.0,46
HO_59,11.11071812023409,9.040252685550001,7.952678680400005,18.228164672800006,11.563570939119517,1.0,44
HO_60,5.5232930182999995,5.5636444091499975,4.6348304747999975,5.982044219900004,5.536836540800927,1.0,8
