,HOB_id,well_id,source,num_obs,month_mode,depth_to_water_m,depth_to_well_screen_top_m,depth_to_well_screen_bottom_m,elev_land_obs_m,elev_land_model_m,elev_botm_lyr1,elev_botm_lyr2,elev_botm_lyr3,ibound_lyr1,ibound_lyr2,ibound_lyr3
24,HO_24,385320N1228578W001,DWR,1939,10,6.297956680875357,,59.436,19.01952,18.90999984741211,-1.0900001525878906,-84.59000396728516,-134.58999633789062,1,1,1
25,HO_25,385363N1228583W001,DWR,1554,6,7.319661760745487,17.3736,20.4216,20.25700799999999,18.920000076293945,-1.0799999237060547,-86.18000030517578,-136.17999267578125,1,1,1
26,HO_26,385363N1228583W002,DWR,1763,8,8.106961995015578,80.772,86.86800000000001,20.257007999999992,18.920000076293945,-1.0799999237060547,-86.18000030517578,-136.17999267578125,1,1,1
27,HO_27,385607N1228573W001,DWR,74,12,7.741801246753247,,14.020800000000001,24.62479200000001,19.020000457763672,-0.9799995422363281,-20.979999542236328,-50.97999954223633,1,1,1
28,HO_28,385678N1228595W001,DWR,88,3,6.844233758241758,,11.8872,24.335231999999994,25.280000686645508,5.280000686645508,-14.719999313354492,-44.720001220703125,1,1,1
29,HO_29,385679N1228529W001,DWR,87,3,7.609873866666668,,11.8872,25.496520000000004,19.059999465942383,-0.9400005340576172,-20.940000534057617,-50.94000244140625,1,1,1
30,HO_30,385921N1228697W001,DWR,40,4,6.404658227848102,,16.154400000000003,27.227783999999996,28.0,8.0,-41.70000076293945,-91.69999694824219,1,1,1
31,HO_31,386426N1228818W001,DWR,16,3,42.016840421052635,,60.3504,80.72628000000003,59.849998474121094,59.849998474121094,-113.8499984741211,-163.85000610351562,0,1,1
32,HO_32,385996N1227481W001,DWR,10,3,90.11107200000001,,,102.93705600000001,100.19999694824219,100.19999694824219,-119.80000305175781,-169.8000030517578,0,1,1
33,HO_33,386104N1227706W001,DWR,16,4,13.561060000000003,,62.1792,48.993552,44.939998626708984,24.939998626708984,-157.66000366210938,-207.66000366210938,1,1,1
34,HO_34,386350N1227869W001,DWR,47,4,4.219377931034483,67.056,145.0848,48.74056800000001,51.43000030517578,31.43000030517578,-117.87000274658203,-167.8699951171875,1,1,1
35,HO_35,386389N1227710W001,DWR,50,3,42.883420363636354,33.8328,76.5048,81.57667200000003,82.80000305175781,82.80000305175781,-137.1999969482422,-187.1999969482422,0,1,1
36,HO_36,385038N1228843W001,DWR,2065,1,9.495697858446364,,22.555200000000003,14.380464000000003,8.229599952697754,8.229599952697754,-2.809999465942383,-109.90999603271484,0,1,1
37,HO_37,385133N1228686W001,DWR,2023,1,8.484628653929867,14.325600000000001,26.5176,21.134832000000007,18.809999465942383,-1.1900005340576172,-21.190000534057617,-51.19000244140625,1,1,1
38,HO_38,386178N1226833W001,DWR,10,5,2.8278406153846154,6.096,48.768,133.770624,132.61000061035156,122.61000061035156,75.70999908447266,25.71000099182129,1,1,1
39,HO_39,386391N1226892W001,DWR,14,11,6.617925176470588,,,132.86232,129.77999877929688,88.08000183105469,68.08000183105469,38.07999801635742,1,1,1
40,HO_40,010N009W18B001M,NWIS,36,10,5.842000000000001,,54.254400000000004,70.10400000000003,70.1500015258789,54.4991455078125,41.45000076293945,-8.54999828338623,1,1,1
41,HO_41,010N009W18P001M,NWIS,1,9,5.73024,,36.576,64.00800000000001,64.18000030517578,44.18000030517578,-71.62000274658203,-121.62000274658203,1,1,1
42,HO_42,010N010W14R001M,NWIS,1,8,21.448776000000002,,42.976800000000004,117.348,114.61000061035156,114.61000061035156,114.61000061035156,64.61000061035156,0,0,1
43,HO_43,010N010W26M001M,NWIS,50,4,3.541449428571429,,5.486400000000001,48.76800000000001,45.900001525878906,15.900001525878906,-99.69999694824219,-149.6999969482422,1,1,1
44,HO_44,010N010W34R001M,NWIS,1,7,20.659344000000004,,109.72800000000001,84.73440000000001,93.37999725341797,93.37999725341797,93.37999725341797,43.37999725341797,0,0,1
45,HO_45,010N010W22D001M,NWIS,4,9,3.1828133097345135,,4.572,56.083200000000026,58.45000076293945,38.45000076293945,-125.6500015258789,-175.64999389648438,1,1,1
46,HO_46,011N010W08P001M,NWIS,50,4,4.434740065573771,2.4384,8.5344,90.83040000000001,95.62000274658203,81.62000274658203,61.62000274658203,31.62000274658203,1,1,1
47,HO_47,011N010W19F002M,NWIS,40,10,2.197326104046243,,100.584,103.63200000000002,102.55999755859375,84.36000061035156,64.36000061035156,34.3599967956543,1,1,1
48,HO_48,011N011W15E001M,NWIS,1,7,14.145768,18.288,48.768,349.91040000000004,316.010009765625,316.010009765625,316.010009765625,266.010009765625,0,0,1
49,HO_49,387059N1229679W001,DWR,17,3,5.1186588,,,58.03392000000001,54.65999984741211,24.65999984741211,-65.34000396728516,-115.34000396728516,1,1,1
50,HO_50,387076N1229635W001,DWR,7,3,5.245608000000001,,,59.198256,66.95999908447266,36.959999084472656,-118.73999786376953,-168.74000549316406,1,1,1
51,HO_51,387816N1229871W001,DWR,8,4,4.322895272727274,,6.096,83.70112800000003,90.69999694824219,70.69999694824219,50.69999694824219,20.699996948242188,1,1,1
52,HO_52,388016N1229966W001,DWR,17,3,5.8265568000000005,,30.48,89.15400000000001,91.2300033569336,77.2300033569336,57.230003356933594,27.230003356933594,1,1,1
53,HO_53,011N010W17P002M,DWR,18,4,3.9725599999999996,,9.7536,89.916,86.7699966430664,66.7699966430664,46.769996643066406,16.769996643066406,1,1,1
54,HO_54,387131N1228855W001,DWR,10,5,12.614734153846156,5.1816,29.5656,65.49237600000002,68.83999633789062,48.839996337890625,28.839996337890625,-21.160003662109375,1,1,1
55,HO_55,387321N1229135W001,DWR,11,11,4.742688,,28.651200000000003,75.25512000000002,79.94999694824219,79.94999694824219,72.75,22.749996185302734,0,1,1
56,HO_56,383679N1228545W001,DWR,9,11,4.90093,18.288,42.672000000000004,54.85485600000001,52.04999923706055,-8.794353485107422,-167.9499969482422,-217.9499969482422,1,1,1
57,HO_57,383722N1228224W001,DWR,14,3,6.387890823529411,24.384,91.44,56.122824,55.81999969482422,35.81999969482422,-164.1800079345703,-214.1800079345703,1,1,1
58,HO_58,386555N1228058W001,DWR,46,4,8.725814399999999,15.270480000000001,80.43672,52.43474400000001,48.349998474121094,28.349998474121094,-54.45000076293945,-104.45000457763672,1,1,1
59,HO_59,386609N1228132W001,DWR,44,4,11.189335,26.822400000000002,32.9184,58.20155999999999,53.4900016784668,43.4900016784668,-90.70999908447266,-140.70999145507812,1,1,1
60,HO_60,386656N1228540W001,DWR,8,11,3.9745920000000003,48.768,67.056,52.76697600000001,52.13999938964844,32.13999938964844,-32.27799606323242,-82.27799987792969,1,1,1
61,HO_61,386767N1228670W001,DWR,49,4,4.3082633333333336,25.2984,29.8704,54.63844799999999,53.0099983215332,33.0099983215332,-43.56065368652344,-93.56065368652344,1,1,1
62,HO_62,386846N1228291W001,DWR,45,4,3.7386985714285714,,12.192,63.898272000000006,62.72999954223633,52.72999954223633,-157.27000427246094,-207.27000427246094,1,1,1
63,HO_63,386909N1228512W001,DWR,7,10,4.803648000000001,,24.0792,63.24295200000002,58.68000030517578,38.68000030517578,-161.3199920654297,-211.3199920654297,1,1,1
64,HO_64,012N011W20A001M,NWIS,1,7,38.95344,,,381.9144,352.07000732421875,352.07000732421875,352.07000732421875,302.07000732421875,0,0,1
65,HO_65,013N011W19H002M,NWIS,1,7,7.13232,,12.192,147.2184,145.64999389648438,125.64999389648438,105.64999389648438,75.64999389648438,1,1,1
66,HO_66,013N011W31L001M,NWIS,1,7,11.06424,18.288,60.96,347.16720000000004,348.54998779296875,348.54998779296875,348.54998779296875,298.54998779296875,0,0,1
67,HO_67,013N011W18E001M,NWIS,39,10,3.641378440677967,,15.8496,152.0877608135593,151.9199981689453,131.9199981689453,111.91999816894531,81.91999816894531,1,1,1
68,HO_68,389661N1231206W001,DWR,30,3,3.3420858181818187,17.492472,23.411688,152.68956,152.86000061035156,152.86000061035156,145.66000366210938,95.66000366210938,0,1,1
69,HO_69,389722N1231033W001,DWR,31,3,4.5255628235294125,7.476744000000001,13.231368,148.873464,145.64999389648438,125.64999389648438,105.64999389648438,75.64999389648438,1,1,1
70,HO_70,389722N1231033W002,DWR,31,3,5.382678352941177,17.535144000000003,20.574,148.873464,145.64999389648438,125.64999389648438,105.64999389648438,75.64999389648438,1,1,1
71,HO_71,012N009W32P001M,NWIS,1,8,17.535144000000003,9.144,51.816,571.1952,552.8099975585938,552.8099975585938,552.8099975585938,502.80999755859375,0,0,1
72,HO_72,013N011W15R001M,NWIS,1,3,18.288,,71.628,257.25120000000004,247.00999450683594,247.00999450683594,239.80999755859375,197.00999450683594,0,1,1
73,HO_73,013N011W15H001M,NWIS,19,4,2.8939957894736845,7.315200000000001,10.3632,236.95152,244.75,244.75,244.75,194.75,0,0,1
74,HO_74,013N011W15Q003M,NWIS,1,7,5.708904,,,225.24720000000002,222.14999389648438,222.14999389648438,214.9499969482422,172.14999389648438,0,1,1
75,HO_75,013N011W15Q002M,NWIS,16,7,1.0501256470588236,,22.86,221.89440000000002,222.14999389648438,222.14999389648438,214.9499969482422,172.14999389648438,0,1,1
76,HO_76,013N011W15G001M,NWIS,22,7,1.8090444444444447,,20.45208,257.93395200000003,254.07000732421875,254.07000732421875,254.07000732421875,204.07000732421875,0,0,1
77,HO_77,013N011W22B001M,NWIS,15,1,3.255103578947369,,15.8496,232.5624,232.91000366210938,232.91000366210938,225.7100067138672,182.91000366210938,0,1,1
78,HO_78,013N011W22B002M,NWIS,9,2,2.071116,,13.411200000000001,231.34320000000008,232.91000366210938,232.91000366210938,225.7100067138672,182.91000366210938,0,1,1
79,HO_79,013N011W22G001M,NWIS,10,2,3.5870270769230777,6.7056000000000004,18.8976,229.81919999999997,230.2100067138672,230.2100067138672,230.2100067138672,180.2100067138672,0,0,1
80,HO_80,013N011W15B001M,NWIS,5,7,22.534473600000005,,57.912000000000006,280.7208,244.75,244.75,244.75,194.75,0,0,1
81,HO_81,013N011W15Q005M,NWIS,7,2,17.093184,,35.320224,237.54283200000006,222.14999389648438,222.14999389648438,214.9499969482422,172.14999389648438,0,1,1
82,HO_82,013N011W15Q004M,NWIS,21,7,14.385398857142857,16.154400000000003,19.2024,231.98023200000003,213.67999267578125,213.67999267578125,206.47999572753906,156.47999572753906,0,1,1
83,HO_83,013N011W15L001M,NWIS,1,8,29.934408,,44.196000000000005,235.67136000000002,224.89999389648438,224.89999389648438,217.6999969482422,167.6999969482422,0,1,1
84,HO_84,013N011W15P001M,NWIS,22,7,2.4307800000000004,,5.300472,201.47279999999998,198.47999572753906,198.47999572753906,191.27999877929688,141.27999877929688,0,1,1
85,HO_85,013N011W15P002M,NWIS,14,7,27.03205885714286,,69.7992,231.38587199999992,194.5800018310547,194.5800018310547,187.3800048828125,137.3800048828125,0,1,1
86,HO_86,013N011W15F001M,NWIS,3,6,0.245872,,1.8288000000000002,219.76080000000002,225.6699981689453,225.6699981689453,216.63287353515625,166.63287353515625,0,1,1
87,HO_87,013N011W15M001M,NWIS,12,7,19.86026,18.288,27.127200000000002,257.43712800000003,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1
88,HO_88,013N011W15M004M,NWIS,11,7,22.086916363636366,17.6784,35.9664,254.50799999999998,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1
89,HO_89,013N011W15M005M,NWIS,13,7,22.392014769230776,21.031200000000002,39.3192,261.283704,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1
90,HO_90,013N011W15M007M,NWIS,1,6,43.202352000000005,,86.86800000000001,232.56240000000003,189.85000610351562,189.85000610351562,182.65000915527344,132.65000915527344,0,1,1
91,HO_91,013N011W15M002M,NWIS,14,7,39.93990342857143,24.384,67.056,240.13972800000005,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1
92,HO_92,013N011W15M006M,NWIS,2,7,33.227772,,39.0144,232.955592,189.85000610351562,189.85000610351562,182.65000915527344,132.65000915527344,0,1,1
93,HO_93,013N011W15M003M,NWIS,7,7,37.572696,18.288,48.768,233.760264,189.85000610351562,189.85000610351562,182.65000915527344,132.65000915527344,0,1,1
94,HO_94,013N012W28B001M,NWIS,1,8,0.12192000000000001,,47.244,184.404,190.17999267578125,190.17999267578125,182.97999572753906,140.17999267578125,0,1,1
95,HO_95,013N011W21L002M,NWIS,2,3,2.785872,,22.555200000000003,168.24960000000002,165.6300048828125,145.6300048828125,125.6300048828125,95.6300048828125,1,1,1
96,HO_96,013N011W21L003M,NWIS,1,8,52.48656,,,171.60240000000002,165.6300048828125,145.6300048828125,125.6300048828125,95.6300048828125,1,1,1
97,HO_97,389812N1230889W001,DWR,30,3,2.1731316363636366,25.77084,31.528512,164.015928,160.32000732421875,150.32000732421875,47.32000732421875,-2.67999267578125,1,1,1
98,HO_98,014N012W23G001M,NWIS,2,6,5.725668000000001,,12.192,161.2392,158.7100067138672,138.7100067138672,118.71000671386719,68.71000671386719,1,1,1
99,HO_99,014N012W14F001M,NWIS,2,3,8.48868,12.192,18.288,170.99280000000002,173.0800018310547,143.0800018310547,123.08000183105469,93.08000183105469,1,1,1
100,HO_100,015N012W35D003M,NWIS,2,6,3.79476,,41.148,199.9488,194.16000366210938,184.16000366210938,21.2600040435791,-28.7399959564209,1,1,1
101,HO_101,014N012W09A002M,NWIS,1,7,7.763256,,30.48,167.94480000000001,166.50999450683594,146.50999450683594,61.20999526977539,11.209994316101074,1,1,1
102,HO_102,014N012W09A003M,NWIS,1,2,5.308092,,30.7848,168.24960000000002,166.50999450683594,146.50999450683594,61.20999526977539,11.209994316101074,1,1,1
103,HO_103,015N012W21C001M,NWIS,1,6,5.188712,4.572,10.972800000000001,181.35600000000002,180.8000030517578,160.8000030517578,113.60000610351562,63.60000228881836,1,1,1
104,HO_104,391031N1231649W001,DWR,3,10,7.500620000000001,9.144,32.004000000000005,178.914552,180.0399932861328,170.0399932861328,58.739994049072266,8.73999309539795,1,1,1
105,HO_105,391046N1231647W001,DWR,2,4,9.7816416,9.144,30.48,179.277264,180.0399932861328,170.0399932861328,58.739994049072266,8.73999309539795,1,1,1
106,HO_106,391086N1231710W001,DWR,2,4,8.580119999999999,9.144,32.6136,175.723296,175.8800048828125,155.8800048828125,-22.019994735717773,-72.0199966430664,1,1,1
107,HO_107,391096N1231677W001,DWR,50,10,7.678124651162791,6.096,33.8328,177.64353599999998,178.00999450683594,158.00999450683594,15.109994888305664,-34.89000701904297,1,1,1
108,HO_108,391225N1231852W001,DWR,2,4,4.809744,9.144,18.288,176.381664,176.30999755859375,156.30999755859375,-0.49000245332717896,-50.4900016784668,1,1,1
109,HO_109,391246N1231827W001,DWR,2,4,4.7810928,9.144,24.384,177.186336,177.39999389648438,147.39999389648438,60.79999542236328,10.799993515014648,1,1,1
110,HO_110,391252N1231822W001,DWR,3,10,5.876798,9.144,32.004000000000005,177.122328,177.39999389648438,147.39999389648438,60.79999542236328,10.799993515014648,1,1,1
111,HO_111,391304N1231929W001,DWR,1,4,5.734050000000001,9.144,60.96,177.475896,176.94000244140625,146.94000244140625,1.6400024890899658,-48.3599967956543,1,1,1
112,HO_112,391334N1231885W001,DWR,2,4,5.8289952000000005,12.192,36.576,177.77460000000002,177.47999572753906,147.47999572753906,51.37999725341797,1.3799957036972046,1,1,1
113,HO_113,391409N1231982W001,DWR,3,4,13.601700000000001,10.668000000000001,16.764,182.77332,182.86000061035156,152.87318420410156,15.360000610351562,-34.63999938964844,1,1,1
114,HO_114,391322N1231929W001,CASGEM,4,10,4.358857714285715,6.096,18.288,177.47284800000003,177.36000061035156,147.36000061035156,19.860000610351562,-30.139999389648438,1,1,1
115,HO_115,013N011W15B002M,NWIS,2,2,0.733044,,2.4384,249.3264,246.25999450683594,246.25999450683594,246.25999450683594,196.25999450683594,0,0,1
116,HO_116,013N011W15B004M,NWIS,19,7,7.203707368421054,24.384,36.576,244.7544,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1
117,HO_117,013N011W15B003M,NWIS,21,7,6.069729142857144,24.384,67.056,251.45999999999998,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1
118,HO_118,013N011W15C002M,NWIS,2,4,11.399519999999999,,14.325600000000001,245.0592,229.44000244140625,229.44000244140625,221.3493194580078,171.3493194580078,0,1,1
119,HO_119,013N011W15C001M,NWIS,2,4,6.894576000000001,,29.260800000000003,246.2784,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1
120,HO_120,013N011W09E1M,NWIS,5,4,1.3691616000000002,,,251.7648,251.92999267578125,251.92999267578125,244.72999572753906,201.92999267578125,0,1,1
121,HO_121,013N011W08B1M,NWIS,7,4,3.9563040000000007,,15.24,241.7064,235.89999389648438,235.89999389648438,228.6999969482422,178.6999969482422,0,1,1
122,HO_122,016N012W15B001M,NWIS,3,1,7.20852,7.010400000000001,13.1064,322.7832,318.44000244140625,318.44000244140625,144.33999633789062,94.34000396728516,0,1,1
123,HO_123,016N012W15B002M,NWIS,3,9,56.534304,60.0456,63.0936,318.516,285.67999267578125,285.67999267578125,87.87998962402344,37.8799934387207,0,1,1
124,HO_124,016N012W03C001M,NWIS,8,11,13.885926000000001,,60.96,280.1112,271.7099914550781,271.7099914550781,271.7099914550781,221.70999145507812,0,0,1
125,HO_125,016N012W15C001M,NWIS,9,2,14.618546666666665,,18.5928,288.3408,290.2799987792969,290.2799987792969,82.27999877929688,32.279998779296875,0,1,1
126,HO_126,016N012W04K001M,NWIS,3,4,2.900389714285715,,24.384,238.96319999999997,237.52999877929688,217.52999877929688,46.62999725341797,-3.3700013160705566,1,1,1
127,HO_127,016N012W09Q001M,NWIS,7,2,2.4788948571428575,,19.5072,225.24720000000002,230.75999450683594,230.75999450683594,45.75999450683594,-4.2400054931640625,0,1,1
128,HO_128,016N012W16C001M,NWIS,2,6,37.269420000000004,,117.348,218.84640000000002,220.92999267578125,200.92999267578125,33.2299919128418,-16.770008087158203,1,1,1
129,HO_129,017N012W33G001M,NWIS,2,7,5.670804,,24.384,251.1552,244.77000427246094,229.89768981933594,203.6699981689453,153.6699981689453,1,1,1
130,HO_130,016N012W16N002M,NWIS,11,10,13.055237142857141,28.651200000000003,59.1312,207.87360000000004,208.60000610351562,188.60000610351562,10.100006103515625,-39.899993896484375,1,1,1
131,HO_131,016N012W04D001M,NWIS,8,11,9.962388,,36.576,238.9632,231.17999267578125,191.99537658691406,83.17999267578125,33.17999267578125,1,1,1
132,HO_132,016N012W09E001M,NWIS,3,1,6.015010285714287,,16.154400000000003,214.88400000000001,216.8000030517578,196.8000030517578,21.40000343322754,-28.59999656677246,1,1,1
133,HO_133,017N012W28M001M,NWIS,11,10,3.82205947826087,,9.7536,243.53520000000003,239.83999633789062,190.33999633789062,170.33999633789062,140.33999633789062,1,1,1
134,HO_134,017N012W28M002M,NWIS,7,11,3.1008320000000005,,22.250400000000003,242.6208,239.83999633789062,190.33999633789062,170.33999633789062,140.33999633789062,1,1,1
135,HO_135,016N012W16E001M,NWIS,3,1,15.296605714285716,21.336000000000002,23.7744,226.77120000000008,208.55999755859375,188.55999755859375,-11.44000244140625,-61.44000244140625,1,1,1
136,HO_136,016N012W04M001M,NWIS,7,11,4.481430857142857,,18.288,220.67520000000007,220.52000427246094,190.52000427246094,42.420005798339844,-7.579995632171631,1,1,1
137,HO_137,017N012W28N002M,NWIS,7,2,6.475693714285716,,22.250400000000003,242.316,236.99000549316406,197.69000244140625,177.69000244140625,147.69000244140625,1,1,1
138,HO_138,016N012W08A001M,NWIS,3,3,21.089721599999997,,81.3816,241.70639999999997,214.47000122070312,184.47000122070312,-5.529998779296875,-55.529998779296875,1,1,1
139,HO_139,016N012W17B001M,NWIS,3,1,4.953,9.4488,15.5448,244.1448,243.64999389648438,233.64999389648438,23.649993896484375,-26.350006103515625,1,1,1
140,HO_140,016N012W17B002M,NWIS,3,1,3.626612,,13.1064,241.7064,243.64999389648438,233.64999389648438,23.649993896484375,-26.350006103515625,1,1,1
141,HO_141,017N012W32C001M,NWIS,7,2,2.8664262857142857,,25.2984,246.27839999999998,245.89999389648438,216.5,196.5,166.5,1,1,1
142,HO_142,017N012W29E001M,NWIS,1,9,28.163520000000002,,48.768,244.7544,244.36000061035156,230.36000061035156,210.36000061035156,180.36000061035156,1,1,1
143,HO_143,017N012W20E001M,NWIS,3,1,8.648192,,28.956000000000003,248.7168,244.33999633789062,224.33999633789062,204.33999633789062,174.33999633789062,1,1,1
144,HO_144,016N012W08N002M,NWIS,7,2,33.308979428571426,44.500800000000005,62.7888,253.2888,219.74000549316406,178.78797912597656,-0.2599945068359375,-50.25999450683594,1,1,1
145,HO_145,016N012W08N001M,NWIS,7,2,14.516753142857144,,20.7264,249.93599999999998,219.74000549316406,178.78797912597656,-0.2599945068359375,-50.25999450683594,1,1,1
146,HO_146,017N012W18J001M,NWIS,6,2,2.6471880000000003,,91.44,264.2616,257.69000244140625,237.69000244140625,217.69000244140625,187.69000244140625,1,1,1
147,HO_147,017N012W30H001M,NWIS,8,11,4.656963,,46.3296,263.3472,261.95001220703125,261.95001220703125,261.95001220703125,211.95001220703125,0,0,1
148,HO_148,016N012W07A002M,NWIS,2,1,8.987028,14.630400000000002,23.4696,227.99040000000002,229.92999267578125,209.92999267578125,17.029993057250977,-32.970008850097656,1,1,1
149,HO_149,016N012W07A001M,NWIS,4,1,8.827770000000001,24.0792,47.8536,227.07600000000002,224.05999755859375,204.05999755859375,39.159996032714844,-10.840002059936523,1,1,1
150,HO_150,016N012W06G001M,NWIS,4,2,1.969008,,6.88848,250.2408,250.07000732421875,230.07000732421875,210.07000732421875,180.07000732421875,1,1,1
151,HO_151,016N012W06G002M,NWIS,3,3,1.353312,,35.3568,252.0696,254.08999633789062,234.08999633789062,214.08999633789062,184.08999633789062,1,1,1
152,HO_152,391730N1232108W001,DWR,48,10,7.015797500000001,,18.8976,196.79412,198.57000732421875,124.01406860351562,-21.42999267578125,-71.42999267578125,1,1,1
153,HO_153,391860N1232039W001,DWR,4,4,6.317633142857143,6.096,13.716000000000001,190.673736,191.64999389648438,171.64999389648438,-28.350006103515625,-78.35000610351562,1,1,1
154,HO_154,391918N1232003W001,DWR,3,10,10.756392,39.624,45.72,190.887096,187.9499969482422,167.9499969482422,-32.05000305175781,-82.05000305175781,1,1,1
155,HO_155,391918N1232003W002,DWR,3,10,13.034518,60.96,67.056,190.887096,187.9499969482422,167.9499969482422,-32.05000305175781,-82.05000305175781,1,1,1
156,HO_156,391918N1232003W003,DWR,3,10,13.342366,106.68,112.77600000000001,190.887096,187.9499969482422,167.9499969482422,-32.05000305175781,-82.05000305175781,1,1,1
157,HO_157,391918N1232003W004,DWR,3,10,13.650722,143.256,149.352,190.887096,187.9499969482422,167.9499969482422,-32.05000305175781,-82.05000305175781,1,1,1
158,HO_158,392455N1231977W001,DWR,3,10,13.827556800000002,24.384,27.432000000000002,215.44483200000005,212.19000244140625,192.19000244140625,21.390003204345703,-28.609996795654297,1,1,1
159,HO_159,392455N1231977W002,DWR,3,10,27.8386032,57.912000000000006,60.96,215.44483200000005,212.19000244140625,192.19000244140625,21.390003204345703,-28.609996795654297,1,1,1
160,HO_160,392455N1231977W003,DWR,3,4,18.454116000000003,85.34400000000001,103.632,215.44483200000005,212.19000244140625,192.19000244140625,21.390003204345703,-28.609996795654297,1,1,1
