MOD_Name,TSDate,TSValue
LMendocino,1932-08-11,44281.0
LMendocino,1932-08-12,44084.0
LMendocino,1932-08-13,43889.0
LMendocino,1932-08-14,43701.0
LMendocino,1932-08-15,43511.0
LMendocino,1932-08-16,43328.0
LMendocino,1932-08-17,43134.0
LMendocino,1932-08-18,42949.0
LMendocino,1932-08-19,42765.0
LMendocino,1932-08-20,42580.0
LMendocino,1932-08-21,42392.0
LMendocino,1932-08-22,42199.0
LMendocino,1932-08-23,42032.0
LMendocino,1932-08-24,41859.0
LMendocino,1932-08-25,41680.0
LMendocino,1932-08-26,41489.0
LMendocino,1932-08-27,41298.0
LMendocino,1932-08-28,41097.0
LMendocino,1932-08-29,40872.0
LMendocino,1932-08-30,40655.0
LMendocino,1932-08-31,40448.0
LMendocino,1932-09-01,40236.0
LMendocino,1932-09-02,40029.0
LMendocino,1932-09-03,39807.0
LMendocino,1932-09-04,39603.0
LMendocino,1932-09-05,39416.0
LMendocino,1932-09-06,39229.0
LMendocino,1932-09-07,39035.0
LMendocino,1932-09-08,38842.0
LMendocino,1932-09-09,38645.0
LMendocino,1932-09-10,38459.0
LMendocino,1932-09-11,38276.0
LMendocino,1932-09-12,38099.0
LMendocino,1932-09-13,37936.0
LMendocino,1932-09-14,37787.0
LMendocino,1932-09-15,37628.0
LMendocino,1932-09-16,37461.0
LMendocino,1932-09-17,37216.0
LMendocino,1932-09-18,36956.0
LMendocino,1932-09-19,36692.0
LMendocino,1932-09-20,36445.0
LMendocino,1932-09-21,36196.0
LMendocino,1932-09-22,35960.0
LMendocino,1932-09-23,35746.0
LMendocino,1932-09-24,35530.0
LMendocino,1932-09-25,35308.0
LMendocino,1932-09-26,35074.0
LMendocino,1932-09-27,34850.0
LMendocino,1932-09-28,34627.0
LMendocino,1932-09-29,34420.0
LMendocino,1932-09-30,34230.0
LMendocino,1932-10-01,34039.0
LMendocino,1932-10-02,33884.0
LMendocino,1932-10-03,33739.0
LMendocino,1932-10-04,33601.0
LMendocino,1932-10-05,33478.0
LMendocino,1932-10-06,33342.0
LMendocino,1932-10-07,33196.0
LMendocino,1932-10-08,33052.0
LMendocino,1932-10-09,32879.0
LMendocino,1932-10-10,32707.0
LMendocino,1932-10-11,32538.0
LMendocino,1932-10-12,32388.0
LMendocino,1932-10-13,32261.0
LMendocino,1932-10-14,32130.0
LMendocino,1932-10-15,32006.0
LMendocino,1932-10-16,31879.0
LMendocino,1932-10-17,31689.0
LMendocino,1932-10-18,31472.0
LMendocino,1932-10-19,31246.0
LMendocino,1932-10-20,31042.0
LMendocino,1932-10-21,30836.0
LMendocino,1932-10-22,30617.0
LMendocino,1932-10-23,30405.0
LMendocino,1932-10-24,30200.0
LMendocino,1932-10-25,29971.0
LMendocino,1932-10-26,29742.0
LMendocino,1932-10-27,29541.0
LMendocino,1932-10-28,29328.0
LMendocino,1932-10-29,29131.0
LMendocino,1932-10-30,28951.0
LMendocino,1932-10-31,28778.0
LMendocino,1932-11-01,28629.0
LMendocino,1932-11-02,28520.0
LMendocino,1932-11-03,28421.0
LMendocino,1932-11-04,28317.0
LMendocino,1932-11-05,28256.0
LMendocino,1932-11-06,28193.0
LMendocino,1932-11-07,28126.0
LMendocino,1932-11-08,28051.0
LMendocino,1932-11-09,27970.0
LMendocino,1932-11-10,27883.0
LMendocino,1932-11-11,27796.0
LMendocino,1932-11-12,27705.0
LMendocino,1932-11-13,27617.0
LMendocino,1932-11-14,27526.0
LMendocino,1932-11-15,27428.0
LMendocino,1932-11-16,27325.0
LMendocino,1932-11-17,27222.0
LMendocino,1932-11-18,27118.0
LMendocino,1932-11-19,27013.0
LMendocino,1932-11-20,26904.0
LMendocino,1932-11-21,26795.0
LMendocino,1932-11-22,26686.0
LMendocino,1932-11-23,26577.0
LMendocino,1932-11-24,26467.0
LMendocino,1932-11-25,26358.0
LMendocino,1932-11-26,26249.0
LMendocino,1932-11-27,26144.0
LMendocino,1932-11-28,26083.0
LMendocino,1932-11-29,26050.0
LMendocino,1932-11-30,26148.0
LMendocino,1932-12-01,26137.0
LMendocino,1932-12-02,26105.0
LMendocino,1932-12-03,26078.0
LMendocino,1932-12-04,26047.0
LMendocino,1932-12-05,26001.0
LMendocino,1932-12-06,25958.0
LMendocino,1932-12-07,25911.0
LMendocino,1932-12-08,25855.0
LMendocino,1932-12-09,25792.0
LMendocino,1932-12-10,25723.0
LMendocino,1932-12-11,25654.0
LMendocino,1932-12-12,25583.0
LMendocino,1932-12-13,25508.0
LMendocino,1932-12-14,25431.0
LMendocino,1932-12-15,25353.0
LMendocino,1932-12-16,25275.0
LMendocino,1932-12-17,25242.0
LMendocino,1932-12-18,25209.0
LMendocino,1932-12-19,25280.0
LMendocino,1932-12-20,26036.0
LMendocino,1932-12-21,26163.0
LMendocino,1932-12-22,26407.0
LMendocino,1932-12-23,26556.0
LMendocino,1932-12-24,27849.0
LMendocino,1932-12-25,28067.0
LMendocino,1932-12-26,28190.0
LMendocino,1932-12-27,28272.0
LMendocino,1932-12-28,28369.0
LMendocino,1932-12-29,28474.0
LMendocino,1932-12-30,28607.0
LMendocino,1932-12-31,28716.0
LMendocino,1933-01-01,28678.0
LMendocino,1933-01-02,28618.0
LMendocino,1933-01-03,28552.0
LMendocino,1933-01-04,28841.0
LMendocino,1933-01-05,28969.0
LMendocino,1933-01-06,29012.0
LMendocino,1933-01-07,29007.0
LMendocino,1933-01-08,28953.0
LMendocino,1933-01-09,28862.0
LMendocino,1933-01-10,28788.0
LMendocino,1933-01-11,28708.0
LMendocino,1933-01-12,28622.0
LMendocino,1933-01-13,28538.0
LMendocino,1933-01-14,28443.0
LMendocino,1933-01-15,28337.0
LMendocino,1933-01-16,28229.0
LMendocino,1933-01-17,28120.0
LMendocino,1933-01-18,27994.0
LMendocino,1933-01-19,28239.0
LMendocino,1933-01-20,28467.0
LMendocino,1933-01-21,28640.0
LMendocino,1933-01-22,29026.0
LMendocino,1933-01-23,29394.0
LMendocino,1933-01-24,30106.0
LMendocino,1933-01-25,32053.0
LMendocino,1933-01-26,33442.0
LMendocino,1933-01-27,35360.0
LMendocino,1933-01-28,39199.0
LMendocino,1933-01-29,40883.0
LMendocino,1933-01-30,42672.0
LMendocino,1933-01-31,43627.0
LMendocino,1933-02-01,44656.0
LMendocino,1933-02-02,45257.0
LMendocino,1933-02-03,45712.0
LMendocino,1933-02-04,46087.0
LMendocino,1933-02-05,46438.0
LMendocino,1933-02-06,46755.0
LMendocino,1933-02-07,47112.0
LMendocino,1933-02-08,47440.0
LMendocino,1933-02-09,47719.0
LMendocino,1933-02-10,47955.0
LMendocino,1933-02-11,48193.0
LMendocino,1933-02-12,48949.0
LMendocino,1933-02-13,49478.0
LMendocino,1933-02-14,50363.0
LMendocino,1933-02-15,50811.0
LMendocino,1933-02-16,51111.0
LMendocino,1933-02-17,51374.0
LMendocino,1933-02-18,51592.0
LMendocino,1933-02-19,51783.0
LMendocino,1933-02-20,51969.0
LMendocino,1933-02-21,52144.0
LMendocino,1933-02-22,52320.0
LMendocino,1933-02-23,52484.0
LMendocino,1933-02-24,52647.0
LMendocino,1933-02-25,52792.0
LMendocino,1933-02-26,52932.0
LMendocino,1933-02-27,53075.0
LMendocino,1933-02-28,53216.0
LMendocino,1933-03-01,53355.0
LMendocino,1933-03-02,53492.0
LMendocino,1933-03-03,53666.0
LMendocino,1933-03-04,53807.0
LMendocino,1933-03-05,53931.0
LMendocino,1933-03-06,54049.0
LMendocino,1933-03-07,54165.0
LMendocino,1933-03-08,54281.0
LMendocino,1933-03-09,54404.0
LMendocino,1933-03-10,54516.0
LMendocino,1933-03-11,54626.0
LMendocino,1933-03-12,54819.0
LMendocino,1933-03-13,57930.0
LMendocino,1933-03-14,58680.0
LMendocino,1933-03-15,59024.0
LMendocino,1933-03-16,59318.0
LMendocino,1933-03-17,60694.0
LMendocino,1933-03-18,61601.0
LMendocino,1933-03-19,62228.0
LMendocino,1933-03-20,62750.0
LMendocino,1933-03-21,63169.0
LMendocino,1933-03-22,63602.0
LMendocino,1933-03-23,63995.0
LMendocino,1933-03-24,64196.0
LMendocino,1933-03-25,64395.0
LMendocino,1933-03-26,64655.0
LMendocino,1933-03-27,64852.0
LMendocino,1933-03-28,66344.0
LMendocino,1933-03-29,66977.0
LMendocino,1933-03-30,67400.0
LMendocino,1933-03-31,67686.0
LMendocino,1933-04-01,67910.0
LMendocino,1933-04-02,68026.0
LMendocino,1933-04-03,68176.0
LMendocino,1933-04-04,68295.0
LMendocino,1933-04-05,68379.0
LMendocino,1933-04-06,68424.0
LMendocino,1933-04-07,68431.0
LMendocino,1933-04-08,68398.0
LMendocino,1933-04-09,68372.0
LMendocino,1933-04-10,68349.0
LMendocino,1933-04-11,68316.0
LMendocino,1933-04-12,68279.0
LMendocino,1933-04-13,68217.0
LMendocino,1933-04-14,68140.0
LMendocino,1933-04-15,68079.0
LMendocino,1933-04-16,68078.0
LMendocino,1933-04-17,68061.0
LMendocino,1933-04-18,68004.0
LMendocino,1933-04-19,67949.0
LMendocino,1933-04-20,67902.0
LMendocino,1933-04-21,67883.0
LMendocino,1933-04-22,67872.0
LMendocino,1933-04-23,67843.0
LMendocino,1933-04-24,67783.0
LMendocino,1933-04-25,67712.0
LMendocino,1933-04-26,67637.0
LMendocino,1933-04-27,67563.0
LMendocino,1933-04-28,67502.0
LMendocino,1933-04-29,67451.0
LMendocino,1933-04-30,67379.0
LMendocino,1933-05-01,67261.0
LMendocino,1933-05-02,67147.0
LMendocino,1933-05-03,67036.0
LMendocino,1933-05-04,66917.0
LMendocino,1933-05-05,66788.0
LMendocino,1933-05-06,66663.0
LMendocino,1933-05-07,66563.0
LMendocino,1933-05-08,66765.0
LMendocino,1933-05-09,66702.0
LMendocino,1933-05-10,66600.0
LMendocino,1933-05-11,66509.0
LMendocino,1933-05-12,66394.0
LMendocino,1933-05-13,66284.0
LMendocino,1933-05-14,66180.0
LMendocino,1933-05-15,66052.0
LMendocino,1933-05-16,66017.0
LMendocino,1933-05-17,66002.0
LMendocino,1933-05-18,65970.0
LMendocino,1933-05-19,65923.0
LMendocino,1933-05-20,65870.0
LMendocino,1933-05-21,65826.0
LMendocino,1933-05-22,65785.0
LMendocino,1933-05-23,65734.0
LMendocino,1933-05-24,65685.0
LMendocino,1933-05-25,65627.0
LMendocino,1933-05-26,65558.0
LMendocino,1933-05-27,65490.0
LMendocino,1933-05-28,65421.0
LMendocino,1933-05-29,65347.0
LMendocino,1933-05-30,65273.0
LMendocino,1933-05-31,65188.0
LMendocino,1933-06-01,65093.0
LMendocino,1933-06-02,65076.0
LMendocino,1933-06-03,65056.0
LMendocino,1933-06-04,65019.0
LMendocino,1933-06-05,64968.0
LMendocino,1933-06-06,64918.0
LMendocino,1933-06-07,64857.0
LMendocino,1933-06-08,64781.0
LMendocino,1933-06-09,64702.0
LMendocino,1933-06-10,64606.0
LMendocino,1933-06-11,64495.0
LMendocino,1933-06-12,64380.0
LMendocino,1933-06-13,64249.0
LMendocino,1933-06-14,64119.0
LMendocino,1933-06-15,63984.0
LMendocino,1933-06-16,63832.0
LMendocino,1933-06-17,63685.0
LMendocino,1933-06-18,63526.0
LMendocino,1933-06-19,63381.0
LMendocino,1933-06-20,63216.0
LMendocino,1933-06-21,63047.0
LMendocino,1933-06-22,62850.0
LMendocino,1933-06-23,62646.0
LMendocino,1933-06-24,62429.0
LMendocino,1933-06-25,62226.0
LMendocino,1933-06-26,62019.0
LMendocino,1933-06-27,61794.0
LMendocino,1933-06-28,61555.0
LMendocino,1933-06-29,61310.0
LMendocino,1933-06-30,61076.0
LMendocino,1933-07-01,60844.0
LMendocino,1933-07-02,60612.0
LMendocino,1933-07-03,60370.0
LMendocino,1933-07-04,60106.0
LMendocino,1933-07-05,59850.0
LMendocino,1933-07-06,59603.0
LMendocino,1933-07-07,59321.0
LMendocino,1933-07-08,59036.0
LMendocino,1933-07-09,58740.0
LMendocino,1933-07-10,58429.0
LMendocino,1933-07-11,58099.0
LMendocino,1933-07-12,57781.0
LMendocino,1933-07-13,57468.0
LMendocino,1933-07-14,57143.0
LMendocino,1933-07-15,56823.0
LMendocino,1933-07-16,56544.0
LMendocino,1933-07-17,56255.0
LMendocino,1933-07-18,55954.0
LMendocino,1933-07-19,55675.0
LMendocino,1933-07-20,55387.0
LMendocino,1933-07-21,55096.0
LMendocino,1933-07-22,54796.0
LMendocino,1933-07-23,54491.0
LMendocino,1933-07-24,54203.0
LMendocino,1933-07-25,53916.0
LMendocino,1933-07-26,53612.0
LMendocino,1933-07-27,53308.0
LMendocino,1933-07-28,52998.0
LMendocino,1933-07-29,52718.0
LMendocino,1933-07-30,52446.0
LMendocino,1933-07-31,52183.0
LMendocino,1933-08-01,51910.0
LMendocino,1933-08-02,51606.0
LMendocino,1933-08-03,51298.0
LMendocino,1933-08-04,50993.0
LMendocino,1933-08-05,50698.0
LMendocino,1933-08-06,50399.0
LMendocino,1933-08-07,50099.0
LMendocino,1933-08-08,49793.0
LMendocino,1933-08-09,49487.0
LMendocino,1933-08-10,49171.0
LMendocino,1933-08-11,48836.0
LMendocino,1933-08-12,48494.0
LMendocino,1933-08-13,48152.0
LMendocino,1933-08-14,47817.0
LMendocino,1933-08-15,47482.0
LMendocino,1933-08-16,47152.0
LMendocino,1933-08-17,46812.0
LMendocino,1933-08-18,46481.0
LMendocino,1933-08-19,46150.0
LMendocino,1933-08-20,45820.0
LMendocino,1933-08-21,45484.0
LMendocino,1933-08-22,45143.0
LMendocino,1933-08-23,44828.0
LMendocino,1933-08-24,44505.0
LMendocino,1933-08-25,44174.0
LMendocino,1933-08-26,43834.0
LMendocino,1933-08-27,43492.0
LMendocino,1933-08-28,43141.0
LMendocino,1933-08-29,42769.0
LMendocino,1933-08-30,42404.0
LMendocino,1933-08-31,42049.0
LMendocino,1933-09-01,41687.0
LMendocino,1933-09-02,41328.0
LMendocino,1933-09-03,40956.0
LMendocino,1933-09-04,40598.0
LMendocino,1933-09-05,40256.0
LMendocino,1933-09-06,39913.0
LMendocino,1933-09-07,39561.0
LMendocino,1933-09-08,39214.0
LMendocino,1933-09-09,38863.0
LMendocino,1933-09-10,38526.0
LMendocino,1933-09-11,38189.0
LMendocino,1933-09-12,37863.0
LMendocino,1933-09-13,37591.0
LMendocino,1933-09-14,37333.0
LMendocino,1933-09-15,37065.0
LMendocino,1933-09-16,36789.0
LMendocino,1933-09-17,36511.0
LMendocino,1933-09-18,36219.0
LMendocino,1933-09-19,35924.0
LMendocino,1933-09-20,35643.0
LMendocino,1933-09-21,35361.0
LMendocino,1933-09-22,35092.0
LMendocino,1933-09-23,34849.0
LMendocino,1933-09-24,34600.0
LMendocino,1933-09-25,34349.0
LMendocino,1933-09-26,34090.0
LMendocino,1933-09-27,33838.0
LMendocino,1933-09-28,33589.0
LMendocino,1933-09-29,33354.0
LMendocino,1933-09-30,33136.0
LMendocino,1933-10-01,32918.0
LMendocino,1933-10-02,32735.0
LMendocino,1933-10-03,32562.0
LMendocino,1933-10-04,32401.0
LMendocino,1933-10-05,32255.0
LMendocino,1933-10-06,32099.0
LMendocino,1933-10-07,31933.0
LMendocino,1933-10-08,31768.0
LMendocino,1933-10-09,31575.0
LMendocino,1933-10-10,31384.0
LMendocino,1933-10-11,31199.0
LMendocino,1933-10-12,31035.0
LMendocino,1933-10-13,30894.0
LMendocino,1933-10-14,30748.0
LMendocino,1933-10-15,30612.0
LMendocino,1933-10-16,30470.0
LMendocino,1933-10-17,30355.0
LMendocino,1933-10-18,30218.0
LMendocino,1933-10-19,30069.0
LMendocino,1933-10-20,29941.0
LMendocino,1933-10-21,29963.0
LMendocino,1933-10-22,29977.0
LMendocino,1933-10-23,29994.0
LMendocino,1933-10-24,30019.0
LMendocino,1933-10-25,29873.0
LMendocino,1933-10-26,29766.0
LMendocino,1933-10-27,29681.0
LMendocino,1933-10-28,29584.0
LMendocino,1933-10-29,29521.0
LMendocino,1933-10-30,29650.0
LMendocino,1933-10-31,29877.0
LMendocino,1933-11-01,30074.0
LMendocino,1933-11-02,30110.0
LMendocino,1933-11-03,30123.0
LMendocino,1933-11-04,30124.0
LMendocino,1933-11-05,30129.0
LMendocino,1933-11-06,30140.0
LMendocino,1933-11-07,30133.0
LMendocino,1933-11-08,30052.0
LMendocino,1933-11-09,29975.0
LMendocino,1933-11-10,30049.0
LMendocino,1933-11-11,29983.0
LMendocino,1933-11-12,30052.0
LMendocino,1933-11-13,29968.0
LMendocino,1933-11-14,30030.0
LMendocino,1933-11-15,29942.0
LMendocino,1933-11-16,29984.0
LMendocino,1933-11-17,29944.0
LMendocino,1933-11-18,29903.0
LMendocino,1933-11-19,29857.0
LMendocino,1933-11-20,29810.0
LMendocino,1933-11-21,29756.0
LMendocino,1933-11-22,29699.0
LMendocino,1933-11-23,29633.0
LMendocino,1933-11-24,29564.0
LMendocino,1933-11-25,29493.0
LMendocino,1933-11-26,29418.0
LMendocino,1933-11-27,29342.0
LMendocino,1933-11-28,29265.0
LMendocino,1933-11-29,29186.0
LMendocino,1933-11-30,29107.0
LMendocino,1933-12-01,29024.0
LMendocino,1933-12-02,28952.0
LMendocino,1933-12-03,28907.0
LMendocino,1933-12-04,28855.0
LMendocino,1933-12-05,28796.0
LMendocino,1933-12-06,28721.0
LMendocino,1933-12-07,28664.0
LMendocino,1933-12-08,28717.0
LMendocino,1933-12-09,28702.0
LMendocino,1933-12-10,28640.0
LMendocino,1933-12-11,28573.0
LMendocino,1933-12-12,28781.0
LMendocino,1933-12-13,31228.0
LMendocino,1933-12-14,33042.0
LMendocino,1933-12-15,33675.0
LMendocino,1933-12-16,34386.0
LMendocino,1933-12-17,34784.0
LMendocino,1933-12-18,35167.0
LMendocino,1933-12-19,35523.0
LMendocino,1933-12-20,36314.0
LMendocino,1933-12-21,36792.0
LMendocino,1933-12-22,37186.0
LMendocino,1933-12-23,37548.0
LMendocino,1933-12-24,37908.0
LMendocino,1933-12-25,38217.0
LMendocino,1933-12-26,38502.0
LMendocino,1933-12-27,38807.0
LMendocino,1933-12-28,39038.0
LMendocino,1933-12-29,39486.0
LMendocino,1933-12-30,42389.0
LMendocino,1933-12-31,43861.0
LMendocino,1934-01-01,44781.0
LMendocino,1934-01-02,46528.0
LMendocino,1934-01-03,47237.0
LMendocino,1934-01-04,47881.0
LMendocino,1934-01-05,48362.0
LMendocino,1934-01-06,48792.0
LMendocino,1934-01-07,49209.0
LMendocino,1934-01-08,49596.0
LMendocino,1934-01-09,49935.0
LMendocino,1934-01-10,50241.0
LMendocino,1934-01-11,50563.0
LMendocino,1934-01-12,50935.0
LMendocino,1934-01-13,51302.0
LMendocino,1934-01-14,51624.0
LMendocino,1934-01-15,52293.0
LMendocino,1934-01-16,52638.0
LMendocino,1934-01-17,52925.0
LMendocino,1934-01-18,53167.0
LMendocino,1934-01-19,53418.0
LMendocino,1934-01-20,53753.0
LMendocino,1934-01-21,54132.0
LMendocino,1934-01-22,54404.0
LMendocino,1934-01-23,54649.0
LMendocino,1934-01-24,54909.0
LMendocino,1934-01-25,55179.0
LMendocino,1934-01-26,55390.0
LMendocino,1934-01-27,55609.0
LMendocino,1934-01-28,55810.0
LMendocino,1934-01-29,55989.0
LMendocino,1934-01-30,56146.0
LMendocino,1934-01-31,56299.0
LMendocino,1934-02-01,56434.0
LMendocino,1934-02-02,56584.0
LMendocino,1934-02-03,56742.0
LMendocino,1934-02-04,56899.0
LMendocino,1934-02-05,57062.0
LMendocino,1934-02-06,57229.0
LMendocino,1934-02-07,57456.0
LMendocino,1934-02-08,58046.0
LMendocino,1934-02-09,58574.0
LMendocino,1934-02-10,59127.0
LMendocino,1934-02-11,59658.0
LMendocino,1934-02-12,60213.0
LMendocino,1934-02-13,60697.0
LMendocino,1934-02-14,61171.0
LMendocino,1934-02-15,61623.0
LMendocino,1934-02-16,62346.0
LMendocino,1934-02-17,63651.0
LMendocino,1934-02-18,64287.0
LMendocino,1934-02-19,64824.0
LMendocino,1934-02-20,66381.0
LMendocino,1934-02-21,67156.0
LMendocino,1934-02-22,67763.0
LMendocino,1934-02-23,68365.0
LMendocino,1934-02-24,68409.0
LMendocino,1934-02-25,68409.0
LMendocino,1934-02-26,68409.0
LMendocino,1934-02-27,68409.0
LMendocino,1934-02-28,68409.0
LMendocino,1934-03-01,68409.0
LMendocino,1934-03-02,68987.0
LMendocino,1934-03-03,69567.0
LMendocino,1934-03-04,70099.0
LMendocino,1934-03-05,70639.0
LMendocino,1934-03-06,70933.0
LMendocino,1934-03-07,71215.0
LMendocino,1934-03-08,71449.0
LMendocino,1934-03-09,71668.0
LMendocino,1934-03-10,71850.0
LMendocino,1934-03-11,71980.0
LMendocino,1934-03-12,72050.0
LMendocino,1934-03-13,72126.0
LMendocino,1934-03-14,72197.0
LMendocino,1934-03-15,72267.0
LMendocino,1934-03-16,72337.0
LMendocino,1934-03-17,72383.0
LMendocino,1934-03-18,72402.0
LMendocino,1934-03-19,72401.0
LMendocino,1934-03-20,72392.0
LMendocino,1934-03-21,72392.0
LMendocino,1934-03-22,72441.0
LMendocino,1934-03-23,72467.0
LMendocino,1934-03-24,72480.0
LMendocino,1934-03-25,72463.0
LMendocino,1934-03-26,72438.0
LMendocino,1934-03-27,72387.0
LMendocino,1934-03-28,72509.0
LMendocino,1934-03-29,72838.0
LMendocino,1934-03-30,73025.0
LMendocino,1934-03-31,73151.0
LMendocino,1934-04-01,73263.0
LMendocino,1934-04-02,73307.0
LMendocino,1934-04-03,73311.0
LMendocino,1934-04-04,73250.0
LMendocino,1934-04-05,73213.0
LMendocino,1934-04-06,73192.0
LMendocino,1934-04-07,73173.0
LMendocino,1934-04-08,73136.0
LMendocino,1934-04-09,73047.0
LMendocino,1934-04-10,72939.0
LMendocino,1934-04-11,72826.0
LMendocino,1934-04-12,72718.0
LMendocino,1934-04-13,72562.0
LMendocino,1934-04-14,72398.0
LMendocino,1934-04-15,72224.0
LMendocino,1934-04-16,72141.0
LMendocino,1934-04-17,72062.0
LMendocino,1934-04-18,72011.0
LMendocino,1934-04-19,71953.0
LMendocino,1934-04-20,71876.0
LMendocino,1934-04-21,71783.0
LMendocino,1934-04-22,71677.0
LMendocino,1934-04-23,71549.0
LMendocino,1934-04-24,71432.0
LMendocino,1934-04-25,71304.0
LMendocino,1934-04-26,71166.0
LMendocino,1934-04-27,71030.0
LMendocino,1934-04-28,70895.0
LMendocino,1934-04-29,70767.0
LMendocino,1934-04-30,70635.0
LMendocino,1934-05-01,70503.0
LMendocino,1934-05-02,70397.0
LMendocino,1934-05-03,70262.0
LMendocino,1934-05-04,70109.0
LMendocino,1934-05-05,69954.0
LMendocino,1934-05-06,69801.0
LMendocino,1934-05-07,69637.0
LMendocino,1934-05-08,69469.0
LMendocino,1934-05-09,69286.0
LMendocino,1934-05-10,69103.0
LMendocino,1934-05-11,68923.0
LMendocino,1934-05-12,68731.0
LMendocino,1934-05-13,68539.0
LMendocino,1934-05-14,68351.0
LMendocino,1934-05-15,68144.0
LMendocino,1934-05-16,68021.0
LMendocino,1934-05-17,67905.0
LMendocino,1934-05-18,67780.0
LMendocino,1934-05-19,67648.0
LMendocino,1934-05-20,67500.0
LMendocino,1934-05-21,67368.0
LMendocino,1934-05-22,67247.0
LMendocino,1934-05-23,67105.0
LMendocino,1934-05-24,66977.0
LMendocino,1934-05-25,66844.0
LMendocino,1934-05-26,66696.0
LMendocino,1934-05-27,66548.0
LMendocino,1934-05-28,66396.0
LMendocino,1934-05-29,66243.0
LMendocino,1934-05-30,66081.0
LMendocino,1934-05-31,65917.0
LMendocino,1934-06-01,65738.0
LMendocino,1934-06-02,65795.0
LMendocino,1934-06-03,65840.0
LMendocino,1934-06-04,65866.0
LMendocino,1934-06-05,65886.0
LMendocino,1934-06-06,65905.0
LMendocino,1934-06-07,65919.0
LMendocino,1934-06-08,65913.0
LMendocino,1934-06-09,65897.0
LMendocino,1934-06-10,65866.0
LMendocino,1934-06-11,65828.0
LMendocino,1934-06-12,65784.0
LMendocino,1934-06-13,65722.0
LMendocino,1934-06-14,65661.0
LMendocino,1934-06-15,65599.0
LMendocino,1934-06-16,65519.0
LMendocino,1934-06-17,65436.0
LMendocino,1934-06-18,65352.0
LMendocino,1934-06-19,65285.0
LMendocino,1934-06-20,65208.0
LMendocino,1934-06-21,65127.0
LMendocino,1934-06-22,65025.0
LMendocino,1934-06-23,64917.0
LMendocino,1934-06-24,64797.0
LMendocino,1934-06-25,64695.0
LMendocino,1934-06-26,64589.0
LMendocino,1934-06-27,64468.0
LMendocino,1934-06-28,64336.0
LMendocino,1934-06-29,64202.0
LMendocino,1934-06-30,64081.0
LMendocino,1934-07-01,63965.0
LMendocino,1934-07-02,63853.0
LMendocino,1934-07-03,63730.0
LMendocino,1934-07-04,63590.0
LMendocino,1934-07-05,63459.0
LMendocino,1934-07-06,63338.0
LMendocino,1934-07-07,63185.0
LMendocino,1934-07-08,63029.0
LMendocino,1934-07-09,62862.0
LMendocino,1934-07-10,62683.0
LMendocino,1934-07-11,62487.0
LMendocino,1934-07-12,62303.0
LMendocino,1934-07-13,62126.0
LMendocino,1934-07-14,61937.0
LMendocino,1934-07-15,61754.0
LMendocino,1934-07-16,61614.0
LMendocino,1934-07-17,61464.0
LMendocino,1934-07-18,61298.0
LMendocino,1934-07-19,61158.0
LMendocino,1934-07-20,61009.0
LMendocino,1934-07-21,60856.0
LMendocino,1934-07-22,60693.0
LMendocino,1934-07-23,60527.0
LMendocino,1934-07-24,60375.0
LMendocino,1934-07-25,60223.0
LMendocino,1934-07-26,60058.0
LMendocino,1934-07-27,59893.0
LMendocino,1934-07-28,59721.0
LMendocino,1934-07-29,59580.0
LMendocino,1934-07-30,59448.0
LMendocino,1934-07-31,59323.0
LMendocino,1934-08-01,59190.0
LMendocino,1934-08-02,59026.0
LMendocino,1934-08-03,58858.0
LMendocino,1934-08-04,58696.0
LMendocino,1934-08-05,58545.0
LMendocino,1934-08-06,58391.0
LMendocino,1934-08-07,58236.0
LMendocino,1934-08-08,58077.0
LMendocino,1934-08-09,57916.0
LMendocino,1934-08-10,57747.0
LMendocino,1934-08-11,57559.0
LMendocino,1934-08-12,57362.0
LMendocino,1934-08-13,57168.0
LMendocino,1934-08-14,56982.0
LMendocino,1934-08-15,56794.0
LMendocino,1934-08-16,56611.0
LMendocino,1934-08-17,56417.0
LMendocino,1934-08-18,56230.0
LMendocino,1934-08-19,56043.0
LMendocino,1934-08-20,55856.0
LMendocino,1934-08-21,55665.0
LMendocino,1934-08-22,55469.0
LMendocino,1934-08-23,55297.0
LMendocino,1934-08-24,55120.0
LMendocino,1934-08-25,54935.0
LMendocino,1934-08-26,54741.0
LMendocino,1934-08-27,54543.0
LMendocino,1934-08-28,54336.0
LMendocino,1934-08-29,54107.0
LMendocino,1934-08-30,53886.0
LMendocino,1934-08-31,53675.0
LMendocino,1934-09-01,53459.0
LMendocino,1934-09-02,53245.0
LMendocino,1934-09-03,53019.0
LMendocino,1934-09-04,52810.0
LMendocino,1934-09-05,52616.0
LMendocino,1934-09-06,52421.0
LMendocino,1934-09-07,52216.0
LMendocino,1934-09-08,52015.0
LMendocino,1934-09-09,51811.0
LMendocino,1934-09-10,51618.0
LMendocino,1934-09-11,51425.0
LMendocino,1934-09-12,51242.0
LMendocino,1934-09-13,51075.0
LMendocino,1934-09-14,50923.0
LMendocino,1934-09-15,50759.0
LMendocino,1934-09-16,50588.0
LMendocino,1934-09-17,50335.0
LMendocino,1934-09-18,50067.0
LMendocino,1934-09-19,49797.0
LMendocino,1934-09-20,49540.0
LMendocino,1934-09-21,49289.0
LMendocino,1934-09-22,49053.0
LMendocino,1934-09-23,48845.0
LMendocino,1934-09-24,48643.0
LMendocino,1934-09-25,48438.0
