obsnme,simval,obsval,weight,obgnme,comments
HO_0,247167744.0,60.7131004333,1.0,HEADS,#
HO_1,22521.390625,321.51519775400004,1.0,HEADS,#
HO_2,-6678.72119141,92.14749908450001,1.0,HEADS,#
HO_3,-115834608.0,43.8522987366,1.0,HEADS,#
HO_4,9106547.0,1.17550003529,1.0,HEADS,#
HO_5,1398005376.0,2.3805000782,1.0,HEADS,#
HO_6,-28433102.0,60.0546989441,1.0,HEADS,#
HO_7,225612000.0,190.309295654,1.0,HEADS,#
HO_8,-4649881.0,42.330600738499996,1.0,HEADS,#
HO_9,-2047114.375,52.0217018127,1.0,HEADS,#
HO_10,1889521.5,51.3138008118,1.0,HEADS,#
HO_11,22435060.0,26.0044002533,1.0,HEADS,#
HO_12,-45119924.0,15.5081996918,1.0,HEADS,#
HO_13,445019392.0,380.53979492199994,1.0,HEADS,#
HO_14,-59593864.0,14.0573997498,1.0,HEADS,#
HO_15,3613869.5,60.5152015686,1.0,HEADS,#
HO_16,-99845200.0,6.1166000366199995,1.0,HEADS,#
HO_17,-3490985.5,38.3134002686,1.0,HEADS,#
HO_18,39861892.0,38.8009986877,1.0,HEADS,#
HO_19,-5920937.5,27.7947006226,1.0,HEADS,#
HO_20,98206.96875,18.7147006989,1.0,HEADS,#
HO_21,1995892.375,5.3654999732999995,1.0,HEADS,#
HO_22,2632311.75,12.701899528499998,1.0,HEADS,#
HO_23,351593.5,12.933799743699998,1.0,HEADS,#
HO_24,661943.875,12.055999755899999,1.0,HEADS,#
HO_25,-191175232.0,16.8985004425,1.0,HEADS,#
HO_26,-1987326.125,17.4908008575,1.0,HEADS,#
HO_27,160740000.0,17.8964004517,1.0,HEADS,#
HO_28,-5696731.0,20.4466991425,1.0,HEADS,#
HO_29,23823570.0,38.5256004333,1.0,HEADS,#
HO_30,2480644.5,12.826000213599999,1.0,HEADS,#
HO_31,-7394088.5,35.315700531,1.0,HEADS,#
HO_32,1310928.375,44.568099975600006,1.0,HEADS,#
HO_33,6600022.0,38.0232009888,1.0,HEADS,#
HO_34,-232981264.0,4.741499900819999,1.0,HEADS,#
HO_35,272824352.0,12.4693002701,1.0,HEADS,#
HO_36,-35141980.0,131.841796875,1.0,HEADS,#
HO_37,16112767.0,125.179397583,1.0,HEADS,#
HO_38,40455460.0,64.1027984619,1.0,HEADS,#
HO_39,-3286040.0,58.2778015137,1.0,HEADS,#
HO_40,-253384720.0,95.8992004395,1.0,HEADS,#
HO_41,45022688.0,44.5270004272,1.0,HEADS,#
HO_42,73219184.0,57.997299194300005,1.0,HEADS,#
HO_43,14059812.0,52.448501586899994,1.0,HEADS,#
HO_44,305022912.0,86.3453979492,1.0,HEADS,#
HO_45,20014598.0,101.793296814,1.0,HEADS,#
HO_46,-1578114304.0,337.276397705,1.0,HEADS,#
HO_47,13437840.0,52.812698364300005,1.0,HEADS,#
HO_48,-4621733.0,53.846801757799994,1.0,HEADS,#
