FID,node,k,i,j,iseg,ireach,rchlen,strtop,slope,strthick,strhc1,thts,thti,eps,uhc,reachID,outreach,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2,subbasin
0,16005.000000000000000,0.000000000000000,63.000000000000000,66.000000000000000,450.000000000000000,1.000000000000000,300.000000000000000,267.559997558593977,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3512.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,56.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3
1,21814.000000000000000,0.000000000000000,86.000000000000000,56.000000000000000,451.000000000000000,1.000000000000000,300.000000000000000,185.740005493164006,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3513.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,83.000000000000000,0.000000000000000,0.000000000000000,824.485595703125000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4
2,36004.000000000000000,0.000000000000000,142.000000000000000,78.000000000000000,452.000000000000000,1.000000000000000,300.000000000000000,176.759994506835994,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3514.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,134.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.004568576812744,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.004568576812744,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6
3,50449.000000000000000,0.000000000000000,199.000000000000000,102.000000000000000,453.000000000000000,1.000000000000000,300.000000000000000,161.029998779296989,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3515.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,185.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.036546707153320,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.036546707153320,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9
4,76308.000000000000000,0.000000000000000,301.000000000000000,155.000000000000000,454.000000000000000,1.000000000000000,300.000000000000000,25.260000228881999,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3516.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,345.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17
5,76306.000000000000000,0.000000000000000,301.000000000000000,153.000000000000000,455.000000000000000,1.000000000000000,300.000000000000000,25.620000839233001,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3517.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17
6,83882.000000000000000,0.000000000000000,331.000000000000000,139.000000000000000,456.000000000000000,1.000000000000000,300.000000000000000,17.350000381470000,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3518.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.004568576812744,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.004568576812744,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18
7,84118.000000000000000,0.000000000000000,332.000000000000000,122.000000000000000,457.000000000000000,1.000000000000000,300.000000000000000,13.390000343323001,0.000099999997000,0.500000000000000,0.100000001490000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3519.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,412.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.027410030364990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.027410030364990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19
8,50955.000000000000000,0.000000000000000,201.000000000000000,102.000000000000000,476.000000000000000,1.000000000000000,300.000000000000000,114.489997863770000,0.000662308652000,0.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3538.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,189.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9
9,50194.000000000000000,0.000000000000000,198.000000000000000,100.000000000000000,477.000000000000000,1.000000000000000,300.000000000000000,109.550003051757997,0.002032454824000,0.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3539.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,187.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.039999999105930,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9
