simval,obsnme,obsval,weight,obgnme,comments
15.4389801025,HO_37,12.4693002701,1.0,HEADS,#
127.465744019,HO_38,131.841796875,1.0,HEADS,#
125.773452759,HO_39,125.179397583,1.0,HEADS,#
62.6949691772,HO_40,64.1027984619,1.0,HEADS,#
59.4574012756,HO_41,58.2778015137,1.0,HEADS,#
86.1904983521,HO_42,95.8992004395,1.0,HEADS,#
46.7201499939,HO_43,44.5270004272,1.0,HEADS,#
49.7212028503,HO_44,57.9972991943,1.0,HEADS,#
51.4557342529,HO_45,52.4485015869,1.0,HEADS,#
86.3139419556,HO_46,86.3453979492,1.0,HEADS,#
101.239814758,HO_47,101.793296814,1.0,HEADS,#
276.106445312,HO_48,337.276397705,1.0,HEADS,#
52.0429153442,HO_49,52.8126983643,1.0,HEADS,#
51.7565841675,HO_50,53.8468017578,1.0,HEADS,#
80.7550888062,HO_51,79.1760025024,1.0,HEADS,#
80.7976608276,HO_52,83.1737976074,1.0,HEADS,#
83.6620025635,HO_53,85.943397522,1.0,HEADS,#
57.7082519531,HO_54,52.5554008484,1.0,HEADS,#
77.7855224609,HO_55,70.5123977661,1.0,HEADS,#
50.9416122437,HO_56,49.9133987427,1.0,HEADS,#
52.5629386902,HO_57,49.6344985962,1.0,HEADS,#
44.0988769531,HO_58,43.7001991272,1.0,HEADS,#
44.6467781067,HO_59,47.0382995605,1.0,HEADS,#
51.0528793335,HO_60,48.7924003601,1.0,HEADS,#
52.292098999,HO_61,49.9469985962,1.0,HEADS,#
58.8065414429,HO_62,60.3050003052,1.0,HEADS,#
55.9264183044,HO_63,58.0648002625,1.0,HEADS,#
337.589538574,HO_64,342.960998535,1.0,HEADS,#
145.630233765,HO_65,140.086105347,1.0,HEADS,#
322.217102051,HO_66,336.102996826,1.0,HEADS,#
150.659896851,HO_67,147.782104492,1.0,HEADS,#
144.749053955,HO_68,149.232696533,1.0,HEADS,#
145.845336914,HO_69,144.211898804,1.0,HEADS,#
145.845336914,HO_70,143.365600586,1.0,HEADS,#
549.863830566,HO_71,553.659973145,1.0,HEADS,#
241.999862671,HO_72,238.963195801,1.0,HEADS,#
247.593429565,HO_73,234.057495117,1.0,HEADS,#
220.314651489,HO_74,219.538299561,1.0,HEADS,#
220.350509644,HO_75,220.830505371,1.0,HEADS,#
239.890686035,HO_76,256.07409668,1.0,HEADS,#
225.554519653,HO_77,229.424804688,1.0,HEADS,#
223.975265503,HO_78,230.248001099,1.0,HEADS,#
222.93927002,HO_79,226.520095825,1.0,HEADS,#
239.291351318,HO_80,258.186309814,1.0,HEADS,#
215.792999268,HO_81,220.44960022,1.0,HEADS,#
211.491882324,HO_82,217.594802856,1.0,HEADS,#
215.117431641,HO_83,205.736999512,1.0,HEADS,#
201.763961792,HO_84,199.042007446,1.0,HEADS,#
196.204940796,HO_85,204.353805542,1.0,HEADS,#
221.20413208,HO_86,219.514892578,1.0,HEADS,#
225.58581543,HO_87,237.576904297,1.0,HEADS,#
227.628234863,HO_88,232.421096802,1.0,HEADS,#
229.403701782,HO_89,238.891693115,1.0,HEADS,#
199.087173462,HO_90,189.36000061,1.0,HEADS,#
215.432769775,HO_91,200.199798584,1.0,HEADS,#
199.065475464,HO_92,199.727798462,1.0,HEADS,#
210.963348389,HO_93,196.187606812,1.0,HEADS,#
180.764709473,HO_94,184.282104492,1.0,HEADS,#
163.830322266,HO_95,165.550598145,1.0,HEADS,#
148.234146118,HO_96,119.11579895,1.0,HEADS,#
153.579116821,HO_97,161.82510376,1.0,HEADS,#
159.159622192,HO_98,155.513504028,1.0,HEADS,#
161.157730103,HO_99,162.746398926,1.0,HEADS,#
190.856964111,HO_100,196.154006958,1.0,HEADS,#
163.009750366,HO_101,160.181503296,1.0,HEADS,#
163.028610229,HO_102,161.900604248,1.0,HEADS,#
177.17288208,HO_103,176.052505493,1.0,HEADS,#
174.134933472,HO_104,169.026794434,1.0,HEADS,#
173.11151123,HO_105,167.771102905,1.0,HEADS,#
171.52456665,HO_106,166.303497314,1.0,HEADS,#
171.059539795,HO_107,169.649902344,1.0,HEADS,#
175.055557251,HO_108,170.872406006,1.0,HEADS,#
175.66255188,HO_109,171.620697021,1.0,HEADS,#
176.034469604,HO_110,170.513793945,1.0,HEADS,#
174.474395752,HO_111,171.233596802,1.0,HEADS,#
177.216186523,HO_112,171.661804199,1.0,HEADS,#
157.983978271,HO_113,168.600097656,1.0,HEADS,#
175.51399231,HO_114,171.884002686,1.0,HEADS,#
243.281814575,HO_115,248.593399048,1.0,HEADS,#
238.101898193,HO_116,237.550704956,1.0,HEADS,#
237.335220337,HO_117,245.390304565,1.0,HEADS,#
229.226776123,HO_118,233.659698486,1.0,HEADS,#
231.735092163,HO_119,239.383804321,1.0,HEADS,#
254.413742065,HO_120,250.395599365,1.0,HEADS,#
239.214157104,HO_121,237.750106812,1.0,HEADS,#
251.638076782,HO_122,315.903900146,1.0,HEADS,#
246.184020996,HO_123,261.981689453,1.0,HEADS,#
276.156433105,HO_124,266.225311279,1.0,HEADS,#
239.791763306,HO_125,273.722290039,1.0,HEADS,#
235.121566772,HO_126,236.408996582,1.0,HEADS,#
221.270462036,HO_127,222.768295288,1.0,HEADS,#
216.217666626,HO_128,181.57699585,1.0,HEADS,#
238.803359985,HO_129,245.484405518,1.0,HEADS,#
214.515106201,HO_130,202.239501953,1.0,HEADS,#
228.231826782,HO_131,229.000793457,1.0,HEADS,#
216.621841431,HO_132,209.319396973,1.0,HEADS,#
235.927978516,HO_133,239.668395996,1.0,HEADS,#
235.457962036,HO_134,239.430404663,1.0,HEADS,#
216.759628296,HO_135,212.784896851,1.0,HEADS,#
222.584671021,HO_136,216.19380188,1.0,HEADS,#
235.195617676,HO_137,235.840301514,1.0,HEADS,#
217.862335205,HO_138,221.047103882,1.0,HEADS,#
229.138641357,HO_139,240.238296509,1.0,HEADS,#
227.445587158,HO_140,238.408493042,1.0,HEADS,#
240.458023071,HO_141,243.412002563,1.0,HEADS,#
243.771270752,HO_142,216.590896606,1.0,HEADS,#
244.550750732,HO_143,246.857498169,1.0,HEADS,#
225.915817261,HO_144,219.979797363,1.0,HEADS,#
225.271606445,HO_145,235.419296265,1.0,HEADS,#
255.30039978,HO_146,261.6144104,1.0,HEADS,#
256.560699463,HO_147,258.690185547,1.0,HEADS,#
217.824081421,HO_148,223.727798462,1.0,HEADS,#
219.958236694,HO_149,216.577194214,1.0,HEADS,#
233.329208374,HO_150,248.27180481,1.0,HEADS,#
234.622772217,HO_151,250.716293335,1.0,HEADS,#
192.488845825,HO_152,189.683395386,1.0,HEADS,#
185.58883667,HO_153,184.069503784,1.0,HEADS,#
188.591552734,HO_154,180.046905518,1.0,HEADS,#
188.591552734,HO_155,177.786300659,1.0,HEADS,#
188.591552734,HO_156,177.568893433,1.0,HEADS,#
188.591552734,HO_157,177.361602783,1.0,HEADS,#
213.205657959,HO_158,201.250106812,1.0,HEADS,#
213.205657959,HO_159,187.113693237,1.0,HEADS,#
213.205657959,HO_160,196.24949646,1.0,HEADS,#
303.55065918,HO_161,296.00201416,1.0,HEADS,#
225.092880249,HO_162,211.044006348,1.0,HEADS,#
215.209487915,HO_163,219.070404053,1.0,HEADS,#
215.093902588,HO_164,215.009506226,1.0,HEADS,#
232.159896851,HO_165,231.485900879,1.0,HEADS,#
221.354415894,HO_166,222.935699463,1.0,HEADS,#
276.13760376,HO_167,271.630615234,1.0,HEADS,#
278.222442627,HO_168,275.42590332,1.0,HEADS,#
286.741088867,HO_169,291.707794189,1.0,HEADS,#
286.603179932,HO_170,291.217010498,1.0,HEADS,#
396050.0,gflo_1,395595.8841,1.0,GgFlo,RUSSIAN_R_NR_UKIAH
716270.0,gflo_2,634756.8383,1.0,GgFlo,EF_RUSSIAN_R_NR_CALPELLA
758010.0,gflo_3,673222.8037,1.0,GgFlo,EF_RUSSIAN_R_NR_UKIAH
-999.0,gflo_4,883061.6941,1.0,GgFlo,RUSSIAN_R_NR_TALMAG
1647100.0,gflo_5,1491150.587,1.0,GgFlo,RUSSIAN_R_NR_HOPLAND
2217300.0,gflo_6,2027111.034,1.0,GgFlo,RUSSIAN_R_NR_CLOVERDALE
-999.0,gflo_7,103461.3666,1.0,GgFlo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999.0,gflo_8,69467.94264,1.0,GgFlo,BIG_SULPHUR_C_NR_CLOVERDALE
-999.0,gflo_9,256581.6327,1.0,GgFlo,RUSSIAN_R_GEYSERVILLE
-999.0,gflo_10,268818.2818,1.0,GgFlo,RUSSIAN_R_JIMTOWN
-999.0,gflo_11,2347.101309,1.0,GgFlo,MAACAMA_C_NR_KELLOGG
-999.0,gflo_12,272438.8721,1.0,GgFlo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
3267100.0,gflo_13,3120063.55,1.0,GgFlo,RUSSIAN_R_NR_HEALDSBURG
-999.0,gflo_14,715847.0784,1.0,GgFlo,DRY_C_NR_GEYSERVILLE
800360.0,gflo_15,270012.4967,1.0,GgFlo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
957100.0,gflo_16,192046.4763,1.0,GgFlo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999.0,gflo_17,709277.9336,1.0,GgFlo,RUSSIAN_R_NR_WINDSOR
5238300.0,gflo_18,4899465.932,1.0,GgFlo,RUSSIAN_R_NR_GUERNEVILLE
-999.0,gflo_19,-999.0,1.0,GgFlo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
377190.0,gflo_20,375101.7284,1.0,GgFlo,AUSTIN_C_NR_CAZADERO
0.11971622614437097,bsflo_1,12441.86837,1.0,Basflo,RUSSIAN_R_NR_UKIAH
0.13940037988174442,bsflo_2,-70390.67569,1.0,Basflo,EF_RUSSIAN_R_NR_CALPELLA
-999.0,bsflo_3,33394.56613,1.0,Basflo,EF_RUSSIAN_R_NR_UKIAH
-999.0,bsflo_4,-999.0,1.0,Basflo,RUSSIAN_R_NR_TALMAG
0.16002575340164235,bsflo_5,-100085.7531,1.0,Basflo,RUSSIAN_R_NR_HOPLAND
0.11280026385945786,bsflo_6,14019.63625,1.0,Basflo,RUSSIAN_R_NR_CLOVERDALE
-999.0,bsflo_7,-999.0,1.0,Basflo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999.0,bsflo_8,-999.0,1.0,Basflo,BIG_SULPHUR_C_NR_CLOVERDALE
-999.0,bsflo_9,-999.0,1.0,Basflo,RUSSIAN_R_GEYSERVILLE
-999.0,bsflo_10,-999.0,1.0,Basflo,RUSSIAN_R_JIMTOWN
-999.0,bsflo_11,-999.0,1.0,Basflo,MAACAMA_C_NR_KELLOGG
-999.0,bsflo_12,-999.0,1.0,Basflo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
0.0934254498134524,bsflo_13,-10085.0959,1.0,Basflo,RUSSIAN_R_NR_HEALDSBURG
-999.0,bsflo_14,-999.0,1.0,Basflo,DRY_C_NR_GEYSERVILLE
-999.0,bsflo_15,-999.0,1.0,Basflo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
-0.039759121566885464,bsflo_16,-21181.23112,1.0,Basflo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999.0,bsflo_17,-999.0,1.0,Basflo,RUSSIAN_R_NR_WINDSOR
1.260918782299988,bsflo_18,-925511.3711,1.0,Basflo,RUSSIAN_R_NR_GUERNEVILLE
-999.0,bsflo_19,-999.0,1.0,Basflo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
0.12289639341952471,bsflo_20,-999.0,1.0,Basflo,AUSTIN_C_NR_CAZADERO
41890.58236658319,pmpchg,0.0,1.0,PmpCHG,# Total pump change
