name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0760558,1.92474,-3.92554,3.77343,-0.0733276,0.257695,-0.588717,0.442062
ks_10,0.247198,1.92474,-3.60229,4.09668,0.246582,1.9247,-3.60282,4.09598
ks_100,-5,1.92474,-8.84949,-1.15051,-4.99932,0.810634,-6.62058,-3.37805
ks_101,-3.07394,1.92474,-6.92342,0.775546,-3.07444,1.91716,-6.90876,0.759872
ks_102,-4.09909,1.92474,-7.94857,-0.249602,-4.10075,1.92096,-7.94268,-0.258824
ks_103,-3.35941,1.92474,-7.2089,0.490075,-3.36421,1.91838,-7.20098,0.472559
ks_104,-5,1.92474,-8.84949,-1.15051,-5,1.88508,-8.77016,-1.22984
ks_105,-4.99568,1.92474,-8.84516,-1.14619,-4.99562,1.92367,-8.84297,-1.14828
ks_106,-3.8382,1.92474,-7.68768,0.0112871,-3.83841,1.92161,-7.68164,0.00481727
ks_107,-3.50414,1.92474,-7.35363,0.34534,-3.5071,1.91091,-7.32892,0.31471
ks_108,0.637271,1.92474,-3.21221,4.48676,0.648601,1.92079,-3.19298,4.49018
ks_109,0.837924,1.92474,-3.01156,4.68741,0.855804,1.85398,-2.85216,4.56377
ks_11,-0.493226,1.92474,-4.34271,3.35626,-0.513501,1.68558,-3.88465,2.85765
ks_110,0.593729,1.92474,-3.25576,4.44321,0.591057,1.92213,-3.25321,4.43532
ks_112,0.496788,1.92474,-3.3527,4.34627,0.501648,1.89462,-3.28759,4.29088
ks_113,0.0210845,1.92474,-3.8284,3.87057,0.00429499,1.12273,-2.24117,2.24976
ks_114,0.889783,1.92474,-2.9597,4.73927,0.916144,0.720615,-0.525086,2.35737
ks_115,0.808334,1.92474,-3.04115,4.65782,0.808699,1.91096,-3.01322,4.63062
ks_116,-0.400685,1.92474,-4.25017,3.4488,-0.393246,1.81976,-4.03277,3.24628
ks_117,1.12747,1.92474,-2.72202,4.97695,1.14226,1.22703,-1.3118,3.59632
ks_118,0.308838,1.92474,-3.54065,4.15832,0.308198,1.91322,-3.51824,4.13464
ks_119,1.01934,1.92474,-2.83014,4.86883,1.01924,1.89283,-2.76643,4.8049
ks_12,0.951898,1.92474,-2.89759,4.80138,0.951704,1.92196,-2.89222,4.79563
ks_120,-0.796382,1.92474,-4.64587,3.0531,-0.80022,1.50892,-3.81807,2.21763
ks_121,0.332334,1.92474,-3.51715,4.18182,0.333692,1.88158,-3.42947,4.09685
ks_122,1.58572,1.92474,-2.26377,5.4352,1.59814,1.56228,-1.52642,4.7227
ks_123,1.04895,1.92474,-2.80054,4.89843,1.04673,1.86526,-2.68378,4.77724
ks_124,0.302595,1.92474,-3.54689,4.15208,0.302572,1.92145,-3.54034,4.14548
ks_125,2.69319,1.92474,-1.15629,6.54268,2.64905,1.02441,0.600244,4.69786
ks_126,2.69897,1.92474,-1.15051,6.54846,2.69128,1.86328,-1.03528,6.41783
ks_127,0.287577,1.92474,-3.56191,4.13706,0.278221,1.90889,-3.53956,4.096
ks_128,0.527063,1.92474,-3.32242,4.37655,0.537076,1.27919,-2.0213,3.09545
ks_129,0.777694,1.92474,-3.07179,4.62718,0.778353,1.92472,-3.07108,4.62779
ks_13,0.230704,1.92474,-3.61878,4.08019,0.22743,0.563049,-0.898668,1.35353
ks_130,1.14754,1.92474,-2.70194,4.99703,1.12145,1.80571,-2.48997,4.73288
ks_131,-3.69635,1.92474,-7.54583,0.153137,-3.69653,1.92111,-7.53874,0.145687
ks_132,-3.69871,1.92474,-7.54819,0.15078,-3.70083,1.92002,-7.54086,0.139212
ks_133,-3.69472,1.92474,-7.54421,0.154761,-3.69697,1.92014,-7.53725,0.143312
ks_134,-1.58014,1.92474,-5.42963,2.26934,-1.58016,1.92474,-5.42964,2.26933
ks_135,-3.79937,1.92474,-7.64885,0.0501167,-3.79959,1.92041,-7.64041,0.0412324
ks_136,-3.536,1.92474,-7.38548,0.313485,-3.53818,1.91307,-7.36433,0.287962
ks_137,-2.37717,1.92474,-6.22666,1.47231,-2.38139,1.89698,-6.17535,1.41257
ks_138,0.799902,1.92474,-3.04958,4.64939,0.808623,1.92443,-3.04023,4.65748
ks_139,-3.64039,1.92474,-7.48988,0.209095,-3.64055,1.92,-7.48054,0.199442
ks_14,0.65698,1.92474,-3.19251,4.50646,0.656075,1.92175,-3.18743,4.49958
ks_140,1.16025,1.92474,-2.68924,5.00973,1.15983,1.92089,-2.68195,5.00161
ks_141,-3.70368,1.92474,-7.55316,0.145806,-3.70386,1.92017,-7.54421,0.136492
ks_142,-3.69917,1.92474,-7.54865,0.150317,-3.69934,1.92112,-7.54158,0.142889
ks_143,-2.7586,1.92474,-6.60809,1.09088,-2.76204,1.91296,-6.58797,1.06388
ks_144,0.00429127,1.92474,-3.84519,3.85378,0.00397043,1.89242,-3.78086,3.7888
ks_145,1.4596,1.92474,-2.38989,5.30908,1.4682,1.91942,-2.37065,5.30705
ks_146,0.758433,1.92474,-3.09105,4.60792,0.758082,1.91958,-3.08108,4.59724
ks_147,0.607441,1.92474,-3.24204,4.45693,0.607333,1.91932,-3.23131,4.44598
ks_148,0.775951,1.92474,-3.07353,4.62544,0.775739,1.92472,-3.07369,4.62517
ks_149,-3.57822,1.92474,-7.42771,0.271262,-3.57848,1.9206,-7.41969,0.262725
ks_15,0.43204,1.92474,-3.41744,4.28153,0.433551,0.391509,-0.349467,1.21657
ks_150,0.858719,1.92474,-2.99077,4.7082,0.859452,1.92472,-2.98999,4.70889
ks_151,0.778634,1.92474,-3.07085,4.62812,0.778673,1.92474,-3.07081,4.62816
ks_152,-1.00881,1.92474,-4.85829,2.84068,-1.00476,1.92125,-4.84726,2.83774
ks_153,1.57488,1.92474,-2.27461,5.42436,1.58345,1.90897,-2.23449,5.40139
ks_154,1.75037,1.92474,-2.09912,5.59985,1.74999,1.91854,-2.08709,5.58707
ks_155,-3.70826,1.92474,-7.55775,0.141224,-3.71063,1.91992,-7.55047,0.129221
ks_156,-0.732713,1.92474,-4.5822,3.11677,-0.731944,1.81756,-4.36707,2.90318
ks_157,-0.719264,1.92474,-4.56875,3.13022,-0.705202,1.37716,-3.45953,2.04913
ks_158,-0.204345,1.92474,-4.05383,3.64514,-0.202789,1.92066,-4.04411,3.63853
