date,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,day_base,moday_base,month_base,year_base,date_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp,day_unimp,moday_unimp,month_unimp,year_unimp,date_unimp
1975-08-15,15822959.1,124507.55,425394.061,306086.02,0.0,-9214723.7,12010033.0,24819.987599999997,-41715534.0,0.0,3573209.1169,0.0,398316.69999999995,0.0,342286336.0,0.0,723679.688,91553427.2,0.0,0.0,0.0,0.0,0.0,559871.786,10274576.2,10123702.3,7914000.0,150994.39086774192,0.0,0.0,0.0,667922538.7096775,9424358.806451613,2015598354.8387096,979594867741.9354,98206547.09677419,0.0,0.0,15,"(1975, 8)",8,1975,1975-08-15,25075765.3,116612.99,634626.112,371240.64,0.0,-18194733.7,12010033.0,-6498002.9,0.0,0.0,3573209.1169,0.0,397060.2,0.0,272218429.0,0.0,768620.6471000001,112218509.0,0.0,0.0,0.0,0.0,0.0,494491.364,13545767.0,11215009.4,7923151.0,150994.39086774192,0.0,0.0,0.0,632663619.3548387,11447643.709677419,2005917580.6451614,980035387096.7742,98028643.22580644,0.0,0.0,15,"(1975, 8)",8,1975,1975-08-15
1975-09-15,15054077.700000001,0.0,563852.138,278984.45399999997,0.0,-10021896.4,0.0,-177668.395675,-36440324.0,0.0,0.0,0.0,0.0,0.0,197858410.0,0.0,65566.0231,71453724.0,0.0,0.0,0.0,0.0,0.0,338864.723,9624796.5,7203430.2,0.0,0.0,0.0,0.0,0.0,494535673.3333333,6805903.066666666,2007279033.3333333,979400553333.3334,93302473.33333333,0.0,0.0,15,"(1975, 9)",9,1975,1975-09-15,25352222.3,0.0,1061740.3,345167.83,0.0,-19749308.7,0.0,-6094899.3,0.0,0.0,0.0,0.0,0.0,0.0,143239964.0,0.0,32614.5418,89534835.0,0.0,0.0,0.0,0.0,0.0,249218.815,12932989.8,7949087.2,0.0,0.0,0.0,0.0,0.0,458307756.6666667,9032195.066666666,1996695100.0,979908350000.0,93127794.66666667,0.0,0.0,15,"(1975, 9)",9,1975,1975-09-15
1975-10-15,334479313.2,319360007.06,36910930.32,4236993.075,0.0,15142652.9,3136301034.0,-1205878.8,-29166884.4,0.0,41373036.854100004,0.0,20305260.73438,0.0,923334917.0,0.0,33074.3842,21198341.99,0.0,0.0,0.0,0.0,0.0,6842224.53,13193801.7,9613838.0,2748378918.0,5471568.650483871,0.0,253456.18035516128,0.0,1252478222.580645,58538193.38709678,2001582548.387097,979281164516.129,95399737.09677419,0.0,0.0,15,"(1975, 10)",10,1975,1975-10-15,339500124.1,314922307.06,28451796.849999998,4291688.08,0.0,-2489159.2,3136301034.0,-6082689.3,0.0,0.0,41373036.854100004,0.0,20301085.82438,0.0,912148682.0,0.0,27791.46029,26499233.76,0.0,0.0,0.0,0.0,0.0,5745620.461,17444477.7,9823807.8,2752820943.0,5471568.650483871,0.0,253406.62319387097,0.0,1233052825.8064516,51899624.0,1990007451.612903,979822909677.4193,95100084.83870968,0.0,0.0,15,"(1975, 10)",10,1975,1975-10-15
1975-11-15,211431005.0,144304826.7,37281499.6,15811599.1,0.0,-19143375.75,1089848791.0,-2121601.32,-25430864.5,0.0,45325138.81,0.0,13905213.993,0.0,797385470.0,0.0,106127.345,2281223.25,0.0,0.0,0.0,0.0,0.0,35588183.4,16894785.7,17990807.4,892004256.0,6352622.63,0.0,497971.3,0.0,2060827466.6666667,185612663.33333334,2009251500.0,979241996666.6666,105331513.33333333,0.0,0.0,15,"(1975, 11)",11,1975,1975-11-15,223885482.0,144014112.2,37274297.589999996,15907747.2,0.0,-31846826.0,1089848791.0,-5675539.1,0.0,0.0,45325138.81,0.0,13905183.573,0.0,797382390.0,0.0,98235.936,2945669.14,0.0,0.0,0.0,0.0,0.0,32469478.2,21849068.8,18060157.7,892294984.0,6352622.63,0.0,497971.08999999997,0.0,2051215600.0,184769790.0,1995472166.6666667,979786280000.0,104928736.66666667,0.0,0.0,15,"(1975, 11)",11,1975,1975-11-15
1975-12-15,227421582.0,148027820.0,45616941.0,25038726.2,0.0,-16460174.6,1154203730.0,-2587275.06,-20502342.9,0.0,40370257.67,0.0,10834214.827,0.0,647192570.0,0.0,190754.99,2356178.47,0.0,0.0,0.0,0.0,0.0,47408766.8,20256518.6,26186326.9,954508510.0,5983558.277419355,0.0,603561.5645161291,0.0,2262966838.709677,241175522.58064517,2029495387.096774,979201896774.1936,112343174.19354838,0.0,0.0,15,"(1975, 12)",12,1975,1975-12-15,242813103.0,147789417.0,48701588.4,25281917.8,0.0,-28742431.5,1154203730.0,-5680160.6,0.0,0.0,40370257.67,0.0,10834214.827,0.0,647184660.0,0.0,177355.361,3082868.36,0.0,0.0,0.0,0.0,0.0,44896664.3,25588705.1,25751108.4,954746910.0,5983558.277419355,0.0,603561.7903225806,0.0,2255338774.193548,243950790.32258064,2012838387.096774,979748035483.871,111931970.96774194,0.0,0.0,15,"(1975, 12)",12,1975,1975-12-15
1976-01-15,80805184.0,25009150.8,10344505.3,12569803.1,0.0,-30713327.0,248183642.0,-2374621.96,-21191617.5,0.0,20164805.91,0.0,4566067.961,0.0,524637127.0,0.0,319487.11,5619409.62,0.0,0.0,0.0,0.0,0.0,25256335.9,21479180.4,22076803.3,199623003.0,3108159.3419354837,0.0,348009.94516129035,0.0,2179716580.645161,189835867.7419355,2042889258.064516,979153503225.8064,114879632.25806452,0.0,0.0,15,"(1976, 1)",1,1976,1976-01-15,92971652.0,24950521.2,12912793.4,12878220.4,0.0,-40105775.0,248183642.0,-5507414.3,0.0,0.0,20164805.91,0.0,4565469.186,0.0,523930189.0,0.0,297503.141,7274387.1,0.0,0.0,0.0,0.0,0.0,24252223.0,26965439.4,21377611.7,199682271.0,3108159.3419354837,0.0,347960.89032258064,0.0,2172671064.516129,195401780.6451613,2025214032.2580645,979700674193.5483,114513806.4516129,0.0,0.0,15,"(1976, 1)",1,1976,1976-01-15
1976-02-15,279167527.0,207319575.0,56240075.7,17689223.4,0.0,-7550754.65,1819074009.0,-2138099.42,-19932419.5,0.0,20397574.269,0.0,27827334.0416,0.0,783686401.0,0.0,661691.107,8050154.8,0.0,0.0,0.0,0.0,0.0,16938278.4,20305140.0,15420346.3,1548390896.0,6892661.182758621,0.0,325444.6876448276,0.0,2085999344.8275862,147205333.10344827,2040697310.3448277,979089203448.2759,114528517.2413793,0.0,0.0,15,"(1976, 2)",2,1976,1976-02-15,294090882.0,206998028.4,60027712.8,17956472.2,0.0,-18541089.7,1819074009.0,-5043512.8,0.0,0.0,20397574.269,0.0,27825541.1896,0.0,781966663.0,0.0,611437.969,10459601.4,0.0,0.0,0.0,0.0,0.0,16580023.5,25067094.5,15247028.6,1548714278.0,6892661.182758621,0.0,325386.98757586203,0.0,2079455793.1034484,153623304.4827586,2022959689.6551723,979640044827.5862,114130931.03448276,0.0,0.0,15,"(1976, 2)",2,1976,1976-02-15
1976-03-15,311179722.0,160990325.8,76598711.26,61580400.1,0.0,-14976023.1,1098318910.0,-2489503.87,-20984030.3,0.0,41784269.4876,0.0,16764305.0283342,0.0,1371867120.0,0.0,1315536.233,15072850.51,0.0,0.0,0.0,0.0,0.0,72061261.6,23060710.8,41240525.0,884965540.0,3705196.650141936,0.0,192144.06515100322,0.0,2468024838.709677,274163664.516129,2068946548.387097,979065590322.5807,127923122.58064516,0.0,0.0,15,"(1976, 3)",3,1976,1976-03-15,324734104.0,160909032.4,79299373.6,61840660.1,0.0,-25809994.2,1098318910.0,-5330902.2,0.0,0.0,41784269.4876,0.0,16762779.3433342,0.0,1368427960.0,0.0,1238181.8,19734798.8,0.0,0.0,0.0,0.0,0.0,70413731.3,28285893.5,38975572.9,885048320.0,3705196.650141936,0.0,192134.6468058419,0.0,2462470516.129032,280073235.483871,2051129677.419355,979615112903.2258,127486845.16129032,0.0,0.0,15,"(1976, 3)",3,1976,1976-03-15
1976-04-15,309958666.0,229174758.0,39920952.91,40729001.1,0.0,-4391502.100000001,1845936860.0,-1874565.16,-26281304.0,0.0,24811335.3636,0.0,21048564.72988097,0.0,1681742270.0,0.0,3099328.15,26590439.6,0.0,0.0,0.0,0.0,0.0,36611689.6,21245395.6,26766755.6,1580332016.0,4266588.62339,0.0,35805.247562699,0.0,2292993766.6666665,183584178.0,2078061733.3333333,979008060000.0,130943800.0,0.0,0.0,15,"(1976, 4)",4,1976,1976-04-15,322593993.0,228749821.2,42203651.75,40978593.0,0.0,-14939817.5,1845936860.0,-5097174.6,0.0,0.0,24811335.3636,0.0,21047602.14088097,0.0,1673784220.0,0.0,2827872.59,34175778.2,0.0,0.0,0.0,0.0,0.0,35968238.2,25781534.5,26853925.4,1580757786.0,4266588.62339,0.0,35802.71956936566,0.0,2286697733.3333335,189515072.0,2060460000.0,979566500000.0,130521286.66666667,0.0,0.0,15,"(1976, 4)",4,1976,1976-04-15
1976-05-15,26073875.6,0.0,398816.368,1671173.88,0.0,-12932550.8,0.0,-1098077.699,-36616361.0,0.0,0.0,0.0,0.0,0.0,994889790.0,0.0,11133789.7,81235317.0,0.0,0.0,0.0,0.0,0.0,4083897.61,16163219.7,13443619.1,0.0,0.0,0.0,0.0,0.0,1387933096.7741935,41720940.96774194,2068189903.2258065,978870077419.3549,123692183.87096775,0.0,0.0,15,"(1976, 5)",5,1976,1976-05-15,33306689.7,0.0,494735.503,1831924.23,0.0,-19949489.4,0.0,-5284951.9,0.0,0.0,0.0,0.0,0.0,0.0,954162420.0,0.0,10782532.3,102038481.0,0.0,0.0,0.0,0.0,0.0,4144195.06,19750739.3,13813624.0,0.0,0.0,0.0,0.0,0.0,1374408612.903226,46226090.64516129,2050687806.451613,979466674193.5483,123360145.16129032,0.0,0.0,15,"(1976, 5)",5,1976,1976-05-15
1976-06-15,12082000.6,0.0,169576.565009,475552.718,0.0,-4024414.925,0.0,1239586.6832,-42239262.0,0.0,0.0,0.0,0.0,0.0,535181590.0,0.0,2853800.27,90783457.0,0.0,0.0,0.0,0.0,0.0,1010716.94,9915753.0,6826760.7,0.0,0.0,0.0,0.0,0.0,814064456.6666666,14084760.2,2054332933.3333333,978654303333.3334,114743906.66666667,0.0,0.0,15,"(1976, 6)",6,1976,1976-06-15,19044247.3,0.0,225905.0067,583673.0599999999,0.0,-10810488.0,0.0,-5103263.0,0.0,0.0,0.0,0.0,0.0,0.0,447329255.0,0.0,2819537.06,117186244.0,0.0,0.0,0.0,0.0,0.0,965601.9500000001,13217815.7,7792912.9,0.0,0.0,0.0,0.0,0.0,785902643.3333334,16928119.333333332,2036253300.0,979333046666.6666,114419423.33333333,0.0,0.0,15,"(1976, 6)",6,1976,1976-06-15
1976-07-15,5921170.3,0.0,24317.7134,201854.653,0.0,126504.375,0.0,3130838.48,-46071034.0,0.0,0.0,0.0,0.0,0.0,341174294.0,0.0,227427.73,83731549.0,0.0,0.0,0.0,0.0,0.0,604692.46,6299369.7,5170228.2,0.0,0.0,0.0,0.0,0.0,493049945.16129035,6349932.193548387,2048033193.548387,978401422580.6451,108224174.19354838,0.0,0.0,15,"(1976, 7)",7,1976,1976-07-15,11680842.3,0.0,183993.639,272078.139,0.0,-5372958.2,0.0,-5187413.1,0.0,0.0,0.0,0.0,0.0,0.0,236022309.0,0.0,207478.9146,114110904.0,0.0,0.0,0.0,0.0,0.0,455735.67,9422999.2,5933526.1,0.0,0.0,0.0,0.0,0.0,457871000.0,8041499.903225807,2028925870.967742,979195112903.2258,107871954.83870968,0.0,0.0,15,"(1976, 7)",7,1976,1976-07-15
1976-08-15,8919771.8,6089072.62,249250.392,194826.816,0.0,916481.53,338990187.0,2013896.65,-40817221.0,0.0,26133091.1943,0.0,9613643.46884,0.0,390853005.0,0.0,34342.3174,60042665.0,0.0,0.0,0.0,0.0,0.0,378174.33,5796546.4,4497223.9,297154423.0,2388034.8083322584,0.0,65007.69415612904,0.0,418127419.3548387,6125068.870967742,2043564774.1935484,978205451612.9032,103795683.87096775,0.0,0.0,15,"(1976, 8)",8,1976,1976-08-15,18516916.6,5730719.37,391624.343,237289.273,0.0,-8788242.0,338990187.0,-4944178.7,0.0,0.0,26133091.1943,0.0,9610113.77884,0.0,330995262.0,0.0,23537.0742,83306966.7,0.0,0.0,0.0,0.0,0.0,255167.709,9479718.3,4856426.9,297516342.0,2388034.8083322584,0.0,64935.910607741935,0.0,384449719.3548387,5813470.129032258,2023810419.3548386,979084041935.4839,103384367.74193548,0.0,0.0,15,"(1976, 8)",8,1976,1976-08-15
1976-09-15,12418159.4,12170550.1,341551.116,190343.383,0.0,2063392.1,464307210.0,2042038.32,-37431734.0,0.0,19288365.2652,0.0,8514037.8484,0.0,244523970.0,0.0,18573.2415,49656078.0,0.0,0.0,0.0,0.0,0.0,270981.393,5330286.5,3654672.7,422596960.0,1743965.7088400002,0.0,44905.69526333334,0.0,351405460.0,3954442.9,2039921300.0,978047030000.0,100341584.66666667,0.0,0.0,15,"(1976, 9)",9,1976,1976-09-15,22448000.2,11412590.4,694270.963,236693.679,0.0,-8123092.9,464307210.0,-4679817.0,0.0,0.0,19288365.2652,0.0,8511361.8182,0.0,194500618.0,0.0,10299.9505,69380818.1,0.0,0.0,0.0,0.0,0.0,175449.255,9156372.1,4036061.9,423357560.0,1743965.7088400002,0.0,44896.39425666667,0.0,317141210.0,5495977.466666667,2019658900.0,978983393333.3334,99875751.33333333,0.0,0.0,15,"(1976, 9)",9,1976,1976-09-15
