date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,SPECIFIED_FLOWS_IN_base,STREAM_LEAKAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,SPECIFIED_FLOWS_OUT_base,STREAM_LEAKAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,SPECIFIED_FLOWS_IN_unimp,STREAM_LEAKAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,SPECIFIED_FLOWS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp
1975-09-01,7371775.5,0.0,0.0,883476.25,144787.27,1550316.4,269773.2,0.0,0.0,0.0,10220128.0,423521.7,0.0,1345629.2,1025889.3,0.0,1878298.4,0.0,2901360.0,320371.38,2331087.5,10226157.0,-6029.0,-0.06,4957480.5,0.0,850893.0,144787.27,1404129.6,306684.56,0.0,0.0,7663975.0,433087.72,0.0,1198734.4,0.0,2038765.8,0.0,3545882.0,427989.0,7644459.0,19516.0,0.25
1975-09-16,6264419.0,0.0,0.0,880393.06,144787.27,1508303.2,240555.48,0.0,0.0,0.0,9038458.0,478153.84,0.0,1214678.4,1036712.56,0.0,1866548.0,0.0,2225258.0,326634.12,1869045.5,9017030.0,21428.0,0.24,4299211.0,0.0,847616.2,144787.27,1356448.4,265233.6,0.0,0.0,6913296.5,471558.66,0.0,1196290.1,0.0,2052885.2,0.0,2871207.5,440295.72,7032237.0,-118940.5,-1.71
1975-10-01,5879365.5,0.0,0.0,880906.25,144787.27,1495678.8,215081.11,0.0,0.0,0.0,8615819.0,708864.06,0.0,1214650.5,1035968.7,0.0,1854597.5,0.0,1885355.4,332067.84,1591234.8,8622739.0,-6920.0,-0.08,4123960.8,0.0,847902.0,144787.27,1337810.4,239498.22,0.0,0.0,6693959.0,646840.75,0.0,1193987.2,0.0,2043539.1,0.0,2378956.2,449847.22,6713170.0,-19211.0,-0.29
1975-10-16,5597350.5,0.0,0.0,878878.2,144787.27,1199905.0,283701.22,0.0,0.0,0.0,8104622.0,3116561.5,0.0,940868.94,1061539.4,0.0,2385384.8,0.0,176740.34,423044.8,3450.2117,8107590.5,-2968.5,-0.04,4490902.0,0.0,854427.0,144787.27,1106341.1,291711.72,0.0,0.0,6888169.0,2255307.5,0.0,1191965.5,0.0,2671706.0,0.0,215744.36,557767.06,6892490.5,-4321.5,-0.06
1975-11-01,6463289.5,0.0,0.0,878188.25,144787.27,2104139.0,508593.66,0.0,0.0,0.0,10098998.0,3913125.2,0.0,940854.9,1071048.9,0.0,3585203.5,0.0,78705.945,505021.7,625.5091,10094586.0,4412.0,0.04,5562814.5,0.0,855491.75,144787.27,1975810.1,521912.78,0.0,0.0,9060817.0,3232814.0,0.0,1189983.9,0.0,3871282.2,0.0,98978.234,660801.56,9053860.0,6957.0,0.08
1975-11-16,5319206.5,0.0,0.0,848663.0,144787.27,11527943.0,716378.3,0.0,0.0,0.0,18556978.0,11558733.0,0.0,847695.25,1089725.5,0.0,4336225.0,0.0,50499.156,672181.6,3629.5637,18558692.0,-1714.0,-0.01,4784719.5,0.0,828347.9,144787.27,10648657.0,683208.8,0.0,0.0,17089720.0,10383609.0,0.0,1188339.4,0.0,4615377.0,0.0,64768.434,837464.44,17089558.0,162.0,0.0
1975-12-01,3771895.0,0.0,0.0,869820.75,144787.27,1327594.9,612511.06,0.0,0.0,0.0,6726609.5,1711722.6,0.0,847690.75,1093509.5,0.0,2394547.0,0.0,50925.03,607186.7,24581.936,6730163.5,-3554.0,-0.05,3197951.8,0.0,853693.44,144787.27,1269772.1,656230.1,0.0,0.0,6122434.5,1432897.0,0.0,1186567.6,0.0,2660232.2,0.0,68391.02,777037.0,6125125.0,-2690.5,-0.04
1975-12-16,3707798.8,0.0,0.0,870646.4,146961.48,1478441.1,856698.8,0.0,0.0,0.0,7060546.5,1893465.8,0.0,661366.56,1101719.6,0.0,2677536.0,0.0,62576.215,646047.44,11692.522,7054404.0,6142.5,0.09,3266037.5,0.0,855231.6,146961.48,1433604.0,853615.3,0.0,0.0,6555450.0,1522464.8,0.0,1184954.5,0.0,2942187.5,0.0,82353.016,818268.2,6550228.0,5222.0,0.08
1976-01-01,3340458.0,0.0,0.0,868832.2,149360.62,1426976.8,899824.0,0.0,0.0,0.0,6685451.0,1602233.9,0.0,661361.44,1102870.8,0.0,2507689.5,0.0,84085.92,677609.7,47997.91,6683849.0,1602.0,0.02,2947592.5,0.0,854605.6,149360.62,1386503.2,840141.7,0.0,0.0,6178203.5,1276024.4,0.0,1183431.2,0.0,2755002.5,0.0,108461.87,854995.6,6177915.5,288.0,0.0
1976-01-16,3274104.5,0.0,0.0,868445.06,149435.6,1384831.1,755581.56,0.0,0.0,0.0,6432397.5,1256980.5,0.0,683603.56,1094122.0,0.0,2519305.8,0.0,132098.11,697331.7,52821.867,6436263.5,-3866.0,-0.06,2896011.2,0.0,854870.25,149435.6,1345140.6,723558.44,0.0,0.0,5969016.0,975526.8,0.0,1182121.9,0.0,2766347.8,0.0,175134.9,876124.1,5975255.5,-6239.5,-0.1
1976-02-01,3428465.8,0.0,0.0,866372.0,149435.6,1288200.1,526131.4,0.0,0.0,0.0,6258605.0,793497.7,0.0,683584.3,1092283.6,0.0,2358714.0,0.0,453170.38,692664.06,188983.03,6262897.0,-4292.0,-0.07,3046256.8,0.0,853577.44,149435.6,1247513.5,517572.16,0.0,0.0,5814355.0,603943.94,0.0,1180348.6,0.0,2595261.2,0.0,565634.7,865142.4,5810331.0,4024.0,0.07
1976-02-15,4068491.2,0.0,0.0,879903.6,149435.6,3452299.8,460680.34,0.0,0.0,0.0,9010810.0,2826068.2,0.0,687324.0,1091622.1,0.0,3500384.5,0.0,234865.86,669710.4,8551.036,9018526.0,-7716.0,-0.09,3782022.2,0.0,865249.7,149435.6,3264940.8,450993.97,0.0,0.0,8512642.0,2452480.0,0.0,1178591.9,0.0,3765307.2,0.0,294869.94,827863.1,8519112.0,-6470.0,-0.08
1976-03-01,4577405.0,0.0,0.0,822330.75,149435.6,13906277.0,1041551.8,0.0,0.0,0.0,20497000.0,13351102.0,0.0,687315.5,1092411.6,0.0,4319402.5,0.0,124427.59,898866.9,6886.6836,20480412.0,16588.0,0.08,4373359.0,0.0,807750.2,149435.6,13029477.0,1024053.8,0.0,0.0,19384076.0,12392156.0,0.0,1178325.6,0.0,4578881.5,0.0,160966.55,1061762.0,19372092.0,11984.0,0.06
1976-03-16,3600360.0,0.0,0.0,868827.06,149435.6,1764562.5,1382295.9,0.0,0.0,0.0,7765481.0,1882266.2,0.0,676905.2,1097716.2,0.0,2624151.0,0.0,564911.44,733132.4,176428.0,7755511.0,9970.0,0.13,3290375.2,0.0,856553.25,149435.6,1720783.1,1374938.0,0.0,0.0,7392085.0,1697722.0,0.0,1175864.8,0.0,2859563.0,0.0,800537.9,907407.5,7441095.5,-49010.5,-0.66
1976-04-01,4115276.8,0.0,0.0,872856.0,149435.6,1831107.9,785481.0,0.0,0.0,0.0,7754157.5,1003413.3,0.0,676887.7,1095431.8,0.0,2649282.2,0.0,1041887.9,681897.5,598234.5,7747035.0,7122.5,0.09,3551311.0,0.0,860236.3,149435.6,1773294.6,764488.56,0.0,0.0,7098766.0,891191.3,0.0,1174376.1,0.0,2878877.2,0.0,1411877.8,836348.9,7192672.0,-93906.0,-1.31
1976-04-16,4194568.5,0.0,0.0,872544.3,149435.6,2193266.8,1148672.1,0.0,0.0,0.0,8558487.0,1929952.9,0.0,876044.6,1078118.8,0.0,3368004.2,0.0,453588.06,716011.56,144354.83,8566075.0,-7588.0,-0.09,3727921.2,0.0,860081.94,149435.6,2127188.5,1170207.5,0.0,0.0,8034834.5,1806875.1,0.0,1173258.2,0.0,3593979.5,0.0,596799.6,875089.0,8046001.5,-11167.0,-0.14
1976-05-01,5306829.5,0.0,0.0,864434.6,149435.6,1456365.4,690639.2,0.0,0.0,0.0,8467704.0,829798.0,0.0,876029.06,1070206.5,0.0,2158248.0,0.0,1933731.8,644572.75,961752.06,8474338.0,-6634.0,-0.08,4446598.5,0.0,852704.9,149435.6,1413550.2,687972.9,0.0,0.0,7550262.0,828700.56,0.0,1171622.8,0.0,2345811.8,0.0,2480144.5,779397.75,7605677.0,-55415.0,-0.73
1976-05-16,7370587.5,0.0,0.0,863315.4,149435.6,1518963.2,426769.6,0.0,0.0,0.0,10329072.0,534851.2,0.0,1181174.2,1052866.5,0.0,1885801.6,0.0,3259452.8,512610.66,1974837.5,10401595.0,-72523.0,-0.7,5406945.5,0.0,849405.5,149435.6,1473518.6,446010.5,0.0,0.0,8325315.5,564743.56,0.0,1170090.8,0.0,2050677.2,0.0,4024227.2,622457.75,8432197.0,-106881.5,-1.28
1976-06-01,7085200.0,0.0,0.0,872925.4,149435.6,1542959.0,281871.62,0.0,0.0,0.0,9932392.0,399847.75,0.0,1181154.1,1026662.0,0.0,1787316.2,0.0,2762580.5,414029.6,2339879.8,9911470.0,20922.0,0.21,4897123.5,0.0,848537.94,149435.6,1472981.5,298965.56,0.0,0.0,7667044.0,462723.2,0.0,1168233.1,0.0,1953971.8,0.0,3504128.2,526677.25,7615733.0,51311.0,0.67
1976-06-16,10201546.0,0.0,0.0,885469.06,149435.6,1574344.6,223528.94,0.0,0.0,0.0,13034325.0,307831.66,0.0,1407976.2,993650.94,0.0,1693520.5,0.0,3899308.5,328294.2,4385171.5,13015753.0,18572.0,0.14,6074441.5,0.0,846438.1,149435.6,1503322.1,246114.44,0.0,0.0,8819751.0,402663.5,0.0,1166423.1,0.0,1854555.6,0.0,4918978.0,439403.9,8782024.0,37727.0,0.43
1976-07-01,8576052.0,0.0,0.0,898273.7,149435.6,1586711.2,193014.47,0.0,0.0,0.0,11403487.0,448320.75,0.0,1407949.9,963923.5,0.0,1585670.1,0.0,2695300.2,238622.39,4001417.0,11341203.0,62284.0,0.55,4637379.5,0.0,844382.9,149435.6,1567497.4,221408.06,0.0,0.0,7420103.5,574370.44,0.0,1164602.4,0.0,1733097.9,0.0,3754197.0,341505.9,7567773.5,-147670.0,-1.97
1976-07-16,7942042.0,0.0,0.0,900593.8,149435.6,1564722.9,170344.36,0.0,0.0,0.0,10727139.0,448562.84,0.0,1486164.4,944806.2,0.0,1553139.2,0.0,2373782.2,204805.48,3668793.0,10680053.0,47086.0,0.44,4263054.5,0.0,845165.06,149435.6,1539971.5,185923.72,0.0,0.0,6983550.0,543266.5,0.0,1162733.9,0.0,1700999.9,0.0,3264958.0,308459.16,6980417.0,3133.0,0.04
1976-08-01,6789677.0,0.0,0.0,903027.44,149435.6,1544021.8,166508.72,0.0,0.0,0.0,9552671.0,839199.2,0.0,1486131.8,939967.6,0.0,1542883.8,0.0,1899918.2,185403.06,2665237.2,9558740.0,-6069.0,-0.06,3930870.2,0.0,850426.5,149435.6,1499930.0,178902.5,0.0,0.0,6609565.0,840436.6,0.0,1160890.1,0.0,1694901.2,0.0,2691078.2,290778.78,6678085.0,-68520.0,-1.03
1976-08-16,5687513.5,0.0,0.0,902537.9,149435.6,2646734.0,147938.22,0.0,0.0,0.0,9534159.0,4207702.5,0.0,1316686.0,970375.5,0.0,1998939.6,0.0,525481.06,202741.89,319317.78,9541245.0,-7086.0,-0.07,3743678.5,0.0,863390.4,149435.6,2179883.8,154393.75,0.0,0.0,7090782.0,2696321.0,0.0,1159228.4,0.0,2203375.8,0.0,721046.2,327818.4,7107789.5,-17007.5,-0.24
1976-09-01,6772660.0,0.0,0.0,875380.4,149435.6,1488834.6,124638.36,0.0,0.0,0.0,9410949.0,301531.56,0.0,1316658.6,984370.75,0.0,1526348.4,0.0,2457460.2,173034.16,2651905.2,9411309.0,-360.0,-0.0,4188786.2,0.0,846450.2,149435.6,1419333.8,139830.2,0.0,0.0,6743836.0,273008.47,0.0,1157521.2,0.0,1697718.5,0.0,3402656.2,281906.28,6812811.0,-68975.0,-1.02
1976-09-16,5593807.0,0.0,0.0,890032.06,149435.6,1473608.9,120864.31,0.0,0.0,0.0,8227748.0,321279.84,0.0,1247725.0,965223.06,0.0,1529643.8,0.0,1815345.2,169587.89,2193475.5,8242280.5,-14532.5,-0.18,3467916.5,0.0,847927.56,149435.6,1402494.8,137765.14,0.0,0.0,6005539.0,365452.72,0.0,1155845.8,0.0,1710708.2,0.0,2472272.8,295711.9,5999991.5,5547.5,0.09
1976-10-01,4701314.5,0.0,0.0,884974.1,149435.6,1768902.6,123919.38,0.0,0.0,0.0,7628546.0,2493930.8,0.0,1247703.5,982432.1,0.0,1608560.6,0.0,1004300.44,200220.17,122702.836,7659850.5,-31304.5,-0.41,3393676.8,0.0,854534.8,149435.6,1444500.6,132061.4,0.0,0.0,5974209.0,1177671.4,0.0,1156112.2,0.0,1858512.8,0.0,1372894.1,354762.44,5919953.0,54256.0,0.91
1976-10-16,4339352.0,0.0,0.0,875746.2,149435.6,1416225.1,117072.37,0.0,0.0,0.0,6897831.0,803766.06,0.0,942381.0,998031.56,0.0,1568941.4,0.0,1271035.9,208746.92,1086083.1,6878986.0,18845.0,0.27,3119607.2,0.0,850881.56,149435.6,1276005.2,124997.13,0.0,0.0,5520926.5,426838.8,0.0,1154486.2,0.0,1798548.1,0.0,1747175.9,360505.44,5487554.5,33372.0,0.61
1976-11-01,3910459.5,0.0,0.0,874796.4,149435.6,1398611.0,110566.41,0.0,0.0,0.0,6443869.0,1160579.1,0.0,942366.44,1004759.56,0.0,1613668.1,0.0,946983.3,235715.7,535086.5,6439158.5,4710.5,0.07,2945595.0,0.0,851976.75,149435.6,1238876.5,118474.87,0.0,0.0,5304359.0,573108.75,0.0,1152738.9,0.0,1869351.9,0.0,1343008.6,398844.5,5337052.5,-32693.5,-0.61
1976-11-16,4219735.0,0.0,0.0,898296.94,149435.6,3280333.5,125320.04,0.0,0.0,0.0,8673121.0,3820047.0,0.0,864188.0,1019044.8,0.0,2649954.8,0.0,44167.98,278808.53,2095.9854,8678308.0,-5187.0,-0.06,3552679.8,0.0,869793.06,149435.6,2588259.2,127872.41,0.0,0.0,7288040.5,2612661.0,0.0,1151203.9,0.0,3021035.5,0.0,65857.484,443335.8,7294094.0,-6053.5,-0.08
1976-12-01,3410225.0,0.0,0.0,874900.2,149435.6,1282691.5,113220.81,0.0,0.0,0.0,5830473.0,1541019.9,0.0,864182.4,1025793.2,0.0,1752686.2,0.0,226898.25,329242.38,92827.84,5832650.5,-2177.5,-0.04,2780722.8,0.0,854803.2,149435.6,1115967.0,116390.305,0.0,0.0,5017319.0,952363.6,0.0,1149823.4,0.0,2078752.0,0.0,330445.97,513583.5,5024968.5,-7649.5,-0.15
1976-12-16,3198581.0,0.0,0.0,872925.8,152113.2,1285967.9,110075.94,0.0,0.0,0.0,5619664.0,1160720.8,0.0,686609.5,1031497.0,0.0,1755382.4,0.0,416737.06,342810.22,222197.47,5615954.0,3710.0,0.07,2666845.8,0.0,854264.7,152113.2,1138529.8,108234.36,0.0,0.0,4919988.0,589599.1,0.0,1148452.5,0.0,2071321.9,0.0,579499.56,527908.75,4916782.0,3206.0,0.07
