year,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp
1974,1014449287.0,686535389.1,230821327.803,57742898.0521,0.0,-79084417.0,5212623635.0,-20853326.1,-72364590.5,0.0,109662632.64526,0.0,41876211.45184,0.0,2153921889.0,0.0,28922144.3773,65087698.839999996,0.0,0.0,0.0,0.0,0.0,78754952.584,73244699.2,37488636.59,4367149643.0,5756815.335108261,0.0,466769.73067760875,0.0,1568042116.3043478,110424851.91304348,1176574967.3913043,980122403260.8695,14306768.254347827,0.0,0.0,1017003984.0,684701481.0,229812044.7,57717391.3562,0.0,-84471913.6,5212623635.0,-25609218.9,0.0,0.0,109662632.64526,0.0,41875205.92204,0.0,2138008829.0,0.0,29115134.62,67920295.41,0.0,0.0,0.0,0.0,0.0,77183685.88,75639905.3,36101598.89,4368984471.0,5756815.335108261,0.0,466758.06088739133,0.0,1562133995.652174,109713544.73913044,1177242989.1304348,980176018478.2609,14291250.12173913,0.0,0.0
1975,10071792194.3,3319624529.91,4105810177.27,2709751729.469,0.0,-11951957.95,22382739616.0,-38860044.897275,-360466948.4,0.0,302141212.535463,0.0,170490704.27916,0.0,11697467765.0,0.0,72422240.5503,536862408.7,0.0,0.0,0.0,0.0,0.0,1741398487.089,355883882.1,849474708.9,18596184538.0,4297345.030454392,0.0,266048.6506752137,0.0,2251728113.6986303,485221840.4931507,1926496972.6027398,979813225479.452,106872052.6849315,0.0,0.0,10161914097.1,3314477019.45,4111149185.579,2710664274.83,0.0,-100618333.10000001,22382739616.0,-81768439.0,0.0,0.0,302141212.535463,0.0,170482462.16916,0.0,11385297206.0,0.0,72678505.17719,633502782.01,0.0,0.0,0.0,0.0,0.0,1724809271.93,393748830.5,849769988.7,18601340393.0,4297345.030454392,0.0,266043.89250535064,0.0,2237197919.7260275,486449064.74246573,1918903128.7671232,980127211232.8767,106701717.20547946,0.0,0.0
1976,1170499383.0,743316576.78,194394006.311409,137098528.535,0.0,-80457464.495,7907306336.0,-458477.08574999997,-367989289.4,0.0,183996942.478274,0.0,109509978.16782117,0.0,8177824182.0,0.0,19731375.1696,481390319.57,0.0,0.0,0.0,0.0,0.0,158523572.579,155355231.8,149664870.2,6854793635.0,2395641.7141124974,0.0,136525.30887488544,0.0,1199501410.1092896,76354662.14480874,2048729989.0710382,978507319945.3552,111123623.68852459,0.0,0.0,1308294951.2,737828773.48,206912707.4047,138857228.287,0.0,-209181123.4,7907306336.0,-59617032.0,0.0,0.0,183996942.478274,0.0,109495027.48462117,0.0,7782577239.0,0.0,18864907.070303,641783463.28,0.0,0.0,0.0,0.0,0.0,154255472.123,208509435.6,149757541.7,6860296371.0,2395641.7141124974,0.0,136503.23173636085,0.0,1180032986.612022,78478638.16120219,2029727661.2021859,979258467759.5629,110686524.86338797,0.0,0.0
1977,3858783797.69,2182502596.6,1307987983.69008,650531394.441,0.0,221825691.005,17219323895.0,30798260.9435,-393388761.9,0.0,309348835.52164,0.0,135983948.618112,0.0,9034029910.0,0.0,11997402.88885,334843993.036,0.0,0.0,0.0,0.0,0.0,519398876.66,114156515.1,148844340.03,14592087483.0,3583535.0199787393,0.0,210397.9744977863,0.0,1302042012.8767123,145503557.46575344,2068250545.2054794,977143005479.452,109954838.79452054,0.0,0.0,4070032091.1,2171809936.49,1312846182.93078,653394488.438,0.0,9523083.2,17219323895.0,-45471622.03,0.0,0.0,309348835.52164,0.0,135950260.399816,0.0,8456980278.0,0.0,10574003.693463,522730429.2,0.0,0.0,0.0,0.0,0.0,498895584.513,175698547.7,175678454.73,14602813723.0,3583535.0199787393,0.0,210392.19146845478,0.0,1279327939.7260275,147767040.0520548,2038631542.4657533,978381435068.4932,108822008.84931506,0.0,0.0
1978,14215766086.9,3698737010.6,6684153504.82511,4114427335.1,0.0,331613091.59,24703853057.0,39459810.6905,-433945907.6,0.0,256829875.11093,0.0,169712745.75678,0.0,12298646983.0,0.0,95847343.35328,457054318.14,0.0,0.0,0.0,0.0,0.0,2430566488.07,229155869.7,1613429758.2,20592883128.0,4164803.0045236438,0.0,218156.80381829588,0.0,2078946612.6027398,592746836.980822,3232250884.9315066,977367452328.7671,158016471.78082192,0.0,0.0,14600172870.8,3694266532.7,6790312053.205,4117801251.974,0.0,51194161.55,24703853057.0,-47895686.7,0.0,0.0,256829875.11093,0.0,169712241.19278,0.0,11792999637.0,0.0,91960903.59952,698259591.11,0.0,0.0,0.0,0.0,0.0,2353698380.075,358913394.6,1570600396.5,20597354619.0,4164803.0045236438,0.0,218156.4378730904,0.0,2060890012.0547945,602976665.339726,3127329712.3287673,978940495342.4657,156311090.41095892,0.0,0.0
1979,11697616632.6,4784207497.87,4697341699.13501,2754090129.284,0.0,459922382.535,31119560958.0,47605017.5888,-451950955.0,0.0,295766907.86243,0.0,195212829.93256,0.0,12100250804.0,0.0,71312429.73095,395767986.4,0.0,0.0,0.0,0.0,0.0,2072534465.897,191390910.3,1201475669.6,25830227813.0,4996075.542054603,0.0,323466.82846238354,0.0,2327568815.0684934,505620892.16712326,3632839249.3150687,977081456438.3562,151625157.80821916,0.0,0.0,12147018823.7,4779172337.38,4788812703.528,2758630198.59,0.0,103153489.0,31119560958.0,-46541908.21,0.0,0.0,295766907.86243,0.0,195211019.08456,0.0,11591491564.0,0.0,67254533.95165999,638687497.62,0.0,0.0,0.0,0.0,0.0,1992614719.217,318920887.0,1197047492.9,25835264850.0,4996075.542054603,0.0,323463.2998048493,0.0,2310276997.260274,515171460.09041095,3497271342.4657536,978944606027.3972,149685168.49315068,0.0,0.0
1980,11335828352.2,3133971834.05,4930474188.4906,3341672321.573,0.0,127756676.75,21005701979.0,40861432.009,-479591747.9,0.0,264016219.37937,0.0,147619301.49333,0.0,10707211721.0,0.0,86504138.46717,472262271.34,0.0,0.0,0.0,0.0,0.0,2166703034.025,263502072.6,1806160816.0,17474925215.0,3556386.5332562025,0.0,154164.761505,0.0,2133657852.4590163,549470472.863388,4331572754.098361,977478014207.6503,156883676.50273225,0.0,0.0,11758234817.6,3131897683.57,5043029153.821,3346598600.75,0.0,-180250396.0,21005701979.0,-56719641.4,0.0,0.0,264016219.37937,0.0,147620176.01063,0.0,10236469857.0,0.0,82276308.93457,735673782.97,0.0,0.0,0.0,0.0,0.0,2080577098.939,423107718.0,1714034034.0,17476998393.0,3556386.5332562025,0.0,154163.5364902459,0.0,2116636242.896175,564044263.2513661,4168387396.1748633,979492094262.295,154821119.12568307,0.0,0.0
1981,13285380259.1,4554861133.31,6018961589.86174,3220384847.507,0.0,439836335.75,30163582275.0,47750672.989,-478264830.1,0.0,350694143.86178,0.0,168334564.408713,0.0,11150057988.0,0.0,64947198.3256,396341000.53,0.0,0.0,0.0,0.0,0.0,2055726919.738,183382874.1,1180237930.6,25075475471.0,4141595.4874095344,0.0,263502.3421493233,0.0,2199397791.232877,501541591.05479455,4478406539.7260275,977067380547.9452,149322122.46575344,0.0,0.0,13773286999.1,4547821787.26,6127229479.007999,3225655846.315,0.0,60286025.650000006,30163582275.0,-58820705.4,0.0,0.0,350694143.86178,0.0,168328321.894613,0.0,10609841934.0,0.0,60625839.6447,667446075.65,0.0,0.0,0.0,0.0,0.0,1972834156.989,317002946.3,1183169177.7,25082521111.0,4141595.4874095344,0.0,263495.1565397343,0.0,2180496920.547945,510691670.77260274,4298538591.780822,979341468493.1506,146690327.39726028,0.0,0.0
1982,17999270020.8,5014506069.16,7988905751.3029,5176569417.65,0.0,196767846.68,32277921465.0,31347548.172199998,-500424617.1,0.0,293211581.82546,0.0,172950965.13328,0.0,12160907521.0,0.0,102130649.0435,464698522.7,0.0,0.0,0.0,0.0,0.0,3365754022.93,356620535.4,2700290017.0,26810424653.0,4678364.857105316,0.0,320652.07920328766,0.0,2652515189.3150687,850525991.1369863,5417800216.438356,977949001917.8082,171082478.3561644,0.0,0.0,18607551803.0,5010044839.05,8208253923.284,5183011972.77,0.0,-190584085.2,32277921465.0,-75099466.8,0.0,0.0,293211581.82546,0.0,172949843.46328,0.0,11751687619.0,0.0,96223697.59289,712540320.18,0.0,0.0,0.0,0.0,0.0,3213908621.242,561866582.9,2544240981.0,26814887719.0,4678364.857105316,0.0,320650.13819646573,0.0,2640359150.9589043,868652315.7808219,5197245402.739726,980244681917.8082,168167715.34246576,0.0,0.0
1983,30420909685.2,7831104737.9,14590692377.476,8180962005.4,0.0,163507878.85,49758894744.0,-6694352.573,-491025085.7,0.0,345949393.49084,0.0,259020579.98294201,0.0,13931251871.0,0.0,106473855.31286,577835761.77,0.0,0.0,0.0,0.0,0.0,4238852937.18,510583907.2,3297249799.0,41308763472.0,5662567.455845315,0.0,311642.68318312604,0.0,2777752270.9589043,1064856521.5342466,6087215775.342465,979190472876.7123,176025698.3561644,0.0,0.0,31061899057.0,7829119296.8,14860662355.305,8186443057.59,0.0,-203836567.5,49758894744.0,-108132521.2,0.0,0.0,345949393.49084,0.0,259025543.782942,0.0,13683078011.0,0.0,100397898.84261,784299623.5,0.0,0.0,0.0,0.0,0.0,4066730864.49,714054110.3,3124500407.0,41310743571.0,5662567.455845315,0.0,311642.68488175614,0.0,2771856202.191781,1081220857.1232877,5870468671.232877,981345356164.3835,173035301.369863,0.0,0.0
