year,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp
1984,6680396581.0,2450296087.36,2034892163.562,1991493154.593,0.0,-172638424.2,17468508915.0,-1722637.8626,-521066514.1,0.0,378841954.187755,0.0,145714626.9189391,0.0,11253895627.0,0.0,76068975.95219,579094667.73,0.0,0.0,0.0,0.0,0.0,1831274998.989,362326087.4,1727458055.0,14504449650.0,3880272.729043866,0.0,285993.9287905385,0.0,2364774619.9453554,531015491.57377046,6269804530.054645,979456590163.9344,151602126.77595627,0.0,0.0,7048885399.0,2449910565.25,2108429866.324,1997046053.81,0.0,-463040336.3,17468508915.0,-106095743.4,0.0,0.0,378841954.187755,0.0,145716877.0412391,0.0,10945118317.0,0.0,71947729.512982,796048997.08,0.0,0.0,0.0,0.0,0.0,1779235938.82,520168887.4,1677596408.0,14504832914.0,3880272.729043866,0.0,285991.0718211396,0.0,2357817644.808743,548816990.409836,6070841101.092896,981616231693.989,148951669.94535518,0.0,0.0
1985,4920906473.8,2072132750.53,1480600880.3087,1254651861.765,0.0,-84612055.4,15010604125.0,8958670.40468,-532357155.2,0.0,250337119.0028,0.0,92268042.97833359,0.0,10178987668.0,0.0,68369144.00848,497675578.998,0.0,0.0,0.0,0.0,0.0,1184471969.98,260968418.4,1233249253.0,12584725866.0,2876149.0813926025,0.0,228938.31589286576,0.0,2129105200.0,363401678.2082192,6355409701.369863,979065126575.3424,143908155.06849316,0.0,0.0,5283714145.0,2069554379.08,1562007225.0379999,1260180251.96,0.0,-362680119.4,15010604125.0,-94308827.4,0.0,0.0,250337119.0028,0.0,92269401.7298736,0.0,9877068725.0,0.0,64604537.17599,715431251.2,0.0,0.0,0.0,0.0,0.0,1150139249.807,399466172.4,1199495978.0,12587302553.0,2876149.0813926025,0.0,228936.58469681095,0.0,2120250358.0821917,377591057.31232876,6152449983.561644,981376057260.2739,141123567.94520548,0.0,0.0
1986,16337328535.5,4127162658.5660844,8226632955.29,3973809132.28,0.0,17300995.8,27532200254.0,2998527.8063000003,-524486687.0,0.0,309788303.9097,0.0,171524310.8793223,0.0,11668454773.0,0.0,87963756.09261,522988939.86,0.0,0.0,0.0,0.0,0.0,2136433731.856,320830690.8,1863364960.0,22922987321.82783,3876350.507027671,0.0,255967.24922660357,0.0,2024952899.7260275,541515017.8273972,6759660419.178082,979147363835.6165,147610369.86301368,0.0,0.0,16760368470.0,4125035198.2360845,8342527253.99,3978027785.28,0.0,-288164350.2,27532200254.0,-94365447.4,0.0,0.0,309788303.9097,0.0,171526268.6063223,0.0,11412653693.0,0.0,82953967.37776,740508341.39,0.0,0.0,0.0,0.0,0.0,2056272817.55,465580327.2,1779471544.0,22925112715.82783,3876350.507027671,0.0,255962.33653345288,0.0,2017222842.4657533,550764190.3013699,6531331268.493151,981549333150.6849,144516263.01369864,0.0,0.0
1987,7313348639.7,3222882965.67,2650046085.5383,1614134567.3,0.0,133231708.45,21133982669.0,13780283.4395,-544476991.9,0.0,302668351.76477,0.0,170277009.06601,0.0,9269114088.0,0.0,55661885.96302,465738146.1,0.0,0.0,0.0,0.0,0.0,1341378546.651,199647588.7,951693684.7,17443983420.0,3787960.8000536165,0.0,371278.77488317806,0.0,1821581789.589041,339640479.27397263,6640300772.602739,978583899726.0273,131392740.8219178,0.0,0.0,7691074955.4,3219978731.9900002,2711327884.869,1617619793.64,0.0,-181395592.9,21133982669.0,-83911695.0,0.0,0.0,302668351.76477,0.0,170276713.66601,0.0,8961084485.0,0.0,51140982.85099,693252302.3,0.0,0.0,0.0,0.0,0.0,1294210512.61,304386105.8,953353446.4,17446887666.0,3787960.8000536165,0.0,371279.0551023562,0.0,1807666320.5479453,346888846.4821918,6414732405.479452,981138658904.1096,128242712.87671232,0.0,0.0
1988,5714769001.0,2278347282.19,2003463621.88388,1479617526.064,0.0,60163200.21000001,15763833779.0,22465694.47888,-542739515.0,0.0,263944671.234456,0.0,127124365.024537,0.0,9574671930.8,0.0,67311816.03002,463736907.37,0.0,0.0,0.0,0.0,0.0,1199181675.988,205884203.6,1139856110.1,13087876286.0,3070112.5645021475,0.0,367107.73040930054,0.0,1931104129.2349727,327837059.363388,6894674765.027323,978271901639.3442,135550287.15846995,0.0,0.0,6057876645.7,2276717771.9,2054915353.793,1483480185.98,0.0,-229351637.1,15763833779.0,-74134245.4,0.0,0.0,263944671.234456,0.0,127121898.488011,0.0,9312082350.0,0.0,62217430.44931,699357302.65,0.0,0.0,0.0,0.0,0.0,1161858392.26,324681739.5,1109332340.4,13089507861.0,3070112.5645021475,0.0,367097.0844753497,0.0,1920481260.9289618,339358735.0601093,6646318155.737705,980982358196.7213,132326545.08196722,0.0,0.0
1989,4733047906.9,2056298861.3,1410609003.6304,1307675507.654,0.0,64838001.89000001,14769685882.0,30731706.8445,-529520802.5,0.0,352047536.824362,0.0,173978272.5446731,0.0,11192063675.0,0.0,66088651.57314,383293737.68,0.0,0.0,0.0,0.0,0.0,1083242471.026,188454534.2,1044841752.0,12205258603.0,3278821.974969348,0.0,302785.123102052,0.0,2084833901.9178083,314972025.15068495,6938024356.164384,977940635890.411,140293416.71232876,0.0,0.0,5082863964.3,2052927132.4,1464870205.005,1311566411.69,0.0,-231453962.65,14769685882.0,-65927404.7,0.0,0.0,352047536.824362,0.0,173973145.0154731,0.0,10953934298.0,0.0,60389468.12654,590356022.19,0.0,0.0,0.0,0.0,0.0,1042222446.771,299834183.3,1012180116.3,12208635732.0,3278821.974969348,0.0,302784.37186013424,0.0,2075379201.9178083,322570818.2986301,6677413115.068493,980774412602.7397,136540906.02739727,0.0,0.0
1990,3728011670.9,1871229407.9,1097622971.608,798108625.02,0.0,51197500.8,13526540063.0,40911690.347,-578066536.0,0.0,312062240.57167,0.0,132864308.621363,0.0,10335215964.0,0.0,61711586.6296,383371616.576,0.0,0.0,0.0,0.0,0.0,822763352.73,167320779.7,788467103.9,11207950723.0,2965992.3830818357,0.0,303538.84484808496,0.0,1731005536.1643836,230496067.83561644,6911271986.30137,977495715890.411,130682282.46575342,0.0,0.0,4056379357.0,1869952911.8,1144959320.373,802163222.46,0.0,-226888844.65,13526540063.0,-58467596.6,0.0,0.0,312062240.57167,0.0,132861145.701363,0.0,10119557839.0,0.0,54719643.11083,604002073.2,0.0,0.0,0.0,0.0,0.0,795735258.1,265854542.7,769717874.4,11209230330.0,2965992.3830818357,0.0,303528.8215604137,0.0,1720157317.260274,238408410.8219178,6645047493.150685,980473194794.5205,127135062.19178082,0.0,0.0
1991,5948442451.8,2710402850.71,2266968732.64,1117149814.34,0.0,131502760.57,18640138054.0,49061677.53,-567203539.0,0.0,254360710.64624,0.0,139214146.4835262,0.0,10332702441.0,0.0,57506925.6171,320163977.26,0.0,0.0,0.0,0.0,0.0,923471008.4,180322445.7,785420434.5,15527289817.0,2868095.4787710686,0.0,272182.6289637457,0.0,1711799672.6027398,243132485.75342464,6922062315.068493,976992372328.7671,124407771.78082192,0.0,0.0,6299306610.4,2708501838.35,2319040842.48,1120522475.8,0.0,-164513704.0,18640138054.0,-49963695.5,0.0,0.0,254360710.64624,0.0,139206745.7160362,0.0,10147116956.0,0.0,51542918.4213,514919407.97,0.0,0.0,0.0,0.0,0.0,890361623.2,280035407.1,770562692.3,15529198015.0,2868095.4787710686,0.0,272180.80553848547,0.0,1701650719.1780822,249503893.12328768,6645778791.780822,980127065753.4247,120483784.38356164,0.0,0.0
1992,8578542260.6,3620598942.3,3238091345.81,2063466674.4,0.0,308047001.75,23723086068.0,56165653.703,-540488951.0,0.0,300668444.89639,0.0,176390394.409618,0.0,11434341166.0,0.0,70152956.7793,358841752.94,0.0,0.0,0.0,0.0,0.0,1580657922.5,204264287.7,1102111596.0,19619231811.0,3732499.2202172405,0.0,343411.62157687976,0.0,2084977244.5355191,403675873.1147541,7131005896.174864,976858875683.06,138950840.98360655,0.0,0.0,9010068926.0,3618642488.8,3315699429.02,2066913589.99,0.0,-43126656.2,23723086068.0,-46972860.4,0.0,0.0,300668444.89639,0.0,176386265.529618,0.0,11251614029.0,0.0,63889531.7667,563510933.31,0.0,0.0,0.0,0.0,0.0,1524915032.7,314312503.1,1089197825.0,19621191805.0,3732499.2202172405,0.0,343406.69015611475,0.0,2075404631.420765,411616683.4699454,6839190467.213115,980070335245.9016,134449163.1147541,0.0,0.0
1993,13607719042.5,4185879618.94,5827776952.84,3712352092.66,0.0,135450119.05,26865817177.0,52720097.649,-577255210.0,0.0,363701510.34411,0.0,201955858.181128,0.0,12871361398.0,0.0,94253932.0925,381319500.09,0.0,0.0,0.0,0.0,0.0,2460943231.5,322119054.0,2016307191.0,22129539947.0,4065979.34053463,0.0,367713.2127371726,0.0,2427853449.589041,646499791.6164384,7753786961.643836,977441507397.2603,154886003.83561644,0.0,0.0,14082757945.0,4187650143.0,5944339338.35,3716123926.56,0.0,-218365131.6,26865817177.0,-56872273.2,0.0,0.0,363701510.34411,0.0,201957807.649128,0.0,12557041919.0,0.0,87478901.8501,579600722.15,0.0,0.0,0.0,0.0,0.0,2370058286.8,480818301.7,1949649067.0,22127767444.0,4065979.34053463,0.0,367712.01886593975,0.0,2415239882.739726,660455460.5753424,7429374000.0,980673718082.1918,150099147.39726028,0.0,0.0
1994,6162514190.2,2638489315.2,2116744400.63,1551401590.7,0.0,125361415.455,17911746347.0,62477448.729,-583061694.4,0.0,306042265.73235,0.0,147868150.55794573,0.0,10036328613.0,0.0,56376855.6027,360642363.92,0.0,0.0,0.0,0.0,0.0,1465132673.4,229268716.2,1182356797.0,14805070155.0,3647753.8344941093,0.0,441723.1162556294,0.0,2156382418.630137,395213774.1643836,7660711210.958904,977143726575.3424,138143027.39726028,0.0,0.0,6589056178.0,2639140308.8,2190994014.85,1554279655.62,0.0,-222532671.0,17911746347.0,-56662231.5,0.0,0.0,306042265.73235,0.0,147866317.89364573,0.0,9632621910.0,0.0,52273987.555,562698214.66,0.0,0.0,0.0,0.0,0.0,1407098634.8,359634277.7,1160846164.0,14804420350.0,3647753.8344941093,0.0,441721.89566932805,0.0,2139731305.4794521,406410987.0410959,7332990238.356164,980612179726.0273,133465103.01369864,0.0,0.0
1995,22328330927.0,6123869262.6,10838809514.71,5453212169.03,0.0,104519451.8,37452776195.0,44450369.909,-592581834.0,0.0,328066650.13835,0.0,223194073.05118,0.0,12420474154.0,0.0,107534733.9293,444533399.36,0.0,0.0,0.0,0.0,0.0,3182011688.7,426293109.7,2661613588.0,30786632642.0,4216007.383265945,0.0,356691.74846120545,0.0,2492269157.5342464,817973656.5753424,8402948424.657535,977915484931.5068,158311665.20547944,0.0,0.0,22917438822.0,6125636003.6,11030616875.42,5458821078.06,0.0,-285696386.0,37452776195.0,-74931533.5,0.0,0.0,328066650.13835,0.0,223200435.35918,0.0,12112422259.0,0.0,99101244.5732,659579526.99,0.0,0.0,0.0,0.0,0.0,3061556150.6,611495120.2,2561873531.0,30784860457.0,4216007.383265945,0.0,356699.43031873973,0.0,2479268947.9452057,837179469.0958904,8026821926.027397,981455932328.7671,153109131.23287672,0.0,0.0
1996,17056055891.0,5422560224.06,7345618605.11,4406197746.66,0.0,89659422.9,33938055269.0,38541032.5864,-598576701.0,0.0,335808823.1851,0.0,222357941.0131,0.0,13407351701.0,0.0,94828094.1783,440945126.28,0.0,0.0,0.0,0.0,0.0,2710080313.1,392731328.3,2238669880.0,27948801478.0,4336289.6414177865,0.0,353853.69438393443,0.0,2521097717.759563,713553286.9398907,8605154666.666666,978335833879.7814,152692636.3387978,0.0,0.0,17625036457.0,5423561236.63,7510177872.57,4411717623.04,0.0,-306397803.8,33938055269.0,-86696610.2,0.0,0.0,335808823.1851,0.0,222358546.6631,0.0,13053325365.0,0.0,87919643.7918,656400966.56,0.0,0.0,0.0,0.0,0.0,2603467468.4,563162049.4,2162833737.0,27947800423.0,4336289.6414177865,0.0,353851.8450325683,0.0,2507553338.7978144,728693431.3934426,8226967349.726776,981936724043.7158,147405007.65027323,0.0,0.0
1997,11907845594.7,3465925604.35,5261531714.06,3092238314.88,0.0,-72532751.7,23022577659.0,39697162.3578,-602262009.0,0.0,351802113.581509,0.0,173409211.434658,0.0,11635869389.0,0.0,80909954.6289,464898701.22,0.0,0.0,0.0,0.0,0.0,2170148888.8,346355291.6,1924188435.0,19046636891.0,3556520.4213199727,0.0,343285.40701985755,0.0,2289640036.9863014,579242443.369863,8764259832.876713,978467340273.9727,142349855.61643836,0.0,0.0,12379335556.0,3466390024.64,5357692539.47,3097620503.71,0.0,-442979489.4,23022577659.0,-89829755.6,0.0,0.0,351802113.581509,0.0,173407935.326958,0.0,11282363897.0,0.0,74883703.4231,685416499.33,0.0,0.0,0.0,0.0,0.0,2093593862.5,515962435.5,1866770737.0,19046173813.0,3556520.4213199727,0.0,343280.1155880767,0.0,2279079268.219178,594959252.4383562,8374416238.356164,982191885205.4795,137113618.0821918,0.0,0.0
1998,22187731125.0,6047316464.47,10362211102.88,5683460887.91,0.0,-84109308.3,37394645055.0,16001225.09944,-560768571.0,0.0,356906337.74386,0.0,288828242.779443,0.0,13285952748.0,0.0,105020536.9596,412858406.9,0.0,0.0,0.0,0.0,0.0,3304223463.2,514506014.8,2952008489.0,30700205208.0,5508593.21562948,0.0,504293.3060950219,0.0,2807128773.4246573,897850951.5890411,9242006416.438356,979275888219.1781,160847775.06849316,0.0,0.0,22826140760.0,6049106267.47,10578217075.3,5689991763.99,0.0,-499011400.0,37394645055.0,-105608039.3,0.0,0.0,356906337.74386,0.0,288833287.110843,0.0,13028916478.0,0.0,96383684.9259,606347882.57,0.0,0.0,0.0,0.0,0.0,3172046537.8,724899675.8,2811581338.0,30698410048.0,5508593.21562948,0.0,504293.19633830956,0.0,2798363668.767123,919668632.6575342,8831422578.082191,982944744109.589,154872871.78082192,0.0,0.0
1999,10320671376.0,3147159163.1,4073680809.48,2883950713.73,0.0,-190686614.7,20245843832.0,17135568.1954,-613691043.0,0.0,339360877.58422,0.0,183153309.472829,0.0,10533689025.0,0.0,82338103.2478,454943104.46,0.0,0.0,0.0,0.0,0.0,2022809701.6,396636191.6,2012980898.0,16577978562.0,3836720.480497315,0.0,378170.9288948466,0.0,2320035898.9041095,583461604.7397261,9218420331.50685,979506218082.1918,143079553.97260273,0.0,0.0,10832033157.0,3146700193.42,4229484534.89,2890537899.15,0.0,-540723980.0,20245843832.0,-107918183.89999999,0.0,0.0,339360877.58422,0.0,183154465.900849,0.0,10161338211.0,0.0,76534999.3624,666821274.33,0.0,0.0,0.0,0.0,0.0,1937985331.6,577121874.4,1932753209.0,16578436175.0,3836720.480497315,0.0,378168.541130737,0.0,2305876298.3561645,600232280.0273973,8832592249.31507,983190101095.8904,137796581.0958904,0.0,0.0
