date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,SPECIFIED_FLOWS_IN_base,STREAM_LEAKAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,SPECIFIED_FLOWS_OUT_base,STREAM_LEAKAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,day_base,year_base,month_base,date_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,SPECIFIED_FLOWS_IN_unimp,STREAM_LEAKAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,SPECIFIED_FLOWS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp,day_unimp,year_unimp,month_unimp,date_unimp
1975-08-15,8086733.0,0.0,0.0,884249.25,144787.27,1609014.2,363940.5,0.0,0.0,0.0,11088724.0,854556.6,0.0,1384595.5,1029999.0,0.0,1918503.2,0.0,2960952.5,347815.8,2580501.5,11076924.0,11799.0,0.14,15,1975,8,1975-08-15,5302873.5,0.0,846202.25,144787.27,1477370.2,405234.47,0.0,0.0,8176468.0,802605.75,0.0,1202873.0,0.0,2064461.1,0.0,3579218.0,452635.06,8101793.0,74674.75,0.84000003,15,1975,8,1975-08-15
1975-09-15,6818097.0,0.0,0.0,881934.6,144787.27,1529309.8,255164.34,0.0,0.0,0.0,9629293.0,450837.75,0.0,1280153.8,1031300.94,0.0,1872423.2,0.0,2563309.0,323502.75,2100066.5,9621594.0,7699.5,0.089999996,15,1975,9,1975-09-15,4628346.0,0.0,849254.6,144787.27,1380289.0,285959.06,0.0,0.0,7288636.0,452323.2,0.0,1197512.2,0.0,2045825.5,0.0,3208544.8,434142.38,7338348.0,-49712.25,-0.73,15,1975,9,1975-09-15
1975-10-15,5738358.0,0.0,0.0,879892.25,144787.27,1347791.9,249391.16,0.0,0.0,0.0,8360220.5,1912712.8,0.0,1077759.8,1048754.0,0.0,2119991.0,0.0,1031047.9,377556.3,797342.5,8365165.0,-4944.25,-0.06,15,1975,10,1975-10-15,4307431.5,0.0,851164.5,144787.27,1222075.8,265604.97,0.0,0.0,6791064.0,1451074.1,0.0,1192976.4,0.0,2357622.5,0.0,1297350.2,503807.12,6802830.0,-11766.25,-0.175,15,1975,10,1975-10-15
1975-11-15,5891248.0,0.0,0.0,863425.6,144787.27,6816041.0,612486.0,0.0,0.0,0.0,14327988.0,7735929.0,0.0,894275.06,1080387.2,0.0,3960714.2,0.0,64602.55,588601.6,2127.5364,14326639.0,1349.0,0.015,15,1975,11,1975-11-15,5173767.0,0.0,841919.8,144787.27,6312233.5,602560.8,0.0,0.0,13075268.0,6808211.5,0.0,1189161.6,0.0,4243329.5,0.0,81873.336,749133.0,13071709.0,3559.5,0.04,15,1975,11,1975-11-15
1975-12-15,3739847.0,0.0,0.0,870233.56,145874.38,1403018.0,734604.94,0.0,0.0,0.0,6893578.0,1802594.2,0.0,754528.6,1097614.5,0.0,2536041.5,0.0,56750.625,626617.06,18137.229,6892284.0,1294.25,0.020000001,15,1975,12,1975-12-15,3231994.5,0.0,854462.5,145874.38,1351688.0,754922.75,0.0,0.0,6338942.0,1477680.9,0.0,1185761.0,0.0,2801210.0,0.0,75372.016,797652.6,6337676.5,1265.75,0.02,15,1975,12,1975-12-15
1976-01-15,3307281.2,0.0,0.0,868638.6,149398.11,1405904.0,827702.75,0.0,0.0,0.0,6558924.0,1429607.2,0.0,672482.5,1098496.4,0.0,2513497.5,0.0,108092.016,687470.7,50409.89,6560056.0,-1132.0,-0.02,15,1976,1,1976-01-15,2921802.0,0.0,854737.94,149398.11,1365822.0,781850.06,0.0,0.0,6073610.0,1125775.6,0.0,1182776.5,0.0,2760675.0,0.0,141798.39,865559.9,6076585.5,-2975.75,-0.05,15,1976,1,1976-01-15
1976-02-15,3748478.5,0.0,0.0,873137.8,149435.6,2370250.0,493405.88,0.0,0.0,0.0,7634707.5,1809783.0,0.0,685454.1,1091952.9,0.0,2929549.2,0.0,344018.12,681187.25,98767.03,7640711.5,-6004.0,-0.08,15,1976,2,1976-02-15,3414139.5,0.0,859413.56,149435.6,2256227.0,484283.06,0.0,0.0,7163498.5,1528212.0,0.0,1179470.2,0.0,3180284.2,0.0,430252.3,846502.75,7164721.5,-1223.0,-0.004999999,15,1976,2,1976-02-15
1976-03-15,4088882.5,0.0,0.0,845578.9,149435.6,7835420.0,1211923.9,0.0,0.0,0.0,14131240.0,7616684.0,0.0,682110.4,1095064.0,0.0,3471776.8,0.0,344669.5,815999.6,91657.34,14117962.0,13279.0,0.105,15,1976,3,1976-03-15,3831867.0,0.0,832151.75,149435.6,7375130.0,1199495.9,0.0,0.0,13388080.0,7044939.0,0.0,1177095.2,0.0,3719222.2,0.0,480752.22,984584.75,13406594.0,-18513.25,-0.3,15,1976,3,1976-03-15
1976-04-15,4196209.5,0.0,0.0,869625.7,149435.6,1731254.5,832611.56,0.0,0.0,0.0,7779137.0,1158819.8,0.0,826260.4,1086267.9,0.0,2679782.0,0.0,824135.1,693772.7,508785.5,7777823.5,1313.625,0.0175,15,1976,4,1976-04-15,3639616.0,0.0,860159.1,149435.6,1950241.5,967348.0,0.0,0.0,7566800.0,1349033.2,0.0,1173817.2,0.0,3236428.5,0.0,1004338.7,855718.94,7619337.0,-52536.5,-0.72499996,15,1976,4,1976-04-15
1976-05-15,6338708.5,0.0,0.0,863875.0,149435.6,1487664.2,558704.4,0.0,0.0,0.0,9398388.0,682324.6,0.0,1028601.6,1061536.5,0.0,2022024.8,0.0,2596592.2,578591.7,1468294.8,9437966.0,-39578.5,-0.39,15,1976,5,1976-05-15,4926772.0,0.0,851055.2,149435.6,1443534.5,566991.7,0.0,0.0,7937789.0,696722.06,0.0,1170856.8,0.0,2198244.5,0.0,3252186.0,700927.75,8018937.0,-81148.25,-1.005,15,1976,5,1976-05-15
1976-06-15,8643373.0,0.0,0.0,879197.25,149435.6,1558651.8,252700.28,0.0,0.0,0.0,11483358.0,353839.7,0.0,1294565.2,1010156.5,0.0,1740418.4,0.0,3330944.5,371161.88,3362525.5,11463612.0,19747.0,0.175,15,1976,6,1976-06-15,5485782.5,0.0,847488.0,149435.6,1488151.8,272540.0,0.0,0.0,8243397.5,432693.34,0.0,1167328.1,0.0,1904263.8,0.0,4211553.0,483040.56,8198878.5,44519.0,0.55,15,1976,6,1976-06-15
1976-07-15,8259047.0,0.0,0.0,899433.75,149435.6,1575717.0,181679.4,0.0,0.0,0.0,11065313.0,448441.8,0.0,1447057.1,954364.9,0.0,1569404.8,0.0,2534541.2,221713.94,3835105.0,11010628.0,54685.0,0.495,15,1976,7,1976-07-15,4450217.0,0.0,844774.0,149435.6,1553734.5,203665.89,0.0,0.0,7201827.0,558818.5,0.0,1163668.1,0.0,1717048.9,0.0,3509577.5,324982.53,7274095.0,-72268.5,-0.96500003,15,1976,7,1976-07-15
1976-08-15,6238595.0,0.0,0.0,902782.6,149435.6,2095377.9,157223.47,0.0,0.0,0.0,9543415.0,2523450.8,0.0,1401408.9,955171.56,0.0,1770911.8,0.0,1212699.6,194072.47,1492277.5,9549992.0,-6577.5,-0.065,15,1976,8,1976-08-15,3837274.5,0.0,856908.44,149435.6,1839906.9,166648.12,0.0,0.0,6850173.5,1768378.8,0.0,1160059.2,0.0,1949138.5,0.0,1706062.2,309298.6,6892937.0,-42763.75,-0.635,15,1976,8,1976-08-15
1976-09-15,5886900.5,0.0,0.0,883866.44,149435.6,1476049.4,122223.914,0.0,0.0,0.0,8518476.0,346371.28,0.0,1270698.9,972448.8,0.0,1533234.4,0.0,1951110.1,173199.23,2277428.8,8524491.0,-6015.8335,-0.07333333,15,1976,9,1976-09-15,3828351.5,0.0,847188.9,149435.6,1410914.2,138797.67,0.0,0.0,6374687.5,319230.6,0.0,1156683.5,0.0,1704213.4,0.0,2937464.5,288809.1,6406401.0,-31713.75,-0.46499997,15,1976,9,1976-09-15
1976-10-15,4447996.5,0.0,0.0,878636.94,149435.6,1537021.1,118114.57,0.0,0.0,0.0,7131204.5,1419384.6,0.0,1044153.7,993410.5,0.0,1586483.5,0.0,1135440.4,208783.23,746473.56,7134129.5,-2924.6667,-0.029999996,15,1976,10,1976-10-15,3256642.0,0.0,852708.2,149435.6,1360253.0,128529.266,0.0,0.0,5747568.0,802255.1,0.0,1155299.2,0.0,1828530.5,0.0,1560035.0,357633.94,5703754.0,43814.0,0.76,15,1976,10,1976-10-15
1976-11-15,4103152.8,0.0,0.0,878479.1,149435.6,1780210.0,111345.734,0.0,0.0,0.0,7022623.0,1402018.8,0.0,879827.4,1010728.8,0.0,1818962.2,0.0,931959.5,242210.8,734376.1,7020083.0,2539.5,0.04,15,1976,11,1976-11-15,3249137.5,0.0,860884.9,149435.6,1913567.9,123173.64,0.0,0.0,6296200.0,1592884.9,0.0,1151971.4,0.0,2445193.8,0.0,704433.06,421090.16,6315573.0,-19373.5,-0.345,15,1976,11,1976-11-15
1976-12-15,3304403.0,0.0,0.0,873913.0,150774.4,1284329.8,111648.375,0.0,0.0,0.0,5725068.5,1350870.2,0.0,775395.94,1028645.1,0.0,1754034.2,0.0,321817.66,336026.3,157512.66,5724302.0,766.25,0.015000001,15,1976,12,1976-12-15,2723784.2,0.0,854533.94,150774.4,1127248.4,112312.33,0.0,0.0,4968653.5,770981.4,0.0,1149138.0,0.0,2075037.0,0.0,454972.75,520746.12,4970875.0,-2221.75,-0.040000003,15,1976,12,1976-12-15
1977-01-15,3719192.0,0.0,0.0,890461.06,155129.36,3091498.0,211900.7,0.0,0.0,0.0,8068180.5,3158410.2,0.0,699118.94,1033426.8,0.0,2706735.8,0.0,22064.002,386017.25,64863.06,8070636.0,-2455.0,-0.03333333,15,1977,1,1977-01-15,3222932.2,0.0,865366.56,155113.97,2239047.8,275364.0,0.0,0.0,6757825.0,2062883.4,0.0,1146461.0,0.0,2939898.5,0.0,30590.95,580326.44,6760160.5,-2335.75,-0.030000001,15,1977,1,1977-01-15
1977-02-15,3155498.2,0.0,0.0,875579.4,155160.14,1224892.5,328055.5,0.0,0.0,0.0,5739186.0,1225297.0,0.0,708117.1,1036423.6,0.0,1985883.5,0.0,207726.22,448764.5,129104.16,5741316.0,-2130.25,-0.035,15,1977,2,1977-02-15,2729613.8,0.0,858264.6,155160.14,1148061.5,349257.62,0.0,0.0,5240358.0,830003.8,0.0,1143969.0,0.0,2314142.5,0.0,309042.5,640557.6,5237715.5,2642.25,0.045,15,1977,2,1977-02-15
1977-03-15,4048142.5,0.0,0.0,862263.1,155160.14,8187011.0,775541.1,0.0,0.0,0.0,14028118.0,8394651.0,0.0,697748.25,1039754.25,0.0,3214522.0,0.0,106948.87,553168.5,15052.528,14021846.0,6272.0,0.065,15,1977,3,1977-03-15,3739030.0,0.0,842371.4,155160.14,7606767.5,606175.9,0.0,0.0,12949504.0,7344710.0,0.0,1142195.9,0.0,3570839.5,0.0,157070.22,736146.8,12950962.0,-1457.5,-0.025,15,1977,3,1977-03-15
1977-04-15,4367368.0,0.0,0.0,874038.0,155160.14,1317197.5,543928.6,0.0,0.0,0.0,7257692.0,896084.25,0.0,803892.4,1032744.8,0.0,1900739.8,0.0,994997.4,469193.2,1160428.5,7258080.5,-388.25,-0.005,15,1977,4,1977-04-15,3332136.0,0.0,857397.25,155160.14,1247624.8,553111.1,0.0,0.0,6145429.0,765751.1,0.0,1139978.2,0.0,2183623.8,0.0,1470329.0,636579.9,6196262.0,-50833.0,-0.775,15,1977,4,1977-04-15
1977-05-15,5548958.0,0.0,0.0,873326.7,155160.14,1409646.8,223707.05,0.0,0.0,0.0,8210798.5,349825.75,0.0,994588.7,1010354.94,0.0,1670603.2,0.0,1681754.5,370140.5,2125569.5,8202837.0,7961.5,0.095,15,1977,5,1977-05-15,3769592.0,0.0,854724.75,155160.14,1310107.6,234324.61,0.0,0.0,6323909.0,333000.94,0.0,1137264.2,0.0,1913043.8,0.0,2448275.0,519759.25,6351343.0,-27434.0,-0.4,15,1977,5,1977-05-15
1977-06-15,7286896.5,0.0,0.0,880642.94,155160.14,1378157.2,144604.62,0.0,0.0,0.0,9845462.0,356402.78,0.0,1302835.5,963818.9,0.0,1504997.2,0.0,2165241.0,272594.0,3285905.2,9851794.0,-6333.0,-0.065,15,1977,6,1977-06-15,4225722.5,0.0,850262.6,155160.14,1300352.6,149169.17,0.0,0.0,6680667.0,254982.55,0.0,1134701.0,0.0,1719178.5,0.0,3099068.0,422709.75,6630639.5,50027.5,0.805,15,1977,6,1977-06-15
1977-07-15,8962084.0,0.0,0.0,914270.6,155160.14,1402388.5,93221.805,0.0,0.0,0.0,11527125.0,211058.5,0.0,1583696.2,870967.44,0.0,1385808.8,0.0,2163433.8,171792.06,5141893.0,11528650.0,-1524.5,-0.009999998,15,1977,7,1977-07-15,3994588.5,0.0,844839.8,155160.14,1396673.9,107732.58,0.0,0.0,6498994.5,183112.6,0.0,1131859.9,0.0,1574548.2,0.0,3319913.5,293680.44,6503114.5,-4120.0,-0.089999974,15,1977,7,1977-07-15
1977-08-15,9109254.0,0.0,0.0,923234.25,155160.14,1388025.0,71291.23,0.0,0.0,0.0,11646965.0,262315.44,0.0,1645838.0,852891.75,0.0,1330204.8,0.0,1978021.8,134056.81,5446858.0,11650187.0,-3222.0,-0.065,15,1977,8,1977-08-15,3911391.8,0.0,846225.0,155160.14,1379290.1,92016.0,0.0,0.0,6384083.0,213095.78,0.0,1129207.2,0.0,1524837.0,0.0,3323020.5,238861.88,6429022.0,-44939.5,-0.80999994,15,1977,8,1977-08-15
1977-09-15,7223666.0,0.0,0.0,916148.75,155160.14,1367642.8,60057.656,0.0,0.0,0.0,9722675.0,704785.7,0.0,1531386.4,859757.25,0.0,1319406.2,0.0,1284144.4,125185.58,3888222.0,9712887.0,9788.0,0.120000005,15,1977,9,1977-09-15,3190685.5,0.0,851175.4,155160.14,1346838.2,78250.266,0.0,0.0,5622109.0,505021.28,0.0,1127176.5,0.0,1531374.5,0.0,2199103.0,236473.28,5599149.0,22960.5,0.375,15,1977,9,1977-09-15
1977-10-15,4628101.0,0.0,0.0,892591.4,155160.14,1616847.6,58564.438,0.0,0.0,0.0,7351264.0,2081495.8,0.0,1237119.8,919407.1,0.0,1385753.2,0.0,644560.4,164492.47,920896.2,7353725.0,-2460.75,-0.030000001,15,1977,10,1977-10-15,2800067.0,0.0,855860.0,155160.14,1358859.8,77793.734,0.0,0.0,5247740.0,1010610.8,0.0,1124932.6,0.0,1706714.5,0.0,1110361.9,332645.8,5285265.5,-37525.25,-0.73,15,1977,10,1977-10-15
1977-11-15,3717721.5,0.0,0.0,888493.2,155160.14,1536250.1,70153.484,0.0,0.0,0.0,6367778.0,2384766.0,0.0,938339.25,950128.1,0.0,1491500.9,0.0,243334.73,205509.8,162908.83,6376488.0,-8709.5,-0.14,15,1977,11,1977-11-15,2615687.0,0.0,859358.1,155160.14,1222265.2,84511.41,0.0,0.0,4936982.0,1133608.6,0.0,1123269.2,0.0,1874751.4,0.0,402278.47,405701.7,4939609.0,-2627.25,-0.05,15,1977,11,1977-11-15
1977-12-15,4047231.2,0.0,0.0,855446.6,156311.52,13361396.0,1468850.2,0.0,0.0,0.0,19889236.0,14597638.0,0.0,756601.6,998790.1,0.0,2863993.0,0.0,50638.64,587821.4,1692.1335,19857176.0,32060.5,0.225,15,1977,12,1977-12-15,3401659.0,0.0,824278.56,156311.52,11686359.0,1833127.5,0.0,0.0,17901736.0,12411276.0,0.0,1149101.0,0.0,3383149.5,0.0,77859.555,852187.44,17873574.0,28162.5,0.21000001,15,1977,12,1977-12-15
1978-01-15,4028025.5,0.0,0.0,850294.6,160043.55,10041427.0,6345786.0,0.0,0.0,0.0,21425576.0,14388285.0,0.0,707951.25,1046910.06,0.0,4145067.5,0.0,34424.766,950435.44,239.4716,21273314.0,152263.5,0.82,15,1978,1,1978-01-15,3653155.2,0.0,821283.0,160043.55,8937942.0,7109811.5,0.0,0.0,20682236.0,13177564.0,0.0,1184388.0,0.0,4740931.5,0.0,55169.945,1317531.2,20475584.0,206650.0,1.085,15,1978,1,1978-01-15
1978-02-15,5168414.0,0.0,0.0,872807.06,160083.25,5987187.5,11717959.0,0.0,0.0,0.0,23906452.0,15059396.0,0.0,722230.94,1004590.56,0.0,5845492.0,0.0,71661.51,997851.4,87.94515,23701310.0,205142.0,0.805,15,1978,2,1978-02-15,4853459.0,0.0,845289.25,160083.25,5579194.0,12067994.0,0.0,0.0,23506018.0,14159790.0,0.0,1136083.0,0.0,6442835.0,0.0,108549.016,1591724.5,23438980.0,67037.0,0.305,15,1978,2,1978-02-15
1978-03-15,3356360.0,0.0,0.0,892705.1,160083.25,4636341.0,12518240.0,0.0,0.0,0.0,21563732.0,12793280.0,0.0,775638.06,998248.9,0.0,4887682.0,0.0,343776.2,1234694.2,158.0633,21033476.0,530254.0,2.475,15,1978,3,1978-03-15,3198213.0,0.0,866545.06,160083.25,4399791.5,11953553.0,0.0,0.0,20578184.0,11266412.0,0.0,1134208.4,0.0,5420963.5,0.0,496104.1,1910332.8,20228020.0,350165.0,1.71,15,1978,3,1978-03-15
1978-04-15,3218492.8,0.0,0.0,851142.0,160083.25,10284494.0,9218776.0,0.0,0.0,0.0,23732988.0,15676189.0,0.0,834882.7,1006621.8,0.0,4314457.0,0.0,429877.6,1375109.9,10138.554,23647276.0,85713.0,0.41,15,1978,4,1978-04-15,3298920.8,0.0,824628.9,160083.25,9452446.0,8338529.5,0.0,0.0,22074608.0,13309136.0,0.0,1141564.5,0.0,4851145.0,0.0,633880.75,1990664.2,21926392.0,148216.0,0.725,15,1978,4,1978-04-15
1978-05-15,5162151.0,0.0,0.0,893837.25,160083.25,3091061.8,5384147.0,0.0,0.0,0.0,14691280.0,5708722.0,0.0,1060245.0,1005170.9,0.0,3614393.8,0.0,1293983.8,994255.94,1019812.6,14696584.0,-5303.0,-0.035,15,1978,5,1978-05-15,4583141.0,0.0,868790.6,160083.25,2893557.5,4880882.0,0.0,0.0,13386454.0,4778246.0,0.0,1139382.5,0.0,4077699.5,0.0,1897910.1,1492179.2,13385418.0,1036.5,0.009999998,15,1978,5,1978-05-15
1978-06-15,9554410.0,0.0,0.0,901031.25,160083.25,2056506.5,2807314.0,0.0,0.0,0.0,15479345.0,2720398.8,0.0,1460456.8,927586.0,0.0,2169607.5,0.0,3553951.0,506486.88,4169510.0,15507996.0,-28651.5,-0.18,15,1978,6,1978-06-15,6644128.0,0.0,855036.0,160083.25,1903800.2,2718539.0,0.0,0.0,12281586.0,2833903.5,0.0,1137284.5,0.0,2506249.2,0.0,4899231.0,789466.1,12166134.0,115451.5,0.95,15,1978,6,1978-06-15
1978-07-15,9518549.0,0.0,0.0,927977.44,160083.25,1946565.8,1631435.0,0.0,0.0,0.0,14184610.0,1354773.8,0.0,1694630.0,852259.8,0.0,1897883.5,0.0,2901475.5,284307.38,5193779.0,14179108.0,5502.0,0.040000003,15,1978,7,1978-07-15,5613938.0,0.0,850966.75,160083.25,1766488.4,1588280.5,0.0,0.0,9979757.0,1647353.1,0.0,1136844.5,0.0,2215238.5,0.0,4345854.0,486591.25,9831881.0,147876.0,1.495,15,1978,7,1978-07-15
1978-08-15,8750947.0,0.0,0.0,932695.2,160083.25,1820620.8,1144835.2,0.0,0.0,0.0,12809182.0,910717.4,0.0,1726339.0,841340.6,0.0,1734738.9,0.0,2680273.0,196978.9,4732021.0,12822410.0,-13228.0,-0.09,15,1978,8,1978-08-15,5017033.0,0.0,853475.56,160083.25,1752502.8,1404917.0,0.0,0.0,9188011.0,1432669.6,0.0,1136197.5,0.0,2032927.9,0.0,4183129.5,358526.88,9143451.0,44560.0,0.5,15,1978,8,1978-08-15
1978-09-15,6705164.0,0.0,0.0,916709.6,160083.25,1678997.5,965546.4,0.0,0.0,0.0,10426500.0,1857619.0,0.0,1679905.2,870849.75,0.0,1739633.5,0.0,1696443.2,198202.03,2389845.5,10432498.0,-5997.5,-0.049999997,15,1978,9,1978-09-15,4162457.2,0.0,854268.0,160083.25,1437925.0,921677.0,0.0,0.0,7536410.5,1155743.8,0.0,1134562.8,0.0,2110639.8,0.0,2685960.5,383427.12,7470334.0,66076.5,0.85,15,1978,9,1978-09-15
