date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,SPECIFIED_FLOWS_IN_base,STREAM_LEAKAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,SPECIFIED_FLOWS_OUT_base,STREAM_LEAKAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,day_base,year_base,month_base,date_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,SPECIFIED_FLOWS_IN_unimp,STREAM_LEAKAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,SPECIFIED_FLOWS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp,day_unimp,year_unimp,month_unimp,date_unimp
1985-02-15,2571674.5,0.0,0.0,859005.5,183989.11,3192548.8,7089072.5,0.0,0.0,0.0,13896291.0,5695877.5,0.0,1034823.5,1078159.0,0.0,4510898.0,0.0,267369.34,1237532.0,7469.485,13832128.0,64162.668,0.45333335,15,1985,2,1985-02-15,2563520.2,0.0,820636.75,183989.11,3166525.8,6790670.5,0.0,0.0,13525343.0,4538644.0,0.0,1267858.2,0.0,5392614.5,0.0,321167.2,1925833.0,13446117.0,79225.0,0.58,15,1985,2,1985-02-15
1985-03-15,2512524.0,0.0,0.0,859489.3,183989.11,2896760.8,6067539.0,0.0,0.0,0.0,12520302.0,4264411.0,0.0,1035645.0,1085246.8,0.0,4281631.0,0.0,441618.16,1270317.2,5259.352,12384128.0,136173.5,1.095,15,1985,3,1985-03-15,2750231.2,0.0,814293.7,183989.11,4212856.5,6032584.5,0.0,0.0,13993955.0,5192276.0,0.0,1265362.1,0.0,5001265.0,0.0,529851.3,1936029.1,13924784.0,69171.664,0.57666665,15,1985,3,1985-03-15
1985-04-15,3927019.2,0.0,0.0,854786.25,183989.11,2762594.2,6105279.0,0.0,0.0,0.0,13833668.0,4639284.0,0.0,1199796.0,1094271.2,0.0,4293506.5,0.0,1049647.1,1241620.0,296852.4,13814978.0,18690.0,0.145,15,1985,4,1985-04-15,3762549.5,0.0,820582.4,183989.11,2609900.2,5378426.5,0.0,0.0,12755448.0,3139956.8,0.0,1264545.9,0.0,4800669.0,0.0,1716463.5,1816539.4,12738174.0,17273.0,0.125,15,1985,4,1985-04-15
1985-05-15,6051422.5,0.0,0.0,847762.5,183989.11,1767908.6,3373669.2,0.0,0.0,0.0,12224751.0,2470416.0,0.0,1585405.0,1072205.0,0.0,2752470.2,0.0,2349223.0,904816.0,1105893.5,12240428.0,-15677.0,-0.12666667,15,1985,5,1985-05-15,5269679.0,0.0,816088.1,183989.11,1706955.5,3136303.2,0.0,0.0,11113016.0,2036957.1,0.0,1262343.8,0.0,3197526.5,0.0,3274967.5,1324326.5,11096121.0,16894.5,0.13499999,15,1985,5,1985-05-15
1985-06-15,8833860.0,0.0,0.0,874043.25,183989.11,1796542.9,2184369.5,0.0,0.0,0.0,13872805.0,1298222.5,0.0,1830852.6,983807.5,0.0,2343668.8,0.0,3687873.0,562814.5,3159666.2,13866905.0,5900.0,0.040000003,15,1985,6,1985-06-15,6395471.0,0.0,812973.5,183989.11,1707273.6,2128908.0,0.0,0.0,11228614.0,1314112.8,0.0,1259625.9,0.0,2721754.0,0.0,5302998.0,823106.1,11421596.0,-192982.0,-1.82,15,1985,6,1985-06-15
1985-07-15,8744188.0,0.0,0.0,904030.75,183989.11,1844980.5,1665947.8,0.0,0.0,0.0,13343136.0,1017263.25,0.0,2001969.0,928103.3,0.0,2058318.6,0.0,3124642.0,345494.78,3874030.5,13349821.0,-6685.5,-0.055,15,1985,7,1985-07-15,5338656.0,0.0,812084.75,183989.11,1726326.2,1668515.8,0.0,0.0,9729572.0,1083718.2,0.0,1256861.8,0.0,2416279.0,0.0,4428459.0,542667.9,9727986.0,1586.0,0.02,15,1985,7,1985-07-15
1985-08-15,6850657.0,0.0,0.0,896665.6,183989.11,1771302.0,1428897.8,0.0,0.0,0.0,11131512.0,1192219.6,0.0,2029805.0,934032.25,0.0,1967883.1,0.0,2242992.0,277700.47,2494263.2,11138896.0,-7383.5,-0.08,15,1985,8,1985-08-15,4452878.0,0.0,814464.75,183989.11,1602069.4,1408523.9,0.0,0.0,8461925.0,1098834.2,0.0,1252032.8,0.0,2347935.8,0.0,3227736.0,483826.3,8410365.0,51560.25,0.635,15,1985,8,1985-08-15
1985-09-15,5975675.0,0.0,0.0,885164.3,183989.11,1587687.8,1326609.4,0.0,0.0,0.0,9959126.0,1588059.2,0.0,1923757.8,969608.44,0.0,1978301.9,0.0,1938858.5,282141.62,1229264.8,9909992.0,49133.5,0.51,15,1985,9,1985-09-15,4337148.5,0.0,819257.4,183989.11,1424571.8,1266332.2,0.0,0.0,8031298.5,974626.06,0.0,1247941.2,0.0,2405152.0,0.0,2823653.0,501470.66,7952843.0,78455.75,0.96500003,15,1985,9,1985-09-15
1985-10-15,4651936.0,0.0,0.0,871906.1,183989.11,1543568.5,1194904.2,0.0,0.0,0.0,8446304.0,1385454.8,0.0,1628063.5,1020870.56,0.0,1974251.0,0.0,1374537.2,323038.2,715638.4,8421854.0,24450.5,0.29999998,15,1985,10,1985-10-15,3517172.0,0.0,816949.9,183989.11,1383457.0,1175335.0,0.0,0.0,7076903.5,875524.56,0.0,1251619.1,0.0,2417354.8,0.0,1995532.5,554537.6,7094569.0,-17665.25,-0.25,15,1985,10,1985-10-15
1985-11-15,4040177.5,0.0,0.0,866846.75,183989.11,1272186.8,1761474.8,0.0,0.0,0.0,8124674.5,3066749.5,0.0,1249512.5,1040779.6,0.0,2203110.5,0.0,122997.086,433352.06,18054.555,8134555.5,-9881.0,-0.125,15,1985,11,1985-11-15,3337214.2,0.0,820328.6,183989.11,1163821.5,1144790.5,0.0,0.0,6650144.0,1776311.8,0.0,1249517.2,0.0,2731137.5,0.0,200559.36,702592.44,6660118.0,-9974.25,-0.15,15,1985,11,1985-11-15
1985-12-15,4851583.0,0.0,0.0,867094.25,185011.97,3888595.5,2717221.2,0.0,0.0,0.0,12509506.0,5194802.5,0.0,1015794.8,1057949.9,0.0,4568466.0,0.0,26421.305,620129.2,23.5413,12483588.0,25918.0,0.225,15,1985,12,1985-12-15,4519520.0,0.0,816497.75,185011.97,3266927.0,2962184.0,0.0,0.0,11750141.0,4206319.0,0.0,1248738.0,0.0,5254147.5,0.0,42897.953,932024.0,11684127.0,66014.0,0.625,15,1985,12,1985-12-15
1986-01-15,3450946.2,0.0,0.0,839117.1,188327.4,7032373.5,4628218.0,0.0,0.0,0.0,16138982.0,8606772.0,0.0,991117.6,1068511.1,0.0,4483492.0,0.0,31331.244,869343.4,8.00115,16050574.0,88407.0,0.485,15,1986,1,1986-01-15,3403374.0,0.0,798596.4,188327.4,6130736.0,4879806.0,0.0,0.0,15400839.0,7597506.0,0.0,1247706.2,0.0,5143534.5,0.0,54700.203,1295102.0,15338549.0,62290.0,0.365,15,1986,1,1986-01-15
1986-02-15,2471916.0,0.0,0.0,779991.5,188362.67,18338016.0,10682772.0,0.0,0.0,0.0,32461060.0,23849348.0,0.0,1033043.1,1197258.5,0.0,4108000.0,0.0,107668.734,1988770.5,29.91305,32284116.0,176945.0,0.71999997,15,1986,2,1986-02-15,2547966.5,0.0,744493.9,188362.67,16879232.0,10471892.0,0.0,0.0,30831948.0,21712012.0,0.0,1372102.5,0.0,4829712.0,0.0,172019.69,2631305.2,30717148.0,114799.0,0.58,15,1986,2,1986-02-15
1986-03-15,3051798.0,0.0,0.0,800458.5,188362.67,8508982.0,17083232.0,0.0,0.0,0.0,29632832.0,19292524.0,0.0,1041731.9,1118236.8,0.0,5604444.5,0.0,318911.3,2013583.8,871.66235,29390304.0,242528.0,0.82,15,1986,3,1986-03-15,2957653.8,0.0,773881.3,188362.67,7813725.0,15146024.0,0.0,0.0,26879648.0,15904764.0,0.0,1287026.1,0.0,6261193.0,0.0,481990.5,2788588.0,26723562.0,156086.0,0.59000003,15,1986,3,1986-03-15
1986-04-15,4154256.0,0.0,0.0,859127.5,188362.67,3321361.2,11056338.0,0.0,0.0,0.0,19579444.0,9828182.0,0.0,1192919.2,1092780.8,0.0,4838627.0,0.0,836561.4,1699670.8,52354.93,19541096.0,38348.0,0.18,15,1986,4,1986-04-15,4083178.5,0.0,828435.0,188362.67,3090326.5,9814898.0,0.0,0.0,18005200.0,7515689.5,0.0,1257755.1,0.0,5401544.5,0.0,1172295.5,2409105.5,17756392.0,248809.0,1.355,15,1986,4,1986-04-15
1986-05-15,6357870.0,0.0,0.0,852391.0,188362.67,2012258.6,6115405.5,0.0,0.0,0.0,15526288.0,5338418.0,0.0,1586506.0,1076350.1,0.0,3264482.0,0.0,2137885.5,1268928.6,825681.06,15498252.0,28036.0,0.19,15,1986,5,1986-05-15,6055540.0,0.0,822142.25,188362.67,1860904.1,5253789.0,0.0,0.0,14180737.0,4125244.0,0.0,1255779.0,0.0,3696913.0,0.0,3336108.5,1736988.0,14151032.0,29704.5,0.21000001,15,1986,5,1986-05-15
1986-06-15,8771649.0,0.0,0.0,873697.0,188362.67,1854063.0,3360927.0,0.0,0.0,0.0,15048700.0,2378313.2,0.0,1909241.1,984638.25,0.0,2663651.0,0.0,3474032.0,743075.94,2921750.8,15074701.0,-26002.334,-0.17333333,15,1986,6,1986-06-15,6704432.0,0.0,817179.8,188362.67,1761173.6,3048732.8,0.0,0.0,12519881.0,2175301.8,0.0,1252364.9,0.0,2990672.2,0.0,5090822.0,962903.94,12472065.0,47816.0,0.35666668,15,1986,6,1986-06-15
1986-07-15,8543559.0,0.0,0.0,897946.75,188362.67,1860238.2,2339794.5,0.0,0.0,0.0,13829901.0,1466095.5,0.0,2044802.5,929612.6,0.0,2306617.5,0.0,3108229.0,470277.03,3460430.5,13786064.0,43837.0,0.32,15,1986,7,1986-07-15,5587106.5,0.0,815465.5,188362.67,1796441.4,2342717.2,0.0,0.0,10730093.0,1732200.9,0.0,1250087.2,0.0,2716231.5,0.0,4306096.5,702031.25,10706647.0,23445.666,0.21,15,1986,7,1986-07-15
1986-08-15,8044354.0,0.0,0.0,895915.2,188362.67,1784207.0,2019018.4,0.0,0.0,0.0,12931858.0,1150588.8,0.0,2096553.8,927533.75,0.0,2138868.5,0.0,3077906.0,358851.8,3182422.0,12932724.0,-867.0,-0.01,15,1986,8,1986-08-15,4966659.5,0.0,816020.5,188362.67,1608673.8,1970632.8,0.0,0.0,9550348.0,1151194.2,0.0,1250332.5,0.0,2555584.0,0.0,4069500.5,569844.94,9596456.0,-46107.75,-0.4375,15,1986,8,1986-08-15
1986-09-15,6180427.0,0.0,0.0,890813.3,188362.67,1691264.9,1620970.2,0.0,0.0,0.0,10571838.0,1413337.8,0.0,1832532.9,971313.4,0.0,2077052.1,0.0,2030849.2,345365.5,1904620.1,10575071.0,-3233.5,-0.065,15,1986,9,1986-09-15,4293137.5,0.0,816447.75,188362.67,1521614.2,1618379.8,0.0,0.0,8437942.0,1208792.5,0.0,1248368.8,0.0,2515759.5,0.0,2855212.5,561720.1,8389853.0,48089.0,0.56,15,1986,9,1986-09-15
1986-10-15,4688332.0,0.0,0.0,868264.9,188362.67,1393480.5,1579868.5,0.0,0.0,0.0,8718308.0,2296411.2,0.0,1383307.8,1068221.9,0.0,2224916.2,0.0,971248.6,446522.0,311553.53,8702182.0,16127.0,0.185,15,1986,10,1986-10-15,3819002.5,0.0,815354.4,188362.67,1271800.2,1675551.1,0.0,0.0,7770071.0,1631927.0,0.0,1250336.6,0.0,2759352.5,0.0,1469170.0,705203.75,7815990.0,-45919.25,-0.59,15,1986,10,1986-10-15
1986-11-15,3790114.5,0.0,0.0,860671.75,188362.67,1478301.5,1918070.8,0.0,0.0,0.0,8235521.0,2540956.5,0.0,1139290.8,1073683.9,0.0,2249928.0,0.0,621831.1,481643.62,127635.22,8234970.0,551.25,0.015000001,15,1986,11,1986-11-15,3260005.5,0.0,818802.25,188362.67,1409767.0,1513986.8,0.0,0.0,7190924.0,1482841.9,0.0,1255925.9,0.0,2785524.5,0.0,927173.1,745783.06,7197248.5,-6324.25,-0.09,15,1986,11,1986-11-15
1986-12-15,3473133.5,0.0,0.0,863322.4,189144.53,1943167.2,1369500.5,0.0,0.0,0.0,7838268.0,2363804.5,0.0,1042601.6,1062901.2,0.0,2666019.5,0.0,184316.17,526606.4,2314.1868,7848564.0,-10295.5,-0.13,15,1986,12,1986-12-15,3188999.5,0.0,824251.1,189144.53,1678544.0,1697842.0,0.0,0.0,7578781.0,1975955.8,0.0,1253960.5,0.0,3263189.5,0.0,288028.1,798066.4,7579201.0,-419.5,-0.004999999,15,1986,12,1986-12-15
1987-01-15,3844560.8,0.0,0.0,841563.7,191687.83,6332319.5,2682095.8,0.0,0.0,0.0,13892228.0,7339776.5,0.0,980988.06,1088450.4,0.0,3691097.0,0.0,54643.7,735025.3,2635.9578,13892616.0,-389.0,0.0,15,1987,1,1987-01-15,3585483.8,0.0,821594.8,191678.84,3251515.8,2475463.8,0.0,0.0,10325737.0,4037616.2,0.0,1250232.5,0.0,4011623.0,0.0,103969.47,926102.4,10329544.0,-3806.5,-0.035,15,1987,1,1987-01-15
1987-02-15,5714830.5,0.0,0.0,830824.94,191705.81,7407090.0,4210019.0,0.0,0.0,0.0,18354470.0,9490341.0,0.0,955709.94,1108254.4,0.0,5816428.0,0.0,71144.22,890363.06,2864.639,18335104.0,19366.666,0.093333334,15,1987,2,1987-02-15,6561351.0,0.0,818517.7,191705.81,3684628.5,4582719.0,0.0,0.0,15838923.0,5842859.5,0.0,1252963.0,0.0,7374687.5,0.0,134881.36,1184415.2,15789806.0,49116.5,0.31,15,1987,2,1987-02-15
1987-03-15,3614020.0,0.0,0.0,853977.1,191705.81,3785131.0,6118419.0,0.0,0.0,0.0,14563253.0,6337826.5,0.0,1044245.7,1100636.8,0.0,4834795.5,0.0,181107.56,924646.75,2767.038,14426026.0,137227.0,0.945,15,1987,3,1987-03-15,3434710.5,0.0,823446.75,191705.81,3427167.8,5946748.5,0.0,0.0,13823780.0,5282220.5,0.0,1249788.2,0.0,5441412.5,0.0,316249.94,1415270.4,13704942.0,118838.0,0.84000003,15,1987,3,1987-03-15
1987-04-15,3865664.0,0.0,0.0,858192.3,191705.81,2421710.5,5342293.0,0.0,0.0,0.0,12679565.0,4791323.0,0.0,1265519.4,1080850.2,0.0,3385870.2,0.0,931951.6,926168.5,301660.8,12683344.0,-3779.0,-0.04,15,1987,4,1987-04-15,3675371.0,0.0,827668.8,191705.81,2272649.5,4973598.0,0.0,0.0,11940993.0,3888155.5,0.0,1245813.6,0.0,3873113.5,0.0,1554590.2,1410029.5,11971702.0,-30709.0,-0.295,15,1987,4,1987-04-15
1987-05-15,6514001.5,0.0,0.0,867481.94,191705.81,2246506.0,2279350.8,0.0,0.0,0.0,12099045.0,2096968.5,0.0,1489364.0,1056219.4,0.0,2589808.0,0.0,2578901.2,599366.7,1677389.9,12088019.0,11027.333,0.086666666,15,1987,5,1987-05-15,5787172.5,0.0,826035.25,191705.81,2277298.2,2274248.0,0.0,0.0,11356460.0,2040657.0,0.0,1241718.0,0.0,3229993.0,0.0,4087088.5,923367.1,11522824.0,-166363.5,-1.4549999,15,1987,5,1987-05-15
1987-06-15,6966561.5,0.0,0.0,873453.0,191705.81,1678818.4,1656260.4,0.0,0.0,0.0,11366799.0,1060426.1,0.0,1847956.0,996193.2,0.0,2080479.5,0.0,2378272.2,432758.25,2566944.0,11363029.0,3769.0,0.023333332,15,1987,6,1987-06-15,4658893.0,0.0,818590.3,191705.81,1567853.5,1591939.8,0.0,0.0,8828982.0,1191531.4,0.0,1238213.2,0.0,2454778.8,0.0,3252980.5,642969.2,8780473.0,48509.25,0.52,15,1987,6,1987-06-15
1987-07-15,7375557.5,0.0,0.0,892883.7,191705.81,1703858.9,1247765.1,0.0,0.0,0.0,11411771.0,764033.7,0.0,2043556.9,927116.7,0.0,1881887.5,0.0,2353755.0,284193.06,3192791.8,11447335.0,-35563.668,-0.3166667,15,1987,7,1987-07-15,4687716.5,0.0,816571.25,191705.81,1618457.0,1256980.6,0.0,0.0,8571432.0,840685.3,0.0,1234297.6,0.0,2249632.0,0.0,3737595.2,475373.62,8537584.0,33848.0,0.41333333,15,1987,7,1987-07-15
1987-08-15,6684048.5,0.0,0.0,890538.9,191705.81,1664655.9,1021531.9,0.0,0.0,0.0,10452481.0,805493.7,0.0,2066145.1,926770.1,0.0,1829481.5,0.0,2330762.5,238435.08,2283944.2,10481032.0,-28551.5,-0.185,15,1987,8,1987-08-15,4321359.0,0.0,813142.06,191705.81,1543064.6,1049422.6,0.0,0.0,7918694.5,594619.25,0.0,1231097.5,0.0,2182271.5,0.0,3410776.0,419369.16,7838133.0,80561.25,1.09,15,1987,8,1987-08-15
1987-09-15,5823864.0,0.0,0.0,888727.4,191705.81,1601737.8,932581.75,0.0,0.0,0.0,9438617.0,699667.75,0.0,2006694.0,936176.5,0.0,1805004.1,0.0,2028651.8,230401.0,1753784.5,9460380.0,-21763.0,-0.22999999,15,1987,9,1987-09-15,3812297.8,0.0,817396.2,191705.81,1478473.0,957110.25,0.0,0.0,7256982.5,533127.44,0.0,1229230.0,0.0,2174679.8,0.0,2930557.2,422673.34,7290267.5,-33284.5,-0.44333336,15,1987,9,1987-09-15
1987-10-15,4935342.0,0.0,0.0,874543.3,191705.81,1551780.0,994890.5,0.0,0.0,0.0,8548262.0,1158224.9,0.0,1784621.6,967108.5,0.0,1805435.4,0.0,1536534.5,243631.16,1023003.6,8518560.0,29702.0,0.325,15,1987,10,1987-10-15,3569998.0,0.0,818373.1,191705.81,1410006.2,932452.44,0.0,0.0,6922536.0,764102.94,0.0,1225396.1,0.0,2185656.0,0.0,2384100.5,436334.38,6995590.0,-73054.0,-1.005,15,1987,10,1987-10-15
1987-11-15,4246370.0,0.0,0.0,872714.9,191705.81,1498772.2,963028.44,0.0,0.0,0.0,7772592.0,2756978.8,0.0,1395430.1,1008347.9,0.0,2172505.0,0.0,93270.11,350349.94,7011.2227,7783893.0,-11301.5,-0.15,15,1987,11,1987-11-15,3987487.0,0.0,819348.0,191705.81,3947922.0,966135.56,0.0,0.0,9912599.0,4521863.5,0.0,1222797.6,0.0,3432243.2,0.0,119772.06,630455.56,9927132.0,-14533.5,-0.19666666,15,1987,11,1987-11-15
1987-12-15,4874173.0,0.0,0.0,851252.56,192428.75,9547597.0,2488770.8,0.0,0.0,0.0,17954222.0,10670034.0,0.0,1090021.8,1032198.44,0.0,4461999.5,0.0,36130.09,608756.5,279.46664,17899420.0,54802.5,0.405,15,1987,12,1987-12-15,4526686.0,0.0,805118.9,192428.75,8166603.0,3223820.0,0.0,0.0,16914656.0,9598320.0,0.0,1222846.8,0.0,5132151.5,0.0,61387.72,897632.1,16912338.0,2319.5,0.03,15,1987,12,1987-12-15
1988-01-15,2713903.0,0.0,0.0,833972.25,194772.06,7291599.5,7845915.0,0.0,0.0,0.0,18880162.0,11586942.0,0.0,1025835.6,1051484.2,0.0,4073395.2,0.0,31354.469,937886.4,123.1019,18707022.0,173140.5,0.77,15,1988,1,1988-01-15,2495695.2,0.0,794265.6,194772.06,6389237.0,8159323.0,0.0,0.0,18033292.0,10509310.0,0.0,1230559.2,0.0,4738234.0,0.0,56788.84,1422268.8,17957160.0,76132.5,0.53000003,15,1988,1,1988-01-15
1988-02-15,3086330.0,0.0,0.0,863264.0,194796.98,3736379.2,8944944.0,0.0,0.0,0.0,16825712.0,8621036.0,0.0,1088779.9,1055891.0,0.0,4608313.0,0.0,161481.06,1057308.8,1611.3289,16594421.0,231292.0,1.37,15,1988,2,1988-02-15,2866966.0,0.0,830429.6,194796.98,3416673.5,8322408.0,0.0,0.0,15631274.0,6931979.0,0.0,1229199.1,0.0,5230589.0,0.0,287907.3,1720488.5,15400164.0,231110.5,1.51,15,1988,2,1988-02-15
1988-03-15,3674266.0,0.0,0.0,860585.8,194796.98,1991087.6,5391337.5,0.0,0.0,0.0,12112075.0,4900910.5,0.0,1190823.0,1057439.1,0.0,3228651.2,0.0,599400.9,960364.2,163056.36,12100645.0,11428.0,0.096666664,15,1988,3,1988-03-15,3440395.5,0.0,831411.6,194796.98,1982261.2,4766525.5,0.0,0.0,11215391.0,3499347.8,0.0,1225900.8,0.0,3993582.0,0.0,894931.1,1584376.8,11198138.0,17253.0,0.120000005,15,1988,3,1988-03-15
1988-04-15,4631724.0,0.0,0.0,859637.0,194796.98,1720302.5,3953765.8,0.0,0.0,0.0,11360226.0,3311836.0,0.0,1298723.2,1048866.2,0.0,2538235.0,0.0,1748943.5,735794.94,686466.4,11368866.0,-8639.5,-0.089999996,15,1988,4,1988-04-15,4256000.0,0.0,828510.7,194796.98,1628733.2,2781274.2,0.0,0.0,9689316.0,1803853.2,0.0,1224020.0,0.0,3014767.0,0.0,2408977.5,1147306.0,9598924.0,90391.5,0.93499994,15,1988,4,1988-04-15
1988-05-15,5141339.5,0.0,0.0,859095.4,194796.98,1521021.1,2479345.0,0.0,0.0,0.0,10195598.0,1876550.0,0.0,1541243.5,1030663.1,0.0,2475635.0,0.0,1705565.5,630243.9,936062.4,10195963.0,-365.0,-0.005,15,1988,5,1988-05-15,4633127.0,0.0,825649.75,194796.98,1426949.2,2227205.0,0.0,0.0,9307728.0,1485432.5,0.0,1222671.2,0.0,2962523.2,0.0,2628784.5,973586.9,9272998.0,34729.5,0.395,15,1988,5,1988-05-15
1988-06-15,6817348.5,0.0,0.0,864679.94,194796.98,1518728.8,1718524.2,0.0,0.0,0.0,11114079.0,872730.4,0.0,1720936.5,1004598.4,0.0,2117222.5,0.0,2708309.2,486845.62,2190280.0,11100922.0,13157.0,0.11,15,1988,6,1988-06-15,5158896.5,0.0,823864.5,194796.98,1444105.8,1687614.1,0.0,0.0,9309278.0,947444.6,0.0,1219873.5,0.0,2510769.8,0.0,4008138.0,711162.25,9397389.0,-88111.5,-0.94,15,1988,6,1988-06-15
1988-07-15,8485610.0,0.0,0.0,894159.1,194796.98,1680476.0,1312300.5,0.0,0.0,0.0,12567344.0,512489.5,0.0,1986445.5,916536.5,0.0,1868384.2,0.0,3117929.0,308286.97,3844024.5,12554096.0,13247.0,0.105000004,15,1988,7,1988-07-15,5269631.5,0.0,818738.75,194796.98,1605170.0,1357154.2,0.0,0.0,9245492.0,706572.3,0.0,1217650.8,0.0,2212675.5,0.0,4646311.0,493110.16,9276320.0,-30827.5,-0.325,15,1988,7,1988-07-15
1988-08-15,6649536.0,0.0,0.0,892346.8,194796.98,1646305.8,1152566.2,0.0,0.0,0.0,10535552.0,710956.44,0.0,2004066.8,933055.7,0.0,1800529.2,0.0,2069444.0,241725.9,2775164.0,10534942.0,610.0,0.005,15,1988,8,1988-08-15,4261117.0,0.0,821651.5,194796.98,1567514.6,1200687.1,0.0,0.0,8045767.5,684651.25,0.0,1214587.8,0.0,2151509.0,0.0,3520441.2,410561.72,7981750.5,64016.5,0.8533333,15,1988,8,1988-08-15
1988-09-15,5658920.0,0.0,0.0,891905.6,194796.98,1596431.2,1072833.0,0.0,0.0,0.0,9414888.0,766225.75,0.0,1877597.2,950700.6,0.0,1758699.5,0.0,1891211.4,217190.0,1946917.2,9408542.0,6345.5,0.065,15,1988,9,1988-09-15,3738185.0,0.0,822466.3,194796.98,1511003.2,1075686.8,0.0,0.0,7342138.0,701478.8,0.0,1211946.5,0.0,2113097.0,0.0,2877205.5,394777.06,7298505.0,43633.0,0.58,15,1988,9,1988-09-15
1988-10-15,4922474.5,0.0,0.0,880841.7,194796.98,1571812.5,990820.0,0.0,0.0,0.0,8560746.0,1395340.9,0.0,1709583.6,955263.94,0.0,1786253.4,0.0,1554778.5,241986.0,904622.1,8547828.0,12917.25,0.165,15,1988,10,1988-10-15,3535191.0,0.0,822283.75,194796.98,1399911.1,1001536.1,0.0,0.0,6953719.0,731337.56,0.0,1209527.2,0.0,2190323.0,0.0,2383898.0,438779.06,6953865.0,-145.5,0.050000012,15,1988,10,1988-10-15
1988-11-15,4250689.0,0.0,0.0,878186.2,194796.98,2243109.5,1033475.6,0.0,0.0,0.0,8600258.0,2682599.2,0.0,1329901.4,997661.9,0.0,2547661.2,0.0,563235.44,325018.16,179877.64,8625955.0,-25697.25,-0.34,15,1988,11,1988-11-15,3521295.5,0.0,829779.4,194796.98,1850275.2,1025370.75,0.0,0.0,7421518.0,1735040.6,0.0,1210526.0,0.0,3094200.5,0.0,824578.7,549411.3,7413757.0,7760.75,0.14500001,15,1988,11,1988-11-15
1988-12-15,3688618.5,0.0,0.0,873708.6,195252.17,1901522.0,1776059.9,0.0,0.0,0.0,8435161.0,3078341.0,0.0,1068774.8,1025002.6,0.0,2692288.0,0.0,106073.83,465874.7,1582.4912,8437938.0,-2776.5,-0.03,15,1988,12,1988-12-15,3091050.2,0.0,833102.1,195252.17,1723591.8,2017478.9,0.0,0.0,7860475.0,2463402.0,0.0,1210471.5,0.0,3269560.0,0.0,180036.95,732957.2,7856427.0,4048.0,0.044999998,15,1988,12,1988-12-15
1989-01-15,2714317.8,0.0,0.0,852827.7,196732.86,7126512.5,4536272.5,0.0,0.0,0.0,15426664.0,9042168.0,0.0,1002514.8,1038006.75,0.0,3507357.2,0.0,37820.285,717612.25,2797.0476,15348276.0,78388.336,0.4766667,15,1989,1,1989-01-15,2633942.8,0.0,802168.6,196727.62,7649264.5,4701949.5,0.0,0.0,15984053.0,9300820.0,0.0,1213041.2,0.0,4216134.5,0.0,34771.09,1111499.5,15876266.0,107786.5,0.71,15,1989,1,1989-01-15
1989-02-15,2286598.8,0.0,0.0,872517.0,196743.31,2777763.8,4152954.2,0.0,0.0,0.0,10286577.0,4002213.0,0.0,1028975.44,1041550.2,0.0,3348387.0,0.0,122174.81,672578.2,11048.047,10226926.0,59650.668,0.58000004,15,1989,2,1989-02-15,2036136.2,0.0,839461.9,196743.31,2536579.8,4073156.5,0.0,0.0,9682078.0,3197802.2,0.0,1209025.0,0.0,3893691.5,0.0,209019.55,1114197.1,9623736.0,58342.0,0.605,15,1989,2,1989-02-15
1989-03-15,2871700.0,0.0,0.0,867945.0,196743.31,3123612.8,5083819.5,0.0,0.0,0.0,12143820.0,5221358.0,0.0,1036910.3,1045550.4,0.0,3748375.5,0.0,269928.56,736761.3,14890.217,12073775.0,70045.5,0.51,15,1989,3,1989-03-15,2325573.5,0.0,806191.5,196743.31,5456776.5,5594388.0,0.0,0.0,14379672.0,6869740.0,0.0,1223711.9,0.0,4359671.5,0.0,416472.0,1457081.4,14326676.0,52996.332,0.47333333,15,1989,3,1989-03-15
