,obsname,well_id,num_meas,min,max,mean,std,median,grid_top_elev,grid_bot_elev,layer,row,col
149,HO_149,016N012W07A001M,4,201.99857355859376,217.84207755859376,213.56116155859374,6.694528871996888,217.20199755859375,224.05999755859375,-10.840002059936523,1,52,47
150,HO_150,016N012W06G001M,4,247.10125532421876,249.02149532421876,248.10099932421878,0.764455778749825,248.14062332421875,250.07000732421875,180.07000732421875,0,48,46
151,HO_151,016N012W06G002M,3,252.01126033789063,253.44382033789063,252.73668433789064,0.5849831203308328,252.75497233789062,254.08999633789062,184.08999633789062,1,47,46
152,HO_152,391730N1232108W001,48,183.02520732421874,193.47984732421875,191.45927732421873,1.5109899387818566,191.75772732421876,198.57000732421875,-71.42999267578125,0,85,52
153,HO_153,391860N1232039W001,4,184.74017789648437,185.55399389648437,185.04573989648438,0.3050542114903521,184.94439389648437,191.64999389648438,-78.35000610351562,0,80,54
154,HO_154,391918N1232003W001,3,175.70618094824218,177.89159694824218,177.10978494824215,0.9946455789918347,177.73157694824218,187.9499969482422,-82.05000305175781,1,78,56
155,HO_155,391918N1232003W002,3,173.1580529482422,175.8601049482422,174.8491849482422,1.2034083613869413,175.52939694824218,187.9499969482422,-82.05000305175781,1,78,56
156,HO_156,391918N1232003W003,3,172.88982894824218,175.6711289482422,174.6317609482422,1.2393827907664436,175.3343249482422,187.9499969482422,-82.05000305175781,1,78,56
157,HO_157,391918N1232003W004,3,172.72523694824218,175.28555694824217,174.4244969482422,1.2015945116385978,175.2626969482422,187.9499969482422,-82.05000305175781,1,78,56
158,HO_158,392455N1231977W001,3,197.51571124140625,198.64651924140625,197.99526324140626,0.4773491949841332,197.82355924140626,212.19000244140625,-28.609996795654297,1,58,56
159,HO_159,392455N1231977W002,3,183.71558644140626,184.04477044140626,183.85884244140627,0.1377345300496568,183.81617044140626,212.19000244140625,-28.609996795654297,1,58,56
160,HO_160,392455N1231977W003,3,191.74706644140625,193.91419444140624,192.99471444140624,0.9146517075783521,193.32288244140625,212.19000244140625,-28.609996795654297,1,58,56
161,HO_161,392516N1231610W001,2,276.3847637929687,276.47925179296874,276.43200779296876,0.04724400000000628,276.43200779296876,309.79998779296875,234.79998779296875,2,56,67
162,HO_162,392556N1232312W001,3,211.41616861035158,218.15834461035155,214.5256366103516,2.777237161514288,214.00239661035155,228.36000061035156,-41.63999938964844,1,55,47
163,HO_163,392594N1232129W001,2,218.09186332421876,218.44238332421875,218.26712332421874,0.17525999999999442,218.26712332421874,255.82000732421875,-14.17999267578125,0,53,52
164,HO_164,392606N1232098W001,3,197.23473071386718,197.54410271386718,197.4104987138672,0.12977187874112092,197.4526627138672,240.2100067138672,-29.789993286132812,1,53,53
165,HO_165,392645N1231955W001,3,228.1739658964844,230.20545789648438,228.93393389648438,0.9048046169820295,228.42237789648436,244.39999389648438,-0.20000609755516052,1,51,57
166,HO_166,392648N1232318W001,4,227.66176650683593,229.55000250683594,228.37842750683595,0.7662669688842124,228.15097050683596,231.00999450683594,28.309993743896484,0,51,47
167,HO_167,392730N1231770W001,3,265.1841551171875,265.8730031171875,265.6220511171875,0.3107399085280196,265.8089951171875,277.6199951171875,202.6199951171875,2,48,62
168,HO_168,392842N1230950W001,12,274.1512109863281,275.9800109863281,275.1291109863281,0.44019746250972247,275.1722909863281,275.9800109863281,9.280011177062988,0,44,86
169,HO_169,017N011W18J001M,15,289.60552366210936,291.3124036621094,290.5646276621094,0.5083087701623972,290.7332836621094,291.1600036621094,175.86000061035156,0,28,80
