date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,STREAM_LEAKAGE_IN_base,LAKE__SEEPAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,MNW2_IN,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,STREAM_LEAKAGE_OUT_base,LAKE__SEEPAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,day_base,year_base,month_base,date_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,STREAM_LEAKAGE_IN_unimp,LAKE__SEEPAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,LAKE__SEEPAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp,day_unimp,year_unimp,month_unimp,date_unimp
1991-03-15,1490332.2,0.0,0.0,6527256.0,4918511.0,278417.56,3074459.5,0.0,0.0,1701.8335,0.0,16290678.0,7815288.5,0.0,17676.71,4249532.0,2683976.5,13486.426,0.0,6275.101,1076783.6,161236.66,0.0,16024256.0,266422.25,1.3125,15,1991,3,1991-03-15,952835.2,0.0,6500017.5,5963582.0,51943.0,2633960.2,0.0,0.0,16102339.0,8377878.5,0.0,4277730.5,2014919.4,27442.014,0.0,6523.955,1055568.1,15760061.0,342276.34,1.7666665,15,1991,3,1991-03-15
1991-04-15,1711582.9,0.0,0.0,6504976.0,915611.2,258442.19,3016017.2,0.0,0.0,1576.9191,0.0,12408206.0,2819390.5,0.0,17820.938,4297816.0,3881023.8,35851.062,0.0,19561.064,1176280.2,159559.78,0.0,12407303.0,903.0,0.01,15,1991,4,1991-04-15,1647940.1,0.0,6479700.0,899281.0,87.1412,2827723.2,0.0,0.0,11854731.0,2484351.2,0.0,4337586.5,3785302.0,78635.484,0.0,19136.885,1146450.0,11851462.0,3269.0,0.03,15,1991,4,1991-04-15
1991-05-15,1234268.6,0.0,0.0,6529435.5,474514.03,190305.53,604689.4,0.0,0.0,1474.667,0.0,9034688.0,396686.16,0.0,21267.986,4257755.0,2913305.0,13206.686,0.0,151506.66,1117880.0,172404.02,0.0,9044011.0,-9323.0,-0.1,15,1991,5,1991-05-15,1276532.5,0.0,6496214.0,433812.0,2724.319,593803.8,0.0,0.0,8803087.0,369625.1,0.0,4291339.5,2865737.0,44743.613,0.0,150127.3,1089994.1,8811567.0,-8480.0,-0.1,15,1991,5,1991-05-15
1991-06-15,1274453.8,0.0,0.0,6549235.0,474741.06,199760.06,364990.06,0.0,0.0,1435.601,0.0,8864616.0,156982.72,0.0,29848.824,4233732.5,2700896.5,8190.072,0.0,360051.03,1066415.6,208882.94,105041.02,8870041.0,-5425.0,-0.06,15,1991,6,1991-06-15,1230926.8,0.0,6508611.5,421885.16,3448.1345,363667.56,0.0,0.0,8528539.0,150719.56,0.0,4272468.0,2653980.0,36331.863,0.0,384481.2,1041815.2,8539796.0,-11257.0,-0.13,15,1991,6,1991-06-15
1991-07-15,1062663.0,0.0,0.0,6557939.5,535952.2,188108.83,280065.47,0.0,0.0,1409.8809,0.0,8626139.0,118332.734,0.0,37391.523,4223155.0,2631524.2,8433.448,0.0,295494.66,1031303.3,226542.39,66923.92,8639101.0,-12962.0,-0.15,15,1991,7,1991-07-15,1015385.2,0.0,6516090.0,499406.16,3524.9084,278233.22,0.0,0.0,8312639.0,124574.19,0.0,4263272.5,2571541.0,30996.998,0.0,329021.84,1008865.8,8328272.5,-15633.5,-0.19,15,1991,7,1991-07-15
1991-08-15,1144956.4,0.0,0.0,6568003.0,475730.16,187407.4,217066.95,0.0,0.0,1394.4054,0.0,8594558.0,41521.996,0.0,42056.61,4215031.0,2493787.8,10104.567,0.0,456235.22,998045.3,249604.92,110077.85,8616465.0,-21907.0,-0.25,15,1991,8,1991-08-15,1077460.0,0.0,6518857.0,396604.16,3681.8362,218573.77,0.0,0.0,8215177.0,51432.938,0.0,4255853.0,2447346.2,27945.389,0.0,467140.78,976287.1,8226005.5,-10828.5,-0.13,15,1991,8,1991-08-15
1991-09-15,1003613.94,0.0,0.0,6567605.5,486532.88,183392.38,195784.88,0.0,0.0,1388.1813,0.0,8438318.0,27061.633,0.0,42137.668,4212163.0,2434438.2,15382.301,0.0,394539.97,985375.44,237542.64,104674.92,8453316.0,-14998.0,-0.18,15,1991,9,1991-09-15,952525.44,0.0,6521937.5,403115.53,3797.5576,186386.31,0.0,0.0,8067762.5,37317.004,0.0,4251686.0,2394664.8,25147.58,0.0,405154.9,963628.6,8077599.0,-9836.5,-0.12,15,1991,9,1991-09-15
1991-10-15,938264.7,0.0,0.0,6564608.5,479411.25,181437.95,182974.83,0.0,0.0,1382.8353,0.0,8348080.0,24393.9,0.0,37990.453,4209541.0,2399553.0,14140.007,0.0,365426.25,978440.7,222895.38,104964.29,8357345.5,-9265.5,-0.11,15,1991,10,1991-10-15,899688.2,0.0,6521557.0,393933.7,3829.7756,174586.31,0.0,0.0,7993595.0,27479.29,0.0,4249580.0,2372828.0,23386.438,0.0,381255.9,956801.8,8011332.0,-17737.0,-0.22,15,1991,10,1991-10-15
1991-11-15,814133.1,0.0,0.0,6552727.5,498707.06,177142.4,181748.52,0.0,0.0,1381.9333,0.0,8225840.5,191677.27,0.0,30166.44,4217153.5,2509865.8,4944.823,0.0,81502.86,989755.0,208540.84,721.8121,8234329.0,-8488.5,-0.1,15,1991,11,1991-11-15,845087.56,0.0,6515032.0,462189.8,3167.142,174748.81,0.0,0.0,8000225.5,175932.66,0.0,4252607.5,2495320.8,23813.191,0.0,88648.766,963822.6,8000145.5,80.0,0.0,15,1991,11,1991-11-15
1991-12-15,646991.5,0.0,0.0,6542606.0,1275218.8,182284.44,615131.56,0.0,0.0,1467.7246,0.0,9263700.0,1446209.8,0.0,19215.094,4227223.5,2360074.5,2998.5679,0.0,28323.031,1013347.0,162256.22,1.0628,9259649.0,4050.5,0.024999999,15,1991,12,1991-12-15,752819.56,0.0,6511275.0,428172.9,3646.295,178134.95,0.0,0.0,7874049.0,127518.11,0.0,4256402.0,2468819.8,22204.045,0.0,40462.79,977066.25,7892473.0,-18424.0,-0.23,15,1991,12,1991-12-15
1992-01-15,914189.2,0.0,0.0,6543697.0,689758.7,161780.4,567428.9,0.0,0.0,1447.5062,0.0,8878302.0,671521.2,0.0,17559.02,4230411.0,2747842.8,5558.2183,0.0,21323.201,1028579.7,156213.53,0.2034,8879009.0,-707.0,-0.01,15,1992,1,1992-01-15,956732.7,0.0,6514941.0,659339.6,1768.966,551003.0,0.0,0.0,8683785.0,624217.0,0.0,4263062.0,2743228.0,27594.453,0.0,22189.002,1000466.25,8680757.0,3028.0,0.03,15,1992,1,1992-01-15
1992-02-15,550271.56,0.0,0.0,6528560.0,3035293.0,216215.45,1679208.6,0.0,0.0,1693.356,0.0,12011243.0,4137195.2,0.0,17657.693,4248249.5,2337206.0,5634.693,0.0,10806.844,1075027.6,153168.95,0.07906667,11984947.0,26295.666,0.18333334,15,1992,2,1992-02-15,602477.7,0.0,6509745.0,685205.2,3239.3042,481076.44,0.0,0.0,8281743.5,429690.0,0.0,4271432.0,2507831.5,27532.121,0.0,25507.617,1023891.7,8285884.5,-4141.0,-0.05,15,1992,2,1992-02-15
1992-03-15,1458287.9,0.0,0.0,6506348.5,721010.06,226755.73,2262830.5,0.0,0.0,1515.182,0.0,11176749.0,2030426.1,0.0,17784.299,4290513.0,3456052.2,30390.7,0.0,14043.218,1168846.6,155424.34,0.0,11163481.0,13268.0,0.12,15,1992,3,1992-03-15,1392389.8,0.0,6484317.0,717905.75,375.677,2330508.8,0.0,0.0,10925498.0,2017763.2,0.0,4323773.5,3380946.2,53423.758,0.0,13912.776,1137162.9,10926983.0,-1485.0,-0.01,15,1992,3,1992-03-15
1992-04-15,1019394.75,0.0,0.0,6515933.0,620299.56,193791.23,1443329.2,0.0,0.0,1493.8585,0.0,9794242.0,1008451.56,0.0,17817.424,4274668.5,3137666.5,16605.05,0.0,11495.69,1185112.5,147970.03,0.0,9799788.0,-5546.0,-0.06,15,1992,4,1992-04-15,1069195.4,0.0,6493044.0,590875.6,1977.4197,1445916.8,0.0,0.0,9601009.0,980669.56,0.0,4306432.0,3116516.5,41567.535,0.0,11180.026,1151662.5,9608028.0,-7019.0,-0.07,15,1992,4,1992-04-15
1992-05-15,1096527.0,0.0,0.0,6533114.5,483228.88,188603.52,690006.9,0.0,0.0,1447.5276,0.0,8992929.0,382167.94,0.0,21240.47,4252378.0,2808531.8,14171.037,0.0,208889.44,1124544.1,182591.38,0.0,8994514.0,-1585.0,-0.02,15,1992,5,1992-05-15,1121950.9,0.0,6499113.0,429351.47,3180.1487,681634.44,0.0,0.0,8735230.0,363719.1,0.0,4284538.5,2757656.5,34777.543,0.0,209014.66,1092158.1,8741864.0,-6634.0,-0.08,15,1992,5,1992-05-15
1992-06-15,1467580.4,0.0,0.0,6555892.5,496204.56,205700.67,459019.06,0.0,0.0,1425.2206,0.0,9185823.0,185591.23,0.0,29781.453,4228887.5,2603481.2,7033.427,0.0,722682.75,1065992.4,227381.47,122737.67,9193568.0,-7745.0,-0.08,15,1992,6,1992-06-15,1429792.6,0.0,6512030.0,409574.62,3450.5278,454965.78,0.0,0.0,8809813.0,166666.38,0.0,4268636.0,2560043.8,29448.371,0.0,757654.3,1036622.7,8819072.0,-9259.0,-0.11,15,1992,6,1992-06-15
1992-07-15,839221.7,0.0,0.0,6558428.0,855206.6,197483.83,401686.44,0.0,0.0,1413.0406,0.0,8853439.0,693664.56,0.0,37348.56,4224380.5,2490959.2,10260.059,0.0,93691.31,1040570.6,238887.69,35838.77,8865602.0,-12163.0,-0.14,15,1992,7,1992-07-15,847422.56,0.0,6515651.0,848038.3,5701.891,396338.75,0.0,0.0,8613153.0,724258.1,0.0,4263264.0,2498309.0,20491.96,0.0,104357.04,1010736.3,8621416.0,-8263.0,-0.1,15,1992,7,1992-07-15
1992-08-15,1019482.4,0.0,0.0,6568169.5,490028.0,189208.11,306314.6,0.0,0.0,1399.9401,0.0,8574603.0,61424.492,0.0,42197.74,4216314.5,2447060.0,17602.322,0.0,449103.9,1010646.6,238517.94,111440.32,8594307.0,-19704.0,-0.23,15,1992,8,1992-08-15,958911.6,0.0,6519125.5,396965.72,3678.715,301168.94,0.0,0.0,8179850.0,70832.02,0.0,4255582.0,2402969.0,22918.633,0.0,456193.2,982198.06,8190692.5,-10842.5,-0.13,15,1992,8,1992-08-15
1992-09-15,905610.75,0.0,0.0,6571830.5,487698.12,187959.95,260744.23,0.0,0.0,1386.9775,0.0,8415230.0,53996.996,0.0,42051.426,4212108.0,2400665.2,23107.066,0.0,350575.44,996713.2,251890.8,108139.055,8439248.0,-24018.0,-0.29,15,1992,9,1992-09-15,840843.5,0.0,6520101.0,389252.2,3808.8271,259939.2,0.0,0.0,8013944.5,67251.914,0.0,4251516.0,2355131.0,20873.766,0.0,360886.56,969026.9,8024686.5,-10742.0,-0.13,15,1992,9,1992-09-15
1992-10-15,826386.0,0.0,0.0,6567471.5,480749.56,185285.02,235379.11,0.0,0.0,1379.9739,0.0,8296651.0,67197.02,0.0,38009.363,4210855.5,2381403.5,25761.725,0.0,259663.58,991101.3,237785.95,103919.05,8315697.0,-19046.0,-0.23,15,1992,10,1992-10-15,771532.8,0.0,6518701.5,385142.88,3878.7896,230495.6,0.0,0.0,7909752.0,67306.266,0.0,4250155.5,2350845.8,19618.027,0.0,276042.6,964203.44,7928172.0,-18420.0,-0.23,15,1992,10,1992-10-15
1992-11-15,755438.94,0.0,0.0,6556726.0,698144.06,174646.16,367393.44,0.0,0.0,1419.604,0.0,8553768.0,567210.3,0.0,30232.818,4216820.0,2608909.0,19092.729,0.0,35740.754,1006171.7,205539.34,378.3974,8690094.0,-136326.0,-1.58,15,1992,11,1992-11-15,744911.7,0.0,6520183.5,746338.44,4267.1455,361477.12,0.0,0.0,8377177.5,630917.2,0.0,4253481.5,2463602.2,17343.182,0.0,38340.367,974340.0,8378024.5,-847.0,-0.01,15,1992,11,1992-11-15
1992-12-15,707313.44,0.0,0.0,6533844.5,2891189.2,186473.08,1846472.9,0.0,0.0,1623.4418,0.0,12166917.0,4244412.5,0.0,18136.28,4232033.5,2370974.2,10693.577,0.0,28705.959,1053047.9,139295.78,0.5065667,12097300.0,69616.664,0.5,15,1992,12,1992-12-15,728968.06,0.0,6511646.0,2803802.8,17474.643,1777921.6,0.0,0.0,11839813.0,4112366.0,0.0,4259580.0,2332230.5,17061.475,0.0,30394.041,1020588.8,11772221.0,67592.0,0.505,15,1992,12,1992-12-15
1993-01-15,408717.1,0.0,0.0,6501597.5,8116639.5,456266.4,4421476.0,0.0,0.0,2431.603,0.0,19907128.0,11940303.0,0.0,17786.328,4261894.5,2191482.8,1117.9132,0.0,1428.423,1286697.0,137669.05,0.0,19838378.0,68749.336,0.32333332,15,1993,1,1993-01-15,435797.9,0.0,6483860.0,8699591.0,105973.91,4419908.5,0.0,0.0,20145132.0,12392675.0,0.0,4291140.5,2124194.8,9540.825,0.0,1444.8818,1263370.0,20082366.0,62766.668,0.31666666,15,1993,1,1993-01-15
1993-02-15,1886822.2,0.0,0.0,6496566.5,815229.7,142623.9,3478035.5,0.0,0.0,1590.0178,0.0,12820868.0,2846846.5,0.0,17923.635,4294623.0,4076753.0,76992.81,0.0,8685.086,1360788.2,136119.31,0.0,12818731.0,2137.0,0.02,15,1993,2,1993-02-15,1783398.8,0.0,6478458.0,765295.1,1456.3625,3487297.0,0.0,0.0,12515905.0,2843881.2,0.0,4322547.5,3966822.8,45971.242,0.0,8535.415,1325276.4,12513034.0,2871.0,0.02,15,1993,2,1993-02-15
1993-03-15,1861938.9,0.0,0.0,6489430.0,876979.94,123981.234,3951892.2,0.0,0.0,1619.4064,0.0,13305841.0,2841306.5,0.0,17990.084,4306115.5,4634115.5,85316.05,0.0,12015.392,1421696.1,120194.76,0.0,13438750.0,-132909.0,-0.99,15,1993,3,1993-03-15,1529618.9,0.0,6475479.5,881324.8,1524.4526,3975780.5,0.0,0.0,12863728.0,2839172.2,0.0,4330546.5,4152083.0,52837.645,0.0,11975.487,1386046.6,12772662.0,91066.0,0.71,15,1993,3,1993-03-15
1993-04-15,1107941.9,0.0,0.0,6511139.5,730148.75,153484.45,1776200.9,0.0,0.0,1522.7019,0.0,10280438.0,1246391.5,0.0,18008.54,4278872.0,3243547.5,33383.66,0.0,20949.52,1309583.0,126043.24,0.0,10276780.0,3658.0,0.04,15,1993,4,1993-04-15,1081209.2,0.0,6491575.5,726946.75,3504.2063,1778198.5,0.0,0.0,10081434.0,1258621.1,0.0,4304709.5,3177687.8,37281.77,0.0,20926.918,1278702.8,10077930.0,3504.0,0.03,15,1993,4,1993-04-15
1993-05-15,1336302.0,0.0,0.0,6522513.5,485854.2,152659.75,1215316.4,0.0,0.0,1483.8182,0.0,9714129.0,691505.06,0.0,21486.488,4268493.5,3159103.0,34387.984,0.0,150868.58,1245565.2,147735.38,0.0,9719145.0,-5016.0,-0.05,15,1993,5,1993-05-15,1323994.9,0.0,6496000.5,462159.47,2179.2004,1193635.8,0.0,0.0,9477970.0,672621.94,0.0,4297911.5,3089726.2,41110.12,0.0,148709.19,1217299.6,9467379.0,10591.0,0.11,15,1993,5,1993-05-15
1993-06-15,760793.5,0.0,0.0,6538987.5,1179644.5,187748.27,1027911.06,0.0,0.0,1515.7743,0.0,9696601.0,1357533.8,0.0,30500.436,4245935.0,2633744.2,14931.501,0.0,20015.27,1198055.5,194118.38,3315.6003,9698150.0,-1549.0,-0.02,15,1993,6,1993-06-15,766171.75,0.0,6504159.0,1288280.9,7353.493,1022927.2,0.0,0.0,9588892.0,1516179.5,0.0,4281271.0,2580808.8,24418.893,0.0,19547.783,1168111.9,9590338.0,-1446.0,-0.02,15,1993,6,1993-06-15
1993-07-15,1526951.1,0.0,0.0,6557563.5,456671.1,178077.02,669875.94,0.0,0.0,1437.7798,0.0,9390577.0,287808.6,0.0,38447.6,4230699.0,2754447.2,14626.62,0.0,584450.8,1145199.8,224343.6,120900.32,9400923.0,-10346.0,-0.11,15,1993,7,1993-07-15,1427872.4,0.0,6512759.5,400686.1,3502.336,673026.44,0.0,0.0,9017847.0,296623.12,0.0,4271199.0,2695925.5,28795.89,0.0,608956.3,1122610.4,9024110.0,-6263.0,-0.07,15,1993,7,1993-07-15
1993-08-15,1496092.1,0.0,0.0,6574077.0,462310.9,180456.55,518344.34,0.0,0.0,1427.3812,0.0,9232708.0,184270.75,0.0,43521.445,4216814.0,2562646.2,9781.049,0.0,785578.44,1087013.2,257984.67,115821.445,9263431.0,-30723.0,-0.33,15,1993,8,1993-08-15,1442005.2,0.0,6522722.5,403112.53,3615.917,518065.5,0.0,0.0,8889522.0,190709.83,0.0,4258784.0,2541842.0,25648.771,0.0,817427.8,1062635.0,8897048.0,-7526.0,-0.08,15,1993,8,1993-08-15
1993-09-15,1023462.44,0.0,0.0,6570521.5,470645.4,178943.98,449389.0,0.0,0.0,1400.1193,0.0,8694362.0,158321.58,0.0,43533.83,4214468.5,2493922.0,11101.91,0.0,380976.22,1058635.8,257254.12,100050.47,8718264.0,-23902.0,-0.27,15,1993,9,1993-09-15,970846.8,0.0,6518903.5,402158.0,3791.6814,451923.72,0.0,0.0,8347623.5,167495.77,0.0,4255254.5,2473505.2,23909.832,0.0,399362.84,1034690.56,8354219.5,-6596.0,-0.08,15,1993,9,1993-09-15
1993-10-15,921823.25,0.0,0.0,6565143.5,462665.12,175916.72,407972.66,0.0,0.0,1387.666,0.0,8534909.0,121416.67,0.0,39362.312,4214349.5,2456673.0,6578.893,0.0,333496.78,1043800.0,238501.42,97540.97,8551720.0,-16811.0,-0.2,15,1993,10,1993-10-15,891825.4,0.0,6519107.0,392742.16,3513.947,397916.34,0.0,0.0,8205105.0,118719.95,0.0,4255520.5,2441677.8,23219.057,0.0,353267.72,1019597.0,8212001.5,-6896.5,-0.08,15,1993,10,1993-10-15
