date,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,day_base,moday_base,month_base,year_base,date_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp,day_unimp,moday_unimp,month_unimp,year_unimp,date_unimp
1990-01-15,252894084.0,15335080.39442,3460687.39194,122074913.0,0.0,-60989645.5,609084432.0,70617270.0,-4902117.9,62765846.6,3378070.158,4504.580034,273199.06882,71137.428,76580176.0,0.0,267301.3742,367266.9053,497558.591,1277178.6401,59641.7952767,0.0,2296327.38,67300861.14,29242957.5,112199961.9,583005699.9275,460359.255483871,687335.1825806452,6409.590743548387,989337.6877419355,646678422.5806452,61206142.67741936,199846125.80645162,24939099677.419353,0.0,268559683.87096775,0.0,15,"(1990, 1)",1,1990,1990-01-15,229819467.0,15327598.323710803,3391425.49494,122072243.2,0.0,-62063276.05,609084432.0,69349033.0,0.0,0.0,3378070.158,4504.580034,273140.64141700004,70006.5704,76579521.0,0.0,268182.0075,367189.699,497558.591,1171936.9789,59560.77643,0.0,-14399521.2,67306461.89,29074714.5,112901387.9,582990780.9795,460359.255483871,687335.1825806452,6408.914893548387,292591.195483871,646670867.7419355,61188174.38709678,199152351.61290324,24931329354.83871,0.0,613911.9806451612,0.0,15,"(1990, 1)",1,1990,1990-01-15
1990-02-15,264631196.0,8847171.1645,3854042.33,154132805.0,0.0,-52149744.6,335051010.82,63287796.0,-4281487.0,50585462.5,3319816.127221,4590.9472399999995,202390.82824,92605.587,100582747.0,0.0,286463.40369999997,178957.7172,670120.355,2143899.73,36204.6347741,0.0,3645642.5,79736513.7,29470649.0,41007214.0,323211020.536,329949.8849646429,1997332.4428571428,6168.7911125,2742925.4285714286,731488510.7142857,107044556.78571428,224943125.0,24973739285.714287,0.0,280982235.71428573,0.0,15,"(1990, 2)",2,1990,1990-02-15,239286350.0,8724171.249039365,3785664.13,154029412.0,0.0,-52540087.9,335051010.82,61847670.0,0.0,0.0,3319816.127221,4590.9472399999995,201706.65807,92493.413,100581596.0,0.0,286269.7568,177765.3775,670120.355,1953137.95,36179.85912,0.0,-4995912.0,79802271.1,29249010.0,40697676.0,323085521.062,329949.8849646429,1997332.4428571428,6166.578741785714,595192.8321428571,731487089.2857143,107000790.35714285,224497839.2857143,24956880000.0,0.0,603506.2535714286,0.0,15,"(1990, 2)",2,1990,1990-02-15
1990-03-15,172131888.0,5375625.39,2915154.21,80944942.0,0.0,-72025958.0,179227156.49,70297081.0,-4938303.5,31832014.0,4517450.55001,3278.718473,265090.5193,194278.24,209179894.0,0.0,342836.298,787592.779,1445521.42,1229704.363,19883.331132,0.0,4468337.6,32323422.93,33647930.0,29307628.6,169874088.92000002,297628.7939483871,229210.2033483871,1934.97981061,3779127.5161290322,716851322.5806452,62872956.451612905,244316174.19354838,24982024193.548386,0.0,299865129.0322581,0.0,15,"(1990, 3)",3,1990,1990-03-15,165014686.0,4513045.850192722,2799919.43,80664181.0,0.0,-71945756.0,179227156.49,68590435.0,0.0,0.0,4517450.55001,3278.718473,261669.338879868,193997.202,209169130.0,0.0,341321.841,782366.607,1445521.42,1039224.585,19634.6865461,0.0,-4073093.5,32255534.99,33278305.0,29210645.4,169271931.5847,297628.7939483871,229210.2033483871,1934.308969642258,692004.6967741936,716807322.5806452,62720600.32258064,244013909.67741936,24959945806.451614,0.0,486532.9516129032,0.0,15,"(1990, 3)",3,1990,1990-03-15
1990-04-15,97157985.0,1482609.77,2512839.88,23203015.7,0.0,-70842147.0,41058625.8,69006344.0,-6276075.5,6260446.37,2286068.31,162.9379,107145.7452,322789.999,285150572.0,0.0,607214.471,8948919.58,2484313.92,196883.206,4038.5416299999997,0.0,4874541.1,2194833.68,31605062.0,12954576.9,38413795.66,115204.99666666666,18844.040093333333,8.578584880133333,3898733.6333333333,512827313.3333333,4776864.2,235140663.33333334,24960092000.0,0.0,305095900.0,0.0,15,"(1990, 4)",4,1990,1990-04-15,96970288.0,608817.2776,2422989.65,23078362.2,0.0,-70717235.0,41058625.8,66950726.0,0.0,0.0,2286068.31,162.9379,103770.316197404,309290.97,284881735.0,0.0,615386.792,8930576.26,2484313.92,96888.1,2835.1872353000003,0.0,-2986327.7,2186454.23,31243657.0,12962930.5,37821739.8,115204.99666666666,18844.040093333333,8.5566439468,460993.01666666666,512453236.6666667,4678906.533333333,234840066.66666666,24934200333.333332,0.0,374695.29333333333,0.0,15,"(1990, 4)",4,1990,1990-04-15
1990-05-15,151855372.0,10195677.8967,4066663.8200000003,55514174.1,0.0,-60918787.2,526195593.0,72103297.0,-7201290.2,29528392.2,1931653.18973,0.0,353635.47439,143850.755,181937809.0,0.0,256695.394,11024600.151,2184383.03,526189.211,35578.6597376033,0.0,5388143.5,13028435.89,31822157.0,12514813.4,510046082.839,351233.71635483875,0.0,349.766028923,1657045.4516129033,398446319.3548387,11479500.064516129,227325587.0967742,24926170645.16129,0.0,302517487.0967742,0.0,15,"(1990, 5)",5,1990,1990-05-15,133670846.0,9837000.35,3955508.02,54839853.1,0.0,-61905218.5,526195593.0,69670537.0,0.0,0.0,1931653.18973,0.0,353093.7962,164335.302,181646473.0,0.0,269826.31,11523176.516,2184383.03,393449.401,34630.63673,0.0,-2408512.32,12355617.02,31477095.0,12404190.8,510141842.0,351233.71635483875,0.0,349.68887,304341.9290322581,397860351.61290324,11146114.516129032,226877183.87096775,24898470322.580647,0.0,412893.4258064516,0.0,15,"(1990, 5)",5,1990,1990-05-15
1990-06-15,109323939.0,70258.73908485731,2557978.57,30432374.1,0.0,-67385628.0,3387261.4299999997,69729005.0,-7799596.6,18237408.7,1246268.739853484,0.0,14009.2890400855,264411.382,332347516.0,0.0,349828.791,7395018.01,3074536.64,245974.171,276.1575213964,0.0,5249411.6,4469141.66,31115047.0,10013610.6,3017955.1928169997,28696.196353333336,0.0,9.120295233333334,1490095.3333333333,472447960.0,12402228.7,227685470.0,24907616000.0,0.0,309956893.3333333,0.0,15,"(1990, 6)",6,1990,1990-06-15,100253082.0,28575.4369,2491688.77,30131084.3,0.0,-68666685.0,3387261.4299999997,67190899.0,0.0,0.0,1246268.739853484,0.0,13836.78650569,298057.859,331834357.0,0.0,353330.564,7566413.48,3074536.64,147214.41999999998,133.443536,0.0,-2086647.12,4328080.47,30754968.0,9863915.1,2961152.86,28696.196353333336,0.0,9.119395033333335,413380.64333333337,471464846.6666667,12076375.733333332,226795060.0,24877123666.666668,0.0,350605.53,0.0,15,"(1990, 6)",6,1990,1990-06-15
1990-07-15,101030774.0,101668.3124,2556119.63,20793046.3,0.0,-64143306.0,185557.44,72926733.0,-9052300.5,6788539.62,84968.184744,0.0,706.303594,93964.572,158667453.0,0.0,99879.44,19889210.8,3581601.77,138200.542,0.0863884454,0.0,5363407.2,2071843.48,31001937.1,6520098.8,224351.9432,2835.285067419355,0.0,1.5243357741935484,877317.9096774193,245696051.61290324,1968600.7096774194,222105993.5483871,24869483548.387096,0.0,300610148.38709676,0.0,15,"(1990, 7)",7,1990,1990-07-15,87743807.0,401.76009999999997,2498022.49,20573854.7,0.0,-66051617.0,185557.44,70098240.0,0.0,0.0,84968.184744,0.0,100.2070869,128518.171,157880340.0,0.0,89907.1584,20352241.9,3581601.77,56134.51,0.0,0.0,-1786735.79,1958033.8399999999,30658393.4,6427180.3,100142.20999999999,2835.285067419355,0.0,1.5031544193548385,201302.05161290322,244872777.41935483,1810922.677419355,221215696.77419356,24838626129.032257,0.0,314907.329032258,0.0,15,"(1990, 7)",7,1990,1990-07-15
1990-08-15,100125158.0,119266.7597,2570834.6,20784972.5,0.0,-62050829.0,1768405.9100000001,73255697.0,-8960107.7,8617441.69,420013.09620340005,0.0,8997.167431,58213.521,66892245.0,0.0,8992.02958,15563695.2,3138115.24,142429.197,8.189329774299999,0.0,5188243.2,2158298.59,30339101.8,5402046.3,1465494.0921,19359.274625161288,0.0,2.214734741935484,514127.13870967744,144405348.38709676,1890453.5806451612,218315125.80645162,24830343870.967743,0.0,284360409.67741936,0.0,15,"(1990, 8)",8,1990,1990-08-15,82987737.0,662.25854,2510810.9,20506481.8,0.0,-64186101.0,1768405.9100000001,70395054.0,0.0,0.0,420013.09620340005,0.0,8344.130092,46474.9754,66267514.0,0.0,7028.5023,15936101.6,3138115.24,55270.452,5.521079,0.0,-1540004.26,1980438.89,29948601.2,5291638.100000001,1323491.95,19359.274625161288,0.0,2.202896935483871,115357.92580645162,143531477.41935483,1692267.7096774194,217384658.06451613,24799765806.451614,0.0,312401.24838709674,0.0,15,"(1990, 8)",8,1990,1990-08-15
1990-09-15,94324545.0,460845.086,2552608.44,21791249.4,0.0,-59087684.0,39841980.67,70825861.0,-8148425.4,22300779.1,1430318.9643009999,0.0,102376.511035,53303.937,38162286.5,0.0,11171.72226,11599195.1,2334560.69,172024.65,2202.319559293,0.0,5058621.6,2189066.89,29183773.2,4669488.5,37785836.511,124203.67012666668,0.0,56.410044066666664,521840.4533333333,110219236.0,2645029.7666666666,215493693.33333334,24797536666.666668,0.0,278442540.0,0.0,15,"(1990, 9)",9,1990,1990-09-15,81242013.0,284776.144968,2487202.29,21446552.9,0.0,-60916998.0,39841980.67,68155913.0,0.0,0.0,1430318.9643009999,0.0,101694.02564200001,42971.0554,37634760.1,0.0,10713.61365,12057699.7,2334560.69,76264.195,2166.90698724,0.0,-1295621.75,1982099.74,28786817.1,4557312.2,37655425.49,124203.67012666668,0.0,56.16553596666667,90438.57733333333,109175643.0,2400482.1,214479953.33333334,24767391000.0,0.0,323487.91000000003,0.0,15,"(1990, 9)",9,1990,1990-09-15
1990-10-15,103445439.0,800482.6399999999,2731954.57,23923197.6,0.0,-59764135.0,86805198.69,72889457.0,-7354981.2,25130334.2,1584817.9687569,0.0,81054.31527,137681.376,34548927.7,0.0,22679.6094,9292846.21,1774145.43,214188.34399999998,2043.70373362,0.0,5304081.1,2171057.82,30207986.0,4376029.3,83301505.8477,105872.5605848387,0.0,435.9995768709677,985492.3483870968,113917764.51612903,3426361.064516129,213121351.61290324,24770592903.225807,0.0,282595632.2580645,0.0,15,"(1990, 10)",10,1990,1990-10-15,84256302.0,418837.78635999997,2648148.31,23727426.2,0.0,-62372476.0,86805198.69,70340769.0,0.0,0.0,1584817.9687569,0.0,80377.840735603,42022.7082,34050971.0,0.0,20646.9241,9570085.459999999,1774145.43,98201.836,1981.9687626999998,0.0,-1176901.14,2146585.0,29701006.5,4279357.7,83105005.96000001,105872.5605848387,0.0,435.99953164516126,77211.72483870968,112897732.25806452,3289157.6774193547,212103593.5483871,24738593225.80645,0.0,334931.18064516125,0.0,15,"(1990, 10)",10,1990,1990-10-15
