date,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,LAKE__SEEPAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,AG_WELLS_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,LAKE__SEEPAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
1995-12-14,2390247.0,0.0,0.0,6538365.5,1331925.2,176544.02,2713381.5,0.0,0.0,1589.3042,0.0,13152051.0,3559077.8,0.0,18810.736,4230081.0,3994793.2,13856.665,0.0,8199.345,1123247.0,149165.22,0.0,13097231.0,54820.0,0.42
1996-01-01,1972521.0,0.0,0.0,6532429.0,889575.6,159765.78,2196366.8,0.0,0.0,1545.5985,0.0,11752205.0,2121791.8,0.0,18836.443,4243927.0,4024788.2,18082.768,0.0,7225.072,1164854.0,149531.86,0.0,11749037.0,3168.0,0.03
1996-02-01,515915.12,0.0,0.0,6508685.0,2417870.2,206837.36,4512457.5,0.0,0.0,1681.4982,0.0,14163445.0,5093765.0,0.0,18932.248,4268763.0,3249315.5,16899.793,0.0,2765.939,1358731.9,152561.47,0.0,14161735.0,1710.0,0.01
1996-02-05,421332.72,0.0,0.0,6493634.0,9070958.0,445258.28,5232770.0,0.0,0.0,2258.8376,0.0,21666210.0,13470956.0,0.0,18945.06,4282983.5,6332622.0,1403.0878,0.0,5405.2373,1487535.4,148390.47,0.0,25748242.0,-4082032.0,-17.22
1996-03-01,329768.0,0.0,0.0,6488922.5,3395986.5,191904.77,4536424.5,0.0,0.0,1745.5869,0.0,14944752.0,5699937.5,0.0,18970.162,4302250.5,3253807.8,27223.08,0.0,4190.1523,1481609.8,148074.45,0.0,14936063.0,8689.0,0.06
1996-04-01,1361772.4,0.0,0.0,6510126.0,635825.25,161912.89,1885344.4,0.0,0.0,1542.6761,0.0,10556524.0,1280950.0,0.0,18939.658,4285287.5,3339515.0,42148.273,0.0,27613.535,1405644.2,146968.56,0.0,10547067.0,9457.0,0.09
1996-05-01,1408901.2,0.0,0.0,6526407.0,495126.25,161371.16,1275399.1,0.0,0.0,1488.048,0.0,9868692.0,608593.75,0.0,22531.012,4267105.0,3286078.5,31709.945,0.0,155047.52,1330067.2,167373.27,0.0,9868506.0,186.0,0.0
1996-06-01,1214551.2,0.0,0.0,6541056.0,526451.9,182767.03,1030451.5,0.0,0.0,1477.0597,0.0,9496755.0,436856.44,0.0,31676.242,4250060.5,3143603.8,20978.9,0.0,120840.73,1276018.0,213222.72,6819.994,9500077.0,-3322.0,-0.03
1996-07-01,1806647.0,0.0,0.0,6564762.5,465443.84,183250.28,730905.5,0.0,0.0,1443.4299,0.0,9752451.0,250025.81,0.0,39947.574,4228614.0,2799529.2,12107.858,0.0,878162.75,1186782.0,266946.06,119848.94,9781965.0,-29514.0,-0.3
1996-07-03,1745651.8,0.0,0.0,6564804.5,464626.25,183517.19,745727.25,0.0,0.0,1440.4933,0.0,9705766.0,281531.62,0.0,45358.27,4226775.5,2771225.8,11977.875,0.0,829232.9,1180886.5,277708.25,114129.77,9738826.0,-33060.0,-0.34
1996-08-01,1410943.2,0.0,0.0,6575996.5,463252.1,182483.66,608210.0,0.0,0.0,1427.8372,0.0,9242314.0,172749.33,0.0,45092.34,4216302.5,2615791.5,10096.306,0.0,703479.4,1119417.9,276941.1,116776.73,9276647.0,-34333.0,-0.37
1996-09-01,1126439.1,0.0,0.0,6577085.5,463273.47,181267.62,542704.6,0.0,0.0,1409.9825,0.0,8892180.0,137579.66,0.0,45039.945,4212173.0,2544348.0,12586.193,0.0,501373.5,1087289.8,275343.16,112871.0,8928604.0,-36424.0,-0.41
1996-10-01,921633.06,0.0,0.0,6569182.0,466411.47,181658.66,485731.94,0.0,0.0,1407.3243,0.0,8626024.0,144135.69,0.0,40577.36,4211260.5,2517870.0,8012.632,0.0,297190.88,1076927.5,248895.48,105810.38,8650680.0,-24656.0,-0.29
1996-11-01,747606.5,0.0,0.0,6561967.0,590487.5,178268.42,458290.0,0.0,0.0,1428.088,0.0,8538048.0,356406.47,0.0,32197.154,4215879.5,2579886.2,8208.255,0.0,77185.78,1082661.4,219881.98,743.4481,8573050.0,-35002.0,-0.41
1996-12-01,779861.7,0.0,0.0,6547302.5,535988.44,164478.0,526902.3,0.0,0.0,1441.2135,0.0,8555974.0,323593.9,0.0,22310.672,4227649.0,2696714.2,5375.1904,0.0,8089.483,1109020.5,166048.53,0.0,8558802.0,-2828.0,-0.03
1996-12-11,507037.9,0.0,0.0,6524143.5,6825102.0,293399.06,4189410.0,0.0,0.0,1865.477,0.0,18340958.0,10547214.0,0.0,18728.072,4237882.5,2130218.8,2507.8008,0.0,4553.6733,1209167.0,149772.64,0.0,18300044.0,40914.0,0.22
1996-12-31,583111.94,0.0,0.0,6501961.5,5291951.0,483022.9,5220902.5,0.0,0.0,2270.4792,0.0,18083220.0,9433724.0,0.0,18772.236,4261011.5,2791887.2,1043.5426,0.0,7226.691,1383569.5,151008.16,0.0,18048244.0,34976.0,0.19
1997-01-01,369265.78,0.0,0.0,6503636.5,7502034.0,646734.7,6371349.5,0.0,0.0,2279.9858,0.0,21395300.0,12774841.0,0.0,18777.875,4265129.5,7020157.0,346.5792,0.0,7311.8574,1461479.8,151146.86,0.0,25699188.0,-4303888.0,-18.28
1997-01-02,368887.2,0.0,0.0,6482375.0,6943709.0,740768.6,7542283.5,0.0,0.0,2259.9133,0.0,22080284.0,13308823.0,0.0,18818.656,4270001.5,2744399.0,189.7074,0.0,4483.8164,1526622.8,148655.69,0.0,22021996.0,58288.0,0.26
1997-01-26,317635.47,0.0,0.0,6481270.0,8299231.0,444357.94,4886989.5,0.0,0.0,2314.9727,0.0,20431798.0,11892601.0,0.0,18855.45,4282100.5,2490404.5,990.4856,0.0,3927.786,1570605.9,148702.97,0.0,20408186.0,23612.0,0.12
1997-01-31,1519105.1,0.0,0.0,6497053.5,1173086.1,159711.17,4506262.5,0.0,0.0,1783.8044,0.0,13857002.0,3349687.0,0.0,18878.4,4287539.5,4489193.0,34926.07,0.0,12528.036,1494461.8,148170.58,0.0,13835385.0,21617.0,0.16
1997-02-01,1898920.4,0.0,0.0,6497857.5,1003016.7,148147.14,4348017.0,0.0,0.0,1727.8046,0.0,13897687.0,3113964.2,0.0,18880.852,4287978.0,4767575.0,50461.316,0.0,8010.67,1490062.5,148114.34,0.0,13885046.0,12641.0,0.09
1997-02-02,1844486.0,0.0,0.0,6498674.0,941205.9,147788.1,4082133.2,0.0,0.0,1686.7668,0.0,13515974.0,2869542.8,0.0,18882.262,4287578.0,4622223.5,59869.406,0.0,8738.247,1486153.0,154374.39,0.0,13507360.0,8614.0,0.06
1997-02-03,1795844.5,0.0,0.0,6499443.5,894038.06,149168.53,3831509.5,0.0,0.0,1663.809,0.0,13171668.0,2639343.2,0.0,18883.074,4288008.0,4509458.5,67798.34,0.0,6827.099,1482411.8,154346.62,0.0,13167076.0,4592.0,0.03
1997-02-04,1669649.4,0.0,0.0,6500346.0,909022.0,148890.77,3668752.0,0.0,0.0,1648.2454,0.0,12898309.0,2521307.2,0.0,18883.682,4287650.5,4349220.0,75704.33,0.0,8984.247,1478259.1,154270.38,0.0,12894279.0,4030.0,0.03
1997-02-05,1197405.5,0.0,0.0,6500388.0,1129938.4,148786.52,3578073.5,0.0,0.0,1647.6136,0.0,12556240.0,2671108.0,0.0,18883.91,4287738.5,3864568.2,74930.7,0.0,4300.3896,1478550.9,154219.67,0.0,12554301.0,1939.0,0.02
1997-02-06,1625223.0,0.0,0.0,6502302.5,874154.44,142745.02,3268944.5,0.0,0.0,1633.4388,0.0,12415003.0,2126473.8,0.0,18884.826,4286571.0,4273122.0,75884.195,0.0,8282.336,1470633.2,154160.98,0.0,12414012.0,991.0,0.01
1997-02-07,1811055.5,0.0,0.0,6503544.5,795504.0,141130.77,3081640.5,0.0,0.0,1622.8826,0.0,12334499.0,1978085.1,0.0,18885.541,4286798.0,4350039.0,73080.57,0.0,8994.79,1464039.5,154100.7,0.0,12334025.0,474.0,0.0
1997-02-08,1603451.9,0.0,0.0,6504115.0,789516.56,148741.61,3001054.0,0.0,0.0,1606.3702,0.0,12048486.0,1912716.1,0.0,18885.78,4285948.5,4147696.8,62707.027,0.0,8765.817,1457506.8,154042.88,0.0,12048270.0,216.0,0.0
1997-03-01,1440728.4,0.0,0.0,6518078.5,491085.0,157638.4,1532728.1,0.0,0.0,1506.8298,0.0,10141765.0,823948.44,0.0,18880.234,4271264.0,3454815.0,36934.023,0.0,18726.346,1357157.5,153362.77,0.0,10135089.0,6676.0,0.07
1997-04-01,1125332.5,0.0,0.0,6534799.5,467369.06,176479.23,1115077.0,0.0,0.0,1481.4558,0.0,9420538.0,540471.2,0.0,18873.043,4251703.0,3076147.0,22954.424,0.0,42156.34,1280144.0,179728.66,0.0,9412178.0,8360.0,0.09
1997-05-01,1248517.1,0.0,0.0,6545674.5,452366.56,183135.39,863151.4,0.0,0.0,1450.8551,0.0,9294295.0,332009.7,0.0,22654.672,4239624.5,2912152.2,18790.848,0.0,345754.62,1214628.9,209871.52,655.2961,9296142.0,-1847.0,-0.02
1997-06-01,1395854.2,0.0,0.0,6564677.5,485160.3,185358.1,689053.7,0.0,0.0,1433.7275,0.0,9321538.0,217526.1,0.0,31828.383,4226854.0,2743777.8,16405.502,0.0,579337.44,1154027.6,251709.11,119867.586,9341334.0,-19796.0,-0.21
1997-07-01,1241417.6,0.0,0.0,6571812.0,471042.22,178994.25,591338.0,0.0,0.0,1415.0046,0.0,9056019.0,168543.33,0.0,39933.297,4218014.0,2614527.5,17714.414,0.0,523410.84,1111830.0,257370.83,132137.7,9083483.0,-27464.0,-0.3
1997-08-01,1117067.1,0.0,0.0,6577932.5,457407.72,181653.03,530965.4,0.0,0.0,1405.6378,0.0,8866431.0,137103.89,0.0,45069.543,4211404.0,2517197.8,15921.548,0.0,510258.25,1071786.4,283504.1,109992.79,8902238.0,-35807.0,-0.4
1997-09-01,943402.0,0.0,0.0,6573808.0,479870.22,182323.0,476666.1,0.0,0.0,1394.7295,0.0,8657464.0,121525.05,0.0,44915.36,4211078.0,2487428.8,14601.607,0.0,375886.6,1057685.2,268145.47,102797.945,8684063.0,-26599.0,-0.31
1997-10-01,874391.3,0.0,0.0,6570104.5,460839.06,179383.55,452807.56,0.0,0.0,1387.8682,0.0,8538914.0,125692.67,0.0,40459.516,4208036.0,2468070.0,14671.845,0.0,298156.62,1048350.5,248838.48,106065.66,8558341.0,-19427.0,-0.23
1997-11-01,727169.9,0.0,0.0,6555848.0,461581.94,177240.22,396683.9,0.0,0.0,1432.8849,0.0,8319957.0,137339.03,0.0,32020.887,4214771.0,2483914.8,13089.039,0.0,179718.83,1059401.2,201082.52,2228.4543,8323566.0,-3609.0,-0.04
1997-11-17,573599.2,0.0,0.0,6547008.5,2377393.8,213295.73,1163892.8,0.0,0.0,1565.52,0.0,10876756.0,3130370.0,0.0,22162.844,4224905.5,2249355.8,4781.4756,0.0,1456.5222,1071919.2,165464.33,0.0,10870415.0,6341.0,0.06
1997-11-18,1263000.2,0.0,0.0,6547324.0,1338988.2,172063.34,1530733.2,0.0,0.0,1501.2424,0.0,10853609.0,2188459.8,0.0,22169.268,4227596.0,2821563.0,7184.6895,0.0,973.4454,1079850.8,165443.36,0.0,10513240.0,340369.0,3.19
1997-11-27,556130.0,0.0,0.0,6530918.0,6912758.5,268662.2,2977483.8,0.0,0.0,1727.4958,0.0,17247680.0,9593381.0,0.0,22205.543,4241816.5,1983477.8,3009.6702,0.0,1728.1908,1139220.2,166057.2,0.0,17150898.0,96782.0,0.56
1997-11-28,1050979.8,0.0,0.0,6535093.0,2173549.0,195926.23,3051210.2,0.0,0.0,1581.7598,0.0,13008340.0,4397135.5,0.0,22207.566,4245981.0,3005568.2,13830.013,0.0,1203.7031,1127784.1,165988.55,0.0,12979699.0,28641.0,0.22
1997-12-01,509661.75,0.0,0.0,6531552.0,2969726.5,192301.84,2886205.0,0.0,0.0,1568.9716,0.0,13091016.0,4973394.0,0.0,22216.533,4250190.5,2517661.0,14623.321,0.0,891.5032,1143277.1,166112.92,0.0,13088367.0,2649.0,0.02
1998-01-01,918028.06,0.0,0.0,6523363.0,642901.94,170680.38,1392806.9,0.0,0.0,1476.4615,0.0,9649256.0,832744.25,0.0,18788.088,4265676.0,3147772.8,18728.738,0.0,7207.029,1210826.6,146121.5,0.0,9647864.0,1392.0,0.01
1998-02-01,1360734.6,0.0,0.0,6479019.0,1280274.0,154109.73,4716071.5,0.0,0.0,1734.6333,0.0,13991945.0,3453363.0,0.0,18911.605,4328981.0,4542133.5,44150.734,0.0,2656.9165,1462317.5,137108.9,0.0,13989623.0,2322.0,0.02
1998-02-20,353993.6,0.0,0.0,6438979.0,5420214.5,305849.06,7054950.5,0.0,0.0,2450.1587,0.0,19576436.0,9942070.0,0.0,18993.877,4391899.5,5576973.0,7455.5024,0.0,882.8292,1887955.0,160041.66,0.0,21986270.0,-2409834.0,-11.6
1998-03-01,2747012.8,0.0,0.0,6452212.5,861674.2,146028.53,5445162.5,0.0,0.0,1742.2554,0.0,15653832.0,3651616.8,0.0,19013.516,4388227.5,5483324.5,108187.984,0.0,13700.367,1825658.5,159356.86,0.0,15649085.0,4747.0,0.03
1998-03-14,1528850.2,0.0,0.0,6478994.0,1243240.5,182090.11,3575474.0,0.0,0.0,1714.2095,0.0,13010362.0,3050379.5,0.0,19006.35,4341226.0,3686685.2,44747.684,0.0,6741.391,1683352.2,155153.02,0.0,12987291.0,23071.0,0.18
1998-03-15,2176996.0,0.0,0.0,6482234.5,742727.7,163540.64,3536589.2,0.0,0.0,1657.3842,0.0,13103745.0,2348568.8,0.0,19005.314,4338763.0,4490224.0,52143.54,0.0,18896.197,1668628.9,155045.11,0.0,13091275.0,12470.0,0.1
1998-03-16,2106349.8,0.0,0.0,6484096.0,684311.5,160700.25,3610329.2,0.0,0.0,1645.7152,0.0,13047433.0,2423999.0,0.0,19093.762,4335457.5,4368163.5,53910.18,0.0,24528.63,1659391.1,154980.17,0.0,13039524.0,7909.0,0.06
1998-03-17,2091834.9,0.0,0.0,6485861.0,651905.0,163764.73,3169990.8,0.0,0.0,1627.0809,0.0,12564984.0,2020461.5,0.0,19092.963,4332110.0,4306079.5,51347.684,0.0,26771.191,1649434.6,154904.69,0.0,12560203.0,4781.0,0.04
1998-03-18,2084034.1,0.0,0.0,6487383.0,630381.75,166683.52,3324026.2,0.0,0.0,1615.9343,0.0,12694125.0,2217131.5,0.0,19092.447,4329886.5,4253717.5,49901.47,0.0,25292.201,1640307.6,154842.05,0.0,12690171.0,3954.0,0.03
1998-03-19,2080839.8,0.0,0.0,6488841.0,595097.6,166295.75,3019642.8,0.0,0.0,1599.5961,0.0,12352318.0,1932631.6,0.0,19092.945,4327866.0,4207115.5,51303.51,0.0,25348.383,1631833.8,154778.36,0.0,12349970.0,2348.0,0.02
1998-03-20,1898024.5,0.0,0.0,6490080.5,669527.25,168837.19,2957119.5,0.0,0.0,1616.0499,0.0,12185204.0,2094279.1,0.0,19093.453,4325466.0,3891872.8,49206.977,0.0,24914.816,1624370.1,154752.38,0.0,12183955.0,1249.0,0.01
1998-03-21,1869852.0,0.0,0.0,6491388.5,661491.94,167133.89,2814607.5,0.0,0.0,1625.668,0.0,12006100.0,1968089.6,0.0,19093.22,4322870.0,3849793.5,49011.09,0.0,24602.014,1617166.6,154723.88,0.0,12005350.0,750.0,0.01
1998-04-01,898387.7,0.0,0.0,6496792.0,1740162.8,186088.97,3070029.8,0.0,0.0,1707.0841,0.0,12393168.0,2862227.5,0.0,19161.13,4309045.5,3393860.8,41814.73,0.0,2731.6938,1597711.2,154906.6,0.0,12381460.0,11708.0,0.09
1998-05-01,1759827.9,0.0,0.0,6514658.5,471962.0,162589.73,2031174.2,0.0,0.0,1534.0476,0.0,10941746.0,1091123.1,0.0,22957.914,4283683.5,3755224.0,38317.43,0.0,88874.3,1484906.4,155634.58,0.0,10920720.0,21026.0,0.19
1998-05-30,817760.7,0.0,0.0,6517983.0,5639603.5,270938.12,3257892.5,0.0,0.0,1875.4315,0.0,16506053.0,7850931.0,0.0,32364.61,4267625.5,2653024.8,8431.745,0.0,3311.5554,1452852.1,165819.92,0.0,16434362.0,71691.0,0.44
1998-06-01,1454922.5,0.0,0.0,6523453.0,935537.5,159247.61,2224898.8,0.0,0.0,1623.7429,0.0,11299684.0,1545073.2,0.0,32373.307,4268991.5,3776382.8,31471.125,0.0,34508.02,1432969.9,165385.2,0.0,11287155.0,12529.0,0.11
1998-07-01,1733453.8,0.0,0.0,6546305.5,441193.47,175635.81,1236600.4,0.0,0.0,1462.544,0.0,10134651.0,608750.5,0.0,40720.37,4246671.0,3116932.5,29524.27,0.0,479958.78,1319287.6,210845.34,82543.875,10135235.0,-584.0,-0.01
1998-08-01,1752150.2,0.0,0.0,6567212.0,451946.97,183296.16,961581.75,0.0,0.0,1436.3116,0.0,9917623.0,390903.66,0.0,46194.46,4226370.0,2846110.8,22556.387,0.0,809650.7,1218630.1,269107.28,116753.04,9946276.0,-28653.0,-0.29
1998-09-01,1437165.0,0.0,0.0,6576390.0,466990.94,183599.6,769203.1,0.0,0.0,1424.347,0.0,9434773.0,267607.12,0.0,46275.566,4218135.5,2692353.0,22044.479,0.0,664767.6,1160461.5,278683.12,117861.93,9468189.0,-33416.0,-0.35
1998-09-19,1176654.1,0.0,0.0,6570739.5,485259.22,180935.47,703259.94,0.0,0.0,1425.079,0.0,9118273.0,269452.4,0.0,41743.69,4217370.0,2659550.5,22709.416,0.0,416096.44,1145221.2,251799.67,114622.04,9138566.0,-20293.0,-0.22
1998-10-01,1197264.5,0.0,0.0,6566573.0,448932.3,178301.42,655535.94,0.0,0.0,1417.56,0.0,9048025.0,213924.67,0.0,41665.38,4216849.0,2714048.5,23243.166,0.0,354907.22,1141237.1,251868.62,107449.875,9065194.0,-17169.0,-0.19
1998-11-01,862221.44,0.0,0.0,6555247.0,583888.8,177640.12,578327.7,0.0,0.0,1452.597,0.0,8758778.0,448556.75,0.0,32964.16,4222082.5,2623220.5,16684.18,0.0,73211.445,1138774.1,206364.48,185.7669,8762044.0,-3266.0,-0.04
1998-11-24,759581.75,0.0,0.0,6540415.0,3647401.5,216365.38,1760580.8,0.0,0.0,1712.1913,0.0,12926056.0,4911995.0,0.0,22823.182,4235063.5,2305006.2,10632.494,0.0,965.0208,1159448.5,159876.89,0.0,12805811.0,120245.0,0.93
1998-11-25,1013792.94,0.0,0.0,6540703.0,1516123.0,167622.28,1856247.6,0.0,0.0,1569.5795,0.0,11096059.0,2603531.2,0.0,22829.334,4236639.5,2836326.5,13252.455,0.0,1191.1876,1167281.4,159770.83,0.0,11040821.0,55238.0,0.5
1998-12-01,625921.25,0.0,0.0,6531248.5,4874577.0,233079.11,2680259.8,0.0,0.0,1849.4648,0.0,14946935.0,6950123.5,0.0,22836.35,4245418.5,2316949.2,7115.932,0.0,760.3777,1204609.2,160170.56,0.0,14907983.0,38952.0,0.26
1999-01-01,867764.1,0.0,0.0,6532566.5,564103.3,156579.25,896504.2,0.0,0.0,1485.079,0.0,9019002.0,374507.0,0.0,19189.705,4252521.5,2961487.2,24324.436,0.0,8147.0757,1224904.6,155017.92,0.0,9020099.0,-1097.0,-0.01
1999-02-01,477929.78,0.0,0.0,6524165.0,1490093.6,169286.38,1888531.8,0.0,0.0,1559.8505,0.0,10551567.0,2005787.9,0.0,19256.617,4261863.5,2835713.8,18782.422,0.0,1037.4862,1257112.8,155256.2,0.0,10554810.0,-3243.0,-0.03
1999-02-07,465341.38,0.0,0.0,6517983.5,4935268.0,264195.53,2665724.5,0.0,0.0,1946.1304,0.0,14850460.0,6554845.0,0.0,19258.143,4264935.0,2509035.2,4312.2603,0.0,921.1858,1289515.4,154702.7,0.0,14797524.0,52936.0,0.36
1999-02-08,449305.28,0.0,0.0,6502892.5,7698117.5,280738.44,4004455.2,0.0,0.0,1956.6925,0.0,18937466.0,10729912.0,0.0,19261.262,4270217.5,2365786.2,2877.7815,0.0,2975.5845,1355230.2,154815.53,0.0,18901076.0,36390.0,0.19
1999-02-09,968747.7,0.0,0.0,6508552.5,4515079.5,276324.75,4406264.5,0.0,0.0,2054.0435,0.0,16677024.0,7494930.0,0.0,19260.365,4273498.5,3346719.5,4121.8237,0.0,3030.886,1357802.1,155036.05,0.0,16654399.0,22625.0,0.14
1999-02-10,489022.72,0.0,0.0,6501013.5,4781726.5,280733.6,4897970.5,0.0,0.0,1948.4855,0.0,16952414.0,8122316.0,0.0,19263.91,4276409.0,2955850.5,8247.025,0.0,2797.0784,1393317.4,155067.33,0.0,16933270.0,19144.0,0.11
1999-02-11,2438794.0,0.0,0.0,6508594.0,1566091.8,196616.5,4972989.0,0.0,0.0,1856.2886,0.0,15684941.0,4860169.0,0.0,19266.225,4279297.5,4970060.0,37270.832,0.0,3275.8958,1354689.5,155065.52,0.0,15679094.0,5847.0,0.04
1999-02-12,1515325.2,0.0,0.0,6506724.0,1626170.8,178348.42,4527872.0,0.0,0.0,1823.5588,0.0,14356264.0,4308371.5,0.0,19268.826,4282320.5,4172908.5,35384.848,0.0,5515.4653,1365985.6,155104.5,0.0,14344860.0,11404.0,0.08
1999-02-13,1779171.5,0.0,0.0,6507352.0,1251521.2,155874.03,4065774.5,0.0,0.0,1782.064,0.0,13761476.0,3430138.0,0.0,19273.617,4283282.0,4459968.0,41507.707,0.0,10045.798,1360320.2,155112.17,0.0,13759648.0,1828.0,0.01
1999-02-14,1276939.2,0.0,0.0,6507058.5,1259519.2,148736.8,3805813.0,0.0,0.0,1731.6703,0.0,12999799.0,3092049.5,0.0,19278.797,4284396.5,4040605.5,39928.492,0.0,1420.158,1366429.5,155097.7,0.0,12999206.0,593.0,0.0
1999-02-15,1031671.7,0.0,0.0,6506658.5,1267722.5,147252.67,3586639.5,0.0,0.0,1691.883,0.0,12541636.0,2814808.8,0.0,19281.096,4285314.0,3850994.5,43382.81,0.0,1137.7994,1371090.6,155103.62,0.0,12541114.0,522.0,0.0
1999-03-01,583824.06,0.0,0.0,6500327.5,1545044.4,163994.84,4131615.8,0.0,0.0,1722.7695,0.0,12926530.0,3205559.8,0.0,19311.008,4292187.0,3739214.2,29813.758,0.0,2165.084,1476603.9,155427.98,0.0,12920283.0,6247.0,0.05
1999-04-01,614474.1,0.0,0.0,6511505.0,1191466.2,158760.97,2792598.0,0.0,0.0,1611.1625,0.0,11270415.0,1739287.1,0.0,19309.768,4280816.5,3579933.5,44589.043,0.0,3466.3008,1444564.4,152337.55,0.0,11264304.0,6111.0,0.05
1999-05-01,1496797.9,0.0,0.0,6526207.5,462152.4,160753.72,1539266.5,0.0,0.0,1513.575,0.0,10186692.0,712656.2,0.0,22975.393,4266022.0,3474075.5,31928.055,0.0,137563.62,1371514.4,164085.11,0.0,10180820.0,5872.0,0.06
1999-06-01,1650423.9,0.0,0.0,6549643.0,439069.6,182349.47,1022461.1,0.0,0.0,1462.4545,0.0,9845409.0,385517.16,0.0,32222.156,4237901.5,3025930.0,19378.576,0.0,549814.4,1264069.2,228208.9,111617.03,9854659.0,-9250.0,-0.09
1999-07-01,1900470.0,0.0,0.0,6568940.0,459684.66,178487.02,805483.3,0.0,0.0,1457.0953,0.0,9914522.0,246226.7,0.0,40479.715,4223353.5,2771861.2,13991.585,0.0,1075925.6,1180256.1,249467.88,133919.6,9935482.0,-20960.0,-0.21
1999-08-01,1326403.9,0.0,0.0,6576007.0,464997.22,181477.61,670045.0,0.0,0.0,1434.6417,0.0,9220366.0,171111.7,0.0,45844.23,4215339.5,2668342.2,15347.412,0.0,610459.56,1134389.6,282981.44,115795.0,9259611.0,-39245.0,-0.42
1999-09-01,1106367.8,0.0,0.0,6574016.5,466467.1,179697.11,584404.9,0.0,0.0,1415.8723,0.0,8912369.0,170685.3,0.0,45884.27,4212604.5,2596142.2,18816.006,0.0,414216.5,1106134.9,262330.9,111176.445,8937990.0,-25621.0,-0.29
1999-10-01,1070855.0,0.0,0.0,6569603.5,463521.9,179120.52,512381.3,0.0,0.0,1410.7732,0.0,8796893.0,97950.85,0.0,41389.484,4211989.5,2548899.5,18450.453,0.0,455689.22,1089423.0,240033.86,107739.59,8811566.0,-14673.0,-0.17
1999-11-01,881541.5,0.0,0.0,6559281.5,501022.28,174152.58,464673.0,0.0,0.0,1432.4869,0.0,8582103.0,212212.22,0.0,32929.8,4216349.5,2626441.2,16009.115,0.0,183439.69,1091687.0,219152.78,1669.6669,8599891.0,-17788.0,-0.21
1999-12-01,589335.0,0.0,0.0,6542582.5,1645207.4,178551.06,849169.1,0.0,0.0,1539.2982,0.0,9806384.0,1876478.1,0.0,22829.137,4234426.0,2379781.5,7746.0376,0.0,1013.8781,1130526.6,159730.16,0.0,9812531.0,-6147.0,-0.06
2000-01-01,768721.75,0.0,0.0,6538195.5,461531.84,158043.67,509165.88,0.0,0.0,1456.5875,0.0,8437115.0,188284.31,0.0,19181.213,4236191.0,2679380.5,14959.512,0.0,13983.895,1139206.4,151290.81,0.0,8442478.0,-5363.0,-0.06
2000-02-01,495937.3,0.0,0.0,6520504.0,2907761.0,206973.22,2991643.2,0.0,0.0,1643.3217,0.0,13124461.0,4660484.5,0.0,19257.545,4266035.5,2791672.0,12535.645,0.0,774.4541,1220535.0,151805.69,0.0,13123101.0,1360.0,0.01
2000-02-15,491333.47,0.0,0.0,6485643.5,5497624.5,346254.94,5834600.5,0.0,0.0,2098.706,0.0,18657556.0,9809048.0,0.0,19280.371,4303798.0,2895621.8,5051.627,0.0,7015.5664,1397321.6,149818.42,0.0,18586956.0,70600.0,0.38
2000-03-01,651275.44,0.0,0.0,6478222.5,3646215.2,244580.89,5534190.5,0.0,0.0,1949.7144,0.0,16556434.0,6918046.0,0.0,19318.506,4320770.0,3612132.0,11115.966,0.0,1911.0425,1512650.2,150272.53,0.0,16546216.0,10218.0,0.06
2000-04-01,1600514.5,0.0,0.0,6522679.5,468684.66,198270.11,1563351.6,0.0,0.0,1481.4148,0.0,10354982.0,872446.25,0.0,19336.605,4281114.5,3507246.0,30102.89,0.0,59118.504,1372979.0,211249.97,0.0,10353595.0,1387.0,0.01
2000-05-01,1330958.8,0.0,0.0,6536167.0,473977.66,189202.27,974491.3,0.0,0.0,1488.7378,0.0,9506286.0,406871.1,0.0,23002.562,4254763.5,3139189.5,21596.479,0.0,174463.69,1283774.6,204820.17,13.3745,9508494.0,-2208.0,-0.02
2000-06-01,1558399.5,0.0,0.0,6548976.0,467159.62,187272.75,705315.0,0.0,0.0,1450.8503,0.0,9468574.0,194531.06,0.0,32172.97,4237685.0,2925705.0,16287.718,0.0,534897.7,1211544.1,213940.2,104511.375,9471274.0,-2700.0,-0.03
2000-07-01,1635422.1,0.0,0.0,6566109.5,465563.75,180026.11,567818.1,0.0,0.0,1433.4481,0.0,9416372.0,111340.75,0.0,40299.867,4224209.5,2723298.5,13777.164,0.0,787161.75,1143024.9,264743.34,130773.65,9438629.0,-22257.0,-0.24
2000-08-01,1398677.2,0.0,0.0,6577421.5,466885.06,181270.95,506487.9,0.0,0.0,1439.0996,0.0,9132182.0,84734.35,0.0,45648.84,4214368.5,2580627.5,12227.602,0.0,743111.9,1091470.9,271148.38,117881.78,9161219.0,-29037.0,-0.32
