date,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,LAKE__SEEPAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,AG_WELLS_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,LAKE__SEEPAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
1991-08-01,1144956.4,0.0,0.0,6568003.0,475730.16,187407.4,217066.95,0.0,0.0,1394.4054,0.0,8594558.0,41521.996,0.0,42056.61,4215031.0,2493787.8,10104.567,0.0,456235.22,998045.3,249604.92,110077.85,8616465.0,-21907.0,-0.25
1991-09-01,1003613.94,0.0,0.0,6567605.5,486532.88,183392.38,195784.88,0.0,0.0,1388.1813,0.0,8438318.0,27061.633,0.0,42137.668,4212163.0,2434438.2,15382.301,0.0,394539.97,985375.44,237542.64,104674.92,8453316.0,-14998.0,-0.18
1991-10-01,938264.7,0.0,0.0,6564608.5,479411.25,181437.95,182974.83,0.0,0.0,1382.8353,0.0,8348080.0,24393.9,0.0,37990.453,4209541.0,2399553.0,14140.007,0.0,365426.25,978440.7,222895.38,104964.29,8357345.5,-9265.5,-0.11
1991-11-01,814133.1,0.0,0.0,6552727.5,498707.06,177142.4,181748.52,0.0,0.0,1381.9333,0.0,8225840.5,191677.27,0.0,30166.44,4217153.5,2509865.8,4944.823,0.0,81502.86,989755.0,208540.84,721.8121,8234329.0,-8488.5,-0.1
1991-12-01,718327.56,0.0,0.0,6544484.5,464589.75,168061.92,180784.7,0.0,0.0,1404.5155,0.0,8077653.0,145485.66,0.0,20873.023,4223380.5,2486987.0,4000.3333,0.0,37290.78,1003093.0,168005.64,1.8121,8089118.0,-11465.0,-0.14
1991-12-30,575655.5,0.0,0.0,6540727.0,2085847.9,196506.95,1049478.4,0.0,0.0,1530.9336,0.0,10449746.0,2746933.8,0.0,17557.162,4231066.5,2233162.2,1996.8022,0.0,19355.28,1023600.94,156506.81,0.3135,10430180.0,19566.0,0.19
1992-01-01,914189.2,0.0,0.0,6543697.0,689758.7,161780.4,567428.9,0.0,0.0,1447.5062,0.0,8878302.0,671521.2,0.0,17559.02,4230411.0,2747842.8,5558.2183,0.0,21323.201,1028579.7,156213.53,0.2034,8879009.0,-707.0,-0.01
1992-02-01,575286.75,0.0,0.0,6534783.0,719160.0,156320.53,493211.6,0.0,0.0,1459.7754,0.0,8480222.0,468001.78,0.0,17652.05,4241987.5,2525026.5,8646.325,0.0,24578.012,1052271.9,149375.77,0.2372,8487540.0,-7318.0,-0.09
1992-02-12,581636.56,0.0,0.0,6527085.5,3772080.5,237715.72,1829582.2,0.0,0.0,1793.529,0.0,12949894.0,5070728.5,0.0,17659.518,4250004.0,2319012.0,1692.0864,0.0,4098.9897,1075204.4,155036.34,0.0,12893435.0,56459.0,0.44
1992-02-13,493891.38,0.0,0.0,6523811.5,4614638.5,254610.11,2714832.5,0.0,0.0,1826.7634,0.0,14603611.0,6872855.5,0.0,17661.512,4252756.0,2167579.8,6565.6665,0.0,3743.5295,1097606.8,155094.75,0.0,14573865.0,29746.0,0.2
1992-03-01,1458287.9,0.0,0.0,6506348.5,721010.06,226755.73,2262830.5,0.0,0.0,1515.182,0.0,11176749.0,2030426.1,0.0,17784.299,4290513.0,3456052.2,30390.7,0.0,14043.218,1168846.6,155424.34,0.0,11163481.0,13268.0,0.12
1992-04-01,1019394.75,0.0,0.0,6515933.0,620299.56,193791.23,1443329.2,0.0,0.0,1493.8585,0.0,9794242.0,1008451.56,0.0,17817.424,4274668.5,3137666.5,16605.05,0.0,11495.69,1185112.5,147970.03,0.0,9799788.0,-5546.0,-0.06
1992-05-01,1096527.0,0.0,0.0,6533114.5,483228.88,188603.52,690006.9,0.0,0.0,1447.5276,0.0,8992929.0,382167.94,0.0,21240.47,4252378.0,2808531.8,14171.037,0.0,208889.44,1124544.1,182591.38,0.0,8994514.0,-1585.0,-0.02
1992-06-01,1467580.4,0.0,0.0,6555892.5,496204.56,205700.67,459019.06,0.0,0.0,1425.2206,0.0,9185823.0,185591.23,0.0,29781.453,4228887.5,2603481.2,7033.427,0.0,722682.75,1065992.4,227381.47,122737.67,9193568.0,-7745.0,-0.08
1992-07-01,839221.7,0.0,0.0,6558428.0,855206.6,197483.83,401686.44,0.0,0.0,1413.0406,0.0,8853439.0,693664.56,0.0,37348.56,4224380.5,2490959.2,10260.059,0.0,93691.31,1040570.6,238887.69,35838.77,8865602.0,-12163.0,-0.14
1992-08-01,1019482.4,0.0,0.0,6568169.5,490028.0,189208.11,306314.6,0.0,0.0,1399.9401,0.0,8574603.0,61424.492,0.0,42197.74,4216314.5,2447060.0,17602.322,0.0,449103.9,1010646.6,238517.94,111440.32,8594307.0,-19704.0,-0.23
1992-09-01,905610.75,0.0,0.0,6571830.5,487698.12,187959.95,260744.23,0.0,0.0,1386.9775,0.0,8415230.0,53996.996,0.0,42051.426,4212108.0,2400665.2,23107.066,0.0,350575.44,996713.2,251890.8,108139.055,8439248.0,-24018.0,-0.29
1992-10-01,826386.0,0.0,0.0,6567471.5,480749.56,185285.02,235379.11,0.0,0.0,1379.9739,0.0,8296651.0,67197.02,0.0,38009.363,4210855.5,2381403.5,25761.725,0.0,259663.58,991101.3,237785.95,103919.05,8315697.0,-19046.0,-0.23
1992-11-01,755438.94,0.0,0.0,6556726.0,698144.06,174646.16,367393.44,0.0,0.0,1419.604,0.0,8553768.0,567210.3,0.0,30232.818,4216820.0,2608909.0,19092.729,0.0,35740.754,1006171.7,205539.34,378.3974,8690094.0,-136326.0,-1.58
1992-12-01,660100.25,0.0,0.0,6539325.0,468439.5,151758.94,220371.1,0.0,0.0,1390.3922,0.0,8041385.0,114713.12,0.0,20911.08,4227292.5,2445790.8,18707.596,0.0,67609.63,1015220.75,145747.69,1.6971,8055994.0,-14609.0,-0.18
1992-12-08,636595.4,0.0,0.0,6538003.0,1851580.2,163223.7,1249598.5,0.0,0.0,1514.5013,0.0,10440517.0,2616225.5,0.0,17572.41,4229860.5,2280320.0,10345.811,0.0,14457.554,1030200.75,137778.86,0.2305,10336762.0,103755.0,1.0
1992-12-09,591717.06,0.0,0.0,6537094.5,2970376.5,188999.48,1485188.5,0.0,0.0,1635.7015,0.0,11775012.0,3987644.2,0.0,17577.33,4231198.5,2308017.8,7725.5376,0.0,18349.193,1039704.2,137959.72,0.255,11748177.0,26835.0,0.23
1992-12-10,639096.2,0.0,0.0,6528355.0,6422948.0,237053.44,2480408.2,0.0,0.0,1846.1825,0.0,16309706.0,8630781.0,0.0,17582.865,4232669.5,1931917.1,5910.0605,0.0,29376.86,1080574.6,138191.92,0.2925,16067005.0,242701.0,1.5
1992-12-11,1035004.6,0.0,0.0,6530868.0,2794759.5,205659.27,2725460.5,0.0,0.0,1748.0471,0.0,13293500.0,5028573.5,0.0,17585.658,4234449.5,2737604.5,7269.096,0.0,26013.936,1070539.9,138097.73,0.3072,13260133.0,33367.0,0.25
1992-12-12,681367.2,0.0,0.0,6529422.0,2839031.5,172143.72,2917809.8,0.0,0.0,1605.826,0.0,13141380.0,5088536.0,0.0,17588.324,4236730.5,2522194.8,14203.365,0.0,16428.576,1082047.5,137998.78,0.2571,13115729.0,25651.0,0.2
1993-01-01,417740.22,0.0,0.0,6517318.0,7090307.0,362830.16,3008137.5,0.0,0.0,2238.924,0.0,17398570.0,9575592.0,0.0,17718.28,4248608.0,2201849.8,1617.6549,0.0,1311.2571,1175677.1,138896.6,0.0,17361270.0,37300.0,0.21
1993-01-02,424296.2,0.0,0.0,6512266.5,7217345.5,352116.53,4106705.0,0.0,0.0,2253.0918,0.0,18614984.0,10781593.0,0.0,17778.94,4251684.5,2167112.5,1167.1089,0.0,1002.2525,1212902.5,136777.77,0.0,18570018.0,44966.0,0.24
1993-01-21,384114.78,0.0,0.0,6475207.5,10042265.0,653852.56,6149585.5,0.0,0.0,2802.7932,0.0,23707828.0,15463723.0,0.0,17861.768,4285391.0,2205486.0,568.9761,0.0,1971.7594,1471511.5,137332.78,0.0,23583846.0,123982.0,0.52
1993-02-01,1886822.2,0.0,0.0,6496566.5,815229.7,142623.9,3478035.5,0.0,0.0,1590.0178,0.0,12820868.0,2846846.5,0.0,17923.635,4294623.0,4076753.0,76992.81,0.0,8685.086,1360788.2,136119.31,0.0,12818731.0,2137.0,0.02
1993-03-01,1861938.9,0.0,0.0,6489430.0,876979.94,123981.234,3951892.2,0.0,0.0,1619.4064,0.0,13305841.0,2841306.5,0.0,17990.084,4306115.5,4634115.5,85316.05,0.0,12015.392,1421696.1,120194.76,0.0,13438750.0,-132909.0,-0.99
1993-04-01,1107941.9,0.0,0.0,6511139.5,730148.75,153484.45,1776200.9,0.0,0.0,1522.7019,0.0,10280438.0,1246391.5,0.0,18008.54,4278872.0,3243547.5,33383.66,0.0,20949.52,1309583.0,126043.24,0.0,10276780.0,3658.0,0.04
1993-05-01,1336302.0,0.0,0.0,6522513.5,485854.2,152659.75,1215316.4,0.0,0.0,1483.8182,0.0,9714129.0,691505.06,0.0,21486.488,4268493.5,3159103.0,34387.984,0.0,150868.58,1245565.2,147735.38,0.0,9719145.0,-5016.0,-0.05
1993-06-01,760793.5,0.0,0.0,6538987.5,1179644.5,187748.27,1027911.06,0.0,0.0,1515.7743,0.0,9696601.0,1357533.8,0.0,30500.436,4245935.0,2633744.2,14931.501,0.0,20015.27,1198055.5,194118.38,3315.6003,9698150.0,-1549.0,-0.02
1993-07-01,1526951.1,0.0,0.0,6557563.5,456671.1,178077.02,669875.94,0.0,0.0,1437.7798,0.0,9390577.0,287808.6,0.0,38447.6,4230699.0,2754447.2,14626.62,0.0,584450.8,1145199.8,224343.6,120900.32,9400923.0,-10346.0,-0.11
1993-08-01,1496092.1,0.0,0.0,6574077.0,462310.9,180456.55,518344.34,0.0,0.0,1427.3812,0.0,9232708.0,184270.75,0.0,43521.445,4216814.0,2562646.2,9781.049,0.0,785578.44,1087013.2,257984.67,115821.445,9263431.0,-30723.0,-0.33
1993-09-01,1023462.44,0.0,0.0,6570521.5,470645.4,178943.98,449389.0,0.0,0.0,1400.1193,0.0,8694362.0,158321.58,0.0,43533.83,4214468.5,2493922.0,11101.91,0.0,380976.22,1058635.8,257254.12,100050.47,8718264.0,-23902.0,-0.27
1993-10-01,921823.25,0.0,0.0,6565143.5,462665.12,175916.72,407972.66,0.0,0.0,1387.666,0.0,8534909.0,121416.67,0.0,39362.312,4214349.5,2456673.0,6578.893,0.0,333496.78,1043800.0,238501.42,97540.97,8551720.0,-16811.0,-0.2
1993-11-01,870353.75,0.0,0.0,6551276.5,457593.03,163489.12,352865.75,0.0,0.0,1407.671,0.0,8396986.0,145878.25,0.0,31314.793,4223728.0,2534383.8,15105.57,0.0,209057.55,1050090.2,186804.36,5204.35,8401566.0,-4580.0,-0.05
1993-12-01,691101.0,0.0,0.0,6539841.0,958091.4,159939.84,663064.1,0.0,0.0,1443.8428,0.0,9013482.0,1045246.2,0.0,21688.139,4234386.5,2484403.8,8770.786,0.0,6013.198,1065887.5,147785.89,0.0,9014182.0,-700.0,-0.01
1993-12-09,602805.56,0.0,0.0,6535466.5,2894000.8,191849.62,1322257.1,0.0,0.0,1608.254,0.0,11547988.0,3795623.5,0.0,18221.236,4238056.5,2176013.0,4934.8003,0.0,1504.1675,1073489.9,143188.11,0.0,11451031.0,96957.0,0.84
1994-01-01,696876.56,0.0,0.0,6529273.5,566337.0,150952.62,674026.2,0.0,0.0,1445.0793,0.0,8618911.0,393188.97,0.0,18262.291,4251015.5,2675279.5,18213.123,0.0,4741.1978,1119772.4,143825.75,0.0,8624299.0,-5388.0,-0.06
1994-02-01,745674.6,0.0,0.0,6526422.0,899586.94,161631.97,1491598.5,0.0,0.0,1480.8457,0.0,9826395.0,1237557.0,0.0,18321.553,4256394.0,2996058.0,22283.904,0.0,7029.8516,1142021.5,142535.05,0.0,9822201.0,4194.0,0.04
1994-03-01,1066240.0,0.0,0.0,6513816.0,911894.7,193559.78,2520865.8,0.0,0.0,1542.1044,0.0,11207919.0,1922427.1,0.0,18410.146,4276739.0,3554614.8,29166.041,0.0,14972.793,1228473.2,146363.88,0.0,11191167.0,16752.0,0.15
1994-04-01,982865.1,0.0,0.0,6529798.5,466730.4,168542.72,764713.5,0.0,0.0,1459.8232,0.0,8914110.0,335362.34,0.0,18401.254,4252975.0,2888105.0,17936.209,0.0,77642.734,1168959.9,160232.48,0.0,8919614.0,-5504.0,-0.06
1994-05-01,879794.8,0.0,0.0,6540890.5,503296.53,180397.02,571911.7,0.0,0.0,1439.0082,0.0,8677730.0,226996.08,0.0,21913.705,4238935.5,2817002.2,13258.463,0.0,45297.797,1129078.4,190507.73,0.0,8682991.0,-5261.0,-0.06
1994-06-01,1176846.2,0.0,0.0,6551447.0,464500.28,184746.67,438898.6,0.0,0.0,1412.2676,0.0,8817851.0,108396.09,0.0,30729.371,4227436.0,2609313.2,9928.294,0.0,431348.12,1088963.5,195485.06,117933.79,8819534.0,-1683.0,-0.02
1994-07-01,1216323.8,0.0,0.0,6569231.0,482605.56,182284.98,379395.38,0.0,0.0,1398.0605,0.0,8831238.0,63056.17,0.0,38599.547,4217137.0,2494427.5,15200.17,0.0,603560.1,1042906.3,258874.08,124392.56,8858153.0,-26915.0,-0.3
1994-08-01,976154.94,0.0,0.0,6569459.0,485534.72,177321.02,358426.97,0.0,0.0,1387.996,0.0,8568284.0,78947.48,0.0,43412.004,4217476.5,2420582.8,21745.682,0.0,424807.97,1016365.75,271387.56,104702.875,8599429.0,-31145.0,-0.36
1994-09-01,901210.4,0.0,0.0,6566397.5,457396.38,171693.78,362088.72,0.0,0.0,1379.9552,0.0,8460167.0,70344.875,0.0,43301.47,4218787.0,2410863.2,21482.236,0.0,349044.3,1005002.56,271629.5,102500.01,8492956.0,-32789.0,-0.39
1994-10-01,862832.1,0.0,0.0,6567355.0,440641.66,172873.11,308373.2,0.0,0.0,1376.4087,0.0,8353451.0,42491.04,0.0,39050.77,4212285.0,2408900.0,25416.033,0.0,296382.94,1000730.5,254237.92,102146.664,8381641.0,-28190.0,-0.34
1994-11-01,675118.5,0.0,0.0,6556670.0,451875.16,172519.17,287481.03,0.0,0.0,1389.3422,0.0,8145053.0,71623.31,0.0,31008.213,4213186.5,2386294.8,19418.633,0.0,212005.2,1005724.6,210812.62,6319.7246,8156393.0,-11340.0,-0.14
1994-11-08,1119999.9,0.0,0.0,6550444.5,1136272.0,158123.95,1061782.2,0.0,0.0,1442.4849,0.0,10028064.0,1565533.5,0.0,21423.88,4225676.0,2760057.2,22974.96,0.0,17807.348,1021876.3,164688.97,0.2344,9800038.0,228026.0,2.3
1994-12-01,648116.94,0.0,0.0,6537271.5,729752.0,152295.52,1074804.9,0.0,0.0,1432.3733,0.0,9143673.0,864374.7,0.0,21591.086,4246357.0,2735443.0,26372.09,0.0,5856.861,1075989.9,166238.38,0.0,9142223.0,1450.0,0.02
1995-01-01,482306.44,0.0,0.0,6523732.5,942262.6,155790.73,1404123.8,0.0,0.0,1481.0037,0.0,9509697.0,1042405.44,0.0,18265.102,4265310.5,2879208.8,19452.309,0.0,517.6514,1132623.4,153079.33,0.0,9510862.0,-1165.0,-0.01
1995-01-08,344415.25,0.0,0.0,6497005.0,7237824.0,345083.56,4493886.5,0.0,0.0,1948.8818,0.0,18920162.0,10866243.0,0.0,18336.717,4284450.5,2309425.0,2542.8125,0.0,992.5473,1238589.8,140352.72,0.0,18860932.0,59230.0,0.31
1995-01-09,578817.44,0.0,0.0,6465754.0,11749248.0,824594.7,6929675.0,0.0,0.0,2350.103,0.0,26550438.0,18133832.0,0.0,18343.537,4299128.5,2148823.2,834.4481,0.0,1263.4719,1410104.5,140754.64,0.0,26153084.0,397354.0,1.51
1995-01-10,510875.0,0.0,0.0,6454806.5,7803468.0,814753.6,8578296.0,0.0,0.0,2311.0503,0.0,24164512.0,15422252.0,0.0,18354.654,4317696.5,2688832.2,198.0761,0.0,2087.4436,1437408.2,140729.5,0.0,24027560.0,136952.0,0.57
1995-02-01,1659640.1,0.0,0.0,6465382.5,1302682.0,241944.03,5701340.5,0.0,0.0,1795.5308,0.0,15372784.0,4463635.5,0.0,18454.238,4355234.0,4810770.5,42728.492,0.0,7408.9023,1521852.4,140188.08,0.0,15360271.0,12513.0,0.08
1995-03-01,1741867.2,0.0,0.0,6502708.0,472843.06,157480.53,1805899.2,0.0,0.0,1503.3901,0.0,10682301.0,1252540.5,0.0,18455.266,4300623.5,3507034.0,74472.17,0.0,18363.215,1366325.1,139491.38,0.0,10677304.0,4997.0,0.05
1995-03-10,603426.3,0.0,0.0,6472819.0,13700873.0,618671.7,3660282.8,0.0,0.0,2397.5898,0.0,25058470.0,17026648.0,0.0,18460.28,4293968.0,1956344.8,2033.6979,0.0,8667.099,1562651.2,140638.81,0.0,25009412.0,49058.0,0.2
1995-04-01,2005651.4,0.0,0.0,6493646.0,711982.4,156887.86,3558481.0,0.0,0.0,1620.6229,0.0,12928269.0,2322036.5,0.0,18535.309,4301673.0,4469788.5,93491.21,0.0,23280.246,1544646.5,139784.19,0.0,12913236.0,15033.0,0.12
1995-05-01,997958.25,0.0,0.0,6516178.0,1094296.9,178476.06,2080656.6,0.0,0.0,1591.4424,0.0,10869157.0,1748680.6,0.0,22310.396,4278474.0,3177601.2,48912.87,0.0,9170.522,1412796.6,156877.3,0.0,10854824.0,14333.0,0.13
1995-06-01,1581951.1,0.0,0.0,6531506.0,415431.75,162290.75,1487382.9,0.0,0.0,1471.6248,0.0,10180035.0,855367.9,0.0,31495.576,4256696.5,3254940.8,34672.043,0.0,211361.84,1322541.5,173954.9,35166.137,10176197.0,3838.0,0.04
1995-07-01,1710718.9,0.0,0.0,6555173.5,442244.53,177885.9,1094346.6,0.0,0.0,1439.433,0.0,9981809.0,576683.8,0.0,39716.22,4235116.0,2897045.2,20519.38,0.0,645088.7,1228629.4,249852.23,111587.77,10004238.0,-22429.0,-0.22
1995-08-01,1579680.8,0.0,0.0,6567487.5,457883.38,177361.14,871595.94,0.0,0.0,1439.9723,0.0,9655448.0,408916.44,0.0,45126.59,4221617.0,2681825.5,14721.976,0.0,778946.56,1152546.1,256711.77,113690.66,9674103.0,-18655.0,-0.19
1995-09-01,1178828.8,0.0,0.0,6573112.0,459853.53,178805.6,723253.6,0.0,0.0,1411.1396,0.0,9115265.0,303915.38,0.0,45326.004,4213920.0,2597388.2,16326.112,0.0,461661.0,1114885.6,272175.03,115611.08,9141209.0,-25944.0,-0.28
1995-10-01,999052.56,0.0,0.0,6570991.5,461090.66,178501.9,606415.94,0.0,0.0,1396.7009,0.0,8817449.0,257220.66,0.0,40875.36,4211610.0,2546021.0,16227.27,0.0,313800.0,1096279.9,257756.83,104498.44,8844289.0,-26840.0,-0.3
1995-11-01,836612.56,0.0,0.0,6559198.0,449980.88,175731.55,524250.34,0.0,0.0,1411.0114,0.0,8547184.0,284742.34,0.0,32362.387,4215196.0,2539235.2,17607.111,0.0,151685.48,1088700.0,224138.44,5175.138,8558842.0,-11658.0,-0.14
1995-12-01,789892.7,0.0,0.0,6550626.5,508437.47,169561.8,454251.9,0.0,0.0,1418.4388,0.0,8474188.0,201788.55,0.0,22353.082,4219526.5,2528735.0,14996.459,0.0,178262.98,1082284.5,176460.8,595.7775,8425004.0,49184.0,0.58
1995-12-13,1571140.4,0.0,0.0,6527414.5,9533301.0,313722.78,3347941.2,0.0,0.0,1795.4182,0.0,21295316.0,12380329.0,0.0,18808.422,4229216.0,1892997.1,5669.303,0.0,13495.524,1164427.9,149275.34,0.0,19854220.0,1441096.0,7.0
