name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,-0.0733276,1.92474,-3.92281,3.77616,0.377412,0.590347,-0.803283,1.55811
ks_10,0.246582,1.92474,-3.6029,4.09607,0.263498,1.92468,-3.58586,4.11286
ks_100,-5,2.17474,-9.34949,-0.650515,-4.18937,0.866538,-5.92244,-2.45629
ks_101,-3.07444,1.92474,-6.92393,0.775043,-3.15962,1.91754,-6.9947,0.67546
ks_102,-4.10073,2.17474,-8.45021,0.248758,-4.13104,2.17121,-8.47345,0.211374
ks_103,-3.36421,1.92474,-7.21369,0.485275,-3.46356,1.92003,-7.30363,0.376506
ks_104,-5,2.17474,-9.34949,-0.650515,-5.0141,2.1732,-9.3605,-0.6677
ks_105,-4.99568,2.17474,-9.34516,-0.646194,-5.00973,2.17319,-9.35612,-0.663344
ks_106,-3.83841,1.92474,-7.6879,0.0110746,-3.83863,1.917,-7.67264,-0.00462277
ks_107,-3.5071,1.92474,-7.35659,0.342382,-3.60104,1.90705,-7.41514,0.213065
ks_108,0.648601,1.92474,-3.20088,4.49809,0.652651,1.9245,-3.19634,4.50165
ks_109,0.855804,1.92474,-2.99368,4.70529,0.879498,1.92325,-2.96699,4.72599
ks_11,-0.513501,1.92474,-4.36299,3.33598,-0.458685,1.70287,-3.86442,2.94705
ks_110,0.591057,1.92474,-3.25843,4.44054,0.581321,1.92187,-3.26243,4.42507
ks_111,0.683327,1.92474,-3.16616,4.53281,0.949968,1.79458,-2.6392,4.53913
ks_113,-0.995705,1.92474,-4.84519,2.85378,-1.1522,0.216624,-1.58545,-0.718956
ks_114,0.916144,1.92474,-2.93334,4.76563,0.989559,0.543095,-0.0966316,2.07575
ks_115,0.808699,1.92474,-3.04079,4.65818,0.830076,1.91537,-3.00066,4.66081
ks_116,-0.393246,1.92474,-4.24273,3.45624,-0.408683,1.75918,-3.92704,3.10968
ks_117,1.14226,1.92474,-2.70722,4.99175,1.1429,0.423036,0.296829,1.98897
ks_118,0.308198,1.92474,-3.54129,4.15768,0.297972,1.91571,-3.53345,4.12939
ks_119,1.01924,1.92474,-2.83025,4.86872,1.02847,1.89886,-2.76925,4.82619
